1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42127.82),(2 138142.3),(3 262767.97),(4 424926.34),(5 625002.3),(6 887200),(7 1159733.3),(8 1432134.9),(9 1710658.1),(10 2011858.9),(11 2318628.8),(12 2693408.8),(13 3067765.3),(14 3522565),(15 4020143.3),(16 4540396.5),(17 5090588.5),(18 5669037.5),(19 6217380.5),(20 6825170.5),(21 7460478.5),(22 8100768.5),(23 8745369),(24 9464528),(25 10233763),(26 11063312),(27 11827844),(28 12631933),(29 13434672),(30 14299615),(31 15052949),(32 15861464),(33 16538693),(34 17280966),(35 17878064),(36 18501940),(37 19014322),(38 19471144),(39 19868350),(40 20241126),(41 20534394),(42 20794674),(43 21028374),(44 21226778),(45 21312134),(46 21403838),(47 21462542),(48 21480562),(49 21419346),(50 21377504),(51 21326422),(52 21317980),(53 21260922),(54 21331184),(55 21260006),(56 21166814),(57 21040010),(58 20919318),(59 20796256),(60 20689460),(61 20686440),(62 20627058),(63 20602992),(64 20633498),(65 20590808),(66 20577774),(67 20482448),(68 20327514),(69 20136382),(70 19980808),(71 19779874),(72 19573072),(73 19360590),(74 19175688),(75 18991756),(76 18880194),(77 18821402),(78 18828346),(79 18892172),
(1 34.12068),(2 39.722076),(3 43.619877),(4 46.863937),(5 49.888905),(6 53.215824),(7 55.09721),(8 56.6844),(9 59.348225),(10 61.653206),(11 62.773567),(12 65.01995),(13 67.56748),(14 69.484566),(15 71.38375),(16 72.69496),(17 74.64837),(18 76.81996),(19 78.54688),(20 79.84902),(21 80.64723),(22 81.52589),(23 81.02017),(24 81.116104),(25 81.095535),(26 81.694855),(27 81.9577),(28 82.39343),(29 82.275566),(30 83.17017),(31 82.79468),(32 83.13026),(33 83.863434),(34 84.17347),(35 84.71492),(36 84.86483),(37 85.32842),(38 85.82657),(39 84.87689),(40 84.907265),(41 85.069786),(42 85.526566),(43 85.731),(44 84.86499),(45 85.14162),(46 85.38714),(47 84.85839),(48 85.0578),(49 84.08833),(50 84.10426),(51 83.51751),(52 82.85276),(53 82.752975),(54 82.389275),(55 82.19385),(56 81.723274),(57 81.68693),(58 81.972916),(59 82.238945),(60 81.68548),(61 81.29628),(62 80.93868),(63 81.024734),(64 81.10472),(65 81.18724),(66 81.84566),(67 82.07489),(68 82.44918),(69 82.455414),(70 83.30196),(71 83.84911),(72 84.20184),(73 84.4469),(74 84.36575),(75 84.361664),(76 85.07753),(77 85.39788),(78 86.28277),(79 85.70303),
(1 33.61377),(2 39.412304),(3 43.676113),(4 46.980026),(5 49.615723),(6 52.683727),(7 54.689365),(8 56.430817),(9 58.66289),(10 60.547165),(11 62.273834),(12 64.40935),(13 66.53231),(14 68.55266),(15 69.81929),(16 71.764015),(17 73.43583),(18 76.230545),(19 77.49902),(20 78.56217),(21 79.06096),(22 79.04072),(23 79.32572),(24 79.71583),(25 79.411255),(26 80.06627),(27 79.58763),(28 79.79048),(29 80.66859),(30 81.33739),(31 81.9421),(32 82.01699),(33 82.26502),(34 82.821014),(35 82.677),(36 83.52082),(37 83.88341),(38 83.330925),(39 83.627464),(40 83.63951),(41 83.82274),(42 83.71102),(43 83.59911),(44 83.56211),(45 83.45587),(46 82.66655),(47 83.09746),(48 82.76607),(49 81.60455),(50 80.793396),(51 80.18724),(52 79.637825),(53 79.3485),(54 79.19041),(55 79.11644),(56 77.89896),(57 77.85043),(58 77.209915),(59 77.333496),(60 77.005196),(61 77.80377),(62 77.22965),(63 76.60857),(64 77.04902),(65 77.69389),(66 78.25274),(67 78.4226),(68 79.631134),(69 79.95362),(70 80.076515),(71 80.43546),(72 80.63345),(73 80.43791),(74 80.93614),(75 80.33315),(76 80.14624),(77 81.0819),(78 81.575386),(79 80.872635),
(1 33.90052),(2 40.094532),(3 44.177807),(4 47.38472),(5 49.97471),(6 52.308395),(7 54.165455),(8 56.167816),(9 58.056343),(10 60.127876),(11 62.46038),(12 64.62411),(13 66.665276),(14 68.80385),(15 70.58564),(16 71.96113),(17 73.66895),(18 75.833046),(19 77.13199),(20 78.3437),(21 78.86457),(22 78.95686),(23 78.51637),(24 79.62395),(25 80.2459),(26 80.82969),(27 80.62929),(28 80.71253),(29 80.55796),(30 81.685455),(31 81.630394),(32 82.56231),(33 83.48375),(34 83.80524),(35 83.98582),(36 84.54649),(37 85.53224),(38 86.008606),(39 85.74533),(40 85.383575),(41 85.49296),(42 86.08896),(43 85.398476),(44 85.33157),(45 84.7299),(46 83.82548),(47 83.57735),(48 83.30733),(49 81.39957),(50 80.743324),(51 79.94731),(52 79.58189),(53 79.35904),(54 79.48616),(55 78.491615),(56 77.092445),(57 77.25974),(58 75.997086),(59 75.60146),(60 75.53218),(61 75.855095),(62 75.95179),(63 76.08825),(64 75.79254),(65 76.28849),(66 77.05776),(67 77.87138),(68 78.51112),(69 79.354004),(70 79.76661),(71 80.60137),(72 80.40584),(73 80.94414),(74 80.54106),(75 79.94253),(76 80.04195),(77 80.9041),(78 81.50842),(79 81.675186),
(1 33.36327),(2 38.966587),(3 43.039024),(4 46.067284),(5 48.41086),(6 51.746918),(7 53.746857),(8 55.525417),(9 57.00706),(10 59.51947),(11 61.50282),(12 62.638042),(13 64.96891),(14 67.065155),(15 68.83265),(16 69.761314),(17 71.312164),(18 73.88727),(19 74.80198),(20 76.08348),(21 77.142044),(22 77.18174),(23 77.26568),(24 77.48298),(25 76.99425),(26 77.513245),(27 77.65094),(28 78.22524),(29 78.352295),(30 79.85355),(31 79.831795),(32 80.15221),(33 80.79476),(34 81.47252),(35 82.36949),(36 82.418304),(37 82.85489),(38 82.86762),(39 82.53759),(40 82.39394),(41 82.015495),(42 82.32812),(43 82.210236),(44 81.97243),(45 81.856995),(46 81.79705),(47 81.53955),(48 81.23515),(49 80.521805),(50 80.17301),(51 79.3005),(52 79.04239),(53 78.90544),(54 78.845375),(55 78.37463),(56 77.96933),(57 77.81151),(58 77.53435),(59 77.60182),(60 77.59405),(61 77.70238),(62 76.96402),(63 77.41974),(64 77.62158),(65 77.73168),(66 78.53157),(67 78.83163),(68 79.34094),(69 79.903694),(70 80.83311),(71 81.32566),(72 81.83799),(73 81.69198),(74 81.82792),(75 81.57389),(76 81.475975),(77 81.59591),(78 82.25772),(79 82.48734),
(1 32.983967),(2 39.30273),(3 43.251743),(4 46.046803),(5 48.41274),(6 51.3396),(7 53.548374),(8 55.599926),(9 57.622986),(10 59.66695),(11 61.576897),(12 63.707104),(13 65.50174),(14 68.498405),(15 69.002914),(16 70.48131),(17 71.91161),(18 74.60798),(19 75.66025),(20 76.56206),(21 77.82807),(22 77.64161),(23 77.65711),(24 78.07575),(25 79.018135),(26 79.40268),(27 79.11634),(28 80.03302),(29 80.232216),(30 81.3355),(31 81.70403),(32 82.06633),(33 82.50839),(34 82.88598),(35 82.74659),(36 83.88595),(37 84.11608),(38 84.07142),(39 84.15425),(40 83.281075),(41 83.15589),(42 84.06596),(43 83.73362),(44 83.21887),(45 83.55329),(46 83.21815),(47 82.888855),(48 82.28984),(49 81.70063),(50 80.80611),(51 80.07983),(52 79.60789),(53 79.387665),(54 79.164375),(55 78.79774),(56 77.67663),(57 77.128876),(58 77.58329),(59 77.69325),(60 78.06376),(61 77.90466),(62 77.87598),(63 76.98278),(64 77.53234),(65 77.27201),(66 78.43905),(67 78.50961),(68 79.350365),(69 79.887596),(70 80.18368),(71 80.43965),(72 80.43163),(73 80.405365),(74 80.787),(75 79.96253),(76 80.20593),(77 80.58824),(78 81.462006),(79 80.96823),
(1 33.327503),(2 38.678177),(3 43.183613),(4 46.539597),(5 48.623787),(6 51.45171),(7 52.874374),(8 54.789906),(9 56.99581),(10 58.821163),(11 60.633694),(12 63.030365),(13 65.08357),(14 67.462524),(15 68.3407),(16 69.782005),(17 71.451004),(18 74.58542),(19 75.9477),(20 76.97724),(21 77.853096),(22 78.01782),(23 77.66129),(24 78.232864),(25 78.111305),(26 78.3096),(27 79.160866),(28 79.293526),(29 79.52188),(30 80.463036),(31 80.44954),(32 82.101746),(33 82.56737),(34 83.26647),(35 83.81436),(36 84.486984),(37 84.45923),(38 85.13217),(39 85.255),(40 84.92662),(41 84.936295),(42 85.28404),(43 84.56047),(44 84.65506),(45 84.2493),(46 83.65346),(47 83.83138),(48 82.63057),(49 81.96813),(50 81.22648),(51 80.42223),(52 79.85885),(53 79.55778),(54 79.55862),(55 79.21229),(56 78.811646),(57 78.02936),(58 77.56299),(59 76.884735),(60 76.66405),(61 76.64614),(62 76.918655),(63 77.29359),(64 77.31212),(65 77.909035),(66 78.73368),(67 78.75305),(68 79.77876),(69 80.00509),(70 80.21202),(71 80.5329),(72 80.63896),(73 80.70468),(74 80.4923),(75 79.84255),(76 80.27322),(77 80.41006),(78 80.952415),(79 80.918495),
(1 33.41806),(2 39.036617),(3 43.26181),(4 46.46294),(5 49.074112),(6 52.098915),(7 53.734303),(8 56.47662),(9 58.16391),(10 60.69614),(11 62.40904),(12 64.4051),(13 66.24664),(14 67.89802),(15 68.804375),(16 69.87669),(17 71.49886),(18 73.650154),(19 75.04425),(20 76.295746),(21 77.24617),(22 77.49582),(23 77.4706),(24 77.9513),(25 78.20326),(26 78.47871),(27 78.55269),(28 78.92909),(29 79.13203),(30 81.09313),(31 80.374596),(32 80.66519),(33 80.85433),(34 81.54282),(35 82.37302),(36 83.110306),(37 83.48509),(38 84.287094),(39 83.41576),(40 83.04998),(41 83.712036),(42 84.00219),(43 83.68041),(44 83.48836),(45 83.86412),(46 84.11136),(47 83.941696),(48 83.32059),(49 83.08375),(50 82.50585),(51 81.75394),(52 81.23379),(53 81.44309),(54 81.15669),(55 80.77214),(56 80.51884),(57 80.365295),(58 80.035706),(59 80.18694),(60 80.01775),(61 80.4833),(62 79.702415),(63 79.63439),(64 79.626724),(65 79.88085),(66 80.49067),(67 80.43111),(68 80.53776),(69 81.45892),(70 82.237564),(71 82.057846),(72 82.56859),(73 83.00184),(74 82.722336),(75 82.238266),(76 82.36787),(77 83.347275),(78 83.40091),(79 83.064705),
(1 33.114796),(2 38.63694),(3 42.98379),(4 46.33165),(5 48.961052),(6 51.644485),(7 53.607708),(8 55.36706),(9 57.699505),(10 60.14368),(11 61.819252),(12 64.26759),(13 66.553635),(14 68.63703),(15 70.12881),(16 72.275185),(17 72.934875),(18 76.28419),(19 77.77693),(20 78.78883),(21 79.325325),(22 79.622986),(23 79.47789),(24 79.78646),(25 80.21564),(26 80.20063),(27 80.821846),(28 80.81442),(29 81.51822),(30 83.02704),(31 83.15831),(32 83.19134),(33 84.3341),(34 84.48443),(35 84.53767),(36 85.115),(37 85.25194),(38 85.64879),(39 84.97558),(40 85.05941),(41 85.12542),(42 85.2318),(43 85.103775),(44 85.025604),(45 84.99086),(46 84.30711),(47 83.978134),(48 83.23659),(49 82.73528),(50 81.873764),(51 80.8586),(52 80.03028),(53 80.298096),(54 79.98982),(55 78.74772),(56 78.039764),(57 78.06822),(58 77.87027),(59 77.55418),(60 78.33686),(61 78.18201),(62 77.63303),(63 77.46658),(64 77.42029),(65 77.37512),(66 78.55622),(67 78.93933),(68 79.92143),(69 79.80734),(70 80.40157),(71 81.402504),(72 81.30073),(73 81.23235),(74 81.16587),(75 80.84099),(76 80.761345),(77 81.28442),(78 82.04927),(79 81.81776),
(1 32.746143),(2 37.886517),(3 42.246944),(4 44.399662),(5 47.010162),(6 49.00183),(7 50.561687),(8 52.49008),(9 54.34486),(10 56.65326),(11 57.86898),(12 59.9879),(13 61.956024),(14 63.310764),(15 64.53327),(16 65.887665),(17 68.12795),(18 70.66417),(19 71.46812),(20 72.648476),(21 73.351265),(22 73.542046),(23 73.0352),(24 74.09312),(25 74.72718),(26 75.27358),(27 75.52218),(28 75.353676),(29 75.71871),(30 77.289986),(31 77.51483),(32 78.0268),(33 78.434906),(34 79.192024),(35 79.775764),(36 80.61028),(37 81.17606),(38 81.478935),(39 81.22947),(40 80.78683),(41 81.28217),(42 81.691414),(43 81.262794),(44 80.678085),(45 80.404335),(46 79.38191),(47 79.2266),(48 78.84952),(49 78.24991),(50 77.56368),(51 76.33563),(52 75.38106),(53 75.58177),(54 74.89517),(55 74.012024),(56 73.564964),(57 72.514175),(58 72.709946),(59 71.8393),(60 71.920494),(61 71.26143),(62 71.561066),(63 71.42109),(64 72.15518),(65 72.64953),(66 73.64283),(67 74.13614),(68 73.924194),(69 75.289635),(70 75.6282),(71 75.91699),(72 76.162346),(73 76.83293),(74 77.14835),(75 76.37092),(76 76.770065),(77 76.3402),(78 77.51936),(79 77.098206),
(1 33.10616),(2 38.82146),(3 42.7914),(4 45.583927),(5 47.827263),(6 51.06283),(7 52.81925),(8 54.811684),(9 56.551334),(10 58.606796),(11 59.951305),(12 62.03077),(13 64.1643),(14 66.05834),(15 67.76556),(16 68.46441),(17 70.28172),(18 72.4831),(19 73.68427),(20 74.62794),(21 75.572845),(22 76.24802),(23 75.163315),(24 75.67321),(25 75.8256),(26 76.40061),(27 76.35288),(28 77.23728),(29 77.48447),(30 78.65603),(31 78.847115),(32 78.698975),(33 79.06498),(34 79.84385),(35 80.175735),(36 80.7047),(37 81.393684),(38 81.85974),(39 81.58749),(40 81.35543),(41 81.35472),(42 81.84902),(43 81.643425),(44 81.99743),(45 81.57034),(46 80.71476),(47 80.39667),(48 80.17186),(49 79.26382),(50 78.568886),(51 78.05764),(52 78.2321),(53 77.956024),(54 78.40361),(55 77.80956),(56 77.72685),(57 77.64192),(58 77.59027),(59 77.607994),(60 77.777405),(61 77.82431),(62 77.51857),(63 77.31334),(64 77.498856),(65 77.25154),(66 78.55164),(67 78.58063),(68 79.25413),(69 80.49053),(70 80.5831),(71 80.88604),(72 80.66969),(73 81.52372),(74 81.574585),(75 80.73724),(76 80.60433),(77 81.087234),(78 82.4814),(79 82.4055),
(1 32.48943),(2 37.778538),(3 41.818516),(4 44.779156),(5 47.202873),(6 50.425682),(7 52.84899),(8 54.516033),(9 56.105022),(10 58.070942),(11 59.950165),(12 62.016075),(13 64.3352),(14 66.26203),(15 67.934906),(16 69.69268),(17 71.05459),(18 74.091064),(19 74.48167),(20 76.100845),(21 76.9846),(22 76.7426),(23 76.89829),(24 77.082886),(25 77.14305),(26 77.749535),(27 77.972664),(28 78.22455),(29 78.73995),(30 79.70895),(31 80.21252),(32 80.87527),(33 81.38614),(34 81.55382),(35 81.46325),(36 82.248604),(37 82.403175),(38 83.223076),(39 82.20105),(40 82.46719),(41 82.0715),(42 82.23329),(43 82.2653),(44 81.52417),(45 81.667404),(46 80.406006),(47 79.72161),(48 79.64165),(49 79.02372),(50 77.89128),(51 77.138985),(52 76.812256),(53 76.71163),(54 76.71952),(55 76.28045),(56 76.42725),(57 75.78624),(58 76.4673),(59 76.34204),(60 76.17725),(61 75.91209),(62 75.381454),(63 75.54701),(64 75.57022),(65 76.26018),(66 77.28352),(67 77.54414),(68 78.14315),(69 78.46608),(70 79.198654),(71 79.68266),(72 79.62944),(73 79.258804),(74 79.499596),(75 78.95684),(76 79.39248),(77 79.68172),(78 80.16267),(79 79.76042),
(1 32.704826),(2 38.31905),(3 42.11781),(4 44.963917),(5 47.64058),(6 50.492878),(7 52.296745),(8 53.40328),(9 56.477566),(10 58.370872),(11 60.354126),(12 62.004444),(13 64.08047),(14 66.84523),(15 67.89974),(16 69.55176),(17 71.43415),(18 73.74265),(19 75.49347),(20 76.28258),(21 76.940186),(22 77.21442),(23 77.38449),(24 77.44682),(25 78.221085),(26 78.99378),(27 79.50511),(28 79.39667),(29 79.08994),(30 80.131714),(31 80.36791),(32 80.7494),(33 82.34923),(34 83.000916),(35 82.975815),(36 82.97179),(37 83.66716),(38 83.95888),(39 84.13135),(40 83.65596),(41 83.3188),(42 83.05842),(43 82.88095),(44 81.74575),(45 81.56387),(46 81.743164),(47 80.80328),(48 79.8474),(49 78.957985),(50 78.822914),(51 78.01143),(52 77.084755),(53 76.81761),(54 76.45198),(55 74.703285),(56 74.80991),(57 73.89657),(58 73.89043),(59 73.178696),(60 72.77931),(61 72.59228),(62 72.36875),(63 73.05761),(64 73.10449),(65 73.62589),(66 74.20372),(67 74.15109),(68 74.869354),(69 75.73894),(70 76.282875),(71 76.66434),(72 76.845),(73 77.96944),(74 77.67505),(75 77.84781),(76 78.55918),(77 78.45126),(78 78.958405),(79 78.991005),
(1 32.42004),(2 37.611298),(3 42.040657),(4 45.18175),(5 48.084454),(6 50.789616),(7 52.85608),(8 54.493942),(9 56.565014),(10 58.04671),(11 60.18377),(12 62.077557),(13 64.12578),(14 66.61266),(15 67.89003),(16 69.45394),(17 70.49607),(18 73.01654),(19 73.97593),(20 75.12342),(21 75.396965),(22 75.64171),(23 76.0116),(24 75.72557),(25 75.59823),(26 75.93798),(27 75.788734),(28 76.67293),(29 77.64529),(30 78.66832),(31 78.02256),(32 78.780975),(33 79.80291),(34 80.3483),(35 81.25103),(36 81.78605),(37 82.00301),(38 82.877686),(39 83.19469),(40 82.828804),(41 82.57617),(42 83.49822),(43 83.924614),(44 83.45169),(45 83.73486),(46 82.858894),(47 82.45341),(48 82.090385),(49 81.02203),(50 81.13376),(51 80.09392),(52 79.55226),(53 78.9579),(54 79.05945),(55 78.50715),(56 78.37176),(57 77.51704),(58 77.18058),(59 77.90854),(60 77.323326),(61 77.18582),(62 77.39338),(63 77.27387),(64 77.251854),(65 77.278206),(66 78.22876),(67 78.35554),(68 78.71568),(69 79.16738),(70 79.52149),(71 80.26209),(72 80.31759),(73 80.53265),(74 81.000595),(75 80.5211),(76 80.990326),(77 80.6706),(78 81.1522),(79 81.33897),
(1 31.394503),(2 36.204517),(3 40.131588),(4 42.751587),(5 44.635548),(6 47.942234),(7 49.866264),(8 52.195484),(9 53.352333),(10 55.718685),(11 57.257824),(12 60.137688),(13 61.53272),(14 64.18174),(15 65.60116),(16 66.93068),(17 68.231255),(18 70.74291),(19 71.54898),(20 72.70129),(21 73.20176),(22 73.75583),(23 73.364716),(24 74.37535),(25 74.2497),(26 75.23386),(27 75.27049),(28 75.57064),(29 75.884544),(30 76.57244),(31 77.24067),(32 78.22481),(33 78.168755),(34 78.48922),(35 78.91991),(36 78.83572),(37 79.3223),(38 78.922935),(39 79.01171),(40 79.25199),(41 78.884186),(42 79.417725),(43 79.5067),(44 79.02498),(45 79.01737),(46 79.01163),(47 78.564125),(48 77.833595),(49 77.054146),(50 76.52528),(51 76.084114),(52 75.38996),(53 75.10426),(54 75.5707),(55 75.13521),(56 74.959465),(57 74.152374),(58 73.81427),(59 73.962395),(60 73.53),(61 74.151306),(62 73.90674),(63 73.650444),(64 73.73381),(65 74.28942),(66 75.22234),(67 74.98565),(68 75.88962),(69 76.81963),(70 77.15694),(71 77.40439),(72 77.04487),(73 77.289276),(74 76.75739),(75 76.6215),(76 76.184944),(77 76.73731),(78 77.006165),(79 77.11889),
(1 32.740593),(2 38.08438),(3 42.263683),(4 44.763683),(5 46.72489),(6 49.54207),(7 51.506367),(8 53.809772),(9 56.015232),(10 58.17072),(11 60.045856),(12 62.08959),(13 64.19328),(14 66.806335),(15 68.03118),(16 69.156525),(17 71.59491),(18 73.137146),(19 74.58739),(20 75.94018),(21 76.870895),(22 76.75669),(23 76.87578),(24 77.63609),(25 77.64618),(26 78.384026),(27 78.24302),(28 78.90748),(29 79.33559),(30 79.978806),(31 79.571434),(32 80.503204),(33 81.54446),(34 82.29756),(35 82.04302),(36 82.57245),(37 83.17612),(38 83.48734),(39 83.75363),(40 83.30817),(41 83.509415),(42 83.27293),(43 82.90346),(44 82.873856),(45 82.9251),(46 81.79048),(47 81.442184),(48 81.448875),(49 80.58398),(50 79.65046),(51 79.29958),(52 78.370766),(53 77.70252),(54 78.57976),(55 77.73469),(56 77.10167),(57 75.68555),(58 76.27806),(59 75.27362),(60 75.67074),(61 75.93308),(62 75.59653),(63 75.26751),(64 75.92921),(65 75.620445),(66 76.82848),(67 77.34985),(68 78.16105),(69 77.95176),(70 78.565414),(71 78.970634),(72 78.69227),(73 78.889145),(74 79.226456),(75 79.146095),(76 79.2423),(77 78.53751),(78 79.14044),(79 78.78459),
(1 32.52627),(2 37.766933),(3 41.8824),(4 45.135483),(5 47.634693),(6 50.13645),(7 52.225994),(8 54.018574),(9 55.65614),(10 58.264122),(11 60.145958),(12 61.791916),(13 63.951897),(14 65.975555),(15 67.075386),(16 68.38698),(17 70.24863),(18 72.794266),(19 73.80443),(20 75.277885),(21 75.33834),(22 75.57404),(23 75.65241),(24 75.0286),(25 75.34411),(26 76.44079),(27 76.55808),(28 77.19633),(29 76.907455),(30 78.16938),(31 77.587204),(32 78.21515),(33 78.90388),(34 78.830666),(35 79.07142),(36 79.97442),(37 80.562675),(38 80.599754),(39 80.36071),(40 80.18331),(41 81.04433),(42 81.83612),(43 81.53737),(44 81.02933),(45 81.36622),(46 80.7738),(47 80.94083),(48 80.36296),(49 79.80572),(50 79.376434),(51 78.63908),(52 78.52209),(53 78.46676),(54 77.887764),(55 77.65911),(56 76.93791),(57 76.98299),(58 76.9024),(59 76.111984),(60 75.84112),(61 75.54585),(62 75.57907),(63 74.85092),(64 75.39549),(65 75.42839),(66 76.26195),(67 76.463455),(68 77.023315),(69 77.58785),(70 77.67795),(71 77.73988),(72 78.21062),(73 78.801605),(74 79.2539),(75 78.70225),(76 79.137596),(77 78.741295),(78 79.62276),(79 79.626724),
(1 32.307125),(2 36.95235),(3 41.05056),(4 44.746292),(5 46.65109),(6 49.299515),(7 51.243004),(8 53.387356),(9 55.821667),(10 57.749603),(11 59.739887),(12 61.63244),(13 63.77483),(14 65.7341),(15 67.09422),(16 68.36994),(17 69.53104),(18 72.51034),(19 74.4963),(20 74.74061),(21 75.171844),(22 75.06548),(23 75.0557),(24 75.125946),(25 75.90344),(26 76.705574),(27 77.06992),(28 76.801895),(29 77.70426),(30 78.16979),(31 79.01585),(32 79.3838),(33 80.04545),(34 79.76466),(35 80.36469),(36 80.79908),(37 81.67387),(38 81.62135),(39 81.06721),(40 80.71924),(41 80.88523),(42 81.45881),(43 81.28877),(44 80.90844),(45 80.79734),(46 80.74878),(47 80.015686),(48 79.93403),(49 79.75576),(50 78.54404),(51 77.53973),(52 77.25135),(53 77.07915),(54 76.6912),(55 76.376526),(56 75.74623),(57 75.1435),(58 75.16588),(59 75.233574),(60 75.52168),(61 75.10784),(62 75.18782),(63 74.99213),(64 75.33302),(65 75.34118),(66 76.24678),(67 76.00868),(68 76.24726),(69 76.958984),(70 76.98523),(71 76.76607),(72 77.45025),(73 77.02561),(74 77.09118),(75 77.226685),(76 77.03855),(77 76.37789),(78 77.59712),(79 77.66313),
(1 31.73003),(2 36.93997),(3 41.082108),(4 44.21695),(5 46.581573),(6 49.47092),(7 50.964558),(8 53.419445),(9 55.255043),(10 57.006996),(11 58.916557),(12 61.01314),(13 63.534946),(14 65.82028),(15 67.02221),(16 68.747604),(17 70.14546),(18 72.91491),(19 74.2276),(20 75.387505),(21 75.87739),(22 75.93689),(23 76.24542),(24 76.66982),(25 77.37202),(26 77.88652),(27 77.982315),(28 78.185165),(29 78.01221),(30 78.82054),(31 78.99713),(32 79.33069),(33 79.44897),(34 79.99811),(35 80.35141),(36 80.6422),(37 81.67501),(38 82.02327),(39 82.48379),(40 82.39906),(41 82.46818),(42 82.496574),(43 82.080826),(44 81.443436),(45 80.857216),(46 80.091446),(47 79.4415),(48 79.08043),(49 78.528404),(50 78.55071),(51 77.701355),(52 77.06505),(53 76.174545),(54 75.657135),(55 74.91586),(56 74.51197),(57 73.930824),(58 73.45642),(59 73.23819),(60 73.431854),(61 73.615456),(62 73.68849),(63 73.19334),(64 73.25203),(65 73.426445),(66 74.4242),(67 74.79286),(68 75.54173),(69 76.38518),(70 77.11458),(71 77.58283),(72 77.993996),(73 77.64861),(74 77.71817),(75 77.157486),(76 77.3347),(77 77.055756),(78 78.51935),(79 78.02684),
