1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 147393.14),(2 520392.38),(3 1124959.9),(4 1913605.6),(5 2867154.8),(6 4019836.3),(7 5321724.5),(8 6768134.5),(9 8334966.5),(10 10032052),(11 11799623),(12 13653328),(13 15674419),(14 17675272),(15 19808634),(16 21999552),(17 24178040),(18 26442354),(19 28571088),(20 30561624),(21 32531080),(22 34522140),(23 36551970),(24 38626212),(25 40873530),(26 43095140),(27 45451676),(28 47963024),(29 50379948),(30 52826260),(31 55373980),(32 57818500),(33 60447540),(34 62959388),(35 65554624),(36 68273624),(37 71094100),(38 73693870),(39 76207210),(40 78723550),(41 81049850),(42 83361870),(43 85801610),(44 88171160),(45 90544424),(46 92720056),(47 94619210),(48 96402620),(49 98009400),(50 99624776),(51 101357210),(52 103302296),(53 105205350),(54 107256456),(55 109586360),(56 111788056),(57 114145096),(58 116714920),(59 119483450),(60 122406664),(61 125508344),(62 128463260),(63 131436584),(64 134092650),(65 136601820),(66 138873490),(67 141120240),(68 143182160),(69 145238380),(70 147535300),(71 149793840),(72 151998580),(73 154666660),(74 157357230),(75 160262700),(76 163094190),(77 165595470),(78 167927860),(79 170400260),
(1 132.3415),(2 167.92148),(3 189.40433),(4 199.10771),(5 213.53656),(6 226.66678),(7 238.10278),(8 247.01295),(9 253.71709),(10 260.60147),(11 268.86066),(12 275.63007),(13 279.80194),(14 287.56018),(15 295.446),(16 300.90714),(17 304.2976),(18 314.61337),(19 318.8543),(20 323.92932),(21 327.90875),(22 332.5172),(23 331.20407),(24 332.48438),(25 335.7905),(26 336.4804),(27 340.3122),(28 340.06995),(29 343.8354),(30 343.9586),(31 341.6405),(32 340.73782),(33 344.59012),(34 344.74915),(35 344.71573),(36 342.8925),(37 339.41232),(38 341.14948),(39 343.16135),(40 341.06204),(41 339.36783),(42 338.91202),(43 337.0052),(44 335.53455),(45 332.11462),(46 328.96268),(47 328.14532),(48 325.21332),(49 321.08694),(50 319.76157),(51 315.1437),(52 313.20294),(53 311.3464),(54 307.13324),(55 301.94034),(56 300.49405),(57 297.68622),(58 290.70947),(59 287.73288),(60 282.81784),(61 282.25992),(62 281.78024),(63 283.96774),(64 281.81805),(65 281.70612),(66 281.4096),(67 284.14224),(68 282.94098),(69 279.84186),(70 281.08725),(71 280.81912),(72 280.1664),(73 276.25192),(74 273.038),(75 268.5534),(76 264.80862),(77 262.33905),(78 261.20325),(79 258.3731),
(1 129.19582),(2 165.05127),(3 189.40575),(4 198.71176),(5 212.85213),(6 227.19606),(7 239.16628),(8 248.63222),(9 256.78226),(10 268.4143),(11 273.63882),(12 279.789),(13 287.20782),(14 292.74063),(15 297.62424),(16 303.3863),(17 308.35492),(18 315.5187),(19 319.1613),(20 324.53577),(21 329.57022),(22 330.7465),(23 332.05026),(24 332.05896),(25 334.96506),(26 336.91254),(27 334.71252),(28 336.34637),(29 338.17288),(30 341.6121),(31 340.34372),(32 339.77164),(33 344.51962),(34 345.20932),(35 347.68356),(36 347.42337),(37 350.26862),(38 346.92715),(39 345.31158),(40 342.87106),(41 341.68036),(42 338.48404),(43 337.95593),(44 337.1677),(45 331.59982),(46 331.7909),(47 327.94064),(48 328.39688),(49 322.4306),(50 320.02576),(51 318.1004),(52 313.4887),(53 309.1309),(54 307.34467),(55 302.07697),(56 299.26218),(57 297.5736),(58 293.91565),(59 289.29196),(60 287.1249),(61 286.77597),(62 284.54672),(63 284.55362),(64 287.1043),(65 286.1015),(66 285.71414),(67 286.39746),(68 286.71317),(69 285.4107),(70 286.89706),(71 286.19022),(72 280.4394),(73 279.37708),(74 274.82108),(75 269.0155),(76 261.69913),(77 257.68414),(78 257.15927),(79 252.58737),
(1 125.76591),(2 163.04118),(3 182.97305),(4 194.72972),(5 207.3111),(6 217.05595),(7 228.12997),(8 235.89949),(9 242.90227),(10 253.28726),(11 259.02228),(12 266.20123),(13 271.92944),(14 279.5446),(15 281.71832),(16 283.3708),(17 285.66614),(18 291.92987),(19 294.39185),(20 297.33313),(21 297.9539),(22 300.44888),(23 302.9756),(24 303.42203),(25 305.03763),(26 307.37088),(27 308.9582),(28 309.11176),(29 309.85855),(30 314.01773),(31 313.46054),(32 313.8825),(33 318.82507),(34 320.30106),(35 320.38538),(36 320.40527),(37 318.62033),(38 319.80493),(39 318.67645),(40 318.86456),(41 318.893),(42 320.21292),(43 317.9435),(44 318.24448),(45 316.64392),(46 314.4684),(47 312.1292),(48 310.2182),(49 303.4039),(50 301.5734),(51 300.37143),(52 294.77036),(53 291.64197),(54 290.7824),(55 288.519),(56 284.33963),(57 278.73862),(58 277.82928),(59 275.1492),(60 272.24417),(61 272.87164),(62 270.96103),(63 271.42917),(64 270.68283),(65 271.3152),(66 273.54764),(67 275.45865),(68 278.80624),(69 279.05304),(70 281.5861),(71 280.75702),(72 280.60748),(73 278.72504),(74 278.0374),(75 274.7534),(76 271.71057),(77 265.6569),(78 263.00494),(79 261.01883),
(1 127.929),(2 162.72394),(3 184.34644),(4 195.33563),(5 206.05168),(6 216.85231),(7 224.3655),(8 234.53726),(9 242.7433),(10 250.04587),(11 256.58612),(12 263.45938),(13 268.47507),(14 270.77402),(15 277.02902),(16 279.51492),(17 284.24603),(18 290.7349),(19 293.44025),(20 297.01636),(21 298.21982),(22 299.40112),(23 303.20428),(24 301.83566),(25 306.9058),(26 308.25626),(27 311.43643),(28 312.98154),(29 315.26126),(30 317.17743),(31 316.39877),(32 316.56445),(33 318.81854),(34 319.54196),(35 317.16653),(36 318.7315),(37 316.44867),(38 315.4195),(39 314.91492),(40 313.75113),(41 311.7159),(42 311.21814),(43 310.65036),(44 306.93762),(45 305.8694),(46 302.8277),(47 301.7523),(48 300.04688),(49 294.76566),(50 292.45093),(51 291.5547),(52 289.05038),(53 288.41357),(54 288.33676),(55 285.056),(56 282.5373),(57 277.47348),(58 277.08032),(59 275.857),(60 273.9265),(61 276.66782),(62 270.62357),(63 273.36667),(64 269.24493),(65 271.01318),(66 267.83588),(67 268.8467),(68 266.66058),(69 266.86365),(70 265.3848),(71 267.32452),(72 265.42178),(73 265.3837),(74 261.93143),(75 258.71783),(76 256.24176),(77 255.99347),(78 254.94923),(79 253.40965),
(1 125.35845),(2 158.9199),(3 180.53896),(4 193.35225),(5 206.44122),(6 218.3995),(7 226.78859),(8 231.52336),(9 239.1879),(10 247.88414),(11 255.46082),(12 263.02213),(13 269.26788),(14 273.98776),(15 280.89725),(16 284.4091),(17 291.7848),(18 299.61578),(19 302.1826),(20 305.1755),(21 308.45374),(22 312.7547),(23 315.10245),(24 315.35983),(25 316.72314),(26 319.71457),(27 324.40964),(28 324.42023),(29 325.7362),(30 327.77542),(31 326.28815),(32 328.60718),(33 329.83102),(34 329.96664),(35 329.1591),(36 330.04095),(37 328.88318),(38 325.30518),(39 324.8439),(40 323.38077),(41 322.4904),(42 320.628),(43 320.13065),(44 315.15857),(45 314.8205),(46 313.50705),(47 309.517),(48 307.27856),(49 302.81082),(50 300.0709),(51 297.04626),(52 294.68085),(53 292.0181),(54 288.19043),(55 286.33682),(56 285.4786),(57 282.04688),(58 281.6259),(59 279.13672),(60 277.3403),(61 277.4653),(62 275.19293),(63 273.92154),(64 275.251),(65 274.02362),(66 272.83792),(67 272.84344),(68 271.7174),(69 271.26877),(70 273.2521),(71 269.4448),(72 270.06036),(73 266.71045),(74 266.0198),(75 262.4313),(76 256.80136),(77 255.06152),(78 255.04875),(79 253.01964),
(1 127.22928),(2 160.14015),(3 180.65854),(4 192.74847),(5 206.65976),(6 218.80048),(7 228.49043),(8 235.66298),(9 245.30608),(10 255.22495),(11 261.48538),(12 265.79373),(13 276.0247),(14 280.97107),(15 289.5447),(16 296.42554),(17 303.04614),(18 314.08118),(19 318.33423),(20 321.5856),(21 325.7745),(22 328.16547),(23 331.3416),(24 334.22507),(25 336.52292),(26 340.77664),(27 344.72595),(28 347.25095),(29 349.35516),(30 350.683),(31 352.4268),(32 353.2945),(33 356.1441),(34 355.13678),(35 354.71332),(36 355.7673),(37 355.2016),(38 353.39365),(39 350.60834),(40 348.6934),(41 346.22525),(42 343.81448),(43 338.52838),(44 336.95862),(45 335.87054),(46 333.24014),(47 330.26285),(48 327.74896),(49 320.7009),(50 320.40674),(51 315.16495),(52 311.24194),(53 308.4547),(54 305.14117),(55 299.88333),(56 297.23407),(57 292.0322),(58 290.30008),(59 284.2368),(60 281.5077),(61 282.1042),(62 277.85016),(63 275.7875),(64 276.3138),(65 275.3881),(66 274.5549),(67 273.63312),(68 274.24814),(69 272.0189),(70 271.48453),(71 267.31232),(72 265.11804),(73 264.87915),(74 261.6295),(75 255.32982),(76 250.43513),(77 248.34406),(78 249.10605),(79 248.63313),
(1 125.51218),(2 157.38483),(3 178.22221),(4 190.53587),(5 202.66571),(6 215.72565),(7 224.28923),(8 232.35138),(9 240.15587),(10 251.66136),(11 260.68985),(12 265.61765),(13 274.91858),(14 280.64063),(15 288.53055),(16 292.31927),(17 300.57874),(18 307.88773),(19 311.2125),(20 316.66574),(21 319.24338),(22 323.35547),(23 324.64575),(24 325.10434),(25 325.3713),(26 326.94482),(27 326.44998),(28 327.8071),(29 328.66934),(30 328.29105),(31 328.64157),(32 327.1945),(33 331.0943),(34 331.88925),(35 329.26797),(36 326.97894),(37 325.78946),(38 325.47397),(39 322.71985),(40 322.0656),(41 322.21527),(42 321.94815),(43 319.74783),(44 317.1833),(45 314.73856),(46 315.82944),(47 312.5029),(48 313.9629),(49 309.64822),(50 310.7904),(51 308.8971),(52 307.5327),(53 306.74362),(54 303.68713),(55 299.90573),(56 296.31113),(57 295.62094),(58 291.89218),(59 290.15765),(60 287.48264),(61 286.10754),(62 282.4948),(63 281.77826),(64 280.018),(65 277.93054),(66 278.83282),(67 276.10358),(68 276.49466),(69 273.801),(70 270.29224),(71 269.8602),(72 269.1871),(73 267.18002),(74 262.92944),(75 258.71738),(76 254.90302),(77 250.4146),(78 248.66249),(79 247.15114),
(1 123.28175),(2 156.84996),(3 175.96667),(4 185.05496),(5 196.1585),(6 203.77538),(7 212.59166),(8 219.88907),(9 227.39474),(10 235.96596),(11 244.46313),(12 248.65912),(13 255.73456),(14 264.31815),(15 267.1688),(16 271.28925),(17 275.8807),(18 284.37415),(19 290.99023),(20 296.915),(21 298.66714),(22 300.5617),(23 304.22455),(24 304.9571),(25 306.83835),(26 308.00766),(27 308.2576),(28 309.6004),(29 310.49338),(30 310.29858),(31 310.44473),(32 310.2872),(33 315.73795),(34 313.0292),(35 310.9064),(36 306.70218),(37 304.91614),(38 305.83368),(39 305.11945),(40 302.88507),(41 303.94348),(42 303.71652),(43 303.46307),(44 301.8893),(45 302.6319),(46 303.1564),(47 300.56152),(48 302.06424),(49 300.05453),(50 297.82834),(51 293.4558),(52 294.27414),(53 294.0257),(54 293.85684),(55 291.68933),(56 286.872),(57 286.6401),(58 284.4892),(59 281.32788),(60 279.28464),(61 275.2816),(62 269.96164),(63 270.57703),(64 268.6171),(65 266.39224),(66 265.5247),(67 264.16132),(68 262.2418),(69 262.8441),(70 259.67276),(71 261.56238),(72 259.10794),(73 254.94327),(74 251.60632),(75 248.33774),(76 247.90956),(77 245.57776),(78 244.75749),(79 242.44789),
(1 121.128975),(2 151.29239),(3 171.1924),(4 182.52902),(5 192.20331),(6 200.39058),(7 210.47675),(8 213.33006),(9 222.42654),(10 227.6274),(11 234.71292),(12 240.13582),(13 246.14073),(14 250.615),(15 256.2),(16 256.77014),(17 259.50275),(18 269.38632),(19 271.0171),(20 271.18457),(21 272.8847),(22 270.90924),(23 273.706),(24 271.7181),(25 272.0163),(26 273.43958),(27 272.96823),(28 274.9784),(29 275.93018),(30 276.30002),(31 276.76727),(32 277.74982),(33 281.0137),(34 279.91068),(35 280.39798),(36 279.2367),(37 277.8266),(38 275.86676),(39 274.8644),(40 276.576),(41 277.0434),(42 275.40274),(43 278.4959),(44 276.95087),(45 277.99188),(46 278.87646),(47 279.49115),(48 283.89926),(49 280.67184),(50 279.79324),(51 278.57202),(52 276.88397),(53 275.485),(54 273.39224),(55 271.5654),(56 268.9958),(57 265.2201),(58 261.97754),(59 260.79593),(60 258.41364),(61 257.07147),(62 255.19484),(63 255.92523),(64 253.38571),(65 251.99889),(66 251.97902),(67 250.25365),(68 249.241),(69 247.7423),(70 245.9463),(71 247.72),(72 243.92863),(73 242.98108),(74 241.0664),(75 239.24275),(76 235.5512),(77 233.23453),(78 234.29614),(79 233.13805),
(1 120.96393),(2 153.53555),(3 175.35245),(4 189.33182),(5 200.61584),(6 209.43996),(7 217.852),(8 225.72873),(9 234.16124),(10 242.03171),(11 249.53206),(12 254.48167),(13 261.54587),(14 266.10284),(15 270.00046),(16 273.1623),(17 276.64297),(18 283.43527),(19 288.1767),(20 290.1073),(21 294.36887),(22 293.31946),(23 297.64487),(24 296.39246),(25 296.5294),(26 299.77243),(27 301.49387),(28 304.83667),(29 304.03537),(30 302.87073),(31 304.7475),(32 303.1518),(33 304.63095),(34 300.34305),(35 301.41364),(36 302.81744),(37 302.4809),(38 301.3416),(39 299.32336),(40 299.23642),(41 299.0839),(42 299.12466),(43 296.33163),(44 295.51273),(45 292.24896),(46 292.02597),(47 292.72372),(48 293.43808),(49 289.85526),(50 286.4934),(51 284.34848),(52 283.83075),(53 281.7214),(54 280.7785),(55 278.10736),(56 275.87323),(57 270.36295),(58 266.5934),(59 266.038),(60 264.0997),(61 262.5483),(62 262.60272),(63 262.81207),(64 261.01172),(65 259.32175),(66 257.95853),(67 259.2224),(68 258.5062),(69 259.74478),(70 259.9491),(71 260.1825),(72 258.28424),(73 254.70047),(74 251.67165),(75 248.57652),(76 245.30138),(77 243.3081),(78 243.9975),(79 243.40279),
(1 118.18056),(2 149.14487),(3 171.35211),(4 182.08226),(5 190.94908),(6 201.77802),(7 209.1939),(8 215.95114),(9 222.57207),(10 231.6273),(11 239.60538),(12 246.81001),(13 251.40591),(14 258.41577),(15 265.94205),(16 270.30206),(17 274.98398),(18 285.76105),(19 287.41925),(20 292.69122),(21 295.88248),(22 295.5563),(23 297.89838),(24 296.88095),(25 297.75168),(26 300.33752),(27 305.629),(28 303.2073),(29 305.71875),(30 305.49426),(31 303.05493),(32 300.51465),(33 300.68686),(34 300.4378),(35 300.9108),(36 298.74088),(37 297.73285),(38 297.3935),(39 295.27405),(40 295.78397),(41 292.9462),(42 292.0329),(43 290.76068),(44 290.721),(45 287.13818),(46 285.67706),(47 284.92062),(48 285.4164),(49 282.4268),(50 282.53088),(51 281.23743),(52 280.7544),(53 280.03964),(54 281.23248),(55 277.48047),(56 276.29364),(57 272.48422),(58 270.45306),(59 268.81665),(60 266.174),(61 265.85898),(62 264.2233),(63 262.28336),(64 261.04498),(65 258.459),(66 258.46588),(67 259.71317),(68 256.3773),(69 256.50732),(70 256.15125),(71 255.38298),(72 253.32361),(73 249.45001),(74 245.68309),(75 244.43471),(76 240.06197),(77 238.73001),(78 238.85933),(79 235.04816),
(1 118.35489),(2 149.10092),(3 171.87276),(4 183.58762),(5 195.12833),(6 205.30669),(7 214.41026),(8 220.23927),(9 227.42705),(10 238.93323),(11 249.33667),(12 257.47403),(13 267.23312),(14 274.22256),(15 284.7833),(16 291.95032),(17 298.61768),(18 308.39932),(19 313.5719),(20 321.84494),(21 326.57407),(22 328.93027),(23 333.16025),(24 334.0403),(25 335.66922),(26 338.5972),(27 340.94125),(28 340.09305),(29 343.41147),(30 341.56442),(31 340.98868),(32 338.95374),(33 338.06937),(34 337.36777),(35 337.8315),(36 332.6663),(37 332.5296),(38 333.79004),(39 330.01898),(40 329.8695),(41 329.3004),(42 327.9279),(43 330.23215),(44 330.11536),(45 328.648),(46 328.65317),(47 327.38208),(48 327.2918),(49 321.34695),(50 322.20535),(51 322.56656),(52 320.63745),(53 318.32117),(54 316.81693),(55 312.86597),(56 311.0405),(57 306.37546),(58 301.99316),(59 298.67148),(60 295.04916),(61 290.12155),(62 286.421),(63 284.7131),(64 281.82422),(65 278.17487),(66 276.0137),(67 274.10352),(68 270.0814),(69 267.19135),(70 264.31323),(71 260.99374),(72 257.79315),(73 257.03543),(74 250.81404),(75 247.64827),(76 243.24294),(77 243.14374),(78 241.92363),(79 237.39325),
(1 117.35267),(2 148.3454),(3 171.1286),(4 183.24081),(5 196.28119),(6 205.00378),(7 212.36499),(8 217.42668),(9 224.23395),(10 232.90926),(11 241.27553),(12 247.45865),(13 253.89937),(14 259.9719),(15 262.9156),(16 268.08493),(17 270.25885),(18 278.33954),(19 280.99115),(20 284.46265),(21 289.97934),(22 290.38406),(23 292.3805),(24 291.2421),(25 291.07605),(26 293.45648),(27 295.09836),(28 296.87216),(29 299.14722),(30 300.3604),(31 300.26007),(32 297.43176),(33 297.99954),(34 298.90106),(35 299.92953),(36 297.59317),(37 297.08014),(38 297.41653),(39 298.30377),(40 296.77597),(41 295.51257),(42 294.81506),(43 296.4594),(44 295.1599),(45 291.6343),(46 292.24368),(47 290.6661),(48 291.28476),(49 287.82556),(50 289.05377),(51 288.46558),(52 285.6794),(53 286.98297),(54 285.90662),(55 283.19324),(56 283.72513),(57 280.04367),(58 277.36124),(59 275.26288),(60 274.34314),(61 271.45615),(62 270.78903),(63 268.9903),(64 267.19305),(65 264.2053),(66 262.58704),(67 260.2041),(68 260.79422),(69 258.74603),(70 254.54213),(71 255.67828),(72 254.43077),(73 251.34047),(74 247.49065),(75 245.3185),(76 241.33),(77 238.58176),(78 239.23476),(79 235.477),
(1 113.3656),(2 143.36383),(3 165.13435),(4 177.17879),(5 187.54054),(6 196.39258),(7 203.78207),(8 208.12817),(9 214.58354),(10 222.10696),(11 225.73926),(12 232.74832),(13 237.40921),(14 241.11867),(15 246.44226),(16 249.55052),(17 253.1335),(18 261.83456),(19 265.17172),(20 267.61874),(21 272.22498),(22 272.60672),(23 276.6821),(24 276.21878),(25 277.53784),(26 282.2089),(27 285.45132),(28 285.03223),(29 286.4918),(30 287.34674),(31 289.20538),(32 287.30737),(33 286.72174),(34 287.02325),(35 285.42926),(36 281.79584),(37 281.57767),(38 279.97058),(39 279.62057),(40 279.20224),(41 279.09048),(42 279.56314),(43 280.28146),(44 280.1967),(45 279.39957),(46 277.94174),(47 278.26007),(48 278.10736),(49 272.98087),(50 273.16772),(51 273.30054),(52 270.91107),(53 269.1756),(54 266.24878),(55 263.44025),(56 262.7058),(57 261.00085),(58 257.44586),(59 254.29971),(60 253.51762),(61 251.48302),(62 249.39014),(63 249.7995),(64 248.29974),(65 246.36205),(66 244.91489),(67 244.7665),(68 244.25475),(69 242.3471),(70 241.0553),(71 239.86514),(72 237.26884),(73 234.68222),(74 230.94952),(75 229.50253),(76 227.06322),(77 222.40152),(78 221.20302),(79 220.56691),
(1 114.50719),(2 145.34741),(3 166.18782),(4 176.67104),(5 185.08638),(6 192.69556),(7 202.33646),(8 207.88753),(9 212.80748),(10 217.20103),(11 224.88484),(12 229.3099),(13 230.99167),(14 235.10432),(15 237.81348),(16 239.02824),(17 241.72061),(18 249.87221),(19 252.60275),(20 253.01173),(21 253.9743),(22 254.70949),(23 256.37164),(24 255.58305),(25 258.02072),(26 257.98007),(27 260.18997),(28 261.4435),(29 262.3839),(30 261.6452),(31 264.77942),(32 263.02292),(33 264.92267),(34 264.80157),(35 264.8423),(36 265.5597),(37 266.57083),(38 265.257),(39 263.72928),(40 263.2684),(41 263.58417),(42 263.13986),(43 259.95398),(44 258.15048),(45 258.15323),(46 256.44308),(47 255.56964),(48 255.00877),(49 253.09978),(50 255.4235),(51 256.3347),(52 255.44302),(53 254.99495),(54 253.7506),(55 250.9349),(56 248.02882),(57 244.67879),(58 242.12856),(59 240.40494),(60 238.38591),(61 234.31766),(62 233.69682),(63 233.73627),(64 233.46254),(65 230.30804),(66 231.15523),(67 230.85948),(68 229.81621),(69 231.461),(70 230.95186),(71 230.88548),(72 230.47432),(73 228.62186),(74 229.42815),(75 229.44078),(76 225.46086),(77 221.91217),(78 222.03036),(79 221.64363),
(1 113.10233),(2 142.04556),(3 162.44879),(4 172.4287),(5 181.15973),(6 190.91454),(7 196.95586),(8 202.64302),(9 208.0313),(10 212.8276),(11 219.1251),(12 225.50714),(13 229.47998),(14 230.85347),(15 234.43701),(16 240.06848),(17 241.24641),(18 249.9665),(19 254.72609),(20 256.92963),(21 258.1389),(22 258.3668),(23 260.35684),(24 260.2619),(25 261.07718),(26 262.58847),(27 265.7269),(28 265.1552),(29 267.64868),(30 268.77136),(31 267.7564),(32 265.534),(33 264.8173),(34 263.79544),(35 264.2852),(36 260.64886),(37 261.08023),(38 258.91873),(39 258.05386),(40 257.77206),(41 256.0333),(42 256.9736),(43 257.6934),(44 255.41829),(45 254.01544),(46 253.59271),(47 251.26305),(48 253.29002),(49 252.35184),(50 252.60573),(51 253.38733),(52 256.7105),(53 255.76076),(54 254.70229),(55 252.69417),(56 250.59544),(57 250.20143),(58 245.98383),(59 244.01324),(60 240.95564),(61 238.76883),(62 238.73203),(63 238.09862),(64 237.40651),(65 235.6024),(66 233.36214),(67 233.94072),(68 233.4497),(69 232.29677),(70 230.65369),(71 230.0573),(72 230.5703),(73 229.64584),(74 226.90181),(75 222.86194),(76 221.96088),(77 218.17168),(78 218.53296),(79 217.34808),
(1 112.50376),(2 141.70517),(3 161.72264),(4 171.5765),(5 180.65236),(6 189.1818),(7 196.48967),(8 201.5918),(9 207.4739),(10 212.93016),(11 219.62332),(12 227.39812),(13 232.21684),(14 235.17343),(15 241.5086),(16 245.00076),(17 246.07364),(18 253.34343),(19 256.92877),(20 256.92374),(21 260.96976),(22 263.1379),(23 264.75998),(24 265.70422),(25 264.79053),(26 265.27203),(27 264.8767),(28 262.92886),(29 262.45084),(30 263.39734),(31 262.34067),(32 263.56232),(33 264.69708),(34 263.3615),(35 265.63983),(36 265.06345),(37 265.27078),(38 264.5143),(39 264.04227),(40 264.7641),(41 264.2507),(42 262.17032),(43 262.1167),(44 261.39786),(45 264.46686),(46 263.2731),(47 262.486),(48 260.66684),(49 259.58072),(50 260.338),(51 258.20905),(52 259.96448),(53 260.91064),(54 261.02417),(55 258.58865),(56 258.56152),(57 256.58228),(58 254.15625),(59 251.6572),(60 246.92056),(61 245.687),(62 243.51283),(63 243.32341),(64 243.03157),(65 241.03336),(66 235.81966),(67 234.84044),(68 236.26941),(69 232.34631),(70 231.25507),(71 231.41888),(72 231.4076),(73 230.94547),(74 227.91711),(75 226.33543),(76 223.45236),(77 217.8799),(78 218.98799),(79 217.35677),
(1 111.35616),(2 139.75601),(3 160.58563),(4 170.37582),(5 182.17484),(6 189.96953),(7 198.5314),(8 206.23177),(9 212.44748),(10 217.65237),(11 226.48969),(12 231.63507),(13 240.24603),(14 243.84901),(15 247.75142),(16 253.69997),(17 256.18982),(18 264.47577),(19 271.52753),(20 273.32114),(21 275.8427),(22 276.0421),(23 276.38068),(24 277.04398),(25 278.03494),(26 278.63208),(27 278.5065),(28 280.2486),(29 282.504),(30 283.46298),(31 285.2247),(32 284.22864),(33 287.17773),(34 286.25214),(35 287.7797),(36 286.34695),(37 287.31824),(38 285.42133),(39 284.12888),(40 283.16144),(41 279.91235),(42 277.8336),(43 279.0288),(44 279.15686),(45 280.545),(46 279.58035),(47 276.93716),(48 279.29453),(49 277.18097),(50 276.2554),(51 275.11856),(52 273.21814),(53 272.9782),(54 271.57623),(55 268.40802),(56 267.48422),(57 264.71286),(58 261.24252),(59 257.02847),(60 255.67934),(61 254.54611),(62 250.4753),(63 251.84883),(64 248.58553),(65 244.62897),(66 242.25517),(67 239.15117),(68 238.27817),(69 237.4274),(70 235.84569),(71 234.14372),(72 231.74298),(73 231.17017),(74 228.5755),(75 227.14238),(76 224.10947),(77 220.52255),(78 222.71397),(79 218.06787),
