1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 6208536.5),(2 19974922),(3 37552516),(4 56524416),(5 75320090),(6 93134296),(7 110033960),(8 126383550),(9 142794770),(10 159472910),(11 175684290),(12 190777100),(13 203658110),(14 215299660),(15 226193360),(16 236703600),(17 247392340),(18 257865780),(19 267119440),(20 274572300),(21 282140700),(22 289607200),(23 297970940),(24 307448100),(25 318091260),(26 328494880),(27 338273500),(28 346474940),(29 353065540),(30 359179040),(31 365282140),(32 370083360),(33 372956580),(34 373725060),(35 373395600),(36 373086180),(37 373688960),(38 375516320),(39 377477980),(40 377830500),(41 375681250),(42 371335070),(43 366776930),(44 361556130),(45 356300380),(46 352230800),(47 348806140),(48 344583780),(49 339934300),(50 334710660),(51 330093150),(52 325947680),(53 324285000),(54 325341800),(55 329040000),(56 334076500),(57 341197250),(58 348831460),(59 358466800),(60 370544860),(61 384482200),(62 400473440),(63 417970660),(64 435343840),(65 453131620),(66 470178140),(67 486015600),(68 501010270),(69 514365820),(70 524231070),(71 531148030),(72 535820380),(73 538702300),(74 539918660),(75 541296900),(76 542808960),(77 544896000),(78 547335300),(79 550338800),
(1 6978753.5),(2 22865596),(3 42588870),(4 63289150),(5 83088510),(6 101159910),(7 117638630),(8 133085160),(9 148141950),(10 162499730),(11 174576200),(12 184147540),(13 190913920),(14 195556200),(15 199743140),(16 204034050),(17 208879150),(18 213973700),(19 218681900),(20 222864030),(21 226847140),(22 229784620),(23 232093180),(24 233572430),(25 233838800),(26 233312460),(27 233313360),(28 235011840),(29 238399970),(30 244588460),(31 253019230),(32 262543020),(33 272624220),(34 282628380),(35 292673730),(36 302796450),(37 312275400),(38 321188380),(39 327598900),(40 330337730),(41 328527000),(42 323312930),(43 315956960),(44 307544420),(45 298757950),(46 290730660),(47 284756830),(48 280665700),(49 278018400),(50 276602780),(51 276563500),(52 276800130),(53 277364030),(54 278318660),(55 279132860),(56 279442430),(57 279898300),(58 280702270),(59 282551650),(60 284633440),(61 287092580),(62 289936260),(63 293658620),(64 297306880),(65 300977250),(66 305013540),(67 309566530),(68 313920740),(69 317119600),(70 318608420),(71 318357820),(72 317572350),(73 316966400),(74 317084500),(75 317123500),(76 317645760),(77 317317800),(78 316619870),(79 315253340),
(1 9997762),(2 34234980),(3 64563600),(4 95147096),(5 121952090),(6 141228930),(7 153674940),(8 161558050),(9 166368750),(10 170041940),(11 173834830),(12 179003630),(13 186674350),(14 196297340),(15 207502780),(16 218490670),(17 227989380),(18 234860480),(19 239357940),(20 242347570),(21 243800640),(22 242830080),(23 239571180),(24 235771330),(25 231634220),(26 227231700),(27 223361200),(28 220502770),(29 218657220),(30 219176320),(31 220715250),(32 224734460),(33 231225900),(34 239126020),(35 247149420),(36 254633330),(37 261287040),(38 267239700),(39 271444220),(40 271867000),(41 266469760),(42 254893580),(43 239075760),(44 223149700),(45 209609090),(46 199765950),(47 194249340),(48 193460910),(49 196078190),(50 200715860),(51 205407740),(52 208000340),(53 208108370),(54 206079340),(55 202197810),(56 197969040),(57 195369150),(58 194864560),(59 196390990),(60 199643650),(61 204029120),(62 209313140),(63 215118700),(64 222249390),(65 229991500),(66 237924600),(67 245280380),(68 250352460),(69 252340600),(70 251669460),(71 249513300),(72 247318350),(73 246457810),(74 247776940),(75 251147700),(76 255874540),(77 261593040),(78 265650100),(79 266035630),
(1 11472965),(2 38480010),(3 70841740),(4 100624824),(5 123640504),(6 138698050),(7 146631360),(8 148970750),(9 147326600),(10 144860480),(11 142557890),(12 140165330),(13 138418860),(14 137640180),(15 138088820),(16 139549010),(17 142489500),(18 146819920),(19 151884350),(20 156752690),(21 160938560),(22 162407230),(23 161981650),(24 160825090),(25 159191950),(26 156640350),(27 152950940),(28 148902140),(29 145176210),(30 142939490),(31 142956180),(32 147171070),(33 155387250),(34 165958430),(35 176082300),(36 184112960),(37 189470200),(38 191702460),(39 190769460),(40 186654450),(41 179927300),(42 171294530),(43 162117870),(44 153572860),(45 147528780),(46 144639520),(47 144953650),(48 148202750),(49 152730140),(50 157442820),(51 160571330),(52 161392100),(53 159540420),(54 155968290),(55 151534740),(56 147571220),(57 145664320),(58 146434130),(59 149510910),(60 152988660),(61 155764100),(62 157866500),(63 160512800),(64 164312210),(65 169705580),(66 175159490),(67 179242050),(68 180788960),(69 179109010),(70 174914380),(71 169583100),(72 165653800),(73 164257730),(74 165730700),(75 169465420),(76 174113140),(77 177602350),(78 178363200),(79 176553630),
(1 10451159),(2 33647372),(3 59058396),(4 80263880),(5 95604350),(6 106166880),(7 113358710),(8 117893790),(9 119244984),(10 118286710),(11 116218420),(12 114683720),(13 114587320),(14 115979544),(15 118020060),(16 119968664),(17 121598744),(18 122115330),(19 121103570),(20 119157860),(21 117203864),(22 115903790),(23 116173150),(24 117760840),(25 119255176),(26 119248380),(27 117864584),(28 116003960),(29 114243120),(30 113634050),(31 115095930),(32 119551010),(33 127001440),(34 135958460),(35 143828290),(36 148210880),(37 148953020),(38 146144370),(39 140521920),(40 133804520),(41 127477730),(42 122874930),(43 121417416),(44 122733544),(45 125177544),(46 127383900),(47 128198680),(48 127525220),(49 125453256),(50 122875010),(51 119556610),(52 115900010),(53 112517640),(54 110626100),(55 110305230),(56 111490660),(57 114051720),(58 117895170),(59 122365510),(60 126395064),(61 128760910),(62 129111390),(63 129156584),(64 130744290),(65 134021864),(66 138175860),(67 141484200),(68 142387310),(69 140514930),(70 136733580),(71 132768220),(72 130089500),(73 129781410),(74 132194184),(75 136713740),(76 141790100),(77 145255870),(78 145401710),(79 141818130),
(1 9474399),(2 29053850),(3 48053040),(4 61675290),(5 71055224),(6 78515930),(7 84368700),(8 87977384),(9 89673220),(10 89669290),(11 88847620),(12 88182184),(13 88316780),(14 88833560),(15 88853840),(16 87528910),(17 85020910),(18 81396660),(19 77303820),(20 74312610),(21 74031270),(22 77291560),(23 82147464),(24 86155610),(25 87226600),(26 85206936),(27 82679470),(28 81971120),(29 83733910),(30 86911560),(31 90820410),(32 94432790),(33 96932660),(34 98458216),(35 99004690),(36 98131140),(37 96324330),(38 94272240),(39 93171990),(40 93568270),(41 93967950),(42 93549840),(43 92759100),(44 92649510),(45 92197940),(46 90050090),(47 85766380),(48 81521420),(49 78395030),(50 76900620),(51 76130810),(52 75523940),(53 76090790),(54 77896670),(55 80352740),(56 83288020),(57 86358910),(58 88729970),(59 90521656),(60 92038030),(61 93912344),(62 96904370),(63 101100820),(64 104683410),(65 106356590),(66 106983600),(67 106528000),(68 104200940),(69 99969360),(70 95368310),(71 92511980),(72 91411980),(73 91361224),(74 91602840),(75 91659020),(76 91660824),(77 91188560),(78 90468870),(79 89536400),
(1 9655634),(2 27997650),(3 43013440),(4 51311784),(5 55504412),(6 57924390),(7 59496304),(8 59651004),(9 59066332),(10 58857380),(11 58683476),(12 57908116),(13 57131656),(14 56929860),(15 57601960),(16 58827110),(17 59875770),(18 60540560),(19 61102340),(20 62026960),(21 61862612),(22 60710980),(23 59164420),(24 58126980),(25 58199024),(26 58704530),(27 58972790),(28 59365244),(29 60170736),(30 61016348),(31 61992570),(32 63680184),(33 64840124),(34 64759576),(35 64205476),(36 63477036),(37 63164970),(38 63553416),(39 64536084),(40 65133464),(41 65097980),(42 64088708),(43 62415172),(44 61722660),(45 61904896),(46 61416732),(47 60315280),(48 60091076),(49 60548820),(50 60243156),(51 58410556),(52 56249480),(53 55795056),(54 57139428),(55 58201628),(56 58560470),(57 58805036),(58 59897796),(59 62200850),(60 64788224),(61 67303864),(62 69408120),(63 70889610),(64 70839280),(65 69053650),(66 67190380),(67 65686064),(68 63893292),(69 61298204),(70 58667824),(71 57264280),(72 56865452),(73 56480236),(74 55862468),(75 55083030),(76 55539790),(77 57181010),(78 59558010),(79 61903810),
(1 10043902),(2 27251170),(3 38414590),(4 42654440),(5 44451050),(6 46166692),(7 47151510),(8 47118308),(9 46779884),(10 46044930),(11 45294520),(12 45434504),(13 46308932),(14 47612956),(15 48881584),(16 49886840),(17 50063384),(18 49258180),(19 47892390),(20 47918724),(21 48326710),(22 47871770),(23 47195384),(24 47670100),(25 48642124),(26 49121424),(27 48711696),(28 48486280),(29 48973860),(30 49433484),(31 49862772),(32 50736024),(33 51497064),(34 51376420),(35 50619356),(36 50363904),(37 51766216),(38 53908988),(39 55167084),(40 54938140),(41 53960680),(42 53008276),(43 52434196),(44 52467028),(45 52558772),(46 51625260),(47 50366144),(48 49516572),(49 47955372),(50 45089370),(51 42745460),(52 42825776),(53 45617910),(54 48843100),(55 50701040),(56 51377176),(57 51434224),(58 51278040),(59 51578056),(60 53459864),(61 55221430),(62 54945650),(63 53200980),(64 51737732),(65 51168644),(66 51295490),(67 51950144),(68 52119056),(69 51643188),(70 51151484),(71 50714120),(72 49811500),(73 49084544),(74 48701300),(75 47724416),(76 45951068),(77 44358484),(78 44051780),(79 45143836),
(1 8843184),(2 21955710),(3 28209048),(4 29745654),(5 30627560),(6 31814674),(7 33096848),(8 33999240),(9 34957090),(10 35980564),(11 36469468),(12 36244772),(13 35179224),(14 34887400),(15 35852780),(16 36726316),(17 36341468),(18 35957680),(19 36587130),(20 37745316),(21 38124024),(22 37342636),(23 36483690),(24 36835412),(25 37712476),(26 37862010),(27 36913164),(28 36642012),(29 37670030),(30 39105332),(31 39930490),(32 39440236),(33 38370520),(34 37868744),(35 38320160),(36 39351120),(37 41411036),(38 42714844),(39 41915376),(40 40461572),(41 40261450),(42 41244028),(43 42154804),(44 42666012),(45 42927370),(46 42204544),(47 40454784),(48 39315132),(49 39346348),(50 39077420),(51 38578908),(52 39021260),(53 40106080),(54 40410060),(55 39810292),(56 39011544),(57 38124980),(58 37854108),(59 38301276),(60 39726636),(61 40867490),(62 40834176),(63 40523890),(64 41198824),(65 42101788),(66 41750384),(67 41125280),(68 41119676),(69 41626704),(70 42168660),(71 42401000),(72 41857756),(73 41388068),(74 41105640),(75 40631660),(76 40554504),(77 40999440),(78 41358736),(79 41901336),
(1 9637874),(2 23297158),(3 28964440),(4 29639984),(5 29856168),(6 30319794),(7 30795186),(8 31300472),(9 31913472),(10 32901112),(11 33362226),(12 33171456),(13 32593418),(14 32374008),(15 33438104),(16 34523824),(17 34546384),(18 33781260),(19 33078428),(20 33338108),(21 33413632),(22 32957128),(23 32872214),(24 33554006),(25 34641230),(26 35514490),(27 35033724),(28 33743636),(29 33157618),(30 34084130),(31 35455550),(32 35743144),(33 35053100),(34 34628700),(35 34565550),(36 34275064),(37 35132772),(38 35935188),(39 35022544),(40 34087256),(41 34585956),(42 35190890),(43 34819816),(44 34840144),(45 36328108),(46 37335310),(47 36120732),(48 34320800),(49 34069164),(50 34300740),(51 34160050),(52 34453804),(53 35170490),(54 35652136),(55 35833828),(56 35689330),(57 35052430),(58 34034000),(59 34236052),(60 35852050),(61 36435380),(62 35332324),(63 34247264),(64 34154990),(65 34179484),(66 34208124),(67 34391264),(68 34535924),(69 34471910),(70 34604104),(71 34287828),(72 33318998),(73 32589624),(74 32949112),(75 33630756),(76 34634616),(77 35496684),(78 34931640),(79 34152612),
(1 10129128),(2 22942934),(3 26941094),(4 27193582),(5 27497372),(6 27278758),(7 26835310),(8 27150490),(9 27905744),(10 28720672),(11 28617254),(12 28472242),(13 29242752),(14 29827238),(15 29612004),(16 29844974),(17 30746354),(18 31289298),(19 30304658),(20 29793824),(21 30289504),(22 30331158),(23 30190562),(24 30541092),(25 31550908),(26 32071800),(27 31322136),(28 30320346),(29 30893990),(30 32668390),(31 33980948),(32 34375230),(33 33621990),(34 31853560),(35 30205432),(36 29712560),(37 29940344),(38 30225062),(39 29995956),(40 29880122),(41 30699866),(42 31087280),(43 30216816),(44 29943300),(45 30798824),(46 31391732),(47 30926692),(48 30779496),(49 30804096),(50 29703680),(51 29258384),(52 30170054),(53 30289680),(54 29646678),(55 29946060),(56 30811308),(57 30427926),(58 28792282),(59 27376072),(60 27351678),(61 27962060),(62 27812286),(63 27633150),(64 27832696),(65 27943524),(66 28886732),(67 30624862),(68 31237908),(69 30541498),(70 30293338),(71 30822590),(72 30768278),(73 30196424),(74 29854968),(75 29438142),(76 28906360),(77 29473560),(78 30137346),(79 30080616),
