1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 178.40962),(2 241.2771),(3 288.54352),(4 320.6972),(5 337.393),(6 353.25266),(7 359.96262),(8 363.70956),(9 371.54846),(10 376.71487),(11 391.03036),(12 390.20483),(13 391.26596),(14 386.32135),(15 390.14896),(16 388.96518),(17 390.79282),(18 388.91724),(19 391.11298),(20 392.57703),(21 398.0758),(22 393.82288),(23 393.70486),(24 395.76584),(25 388.30945),(26 388.1217),(27 388.9645),(28 395.3229),(29 400.69672),(30 399.08957),(31 400.6224),(32 398.06354),(33 400.244),(34 393.04617),(35 400.44205),(36 406.5116),(37 403.5749),(38 409.1798),(39 414.5766),(40 411.3172),(41 411.177),(42 405.12103),(43 410.06546),(44 406.90778),(45 409.9545),(46 411.5058),(47 413.63776),(48 412.79114),(49 415.28537),(50 412.3179),(51 407.20337),(52 411.7473),(53 411.73105),(54 409.99115),(55 408.3708),(56 405.96674),(57 403.97055),(58 403.42773),(59 401.2172),(60 400.52005),(61 404.28998),(62 411.91043),(63 416.7489),(64 414.06137),(65 416.89096),(66 420.0482),(67 416.72586),(68 415.5981),(69 415.9363),(70 412.2775),(71 410.45444),(72 412.08218),(73 413.1281),(74 418.20712),(75 415.05814),(76 413.36243),(77 420.00568),(78 421.0087),(79 421.79623),
(1 178.02127),(2 236.82954),(3 283.24896),(4 316.10782),(5 336.6189),(6 348.5291),(7 357.44897),(8 355.63315),(9 367.92444),(10 368.52112),(11 378.0245),(12 380.15894),(13 383.2344),(14 382.73755),(15 380.33002),(16 381.21295),(17 385.51392),(18 391.3842),(19 398.2391),(20 403.36328),(21 409.71512),(22 405.4601),(23 405.9872),(24 406.27814),(25 406.12717),(26 403.2153),(27 403.23074),(28 402.8051),(29 402.91415),(30 402.10544),(31 406.17416),(32 405.8382),(33 404.89594),(34 401.17264),(35 404.3497),(36 409.4385),(37 411.4528),(38 414.04306),(39 413.08646),(40 408.49884),(41 406.68298),(42 408.3179),(43 413.54834),(44 412.15335),(45 410.6483),(46 409.66678),(47 409.55493),(48 407.6568),(49 402.00735),(50 398.3744),(51 396.66797),(52 397.80988),(53 398.4748),(54 399.06958),(55 400.58582),(56 399.03915),(57 399.79306),(58 396.92996),(59 395.83383),(60 393.53546),(61 395.27225),(62 402.17538),(63 404.26572),(64 404.67535),(65 404.6967),(66 407.1391),(67 411.8073),(68 411.64203),(69 408.84903),(70 409.99387),(71 406.4746),(72 409.1919),(73 407.9753),(74 412.89133),(75 410.61356),(76 408.83295),(77 411.4253),(78 407.6088),(79 412.07608),
(1 178.00816),(2 236.05554),(3 283.15454),(4 315.4723),(5 333.45737),(6 346.49997),(7 357.3833),(8 365.63406),(9 375.09683),(10 380.6749),(11 389.4031),(12 396.3454),(13 399.02213),(14 394.48605),(15 389.44046),(16 388.22318),(17 392.62622),(18 391.2859),(19 388.52716),(20 386.75803),(21 387.21243),(22 387.53964),(23 387.45203),(24 391.2212),(25 393.67117),(26 398.49042),(27 405.80127),(28 407.93753),(29 409.0801),(30 407.80713),(31 410.01483),(32 405.15945),(33 408.8541),(34 404.3137),(35 403.04385),(36 408.20633),(37 408.195),(38 405.6402),(39 407.39435),(40 404.39474),(41 401.6777),(42 406.6585),(43 413.66513),(44 412.51468),(45 412.5169),(46 415.69986),(47 413.28207),(48 410.04333),(49 405.8438),(50 407.2699),(51 406.38333),(52 402.12457),(53 402.00238),(54 403.54498),(55 400.8517),(56 400.35864),(57 400.3898),(58 397.40308),(59 396.75104),(60 398.2348),(61 397.8321),(62 401.03513),(63 400.549),(64 402.02792),(65 404.70575),(66 406.09976),(67 409.68274),(68 413.35068),(69 415.31036),(70 417.43753),(71 411.8714),(72 412.34045),(73 411.22733),(74 411.3857),(75 414.72427),(76 418.4164),(77 415.98563),(78 415.96564),(79 413.73083),
(1 170.1294),(2 229.98048),(3 272.23083),(4 300.98175),(5 319.27457),(6 334.23706),(7 342.74323),(8 347.8217),(9 363.77353),(10 375.70752),(11 383.92044),(12 395.2672),(13 391.43796),(14 386.90475),(15 386.6315),(16 384.5411),(17 390.0611),(18 394.03308),(19 397.50513),(20 395.95313),(21 399.77127),(22 391.6612),(23 386.14447),(24 389.9561),(25 387.94354),(26 392.76053),(27 398.2637),(28 404.059),(29 404.10345),(30 401.79868),(31 405.8775),(32 400.85382),(33 403.19412),(34 403.27374),(35 409.0145),(36 411.42593),(37 408.21683),(38 404.34863),(39 403.00983),(40 398.12442),(41 403.40848),(42 400.97565),(43 407.23425),(44 406.05618),(45 409.00592),(46 411.8645),(47 409.13583),(48 403.94925),(49 403.62363),(50 401.94998),(51 400.94186),(52 399.07236),(53 402.1908),(54 401.09882),(55 395.06027),(56 396.8828),(57 395.78726),(58 393.81598),(59 394.6181),(60 399.08185),(61 399.79288),(62 397.73767),(63 394.44104),(64 394.612),(65 391.5105),(66 390.89658),(67 395.45807),(68 397.92603),(69 399.93692),(70 401.2113),(71 402.6164),(72 400.3417),(73 399.16953),(74 399.36954),(75 399.039),(76 399.26785),(77 403.22324),(78 405.3623),(79 405.3419),
(1 172.42049),(2 234.57043),(3 282.50583),(4 314.95825),(5 333.71518),(6 344.1982),(7 350.7992),(8 356.2182),(9 367.48663),(10 381.98273),(11 390.2772),(12 394.8022),(13 390.72153),(14 392.74167),(15 389.61478),(16 386.24277),(17 394.25354),(18 396.22092),(19 397.85263),(20 397.22223),(21 400.53668),(22 393.83182),(23 395.91962),(24 391.6519),(25 394.41064),(26 396.53082),(27 402.2889),(28 406.77863),(29 405.34464),(30 401.4694),(31 407.43533),(32 402.83203),(33 409.56717),(34 414.4445),(35 420.47485),(36 424.143),(37 422.58405),(38 422.9108),(39 414.66663),(40 414.63077),(41 414.185),(42 413.89133),(43 414.9864),(44 411.5058),(45 410.66275),(46 404.13443),(47 408.61185),(48 407.51675),(49 412.75455),(50 414.0641),(51 410.76434),(52 409.7024),(53 411.11023),(54 412.29443),(55 409.4245),(56 412.82114),(57 410.42462),(58 408.4091),(59 408.508),(60 402.92307),(61 399.86862),(62 401.91296),(63 399.2838),(64 402.1841),(65 402.0287),(66 404.41736),(67 406.70032),(68 397.45123),(69 399.94122),(70 395.02686),(71 391.6284),(72 388.47678),(73 389.31467),(74 393.1886),(75 394.54895),(76 399.12878),(77 398.29343),(78 398.8461),(79 397.8562),
(1 170.22736),(2 233.15518),(3 282.61148),(4 310.57104),(5 328.30457),(6 334.49716),(7 341.93784),(8 347.19775),(9 359.8593),(10 369.9573),(11 377.3168),(12 378.96564),(13 379.3813),(14 373.88516),(15 372.9718),(16 374.64066),(17 381.02582),(18 384.43143),(19 383.88913),(20 382.02246),(21 379.10562),(22 372.38654),(23 371.4755),(24 371.66425),(25 375.05643),(26 377.90952),(27 377.44855),(28 376.6218),(29 378.196),(30 377.48117),(31 375.50656),(32 375.05566),(33 382.7892),(34 384.4894),(35 389.8908),(36 392.1507),(37 389.79938),(38 390.24167),(39 385.18915),(40 381.87296),(41 383.7323),(42 383.5245),(43 390.56262),(44 391.7308),(45 391.02603),(46 390.7769),(47 391.84393),(48 385.604),(49 389.24133),(50 390.82922),(51 389.71127),(52 388.36496),(53 389.1525),(54 387.05173),(55 386.95276),(56 388.2856),(57 387.3386),(58 389.0844),(59 388.6309),(60 385.5589),(61 383.37015),(62 388.34363),(63 390.85907),(64 394.819),(65 398.30167),(66 399.27847),(67 400.76688),(68 395.0041),(69 397.20258),(70 396.67184),(71 401.05814),(72 399.1773),(73 401.4771),(74 402.71915),(75 399.5501),(76 399.40958),(77 400.30676),(78 397.40292),(79 397.7116),
(1 168.15903),(2 233.16034),(3 279.44266),(4 312.05594),(5 330.8153),(6 348.16913),(7 359.28043),(8 364.42072),(9 367.36786),(10 372.41797),(11 380.08038),(12 384.91577),(13 382.08243),(14 381.52615),(15 379.35342),(16 383.58792),(17 393.7595),(18 396.7766),(19 400.6777),(20 398.79114),(21 397.34113),(22 394.46143),(23 396.92386),(24 401.36514),(25 404.97562),(26 415.12604),(27 414.0776),(28 412.81836),(29 409.19366),(30 407.20047),(31 406.41904),(32 405.32523),(33 404.76947),(34 408.77023),(35 410.5784),(36 405.67087),(37 411.0035),(38 414.4251),(39 410.55832),(40 408.06732),(41 408.38715),(42 401.1626),(43 400.53482),(44 402.4684),(45 401.53555),(46 401.37857),(47 398.65863),(48 400.1285),(49 400.83826),(50 398.17075),(51 399.96213),(52 403.5578),(53 404.79263),(54 404.44843),(55 405.74445),(56 407.72836),(57 411.9462),(58 410.10562),(59 407.4687),(60 404.69452),(61 401.4175),(62 406.75006),(63 404.8508),(64 405.22287),(65 409.21912),(66 405.5656),(67 398.49008),(68 395.8683),(69 392.41696),(70 390.69922),(71 397.73468),(72 396.23138),(73 401.45715),(74 400.7075),(75 395.79135),(76 394.5009),(77 396.94482),(78 396.01086),(79 397.30243),
(1 167.35434),(2 227.18347),(3 268.92087),(4 297.10645),(5 320.34256),(6 336.18237),(7 345.8013),(8 352.65976),(9 362.0881),(10 367.74527),(11 373.21527),(12 376.82895),(13 376.12744),(14 373.47293),(15 375.79883),(16 376.70325),(17 381.6816),(18 385.60815),(19 383.24173),(20 381.3533),(21 376.75778),(22 369.4976),(23 368.95645),(24 369.13193),(25 378.75647),(26 384.69794),(27 383.14676),(28 388.75977),(29 386.22662),(30 385.5111),(31 384.49307),(32 386.86368),(33 393.051),(34 393.6958),(35 394.09296),(36 388.10608),(37 387.0381),(38 390.2453),(39 391.87393),(40 395.37885),(41 395.3785),(42 390.68155),(43 388.84265),(44 380.84305),(45 381.09143),(46 381.28107),(47 382.47794),(48 383.06064),(49 380.5766),(50 383.46408),(51 389.70715),(52 390.96933),(53 387.9888),(54 387.83115),(55 391.5913),(56 390.16183),(57 388.60864),(58 386.17938),(59 382.2839),(60 381.51056),(61 375.86215),(62 378.09164),(63 375.79736),(64 380.70627),(65 376.3589),(66 374.92706),(67 369.96527),(68 366.54706),(69 368.82922),(70 370.55643),(71 374.08752),(72 377.26538),(73 380.5542),(74 381.98627),(75 382.8581),(76 380.5531),(77 385.8689),(78 388.26413),(79 387.8595),
(1 168.39409),(2 229.30501),(3 269.77435),(4 298.91754),(5 316.87555),(6 329.30432),(7 338.86536),(8 348.53232),(9 355.9623),(10 360.24246),(11 368.4547),(12 363.64825),(13 362.63788),(14 364.28177),(15 369.50748),(16 370.4839),(17 374.81277),(18 373.9625),(19 371.8143),(20 368.00595),(21 364.6465),(22 358.1578),(23 353.5663),(24 351.9653),(25 356.00876),(26 363.1277),(27 361.1633),(28 366.54977),(29 366.7217),(30 371.4271),(31 371.83774),(32 366.44644),(33 363.12466),(34 364.85052),(35 358.9426),(36 362.16098),(37 360.59238),(38 367.7798),(39 370.5797),(40 370.75815),(41 369.53857),(42 366.69968),(43 365.8308),(44 362.12082),(45 361.72052),(46 356.98706),(47 360.116),(48 359.56693),(49 361.30478),(50 364.83557),(51 362.08878),(52 366.26178),(53 365.5366),(54 367.7769),(55 373.16595),(56 370.59775),(57 371.86377),(58 368.93243),(59 368.36456),(60 368.5054),(61 367.01657),(62 368.92807),(63 370.257),(64 377.50262),(65 376.97552),(66 376.16028),(67 379.10724),(68 376.05338),(69 379.00717),(70 378.49054),(71 383.53827),(72 376.04697),(73 376.4227),(74 381.1028),(75 380.49487),(76 376.38306),(77 376.9231),(78 377.45926),(79 376.86856),
(1 166.5183),(2 227.40051),(3 272.28012),(4 303.9021),(5 326.92368),(6 342.74536),(7 349.8224),(8 359.5685),(9 368.96216),(10 375.13657),(11 379.85968),(12 378.78192),(13 374.1306),(14 371.1469),(15 373.37173),(16 376.62064),(17 375.0468),(18 375.34244),(19 379.0096),(20 379.51727),(21 379.85217),(22 382.35977),(23 384.326),(24 383.76855),(25 385.89523),(26 385.66205),(27 380.88055),(28 386.23492),(29 388.37708),(30 395.11768),(31 397.7582),(32 389.61337),(33 392.83447),(34 391.49863),(35 388.76538),(36 391.82507),(37 391.94986),(38 395.93262),(39 398.73938),(40 397.1945),(41 396.34348),(42 397.65503),(43 397.8964),(44 398.37292),(45 402.77847),(46 403.81924),(47 405.20807),(48 403.02884),(49 404.48203),(50 404.44043),(51 405.21616),(52 404.95718),(53 407.06293),(54 403.39734),(55 399.60867),(56 396.79538),(57 394.5637),(58 390.3059),(59 386.86206),(60 383.59473),(61 387.25647),(62 393.36438),(63 395.34308),(64 396.52484),(65 392.1061),(66 389.71924),(67 387.8383),(68 389.69943),(69 396.21097),(70 396.84573),(71 401.16217),(72 401.28928),(73 398.01956),(74 400.13684),(75 395.8206),(76 392.87173),(77 391.2402),(78 393.938),(79 392.17102),
(1 166.43773),(2 224.6126),(3 259.23114),(4 283.27878),(5 303.7252),(6 313.23804),(7 318.4477),(8 325.39444),(9 331.2637),(10 338.39517),(11 341.97153),(12 341.34744),(13 335.19916),(14 338.32245),(15 348.42923),(16 348.55313),(17 349.42233),(18 359.37015),(19 361.50925),(20 360.70746),(21 360.1219),(22 360.95923),(23 362.85892),(24 363.77078),(25 364.2617),(26 363.46066),(27 360.76617),(28 364.59607),(29 365.82568),(30 367.79843),(31 369.4133),(32 366.91302),(33 363.18378),(34 357.80014),(35 355.26288),(36 358.35208),(37 361.1404),(38 363.01645),(39 362.79373),(40 364.18433),(41 367.83826),(42 362.4955),(43 357.06003),(44 352.45914),(45 356.82538),(46 358.116),(47 354.99603),(48 355.267),(49 357.18018),(50 352.1784),(51 354.2022),(52 356.14816),(53 354.18933),(54 352.6239),(55 354.30716),(56 346.45343),(57 347.1095),(58 346.0052),(59 347.25775),(60 348.1086),(61 348.89746),(62 354.2883),(63 356.54617),(64 361.31885),(65 359.80646),(66 355.98468),(67 351.48926),(68 353.83746),(69 360.90955),(70 360.2348),(71 364.31088),(72 367.5933),(73 367.9354),(74 370.4842),(75 370.0102),(76 370.4812),(77 372.20966),(78 371.29474),(79 370.43732),
(1 158.77853),(2 217.98302),(3 256.16724),(4 278.01254),(5 295.8557),(6 307.22653),(7 309.92593),(8 321.60373),(9 329.98492),(10 336.72192),(11 344.0016),(12 345.18292),(13 344.5967),(14 343.74277),(15 344.01154),(16 343.52448),(17 347.19016),(18 352.80264),(19 359.3602),(20 360.07263),(21 360.45102),(22 361.30234),(23 358.22217),(24 359.02182),(25 361.86465),(26 360.11163),(27 359.15872),(28 362.1291),(29 362.03366),(30 361.2922),(31 363.76718),(32 362.34155),(33 364.99063),(34 365.57187),(35 368.27917),(36 369.2919),(37 372.49835),(38 378.63214),(39 373.52573),(40 372.4555),(41 374.3305),(42 370.23697),(43 368.41425),(44 367.02948),(45 372.75735),(46 375.74475),(47 378.22772),(48 378.745),(49 382.2581),(50 380.12476),(51 379.83667),(52 380.78668),(53 375.10504),(54 373.56116),(55 368.428),(56 364.78024),(57 363.26465),(58 364.9448),(59 360.92343),(60 358.1992),(61 364.53885),(62 366.6045),(63 368.56964),(64 372.39426),(65 371.8109),(66 369.17737),(67 367.4162),(68 368.68286),(69 372.77048),(70 370.81027),(71 374.78827),(72 374.94302),(73 379.9599),(74 379.43225),(75 378.7375),(76 375.32843),(77 370.77908),(78 370.08972),(79 372.3074),
(1 162.1539),(2 224.25603),(3 270.3351),(4 296.8128),(5 317.11618),(6 329.21677),(7 339.33438),(8 343.46893),(9 348.9852),(10 356.3569),(11 364.81094),(12 364.4464),(13 368.30185),(14 369.82013),(15 374.1102),(16 375.91183),(17 372.09045),(18 376.5961),(19 379.9986),(20 384.47238),(21 388.59277),(22 387.68378),(23 388.3968),(24 387.75525),(25 391.91605),(26 387.0791),(27 386.48938),(28 387.14163),(29 382.7334),(30 379.08356),(31 380.49466),(32 381.45975),(33 385.5671),(34 385.43417),(35 383.4532),(36 381.76205),(37 383.9902),(38 384.1004),(39 385.73),(40 381.15427),(41 379.85492),(42 375.36713),(43 373.5969),(44 366.3787),(45 369.68753),(46 369.35803),(47 371.92532),(48 367.07825),(49 367.33292),(50 368.88947),(51 375.04706),(52 374.74503),(53 378.50366),(54 376.7538),(55 372.06476),(56 366.78296),(57 367.09802),(58 366.41663),(59 360.5781),(60 359.4129),(61 357.7283),(62 363.6285),(63 362.56058),(64 361.15613),(65 363.9629),(66 356.95984),(67 353.3135),(68 353.5296),(69 354.32977),(70 356.2965),(71 364.00967),(72 367.95462),(73 371.52185),(74 378.0666),(75 373.10736),(76 372.67657),(77 372.93335),(78 369.77655),(79 376.44775),
(1 160.87817),(2 223.97426),(3 265.09808),(4 289.55737),(5 312.5858),(6 324.7807),(7 330.12244),(8 334.09778),(9 343.51733),(10 351.4249),(11 356.08954),(12 352.747),(13 351.42307),(14 351.1231),(15 354.47424),(16 352.50772),(17 350.7618),(18 347.98477),(19 350.80942),(20 351.03867),(21 353.48593),(22 351.93103),(23 353.9377),(24 355.788),(25 356.67746),(26 351.41837),(27 351.76697),(28 348.87778),(29 355.45258),(30 351.35455),(31 353.78513),(32 353.51465),(33 358.60794),(34 358.44034),(35 360.42102),(36 359.2335),(37 364.08646),(38 363.22775),(39 362.96024),(40 357.90982),(41 358.7185),(42 357.4721),(43 361.56964),(44 363.1432),(45 368.94217),(46 363.23746),(47 363.37692),(48 360.09982),(49 361.95248),(50 361.40085),(51 361.03528),(52 360.28027),(53 364.9571),(54 362.3629),(55 361.89575),(56 361.19568),(57 358.10654),(58 359.05035),(59 356.77667),(60 353.83963),(61 351.22183),(62 354.75925),(63 353.14987),(64 355.47513),(65 363.78598),(66 363.56464),(67 368.98206),(68 368.47842),(69 365.571),(70 364.19037),(71 366.253),(72 364.18903),(73 360.97287),(74 361.65878),(75 366.71857),(76 368.95712),(77 371.87027),(78 369.6673),(79 367.43948),
(1 161.16281),(2 223.82738),(3 272.12982),(4 297.14713),(5 321.28088),(6 331.9408),(7 339.76852),(8 344.7414),(9 356.1602),(10 367.8264),(11 375.99747),(12 371.64566),(13 371.65176),(14 367.81342),(15 369.5397),(16 369.76724),(17 368.65585),(18 369.7941),(19 373.01788),(20 374.8473),(21 374.69443),(22 374.28842),(23 380.62842),(24 382.4877),(25 379.13678),(26 372.26007),(27 368.40088),(28 364.3058),(29 360.9148),(30 361.54373),(31 359.13882),(32 362.09494),(33 366.83444),(34 366.02493),(35 370.2488),(36 372.00165),(37 377.00385),(38 376.46564),(39 374.78152),(40 367.56064),(41 364.0969),(42 364.1158),(43 362.6051),(44 362.83884),(45 358.91916),(46 361.4631),(47 365.52777),(48 366.85696),(49 368.89328),(50 369.19635),(51 365.33698),(52 365.17947),(53 364.46658),(54 365.4897),(55 364.85992),(56 365.6609),(57 368.7681),(58 369.81516),(59 374.77136),(60 375.98187),(61 373.09702),(62 375.09006),(63 380.05914),(64 383.52768),(65 389.80914),(66 386.8713),(67 389.33505),(68 384.9155),(69 387.17703),(70 385.59985),(71 386.48425),(72 385.05157),(73 384.64267),(74 385.75052),(75 381.63092),(76 380.0239),(77 381.21378),(78 378.3385),(79 381.07507),
(1 156.16034),(2 216.39531),(3 258.62198),(4 283.07516),(5 300.8143),(6 309.20837),(7 321.9248),(8 324.6257),(9 333.67038),(10 341.41797),(11 345.56433),(12 346.4402),(13 343.78494),(14 344.4532),(15 341.6348),(16 347.7928),(17 348.0128),(18 349.09174),(19 356.64532),(20 357.20056),(21 357.5079),(22 357.187),(23 359.3401),(24 360.70703),(25 362.41217),(26 358.46506),(27 361.4913),(28 355.02496),(29 355.78433),(30 354.62476),(31 356.37466),(32 355.81644),(33 354.75623),(34 351.45236),(35 354.29962),(36 362.39545),(37 365.2035),(38 367.6577),(39 365.3042),(40 359.7946),(41 352.92935),(42 354.66196),(43 354.38315),(44 354.5771),(45 353.40237),(46 351.01935),(47 356.28162),(48 357.9234),(49 358.67926),(50 356.27966),(51 358.51382),(52 357.8768),(53 356.67603),(54 354.36172),(55 351.86584),(56 351.98105),(57 354.87552),(58 352.7311),(59 354.50653),(60 354.21573),(61 354.2562),(62 358.85223),(63 362.73087),(64 361.86487),(65 362.69156),(66 358.43314),(67 361.1051),(68 358.4356),(69 356.9855),(70 353.52277),(71 353.25687),(72 351.7998),(73 350.006),(74 352.59564),(75 355.9225),(76 359.2728),(77 360.20984),(78 354.82098),(79 359.15735),
(1 162.3563),(2 223.18456),(3 268.72424),(4 296.69696),(5 308.9856),(6 315.15866),(7 319.95303),(8 326.05493),(9 338.21823),(10 349.22305),(11 349.4823),(12 349.83594),(13 342.7785),(14 344.61288),(15 349.28284),(16 350.9759),(17 353.58057),(18 354.00815),(19 358.02307),(20 360.3618),(21 365.42303),(22 363.50354),(23 367.12964),(24 362.46698),(25 364.71326),(26 364.92636),(27 366.01245),(28 367.38318),(29 372.00372),(30 366.58783),(31 367.12497),(32 366.9974),(33 371.29303),(34 375.12558),(35 378.79858),(36 380.20132),(37 379.26364),(38 376.74673),(39 372.9337),(40 370.15045),(41 369.45294),(42 367.61298),(43 367.62604),(44 366.99988),(45 368.8614),(46 365.63083),(47 364.98727),(48 361.84048),(49 360.72662),(50 361.0825),(51 360.13736),(52 357.44507),(53 354.2459),(54 355.5282),(55 355.95456),(56 354.55096),(57 352.48325),(58 350.0248),(59 352.1682),(60 352.08304),(61 355.1658),(62 358.8433),(63 361.48297),(64 364.38406),(65 363.5505),(66 363.6663),(67 365.17206),(68 367.32806),(69 369.28705),(70 365.95093),(71 364.53818),(72 364.2735),(73 363.47864),(74 366.53436),(75 369.48514),(76 370.868),(77 364.6656),(78 360.32086),(79 362.19308),
(1 157.00471),(2 218.1837),(3 258.81958),(4 285.0053),(5 295.4767),(6 299.8288),(7 303.69116),(8 306.81375),(9 319.73975),(10 332.05875),(11 335.76553),(12 330.22113),(13 326.91278),(14 331.25845),(15 329.17957),(16 332.38367),(17 331.54773),(18 327.72644),(19 333.52618),(20 332.94965),(21 335.45645),(22 335.25537),(23 333.20837),(24 337.991),(25 333.1695),(26 330.2112),(27 334.9472),(28 341.59503),(29 341.56042),(30 340.54715),(31 343.74387),(32 341.21692),(33 342.38187),(34 344.61166),(35 350.97003),(36 349.2693),(37 348.07898),(38 344.279),(39 340.80185),(40 342.46497),(41 345.09824),(42 345.83875),(43 346.54953),(44 345.53784),(45 348.74985),(46 348.23853),(47 352.32455),(48 352.31592),(49 352.65842),(50 345.56097),(51 339.24915),(52 337.8927),(53 336.2394),(54 338.63046),(55 343.76465),(56 341.76187),(57 340.7469),(58 336.7252),(59 341.3086),(60 335.92783),(61 337.97598),(62 337.3649),(63 338.05524),(64 337.91608),(65 335.5624),(66 337.3551),(67 341.4126),(68 341.89072),(69 345.70505),(70 344.9103),(71 341.24847),(72 341.39322),(73 342.6748),(74 345.9078),(75 349.14978),(76 351.96616),(77 347.53476),(78 344.73877),(79 345.9092),
(1 160.73546),(2 222.89133),(3 262.44547),(4 287.95108),(5 299.52823),(6 303.72043),(7 309.38376),(8 316.7957),(9 324.30948),(10 334.14554),(11 337.03027),(12 339.1863),(13 334.1814),(14 332.9327),(15 331.43076),(16 336.0238),(17 339.06738),(18 337.21277),(19 337.3387),(20 339.48364),(21 343.0571),(22 338.43277),(23 340.57068),(24 338.29404),(25 333.6356),(26 333.63977),(27 337.48837),(28 344.5408),(29 350.86127),(30 352.48972),(31 353.92587),(32 354.8342),(33 355.78625),(34 355.72516),(35 356.36063),(36 359.49237),(37 357.61975),(38 353.76517),(39 350.271),(40 352.81357),(41 358.32648),(42 359.40622),(43 359.41226),(44 354.1945),(45 350.3651),(46 349.7858),(47 352.525),(48 348.25134),(49 346.51758),(50 342.43912),(51 342.87128),(52 346.09412),(53 345.9376),(54 348.36563),(55 348.58887),(56 345.08148),(57 346.91364),(58 350.54016),(59 352.58603),(60 353.1962),(61 354.13104),(62 359.2979),(63 350.9343),(64 356.47522),(65 355.72482),(66 360.29495),(67 359.66684),(68 357.5096),(69 363.4994),(70 361.3756),(71 357.2013),(72 357.64252),(73 361.9588),(74 363.7336),(75 367.3792),(76 370.3713),(77 366.88556),(78 361.49545),(79 359.84634),
