1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11036.266),(2 36136.652),(3 77316.72),(4 127593.76),(5 192680.8),(6 266789.5),(7 349307),(8 430155.63),(9 515065.6),(10 589056),(11 655283.9),(12 710235.3),(13 763706.25),(14 808962.56),(15 853818.06),(16 895451.56),(17 938403.25),(18 984072.2),(19 1042561.7),(20 1108854),(21 1189857.3),(22 1268866.5),(23 1358259.8),(24 1433454),(25 1516410),(26 1589751.1),(27 1666491.5),(28 1737150.1),(29 1813571.5),(30 1884820.6),(31 1967668.1),(32 2056104.9),(33 2155283.8),(34 2243609.3),(35 2342917.3),(36 2422283.5),(37 2505541.3),(38 2566771.5),(39 2631656.3),(40 2682776.8),(41 2735065.3),(42 2777416.3),(43 2835858.3),(44 2882200.3),(45 2950844),(46 3028523.3),(47 3132148),(48 3246466),(49 3353998.8),(50 3438397),(51 3549063.3),(52 3649086.8),(53 3749476),(54 3832175.3),(55 3938483.3),(56 4034913.3),(57 4151791.3),(58 4271864.5),(59 4429579),(60 4565272.5),(61 4716944.5),(62 4849614),(63 5007711),(64 5158895),(65 5315942.5),(66 5445516),(67 5584268),(68 5706507.5),(69 5842112),(70 5981513.5),(71 6165212.5),(72 6356221.5),(73 6571168),(74 6770270.5),(75 6951952.5),(76 7122384),(77 7314500),(78 7488188),(79 7684722.5),
(1 158.69128),(2 209.86853),(3 249.93268),(4 272.17206),(5 291.53976),(6 301.27234),(7 315.12717),(8 324.04974),(9 330.40973),(10 339.0318),(11 343.66934),(12 349.44785),(13 353.31146),(14 356.76392),(15 368.13235),(16 373.1082),(17 377.86597),(18 379.40033),(19 381.21997),(20 380.15652),(21 376.5089),(22 380.64197),(23 376.88593),(24 381.20047),(25 380.85004),(26 379.75256),(27 379.78854),(28 370.52872),(29 369.89404),(30 370.39133),(31 371.928),(32 374.6216),(33 381.42078),(34 379.40414),(35 376.92828),(36 376.4935),(37 378.94864),(38 376.86328),(39 381.3199),(40 385.65448),(41 391.10178),(42 396.70422),(43 398.71893),(44 397.0583),(45 396.48813),(46 402.345),(47 405.7701),(48 410.83987),(49 420.0866),(50 420.56168),(51 419.52423),(52 415.4722),(53 418.12402),(54 412.26932),(55 410.8784),(56 410.20782),(57 407.00165),(58 409.3091),(59 406.43347),(60 405.07297),(61 406.82864),(62 406.8985),(63 409.84918),(64 408.88547),(65 404.99115),(66 400.52515),(67 401.27676),(68 400.31693),(69 403.1508),(70 399.39548),(71 402.0186),(72 394.2988),(73 393.97916),(74 394.52463),(75 389.1879),(76 386.59952),(77 392.7927),(78 392.68045),(79 392.41257),
(1 156.84839),(2 215.37187),(3 261.01688),(4 287.15024),(5 304.5673),(6 314.63297),(7 326.10858),(8 333.7168),(9 338.0175),(10 347.70706),(11 355.08774),(12 357.91345),(13 362.24945),(14 370.88113),(15 374.38187),(16 378.6831),(17 384.2848),(18 384.06808),(19 387.8944),(20 391.0342),(21 390.7008),(22 396.31744),(23 391.7154),(24 394.14273),(25 395.83026),(26 397.4745),(27 398.30783),(28 385.8653),(29 384.18143),(30 386.86594),(31 390.32996),(32 394.3),(33 399.29633),(34 401.873),(35 400.08255),(36 400.6403),(37 397.62772),(38 393.4655),(39 399.0415),(40 395.89474),(41 398.75748),(42 397.18378),(43 395.64676),(44 395.5782),(45 394.17676),(46 394.905),(47 393.85928),(48 396.68323),(49 399.14343),(50 397.84732),(51 399.88025),(52 400.06677),(53 402.73804),(54 401.93414),(55 403.39688),(56 399.05783),(57 396.47348),(58 399.5918),(59 397.04385),(60 393.36813),(61 393.85815),(62 398.91385),(63 407.22473),(64 405.44388),(65 404.79593),(66 404.4312),(67 402.8259),(68 402.9319),(69 404.56497),(70 406.183),(71 404.3816),(72 400.23868),(73 397.02347),(74 391.8173),(75 393.48447),(76 387.2321),(77 389.82407),(78 394.07092),(79 396.394),
(1 154.6662),(2 211.22423),(3 256.18896),(4 280.82776),(5 296.8768),(6 310.5019),(7 315.60748),(8 325.9518),(9 329.00443),(10 337.44354),(11 342.47873),(12 347.77246),(13 349.19418),(14 351.10547),(15 358.03717),(16 364.3238),(17 369.29282),(18 372.8369),(19 374.26895),(20 373.4182),(21 375.03024),(22 375.04465),(23 377.9282),(24 380.4115),(25 378.32065),(26 375.3695),(27 371.45496),(28 364.318),(29 365.19608),(30 364.06094),(31 367.77444),(32 366.97485),(33 367.77045),(34 368.37665),(35 368.7204),(36 368.6486),(37 367.89066),(38 369.84534),(39 375.16904),(40 373.2078),(41 373.16202),(42 374.09085),(43 375.25638),(44 374.32993),(45 374.2023),(46 381.87927),(47 380.19177),(48 380.56256),(49 387.24268),(50 387.3909),(51 391.5579),(52 387.08884),(53 393.52585),(54 393.2658),(55 393.6457),(56 392.6055),(57 392.51398),(58 390.78735),(59 387.51266),(60 388.36377),(61 390.2853),(62 391.97876),(63 396.5971),(64 395.29498),(65 401.74158),(66 398.40198),(67 397.20297),(68 392.89423),(69 392.75497),(70 393.7605),(71 390.5237),(72 392.4091),(73 389.87317),(74 385.97058),(75 390.6902),(76 389.87534),(77 389.47827),(78 394.1986),(79 391.22943),
(1 158.00749),(2 211.46666),(3 253.90706),(4 274.61356),(5 290.2884),(6 294.5927),(7 303.00024),(8 314.51813),(9 321.92117),(10 333.49817),(11 335.17047),(12 340.31772),(13 337.21732),(14 341.78748),(15 351.16586),(16 354.88715),(17 360.9126),(18 361.62943),(19 363.69455),(20 365.96756),(21 368.14798),(22 371.90375),(23 374.10968),(24 377.6497),(25 381.74136),(26 379.0966),(27 376.6176),(28 370.67456),(29 373.8937),(30 371.9319),(31 375.6664),(32 377.82855),(33 377.86096),(34 379.7124),(35 378.58975),(36 379.81442),(37 380.6961),(38 381.84247),(39 390.202),(40 390.78952),(41 395.155),(42 395.07587),(43 393.34323),(44 388.7043),(45 388.56815),(46 393.51428),(47 394.0629),(48 393.93683),(49 390.91925),(50 389.55594),(51 393.64066),(52 388.26678),(53 384.41364),(54 382.2124),(55 384.77853),(56 387.524),(57 388.68195),(58 390.08743),(59 396.01062),(60 394.09412),(61 394.58176),(62 390.6814),(63 392.99643),(64 387.98584),(65 390.89893),(66 395.98535),(67 401.79422),(68 397.47598),(69 400.31592),(70 397.87103),(71 393.34457),(72 394.93945),(73 393.3487),(74 390.34393),(75 390.48856),(76 387.5924),(77 387.71036),(78 390.947),(79 392.37122),
(1 153.62563),(2 205.7033),(3 244.8172),(4 268.188),(5 289.94586),(6 296.05145),(7 305.41333),(8 316.8407),(9 324.76572),(10 332.5938),(11 340.54483),(12 344.47278),(13 348.82214),(14 352.38297),(15 362.2967),(16 369.7097),(17 374.3735),(18 377.13013),(19 374.3214),(20 378.2276),(21 376.78503),(22 381.43643),(23 375.48102),(24 374.69766),(25 371.66098),(26 373.1892),(27 371.99713),(28 369.6707),(29 368.67883),(30 367.4095),(31 370.5124),(32 373.0329),(33 376.01712),(34 371.79837),(35 368.10565),(36 367.9189),(37 363.99783),(38 362.73572),(39 366.74213),(40 367.3777),(41 366.31415),(42 368.31696),(43 368.78888),(44 367.9185),(45 371.26627),(46 376.77026),(47 377.6783),(48 378.0376),(49 377.52798),(50 378.80807),(51 381.83972),(52 376.4737),(53 372.64417),(54 371.75266),(55 373.00635),(56 368.15402),(57 370.27036),(58 373.05728),(59 369.9879),(60 373.4792),(61 375.87903),(62 375.2276),(63 377.67245),(64 378.24152),(65 381.56253),(66 385.7225),(67 388.576),(68 386.1887),(69 387.68387),(70 390.62985),(71 390.6028),(72 388.40137),(73 389.8547),(74 392.1046),(75 388.49716),(76 387.5494),(77 390.67657),(78 392.27045),(79 393.32056),
(1 153.66147),(2 208.47478),(3 247.2592),(4 275.97614),(5 296.47195),(6 306.11554),(7 315.2708),(8 322.6532),(9 329.29208),(10 336.6893),(11 342.14078),(12 346.8395),(13 346.0034),(14 351.28876),(15 357.89822),(16 356.40036),(17 364.1217),(18 369.9773),(19 370.9925),(20 374.67444),(21 372.39),(22 372.08426),(23 372.50043),(24 373.29788),(25 369.44702),(26 368.62985),(27 366.86758),(28 361.8728),(29 367.1405),(30 368.51758),(31 371.61084),(32 373.03836),(33 374.42075),(34 377.4617),(35 373.32678),(36 377.63922),(37 375.0321),(38 374.92062),(39 376.4614),(40 371.86078),(41 371.54388),(42 367.982),(43 364.63293),(44 368.0327),(45 368.35077),(46 371.6014),(47 371.14673),(48 369.9017),(49 373.03455),(50 374.72604),(51 378.51346),(52 376.11136),(53 376.9318),(54 379.4478),(55 383.4495),(56 384.47357),(57 385.2499),(58 390.47617),(59 388.93738),(60 391.0631),(61 388.2057),(62 386.01727),(63 387.20493),(64 386.77652),(65 388.23315),(66 386.01828),(67 390.96576),(68 395.878),(69 397.4919),(70 401.90622),(71 405.9431),(72 403.88293),(73 405.3907),(74 399.15002),(75 400.4573),(76 397.5308),(77 400.55103),(78 402.6396),(79 402.12817),
(1 152.37143),(2 205.78249),(3 243.54828),(4 267.3875),(5 286.322),(6 297.04608),(7 311.41214),(8 320.3626),(9 329.1194),(10 336.3077),(11 343.1454),(12 351.21628),(13 351.3797),(14 354.81693),(15 357.14456),(16 359.99133),(17 366.5318),(18 367.65518),(19 373.82147),(20 374.12195),(21 374.8594),(22 377.2766),(23 371.76523),(24 371.21164),(25 369.59485),(26 366.80173),(27 367.88226),(28 356.40875),(29 357.06934),(30 360.32004),(31 361.24207),(32 364.53436),(33 356.76657),(34 360.18982),(35 361.4126),(36 365.13916),(37 369.45465),(38 372.26044),(39 376.3713),(40 377.2094),(41 376.37354),(42 374.92157),(43 377.0073),(44 374.62726),(45 374.24167),(46 373.70486),(47 368.84137),(48 364.6095),(49 362.8989),(50 364.54953),(51 366.17215),(52 364.75525),(53 365.96637),(54 361.2416),(55 359.3078),(56 355.98483),(57 353.84186),(58 358.14532),(59 357.22278),(60 360.68906),(61 359.04453),(62 359.35403),(63 366.66666),(64 369.4005),(65 372.9064),(66 370.7144),(67 370.92078),(68 372.07407),(69 369.56458),(70 371.5598),(71 371.2159),(72 371.20682),(73 370.72824),(74 366.6436),(75 368.2931),(76 366.00153),(77 369.06775),(78 371.99866),(79 373.3181),
(1 153.9518),(2 202.86342),(3 241.33871),(4 266.6677),(5 284.8954),(6 296.605),(7 309.7912),(8 317.8922),(9 328.07797),(10 340.03043),(11 343.38782),(12 346.9962),(13 347.3066),(14 351.42197),(15 354.89758),(16 354.16876),(17 356.64786),(18 351.2461),(19 352.08224),(20 358.3941),(21 357.9737),(22 360.77243),(23 362.82568),(24 362.77982),(25 361.04868),(26 357.996),(27 360.79346),(28 356.3783),(29 355.3852),(30 356.0881),(31 357.70343),(32 357.11563),(33 358.1934),(34 364.31125),(35 363.49503),(36 365.42514),(37 369.23383),(38 366.68866),(39 368.56537),(40 367.30783),(41 365.16052),(42 362.72144),(43 361.5401),(44 359.72748),(45 361.5697),(46 366.07907),(47 366.52628),(48 365.96783),(49 368.0182),(50 372.23203),(51 373.18945),(52 369.89334),(53 372.36475),(54 371.00333),(55 373.11102),(56 371.94098),(57 372.8312),(58 373.5364),(59 371.5766),(60 371.3323),(61 370.63873),(62 369.65564),(63 376.2506),(64 377.16312),(65 379.69165),(66 378.44724),(67 383.42834),(68 378.59647),(69 382.18073),(70 384.72607),(71 381.7336),(72 381.44183),(73 382.14438),(74 381.92807),(75 384.00214),(76 384.52072),(77 389.76147),(78 390.9122),(79 390.56693),
(1 152.56102),(2 204.60043),(3 244.81593),(4 270.14035),(5 288.74707),(6 301.9349),(7 310.75092),(8 324.36243),(9 337.1255),(10 345.70285),(11 349.58026),(12 359.04404),(13 364.26657),(14 371.44907),(15 376.6211),(16 378.3495),(17 378.86588),(18 373.08224),(19 371.26392),(20 372.9413),(21 371.9757),(22 368.81952),(23 369.3378),(24 369.82733),(25 361.53204),(26 361.2773),(27 363.70593),(28 361.37747),(29 362.19357),(30 361.36514),(31 356.87402),(32 357.5551),(33 356.98376),(34 359.30756),(35 360.16473),(36 362.61658),(37 361.34842),(38 358.8747),(39 361.82462),(40 363.822),(41 371.62515),(42 374.86578),(43 380.19363),(44 382.79272),(45 384.71872),(46 385.39615),(47 383.8392),(48 381.98483),(49 384.91266),(50 384.84836),(51 388.07437),(52 384.40518),(53 386.01395),(54 386.1187),(55 388.56433),(56 387.79642),(57 388.81207),(58 392.4817),(59 388.77414),(60 393.5135),(61 393.4553),(62 392.54398),(63 394.9176),(64 392.978),(65 394.07758),(66 392.10486),(67 397.21674),(68 394.34247),(69 397.34744),(70 397.57312),(71 395.06796),(72 390.34735),(73 389.39105),(74 386.82068),(75 392.7971),(76 390.60416),(77 392.1995),(78 388.99304),(79 390.99185),
(1 150.51277),(2 201.20557),(3 242.78827),(4 266.3725),(5 281.68),(6 297.2865),(7 305.7586),(8 321.86334),(9 328.53253),(10 335.27225),(11 336.9407),(12 343.18594),(13 347.86362),(14 351.5437),(15 356.7634),(16 357.28973),(17 361.465),(18 362.1178),(19 363.03055),(20 364.91434),(21 364.6263),(22 363.23093),(23 365.27145),(24 366.9306),(25 363.24417),(26 361.94763),(27 365.97537),(28 366.8171),(29 370.48526),(30 372.82236),(31 376.29254),(32 374.73926),(33 373.36996),(34 370.60843),(35 364.77246),(36 366.68414),(37 369.56058),(38 366.997),(39 369.4179),(40 370.1557),(41 370.52704),(42 372.2315),(43 374.76385),(44 374.8531),(45 373.43494),(46 371.95737),(47 370.1754),(48 369.37885),(49 370.6516),(50 373.892),(51 371.55316),(52 369.34198),(53 372.54245),(54 373.47357),(55 368.8488),(56 369.43982),(57 368.7423),(58 371.7069),(59 371.37378),(60 373.8566),(61 375.17096),(62 375.2817),(63 370.65973),(64 372.0926),(65 369.50803),(66 370.49786),(67 372.73114),(68 369.6928),(69 370.0082),(70 369.8553),(71 367.0872),(72 368.04443),(73 370.28845),(74 367.9039),(75 369.28577),(76 367.53934),(77 369.7322),(78 367.86703),(79 367.2418),
(1 149.45389),(2 201.60399),(3 237.46355),(4 260.95682),(5 281.89258),(6 292.87125),(7 302.61545),(8 310.86356),(9 321.63037),(10 329.67618),(11 336.34665),(12 340.3305),(13 340.91037),(14 343.42453),(15 347.3696),(16 347.2199),(17 350.183),(18 348.61227),(19 354.94583),(20 361.08026),(21 360.3062),(22 359.50327),(23 358.81915),(24 356.701),(25 353.76855),(26 350.89163),(27 358.17865),(28 357.5308),(29 358.2815),(30 357.6057),(31 359.59418),(32 363.43353),(33 363.48453),(34 369.18427),(35 371.4488),(36 374.5213),(37 376.091),(38 374.36792),(39 377.58817),(40 378.1197),(41 375.34488),(42 374.8913),(43 377.56293),(44 378.4757),(45 378.55676),(46 376.11618),(47 372.89606),(48 370.25735),(49 370.86505),(50 374.08838),(51 375.5063),(52 368.76782),(53 369.31247),(54 365.9913),(55 365.2148),(56 363.93912),(57 362.64743),(58 361.69073),(59 363.93903),(60 366.83582),(61 365.6957),(62 363.80243),(63 367.32422),(64 366.7703),(65 370.00742),(66 370.19983),(67 372.37234),(68 370.15607),(69 367.93704),(70 366.10217),(71 363.49225),(72 366.09106),(73 367.22064),(74 367.6233),(75 368.19885),(76 364.027),(77 365.516),(78 362.29572),(79 364.3238),
(1 150.60796),(2 203.65749),(3 243.56244),(4 268.11304),(5 284.736),(6 296.8323),(7 305.742),(8 318.63983),(9 330.07373),(10 337.26474),(11 342.0835),(12 351.13907),(13 354.45862),(14 360.54694),(15 365.58328),(16 365.83026),(17 368.2177),(18 367.86578),(19 372.6506),(20 377.0882),(21 378.79575),(22 381.82138),(23 376.24408),(24 374.95694),(25 369.71933),(26 365.7814),(27 369.77524),(28 371.2065),(29 368.79126),(30 362.73856),(31 359.89365),(32 356.23935),(33 357.62946),(34 360.1081),(35 358.291),(36 356.07147),(37 355.85226),(38 351.75757),(39 355.49625),(40 356.35297),(41 358.3145),(42 357.78845),(43 354.80795),(44 352.75153),(45 352.8064),(46 354.73257),(47 354.586),(48 354.80045),(49 354.40637),(50 354.26218),(51 357.3657),(52 355.74866),(53 361.33813),(54 359.09192),(55 356.19644),(56 353.2885),(57 355.28513),(58 358.1381),(59 359.48257),(60 362.84326),(61 360.54636),(62 358.59314),(63 358.02322),(64 357.6713),(65 361.10474),(66 366.9777),(67 369.5404),(68 366.89984),(69 364.8704),(70 367.61478),(71 365.05447),(72 367.36984),(73 366.17065),(74 370.1148),(75 372.72104),(76 373.11526),(77 379.0029),(78 376.85394),(79 375.00775),
(1 145.95123),(2 194.26515),(3 233.92584),(4 255.99239),(5 272.73752),(6 283.8467),(7 291.42114),(8 303.94565),(9 309.41855),(10 316.471),(11 321.34146),(12 322.51703),(13 321.5199),(14 323.12885),(15 330.65634),(16 332.0715),(17 333.9843),(18 335.38806),(19 337.8862),(20 340.68268),(21 341.68948),(22 345.73715),(23 344.36722),(24 344.50482),(25 342.36652),(26 342.7027),(27 344.93423),(28 344.02933),(29 342.9896),(30 342.45865),(31 333.32764),(32 333.69904),(33 331.19232),(34 333.52856),(35 335.3865),(36 337.86716),(37 337.46732),(38 337.86386),(39 342.74933),(40 340.2862),(41 340.80542),(42 337.81564),(43 340.8552),(44 343.76035),(45 343.03848),(46 346.49902),(47 346.54935),(48 350.2316),(49 352.13324),(50 353.49667),(51 360.98102),(52 361.55374),(53 364.7129),(54 362.70993),(55 360.41623),(56 357.52136),(57 358.62827),(58 359.2866),(59 362.84824),(60 362.94754),(61 361.63382),(62 360.51038),(63 359.63403),(64 362.06693),(65 365.33887),(66 363.36795),(67 360.25327),(68 357.31088),(69 354.23203),(70 355.3055),(71 351.5963),(72 350.4667),(73 347.4813),(74 348.3076),(75 348.0279),(76 351.0243),(77 359.16687),(78 362.94586),(79 366.61172),
(1 143.84142),(2 196.13635),(3 235.12878),(4 259.6216),(5 278.6346),(6 290.63147),(7 301.31024),(8 312.52368),(9 321.4567),(10 333.0158),(11 333.22028),(12 340.93118),(13 344.35602),(14 348.94138),(15 349.5273),(16 349.73624),(17 357.85217),(18 363.65067),(19 365.6862),(20 370.7888),(21 371.85986),(22 373.2724),(23 365.5059),(24 362.03732),(25 358.67303),(26 359.5165),(27 360.39572),(28 359.04984),(29 357.24582),(30 358.051),(31 355.8581),(32 355.39703),(33 359.0096),(34 361.22098),(35 359.08353),(36 357.18835),(37 355.87375),(38 353.70258),(39 352.78064),(40 350.6185),(41 353.13544),(42 354.1671),(43 359.0962),(44 360.51514),(45 358.74203),(46 356.50934),(47 358.69238),(48 362.46887),(49 360.77747),(50 359.9279),(51 361.60828),(52 362.5561),(53 363.5097),(54 366.76282),(55 366.10025),(56 362.53214),(57 360.71066),(58 367.07193),(59 369.93585),(60 369.3302),(61 370.25403),(62 372.56726),(63 374.46375),(64 379.0252),(65 383.16772),(66 382.38937),(67 380.7658),(68 380.01483),(69 377.9433),(70 377.55618),(71 378.64264),(72 378.31158),(73 376.73273),(74 378.69046),(75 379.7872),(76 378.75363),(77 381.06216),(78 376.99255),(79 376.22388),
(1 145.5036),(2 198.44385),(3 232.17825),(4 255.8559),(5 271.5214),(6 286.61493),(7 295.1021),(8 303.67596),(9 308.42215),(10 318.40845),(11 324.41516),(12 327.18927),(13 327.12637),(14 328.35855),(15 331.36386),(16 331.33014),(17 336.2485),(18 339.51346),(19 343.15424),(20 349.2082),(21 352.0501),(22 350.84097),(23 343.89172),(24 346.29224),(25 343.19742),(26 341.92206),(27 345.67572),(28 345.58432),(29 346.44995),(30 346.9874),(31 339.33798),(32 341.80923),(33 339.4232),(34 341.32092),(35 335.23856),(36 334.35458),(37 329.7895),(38 326.05087),(39 328.74167),(40 325.4024),(41 327.17026),(42 329.78458),(43 329.821),(44 336.31387),(45 337.97403),(46 340.8343),(47 341.08282),(48 344.22885),(49 344.0412),(50 342.3338),(51 348.5933),(52 348.26892),(53 350.2863),(54 345.8152),(55 344.61627),(56 346.99838),(57 344.8431),(58 342.96732),(59 346.0738),(60 344.5282),(61 342.5181),(62 342.31482),(63 347.98834),(64 352.60074),(65 350.61942),(66 346.03943),(67 345.5868),(68 342.3214),(69 341.02716),(70 341.64462),(71 341.12555),(72 342.8044),(73 344.06238),(74 341.3775),(75 344.34296),(76 339.2253),(77 337.87192),(78 342.13397),(79 345.4031),
(1 145.51224),(2 197.32207),(3 235.94121),(4 260.81503),(5 275.56558),(6 292.04233),(7 302.39224),(8 313.81778),(9 323.37796),(10 334.7698),(11 343.96814),(12 350.94537),(13 354.47922),(14 357.9161),(15 360.39517),(16 361.555),(17 362.9395),(18 361.40115),(19 363.6516),(20 363.35898),(21 365.88037),(22 366.59653),(23 361.31137),(24 356.48077),(25 355.84335),(26 354.08072),(27 356.55594),(28 353.9433),(29 351.51053),(30 355.4398),(31 353.29477),(32 353.17963),(33 351.6527),(34 348.8077),(35 347.06824),(36 346.88263),(37 347.7677),(38 347.74136),(39 350.28607),(40 345.87476),(41 349.7155),(42 346.7757),(43 343.58594),(44 347.88907),(45 350.76666),(46 354.71713),(47 356.46878),(48 356.65073),(49 354.82706),(50 354.90665),(51 358.42596),(52 360.83862),(53 360.92987),(54 356.73718),(55 357.5611),(56 359.30353),(57 361.65762),(58 363.19568),(59 364.89813),(60 360.9833),(61 360.76514),(62 358.39664),(63 358.0929),(64 357.5278),(65 358.79205),(66 356.86905),(67 357.12885),(68 359.6375),(69 357.75537),(70 358.5496),(71 354.58942),(72 352.4618),(73 350.61395),(74 350.2606),(75 355.41214),(76 356.5132),(77 358.55194),(78 357.21362),(79 358.08105),
(1 142.36336),(2 195.87604),(3 232.18106),(4 252.944),(5 264.48355),(6 278.5814),(7 288.8232),(8 299.09323),(9 307.50366),(10 316.43594),(11 322.9745),(12 330.54477),(13 333.73276),(14 335.5262),(15 335.12906),(16 336.488),(17 342.67902),(18 347.60587),(19 351.22125),(20 355.17633),(21 351.62915),(22 351.12555),(23 345.27267),(24 345.33173),(25 344.77258),(26 340.43707),(27 341.65176),(28 336.39877),(29 338.1061),(30 339.22824),(31 339.81946),(32 341.8681),(33 344.9735),(34 342.5565),(35 347.4642),(36 347.73953),(37 342.87448),(38 339.45572),(39 342.66516),(40 338.23257),(41 340.40494),(42 337.69543),(43 333.45596),(44 337.12918),(45 333.86108),(46 337.13806),(47 338.0036),(48 334.93774),(49 339.37875),(50 339.9176),(51 338.317),(52 339.04922),(53 342.6131),(54 348.00058),(55 350.09265),(56 353.68024),(57 353.50623),(58 354.26498),(59 350.82556),(60 347.6841),(61 349.59247),(62 347.16153),(63 347.14307),(64 344.04065),(65 340.81067),(66 341.86853),(67 346.00986),(68 350.25665),(69 355.72998),(70 353.1367),(71 355.79672),(72 354.80563),(73 350.79785),(74 350.99567),(75 356.9908),(76 353.81308),(77 357.8513),(78 359.26804),(79 358.3931),
(1 140.67567),(2 192.53746),(3 229.16112),(4 252.07732),(5 265.69092),(6 277.9257),(7 288.36615),(8 298.21414),(9 303.94238),(10 314.95),(11 318.04868),(12 321.82553),(13 320.55304),(14 321.06396),(15 326.36554),(16 330.57956),(17 337.18866),(18 341.00555),(19 344.89215),(20 345.48633),(21 338.35437),(22 337.48856),(23 334.0985),(24 334.86),(25 340.31967),(26 344.71075),(27 343.00806),(28 338.42175),(29 334.62097),(30 333.22153),(31 330.3761),(32 329.2151),(33 329.7365),(34 327.3758),(35 325.86777),(36 326.92734),(37 328.76102),(38 330.88885),(39 330.98114),(40 326.80923),(41 327.76187),(42 326.6189),(43 325.26303),(44 327.44028),(45 324.44226),(46 326.0465),(47 325.76328),(48 324.36948),(49 325.28638),(50 324.51944),(51 327.4175),(52 322.70422),(53 326.3586),(54 325.97986),(55 332.23383),(56 334.8739),(57 337.41278),(58 341.3335),(59 338.64206),(60 341.33496),(61 346.78305),(62 342.89026),(63 339.84503),(64 336.8951),(65 338.99332),(66 339.45502),(67 342.2467),(68 341.50958),(69 348.97183),(70 349.9735),(71 350.94525),(72 348.97858),(73 349.49197),(74 348.18372),(75 349.5362),(76 345.58542),(77 351.90543),(78 351.28848),(79 354.55896),
