1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50900.31),(2 123329.23),(3 219128.83),(4 324899.63),(5 439119.88),(6 546389.44),(7 664579.4),(8 787888.7),(9 898756.7),(10 1021412.06),(11 1128045),(12 1222803.4),(13 1316224.6),(14 1405020),(15 1501184),(16 1604731),(17 1701262.4),(18 1771726.5),(19 1840429.6),(20 1903832.9),(21 1952456.9),(22 2003388),(23 2034905),(24 2053026.1),(25 2061887.9),(26 2062357.6),(27 2061285.6),(28 2055313.1),(29 2047146.9),(30 2036040.9),(31 2032744.1),(32 2034475),(33 2054295.1),(34 2093974.9),(35 2115523.8),(36 2113689.3),(37 2143377.8),(38 2148064.8),(39 2226781.5),(40 2253813.3),(41 2269708),(42 2263451.5),(43 2258065.3),(44 2248286.8),(45 2229594.3),(46 2205581),(47 2194379),(48 2196177),(49 2199119.3),(50 2203802),(51 2217469.3),(52 2233803),(53 2271288.8),(54 2307051.3),(55 2346029.8),(56 2400000.3),(57 2465438.8),(58 2517887.3),(59 2588456.3),(60 2644462),(61 2732607.8),(62 2816180.8),(63 2904876.3),(64 2997486),(65 3095411.3),(66 3191014.8),(67 3281671.3),(68 3378961.3),(69 3465760),(70 3541805.8),(71 3590064.3),(72 3619614.3),(73 3647885.3),(74 3666914.8),(75 3646847.8),(76 3653321),(77 3659090.8),(78 3640463.3),(79 3630212),
(1 995.20544),(2 1427.7681),(3 1705.8035),(4 1853.9856),(5 1982.4584),(6 2042.6978),(7 2105.1082),(8 2190.8364),(9 2230.8672),(10 2263.2493),(11 2304.3296),(12 2313.8064),(13 2337.7332),(14 2349.1423),(15 2384.35),(16 2436.2031),(17 2474.0308),(18 2475.284),(19 2486.18),(20 2479.0808),(21 2485.452),(22 2514.2961),(23 2523.522),(24 2535.5627),(25 2548.17),(26 2580.1997),(27 2597.0698),(28 2598.1038),(29 2607.7642),(30 2613.5225),(31 2587.3044),(32 2591.549),(33 2588.1343),(34 2635.7007),(35 2625.7375),(36 2598.1106),(37 2558.0317),(38 2563.8691),(39 2581.7944),(40 2586.7979),(41 2578.9712),(42 2579.6033),(43 2611.747),(44 2590.6355),(45 2630.0735),(46 2645.2935),(47 2615.3677),(48 2644.6218),(49 2685.8894),(50 2671.3906),(51 2684.6987),(52 2716.6775),(53 2703.58),(54 2711.4495),(55 2722.3252),(56 2694.3108),(57 2714.7043),(58 2724.8555),(59 2747.573),(60 2786.121),(61 2785.6135),(62 2804.9546),(63 2835.0068),(64 2817.793),(65 2815.0432),(66 2840.4265),(67 2818.3984),(68 2789.3035),(69 2823.459),(70 2796.6013),(71 2782.158),(72 2781.3113),(73 2785.6257),(74 2785.4666),(75 2810.979),(76 2778.712),(77 2775.3381),(78 2766.6155),(79 2759.7058),
(1 998.48553),(2 1427.0515),(3 1670.2195),(4 1807.0314),(5 1943.5543),(6 2025.2625),(7 2110.0354),(8 2169.8333),(9 2234.0715),(10 2259.4514),(11 2319.6975),(12 2340.3928),(13 2357.0908),(14 2371.8943),(15 2395.876),(16 2419.9116),(17 2484.4785),(18 2482.5842),(19 2490.4907),(20 2507.3442),(21 2520.6494),(22 2548.6877),(23 2594.4207),(24 2609.7139),(25 2604.018),(26 2616.366),(27 2639.038),(28 2619.2766),(29 2632.4507),(30 2631.9155),(31 2637.4666),(32 2664.6743),(33 2675.8545),(34 2698.6833),(35 2698.0166),(36 2712.3489),(37 2694.3),(38 2712.6182),(39 2735.9407),(40 2747.719),(41 2739.2449),(42 2729.9478),(43 2770.6458),(44 2726.4954),(45 2722.8662),(46 2730.4019),(47 2731.1882),(48 2729.1714),(49 2787.7498),(50 2755.4417),(51 2760.878),(52 2802.5396),(53 2767.99),(54 2760.8108),(55 2788.3787),(56 2747.674),(57 2746.5322),(58 2744.2415),(59 2766.7268),(60 2738.0303),(61 2709.472),(62 2711.4412),(63 2753.7402),(64 2733.586),(65 2736.1929),(66 2773.7852),(67 2765.1414),(68 2753.7883),(69 2788.8982),(70 2763.0967),(71 2763.3928),(72 2749.2446),(73 2748.3013),(74 2743.0776),(75 2783.0596),(76 2736.406),(77 2738.273),(78 2734.1077),(79 2672.9263),
(1 972.36115),(2 1373.0411),(3 1629.4563),(4 1768.5411),(5 1902.7821),(6 1991.3954),(7 2085.1052),(8 2143.577),(9 2173.8633),(10 2183.3582),(11 2243.003),(12 2272.0925),(13 2293.6172),(14 2307.9417),(15 2337.123),(16 2332.8018),(17 2395.7827),(18 2406.4243),(19 2438.0703),(20 2478.335),(21 2457.5647),(22 2470.0684),(23 2503.2214),(24 2492.4763),(25 2528.6458),(26 2535.1028),(27 2547.161),(28 2534.9333),(29 2569.3696),(30 2563.333),(31 2585.4412),(32 2611.0713),(33 2586.2764),(34 2596.2327),(35 2606.1965),(36 2611.2322),(37 2629.2778),(38 2634.702),(39 2604.2556),(40 2612.6816),(41 2580.6526),(42 2576.3223),(43 2602.3),(44 2562.5415),(45 2559.6624),(46 2584.3484),(47 2570.4968),(48 2547.3054),(49 2587.895),(50 2585.1016),(51 2592.0044),(52 2608.5972),(53 2592.0757),(54 2586.7808),(55 2603.382),(56 2582.7249),(57 2614.602),(58 2615.618),(59 2595.5242),(60 2585.4172),(61 2579.2693),(62 2553.0535),(63 2582.2737),(64 2547.381),(65 2567.6475),(66 2604.3757),(67 2641.4924),(68 2630.7446),(69 2647.0444),(70 2637.826),(71 2632.3557),(72 2637.8774),(73 2614.1973),(74 2618.2827),(75 2645.4849),(76 2628.845),(77 2644.639),(78 2673.752),(79 2647.0183),
(1 939.4458),(2 1338.616),(3 1579.0295),(4 1724.2736),(5 1845.7561),(6 1923.2559),(7 1997.701),(8 2079.9983),(9 2085.624),(10 2128.8833),(11 2177.3865),(12 2187.4895),(13 2224.5356),(14 2265.3848),(15 2303.4915),(16 2301.1602),(17 2367.9958),(18 2371.5547),(19 2381.7805),(20 2421.3875),(21 2426.831),(22 2450.3975),(23 2474.1384),(24 2451.9897),(25 2471.925),(26 2510.49),(27 2505.5854),(28 2523.352),(29 2556.1235),(30 2544.7363),(31 2548.2612),(32 2569.919),(33 2583.5715),(34 2610.595),(35 2622.307),(36 2628.7874),(37 2613.3584),(38 2613.6287),(39 2589.044),(40 2594.3293),(41 2567.3582),(42 2552.9978),(43 2574.9072),(44 2557.359),(45 2556.8975),(46 2593.1304),(47 2568.0771),(48 2549.776),(49 2558.7068),(50 2560.031),(51 2560.9124),(52 2615.881),(53 2602.4517),(54 2589.8965),(55 2619.4302),(56 2627.8699),(57 2652.0615),(58 2612.8362),(59 2604.8691),(60 2634.0854),(61 2655.686),(62 2652.256),(63 2672.2917),(64 2633.927),(65 2639.9329),(66 2665.298),(67 2658.7466),(68 2643.1675),(69 2651.4292),(70 2632.3599),(71 2623.508),(72 2652.402),(73 2656.5671),(74 2648.343),(75 2683.2334),(76 2665.101),(77 2646.0122),(78 2644.3652),(79 2609.321),
(1 926.476),(2 1298.6154),(3 1537.6339),(4 1645.7145),(5 1749.8168),(6 1843.641),(7 1901.9167),(8 2007.8221),(9 2049.369),(10 2100.4565),(11 2133.9312),(12 2149.6287),(13 2180.7737),(14 2210.965),(15 2265.6626),(16 2258.9065),(17 2317.1736),(18 2325.7297),(19 2343.6702),(20 2383.48),(21 2403.2244),(22 2414.5264),(23 2442.4717),(24 2409.7056),(25 2433.6677),(26 2461.738),(27 2449.6482),(28 2442.663),(29 2441.503),(30 2449.2932),(31 2435.3008),(32 2488.0945),(33 2479.9712),(34 2487.5132),(35 2503.1816),(36 2507.404),(37 2516.8892),(38 2543.7053),(39 2526.885),(40 2548.8687),(41 2540.9805),(42 2557.277),(43 2584.7087),(44 2579.0676),(45 2589.9124),(46 2607.3926),(47 2606.8337),(48 2592.8584),(49 2633.619),(50 2629.8154),(51 2657.6038),(52 2687.6194),(53 2644.118),(54 2642.4143),(55 2658.2788),(56 2644.9854),(57 2640.6965),(58 2635.643),(59 2624.3308),(60 2607.2488),(61 2605.3884),(62 2617.7405),(63 2651.4968),(64 2614.5845),(65 2600.136),(66 2625.554),(67 2594.7253),(68 2594.394),(69 2606.6904),(70 2597.632),(71 2605.34),(72 2633.176),(73 2597.354),(74 2584.4795),(75 2576.5994),(76 2562.465),(77 2583.5151),(78 2609.7703),(79 2586.2646),
(1 927.198),(2 1303.627),(3 1516.1896),(4 1646.3344),(5 1741.7446),(6 1838.5569),(7 1910.133),(8 2014.087),(9 2050.912),(10 2078.7732),(11 2089.2053),(12 2112.8643),(13 2121.6868),(14 2160.4304),(15 2230.3098),(16 2250.974),(17 2319.28),(18 2307.9614),(19 2330.072),(20 2352.9756),(21 2349.22),(22 2355.9187),(23 2360.0898),(24 2362.048),(25 2359.9014),(26 2373.5986),(27 2360.7683),(28 2334.6697),(29 2351.5508),(30 2327.3162),(31 2331.6196),(32 2381.623),(33 2369.2468),(34 2387.7026),(35 2384.8403),(36 2379.2302),(37 2389.6436),(38 2404.0002),(39 2412.099),(40 2419.0266),(41 2399.2422),(42 2397.4026),(43 2448.7222),(44 2446.4111),(45 2432.7224),(46 2439.8591),(47 2438.879),(48 2424.0366),(49 2470.3267),(50 2471.1758),(51 2507.191),(52 2519.4224),(53 2508.702),(54 2528.2559),(55 2541.4692),(56 2535.3394),(57 2514.736),(58 2533.5486),(59 2522.1074),(60 2508.169),(61 2488.5977),(62 2492.3179),(63 2536.3816),(64 2497.4304),(65 2493.6265),(66 2537.1174),(67 2519.877),(68 2509.4001),(69 2540.5137),(70 2531.7048),(71 2537.8018),(72 2570.5374),(73 2549.7864),(74 2539.7822),(75 2564.2473),(76 2560.0046),(77 2562.8804),(78 2604.1702),(79 2625.1042),
(1 927.8267),(2 1304.2467),(3 1519.5632),(4 1653.4457),(5 1762.8495),(6 1826.4658),(7 1879.8147),(8 1979.248),(9 2029.9254),(10 2056.182),(11 2079.0034),(12 2099.5886),(13 2143.2988),(14 2201.1147),(15 2238.9602),(16 2236.0461),(17 2308.6704),(18 2276.3164),(19 2276.3684),(20 2298.539),(21 2293.7808),(22 2329.5015),(23 2325.4065),(24 2321.7126),(25 2327.0637),(26 2348.9534),(27 2346.2166),(28 2305.0693),(29 2298.839),(30 2285.0466),(31 2293.743),(32 2339.7563),(33 2340.2954),(34 2356.3325),(35 2355.783),(36 2364.833),(37 2379.45),(38 2398.3848),(39 2430.3577),(40 2431.0422),(41 2404.8108),(42 2391.4377),(43 2458.4773),(44 2447.7239),(45 2464.827),(46 2488.968),(47 2456.295),(48 2451.8818),(49 2453.4482),(50 2423.35),(51 2456.52),(52 2451.0078),(53 2436.2563),(54 2471.3972),(55 2499.891),(56 2470.3337),(57 2482.3635),(58 2490.8157),(59 2473.9878),(60 2500.5867),(61 2496.635),(62 2514.9775),(63 2545.7422),(64 2509.8782),(65 2508.1858),(66 2499.0413),(67 2471.4678),(68 2463.017),(69 2465.1057),(70 2455.412),(71 2456.108),(72 2475.6235),(73 2463.975),(74 2481.9778),(75 2528.642),(76 2556.2327),(77 2577.8555),(78 2593.3252),(79 2606.015),
(1 908.2494),(2 1254.0222),(3 1460.9917),(4 1574.8843),(5 1682.2281),(6 1740.1782),(7 1815.8625),(8 1905.2411),(9 1945.7534),(10 1983.2965),(11 2013.1178),(12 2043.812),(13 2069.9875),(14 2110.8184),(15 2155.9553),(16 2176.962),(17 2239.219),(18 2234.3357),(19 2237.926),(20 2249.9133),(21 2258.2415),(22 2250.0313),(23 2249.7556),(24 2211.5986),(25 2203.756),(26 2238.1963),(27 2235.7651),(28 2212.554),(29 2243.2366),(30 2247.546),(31 2249.526),(32 2298.8596),(33 2293.7053),(34 2312.2305),(35 2327.2112),(36 2351.6492),(37 2362.742),(38 2388.098),(39 2411.1038),(40 2450.8125),(41 2406.145),(42 2412.9382),(43 2435.3684),(44 2406.3691),(45 2419.7625),(46 2420.616),(47 2407.7532),(48 2422.546),(49 2446.8618),(50 2410.141),(51 2407.1453),(52 2421.6147),(53 2378.8267),(54 2395.6318),(55 2419.8496),(56 2401.0303),(57 2411.8853),(58 2416.3098),(59 2369.7842),(60 2371.3242),(61 2385.2556),(62 2384.2212),(63 2419.2754),(64 2402.0652),(65 2396.2449),(66 2395.9746),(67 2372.1865),(68 2357.4612),(69 2384.5195),(70 2391.8992),(71 2407.563),(72 2440.0154),(73 2447.405),(74 2448.25),(75 2523.1628),(76 2523.1943),(77 2492.2642),(78 2498.826),(79 2473.9172),
(1 923.3894),(2 1262.1714),(3 1463.9387),(4 1590.9071),(5 1707.7714),(6 1765.0441),(7 1834.9393),(8 1902.1594),(9 1922.6835),(10 1965.5492),(11 1990.7993),(12 2030.7972),(13 2067.4688),(14 2121.448),(15 2187.7424),(16 2204.5264),(17 2270.6387),(18 2286.279),(19 2302.544),(20 2314.4763),(21 2309.0151),(22 2315.7053),(23 2336.1816),(24 2316.0776),(25 2295.736),(26 2298.218),(27 2309.8994),(28 2330.7942),(29 2366.6924),(30 2352.7424),(31 2344.595),(32 2393.2761),(33 2369.4348),(34 2390.087),(35 2408.072),(36 2395.3313),(37 2393.0835),(38 2411.7737),(39 2420.131),(40 2418.9365),(41 2397.2522),(42 2412.818),(43 2441.6887),(44 2406.7253),(45 2424.9263),(46 2457.8357),(47 2456.2346),(48 2437.8303),(49 2452.296),(50 2432.5593),(51 2452.6858),(52 2479.1057),(53 2452.777),(54 2450.62),(55 2458.2952),(56 2423.1711),(57 2414.8398),(58 2424.6592),(59 2428.867),(60 2445.2063),(61 2462.8013),(62 2478.109),(63 2520.1423),(64 2495.3704),(65 2494.1772),(66 2506.2075),(67 2468.1614),(68 2475.2065),(69 2481.8938),(70 2466.5896),(71 2472.013),(72 2511.93),(73 2493.451),(74 2497.9978),(75 2557.8828),(76 2541.3206),(77 2531.7056),(78 2531.5024),(79 2492.3792),
(1 918.1986),(2 1260.7494),(3 1476.4813),(4 1606.8969),(5 1707.2892),(6 1786.8416),(7 1835.4835),(8 1896.9203),(9 1929.5137),(10 1966.5544),(11 2020.337),(12 2054.0603),(13 2075.1807),(14 2124.7993),(15 2175.7085),(16 2218.618),(17 2298.5183),(18 2290.6282),(19 2306.6855),(20 2323.117),(21 2336.2534),(22 2347.524),(23 2371.4248),(24 2339.999),(25 2336.7961),(26 2322.1687),(27 2324.5957),(28 2330.4736),(29 2350.5417),(30 2324.6428),(31 2315.0405),(32 2332.694),(33 2316.8606),(34 2309.5417),(35 2309.6145),(36 2282.3416),(37 2287.6345),(38 2291.7932),(39 2288.549),(40 2298.125),(41 2278.9133),(42 2288.5945),(43 2336.9778),(44 2314.855),(45 2332.6235),(46 2356.7854),(47 2339.3),(48 2346.045),(49 2381.6216),(50 2363.8337),(51 2380.6968),(52 2394.9177),(53 2362.4465),(54 2357.8032),(55 2396.5461),(56 2341.288),(57 2343.4934),(58 2358.5356),(59 2392.1384),(60 2408.8735),(61 2433.7214),(62 2424.66),(63 2447.6921),(64 2421.153),(65 2412.153),(66 2406.8723),(67 2352.104),(68 2347.378),(69 2350.9304),(70 2310.6057),(71 2334.1306),(72 2368.0605),(73 2359.4502),(74 2376.4736),(75 2413.2102),(76 2387.8318),(77 2360.1995),(78 2357.6929),(79 2319.1902),
(1 896.54205),(2 1215.0669),(3 1426.847),(4 1571.627),(5 1664.8217),(6 1753.8658),(7 1816.3916),(8 1873.7461),(9 1881.1677),(10 1917.2521),(11 1939.9525),(12 1971.7305),(13 1991.5577),(14 2024.3129),(15 2065.5298),(16 2113.3765),(17 2204.9648),(18 2203.175),(19 2225.1455),(20 2237.6357),(21 2218.2168),(22 2224.8755),(23 2267.2368),(24 2247.3904),(25 2265.5667),(26 2268.052),(27 2254.2788),(28 2263.691),(29 2262.3772),(30 2258.705),(31 2239.6143),(32 2267.9036),(33 2249.0288),(34 2288.45),(35 2282.3696),(36 2257.1777),(37 2246.0557),(38 2242.4749),(39 2238.3342),(40 2243.2256),(41 2229.7104),(42 2215.975),(43 2238.8718),(44 2224.5112),(45 2237.4453),(46 2263.8528),(47 2255.3552),(48 2265.5186),(49 2304.8557),(50 2272.7507),(51 2272.492),(52 2279.1077),(53 2245.76),(54 2233.9207),(55 2267.6394),(56 2236.2712),(57 2256.0342),(58 2274.5886),(59 2295.5374),(60 2313.9255),(61 2303.2605),(62 2297.5122),(63 2342.1526),(64 2343.1982),(65 2340.793),(66 2329.6316),(67 2270.8804),(68 2255.8914),(69 2280.2793),(70 2261.0747),(71 2268.9146),(72 2291.5242),(73 2266.9707),(74 2272.8772),(75 2286.1143),(76 2268.389),(77 2255.9907),(78 2267.0361),(79 2223.0747),
(1 895.0407),(2 1218.3693),(3 1441.3353),(4 1575.7317),(5 1706.1998),(6 1784.1293),(7 1852.9645),(8 1906.4436),(9 1945.1274),(10 1962.0026),(11 2010.294),(12 2059.165),(13 2070.2068),(14 2108.9434),(15 2160.3167),(16 2181.4226),(17 2258.4802),(18 2269.2214),(19 2305.3047),(20 2318.5154),(21 2316.4172),(22 2322.9421),(23 2372.9912),(24 2353.028),(25 2352.097),(26 2386.3923),(27 2374.9749),(28 2352.662),(29 2328.2832),(30 2338.871),(31 2328.763),(32 2352.4514),(33 2343.353),(34 2369.416),(35 2358.2976),(36 2358.7559),(37 2369.354),(38 2388.5754),(39 2375.898),(40 2370.8901),(41 2348.5269),(42 2344.8076),(43 2344.267),(44 2333.0623),(45 2368.053),(46 2391.4778),(47 2365.6985),(48 2375.906),(49 2387.9558),(50 2360.5833),(51 2390.8904),(52 2429.5813),(53 2383.1309),(54 2363.5234),(55 2367.7065),(56 2328.3843),(57 2323.8774),(58 2363.672),(59 2362.9827),(60 2374.4656),(61 2375.2605),(62 2370.1196),(63 2388.224),(64 2372.8877),(65 2372.609),(66 2363.0278),(67 2338.9717),(68 2338.979),(69 2367.1926),(70 2343.551),(71 2363.0781),(72 2416.9663),(73 2406.092),(74 2402.7053),(75 2417.0664),(76 2405.329),(77 2378.1843),(78 2378.993),(79 2379.7986),
(1 861.8591),(2 1187.3772),(3 1388.6934),(4 1524.0481),(5 1644.7971),(6 1715.0565),(7 1759.8003),(8 1807.2102),(9 1859.6292),(10 1899.4987),(11 1953.2843),(12 1993.7712),(13 2018.6208),(14 2081.3933),(15 2091.94),(16 2121.6294),(17 2213.1511),(18 2208.6775),(19 2208.929),(20 2229.482),(21 2235.8323),(22 2236.1968),(23 2240.089),(24 2242.5352),(25 2233.7246),(26 2252.245),(27 2276.284),(28 2258.2654),(29 2248.759),(30 2227.5156),(31 2220.5256),(32 2243.586),(33 2228.5188),(34 2232.216),(35 2218.612),(36 2206.72),(37 2231.817),(38 2249.0078),(39 2239.9812),(40 2240.3943),(41 2216.8062),(42 2199.871),(43 2212.9316),(44 2203.5852),(45 2227.9368),(46 2286.702),(47 2270.2983),(48 2264.6638),(49 2277.536),(50 2253.0793),(51 2285.246),(52 2333.226),(53 2315.6243),(54 2313.084),(55 2344.7424),(56 2331.2505),(57 2329.6465),(58 2341.567),(59 2333.4165),(60 2316.2605),(61 2301.222),(62 2288.8608),(63 2313.8345),(64 2308.4346),(65 2302.687),(66 2319.6548),(67 2267.5562),(68 2273.916),(69 2293.9739),(70 2267.877),(71 2284.6323),(72 2320.1104),(73 2292.208),(74 2284.9375),(75 2318.4153),(76 2281.1262),(77 2258.4714),(78 2252.277),(79 2235.1284),
(1 870.3273),(2 1173.3873),(3 1384.9053),(4 1513.8785),(5 1636.7781),(6 1710.2361),(7 1765.4236),(8 1845.2415),(9 1882.9729),(10 1921.9565),(11 1980.4817),(12 1992.1052),(13 1971.6102),(14 1985.6036),(15 2021.9706),(16 2041.2687),(17 2096.5747),(18 2116.3062),(19 2122.0994),(20 2138.3892),(21 2131.907),(22 2149.5647),(23 2144.1604),(24 2132.718),(25 2122.841),(26 2126.7722),(27 2127.4526),(28 2139.006),(29 2137.7175),(30 2120.5862),(31 2112.3643),(32 2136.5713),(33 2142.2603),(34 2159.1162),(35 2193.1904),(36 2191.576),(37 2214.2405),(38 2242.9568),(39 2213.2043),(40 2240.9775),(41 2201.0557),(42 2199.607),(43 2234.1235),(44 2206.8635),(45 2232.6274),(46 2255.5266),(47 2243.2375),(48 2259.7817),(49 2270.5076),(50 2240.5127),(51 2261.1335),(52 2294.8801),(53 2287.4692),(54 2294.6458),(55 2307.9307),(56 2277.4346),(57 2263.3232),(58 2257.0188),(59 2236.109),(60 2221.6477),(61 2224.5278),(62 2222.8567),(63 2250.5344),(64 2238.2954),(65 2233.323),(66 2270.5154),(67 2243.282),(68 2236.098),(69 2233.3667),(70 2213.0706),(71 2228.044),(72 2236.8855),(73 2227.6978),(74 2224.8394),(75 2242.1404),(76 2234.2493),(77 2260.25),(78 2273.942),(79 2254.4756),
(1 846.06354),(2 1119.5847),(3 1309.7166),(4 1462.6267),(5 1577.1233),(6 1646.3655),(7 1711.4437),(8 1780.8606),(9 1827.0282),(10 1866.9299),(11 1902.9194),(12 1910.9513),(13 1911.2577),(14 1956.6582),(15 1964.2621),(16 1963.6296),(17 1994.8271),(18 2011.7488),(19 2031.6989),(20 2049.0715),(21 2043.1841),(22 2057.7686),(23 2073.713),(24 2074.915),(25 2064.1667),(26 2059.2527),(27 2051.335),(28 2074.345),(29 2082.909),(30 2066.4285),(31 2057.853),(32 2084.307),(33 2073.0376),(34 2115.2178),(35 2107.4016),(36 2087.5884),(37 2099.2876),(38 2109.4963),(39 2114.8694),(40 2119.8127),(41 2100.1245),(42 2090.996),(43 2102.3464),(44 2076.2874),(45 2095.9744),(46 2117.3228),(47 2113.4976),(48 2105.4246),(49 2127.5134),(50 2112.612),(51 2138.5764),(52 2140.866),(53 2135.2002),(54 2141.509),(55 2139.0447),(56 2124.2295),(57 2122.468),(58 2136.9714),(59 2103.168),(60 2097.5857),(61 2079.1892),(62 2090.2356),(63 2120.9092),(64 2112.3828),(65 2111.8237),(66 2127.3823),(67 2115.186),(68 2090.244),(69 2117.4817),(70 2086.357),(71 2073.7417),(72 2084.379),(73 2084.0137),(74 2080.6594),(75 2116.7275),(76 2098.127),(77 2109.2573),(78 2116.6782),(79 2111.8967),
(1 868.988),(2 1170.7734),(3 1356.4812),(4 1491.8639),(5 1607.9384),(6 1663.5831),(7 1705.139),(8 1773.2734),(9 1794.8326),(10 1841.4543),(11 1903.1237),(12 1931.6217),(13 1953.8605),(14 1977.5575),(15 2005.6764),(16 2011.6554),(17 2060.8523),(18 2060.5308),(19 2077.8206),(20 2104.1394),(21 2105.3855),(22 2097.9873),(23 2110.2834),(24 2106.2947),(25 2096.51),(26 2107.624),(27 2085.8513),(28 2076.1924),(29 2085.6326),(30 2083.348),(31 2094.4668),(32 2102.6133),(33 2069.8884),(34 2092.215),(35 2101.891),(36 2076.8467),(37 2106.3418),(38 2142.1948),(39 2138.543),(40 2151.7434),(41 2131.6855),(42 2163.2935),(43 2178.2844),(44 2171.2708),(45 2178.7163),(46 2183.3132),(47 2182.2957),(48 2177.6516),(49 2207.7737),(50 2199.8367),(51 2227.6162),(52 2233.6406),(53 2200.5364),(54 2192.944),(55 2204.7659),(56 2196.0752),(57 2178.9573),(58 2198.2473),(59 2171.7844),(60 2190.0024),(61 2154.5908),(62 2154.0242),(63 2191.5486),(64 2173.268),(65 2188.2617),(66 2203.5637),(67 2165.7485),(68 2142.5293),(69 2165.9163),(70 2145.8613),(71 2158.173),(72 2176.5134),(73 2163.8748),(74 2167.0256),(75 2198.8374),(76 2199.8145),(77 2195.426),(78 2191.524),(79 2186.2612),
