1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 188997.36),(2 444421.88),(3 728849.8),(4 1302254.3),(5 1960409.6),(6 2624098.3),(7 3582705.3),(8 4564520.5),(9 5538853.5),(10 6806086.5),(11 8099478.5),(12 9386329),(13 10926012),(14 12541963),(15 14012819),(16 15751984),(17 17643208),(18 19375764),(19 21558070),(20 23935978),(21 25823922),(22 28016654),(23 30368778),(24 32381698),(25 34594700),(26 36935868),(27 38792148),(28 40700420),(29 42898716),(30 44718496),(31 46897700),(32 49519884),(33 51615790),(34 54193268),(35 57555532),(36 60533132),(37 63678828),(38 67328030),(39 70488260),(40 73924730),(41 77806830),(42 81141384),(43 84477380),(44 88020700),(45 90758630),(46 93603480),(47 97255550),(48 100269270),(49 103664010),(50 107818180),(51 111378040),(52 114722390),(53 118414360),(54 121686080),(55 124394890),(56 127163240),(57 129586776),(58 131899140),(59 134674400),(60 137219920),(61 139162160),(62 140740140),(63 141227440),(64 141749090),(65 143124050),(66 144446720),(67 145946820),(68 147610800),(69 148513620),(70 149176450),(71 150113600),(72 150616690),(73 151348820),(74 152662350),(75 153746240),(76 155292350),(77 157092750),(78 159195090),(79 160688270),
(1 548.01404),(2 687.4287),(3 746.4672),(4 796.1452),(5 856.4613),(6 883.59033),(7 913.92804),(8 949.5996),(9 972.94946),(10 1009.4893),(11 1035.808),(12 1059.9276),(13 1087.1848),(14 1089.7999),(15 1130.8395),(16 1158.9456),(17 1181.654),(18 1195.7849),(19 1203.1437),(20 1215.4124),(21 1222.8685),(22 1224.7719),(23 1230.473),(24 1235.2926),(25 1231.4397),(26 1227.0013),(27 1224.7513),(28 1236.9434),(29 1222.2996),(30 1227.3733),(31 1225.4952),(32 1232.3734),(33 1230.0692),(34 1238.6729),(35 1259.342),(36 1261.1921),(37 1266.6552),(38 1269.4845),(39 1280.5927),(40 1282.9711),(41 1283.8119),(42 1279.9425),(43 1299.806),(44 1306.897),(45 1306.2124),(46 1318.5026),(47 1308.6001),(48 1327.4156),(49 1323.2126),(50 1324.1539),(51 1318.6652),(52 1309.7621),(53 1316.1624),(54 1309.4357),(55 1305.4551),(56 1312.6067),(57 1299.5885),(58 1303.9026),(59 1300.7555),(60 1293.2799),(61 1286.9961),(62 1285.2737),(63 1290.3564),(64 1285.724),(65 1286.3394),(66 1302.2906),(67 1294.9713),(68 1298.5725),(69 1307.6887),(70 1285.9642),(71 1288.0729),(72 1287.0682),(73 1288.3502),(74 1294.5306),(75 1300.213),(76 1295.472),(77 1316.6766),(78 1304.7238),(79 1309.3798),
(1 524.3796),(2 657.92175),(3 728.12665),(4 777.1128),(5 846.07886),(6 874.4414),(7 909.63055),(8 940.8759),(9 955.25806),(10 991.3196),(11 1015.26227),(12 1035.0436),(13 1058.5055),(14 1076.1069),(15 1111.1581),(16 1127.9612),(17 1162.0793),(18 1167.0082),(19 1184.5339),(20 1204.7625),(21 1207.517),(22 1216.325),(23 1226.0852),(24 1236.2668),(25 1235.8441),(26 1220.051),(27 1227.9563),(28 1239.3947),(29 1232.024),(30 1248.2589),(31 1255.6187),(32 1263.804),(33 1266.0303),(34 1278.009),(35 1306.5715),(36 1287.6115),(37 1287.2139),(38 1295.3153),(39 1308.7623),(40 1311.6646),(41 1318.5149),(42 1314.0627),(43 1334.8589),(44 1339.7455),(45 1338.3965),(46 1328.2982),(47 1326.371),(48 1331.3948),(49 1325.6476),(50 1337.6693),(51 1344.83),(52 1345.4316),(53 1347.9331),(54 1354.3848),(55 1337.6967),(56 1345.8507),(57 1347.8143),(58 1338.4193),(59 1319.6064),(60 1325.9879),(61 1329.8035),(62 1328.882),(63 1329.2802),(64 1325.179),(65 1335.6741),(66 1326.7642),(67 1328.997),(68 1322.2823),(69 1335.7855),(70 1319.878),(71 1321.7986),(72 1317.4341),(73 1303.9299),(74 1312.1036),(75 1301.6354),(76 1305.6426),(77 1310.0618),(78 1303.1829),(79 1305.4502),
(1 534.993),(2 672.73535),(3 727.1249),(4 769.5105),(5 846.65857),(6 891.86584),(7 932.1979),(8 964.71954),(9 979.82855),(10 1014.72943),(11 1034.3624),(12 1061.1615),(13 1097.0153),(14 1115.1359),(15 1145.1648),(16 1163.2615),(17 1190.3326),(18 1202.9094),(19 1218.9006),(20 1237.8226),(21 1227.9474),(22 1230.2242),(23 1240.0323),(24 1239.517),(25 1241.9905),(26 1227.7759),(27 1224.9734),(28 1228.9055),(29 1216.5261),(30 1221.4717),(31 1221.9094),(32 1223.2836),(33 1214.0734),(34 1222.4752),(35 1236.6619),(36 1241.5577),(37 1233.9668),(38 1242.5455),(39 1251.4738),(40 1256.701),(41 1268.0577),(42 1283.7461),(43 1285.6674),(44 1289.8152),(45 1311.6438),(46 1331.4064),(47 1326.7661),(48 1334.0692),(49 1322.3195),(50 1324.2518),(51 1324.0309),(52 1326.2545),(53 1320.6523),(54 1333.5874),(55 1335.9132),(56 1336.8944),(57 1332.735),(58 1329.754),(59 1324.2695),(60 1329.4039),(61 1334.5503),(62 1330.9542),(63 1335.1472),(64 1324.6765),(65 1327.051),(66 1321.9066),(67 1307.4333),(68 1308.7202),(69 1313.3174),(70 1304.6622),(71 1299.5378),(72 1304.2756),(73 1287.5103),(74 1292.3031),(75 1280.5116),(76 1292.5663),(77 1284.5692),(78 1292.1963),(79 1291.3431),
(1 538.72504),(2 671.50244),(3 729.65594),(4 772.481),(5 840.2072),(6 879.1205),(7 928.99243),(8 977.97485),(9 990.9554),(10 1021.4274),(11 1058.2527),(12 1093.911),(13 1113.5164),(14 1141.905),(15 1177.6161),(16 1195.8163),(17 1213.7069),(18 1214.9623),(19 1239.363),(20 1246.4712),(21 1250.2324),(22 1261.7589),(23 1268.3633),(24 1266.1492),(25 1250.7946),(26 1246.5244),(27 1248.5009),(28 1228.3876),(29 1232.7073),(30 1246.0958),(31 1247.3475),(32 1242.22),(33 1245.1758),(34 1248.1573),(35 1252.8098),(36 1251.1744),(37 1260.9326),(38 1278.2191),(39 1292.1982),(40 1293.6832),(41 1314.2524),(42 1317.2421),(43 1312.0383),(44 1307.9182),(45 1324.1113),(46 1330.4993),(47 1343.4634),(48 1350.7999),(49 1349.6425),(50 1352.1685),(51 1355.6885),(52 1348.5464),(53 1344.804),(54 1342.909),(55 1349.6509),(56 1334.5802),(57 1332.5818),(58 1319.8646),(59 1308.899),(60 1315.228),(61 1310.8236),(62 1302.7406),(63 1318.3374),(64 1301.3593),(65 1318.2488),(66 1322.3602),(67 1326.3021),(68 1317.9608),(69 1328.4791),(70 1326.9808),(71 1326.7024),(72 1320.4375),(73 1320.527),(74 1323.4238),(75 1331.7072),(76 1333.4038),(77 1353.3331),(78 1351.4677),(79 1360.1752),
(1 512.1948),(2 647.75635),(3 719.2553),(4 771.18695),(5 843.3574),(6 880.51196),(7 926.81415),(8 961.60925),(9 977.988),(10 1020.16284),(11 1054.0157),(12 1078.4653),(13 1096.3915),(14 1122.443),(15 1153.2589),(16 1175.9993),(17 1189.719),(18 1198.5846),(19 1211.3555),(20 1227.5636),(21 1239.1686),(22 1241.8425),(23 1249.8667),(24 1249.4624),(25 1233.3506),(26 1222.7767),(27 1208.6588),(28 1201.1143),(29 1184.0616),(30 1174.2239),(31 1175.9364),(32 1170.6338),(33 1165.9373),(34 1155.4204),(35 1156.618),(36 1167.2418),(37 1178.0885),(38 1176.4982),(39 1193.421),(40 1207.1238),(41 1210.5518),(42 1236.855),(43 1237.8379),(44 1253.2853),(45 1243.017),(46 1270.4512),(47 1260.8157),(48 1270.3999),(49 1277.1348),(50 1295.2399),(51 1307.6465),(52 1298.0281),(53 1300.7781),(54 1293.2223),(55 1285.3671),(56 1287.5906),(57 1293.0756),(58 1297.055),(59 1295.6786),(60 1313.7701),(61 1300.442),(62 1290.7667),(63 1285.6123),(64 1287.18),(65 1293.85),(66 1291.1447),(67 1283.923),(68 1284.1544),(69 1292.373),(70 1287.0483),(71 1285.8491),(72 1275.992),(73 1279.513),(74 1266.4958),(75 1269.8396),(76 1255.0524),(77 1261.104),(78 1265.0637),(79 1260.7432),
(1 504.02286),(2 631.48065),(3 688.8022),(4 754.552),(5 814.4832),(6 857.50793),(7 915.0775),(8 945.0341),(9 964.25854),(10 999.6746),(11 1029.9386),(12 1056.2753),(13 1089.9242),(14 1116.1583),(15 1152.0446),(16 1177.0065),(17 1196.5731),(18 1218.5771),(19 1230.2266),(20 1241.3524),(21 1256.8555),(22 1258.7147),(23 1250.4363),(24 1257.3578),(25 1248.6074),(26 1238.1133),(27 1225.3918),(28 1223.5824),(29 1224.4854),(30 1236.35),(31 1235.6598),(32 1221.9857),(33 1221.9966),(34 1238.2478),(35 1255.2004),(36 1243.0433),(37 1252.2744),(38 1264.8789),(39 1275.3402),(40 1294.1703),(41 1299.9827),(42 1309.0775),(43 1316.0292),(44 1322.487),(45 1315.4138),(46 1322.3213),(47 1335.1743),(48 1341.9834),(49 1342.3636),(50 1339.4213),(51 1331.9827),(52 1341.0577),(53 1343.9768),(54 1345.9956),(55 1341.3802),(56 1334.0798),(57 1333.4769),(58 1317.8423),(59 1303.5143),(60 1303.8541),(61 1303.0054),(62 1288.7955),(63 1293.6481),(64 1271.7982),(65 1287.3304),(66 1293.9935),(67 1305.2787),(68 1289.5776),(69 1297.9211),(70 1290.6792),(71 1275.9539),(72 1280.671),(73 1281.1783),(74 1274.8463),(75 1282.434),(76 1286.8936),(77 1279.654),(78 1287.1632),(79 1300.381),
(1 490.6725),(2 614.0948),(3 655.7682),(4 696.56683),(5 764.33716),(6 795.5217),(7 832.4675),(8 867.37823),(9 883.99146),(10 915.9411),(11 947.11426),(12 960.93634),(13 993.84106),(14 1017.9027),(15 1041.7147),(16 1053.3975),(17 1080.139),(18 1096.4604),(19 1110.9459),(20 1127.8431),(21 1138.7808),(22 1144.5771),(23 1144.6981),(24 1149.9291),(25 1144.8801),(26 1132.7935),(27 1124.9846),(28 1143.3467),(29 1130.7491),(30 1135.8613),(31 1126.4054),(32 1144.7322),(33 1137.2533),(34 1145.243),(35 1152.5704),(36 1167.6873),(37 1172.1075),(38 1177.2074),(39 1178.4949),(40 1184.5623),(41 1199.1904),(42 1204.2377),(43 1202.9127),(44 1205.8104),(45 1210.4523),(46 1229.2401),(47 1229.5431),(48 1220.3094),(49 1223.2297),(50 1213.1846),(51 1221.4747),(52 1217.9655),(53 1215.7146),(54 1220.5355),(55 1240.2771),(56 1220.9998),(57 1226.562),(58 1232.6718),(59 1222.3983),(60 1211.9215),(61 1212.5579),(62 1212.8414),(63 1208.1511),(64 1204.16),(65 1201.5161),(66 1208.2073),(67 1204.6051),(68 1194.9324),(69 1209.2135),(70 1201.5157),(71 1202.7074),(72 1191.6405),(73 1190.6027),(74 1184.8066),(75 1194.1171),(76 1182.6415),(77 1189.0878),(78 1188.696),(79 1194.9465),
(1 491.43683),(2 602.03986),(3 660.91785),(4 698.03156),(5 773.58826),(6 812.5039),(7 853.9212),(8 884.10455),(9 918.14343),(10 960.84686),(11 985.0597),(12 1012.34753),(13 1047.0991),(14 1056.2626),(15 1092.8473),(16 1117.1168),(17 1127.0277),(18 1153.5598),(19 1151.544),(20 1170.0092),(21 1186.0807),(22 1193.953),(23 1199.2522),(24 1213.7914),(25 1222.9537),(26 1208.2941),(27 1198.5804),(28 1198.6654),(29 1200.549),(30 1205.478),(31 1214.3522),(32 1213.9316),(33 1216.0005),(34 1231.7498),(35 1233.2203),(36 1234.6484),(37 1248.1686),(38 1248.339),(39 1266.7426),(40 1272.4346),(41 1300.3937),(42 1302.1567),(43 1314.4214),(44 1321.6829),(45 1333.6863),(46 1357.943),(47 1355.0304),(48 1353.513),(49 1352.5651),(50 1361.9683),(51 1357.6438),(52 1344.5328),(53 1341.6207),(54 1346.9943),(55 1352.7626),(56 1341.4609),(57 1338.109),(58 1319.147),(59 1303.4447),(60 1306.3972),(61 1284.948),(62 1288.7798),(63 1292.7002),(64 1275.293),(65 1291.0221),(66 1282.1765),(67 1269.5522),(68 1268.1769),(69 1270.5251),(70 1272.2678),(71 1260.6946),(72 1266.5945),(73 1259.1342),(74 1274.9646),(75 1266.5679),(76 1264.1984),(77 1264.5938),(78 1267.8291),(79 1261.4291),
(1 481.4211),(2 602.21924),(3 647.3744),(4 696.04486),(5 755.583),(6 793.59546),(7 825.70337),(8 871.443),(9 901.6588),(10 932.5115),(11 946.624),(12 983.58044),(13 1011.99585),(14 1031.8337),(15 1054.9747),(16 1079.2454),(17 1099.3279),(18 1104.7678),(19 1116.1637),(20 1149.5222),(21 1151.2166),(22 1147.1989),(23 1149.9584),(24 1151.2689),(25 1135.7185),(26 1148.9591),(27 1141.0275),(28 1139.4366),(29 1136.211),(30 1149.2954),(31 1149.7245),(32 1148.9849),(33 1147.5853),(34 1158.1704),(35 1164.7825),(36 1152.8739),(37 1157.7549),(38 1157.3612),(39 1165.9745),(40 1162.9458),(41 1180.1753),(42 1188.6792),(43 1207.3376),(44 1220.2329),(45 1237.7031),(46 1251.2938),(47 1259.3354),(48 1251.6438),(49 1254.9514),(50 1265.0149),(51 1260.319),(52 1257.8124),(53 1246.5903),(54 1251.4966),(55 1257.1582),(56 1239.3867),(57 1236.6241),(58 1230.1558),(59 1217.6666),(60 1196.406),(61 1198.5433),(62 1192.074),(63 1191.5676),(64 1170.682),(65 1190.2673),(66 1179.7875),(67 1179.2616),(68 1181.6741),(69 1177.9451),(70 1179.2878),(71 1172.112),(72 1170.1107),(73 1182.5107),(74 1183.6335),(75 1198.566),(76 1199.1508),(77 1193.0747),(78 1199.3481),(79 1200.4889),
(1 469.71948),(2 593.5158),(3 650.8242),(4 699.6886),(5 779.3435),(6 830.8398),(7 874.03516),(8 934.0157),(9 973.56177),(10 1017.8296),(11 1065.421),(12 1095.3358),(13 1140.0259),(14 1187.913),(15 1211.4348),(16 1252.9438),(17 1277.8599),(18 1285.2031),(19 1287.3984),(20 1307.9808),(21 1316.2994),(22 1321.6664),(23 1320.5914),(24 1323.4304),(25 1309.0487),(26 1303.525),(27 1287.5667),(28 1284.1654),(29 1269.4081),(30 1257.9648),(31 1263.3461),(32 1252.0894),(33 1250.6528),(34 1250.2876),(35 1235.8579),(36 1217.5537),(37 1219.5636),(38 1223.9993),(39 1235.2045),(40 1234.4397),(41 1256.6088),(42 1260.568),(43 1286.9489),(44 1302.648),(45 1320.6608),(46 1339.8601),(47 1356.341),(48 1356.266),(49 1366.2018),(50 1384.8972),(51 1389.4567),(52 1390.2493),(53 1394.7576),(54 1396.8796),(55 1387.3383),(56 1377.1187),(57 1368.2405),(58 1364.0581),(59 1350.3663),(60 1324.5753),(61 1327.129),(62 1325.5406),(63 1308.2148),(64 1292.5171),(65 1293.8489),(66 1290.7749),(67 1295.7013),(68 1290.7847),(69 1290.405),(70 1295.3779),(71 1287.4995),(72 1277.4178),(73 1277.8755),(74 1270.5214),(75 1272.1263),(76 1256.4114),(77 1245.4125),(78 1250.9926),(79 1243.6605),
(1 460.19058),(2 580.8052),(3 627.9084),(4 665.52423),(5 729.01025),(6 769.29236),(7 808.3822),(8 854.6211),(9 887.9901),(10 918.2872),(11 951.26086),(12 973.10144),(13 995.4508),(14 1024.2063),(15 1046.0073),(16 1062.4355),(17 1081.1809),(18 1087.8046),(19 1108.5822),(20 1125.491),(21 1143.3577),(22 1149.4214),(23 1147.1646),(24 1150.0332),(25 1138.6971),(26 1139.6251),(27 1134.6371),(28 1134.2681),(29 1120.6497),(30 1120.9779),(31 1129.149),(32 1114.5188),(33 1111.7432),(34 1105.3046),(35 1126.4563),(36 1130.2643),(37 1128.872),(38 1135.5575),(39 1138.2838),(40 1137.9332),(41 1155.3605),(42 1163.881),(43 1175.2855),(44 1183.8785),(45 1184.0089),(46 1201.5819),(47 1208.7222),(48 1202.7445),(49 1195.5728),(50 1223.582),(51 1214.5679),(52 1216.2773),(53 1222.538),(54 1223.4762),(55 1229.1119),(56 1218.0542),(57 1208.4757),(58 1209.7505),(59 1193.9795),(60 1178.9188),(61 1182.8365),(62 1179.1382),(63 1169.8219),(64 1158.4742),(65 1171.3976),(66 1165.8369),(67 1160.5919),(68 1158.733),(69 1165.4227),(70 1150.8478),(71 1156.3433),(72 1161.481),(73 1137.8157),(74 1136.369),(75 1139.726),(76 1141.4376),(77 1137.094),(78 1131.2529),(79 1121.8688),
(1 461.5997),(2 593.16144),(3 636.1018),(4 673.7587),(5 748.51984),(6 796.945),(7 836.7993),(8 867.70984),(9 895.15295),(10 922.0936),(11 953.26495),(12 978.8143),(13 1010.1667),(14 1046.4102),(15 1085.474),(16 1101.6588),(17 1116.7543),(18 1134.2666),(19 1144.0438),(20 1157.1816),(21 1174.5515),(22 1171.5872),(23 1171.154),(24 1177.9381),(25 1179.2374),(26 1176.9084),(27 1168.7189),(28 1161.6144),(29 1168.8346),(30 1170.3905),(31 1174.604),(32 1177.9998),(33 1171.7029),(34 1174.227),(35 1189.4934),(36 1188.3291),(37 1198.6814),(38 1197.2262),(39 1215.2588),(40 1232.9479),(41 1261.958),(42 1259.8447),(43 1267.4894),(44 1283.4138),(45 1292.7441),(46 1288.6511),(47 1297.097),(48 1305.0096),(49 1308.4048),(50 1310.3527),(51 1322.448),(52 1322.951),(53 1310.0048),(54 1311.0433),(55 1313.9335),(56 1312.6003),(57 1304.53),(58 1305.6731),(59 1297.4987),(60 1270.8256),(61 1262.8254),(62 1254.8264),(63 1259.0204),(64 1242.0371),(65 1241.5139),(66 1240.2181),(67 1232.1887),(68 1232.943),(69 1231.3505),(70 1206.8871),(71 1206.7484),(72 1201.6431),(73 1188.7963),(74 1189.3861),(75 1178.6631),(76 1181.1644),(77 1169.4801),(78 1167.4059),(79 1167.8386),
(1 452.2134),(2 573.0076),(3 613.0271),(4 653.06647),(5 726.8564),(6 761.5576),(7 796.9383),(8 846.5043),(9 878.7151),(10 899.24774),(11 939.3611),(12 979.271),(13 1010.1414),(14 1031.4902),(15 1070.7832),(16 1094.649),(17 1114.2057),(18 1129.2605),(19 1142.7872),(20 1168.0496),(21 1172.1),(22 1176.9785),(23 1174.5322),(24 1152.9254),(25 1136.659),(26 1140.9594),(27 1124.9958),(28 1107.6368),(29 1096.3556),(30 1106.0054),(31 1086.3925),(32 1090.6061),(33 1092.5884),(34 1097.0962),(35 1103.5955),(36 1090.1),(37 1082.4149),(38 1093.6477),(39 1105.8367),(40 1115.4828),(41 1127.2433),(42 1139.9199),(43 1159.498),(44 1161.9855),(45 1178.7545),(46 1176.1858),(47 1193.4274),(48 1207.199),(49 1210.7546),(50 1220.8167),(51 1218.4557),(52 1220.0361),(53 1212.1034),(54 1220.4049),(55 1226.9246),(56 1206.385),(57 1194.2401),(58 1203.3296),(59 1187.8799),(60 1179.444),(61 1168.9269),(62 1161.6522),(63 1164.9888),(64 1149.0983),(65 1161.5262),(66 1141.6793),(67 1132.9563),(68 1141.7257),(69 1138.2292),(70 1124.3589),(71 1120.1113),(72 1117.5173),(73 1119.4136),(74 1111.2126),(75 1115.4841),(76 1102.3352),(77 1107.4927),(78 1110.658),(79 1112.812),
(1 437.95926),(2 537.96124),(3 586.035),(4 632.3646),(5 703.49286),(6 742.5321),(7 774.55133),(8 811.1055),(9 852.53296),(10 878.90515),(11 909.0216),(12 937.93915),(13 975.576),(14 1007.1295),(15 1038.8408),(16 1061.5898),(17 1090.2535),(18 1120.0353),(19 1132.2819),(20 1156.2959),(21 1163.1443),(22 1160.2499),(23 1161.7942),(24 1162.9901),(25 1160.4618),(26 1162.5322),(27 1155.5591),(28 1135.9321),(29 1136.7651),(30 1126.2318),(31 1122.6548),(32 1128.3353),(33 1123.1017),(34 1123.2355),(35 1136.0087),(36 1127.6082),(37 1129.249),(38 1146.1843),(39 1131.0612),(40 1134.7184),(41 1141.573),(42 1139.9318),(43 1154.6179),(44 1161.2717),(45 1184.4806),(46 1190.6265),(47 1201.3151),(48 1219.4291),(49 1229.1951),(50 1220.9259),(51 1223.2328),(52 1225.2988),(53 1224.0199),(54 1216.9976),(55 1213.4802),(56 1210.0942),(57 1206.3817),(58 1194.4318),(59 1193.3296),(60 1190.8019),(61 1177.2057),(62 1173.5436),(63 1166.4786),(64 1167.9639),(65 1163.3636),(66 1160.1254),(67 1158.7832),(68 1162.6328),(69 1150.7964),(70 1147.187),(71 1138.884),(72 1127.1453),(73 1125.3816),(74 1135.7167),(75 1126.4409),(76 1128.2897),(77 1129.0071),(78 1135.0054),(79 1124.772),
(1 438.73758),(2 545.16516),(3 592.97766),(4 630.1576),(5 702.1887),(6 743.9536),(7 779.95105),(8 816.8341),(9 841.2855),(10 868.6587),(11 903.50134),(12 917.58984),(13 944.5492),(14 967.95465),(15 994.7709),(16 1016.58124),(17 1033.6111),(18 1049.2737),(19 1056.4279),(20 1079.8339),(21 1084.1086),(22 1079.808),(23 1077.2039),(24 1067.8745),(25 1065.0201),(26 1076.6564),(27 1065.2195),(28 1046.4434),(29 1045.9954),(30 1054.958),(31 1051.7749),(32 1056.9419),(33 1064.4858),(34 1062.7317),(35 1071.3898),(36 1081.0276),(37 1082.5743),(38 1102.8065),(39 1111.2264),(40 1126.8547),(41 1145.1156),(42 1157.6842),(43 1175.5009),(44 1179.4606),(45 1193.2949),(46 1199.1058),(47 1205.5323),(48 1208.0939),(49 1207.1702),(50 1204.3171),(51 1205.8479),(52 1199.2123),(53 1209.1812),(54 1204.2144),(55 1199.8855),(56 1188.1469),(57 1171.0812),(58 1179.7634),(59 1155.2008),(60 1159.037),(61 1150.2585),(62 1142.3005),(63 1131.0729),(64 1115.3495),(65 1121.1232),(66 1116.4468),(67 1114.684),(68 1112.0676),(69 1118.261),(70 1124.7467),(71 1120.1648),(72 1105.109),(73 1113.239),(74 1110.0186),(75 1110.16),(76 1097.6221),(77 1107.6234),(78 1114.3243),(79 1119.0988),
(1 422.53745),(2 528.7926),(3 583.3084),(4 630.9669),(5 696.81946),(6 742.0762),(7 777.9347),(8 818.10815),(9 842.6433),(10 882.8405),(11 921.38684),(12 948.1245),(13 984.31),(14 1019.39996),(15 1054.9897),(16 1076.9926),(17 1102.5859),(18 1124.8386),(19 1138.3542),(20 1150.3457),(21 1154.7063),(22 1165.782),(23 1177.9624),(24 1185.357),(25 1181.9042),(26 1186.9323),(27 1169.0563),(28 1165.6344),(29 1150.9233),(30 1144.636),(31 1152.077),(32 1153.074),(33 1160.5107),(34 1157.3551),(35 1165.371),(36 1155.829),(37 1163.1519),(38 1178.6349),(39 1196.6135),(40 1198.698),(41 1212.8848),(42 1217.9999),(43 1232.284),(44 1240.9565),(45 1247.6552),(46 1248.3809),(47 1249.5616),(48 1250.183),(49 1251.12),(50 1265.8264),(51 1258.3064),(52 1247.8958),(53 1258.1273),(54 1243.3192),(55 1239.3048),(56 1233.2195),(57 1221.2096),(58 1217.419),(59 1197.8612),(60 1188.72),(61 1187.6483),(62 1166.5077),(63 1169.9625),(64 1156.0974),(65 1154.3501),(66 1160.6375),(67 1171.4882),(68 1177.5483),(69 1168.4263),(70 1185.3903),(71 1175.0292),(72 1181.0812),(73 1178.7506),(74 1170.03),(75 1157.4662),(76 1152.1383),(77 1140.0303),(78 1145.0862),(79 1142.5756),
