q, (a, b, c)
1.5, (-19524883.534265228, 18.8145128490118, 19543211.130189355)
2.5, (-14327971.396541774, 8.193796868625556, 12874855.948685417)
3.5, (-7686099.542633627, 6.652846030830949, 7764219.099652129)
4.5, (-4444129.326707636, 8.25290533109181, 5981450.743665366)
5.5, (-4679056.797054104, 7.426062612515413, 5623536.26298689)
6.5, (-4427855.4431206295, 5.673142756367188, 5006349.799837484)
7.5, (-4010097.893479949, 6.8706542444940375, 4745051.0972893005)
8.5, (-2660993.3455198044, 12.067173689456403, 4140527.511645756)
9.5, (-2527467.708188839, 6.766487665862367, 3188759.7195188836)
10.5, (-1951465.909414843, 5.007972285274116, 2583103.0018886114)
11.5, (-2072876.7078120613, 3.0710808381189962, 2152467.6737652044)
12.5, (-1886838.466733782, 2.5987088891892722, 1799482.8051752637)
13.5, (-957178.029710169, 7.672654628360466, 1698045.1536108016)
14.5, (-846290.9863900201, 7.479685730301117, 1356558.6833809929)
15.5, (-672952.4610228345, 8.270824056001915, 1191307.4776081936)
16.5, (-1431686.6239096022, 1.5282431351797523, 1051889.4967314259)
17.5, (-1696716.2688574074, 1.0348522893814962, 904341.4172263452)
18.5, (-781215.8243490444, 2.242984225221285, 794549.1686308058)
19.5, (-652499.9035844919, 2.3994266868847975, 704867.202615581)
20.5, (-344096.2060898197, 6.629935895009306, 619899.9764264546)
21.5, (-333116.6479170973, 6.912220628711484, 563401.4667681413)
22.5, (-258407.6255143886, 8.412355756428882, 493857.4620960729)
23.5, (-398917.1590865058, 2.516134373487246, 423520.7059179919)
24.5, (-326028.7257445833, 2.442637590018351, 370852.82474580343)
25.5, (-262958.4988477443, 3.2517296285098634, 339158.1944994487)
26.5, (-302783.8832109875, 2.141636531147642, 307817.61460970965)
27.5, (-254643.1000030078, 2.796733688370157, 288387.69341078436)
28.5, (-265197.5332067191, 2.2410493053875005, 266537.71030472626)
29.5, (-274010.3667914514, 1.8315801514246552, 244680.71713420836)
30.5, (-288786.2633138056, 1.4555945003876756, 217248.5849122652)
31.5, (-286521.9019374267, 1.3223768451426274, 201534.06212531222)
32.5, (-277174.5984403764, 1.240654413613922, 183997.03926910265)
33.5, (-269223.19211464486, 1.1624513727656258, 168578.93228192633)
34.5, (-208379.18045792004, 1.4704711393222671, 156337.2804280442)
35.5, (-185505.87565495927, 1.5530466139007644, 145946.57653047598)
36.5, (-160444.55660050086, 1.5957195402502067, 131274.7484610267)
37.5, (-176422.5213778158, 1.2960416415834066, 124410.1158880355)
38.5, (-173066.71095393522, 1.1549717054662165, 112648.22611928162)
39.5, (-164110.70916483694, 1.1507256464617934, 104228.1986337316)
40.5, (-160990.70166610627, 1.0998635775145464, 98477.82746711481)
41.5, (-148824.58385243893, 1.0796501635747842, 89595.73117675007)
42.5, (-116533.01401371286, 1.3153935305089373, 82569.91257045479)
43.5, (-123250.29531465111, 1.1134652760074333, 75678.56107591781)
44.5, (-114654.6005988515, 1.087874040682404, 70431.52085987746)
45.5, (-108894.06034070204, 1.0575060025222993, 65643.2568831531)
46.5, (-89434.73028065202, 1.1458101080659202, 59079.61510925411)
47.5, (-76406.47814559442, 1.3385099524221051, 55468.424134173205)
48.5, (-87203.23057186927, 1.0624626743157153, 52337.09980799799)
49.5, (-76690.6720288747, 1.1129518868454695, 47467.355589533465)
50.5, (-64843.54744207019, 1.1559099842262992, 42465.16854642696)
51.5, (-76833.3386468851, 0.8794372546830189, 39530.864763559184)
52.5, (-75630.85441144246, 0.8797782682994325, 37817.566975316455)
53.5, (-65006.537811491646, 0.9578190315600019, 35159.296404742054)
54.5, (-65330.12673307549, 0.9032704282920366, 33544.29630044014)
55.5, (-42278.531765601816, 1.214864195506957, 29526.389662957044)
56.5, (-41748.42400704314, 1.0999548521262603, 27740.012840635427)
57.5, (-45070.11370837062, 0.9440033571740141, 25666.654732029787)
58.5, (-41538.70634698473, 0.9261488711412185, 23418.79576445102)
59.5, (-38283.988630428285, 0.9657511168427525, 22055.185589181056)
60.5, (-37483.85172428122, 0.9065902041263889, 20319.75389953424)
61.5, (-34252.80054796872, 0.9159520918593058, 19231.05121252)
62.5, (-31760.829594254206, 0.9414686084442636, 17929.35922756795)
63.5, (-24072.608620278337, 1.1180461532995427, 16478.368113046)
64.5, (-25727.529662412046, 0.9260068492377213, 15317.322078642192)
65.5, (-22867.39640370808, 0.9520517784955099, 14160.378483956587)
66.5, (-19467.599328385797, 1.0719235368701625, 13546.009451978323)
67.5, (-20437.606354735748, 0.9905143794033757, 12892.1044672339)
68.5, (-19137.88583603863, 1.0002582573574192, 12133.085939368057)
69.5, (-19766.94413392972, 0.8997399538918486, 11286.666401824306)
70.5, (-20509.664786081757, 0.8332642414360257, 10589.128307515673)
71.5, (-15515.626281331832, 1.0126366243697111, 9991.381045590879)
72.5, (-13869.8645444342, 0.9727002592613938, 9034.678920822787)
73.5, (-11800.416477046405, 1.1334467520851803, 8681.2964363468)
74.5, (-13739.264779878893, 0.9069306471966705, 8163.7523490337035)
75.5, (-16569.358785051423, 0.7260483327309715, 7665.40863809997)
76.5, (-15802.08976453672, 0.7292488053986398, 7300.251272413812)
77.5, (-12641.094813739935, 0.834202811626105, 6891.7666086638765)
78.5, (-10131.559059850715, 1.012657952739408, 6818.985295766101)
79.5, (-8771.305783489961, 1.0871489872921025, 6404.276231670896)
80.5, (-8236.48016430082, 1.111754955283986, 6098.141766764261)
81.5, (-8455.704405559232, 1.0000786551252536, 5711.111152604137)
82.5, (-8287.019807770062, 0.9719355972090108, 5468.714729038759)
83.5, (-6486.577058920839, 1.1740406074697576, 5265.5149471185105)
84.5, (-6270.462568315361, 1.123188214688784, 4900.287451740352)
85.5, (-6021.3946909266315, 1.0945545432921626, 4707.160144772584)
86.5, (-4827.955555540431, 1.255648435590109, 4381.064404653725)
87.5, (-4434.608509329662, 1.2980407635667481, 4175.39649330428)
88.5, (-4730.233482708097, 1.1328851419645696, 3972.8853573801475)
89.5, (-4456.67612088311, 1.1475952418395114, 3807.415780442223)
90.5, (-4754.15633956199, 1.0741655802691197, 3771.465256078992)
91.5, (-4775.775076088997, 0.9915499696315837, 3590.6923570207246)
92.5, (-3981.49616201604, 1.1820120874796118, 3437.8157083965007)
93.5, (-4172.830340059999, 1.0157729874965198, 3260.101323745175)
94.5, (-3579.352479912502, 1.0914213241762314, 3025.7581341314562)
95.5, (-3300.8905187224614, 1.1853656564855006, 2999.073692013835)
96.5, (-4659.851057136872, 0.808554859903178, 2900.181714198757)
97.5, (-3537.788041220244, 1.0008843323031933, 2740.5469208877425)
98.5, (-2325.825078380591, 1.4892058428068153, 2641.0537472201513)
99.5, (-2562.996539512721, 1.154168916546615, 2460.634970069704)
100.5, (-2896.8059972021065, 0.9935415747605254, 2397.201656835364)
101.5, (-2774.285080638637, 0.9815277282067665, 2276.546676212728)
102.5, (-2411.4040546761908, 1.11579610097712, 2210.387469961905)
103.5, (-2036.2830677737122, 1.2372803818003075, 2098.0415374240165)
104.5, (-1409.994667606901, 1.7755148617156291, 1972.658555114897)
105.5, (-1612.8930344400878, 1.4504586525325602, 1945.909012041165)
106.5, (-1683.3454831646825, 1.3003045067820056, 1827.4385753085971)
107.5, (-1994.9254785534515, 1.0299340097654839, 1786.1706121170178)
108.5, (-1855.4274869054032, 1.0620442307589146, 1700.2942856128154)
109.5, (-1560.3094244743918, 1.2379045152751742, 1665.1410063553362)
110.5, (-1570.0496299827985, 1.0690631041279082, 1569.1423197007339)
111.5, (-1356.9784316063317, 1.2028218297348154, 1509.3365970870602)
112.5, (-1063.4899552115048, 1.604408536674169, 1486.2686274343673)
113.5, (-1160.7118464027353, 1.3345600633941281, 1440.243965548471)
114.5, (-1127.1118779237906, 1.2788206375396949, 1375.8876850790828)
115.5, (-1047.6338751202, 1.396866535326477, 1331.506742481535)
116.5, (-951.316817563785, 1.5091603127556898, 1267.0256536917616)
117.5, (-949.9091908273824, 1.3787518234138498, 1233.403675109069)
118.5, (-774.5960871048759, 1.637521106352808, 1177.3443885092033)
119.5, (-883.691641915343, 1.3228302892868693, 1119.382178450473)
