1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1147.5309),(2 1398.6288),(3 1652.7345),(4 1791.2296),(5 1974.4786),(6 2046.8318),(7 2126.147),(8 2186.9739),(9 2234.794),(10 2246.761),(11 2320.1702),(12 2387.7566),(13 2457.6821),(14 2531.9004),(15 2607.1104),(16 2690.0933),(17 2735.1602),(18 2822.5454),(19 2905.2637),(20 3016.5894),(21 3109.9343),(22 3167.1868),(23 3299.9294),(24 3345.2842),(25 3433.2268),(26 3476.7202),(27 3517.2498),(28 3567.851),(29 3593.5593),(30 3631.035),(31 3656.6436),(32 3672.78),(33 3701.9329),(34 3660.9233),(35 3681.112),(36 3640.8665),(37 3623.172),(38 3614.5698),(39 3611.1057),(40 3587.7542),(41 3568.1135),(42 3548.5215),(43 3549.5115),(44 3509.7683),(45 3497.8442),(46 3420.4216),(47 3399.0261),(48 3368.9358),(49 3373.825),(50 3360.036),(51 3381.2798),(52 3368.2915),(53 3346.7354),(54 3341.1804),(55 3321.397),(56 3306.1433),(57 3311.1921),(58 3348.8674),(59 3364.6902),(60 3346.1174),(61 3341.056),(62 3380.534),(63 3363.2507),(64 3343.3994),(65 3363.5076),(66 3369.6165),(67 3371.58),(68 3296.192),(69 3334.9324),(70 3336.4126),(71 3327.569),(72 3327.6926),(73 3328.4207),(74 3296.5332),(75 3313.173),(76 3291.808),(77 3277.446),(78 3270.8962),(79 3255.1724),
(1 1156.3059),(2 1403.8455),(3 1669.7048),(4 1814.369),(5 1970.0007),(6 2071.5515),(7 2149.0293),(8 2203.0708),(9 2244.572),(10 2263.7786),(11 2333.761),(12 2395.658),(13 2467.8638),(14 2561.7783),(15 2603.7617),(16 2679.1543),(17 2739.3752),(18 2767.7937),(19 2846.5522),(20 2938.674),(21 3056.456),(22 3109.4773),(23 3223.9512),(24 3268.4158),(25 3332.1619),(26 3357.7778),(27 3410.3533),(28 3459.3018),(29 3506.951),(30 3544.168),(31 3597.6807),(32 3617.4875),(33 3604.1362),(34 3605.2136),(35 3632.788),(36 3624.3093),(37 3642.3098),(38 3654.6184),(39 3651.1594),(40 3619.317),(41 3601.9043),(42 3582.6436),(43 3584.908),(44 3527.656),(45 3489.6858),(46 3436.8403),(47 3428.6943),(48 3426.9268),(49 3391.0166),(50 3419.4063),(51 3430.3599),(52 3398.825),(53 3407.945),(54 3401.4426),(55 3396.5068),(56 3398.8176),(57 3435.9272),(58 3388.9697),(59 3368.612),(60 3384.1597),(61 3373.3584),(62 3365.9119),(63 3381.1838),(64 3400.7722),(65 3394.4863),(66 3411.3047),(67 3405.5618),(68 3395.483),(69 3380.0466),(70 3411.2964),(71 3433.9722),(72 3404.5403),(73 3415.7544),(74 3435.0962),(75 3452.2021),(76 3448.806),(77 3436.5479),(78 3450.6868),(79 3456.4502),
(1 1128.2644),(2 1357.0105),(3 1618.9171),(4 1767.34),(5 1899.0215),(6 1999.5585),(7 2081.5842),(8 2144.2087),(9 2203.6377),(10 2255.7224),(11 2288.5327),(12 2371.5369),(13 2438.6636),(14 2511.9424),(15 2595.9329),(16 2665.1646),(17 2712.378),(18 2737.714),(19 2812.881),(20 2952.891),(21 2999.7034),(22 3076.7488),(23 3173.0457),(24 3224.7756),(25 3305.5613),(26 3348.244),(27 3404.7908),(28 3439.625),(29 3468.9626),(30 3551.0728),(31 3575.2998),(32 3605.071),(33 3610.7913),(34 3608.5723),(35 3568.6418),(36 3565.4907),(37 3534.9863),(38 3522.3357),(39 3533.9292),(40 3512.3523),(41 3475.237),(42 3470.532),(43 3446.0322),(44 3419.9626),(45 3377.4792),(46 3361.5303),(47 3359.3132),(48 3371.9268),(49 3320.7178),(50 3316.535),(51 3311.692),(52 3294.9963),(53 3282.514),(54 3275.57),(55 3282.032),(56 3301.8538),(57 3323.4817),(58 3314.555),(59 3330.2651),(60 3278.374),(61 3289.0671),(62 3281.516),(63 3287.8438),(64 3274.4192),(65 3280.4753),(66 3308.2327),(67 3304.5933),(68 3297.6624),(69 3266.6008),(70 3289.7188),(71 3279.3447),(72 3282.3567),(73 3282.3838),(74 3276.8308),(75 3270.698),(76 3263.8723),(77 3245.424),(78 3257.9258),(79 3255.0542),
(1 1084.8597),(2 1337.3022),(3 1593.8306),(4 1748.9722),(5 1856.6107),(6 1974.6765),(7 2068.1335),(8 2109.6453),(9 2183.673),(10 2225.332),(11 2296.095),(12 2370.86),(13 2437.9624),(14 2529.71),(15 2576.0215),(16 2664.8938),(17 2754.245),(18 2789.2307),(19 2850.3525),(20 2941.826),(21 3024.1628),(22 3107.8171),(23 3214.6013),(24 3232.6033),(25 3291.6978),(26 3307.7473),(27 3369.9622),(28 3395.4055),(29 3429.5378),(30 3488.4902),(31 3539.771),(32 3531.0977),(33 3535.6672),(34 3535.0308),(35 3506.839),(36 3493.8225),(37 3444.6182),(38 3436.007),(39 3455.7869),(40 3432.7751),(41 3387.4258),(42 3393.3445),(43 3347.8286),(44 3359.2737),(45 3269.9836),(46 3288.0137),(47 3268.6443),(48 3274.2598),(49 3255.6775),(50 3230.251),(51 3251.6118),(52 3233.5015),(53 3242.377),(54 3246.2122),(55 3279.2239),(56 3267.1575),(57 3270.3975),(58 3282.4597),(59 3290.0557),(60 3279.7317),(61 3253.5112),(62 3236.1992),(63 3267.7747),(64 3260.9658),(65 3267.6572),(66 3289.111),(67 3265.9048),(68 3260.7883),(69 3265.6548),(70 3288.2695),(71 3249.959),(72 3231.8767),(73 3236.4045),(74 3236.0508),(75 3189.2542),(76 3213.0623),(77 3155.8713),(78 3169.0784),(79 3174.9058),
(1 1072.8618),(2 1293.1146),(3 1519.372),(4 1677.0989),(5 1796.7869),(6 1916.6133),(7 1997.821),(8 2053.9163),(9 2112.224),(10 2142.5427),(11 2224.7852),(12 2268.6963),(13 2345.1375),(14 2415.7556),(15 2481.9153),(16 2551.922),(17 2597.1565),(18 2624.2358),(19 2696.8574),(20 2775.232),(21 2884.9758),(22 2965.3496),(23 3040.5442),(24 3103.585),(25 3191.0083),(26 3245.2058),(27 3274.891),(28 3332.5225),(29 3397.142),(30 3436.0928),(31 3466.1765),(32 3499.2502),(33 3540.462),(34 3539.5713),(35 3512.5186),(36 3516.2385),(37 3495.9045),(38 3513.2668),(39 3516.8877),(40 3495.0366),(41 3500.0642),(42 3483.6216),(43 3419.3909),(44 3425.1533),(45 3377.4373),(46 3347.413),(47 3345.6685),(48 3328.6814),(49 3298.086),(50 3272.372),(51 3284.409),(52 3259.967),(53 3256.3628),(54 3244.9158),(55 3278.1072),(56 3260.6152),(57 3226.2056),(58 3238.335),(59 3228.9866),(60 3178.1628),(61 3171.4883),(62 3187.2427),(63 3182.859),(64 3215.932),(65 3203.1887),(66 3242.2627),(67 3235.7646),(68 3235.3748),(69 3235.9705),(70 3235.5933),(71 3284.746),(72 3262.9873),(73 3266.3164),(74 3271.631),(75 3268.7974),(76 3270.0903),(77 3277.5442),(78 3290.1208),(79 3290.9675),
(1 1074.6996),(2 1302.0944),(3 1524.5786),(4 1688.1633),(5 1797.2208),(6 1916.2922),(7 2008.0442),(8 2049.9592),(9 2129.301),(10 2127.165),(11 2194.1384),(12 2266.1433),(13 2304.1663),(14 2399.1958),(15 2464.93),(16 2533.08),(17 2599.8584),(18 2618.396),(19 2674.5889),(20 2760.741),(21 2822.9775),(22 2876.8408),(23 2965.616),(24 3013.609),(25 3074.481),(26 3121.0447),(27 3148.8918),(28 3198.2378),(29 3247.7063),(30 3289.8337),(31 3318.4265),(32 3346.6616),(33 3344.8657),(34 3344.933),(35 3310.8318),(36 3313.8455),(37 3322.4868),(38 3321.3054),(39 3316.1907),(40 3300.108),(41 3305.174),(42 3287.083),(43 3247.652),(44 3258.3843),(45 3169.596),(46 3149.5947),(47 3144.4932),(48 3125.0706),(49 3118.3015),(50 3118.384),(51 3119.8083),(52 3088.3809),(53 3093.631),(54 3113.3567),(55 3112.6943),(56 3125.3643),(57 3136.0894),(58 3113.1785),(59 3119.355),(60 3085.9197),(61 3099.0754),(62 3068.3647),(63 3090.0344),(64 3082.216),(65 3107.8638),(66 3116.363),(67 3097.7378),(68 3091.7974),(69 3086.8809),(70 3058.6292),(71 3084.635),(72 3094.987),(73 3100.5688),(74 3078.7866),(75 3071.0825),(76 3071.8928),(77 3056.6504),(78 3058.613),(79 3100.5654),
(1 1085.0541),(2 1300.2113),(3 1509.5831),(4 1648.1198),(5 1768.7231),(6 1881.1841),(7 1960.8031),(8 1991.9236),(9 2077.8613),(10 2101.5784),(11 2149.6206),(12 2226.46),(13 2290.1824),(14 2347.4878),(15 2435.4424),(16 2501.7688),(17 2548.0217),(18 2601.37),(19 2678.7732),(20 2793.5276),(21 2880.1746),(22 2945.3684),(23 2989.2402),(24 3090.5264),(25 3147.4841),(26 3175.4495),(27 3230.9563),(28 3262.7292),(29 3351.082),(30 3401.7864),(31 3440.5967),(32 3467.0693),(33 3474.9285),(34 3495.8198),(35 3501.3455),(36 3478.9646),(37 3471.1555),(38 3478.5833),(39 3464.0002),(40 3454.1357),(41 3434.7454),(42 3392.2034),(43 3356.0828),(44 3366.8003),(45 3302.5134),(46 3292.0273),(47 3276.7332),(48 3241.046),(49 3246.3513),(50 3223.4773),(51 3230.6191),(52 3231.1687),(53 3184.1147),(54 3167.2546),(55 3160.0193),(56 3179.3677),(57 3167.1357),(58 3166.0344),(59 3144.414),(60 3119.1982),(61 3118.066),(62 3117.2854),(63 3153.4553),(64 3126.2568),(65 3139.9438),(66 3121.207),(67 3131.1758),(68 3087.63),(69 3083.6077),(70 3048.5347),(71 3068.3013),(72 3075.1333),(73 3065.6213),(74 3049.4023),(75 3055.6396),(76 3039.6963),(77 3038.9248),(78 3027.9517),(79 3036.7593),
(1 1030.2054),(2 1230.2098),(3 1462.2805),(4 1589.7131),(5 1711.6235),(6 1810.5621),(7 1883.3678),(8 1935.8993),(9 1979.9855),(10 2027.6954),(11 2077.8706),(12 2149.7114),(13 2233.808),(14 2283.293),(15 2388.6726),(16 2443.9094),(17 2496.7942),(18 2540.617),(19 2607.9104),(20 2676.5125),(21 2762.0117),(22 2813.937),(23 2888.099),(24 2940.3896),(25 2990.3792),(26 3021.0466),(27 3101.1594),(28 3145.0823),(29 3203.8018),(30 3246.8984),(31 3276.621),(32 3319.5784),(33 3334.9197),(34 3339.1353),(35 3323.7686),(36 3324.8245),(37 3290.3809),(38 3274.261),(39 3277.8865),(40 3230.9336),(41 3247.2026),(42 3195.3835),(43 3173.833),(44 3141.5334),(45 3124.401),(46 3105.0981),(47 3117.0244),(48 3096.6465),(49 3068.277),(50 3057.0144),(51 3068.3127),(52 3056.7883),(53 3053.7012),(54 3044.072),(55 3045.8372),(56 3044.5557),(57 3048.1187),(58 3051.593),(59 3024.4265),(60 3015.2861),(61 2998.1128),(62 2979.2214),(63 2960.1094),(64 2980.9692),(65 2998.289),(66 3006.7085),(67 3010.2322),(68 3009.183),(69 2987.6064),(70 3015.7366),(71 3001.304),(72 3015.1633),(73 3028.7522),(74 2994.1401),(75 2999.4175),(76 2971.2417),(77 2991.16),(78 2968.4348),(79 2998.4373),
(1 1018.0507),(2 1233.8795),(3 1432.9601),(4 1564.7766),(5 1683.2335),(6 1774.3407),(7 1852.6488),(8 1900.5427),(9 1928.4076),(10 1987.2129),(11 2053.0403),(12 2143.0164),(13 2218.0322),(14 2260.5024),(15 2340.655),(16 2405.496),(17 2441.4976),(18 2467.863),(19 2530.851),(20 2623.7673),(21 2714.9834),(22 2788.4978),(23 2850.8408),(24 2872.143),(25 2933.6138),(26 2997.905),(27 3048.2122),(28 3099.501),(29 3145.6995),(30 3201.8064),(31 3242.4385),(32 3255.0266),(33 3260.626),(34 3272.181),(35 3263.144),(36 3249.5457),(37 3245.3987),(38 3202.7957),(39 3216.3257),(40 3195.706),(41 3191.851),(42 3157.273),(43 3145.6003),(44 3071.5508),(45 3081.0977),(46 3044.1123),(47 3040.27),(48 3012.7498),(49 3022.519),(50 2995.7014),(51 3003.3362),(52 2966.0847),(53 2959.411),(54 2963.618),(55 2957.2456),(56 2965.4731),(57 2978.862),(58 2953.2546),(59 2941.829),(60 2936.6394),(61 2912.332),(62 2887.9148),(63 2892.106),(64 2889.9663),(65 2880.203),(66 2872.1956),(67 2859.9863),(68 2887.6104),(69 2893.7952),(70 2917.5781),(71 2902.183),(72 2890.7058),(73 2869.4868),(74 2875.3623),(75 2895.3262),(76 2892.14),(77 2880.9565),(78 2889.5864),(79 2882.468),
(1 1002.0631),(2 1195.217),(3 1407.1245),(4 1531.0107),(5 1643.2566),(6 1734.2804),(7 1782.841),(8 1828.502),(9 1868.2424),(10 1914.2031),(11 1952.9417),(12 2044.0901),(13 2100.58),(14 2137.9785),(15 2202.2732),(16 2256.628),(17 2277.1138),(18 2329.2651),(19 2409.2944),(20 2486.7966),(21 2580.599),(22 2629.8083),(23 2707.0212),(24 2767.255),(25 2807.3152),(26 2872.0264),(27 2935.527),(28 2962.3723),(29 3005.2937),(30 3063.2234),(31 3088.4092),(32 3119.3987),(33 3117.114),(34 3151.4314),(35 3154.7751),(36 3127.8354),(37 3115.2676),(38 3106.1287),(39 3120.4712),(40 3096.105),(41 3100.806),(42 3076.3901),(43 3075.236),(44 3026.02),(45 3018.5098),(46 3017.3552),(47 3005.2126),(48 2991.8267),(49 2971.1619),(50 2957.6008),(51 2958.3647),(52 2925.8433),(53 2923.5288),(54 2930.7964),(55 2909.7844),(56 2878.6448),(57 2908.9246),(58 2893.9346),(59 2874.8848),(60 2850.9038),(61 2828.4705),(62 2825.996),(63 2826.9883),(64 2839.0151),(65 2834.6777),(66 2818.2678),(67 2825.7012),(68 2794.767),(69 2802.9214),(70 2798.395),(71 2805.9414),(72 2787.0234),(73 2806.642),(74 2793.9263),(75 2793.5547),(76 2791.3772),(77 2799.1213),(78 2790.2356),(79 2794.0234),
(1 1001.291),(2 1191.4542),(3 1400.7095),(4 1524.652),(5 1627.5134),(6 1736.027),(7 1765.4569),(8 1837.3379),(9 1865.746),(10 1914.7227),(11 1967.6174),(12 2032.2686),(13 2088.1653),(14 2137.0632),(15 2251.2966),(16 2271.7056),(17 2308.2756),(18 2351.6736),(19 2411.466),(20 2487.6467),(21 2533.9246),(22 2614.9653),(23 2664.8198),(24 2725.3193),(25 2778.0432),(26 2810.7498),(27 2856.398),(28 2874.8113),(29 2932.449),(30 2986.7551),(31 3032.269),(32 3057.2607),(33 3051.4397),(34 3066.0671),(35 3041.439),(36 3044.365),(37 3021.4543),(38 3022.334),(39 3017.8972),(40 3018.1423),(41 3027.2092),(42 2997.4778),(43 2978.9287),(44 2955.4038),(45 2939.9763),(46 2935.0518),(47 2897.8728),(48 2892.1777),(49 2879.2546),(50 2883.118),(51 2854.2947),(52 2818.041),(53 2825.4343),(54 2800.2554),(55 2792.726),(56 2777.6997),(57 2763.47),(58 2754.6848),(59 2733.17),(60 2727.5408),(61 2738.414),(62 2706.0713),(63 2707.837),(64 2694.7593),(65 2685.6968),(66 2702.1162),(67 2709.907),(68 2720.869),(69 2736.3398),(70 2745.0679),(71 2753.2678),(72 2722.3167),(73 2749.5483),(74 2745.2368),(75 2769.6387),(76 2747.8552),(77 2759.654),(78 2758.4197),(79 2786.4893),
(1 986.45197),(2 1161.8156),(3 1372.3015),(4 1495.6444),(5 1634.9152),(6 1713.1031),(7 1762.7863),(8 1806.9432),(9 1830.6735),(10 1867.858),(11 1930.7407),(12 1981.381),(13 2046.619),(14 2109.2822),(15 2182.1887),(16 2233.889),(17 2304.4648),(18 2320.106),(19 2388.8848),(20 2435.3752),(21 2514.5935),(22 2571.9827),(23 2644.736),(24 2679.9988),(25 2734.3372),(26 2774.459),(27 2813.8708),(28 2830.733),(29 2901.2449),(30 2930.5562),(31 2998.4377),(32 3016.455),(33 3014.1523),(34 3016.5776),(35 3006.6838),(36 2977.4053),(37 2936.89),(38 2936.9775),(39 2930.0313),(40 2921.418),(41 2914.5696),(42 2900.769),(43 2924.2683),(44 2908.892),(45 2889.376),(46 2875.5117),(47 2881.9941),(48 2863.678),(49 2869.6694),(50 2858.0232),(51 2841.6267),(52 2837.9358),(53 2821.4673),(54 2798.9275),(55 2798.3884),(56 2779.93),(57 2745.5037),(58 2739.445),(59 2717.6443),(60 2710.954),(61 2731.3875),(62 2716.5076),(63 2711.1682),(64 2700.344),(65 2699.0564),(66 2690.572),(67 2684.9216),(68 2698.5842),(69 2681.221),(70 2681.5083),(71 2691.7458),(72 2694.7861),(73 2697.3508),(74 2679.4678),(75 2670.9382),(76 2665.554),(77 2679.4036),(78 2672.8792),(79 2709.3892),
(1 959.36566),(2 1162.091),(3 1351.4047),(4 1487.8542),(5 1619.8087),(6 1692.653),(7 1734.7655),(8 1796.5237),(9 1840.051),(10 1881.7781),(11 1946.2523),(12 1995.1772),(13 2056.1345),(14 2107.9126),(15 2173.1477),(16 2238.3677),(17 2276.1067),(18 2312.5232),(19 2374.7878),(20 2443.18),(21 2509.0256),(22 2557.6113),(23 2632.7332),(24 2707.327),(25 2766.664),(26 2803.94),(27 2872.1855),(28 2899.7085),(29 2943.1982),(30 3000.7393),(31 3035.2393),(32 3068.4363),(33 3062.2576),(34 3051.4702),(35 3058.954),(36 3029.5154),(37 3030.6567),(38 3013.432),(39 3023.0325),(40 2990.8486),(41 3014.175),(42 2984.8857),(43 2979.861),(44 2957.7036),(45 2954.1309),(46 2926.8552),(47 2922.1125),(48 2934.9346),(49 2931.8367),(50 2925.2993),(51 2909.5671),(52 2891.5723),(53 2890.1094),(54 2869.9492),(55 2848.5457),(56 2857.3203),(57 2810.897),(58 2798.8057),(59 2783.7842),(60 2788.601),(61 2761.8958),(62 2748.9854),(63 2746.788),(64 2744.8628),(65 2746.0615),(66 2753.4912),(67 2776.218),(68 2780.6523),(69 2789.7388),(70 2790.1843),(71 2803.2722),(72 2776.451),(73 2777.4875),(74 2765.658),(75 2788.964),(76 2804.933),(77 2781.0098),(78 2769.6633),(79 2795.6416),
(1 958.1271),(2 1144.1797),(3 1321.7654),(4 1485.2458),(5 1570.3077),(6 1644.3278),(7 1714.0433),(8 1772.6058),(9 1796.3191),(10 1838.7667),(11 1906.4851),(12 1958.2637),(13 2029.7712),(14 2071.053),(15 2138.0313),(16 2175.066),(17 2211.5034),(18 2242.753),(19 2298.0337),(20 2361.1218),(21 2413.2085),(22 2485.5635),(23 2546.4758),(24 2589.106),(25 2658.9956),(26 2696.8271),(27 2757.1882),(28 2790.8564),(29 2826.3123),(30 2894.982),(31 2977.1145),(32 2995.3142),(33 2997.829),(34 3018.819),(35 3026.9775),(36 2982.5938),(37 2975.7346),(38 2973.4321),(39 2988.1416),(40 2959.6025),(41 2957.9663),(42 2941.3123),(43 2929.014),(44 2910.2725),(45 2905.8892),(46 2846.5994),(47 2846.168),(48 2826.7378),(49 2824.2888),(50 2821.1511),(51 2824.3232),(52 2772.957),(53 2795.2185),(54 2762.8875),(55 2758.1968),(56 2756.794),(57 2713.2773),(58 2703.067),(59 2679.274),(60 2694.9414),(61 2674.7695),(62 2664.0195),(63 2641.8975),(64 2629.8281),(65 2626.7998),(66 2630.2598),(67 2635.3423),(68 2651.5867),(69 2641.8687),(70 2666.6592),(71 2656.4856),(72 2670.8748),(73 2693.182),(74 2679.9612),(75 2671.139),(76 2680.9348),(77 2673.7085),(78 2664.9727),(79 2657.9133),
(1 934.3758),(2 1117.3794),(3 1322.1863),(4 1463.0715),(5 1545.0736),(6 1643.4208),(7 1690.2247),(8 1759.5531),(9 1778.9033),(10 1837.0527),(11 1902.3785),(12 1942.8956),(13 2034.7555),(14 2056.3262),(15 2123.453),(16 2174.6113),(17 2209.1838),(18 2254.517),(19 2301.2183),(20 2358.3367),(21 2435.4675),(22 2512.229),(23 2570.0393),(24 2619.7825),(25 2662.9888),(26 2718.6838),(27 2783.1304),(28 2796.6372),(29 2840.205),(30 2889.828),(31 2928.5554),(32 2936.0454),(33 2941.9053),(34 2953.7993),(35 2926.896),(36 2903.9436),(37 2901.4),(38 2900.232),(39 2895.1333),(40 2888.249),(41 2873.0945),(42 2860.551),(43 2854.0261),(44 2837.577),(45 2851.739),(46 2850.5203),(47 2829.7087),(48 2829.3938),(49 2827.7625),(50 2841.2603),(51 2824.1025),(52 2806.9133),(53 2811.74),(54 2812.9402),(55 2819.6147),(56 2792.1584),(57 2791.636),(58 2787.8718),(59 2763.3652),(60 2731.9922),(61 2735.0627),(62 2718.5063),(63 2705.1272),(64 2675.2827),(65 2664.7058),(66 2646.22),(67 2637.947),(68 2603.9192),(69 2594.8818),(70 2612.177),(71 2590.06),(72 2566.1023),(73 2586.6382),(74 2593.0876),(75 2631.453),(76 2620.48),(77 2611.9648),(78 2596.8555),(79 2653.9568),
(1 920.99255),(2 1095.3962),(3 1287.6492),(4 1412.7003),(5 1522.731),(6 1604.5233),(7 1656.463),(8 1721.6364),(9 1734.826),(10 1772.209),(11 1844.959),(12 1896.8066),(13 1972.0037),(14 2012.096),(15 2099.2893),(16 2165.8423),(17 2203.5662),(18 2257.0334),(19 2306.2405),(20 2383.8484),(21 2472.711),(22 2538.649),(23 2616.5215),(24 2674.7136),(25 2762.2307),(26 2795.5388),(27 2847.8735),(28 2896.7485),(29 2952.5396),(30 3009.558),(31 3038.4836),(32 3090.9443),(33 3083.5105),(34 3082.8606),(35 3095.0498),(36 3063.1829),(37 3059.4265),(38 3069.2424),(39 3079.0356),(40 3064.4407),(41 3078.3071),(42 3048.7163),(43 3053.2134),(44 3026.5007),(45 3014.7256),(46 2962.1443),(47 2924.526),(48 2906.3435),(49 2905.5989),(50 2864.2588),(51 2849.2544),(52 2814.6746),(53 2805.7827),(54 2809.1597),(55 2812.892),(56 2784.8699),(57 2790.663),(58 2767.244),(59 2721.0989),(60 2721.5195),(61 2722.857),(62 2705.202),(63 2696.5376),(64 2672.7188),(65 2675.5144),(66 2654.0708),(67 2661.048),(68 2667.551),(69 2674.7092),(70 2663.0574),(71 2673.1614),(72 2670.1135),(73 2670.5044),(74 2654.3623),(75 2700.997),(76 2672.7563),(77 2679.0176),(78 2670.0757),(79 2702.5725),
(1 910.75116),(2 1075.6694),(3 1274.9862),(4 1416.9912),(5 1502.4437),(6 1599.5233),(7 1636.7854),(8 1691.8728),(9 1719.8541),(10 1772.3373),(11 1806.5309),(12 1855.6066),(13 1906.5392),(14 1936.0222),(15 2019.7963),(16 2055.283),(17 2114.2598),(18 2156.6147),(19 2213.2803),(20 2300.4517),(21 2355.3677),(22 2442.2754),(23 2498.0989),(24 2563.3914),(25 2609.9495),(26 2674.3635),(27 2705.3254),(28 2786.5742),(29 2846.3171),(30 2886.4998),(31 2940.9521),(32 2968.5876),(33 3010.8982),(34 3009.6746),(35 2999.951),(36 2951.8386),(37 2950.7246),(38 2942.0986),(39 2932.6448),(40 2929.8271),(41 2901.2366),(42 2902.8916),(43 2873.2498),(44 2882.2908),(45 2880.6584),(46 2852.0532),(47 2840.4177),(48 2807.999),(49 2792.7102),(50 2787.0964),(51 2807.9343),(52 2765.999),(53 2775.1982),(54 2761.8843),(55 2747.7205),(56 2746.7205),(57 2741.2368),(58 2696.428),(59 2666.761),(60 2667.2053),(61 2654.7847),(62 2627.3445),(63 2645.1946),(64 2623.37),(65 2623.293),(66 2608.6667),(67 2616.1033),(68 2636.3438),(69 2618.5215),(70 2641.945),(71 2637.7646),(72 2635.8901),(73 2631.3652),(74 2636.2976),(75 2650.866),(76 2658.0996),(77 2655.7468),(78 2661.8154),(79 2660.2017),
