1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 432386.16),(2 1674917),(3 3623847.3),(4 6234372.5),(5 9296859),(6 12606337),(7 16028977),(8 19484614),(9 23545232),(10 27542736),(11 31627210),(12 36026012),(13 40828144),(14 46010916),(15 51673684),(16 57781676),(17 64517228),(18 71526060),(19 78580824),(20 85621690),(21 92265384),(22 98555384),(23 104533224),(24 110209880),(25 115574910),(26 120657770),(27 125079360),(28 129382056),(29 133978696),(30 138760940),(31 144133260),(32 149867250),(33 155532740),(34 161094800),(35 166982380),(36 173390240),(37 180857680),(38 188309760),(39 196345600),(40 204814460),(41 213527100),(42 222109620),(43 231156910),(44 240656460),(45 251220820),(46 262911820),(47 275538270),(48 289458500),(49 304869980),(50 320672800),(51 335268860),(52 349888830),(53 363873120),(54 378741020),(55 394534300),(56 411170430),(57 429607040),(58 448189440),(59 466394100),(60 483573980),(61 501690140),(62 519324400),(63 537924300),(64 556693570),(65 575319230),(66 594368600),(67 611857900),(68 628852160),(69 645859500),(70 661636350),(71 677702900),(72 695090300),(73 714512450),(74 734454000),(75 755209900),(76 775533060),(77 796151040),(78 815628600),(79 833647400),
(1 366.09717),(2 448.30246),(3 493.62335),(4 513.5546),(5 536.60895),(6 563.8051),(7 568.73004),(8 578.59784),(9 592.18805),(10 595.8135),(11 610.444),(12 612.78296),(13 622.7974),(14 624.32),(15 634.7053),(16 646.7722),(17 652.8047),(18 666.8437),(19 671.2561),(20 678.85535),(21 683.08374),(22 684.4127),(23 683.2797),(24 676.95935),(25 677.4313),(26 678.7576),(27 676.02966),(28 680.13214),(29 680.8328),(30 684.23206),(31 677.51636),(32 674.98883),(33 684.9736),(34 683.4232),(35 685.4697),(36 692.25916),(37 693.6717),(38 699.13434),(39 712.1614),(40 719.5245),(41 714.0157),(42 718.92096),(43 730.5501),(44 740.66),(45 747.32654),(46 761.8568),(47 769.9919),(48 769.25934),(49 772.21277),(50 773.3437),(51 773.2387),(52 771.1279),(53 774.154),(54 767.6545),(55 769.2447),(56 775.5575),(57 775.3277),(58 780.227),(59 780.76306),(60 782.7379),(61 786.2471),(62 789.3855),(63 804.6212),(64 804.9384),(65 800.1413),(66 812.35956),(67 806.11017),(68 799.85284),(69 801.09656),(70 796.228),(71 800.804),(72 793.58636),(73 784.53485),(74 787.18304),(75 784.91205),(76 785.26843),(77 789.4971),(78 790.5287),(79 782.4383),
(1 366.42172),(2 446.0848),(3 484.47296),(4 522.8953),(5 544.27295),(6 564.7402),(7 571.7107),(8 581.4482),(9 590.0145),(10 608.11224),(11 616.6361),(12 627.86084),(13 636.9933),(14 641.5238),(15 655.10284),(16 659.7135),(17 660.83075),(18 670.43335),(19 679.16205),(20 677.04083),(21 680.7052),(22 688.2782),(23 698.0281),(24 703.2521),(25 704.6281),(26 708.2085),(27 710.65436),(28 719.28406),(29 727.71454),(30 729.7117),(31 743.3932),(32 749.8901),(33 752.0604),(34 754.59906),(35 763.4623),(36 767.5253),(37 764.1985),(38 772.53314),(39 782.671),(40 790.4749),(41 789.688),(42 791.36755),(43 800.66345),(44 806.08954),(45 802.68567),(46 801.667),(47 803.06964),(48 800.82965),(49 797.6541),(50 803.12195),(51 805.9968),(52 794.4887),(53 794.2634),(54 801.39417),(55 806.0861),(56 802.96155),(57 803.5839),(58 809.4637),(59 803.9201),(60 802.3576),(61 801.01495),(62 799.17255),(63 802.08563),(64 790.2905),(65 790.2524),(66 793.65796),(67 792.301),(68 793.3591),(69 796.09644),(70 786.1327),(71 790.77344),(72 791.61615),(73 793.49554),(74 794.49457),(75 794.14343),(76 796.297),(77 795.75757),(78 801.36633),(79 799.52527),
(1 348.1747),(2 426.5923),(3 465.10022),(4 502.0199),(5 522.43365),(6 534.517),(7 547.2704),(8 570.91064),(9 585.9913),(10 592.127),(11 603.5986),(12 615.6202),(13 625.38464),(14 622.9285),(15 628.0631),(16 634.20776),(17 641.087),(18 639.80054),(19 652.0106),(20 652.77637),(21 664.6352),(22 671.2831),(23 679.5048),(24 671.8607),(25 680.67615),(26 680.4063),(27 673.468),(28 687.89746),(29 687.0286),(30 693.2261),(31 700.94),(32 708.9723),(33 720.0113),(34 731.40247),(35 741.66504),(36 752.9784),(37 759.095),(38 776.72876),(39 790.6691),(40 800.0783),(41 810.8009),(42 833.43524),(43 844.91095),(44 853.17566),(45 862.86847),(46 872.30664),(47 871.81244),(48 879.74054),(49 887.8487),(50 884.3869),(51 876.8096),(52 871.0175),(53 873.20557),(54 861.16144),(55 858.36334),(56 848.5122),(57 841.5328),(58 843.8702),(59 835.0651),(60 836.69055),(61 832.88385),(62 828.65234),(63 816.21277),(64 802.9778),(65 795.4197),(66 795.4944),(67 784.5447),(68 783.8141),(69 777.7032),(70 769.4467),(71 770.4604),(72 753.08905),(73 752.8486),(74 748.376),(75 754.43805),(76 752.05865),(77 745.63873),(78 753.39575),(79 752.37006),
(1 342.41498),(2 419.4691),(3 468.0115),(4 499.1105),(5 521.57355),(6 541.95355),(7 558.91656),(8 575.33496),(9 589.7321),(10 606.7013),(11 613.16724),(12 613.95105),(13 622.23456),(14 634.66235),(15 645.6275),(16 658.427),(17 666.18195),(18 660.7402),(19 661.7443),(20 674.4333),(21 668.2725),(22 667.3044),(23 667.6016),(24 656.8605),(25 660.1739),(26 665.9812),(27 670.1606),(28 672.26),(29 667.4709),(30 670.2661),(31 673.5674),(32 684.7742),(33 688.5255),(34 688.1258),(35 703.2943),(36 704.1002),(37 703.67236),(38 707.60706),(39 719.0867),(40 728.6902),(41 724.808),(42 737.0705),(43 751.19),(44 756.4162),(45 756.71124),(46 763.2215),(47 767.7913),(48 778.87366),(49 788.98834),(50 793.127),(51 794.78906),(52 789.39276),(53 798.1502),(54 804.58136),(55 809.1178),(56 816.96643),(57 821.83984),(58 827.73535),(59 823.93),(60 825.9149),(61 822.98755),(62 818.5907),(63 818.51697),(64 816.5246),(65 803.0432),(66 805.9779),(67 799.2769),(68 798.46),(69 803.20905),(70 791.0747),(71 791.81226),(72 783.6127),(73 788.633),(74 785.63965),(75 791.2157),(76 783.0867),(77 775.3475),(78 772.57153),(79 763.61993),
(1 333.6716),(2 408.9082),(3 454.92444),(4 476.24826),(5 498.75296),(6 513.6287),(7 527.0136),(8 541.0626),(9 558.1519),(10 564.9692),(11 577.2227),(12 584.5516),(13 592.98724),(14 599.30646),(15 606.6296),(16 616.5692),(17 623.5514),(18 625.8101),(19 628.53656),(20 638.4808),(21 647.3983),(22 653.2724),(23 649.70776),(24 652.209),(25 656.7167),(26 655.4587),(27 651.25256),(28 652.8482),(29 660.1383),(30 660.1244),(31 658.61005),(32 658.1756),(33 653.2841),(34 663.20276),(35 669.0654),(36 669.71576),(37 679.7098),(38 687.1741),(39 692.27167),(40 697.28143),(41 697.1495),(42 704.4605),(43 708.2163),(44 713.3313),(45 711.3447),(46 717.16736),(47 720.87146),(48 728.44086),(49 728.4565),(50 742.68353),(51 739.7276),(52 729.86053),(53 734.1618),(54 734.753),(55 739.6),(56 743.4532),(57 742.2535),(58 749.478),(59 748.8768),(60 743.3628),(61 742.84186),(62 737.64655),(63 736.0694),(64 728.47626),(65 723.24084),(66 719.5821),(67 724.3025),(68 726.44604),(69 729.25934),(70 716.5864),(71 712.75385),(72 715.25336),(73 704.2519),(74 713.1114),(75 718.38776),(76 709.8793),(77 705.70776),(78 708.2175),(79 706.73334),
(1 334.3341),(2 411.42465),(3 456.53372),(4 474.9079),(5 500.2613),(6 516.81226),(7 531.7716),(8 547.2387),(9 564.0125),(10 574.3451),(11 581.1056),(12 593.4005),(13 607.8197),(14 611.36597),(15 622.6703),(16 627.39124),(17 625.5061),(18 637.2589),(19 640.5753),(20 643.07355),(21 651.11444),(22 659.3712),(23 657.9806),(24 655.491),(25 655.83203),(26 659.10895),(27 660.6653),(28 663.2494),(29 665.29407),(30 667.93353),(31 672.3084),(32 687.3218),(33 696.30884),(34 702.42584),(35 708.4639),(36 719.05743),(37 737.5045),(38 737.2751),(39 752.3645),(40 754.2197),(41 760.1257),(42 763.4284),(43 763.3817),(44 766.75275),(45 782.0193),(46 784.6772),(47 794.26306),(48 803.9787),(49 804.4838),(50 803.4692),(51 808.1154),(52 803.5903),(53 803.01196),(54 799.6623),(55 795.455),(56 803.6006),(57 796.24884),(58 786.7585),(59 785.8205),(60 787.4874),(61 784.9197),(62 768.96405),(63 767.369),(64 759.69525),(65 753.71106),(66 753.88806),(67 757.1205),(68 756.7258),(69 752.4404),(70 746.7373),(71 738.9045),(72 732.32874),(73 730.534),(74 733.60156),(75 729.8216),(76 718.9803),(77 716.4018),(78 719.1313),(79 723.1761),
(1 331.09586),(2 410.5413),(3 455.43506),(4 486.5666),(5 504.04587),(6 530.6788),(7 530.41724),(8 555.65894),(9 564.7294),(10 583.71686),(11 596.82935),(12 605.65424),(13 619.0151),(14 622.88153),(15 632.8885),(16 645.88666),(17 646.5463),(18 654.7195),(19 659.8272),(20 672.6321),(21 678.7847),(22 687.34576),(23 687.13873),(24 679.23236),(25 674.3032),(26 670.62695),(27 670.3065),(28 666.23114),(29 665.69763),(30 664.53485),(31 656.98694),(32 655.1803),(33 652.1836),(34 659.9009),(35 663.21564),(36 665.10315),(37 684.9925),(38 696.69794),(39 700.61676),(40 717.3724),(41 724.5499),(42 724.7401),(43 732.61865),(44 732.73035),(45 752.36725),(46 761.46967),(47 772.4526),(48 777.7367),(49 784.2164),(50 791.7562),(51 780.24493),(52 776.3218),(53 780.742),(54 786.6986),(55 794.0465),(56 798.3449),(57 798.22327),(58 801.28925),(59 808.33545),(60 803.9165),(61 797.599),(62 792.11066),(63 786.79626),(64 776.90717),(65 780.8832),(66 779.7549),(67 776.0163),(68 771.3696),(69 772.74146),(70 767.9665),(71 756.9693),(72 748.51825),(73 749.57324),(74 751.4233),(75 749.0931),(76 740.9891),(77 747.7245),(78 750.07733),(79 754.899),
(1 313.83762),(2 388.01358),(3 432.58987),(4 460.95166),(5 475.39334),(6 501.6394),(7 515.6105),(8 522.6737),(9 538.27545),(10 550.08765),(11 551.5158),(12 563.492),(13 575.2599),(14 576.1744),(15 586.64667),(16 591.5343),(17 604.8142),(18 608.018),(19 606.99927),(20 615.0946),(21 618.46185),(22 626.7632),(23 627.0095),(24 620.548),(25 618.5668),(26 617.9152),(27 628.0115),(28 616.72565),(29 617.5173),(30 615.4506),(31 616.5137),(32 627.0701),(33 626.5173),(34 628.9999),(35 638.95685),(36 644.3123),(37 655.5533),(38 655.7792),(39 663.48444),(40 671.14636),(41 664.9133),(42 672.1618),(43 674.28894),(44 676.2596),(45 680.7081),(46 697.1699),(47 701.55365),(48 698.08246),(49 700.03265),(50 708.15576),(51 714.5871),(52 708.2244),(53 710.09424),(54 719.72034),(55 721.6096),(56 720.2171),(57 718.531),(58 717.49634),(59 723.0727),(60 726.31104),(61 720.1378),(62 706.5101),(63 714.05316),(64 708.022),(65 710.57837),(66 710.73334),(67 702.27875),(68 708.5761),(69 711.7142),(70 702.7708),(71 697.1826),(72 691.4598),(73 687.0399),(74 684.1011),(75 687.7788),(76 683.4797),(77 687.8339),(78 684.872),(79 681.5877),
(1 315.59268),(2 394.28174),(3 439.944),(4 469.13538),(5 490.3157),(6 516.9229),(7 537.20123),(8 550.477),(9 567.0506),(10 577.8255),(11 583.81934),(12 589.2049),(13 590.98395),(14 602.5069),(15 615.6228),(16 619.65845),(17 628.7865),(18 640.8544),(19 646.4217),(20 657.1524),(21 661.06305),(22 664.628),(23 665.9421),(24 655.6384),(25 658.23737),(26 655.77356),(27 657.9136),(28 658.2616),(29 663.87885),(30 670.12915),(31 668.54913),(32 679.7493),(33 685.77216),(34 690.45825),(35 704.7487),(36 710.24054),(37 712.5633),(38 727.7259),(39 750.16644),(40 751.95166),(41 754.0421),(42 753.76245),(43 763.22076),(44 764.014),(45 775.3363),(46 778.4399),(47 776.357),(48 778.1425),(49 784.40375),(50 787.24677),(51 790.99115),(52 787.7362),(53 786.7574),(54 770.4993),(55 774.44055),(56 775.48676),(57 771.7465),(58 772.1356),(59 774.843),(60 769.1545),(61 766.6616),(62 762.8356),(63 765.7403),(64 762.2995),(65 761.14355),(66 762.98395),(67 756.03125),(68 747.13715),(69 749.11383),(70 748.5985),(71 737.8982),(72 732.47925),(73 731.4518),(74 726.08466),(75 725.3979),(76 723.45825),(77 721.15753),(78 717.0792),(79 704.4675),
(1 306.4499),(2 374.27237),(3 408.23425),(4 432.8511),(5 456.09964),(6 471.83136),(7 491.63065),(8 505.8956),(9 520.25934),(10 526.7805),(11 535.84454),(12 547.23376),(13 552.134),(14 563.3077),(15 573.15784),(16 584.5373),(17 584.9799),(18 593.88367),(19 598.5361),(20 600.42596),(21 612.6038),(22 614.0972),(23 606.9096),(24 607.8539),(25 609.40686),(26 610.1731),(27 616.54803),(28 612.68524),(29 611.7081),(30 614.6033),(31 611.9621),(32 616.42395),(33 610.1034),(34 617.9869),(35 619.5761),(36 625.7791),(37 630.5642),(38 636.92944),(39 644.8639),(40 654.9626),(41 664.9648),(42 665.53754),(43 671.12476),(44 672.1643),(45 676.0414),(46 686.4088),(47 690.10333),(48 693.95105),(49 697.96893),(50 705.26044),(51 704.738),(52 701.7683),(53 711.01794),(54 704.4267),(55 705.75104),(56 708.7142),(57 711.55133),(58 710.709),(59 706.18774),(60 710.83527),(61 712.80005),(62 714.38654),(63 705.3978),(64 704.34265),(65 712.65015),(66 717.09033),(67 713.4621),(68 712.05237),(69 715.55383),(70 707.8133),(71 704.4966),(72 697.5138),(73 704.9933),(74 701.512),(75 699.36816),(76 698.98584),(77 704.261),(78 699.16364),(79 691.3095),
(1 308.26712),(2 379.60693),(3 418.60126),(4 445.93436),(5 470.79474),(6 483.85034),(7 494.76733),(8 501.24985),(9 516.36835),(10 527.183),(11 537.6718),(12 543.712),(13 554.5493),(14 561.3458),(15 576.99146),(16 579.56213),(17 581.1062),(18 592.20874),(19 587.8062),(20 590.53766),(21 601.67706),(22 607.30566),(23 605.7788),(24 608.7715),(25 610.0279),(26 608.6973),(27 612.2804),(28 622.1357),(29 622.123),(30 623.679),(31 629.72845),(32 620.7455),(33 632.8747),(34 632.20685),(35 632.59735),(36 638.42883),(37 641.27435),(38 641.17737),(39 646.0446),(40 653.8607),(41 657.8653),(42 660.23956),(43 666.29004),(44 668.46625),(45 668.6926),(46 673.71893),(47 679.9337),(48 684.8863),(49 690.5514),(50 688.69696),(51 693.0041),(52 687.82355),(53 683.33765),(54 682.2694),(55 677.37976),(56 683.7871),(57 687.97217),(58 686.06757),(59 688.7599),(60 689.754),(61 686.05365),(62 681.63745),(63 682.337),(64 669.9124),(65 668.49695),(66 660.7363),(67 657.544),(68 658.0088),(69 656.56824),(70 655.4874),(71 648.6193),(72 650.0509),(73 654.7091),(74 655.30273),(75 663.81415),(76 666.024),(77 671.63525),(78 669.7285),(79 668.1797),
(1 305.58514),(2 389.54077),(3 428.43707),(4 450.26785),(5 477.39365),(6 489.51883),(7 498.09543),(8 519.3921),(9 528.594),(10 539.75085),(11 554.2775),(12 563.3792),(13 569.4901),(14 574.1131),(15 585.122),(16 588.82263),(17 590.1559),(18 602.88873),(19 611.9754),(20 623.4503),(21 634.2709),(22 636.9922),(23 644.54144),(24 642.71136),(25 651.6983),(26 648.1834),(27 650.982),(28 662.1374),(29 657.39014),(30 657.77856),(31 660.9525),(32 672.4398),(33 687.79205),(34 693.01483),(35 695.4051),(36 705.31836),(37 719.50793),(38 728.4624),(39 734.75165),(40 741.48224),(41 753.0691),(42 759.22614),(43 775.33215),(44 775.3404),(45 784.53064),(46 784.9054),(47 786.53687),(48 796.99255),(49 794.11786),(50 794.81824),(51 799.21265),(52 795.57025),(53 796.72015),(54 787.47766),(55 790.0666),(56 790.4637),(57 794.03186),(58 793.9478),(59 788.90375),(60 779.0497),(61 764.9605),(62 758.9168),(63 749.6424),(64 746.21405),(65 749.9767),(66 744.2307),(67 736.13043),(68 736.36816),(69 726.1173),(70 718.31287),(71 714.89386),(72 707.12286),(73 703.9019),(74 699.5465),(75 701.4507),(76 695.71094),(77 692.6941),(78 690.65326),(79 683.4973),
(1 295.93707),(2 363.81244),(3 400.9708),(4 420.69046),(5 438.22757),(6 457.10727),(7 468.7486),(8 482.32642),(9 489.69196),(10 497.85822),(11 516.65027),(12 523.48193),(13 540.78815),(14 545.18),(15 547.71643),(16 556.39264),(17 559.2398),(18 567.641),(19 576.9784),(20 581.64526),(21 588.7682),(22 586.3241),(23 593.9573),(24 596.6082),(25 610.6881),(26 604.4892),(27 615.12354),(28 611.81464),(29 616.9087),(30 616.56744),(31 619.26685),(32 621.36896),(33 618.60693),(34 617.83704),(35 615.24756),(36 626.0724),(37 624.9016),(38 636.1812),(39 643.5542),(40 654.1828),(41 657.3832),(42 665.2027),(43 668.50854),(44 677.04016),(45 676.0725),(46 678.2406),(47 678.5956),(48 679.2433),(49 681.1309),(50 679.246),(51 683.04443),(52 679.8059),(53 678.89325),(54 667.57324),(55 669.443),(56 677.849),(57 680.5817),(58 675.40753),(59 678.3535),(60 673.79474),(61 677.80725),(62 682.30237),(63 688.1929),(64 685.8268),(65 681.17615),(66 678.9437),(67 684.737),(68 683.80365),(69 675.75446),(70 666.7562),(71 668.1215),(72 658.4968),(73 661.97845),(74 663.0745),(75 665.10364),(76 657.8844),(77 656.2828),(78 654.90283),(79 654.04144),
(1 290.09247),(2 361.1622),(3 399.83554),(4 430.4695),(5 449.75024),(6 465.65717),(7 481.8396),(8 494.80252),(9 505.6313),(10 515.8425),(11 525.92816),(12 530.87506),(13 536.59576),(14 541.4643),(15 554.0682),(16 562.5755),(17 565.01874),(18 570.5699),(19 569.299),(20 575.7797),(21 584.70746),(22 581.5902),(23 576.7359),(24 580.12213),(25 588.8763),(26 588.0124),(27 590.4055),(28 585.5243),(29 591.06116),(30 596.4063),(31 596.7869),(32 597.3489),(33 596.59265),(34 600.6167),(35 597.11017),(36 601.66455),(37 606.61945),(38 610.90784),(39 615.6309),(40 625.65173),(41 633.16595),(42 640.3588),(43 648.014),(44 653.42163),(45 655.6537),(46 667.9056),(47 668.5263),(48 674.82184),(49 675.9421),(50 678.5886),(51 687.30725),(52 680.1622),(53 681.4395),(54 678.41547),(55 683.0874),(56 686.78595),(57 691.7474),(58 694.8995),(59 701.9928),(60 697.7937),(61 691.65656),(62 690.7896),(63 690.905),(64 683.4621),(65 672.3861),(66 676.59674),(67 673.5649),(68 671.126),(69 672.52203),(70 668.2998),(71 670.217),(72 663.6968),(73 667.87836),(74 672.57684),(75 678.1462),(76 673.1893),(77 674.9401),(78 665.4244),(79 661.486),
(1 281.49808),(2 351.26035),(3 389.71915),(4 409.81778),(5 432.39615),(6 452.36746),(7 461.9923),(8 474.82315),(9 486.77142),(10 496.41354),(11 503.4875),(12 507.80984),(13 520.2251),(14 531.9556),(15 542.08856),(16 547.91296),(17 548.2914),(18 563.2418),(19 565.02893),(20 572.52875),(21 577.03925),(22 582.73785),(23 584.69977),(24 586.98834),(25 591.83545),(26 596.6748),(27 602.13165),(28 607.1883),(29 605.61084),(30 609.18787),(31 626.9706),(32 628.31964),(33 630.08466),(34 639.08154),(35 643.8452),(36 651.141),(37 656.4756),(38 671.8467),(39 683.71735),(40 695.971),(41 695.90625),(42 702.5668),(43 709.62897),(44 711.89624),(45 709.6099),(46 718.83606),(47 715.6816),(48 715.32776),(49 713.81024),(50 711.6488),(51 711.89716),(52 708.32983),(53 703.2872),(54 701.50134),(55 703.38275),(56 706.4785),(57 702.9324),(58 705.40454),(59 699.41986),(60 692.0457),(61 681.58),(62 685.90906),(63 686.76733),(64 693.45715),(65 685.05316),(66 684.0943),(67 679.29254),(68 679.9389),(69 680.025),(70 675.7316),(71 679.1718),(72 669.92566),(73 668.4693),(74 665.2464),(75 672.22296),(76 665.58636),(77 660.1396),(78 660.2034),(79 657.9563),
(1 282.4479),(2 357.39404),(3 396.68658),(4 425.3236),(5 447.87595),(6 465.8251),(7 475.1905),(8 493.98636),(9 507.11023),(10 514.80194),(11 526.2288),(12 528.00543),(13 533.6397),(14 542.31256),(15 552.32874),(16 561.49506),(17 560.37286),(18 560.00494),(19 564.89496),(20 565.9203),(21 566.56726),(22 568.1507),(23 569.29126),(24 569.74457),(25 578.5433),(26 579.99786),(27 572.7906),(28 584.9897),(29 590.3048),(30 596.304),(31 599.0086),(32 604.18787),(33 605.19324),(34 604.27),(35 611.9613),(36 613.7805),(37 621.22565),(38 625.04736),(39 633.8236),(40 641.35034),(41 644.305),(42 647.26056),(43 657.2054),(44 669.0619),(45 676.643),(46 678.1908),(47 679.7948),(48 683.8867),(49 682.9926),(50 686.88934),(51 686.9403),(52 687.72974),(53 686.3183),(54 689.2628),(55 689.0921),(56 691.46893),(57 700.53094),(58 703.64276),(59 705.8206),(60 710.8575),(61 703.24896),(62 701.5725),(63 701.13214),(64 693.4698),(65 690.53076),(66 690.73193),(67 687.54645),(68 686.7359),(69 681.56116),(70 682.26953),(71 680.7516),(72 676.40485),(73 673.0418),(74 674.9405),(75 672.8117),(76 675.6598),(77 667.40594),(78 665.071),(79 664.7621),
(1 276.5397),(2 336.20804),(3 371.42783),(4 398.83276),(5 415.9252),(6 437.2484),(7 444.9674),(8 469.15707),(9 480.455),(10 483.81378),(11 489.79092),(12 495.01837),(13 499.23502),(14 504.71432),(15 509.78455),(16 520.3427),(17 520.04395),(18 528.2676),(19 539.12115),(20 534.2762),(21 537.1819),(22 538.5132),(23 544.9616),(24 551.4729),(25 555.3339),(26 559.6003),(27 556.7903),(28 555.57025),(29 557.19855),(30 559.31964),(31 558.6489),(32 560.16815),(33 560.61115),(34 563.8328),(35 571.5491),(36 575.40186),(37 577.6024),(38 586.71875),(39 597.8242),(40 600.82886),(41 605.6174),(42 601.94995),(43 612.1239),(44 608.34375),(45 609.27997),(46 616.1936),(47 611.1351),(48 608.0501),(49 607.80896),(50 614.3697),(51 607.074),(52 605.945),(53 609.37195),(54 611.9901),(55 610.51385),(56 613.1736),(57 620.7417),(58 628.799),(59 632.395),(60 629.97797),(61 628.7218),(62 628.30786),(63 626.73706),(64 628.23755),(65 628.3156),(66 624.59894),(67 622.7925),(68 626.08905),(69 625.2442),(70 620.83685),(71 620.75824),(72 618.30743),(73 621.02747),(74 617.96783),(75 614.8986),(76 616.7577),(77 610.71265),(78 605.5539),(79 599.6718),
(1 267.5835),(2 333.04495),(3 364.1586),(4 391.45328),(5 412.98703),(6 433.9729),(7 436.37247),(8 458.5483),(9 467.51166),(10 473.3961),(11 480.53015),(12 487.33942),(13 501.982),(14 509.7266),(15 516.4689),(16 521.6169),(17 519.3426),(18 522.90967),(19 527.1836),(20 534.80334),(21 545.65497),(22 552.9321),(23 554.56604),(24 558.8201),(25 562.8648),(26 566.92645),(27 574.18085),(28 577.00903),(29 577.6567),(30 583.3909),(31 590.7449),(32 591.05194),(33 598.61755),(34 603.4014),(35 622.80176),(36 624.36505),(37 633.13983),(38 642.1825),(39 648.32336),(40 659.90393),(41 662.44775),(42 666.1994),(43 675.7536),(44 680.8473),(45 683.0939),(46 684.7092),(47 689.2327),(48 686.3001),(49 687.4001),(50 694.0941),(51 689.22723),(52 681.0897),(53 682.3257),(54 676.58136),(55 667.77466),(56 664.4847),(57 665.3679),(58 663.1829),(59 658.5447),(60 649.17786),(61 645.2117),(62 646.69135),(63 652.3004),(64 641.55133),(65 635.35815),(66 634.17737),(67 634.9768),(68 635.9611),(69 629.02277),(70 625.5948),(71 619.7861),(72 618.04034),(73 619.3051),(74 616.54047),(75 606.8582),(76 602.76056),(77 598.395),(78 593.1915),(79 597.7259),
