1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 182213.13),(2 667266.56),(3 1438462.1),(4 2441031.5),(5 3599467.3),(6 4935440.5),(7 6388870.5),(8 7955724.5),(9 9629229),(10 11321773),(11 12964251),(12 14694816),(13 16535397),(14 18594666),(15 20802070),(16 23141662),(17 25647750),(18 28206742),(19 30909590),(20 33700350),(21 36620532),(22 39861908),(23 43354012),(24 47102348),(25 51183956),(26 55287684),(27 59520252),(28 63900020),(29 68925064),(30 74950440),(31 82186490),(32 90337370),(33 98323030),(34 106546504),(35 115123256),(36 123917530),(37 133097660),(38 142282300),(39 151599220),(40 161342510),(41 170954190),(42 180980860),(43 191133000),(44 200980590),(45 211368960),(46 221447630),(47 231930420),(48 242176750),(49 252710530),(50 262518800),(51 272119520),(52 280696500),(53 288894300),(54 296926100),(55 305202000),(56 313332580),(57 321929380),(58 330092130),(59 338061020),(60 345782240),(61 353467420),(62 360411680),(63 367299100),(64 373212160),(65 379160220),(66 384839070),(67 390397800),(68 395438240),(69 400808480),(70 406129540),(71 411518560),(72 416028200),(73 421196500),(74 426008480),(75 430929060),(76 435337730),(77 439562750),(78 442947330),(79 445867520),
(1 46.61468),(2 52.44934),(3 55.26809),(4 58.25759),(5 61.255188),(6 63.78075),(7 66.08843),(8 67.6356),(9 69.29103),(10 71.18496),(11 73.04725),(12 74.77363),(13 76.16099),(14 76.77622),(15 77.15451),(16 77.36207),(17 77.63008),(18 76.88684),(19 78.39842),(20 78.91936),(21 79.32151),(22 79.44001),(23 79.78108),(24 80.49461),(25 81.984695),(26 81.82495),(27 80.44685),(28 81.17244),(29 82.06839),(30 82.7198),(31 83.25784),(32 83.30319),(33 83.35188),(34 84.50632),(35 84.91522),(36 86.01829),(37 85.98032),(38 87.03514),(39 86.97473),(40 86.67145),(41 87.36565),(42 88.26607),(43 89.4609),(44 89.69396),(45 90.28982),(46 90.64763),(47 90.65952),(48 91.15734),(49 92.25707),(50 92.76724),(51 93.035095),(52 93.70688),(53 93.921394),(54 92.76967),(55 92.44362),(56 91.8622),(57 91.42662),(58 91.67629),(59 91.23659),(60 90.26289),(61 89.76185),(62 90.71171),(63 89.18185),(64 90.29918),(65 89.980316),(66 90.258965),(67 91.03951),(68 91.45123),(69 91.96512),(70 92.44769),(71 92.453384),(72 93.5418),(73 94.222206),(74 93.16167),(75 93.29164),(76 93.82563),(77 94.37848),(78 94.157295),(79 95.07092),
(1 46.435917),(2 51.439877),(3 54.640602),(4 58.574043),(5 60.701622),(6 62.62752),(7 64.45208),(8 67.10305),(9 68.454704),(10 71.05941),(11 72.59276),(12 74.54839),(13 76.097565),(14 77.319725),(15 77.18237),(16 77.89617),(17 78.12676),(18 78.79507),(19 79.09068),(20 79.62204),(21 79.87716),(22 80.941444),(23 80.70414),(24 81.282936),(25 81.20056),(26 81.592926),(27 81.25687),(28 81.84063),(29 82.297646),(30 82.85509),(31 83.37304),(32 84.24719),(33 84.407),(34 85.72783),(35 86.16619),(36 87.43832),(37 87.54699),(38 88.7935),(39 88.850975),(40 89.28466),(41 90.24203),(42 90.68486),(43 91.51561),(44 91.647736),(45 91.65504),(46 92.276474),(47 93.06004),(48 93.92782),(49 95.06492),(50 95.719604),(51 95.63504),(52 96.42922),(53 96.99425),(54 96.255356),(55 96.98837),(56 96.79552),(57 96.19396),(58 95.78025),(59 96.26093),(60 96.2449),(61 95.8816),(62 95.97789),(63 95.89558),(64 96.08997),(65 96.22315),(66 96.474945),(67 96.312996),(68 96.29242),(69 96.10125),(70 96.07946),(71 96.57242),(72 96.76926),(73 97.106705),(74 97.70683),(75 97.25523),(76 98.41459),(77 98.14323),(78 98.3365),(79 98.3983),
(1 45.658455),(2 51.943344),(3 54.606792),(4 58.1672),(5 60.736927),(6 62.635754),(7 64.34131),(8 66.59369),(9 68.2327),(10 70.56088),(11 72.417366),(12 74.78221),(13 76.16318),(14 76.68044),(15 76.50783),(16 76.857124),(17 77.56877),(18 77.85373),(19 77.91626),(20 78.420074),(21 77.747284),(22 79.32119),(23 79.356766),(24 80.80815),(25 81.81745),(26 81.841896),(27 80.75517),(28 81.47907),(29 82.06653),(30 82.08449),(31 82.65261),(32 82.80279),(33 82.699615),(34 83.93427),(35 84.80572),(36 85.63801),(37 86.65689),(38 86.391624),(39 86.190216),(40 86.81991),(41 87.09797),(42 88.31991),(43 88.6255),(44 88.60729),(45 88.661804),(46 88.85828),(47 89.49283),(48 90.58303),(49 92.402695),(50 92.497116),(51 92.30374),(52 93.205666),(53 93.227615),(54 92.68126),(55 92.8047),(56 92.85872),(57 92.73084),(58 92.9925),(59 93.18142),(60 93.26545),(61 93.61086),(62 93.41551),(63 92.650475),(64 92.79406),(65 93.30685),(66 93.47733),(67 93.66793),(68 94.12735),(69 94.235535),(70 95.348564),(71 95.52124),(72 96.57495),(73 97.590004),(74 98.4114),(75 99.79189),(76 99.498665),(77 100.25996),(78 100.903435),(79 101.43249),
(1 45.60688),(2 51.80509),(3 54.266747),(4 57.39903),(5 59.898533),(6 62.648823),(7 64.29537),(8 65.66849),(9 67.426704),(10 69.61567),(11 71.00679),(12 72.78937),(13 75.29985),(14 75.59435),(15 75.22374),(16 76.744644),(17 77.33425),(18 76.656784),(19 77.13523),(20 78.10255),(21 77.97335),(22 79.31466),(23 79.57974),(24 79.79062),(25 81.24661),(26 81.400475),(27 80.7532),(28 81.05363),(29 81.5296),(30 82.32273),(31 82.34017),(32 83.24104),(33 83.15318),(34 83.70523),(35 83.64527),(36 85.00026),(37 85.76023),(38 86.72673),(39 86.221954),(40 86.69504),(41 87.55841),(42 87.538216),(43 88.645386),(44 88.48939),(45 89.738335),(46 90.43088),(47 90.9536),(48 91.589455),(49 91.95522),(50 92.90911),(51 92.61058),(52 92.549),(53 92.67794),(54 92.184555),(55 92.292984),(56 91.35127),(57 90.963776),(58 90.495),(59 89.992546),(60 90.00764),(61 90.28239),(62 90.90325),(63 90.32478),(64 90.321266),(65 91.09695),(66 90.51554),(67 90.9723),(68 91.84848),(69 92.52313),(70 92.122406),(71 93.36714),(72 93.0465),(73 93.45913),(74 94.052345),(75 94.23512),(76 95.081024),(77 95.047646),(78 95.11407),(79 95.183754),
(1 45.213963),(2 51.609783),(3 54.49092),(4 57.111443),(5 60.046116),(6 62.355232),(7 64.86318),(8 66.48703),(9 68.008514),(10 70.705864),(11 72.00923),(12 73.74274),(13 75.70333),(14 76.17384),(15 76.22309),(16 76.57231),(17 77.32678),(18 77.62809),(19 78.010445),(20 78.46219),(21 79.17223),(22 79.78057),(23 79.67076),(24 79.67847),(25 80.07096),(26 79.784355),(27 79.66023),(28 80.18055),(29 80.04752),(30 81.68433),(31 82.00918),(32 83.48861),(33 83.55456),(34 84.49924),(35 84.83625),(36 85.95231),(37 86.4472),(38 87.167114),(39 87.484924),(40 87.395424),(41 88.480286),(42 88.5737),(43 89.20036),(44 89.567276),(45 90.43711),(46 91.01228),(47 92.426216),(48 93.21969),(49 93.75257),(50 94.43665),(51 95.16493),(52 96.18268),(53 96.423096),(54 96.339424),(55 96.89112),(56 96.6795),(57 96.70361),(58 96.65021),(59 96.27822),(60 96.07966),(61 96.51079),(62 96.64494),(63 95.39288),(64 95.60723),(65 94.919304),(66 95.41982),(67 95.40955),(68 94.77147),(69 95.35044),(70 95.27175),(71 96.51151),(72 96.06363),(73 96.54551),(74 96.61241),(75 97.63046),(76 98.361694),(77 99.19079),(78 99.537445),(79 99.145004),
(1 45.248608),(2 50.892395),(3 53.028732),(4 55.89317),(5 59.525997),(6 62.150925),(7 63.33323),(8 64.434006),(9 66.13569),(10 68.720314),(11 69.89657),(12 71.013985),(13 72.77571),(14 74.24059),(15 73.79768),(16 74.93173),(17 75.57644),(18 75.429596),(19 76.78587),(20 77.12977),(21 77.7284),(22 78.49548),(23 79.13794),(24 79.851875),(25 80.69758),(26 80.6313),(27 80.791245),(28 81.0249),(29 81.35229),(30 82.46828),(31 83.02642),(32 84.01754),(33 83.73402),(34 84.33412),(35 84.57432),(36 85.70517),(37 86.40187),(38 86.927795),(39 86.87962),(40 87.68005),(41 88.68962),(42 89.248474),(43 89.37814),(44 89.1464),(45 89.95959),(46 89.907234),(47 90.96039),(48 91.48676),(49 92.60869),(50 93.24001),(51 93.43898),(52 93.25725),(53 93.007225),(54 93.27178),(55 92.8493),(56 93.21429),(57 92.82923),(58 92.75709),(59 92.6195),(60 93.48984),(61 92.88795),(62 93.38286),(63 92.34759),(64 93.21638),(65 93.40993),(66 94.00215),(67 93.201775),(68 94.21373),(69 93.948),(70 94.2131),(71 94.95883),(72 95.48773),(73 96.46158),(74 96.83383),(75 97.37896),(76 98.59319),(77 98.81629),(78 99.27619),(79 100.458244),
(1 44.826626),(2 50.648285),(3 53.002483),(4 55.74058),(5 58.498573),(6 60.443775),(7 62.765224),(8 65.09388),(9 66.199615),(10 68.87928),(11 70.20834),(12 71.77173),(13 72.447334),(14 73.76141),(15 73.56068),(16 74.42038),(17 73.96693),(18 73.693504),(19 75.183624),(20 75.196945),(21 75.82361),(22 76.26522),(23 76.99291),(24 77.44988),(25 77.192),(26 77.84171),(27 77.75307),(28 78.25843),(29 78.76351),(30 79.49123),(31 80.098976),(32 80.86895),(33 80.70736),(34 80.720024),(35 81.40218),(36 81.80938),(37 81.66358),(38 82.10859),(39 82.68848),(40 82.504265),(41 83.29738),(42 83.96968),(43 84.35919),(44 85.05666),(45 85.40253),(46 86.00288),(47 87.35514),(48 88.42441),(49 88.803825),(50 89.059044),(51 89.13935),(52 89.79235),(53 88.823166),(54 88.682945),(55 89.0928),(56 88.05082),(57 88.11738),(58 88.33104),(59 88.196175),(60 88.6065),(61 88.17872),(62 88.18556),(63 88.074326),(64 88.515114),(65 87.98597),(66 88.85643),(67 88.62541),(68 88.357666),(69 89.66033),(70 89.58019),(71 90.49693),(72 90.42451),(73 90.97021),(74 91.00565),(75 91.12367),(76 92.022095),(77 92.13298),(78 92.04353),(79 91.604645),
(1 45.358227),(2 50.788876),(3 53.033463),(4 56.103622),(5 59.39359),(6 61.095005),(7 62.70492),(8 64.60345),(9 66.74206),(10 68.34634),(11 70.01147),(12 73.141045),(13 74.48103),(14 75.021805),(15 75.70487),(16 75.89394),(17 75.85822),(18 75.83207),(19 76.231346),(20 76.98614),(21 77.07881),(22 77.69938),(23 78.34549),(24 77.63419),(25 78.49308),(26 79.51504),(27 78.88613),(28 79.270195),(29 79.77591),(30 80.87351),(31 81.73173),(32 82.93955),(33 83.728),(34 84.59501),(35 84.77807),(36 85.82742),(37 87.32809),(38 87.62846),(39 87.45844),(40 88.78042),(41 88.503975),(42 88.916885),(43 89.37419),(44 89.63725),(45 90.40077),(46 91.941216),(47 92.10861),(48 93.70111),(49 95.05594),(50 94.93568),(51 95.17924),(52 95.41152),(53 95.475174),(54 94.97175),(55 95.467186),(56 95.031555),(57 95.014984),(58 94.37951),(59 93.72351),(60 93.97409),(61 93.89832),(62 94.06996),(63 93.91909),(64 93.29669),(65 93.21362),(66 93.22878),(67 92.783516),(68 92.6467),(69 93.243706),(70 93.27076),(71 93.339676),(72 94.66413),(73 94.454704),(74 94.593124),(75 95.11662),(76 95.168495),(77 95.395424),(78 96.422455),(79 97.19535),
(1 44.63308),(2 50.657276),(3 53.644794),(4 56.34901),(5 58.821693),(6 60.417595),(7 63.028755),(8 64.07081),(9 65.689835),(10 67.79614),(11 68.77098),(12 70.84784),(13 72.05054),(14 72.939316),(15 73.37939),(16 73.58987),(17 74.31675),(18 74.754684),(19 74.95021),(20 75.60363),(21 76.54551),(22 77.105286),(23 76.82777),(24 77.47465),(25 77.69716),(26 78.36656),(27 77.58697),(28 77.61067),(29 78.299164),(30 78.51704),(31 79.09615),(32 79.65261),(33 80.00867),(34 81.05428),(35 81.7044),(36 82.40011),(37 82.849724),(38 83.778534),(39 84.369255),(40 84.245445),(41 85.626686),(42 85.08951),(43 85.47828),(44 85.696365),(45 86.74715),(46 87.68095),(47 88.517845),(48 89.10323),(49 90.28042),(50 91.55408),(51 91.31829),(52 91.558815),(53 92.17365),(54 92.34049),(55 92.09483),(56 91.45845),(57 91.85138),(58 92.18882),(59 91.98028),(60 92.29128),(61 92.583565),(62 92.429924),(63 91.59238),(64 91.56344),(65 91.954765),(66 91.51824),(67 91.746864),(68 92.71337),(69 92.51525),(70 93.3957),(71 93.668205),(72 94.05386),(73 94.1138),(74 94.37043),(75 94.81326),(76 95.461655),(77 95.66747),(78 95.37115),(79 96.94118),
(1 44.280594),(2 49.990456),(3 53.1963),(4 55.275967),(5 58.688076),(6 60.746365),(7 63.002617),(8 65.21252),(9 67.71216),(10 69.29009),(11 69.78866),(12 72.73914),(13 74.14792),(14 74.91616),(15 75.30214),(16 76.46608),(17 75.60712),(18 76.22154),(19 76.917984),(20 76.90535),(21 77.19807),(22 77.82751),(23 78.514885),(24 78.89702),(25 79.09482),(26 79.02988),(27 79.39341),(28 80.11099),(29 80.969666),(30 81.59414),(31 82.07755),(32 82.09997),(33 82.185814),(34 83.11646),(35 83.41346),(36 83.57218),(37 84.010254),(38 84.27536),(39 85.07314),(40 85.13277),(41 85.995255),(42 86.440445),(43 88.36738),(44 88.714485),(45 89.19904),(46 88.86619),(47 90.608734),(48 91.17196),(49 92.35371),(50 92.945244),(51 92.79846),(52 92.39084),(53 92.50471),(54 92.01912),(55 91.22828),(56 91.04732),(57 90.9914),(58 89.38816),(59 90.16414),(60 90.13741),(61 90.27338),(62 89.90698),(63 89.03839),(64 88.58186),(65 88.98795),(66 89.695145),(67 89.740295),(68 90.09639),(69 90.56502),(70 91.06402),(71 90.88434),(72 91.53421),(73 91.84273),(74 92.497314),(75 92.64207),(76 93.79443),(77 93.9863),(78 94.664795),(79 95.32685),
(1 43.916393),(2 50.077183),(3 53.08949),(4 56.162422),(5 59.033134),(6 60.290638),(7 62.347412),(8 64.30709),(9 65.75299),(10 68.34969),(11 69.58464),(12 70.88426),(13 71.95158),(14 73.03021),(15 73.33452),(16 73.985214),(17 74.39681),(18 74.13357),(19 75.49806),(20 75.60275),(21 75.79602),(22 75.948586),(23 75.90148),(24 76.34583),(25 76.95204),(26 76.277626),(27 76.257545),(28 77.14961),(29 78.0685),(30 78.560234),(31 78.21742),(32 79.22753),(33 79.99035),(34 80.58205),(35 81.187096),(36 82.89435),(37 84.438705),(38 84.86281),(39 84.926674),(40 85.014175),(41 85.15675),(42 85.99248),(43 86.21975),(44 87.03757),(45 87.19625),(46 87.567215),(47 88.35579),(48 89.09323),(49 90.228745),(50 90.604485),(51 91.38375),(52 92.16227),(53 91.9747),(54 91.91293),(55 92.24103),(56 91.25548),(57 91.30306),(58 90.95832),(59 90.33164),(60 90.328156),(61 90.44928),(62 90.43429),(63 89.77387),(64 89.604836),(65 89.40556),(66 90.090126),(67 90.41568),(68 90.32764),(69 90.85521),(70 90.50936),(71 91.01765),(72 91.53173),(73 91.934586),(74 92.393616),(75 92.58001),(76 92.47919),(77 92.961426),(78 93.25115),(79 94.0922),
(1 43.42925),(2 49.407223),(3 52.09097),(4 55.09319),(5 58.07101),(6 60.101456),(7 62.1183),(8 64.09252),(9 65.52572),(10 67.60399),(11 69.84289),(12 71.36453),(13 71.917076),(14 73.274574),(15 73.50679),(16 74.03216),(17 75.09023),(18 75.43874),(19 76.29799),(20 76.327515),(21 75.90718),(22 76.39734),(23 76.36876),(24 77.15614),(25 77.33793),(26 78.25642),(27 78.26189),(28 78.405556),(29 78.65498),(30 78.951904),(31 79.813194),(32 80.79298),(33 80.46065),(34 81.50495),(35 81.63824),(36 82.37045),(37 83.80142),(38 84.01085),(39 84.28146),(40 84.80726),(41 85.0616),(42 84.79554),(43 86.02586),(44 86.39105),(45 86.64357),(46 87.81392),(47 88.49274),(48 89.49444),(49 90.81044),(50 90.86657),(51 90.81436),(52 91.344536),(53 91.08971),(54 90.83393),(55 91.487724),(56 91.55448),(57 91.19969),(58 91.82565),(59 90.56095),(60 91.24437),(61 90.18577),(62 89.97382),(63 89.794205),(64 89.15071),(65 89.69852),(66 90.625595),(67 90.7231),(68 90.19584),(69 90.74343),(70 90.833755),(71 91.0584),(72 91.905045),(73 92.279526),(74 93.16393),(75 93.63338),(76 94.92202),(77 95.36897),(78 95.73441),(79 96.583305),
(1 43.76373),(2 49.691776),(3 52.279877),(4 56.14283),(5 58.96511),(6 60.792267),(7 62.546246),(8 64.501656),(9 65.97473),(10 67.714485),(11 69.44256),(12 71.354965),(13 71.978035),(14 72.52169),(15 72.89303),(16 73.49228),(17 74.3137),(18 74.424324),(19 75.10413),(20 74.65703),(21 75.29569),(22 76.14869),(23 76.85778),(24 77.5066),(25 77.5688),(26 77.2079),(27 77.4081),(28 78.55054),(29 78.81131),(30 79.95662),(31 80.550575),(32 81.34477),(33 81.69863),(34 81.98582),(35 82.38997),(36 83.34009),(37 84.415054),(38 84.29363),(39 84.693146),(40 85.341034),(41 85.67783),(42 86.48056),(43 85.51123),(44 86.61128),(45 86.975395),(46 87.30602),(47 87.9774),(48 88.73589),(49 89.43649),(50 89.94494),(51 90.17206),(52 90.24951),(53 89.788376),(54 89.49042),(55 89.63518),(56 89.10898),(57 88.81125),(58 87.82644),(59 87.62978),(60 88.0366),(61 88.00401),(62 87.07795),(63 87.14465),(64 86.79879),(65 87.018486),(66 87.65163),(67 89.002075),(68 89.14967),(69 88.22909),(70 89.12331),(71 88.61354),(72 89.1356),(73 90.40573),(74 91.1195),(75 90.46881),(76 91.30318),(77 92.086365),(78 92.546616),(79 92.8481),
(1 42.609596),(2 48.453728),(3 50.09131),(4 53.391426),(5 56.303577),(6 58.302937),(7 59.72039),(8 61.900726),(9 63.68159),(10 65.1953),(11 67.00397),(12 69.61384),(13 69.93801),(14 72.29267),(15 72.3876),(16 73.050316),(17 73.39353),(18 73.858284),(19 74.48695),(20 74.36792),(21 75.10478),(22 75.09456),(23 75.78393),(24 76.0625),(25 77.18425),(26 77.202965),(27 76.781845),(28 77.84076),(29 77.70416),(30 78.60629),(31 78.28704),(32 78.62826),(33 78.352776),(34 78.98823),(35 80.474525),(36 81.62593),(37 82.23231),(38 82.85321),(39 82.963066),(40 84.45935),(41 84.0693),(42 84.63869),(43 85.50103),(44 85.68001),(45 85.8405),(46 87.593475),(47 88.39895),(48 88.931015),(49 90.03611),(50 90.375114),(51 90.92186),(52 92.173485),(53 92.06494),(54 92.64793),(55 92.33525),(56 92.10062),(57 91.09982),(58 91.5043),(59 91.99571),(60 92.43154),(61 92.1018),(62 92.70319),(63 91.16781),(64 90.782585),(65 91.55405),(66 91.52487),(67 91.21796),(68 91.89482),(69 91.6963),(70 91.93659),(71 91.58767),(72 91.97392),(73 91.94206),(74 91.75352),(75 91.74223),(76 92.922424),(77 93.493004),(78 93.658875),(79 94.12838),
(1 42.771446),(2 48.329475),(3 51.15675),(4 53.952137),(5 56.814682),(6 59.53525),(7 61.808052),(8 62.867817),(9 65.008934),(10 67.19363),(11 68.291466),(12 70.457664),(13 71.837006),(14 72.660194),(15 73.036545),(16 73.88568),(17 73.88266),(18 74.96609),(19 74.9978),(20 75.33584),(21 76.56893),(22 77.01337),(23 77.12861),(24 77.9266),(25 78.88184),(26 78.242546),(27 77.36393),(28 78.39223),(29 78.46403),(30 79.04349),(31 79.750946),(32 79.35507),(33 80.56598),(34 81.3747),(35 81.77997),(36 82.88255),(37 83.82375),(38 84.23381),(39 84.2521),(40 84.1104),(41 84.451004),(42 85.59613),(43 85.53525),(44 86.12728),(45 86.020874),(46 86.48168),(47 86.87372),(48 87.81642),(49 88.987305),(50 89.80937),(51 89.85428),(52 90.303696),(53 91.67266),(54 90.881),(55 91.14),(56 91.17621),(57 92.138084),(58 90.77807),(59 90.50957),(60 91.1804),(61 91.09145),(62 90.15079),(63 89.53027),(64 90.25667),(65 90.62108),(66 90.403854),(67 90.75981),(68 91.113976),(69 90.864555),(70 90.760574),(71 91.37604),(72 91.98259),(73 92.73095),(74 93.57323),(75 93.980736),(76 93.71628),(77 94.34241),(78 94.44903),(79 94.71103),
(1 43.20321),(2 48.24407),(3 50.344578),(4 53.63991),(5 56.64019),(6 58.635357),(7 60.85587),(8 62.454433),(9 64.29378),(10 65.132416),(11 67.399185),(12 69.73793),(13 70.81822),(14 71.335014),(15 71.732155),(16 72.10395),(17 72.66686),(18 72.56549),(19 72.51198),(20 73.066895),(21 73.69101),(22 73.47651),(23 74.377525),(24 74.232925),(25 74.906624),(26 75.49526),(27 76.003944),(28 76.98155),(29 76.57423),(30 77.59113),(31 77.473785),(32 78.1258),(33 78.40373),(34 78.54421),(35 78.68129),(36 79.623436),(37 80.66039),(38 80.5957),(39 81.68514),(40 81.476814),(41 81.41693),(42 82.29785),(43 82.897606),(44 83.90038),(45 84.49884),(46 85.474495),(47 85.61603),(48 85.88838),(49 86.826904),(50 87.02211),(51 86.526726),(52 86.65384),(53 86.81071),(54 86.76824),(55 86.44912),(56 85.8732),(57 86.35965),(58 85.744965),(59 85.78116),(60 85.74097),(61 85.57553),(62 85.487274),(63 84.748856),(64 84.76475),(65 85.45149),(66 85.494865),(67 85.42715),(68 86.43044),(69 85.88686),(70 86.74197),(71 87.04499),(72 87.77059),(73 88.10875),(74 88.05712),(75 88.01438),(76 88.67022),(77 88.90238),(78 88.22187),(79 89.42107),
(1 42.26614),(2 47.569817),(3 50.311363),(4 53.353634),(5 55.77215),(6 58.211914),(7 60.286522),(8 62.13287),(9 63.52809),(10 65.609245),(11 67.104195),(12 69.258286),(13 70.07806),(14 70.551544),(15 70.32095),(16 71.888596),(17 73.113365),(18 72.78881),(19 73.23597),(20 73.50569),(21 73.90005),(22 74.144005),(23 74.88981),(24 74.89438),(25 75.99484),(26 75.967865),(27 75.34501),(28 76.45),(29 77.26144),(30 77.69073),(31 78.41124),(32 79.082504),(33 80.180405),(34 79.767456),(35 80.28676),(36 80.87584),(37 81.55389),(38 82.024155),(39 82.656456),(40 83.47417),(41 83.4082),(42 83.85879),(43 83.70311),(44 84.9059),(45 85.75021),(46 85.91561),(47 86.67554),(48 87.82119),(49 88.91815),(50 89.02902),(51 89.275734),(52 90.49445),(53 90.208275),(54 89.79403),(55 90.32295),(56 90.1268),(57 90.209175),(58 90.01961),(59 90.36804),(60 90.31774),(61 90.13016),(62 90.190315),(63 89.386215),(64 90.404495),(65 89.9096),(66 89.94845),(67 89.52725),(68 89.58013),(69 89.53385),(70 89.69767),(71 90.36007),(72 90.45897),(73 90.753845),(74 91.26886),(75 91.763626),(76 92.2356),(77 92.86256),(78 92.98363),(79 93.09487),
(1 41.719677),(2 48.417816),(3 50.85565),(4 54.206146),(5 57.512974),(6 59.478004),(7 61.710052),(8 63.156685),(9 64.68834),(10 66.649796),(11 68.70672),(12 70.19751),(13 71.67381),(14 71.883865),(15 72.4252),(16 73.20132),(17 73.66074),(18 74.3378),(19 74.897415),(20 74.597595),(21 76.13655),(22 75.93504),(23 76.03036),(24 77.00542),(25 76.68214),(26 77.26111),(27 76.51119),(28 77.3068),(29 78.03189),(30 78.68471),(31 78.361206),(32 79.77779),(33 79.26425),(34 80.47753),(35 80.65144),(36 81.4523),(37 82.541084),(38 82.362434),(39 82.36819),(40 83.01365),(41 82.835396),(42 82.57108),(43 82.95399),(44 84.18046),(45 84.4743),(46 84.70864),(47 84.31196),(48 85.706635),(49 86.32236),(50 87.72229),(51 87.08549),(52 88.19943),(53 88.318504),(54 88.5428),(55 87.82002),(56 87.87537),(57 88.03719),(58 87.76752),(59 87.29609),(60 87.96301),(61 88.356125),(62 88.513954),(63 88.5392),(64 88.405785),(65 88.04667),(66 88.7082),(67 88.22858),(68 89.09924),(69 88.97507),(70 89.3533),(71 89.77654),(72 90.4899),(73 91.45251),(74 91.51241),(75 92.72256),(76 93.59763),(77 93.78566),(78 93.37926),(79 94.407265),
