1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58842.574),(2 31528.922),(3 121242.664),(4 121859.53),(5 234717.33),(6 256879.36),(7 389852.88),(8 430593.72),(9 578805.3),(10 640119.6),(11 802896.7),(12 886735),(13 1068592.6),(14 1163564),(15 1339602.6),(16 1443457.5),(17 1652771.5),(18 1791450),(19 2013953.4),(20 2173581.8),(21 2429050.3),(22 2620841),(23 2881386.8),(24 3079138),(25 3361009),(26 3568547.3),(27 3884757),(28 4109508.8),(29 4424334.5),(30 4652320.5),(31 4953109.5),(32 5155605.5),(33 5455822),(34 5614805.5),(35 5831276.5),(36 5986150.5),(37 6217344),(38 6374432),(39 6577030.5),(40 6716812),(41 6918662.5),(42 7049838.5),(43 7212275.5),(44 7314622.5),(45 7440064.5),(46 7512197.5),(47 7616222.5),(48 7637705.5),(49 7712081.5),(50 7717224),(51 7768900),(52 7772518.5),(53 7829118),(54 7815086.5),(55 7873977.5),(56 7888916.5),(57 7971606.5),(58 7976929.5),(59 8047630.5),(60 8062290.5),(61 8134794.5),(62 8148311.5),(63 8249525.5),(64 8287009.5),(65 8409230),(66 8473760),(67 8596263),(68 8680116),(69 8829936),(70 8959995),(71 9165261),(72 9334968),(73 9524505),(74 9665278),(75 9878207),(76 9989256),(77 10145623),(78 10220636),(79 10346212),
(1 604.421),(2 424.1115),(3 758.728),(4 495.3948),(5 799.10583),(6 530.9454),(7 829.3992),(8 550.82495),(9 855.97736),(10 565.57666),(11 853.66425),(12 562.8058),(13 860.436),(14 583.1503),(15 874.6212),(16 592.13434),(17 893.3407),(18 621.6148),(19 926.0851),(20 675.3141),(21 1003.5688),(22 751.8325),(23 1079.9076),(24 827.99194),(25 1159.4785),(26 905.0229),(27 1232.0286),(28 981.8084),(29 1319.2048),(30 1071.6603),(31 1404.8849),(32 1151.7878),(33 1483.6058),(34 1236.2217),(35 1565.8485),(36 1306.5717),(37 1620.1265),(38 1344.1926),(39 1634.0398),(40 1353.6097),(41 1674.1462),(42 1404.409),(43 1707.8726),(44 1444.0261),(45 1737.9791),(46 1459.0527),(47 1755.8903),(48 1475.3977),(49 1759.4679),(50 1476.1252),(51 1761.3816),(52 1480.1116),(53 1766.4448),(54 1478.8993),(55 1755.2455),(56 1471.9402),(57 1748.3402),(58 1471.8241),(59 1758.1843),(60 1490.8473),(61 1773.63),(62 1512.3779),(63 1800.1993),(64 1536.5314),(65 1832.3329),(66 1558.9255),(67 1822.7836),(68 1535.5989),(69 1796.9175),(70 1495.6177),(71 1750.346),(72 1443.9366),(73 1700.9003),(74 1392.419),(75 1649.2413),(76 1341.6858),(77 1603.8601),(78 1313.796),(79 1577.2291),
(1 598.96356),(2 416.582),(3 758.5607),(4 493.81247),(5 798.3868),(6 532.03326),(7 827.01807),(8 556.2349),(9 853.9456),(10 568.65216),(11 853.7733),(12 571.86536),(13 866.3851),(14 589.8588),(15 890.7521),(16 612.08344),(17 912.67163),(18 640.0513),(19 941.06714),(20 695.6746),(21 1017.08185),(22 764.01385),(23 1091.1903),(24 835.04895),(25 1163.4863),(26 919.07086),(27 1246.3711),(28 1010.38),(29 1332.565),(30 1081.0674),(31 1412.0825),(32 1170.3427),(33 1488.2301),(34 1241.9476),(35 1560.623),(36 1307.3726),(37 1606.5907),(38 1330.0499),(39 1617.0386),(40 1344.4436),(41 1647.5612),(42 1388.0924),(43 1690.8507),(44 1420.6313),(45 1722.3018),(46 1451.8745),(47 1736.7751),(48 1466.3785),(49 1752.4276),(50 1474.4105),(51 1745.5431),(52 1471.6299),(53 1756.127),(54 1466.3619),(55 1750.01),(56 1460.9036),(57 1740.6136),(58 1462.7179),(59 1762.3909),(60 1494.1587),(61 1802.1869),(62 1534.6085),(63 1820.2125),(64 1544.3765),(65 1843.4437),(66 1552.8326),(67 1824.5734),(68 1524.3413),(69 1799.125),(70 1502.8107),(71 1768.5958),(72 1464.6989),(73 1738.3726),(74 1431.2981),(75 1685.0527),(76 1379.6737),(77 1641.7786),(78 1333.3389),(79 1604.054),
(1 587.4309),(2 403.28998),(3 740.27637),(4 482.04977),(5 783.0226),(6 511.7157),(7 800.6614),(8 531.9009),(9 827.3215),(10 541.34845),(11 825.66956),(12 539.3874),(13 839.0131),(14 558.06506),(15 851.1069),(16 577.2223),(17 876.77893),(18 606.7259),(19 909.6219),(20 662.8379),(21 983.11755),(22 728.51385),(23 1051.8175),(24 803.05035),(25 1130.9702),(26 890.74835),(27 1211.3254),(28 965.9271),(29 1298.3473),(30 1059.0204),(31 1383.0547),(32 1148.0682),(33 1466.1414),(34 1216.4604),(35 1524.694),(36 1277.7443),(37 1578.8687),(38 1311.3446),(39 1579.503),(40 1301.0128),(41 1603.5771),(42 1331.9349),(43 1632.9658),(44 1375.2029),(45 1675.629),(46 1402.5361),(47 1683.4777),(48 1406.4836),(49 1699.3018),(50 1419.558),(51 1698.5736),(52 1431.5549),(53 1715.7649),(54 1432.1409),(55 1712.5948),(56 1443.9952),(57 1720.0992),(58 1445.2614),(59 1734.7126),(60 1476.0869),(61 1766.5034),(62 1508.4866),(63 1789.2036),(64 1525.328),(65 1810.8561),(66 1530.4866),(67 1788.5925),(68 1498.9985),(69 1763.4194),(70 1464.1693),(71 1723.7961),(72 1424.3419),(73 1685.6371),(74 1374.7023),(75 1627.7057),(76 1321.1587),(77 1573.4272),(78 1274.4528),(79 1541.1705),
(1 581.2936),(2 394.35898),(3 729.75244),(4 476.38455),(5 767.5731),(6 500.70453),(7 788.32935),(8 518.97504),(9 804.745),(10 518.88666),(11 804.34143),(12 527.45325),(13 823.9798),(14 547.8028),(15 834.9381),(16 565.606),(17 858.8249),(18 592.0421),(19 890.86633),(20 634.0525),(21 956.61786),(22 707.108),(23 1021.6213),(24 777.9162),(25 1097.2874),(26 849.71545),(27 1158.0566),(28 923.6159),(29 1239.602),(30 998.3835),(31 1315.9525),(32 1075.1183),(33 1384.4766),(34 1139.6715),(35 1447.1184),(36 1193.9675),(37 1484.9294),(38 1223.1202),(39 1501.2722),(40 1231.326),(41 1530.9396),(42 1264.2622),(43 1553.3655),(44 1297.3533),(45 1584.6981),(46 1323.0177),(47 1594.5255),(48 1318.4954),(49 1615.6763),(50 1345.2582),(51 1619.7333),(52 1353.7815),(53 1624.2754),(54 1353.8984),(55 1629.2944),(56 1355.9696),(57 1630.7225),(58 1362.9612),(59 1638.4448),(60 1382.5483),(61 1668.8656),(62 1409.7036),(63 1687.1547),(64 1422.2288),(65 1702.3395),(66 1428.642),(67 1687.4457),(68 1399.6741),(69 1658.9932),(70 1365.0475),(71 1624.2499),(72 1332.1613),(73 1590.2574),(74 1296.1647),(75 1557.0244),(76 1262.3018),(77 1524.1754),(78 1233.664),(79 1499.7783),
(1 573.5363),(2 390.0507),(3 711.19916),(4 465.98727),(5 753.6859),(6 491.57614),(7 764.6734),(8 503.52585),(9 782.5821),(10 510.53665),(11 788.24695),(12 517.85394),(13 795.00195),(14 522.6251),(15 804.8757),(16 538.0869),(17 822.6732),(18 567.7647),(19 858.1398),(20 608.0828),(21 913.8893),(22 664.4865),(23 972.28973),(24 734.7381),(25 1049.9998),(26 807.55676),(27 1116.9583),(28 887.2831),(29 1195.5953),(30 959.701),(31 1259.6422),(32 1011.77203),(33 1319.5243),(34 1078.5627),(35 1372.2102),(36 1120.1018),(37 1404.9937),(38 1149.9816),(39 1427.7568),(40 1167.3077),(41 1461.3243),(42 1204.7067),(43 1488.7444),(44 1242.737),(45 1521.9814),(46 1256.0994),(47 1523.1594),(48 1248.2057),(49 1526.4497),(50 1260.4628),(51 1522.1263),(52 1258.958),(53 1526.7604),(54 1254.3124),(55 1526.5186),(56 1246.9197),(57 1517.5134),(58 1243.3021),(59 1517.4464),(60 1264.8025),(61 1548.1498),(62 1282.819),(63 1550.5883),(64 1288.4108),(65 1558.0481),(66 1284.8285),(67 1545.6749),(68 1264.8027),(69 1532.1698),(70 1243.4124),(71 1497.7977),(72 1213.4017),(73 1469.2267),(74 1182.1987),(75 1441.145),(76 1151.9482),(77 1420.305),(78 1141.0122),(79 1392.002),
(1 569.23834),(2 387.72372),(3 705.24054),(4 460.4939),(5 753.45795),(6 488.2724),(7 763.1135),(8 505.9565),(9 781.2163),(10 509.4239),(11 783.11615),(12 514.49054),(13 802.7998),(14 527.9837),(15 809.9973),(16 540.2922),(17 829.65186),(18 571.97784),(19 864.5942),(20 614.99097),(21 919.91736),(22 667.83496),(23 974.9477),(24 733.36304),(25 1036.6567),(26 789.7164),(27 1103.5011),(28 850.5274),(29 1160.3864),(30 928.8331),(31 1234.3265),(32 999.0283),(33 1308.5308),(34 1062.7505),(35 1368.0128),(36 1121.4547),(37 1417.6235),(38 1156.8641),(39 1431.2667),(40 1172.1188),(41 1462.3535),(42 1204.9889),(43 1492.3715),(44 1227.4381),(45 1515.9631),(46 1246.5519),(47 1524.7194),(48 1238.4194),(49 1515.6177),(50 1241.8403),(51 1511.1659),(52 1242.846),(53 1520.8564),(54 1247.7142),(55 1521.6989),(56 1253.4928),(57 1535.4238),(58 1263.8906),(59 1535.4407),(60 1274.2087),(61 1552.0299),(62 1303.5881),(63 1577.2642),(64 1315.2019),(65 1591.2032),(66 1326.4033),(67 1580.4642),(68 1299.0382),(69 1551.669),(70 1272.9191),(71 1528.5562),(72 1246.246),(73 1507.1324),(74 1217.2341),(75 1462.4138),(76 1181.0243),(77 1436.6167),(78 1159.6129),(79 1418.4044),
(1 563.8091),(2 379.01797),(3 689.10406),(4 446.1011),(5 736.09955),(6 470.22006),(7 748.3169),(8 487.18317),(9 762.21545),(10 494.1003),(11 765.031),(12 497.27652),(13 779.86676),(14 509.08884),(15 793.43146),(16 522.95135),(17 809.7135),(18 548.6508),(19 840.6411),(20 591.3473),(21 897.38226),(22 651.0742),(23 960.2646),(24 712.3889),(25 1027.9348),(26 780.6624),(27 1090.767),(28 842.9198),(29 1157.3826),(30 916.3075),(31 1219.9451),(32 984.01776),(33 1294.7246),(34 1048.3613),(35 1351.4178),(36 1100.4554),(37 1391.7803),(38 1121.8004),(39 1408.5079),(40 1147.862),(41 1443.1627),(42 1192.7307),(43 1480.9303),(44 1218.7927),(45 1512.0988),(46 1244.2174),(47 1525.1382),(48 1255.0623),(49 1538.8269),(50 1267.9009),(51 1544.8822),(52 1272.4355),(53 1541.7039),(54 1275.3488),(55 1535.9626),(56 1266.3615),(57 1537.9044),(58 1270.4594),(59 1546.423),(60 1284.9447),(61 1555.8926),(62 1304.9958),(63 1572.2076),(64 1317.5099),(65 1589.4551),(66 1315.4071),(67 1556.8032),(68 1279.1409),(69 1537.954),(70 1258.116),(71 1509.1934),(72 1232.4176),(73 1491.1943),(74 1202.8121),(75 1452.8442),(76 1163.9344),(77 1418.5947),(78 1140.364),(79 1395.5101),
(1 551.23413),(2 379.1884),(3 683.0045),(4 444.164),(5 728.8049),(6 476.9612),(7 742.9842),(8 489.51654),(9 766.43866),(10 505.98798),(11 771.8722),(12 506.21564),(13 776.657),(14 517.23615),(15 791.6472),(16 531.3173),(17 808.3172),(18 556.77203),(19 838.55194),(20 597.32495),(21 889.5198),(22 651.3199),(23 944.39703),(24 712.26495),(25 1008.71173),(26 777.82324),(27 1076.4166),(28 842.85443),(29 1146.0382),(30 917.04315),(31 1213.7532),(32 977.2917),(33 1266.231),(34 1019.23987),(35 1304.5883),(36 1064.2643),(37 1337.481),(38 1076.8223),(39 1343.6156),(40 1084.7451),(41 1368.4252),(42 1118.4608),(43 1397.3618),(44 1150.2045),(45 1436.4174),(46 1181.1644),(47 1444.5641),(48 1181.9763),(49 1450.8832),(50 1190.6285),(51 1447.2742),(52 1189.2958),(53 1452.4808),(54 1184.4779),(55 1441.828),(56 1175.3788),(57 1440.2877),(58 1186.1187),(59 1446.8857),(60 1205.8757),(61 1468.8887),(62 1218.285),(63 1479.173),(64 1228.8667),(65 1497.1072),(66 1229.8895),(67 1463.3782),(68 1201.9889),(69 1456.4832),(70 1181.7771),(71 1431.1807),(72 1160.9779),(73 1402.9385),(74 1129.3119),(75 1378.3494),(76 1106.3455),(77 1355.8542),(78 1082.9581),(79 1333.5422),
(1 548.6245),(2 370.58145),(3 680.79865),(4 436.21088),(5 719.3338),(6 465.8345),(7 734.29285),(8 474.5674),(9 748.73517),(10 481.70047),(11 751.48706),(12 485.85),(13 757.4673),(14 495.50122),(15 772.6119),(16 506.75168),(17 788.0994),(18 539.11),(19 820.65314),(20 573.21484),(21 872.8624),(22 633.115),(23 923.31805),(24 684.79315),(25 984.7844),(26 751.0702),(27 1049.9613),(28 809.02527),(29 1118.6422),(30 882.0589),(31 1173.4421),(32 944.2443),(33 1232.9867),(34 989.2285),(35 1275.616),(36 1031.1552),(37 1309.1979),(38 1055.7666),(39 1329.941),(40 1076.945),(41 1351.7808),(42 1093.5409),(43 1368.947),(44 1122.119),(45 1400.2772),(46 1139.9009),(47 1405.3907),(48 1134.7421),(49 1408.107),(50 1142.484),(51 1404.0055),(52 1140.9475),(53 1402.5151),(54 1137.1047),(55 1400.8745),(56 1136.8081),(57 1413.2861),(58 1143.4586),(59 1406.6617),(60 1152.158),(61 1426.4843),(62 1175.9012),(63 1442.2273),(64 1186.304),(65 1460.7299),(66 1197.6713),(67 1444.6206),(68 1173.4038),(69 1430.1567),(70 1161.1107),(71 1413.8845),(72 1139.7089),(73 1388.3673),(74 1119.9415),(75 1377.0382),(76 1095.4501),(77 1352.4827),(78 1067.2188),(79 1317.9984),
(1 543.5311),(2 363.9031),(3 666.45404),(4 421.3339),(5 704.2357),(6 453.89752),(7 723.3201),(8 462.1859),(9 737.7523),(10 470.49905),(11 740.1597),(12 470.7648),(13 744.75024),(14 485.0448),(15 760.8839),(16 499.38892),(17 776.20544),(18 527.56506),(19 806.2088),(20 564.2509),(21 860.41895),(22 624.5266),(23 920.22766),(24 676.926),(25 973.8042),(26 735.7013),(27 1035.2253),(28 802.1103),(29 1104.3469),(30 878.73535),(31 1171.5159),(32 937.72546),(33 1231.0212),(34 1001.19305),(35 1288.6027),(36 1044.4711),(37 1312.1024),(38 1060.162),(39 1329.1003),(40 1078.337),(41 1364.273),(42 1111.1077),(43 1384.9718),(44 1138.045),(45 1419.3208),(46 1158.2166),(47 1420.9958),(48 1159.1497),(49 1424.658),(50 1164.875),(51 1417.7312),(52 1159.0282),(53 1410.0609),(54 1147.1725),(55 1390.7046),(56 1128.6134),(57 1391.2444),(58 1135.8287),(59 1397.917),(60 1150.0448),(61 1416.0795),(62 1176.6086),(63 1437.1875),(64 1187.1384),(65 1450.0483),(66 1189.7216),(67 1433.2147),(68 1169.4805),(69 1407.1365),(70 1139.0522),(71 1382.361),(72 1107.852),(73 1353.3942),(74 1083.4781),(75 1335.0022),(76 1060.0212),(77 1304.9861),(78 1034.9114),(79 1285.7537),
(1 528.8399),(2 351.96158),(3 651.2362),(4 414.8689),(5 688.6232),(6 438.67154),(7 702.21643),(8 451.6338),(9 717.01636),(10 459.98026),(11 721.4759),(12 460.86087),(13 729.961),(14 472.73926),(15 739.00964),(16 494.31918),(17 760.1692),(18 516.5697),(19 785.6637),(20 553.17303),(21 836.99567),(22 602.35223),(23 881.033),(24 649.4061),(25 939.8911),(26 715.20746),(27 997.60254),(28 774.5301),(29 1063.9744),(30 842.63336),(31 1128.1711),(32 905.9286),(33 1180.9628),(34 956.3067),(35 1238.3439),(36 1005.1237),(37 1268.8236),(38 1028.4376),(39 1292.4847),(40 1050.2903),(41 1315.1029),(42 1070.4496),(43 1335.949),(44 1100.7931),(45 1368.548),(46 1115.7834),(47 1371.4017),(48 1114.8971),(49 1373.7378),(50 1119.3975),(51 1356.7938),(52 1117.0104),(53 1358.9324),(54 1101.9979),(55 1346.2162),(56 1098.7621),(57 1352.5222),(58 1097.3264),(59 1348.1062),(60 1103.3829),(61 1363.3416),(62 1127.0037),(63 1386.8687),(64 1143.2892),(65 1399.1599),(66 1151.4729),(67 1399.1447),(68 1141.1693),(69 1384.5135),(70 1121.491),(71 1368.2937),(72 1098.268),(73 1337.0758),(74 1068.6445),(75 1317.992),(76 1049.6556),(77 1298.5325),(78 1033.5332),(79 1275.9489),
(1 524.5242),(2 348.63116),(3 646.79034),(4 415.3307),(5 686.46704),(6 439.42984),(7 700.73834),(8 450.23315),(9 721.91766),(10 460.77423),(11 717.72205),(12 461.92365),(13 729.0342),(14 471.83197),(15 734.38745),(16 484.90753),(17 753.0572),(18 512.04297),(19 775.3664),(20 544.81506),(21 834.863),(22 602.6596),(23 890.62756),(24 675.2813),(25 953.0091),(26 731.0906),(27 1014.3855),(28 789.6162),(29 1075.3875),(30 862.5923),(31 1147.1492),(32 926.5536),(33 1210.7559),(34 978.13666),(35 1263.1987),(36 1031.6287),(37 1295.563),(38 1050.076),(39 1300.4478),(40 1057.8512),(41 1324.6044),(42 1074.4095),(43 1341.8263),(44 1109.4325),(45 1373.6383),(46 1130.5408),(47 1388.155),(48 1132.9031),(49 1404.9482),(50 1154.631),(51 1401.065),(52 1160.0465),(53 1403.794),(54 1141.1592),(55 1387.5895),(56 1137.6548),(57 1391.6606),(58 1134.6888),(59 1382.2869),(60 1133.6898),(61 1384.3081),(62 1147.2662),(63 1394.1545),(64 1154.0477),(65 1403.9786),(66 1165.8939),(67 1405.5344),(68 1147.1868),(69 1394.0731),(70 1131.8473),(71 1362.401),(72 1101.1842),(73 1337.2667),(74 1070.4647),(75 1305.6637),(76 1050.9363),(77 1298.749),(78 1033.8676),(79 1264.2452),
(1 533.2024),(2 349.35284),(3 646.8735),(4 411.53656),(5 690.3708),(6 439.68307),(7 703.0527),(8 451.2868),(9 724.15857),(10 462.4402),(11 719.9561),(12 455.67804),(13 719.36005),(14 468.08875),(15 738.6026),(16 482.3977),(17 755.8799),(18 511.62097),(19 781.5488),(20 549.9319),(21 841.62054),(22 597.9396),(23 883.112),(24 652.8876),(25 945.81006),(26 714.1529),(27 994.274),(28 766.3154),(29 1056.6305),(30 828.17737),(31 1111.4635),(32 884.46875),(33 1169.084),(34 937.3622),(35 1216.5089),(36 983.77484),(37 1244.2019),(38 1001.21106),(39 1262.1654),(40 1017.24805),(41 1290.7677),(42 1046.5552),(43 1300.2997),(44 1063.3134),(45 1323.218),(46 1072.8237),(47 1322.1366),(48 1074.2135),(49 1332.509),(50 1081.8619),(51 1321.1241),(52 1069.4166),(53 1322.5737),(54 1067.0117),(55 1315.3262),(56 1065.1244),(57 1322.5359),(58 1067.4911),(59 1320.288),(60 1075.8182),(61 1339.0243),(62 1088.2875),(63 1344.7986),(64 1094.5858),(65 1358.1652),(66 1117.5756),(67 1357.081),(68 1102.242),(69 1344.3545),(70 1081.2449),(71 1316.305),(72 1057.0958),(73 1304.3778),(74 1040.5205),(75 1283.6813),(76 1014.2614),(77 1262.1116),(78 994.4469),(79 1233.5837),
(1 518.7119),(2 338.80222),(3 632.2919),(4 406.71622),(5 675.9806),(6 428.45953),(7 686.0276),(8 438.56375),(9 705.17413),(10 448.5114),(11 704.4734),(12 447.64285),(13 707.2692),(14 460.06335),(15 724.14966),(16 466.9631),(17 738.0441),(18 487.01428),(19 760.9415),(20 521.9647),(21 812.2411),(22 580.008),(23 862.92755),(24 633.8343),(25 927.6146),(26 692.5536),(27 977.98773),(28 750.36945),(29 1044.0924),(30 818.5416),(31 1101.4425),(32 875.1183),(33 1151.7366),(34 922.7971),(35 1198.2845),(36 963.5196),(37 1231.373),(38 980.36),(39 1236.069),(40 992.7338),(41 1265.8088),(42 1024.8328),(43 1295.3425),(44 1052.6984),(45 1315.9231),(46 1064.1969),(47 1306.4457),(48 1050.1788),(49 1299.3981),(50 1041.7242),(51 1291.7968),(52 1034.4539),(53 1284.3132),(54 1028.9089),(55 1268.5317),(56 1019.3916),(57 1274.4265),(58 1018.51215),(59 1268.2451),(60 1021.5066),(61 1282.0201),(62 1031.846),(63 1294.702),(64 1043.8008),(65 1301.1648),(66 1058.1226),(67 1306.9565),(68 1048.4966),(69 1293.2123),(70 1030.6914),(71 1276.3708),(72 1008.7669),(73 1252.6664),(74 984.09344),(75 1225.8204),(76 962.54364),(77 1214.1929),(78 947.63824),(79 1194.1366),
(1 503.84055),(2 329.0016),(3 610.7532),(4 387.7888),(5 651.0288),(6 410.331),(7 663.0733),(8 424.7847),(9 682.6906),(10 433.40097),(11 683.0906),(12 436.87006),(13 693.2903),(14 451.63452),(15 706.3413),(16 456.81586),(17 714.8188),(18 475.83762),(19 737.0673),(20 510.40256),(21 790.7867),(22 561.1596),(23 833.56445),(24 606.8587),(25 892.22205),(26 664.9098),(27 939.7511),(28 713.2369),(29 994.4363),(30 778.6254),(31 1045.5364),(32 822.08374),(33 1091.1964),(34 861.44037),(35 1121.4967),(36 890.35516),(37 1151.4742),(38 914.6681),(39 1166.8364),(40 925.2791),(41 1187.3796),(42 961.218),(43 1207.974),(44 976.52826),(45 1226.9257),(46 994.5816),(47 1224.4817),(48 977.4234),(49 1225.4598),(50 980.0742),(51 1222.4938),(52 974.38043),(53 1212.215),(54 959.7228),(55 1190.3113),(56 956.21906),(57 1192.6592),(58 952.84467),(59 1191.8907),(60 955.84564),(61 1201.2141),(62 965.9302),(63 1215.958),(64 980.0868),(65 1222.9011),(66 978.3987),(67 1212.289),(68 965.9648),(69 1200.1538),(70 956.99567),(71 1183.1127),(72 934.1346),(73 1164.7269),(74 912.7981),(75 1148.1323),(76 905.7759),(77 1136.578),(78 889.0943),(79 1122.8942),
(1 513.4289),(2 335.4736),(3 617.659),(4 392.59653),(5 662.9932),(6 414.7703),(7 670.3988),(8 419.45758),(9 683.31116),(10 438.94705),(11 685.29114),(12 441.44287),(13 699.1976),(14 449.68326),(15 703.3552),(16 456.98676),(17 717.13196),(18 471.1583),(19 732.4434),(20 499.99652),(21 777.20184),(22 538.4602),(23 812.9293),(24 585.8017),(25 863.8403),(26 627.94995),(27 899.87805),(28 668.4215),(29 950.72906),(30 722.33044),(31 993.7379),(32 763.8707),(33 1031.9216),(34 805.7664),(35 1070.733),(36 834.5799),(37 1091.0562),(38 845.9727),(39 1097.8063),(40 862.78326),(41 1133.0327),(42 904.90796),(43 1152.6277),(44 920.79034),(45 1176.4365),(46 938.7821),(47 1179.9213),(48 929.6342),(49 1177.4814),(50 929.5901),(51 1174.5194),(52 936.71027),(53 1183.0643),(54 934.7411),(55 1173.1135),(56 936.9344),(57 1180.513),(58 937.86273),(59 1184.9637),(60 945.7042),(61 1192.2523),(62 956.5927),(63 1208.1982),(64 967.3926),(65 1214.7001),(66 974.9831),(67 1210.8591),(68 959.1431),(69 1198.7463),(70 944.159),(71 1176.9734),(72 924.7452),(73 1159.4181),(74 895.8742),(75 1135.1263),(76 881.82196),(77 1117.8724),(78 863.82465),(79 1103.714),
