1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4184178.8),(2 12450979),(3 24382762),(4 35133184),(5 46932436),(6 60867730),(7 73330424),(8 85099040),(9 96381760),(10 107573920),(11 120219400),(12 131013336),(13 141896060),(14 152926190),(15 165990270),(16 178502100),(17 191684660),(18 204101630),(19 217991890),(20 231326640),(21 243724620),(22 253546620),(23 266005330),(24 274305820),(25 280109150),(26 284397150),(27 286834940),(28 288486240),(29 291743520),(30 296346400),(31 300996960),(32 305984600),(33 312471680),(34 318881760),(35 325030820),(36 332459260),(37 341202850),(38 349951870),(39 357995620),(40 366521200),(41 377236830),(42 393001630),(43 408133150),(44 422877100),(45 437044320),(46 446527140),(47 455175900),(48 465182240),(49 474527140),(50 483001600),(51 494497380),(52 503684860),(53 510216060),(54 514131300),(55 519227040),(56 526966530),(57 537824300),(58 548788700),(59 558814700),(60 567345100),(61 576145600),(62 584371300),(63 592581760),(64 597904400),(65 600478000),(66 601488600),(67 602650940),(68 600272830),(69 600270600),(70 607038000),(71 615200300),(72 618480830),(73 618012400),(74 616123140),(75 610933700),(76 608695940),(77 599969860),(78 587476700),(79 576124200),
(1 4281381.5),(2 12813479),(3 26192658),(4 38400640),(5 52444430),(6 67494890),(7 80799530),(8 96017050),(9 110014230),(10 124451050),(11 138412240),(12 151216300),(13 165397970),(14 180838990),(15 196080850),(16 209874500),(17 221060050),(18 231887460),(19 240954160),(20 249824540),(21 257785940),(22 262498910),(23 266216450),(24 266975330),(25 266343580),(26 263547600),(27 261013200),(28 259769500),(29 259819620),(30 257414940),(31 254626560),(32 252573010),(33 249094960),(34 245270240),(35 239028300),(36 233789340),(37 230298830),(38 228891440),(39 228205360),(40 229725540),(41 232368300),(42 237401000),(43 241687650),(44 248152220),(45 255213010),(46 261262110),(47 267162200),(48 273577440),(49 278617150),(50 282254140),(51 287848900),(52 293221570),(53 297044500),(54 298875230),(55 302250700),(56 306890050),(57 312832500),(58 317131680),(59 320982270),(60 324677950),(61 327831230),(62 331582400),(63 335388600),(64 339955040),(65 345161280),(66 349540700),(67 352315520),(68 351273020),(69 350820220),(70 352362050),(71 356048580),(72 359016400),(73 361430700),(74 363325860),(75 365166750),(76 366866880),(77 366448800),(78 363506140),(79 358815650),
(1 4365875.5),(2 12400112),(3 28525744),(4 40186876),(5 53813044),(6 66326772),(7 74176504),(8 81573720),(9 89565720),(10 96908470),(11 101745016),(12 104940740),(13 107884390),(14 108738664),(15 110896770),(16 114703896),(17 119567550),(18 123433820),(19 126135530),(20 127790650),(21 129924250),(22 131741750),(23 135569020),(24 140445390),(25 145432620),(26 146929550),(27 147187950),(28 147382580),(29 148054480),(30 147377550),(31 147255730),(32 146914030),(33 145699650),(34 145346320),(35 145606400),(36 145713150),(37 144868210),(38 144791870),(39 143165940),(40 141256880),(41 139970830),(42 137665070),(43 134957570),(44 132703680),(45 130735580),(46 127606520),(47 126725496),(48 126648296),(49 127245784),(50 127773784),(51 129079550),(52 130569790),(53 134016600),(54 139258770),(55 143465420),(56 146645300),(57 150717650),(58 154919340),(59 159108020),(60 163589490),(61 167370510),(62 171430420),(63 175706770),(64 180206290),(65 185034370),(66 190610640),(67 194387200),(68 197064020),(69 198409040),(70 199493230),(71 196155840),(72 193617260),(73 190927950),(74 187980240),(75 184549620),(76 180917420),(77 178588240),(78 175569660),(79 173378450),
(1 5173276.5),(2 14705621),(3 29849096),(4 41313416),(5 52416890),(6 63189770),(7 70981704),(8 77708744),(9 87033760),(10 95409400),(11 100637660),(12 104290020),(13 106329460),(14 107046930),(15 106935980),(16 105990600),(17 106298024),(18 106786720),(19 108045220),(20 109821200),(21 111167930),(22 113449090),(23 116228960),(24 117560510),(25 118496744),(26 117301736),(27 116430120),(28 115964580),(29 116266840),(30 116466800),(31 116698000),(32 117076980),(33 117187170),(34 118084010),(35 118484340),(36 117316880),(37 115609760),(38 114410740),(39 112384500),(40 111265560),(41 109871110),(42 107298104),(43 103759080),(44 101111110),(45 98647680),(46 97591750),(47 96998584),(48 96076680),(49 94704870),(50 93454790),(51 91171100),(52 89580780),(53 88797350),(54 89622616),(55 89744600),(56 89503370),(57 89646850),(58 89741670),(59 89999960),(60 91019736),(61 92406184),(62 94148550),(63 95810536),(64 96545150),(65 97139230),(66 97288590),(67 97116550),(68 98179250),(69 98995784),(70 98375190),(71 97229660),(72 97799864),(73 99262620),(74 100505690),(75 101906590),(76 102246180),(77 102818950),(78 102019560),(79 101489750),
(1 5479464),(2 15406691),(3 28898548),(4 39855132),(5 50429956),(6 59345988),(7 64704244),(8 69516776),(9 72956680),(10 75091976),(11 77062880),(12 77814070),(13 78620620),(14 81705770),(15 82519170),(16 82897620),(17 84715930),(18 86537420),(19 90027180),(20 93688160),(21 95775570),(22 99044870),(23 101648850),(24 102624970),(25 102529790),(26 102798230),(27 103716830),(28 104313830),(29 104212490),(30 105631304),(31 107106180),(32 107313990),(33 106277940),(34 105074080),(35 102416584),(36 99523660),(37 96944456),(38 94544040),(39 92429250),(40 90430180),(41 88627810),(42 86979460),(43 85556170),(44 84675750),(45 83900856),(46 84379230),(47 85597944),(48 86573310),(49 88878696),(50 91407416),(51 93150360),(52 94743030),(53 95566790),(54 96558020),(55 97099270),(56 97965180),(57 98125950),(58 97423360),(59 96471930),(60 95539970),(61 94357176),(62 93396580),(63 92739704),(64 92258720),(65 92002110),(66 92661890),(67 93189816),(68 96039070),(69 98172936),(70 99164536),(71 95836240),(72 95786360),(73 96149090),(74 96707430),(75 97088390),(76 97234300),(77 98137144),(78 98781470),(79 98812900),
(1 5663248.5),(2 16932218),(3 33590270),(4 47078776),(5 59514344),(6 69233800),(7 75341050),(8 79441304),(9 77477710),(10 75177280),(11 73523560),(12 72367570),(13 71450390),(14 72980184),(15 72356880),(16 69293850),(17 67920450),(18 69196750),(19 73239976),(20 77880200),(21 81839384),(22 86849150),(23 88414180),(24 88799660),(25 87231170),(26 84739496),(27 82066570),(28 79186800),(29 75747360),(30 75191000),(31 76522700),(32 77270210),(33 76165080),(34 76018820),(35 75108760),(36 74175660),(37 74555690),(38 75983080),(39 77632090),(40 78212820),(41 78247160),(42 77469870),(43 76320190),(44 74845970),(45 73364160),(46 73016430),(47 73085200),(48 73104880),(49 73466410),(50 74879416),(51 75648150),(52 75827220),(53 74976660),(54 73829040),(55 72301220),(56 70042220),(57 67260590),(58 64300456),(59 61876670),(60 59477890),(61 57765576),(62 56840290),(63 56270744),(64 55339296),(65 55497510),(66 58724856),(67 62388320),(68 69397010),(69 75104730),(70 77642820),(71 76683540),(72 78364430),(73 78962744),(74 78502570),(75 76270630),(76 72897170),(77 69927280),(78 65941530),(79 63823830),
(1 4761635),(2 13953905),(3 29139012),(4 40471588),(5 50751704),(6 58338150),(7 62651150),(8 65989444),(9 66169040),(10 67306170),(11 66011650),(12 65547676),(13 66388668),(14 66612616),(15 64160504),(16 60902256),(17 57744236),(18 55111150),(19 53415588),(20 53617450),(21 54865560),(22 56339412),(23 57330052),(24 58170050),(25 58136464),(26 56681776),(27 55243480),(28 53999176),(29 53327252),(30 53447990),(31 53126060),(32 52096988),(33 51051868),(34 49902892),(35 48943420),(36 48655816),(37 49166060),(38 50242756),(39 53359910),(40 55965040),(41 57138830),(42 56533868),(43 56015892),(44 55162960),(45 54240170),(46 53541590),(47 53379216),(48 53285690),(49 53828124),(50 54314348),(51 54152732),(52 54226388),(53 54181676),(54 54227096),(55 54313736),(56 54049876),(57 53309612),(58 52705296),(59 51851096),(60 51170776),(61 51194156),(62 51973970),(63 53097764),(64 54367150),(65 55448056),(66 56374084),(67 57432468),(68 58469296),(69 59623704),(70 60342656),(71 62071800),(72 62979716),(73 63457616),(74 63036860),(75 61461530),(76 59154584),(77 55851820),(78 53449940),(79 51990416),
(1 4617344),(2 12811072),(3 26939746),(4 36789820),(5 46870892),(6 53289456),(7 57557444),(8 59126092),(9 60229510),(10 63413564),(11 64742700),(12 64946696),(13 64823100),(14 63614788),(15 61268868),(16 59547784),(17 57975190),(18 56465116),(19 56795884),(20 58124068),(21 58864144),(22 58641650),(23 56668508),(24 54443044),(25 51885596),(26 50212480),(27 49266388),(28 49001892),(29 48392364),(30 47519480),(31 46679560),(32 46337384),(33 46767850),(34 47747984),(35 49037190),(36 50897476),(37 52371376),(38 53464210),(39 54822570),(40 56293428),(41 57416300),(42 57767076),(43 57630204),(44 57324664),(45 57107720),(46 57301036),(47 57394736),(48 57110950),(49 55646630),(50 53989144),(51 51727604),(52 49765948),(53 47367220),(54 45452796),(55 44132236),(56 42485596),(57 40919470),(58 39643372),(59 39477776),(60 39684772),(61 40867590),(62 42577704),(63 45375544),(64 47394250),(65 49485268),(66 51230904),(67 51757976),(68 50265420),(69 49753148),(70 47948596),(71 47022470),(72 46326970),(73 45963868),(74 45426896),(75 45046284),(76 44750412),(77 44734836),(78 44694040),(79 44689956),
(1 4069889),(2 11123276),(3 20538812),(4 26858320),(5 31536708),(6 33947744),(7 34463172),(8 34350290),(9 34844376),(10 35143212),(11 36033620),(12 36170412),(13 35443436),(14 34730656),(15 35187556),(16 34877884),(17 34636630),(18 34689310),(19 35534336),(20 36359536),(21 36012416),(22 34805700),(23 33005712),(24 32789842),(25 33450688),(26 35006492),(27 35077390),(28 33807244),(29 31392520),(30 29069918),(31 27514770),(32 27356864),(33 28228272),(34 29724842),(35 31389796),(36 32695342),(37 33635044),(38 34030884),(39 34332532),(40 34711010),(41 34894984),(42 34846652),(43 34694572),(44 34548120),(45 34631388),(46 34384212),(47 33397530),(48 32459226),(49 31431722),(50 30303164),(51 29437170),(52 28936648),(53 28696926),(54 29462982),(55 30140216),(56 30845894),(57 31312348),(58 31571188),(59 31181826),(60 31021192),(61 31173918),(62 31526678),(63 33192076),(64 34521004),(65 35760580),(66 36508850),(67 36687060),(68 35506050),(69 34821676),(70 33960700),(71 32984802),(72 33074854),(73 33990560),(74 35019024),(75 35891380),(76 36256092),(77 36400470),(78 36103910),(79 35559150),
(1 3550520.5),(2 9205776),(3 17901112),(4 23299016),(5 27732416),(6 30429832),(7 32513014),(8 33709090),(9 34446160),(10 33778384),(11 33554318),(12 33429674),(13 33541000),(14 33160042),(15 32898698),(16 31574934),(17 29670244),(18 27836600),(19 26790904),(20 26371644),(21 26590908),(22 27094916),(23 28076340),(24 29175336),(25 30860384),(26 32138688),(27 32937782),(28 33606900),(29 33842348),(30 33739690),(31 33890240),(32 33995892),(33 32962056),(34 32767652),(35 32150372),(36 30896946),(37 29392792),(38 28285832),(39 27145170),(40 25798266),(41 24499000),(42 23820464),(43 23314418),(44 23144984),(45 23204188),(46 23440462),(47 23885166),(48 24520606),(49 24792196),(50 24969366),(51 25145668),(52 25126776),(53 25167058),(54 25946006),(55 26913386),(56 27914120),(57 29003742),(58 29851172),(59 30413184),(60 30340572),(61 29616854),(62 28748288),(63 28088504),(64 27570074),(65 26962056),(66 25876814),(67 25299900),(68 24515872),(69 24157914),(70 24922804),(71 26417002),(72 27369354),(73 28353756),(74 28954370),(75 30134962),(76 30808206),(77 31508480),(78 29896626),(79 28919050),
(1 3178963.8),(2 8147054),(3 14400769),(4 18499844),(5 21567588),(6 23949988),(7 25487822),(8 26172880),(9 26436562),(10 26461840),(11 27308682),(12 27894648),(13 27883104),(14 27801310),(15 28813116),(16 28652788),(17 27693322),(18 26383074),(19 25313024),(20 24720400),(21 24483830),(22 23964100),(23 23625446),(24 23417792),(25 23890718),(26 24605702),(27 25150278),(28 26046088),(29 27062808),(30 27333304),(31 26895436),(32 26189452),(33 24612412),(34 23605078),(35 22279996),(36 21142060),(37 20367826),(38 19845904),(39 19716334),(40 19600148),(41 19585758),(42 19720948),(43 19539916),(44 19854136),(45 20715178),(46 21920892),(47 22753468),(48 23521774),(49 23829090),(50 23758442),(51 23697706),(52 23949358),(53 24656592),(54 25701410),(55 26217078),(56 26084954),(57 26008952),(58 26047284),(59 26096682),(60 26044248),(61 25946552),(62 25643684),(63 24575848),(64 23724540),(65 23122096),(66 23021630),(67 22926378),(68 23099900),(69 23238352),(70 23549816),(71 23895066),(72 24455224),(73 24889148),(74 25038804),(75 24866394),(76 24728346),(77 24927620),(78 24870036),(79 24719760),
