1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157629.83),(2 404759.75),(3 650030.94),(4 829897.2),(5 944940.2),(6 1009273.7),(7 1099954),(8 1128574.9),(9 1129578.9),(10 1153468.6),(11 1269724.4),(12 1436653.9),(13 1608212),(14 1744093.6),(15 1843834),(16 1909258.4),(17 1951378.9),(18 2037779),(19 2108723.3),(20 2121866.3),(21 2153803.8),(22 2211981.8),(23 2320465.3),(24 2428604.5),(25 2566063),(26 2674331.8),(27 2729830),(28 2612097),(29 2475431.8),(30 2344789.5),(31 2246532.3),(32 2153463.3),(33 2149177.8),(34 2227343),(35 2360973.3),(36 2483317),(37 2550141.8),(38 2509500),(39 2390493.3),(40 2241515.8),(41 2086307.1),(42 1961811.4),(43 1893495.4),(44 1925851.5),(45 2023523.9),(46 2146106.3),(47 2281394.3),(48 2340162.8),(49 2356317.8),(50 2299301.8),(51 2195588.8),(52 2191957),(53 2308920.8),(54 2388861.3),(55 2489286.8),(56 2620827.3),(57 2736773.5),(58 2787375.3),(59 2755212),(60 2672973.3),(61 2598045.3),(62 2486052.8),(63 2403039),(64 2358030),(65 2398460.8),(66 2450396.8),(67 2536170.3),(68 2595721.8),(69 2662389.8),(70 2610911.8),(71 2526287.8),(72 2377072),(73 2251733.8),(74 2098393.8),(75 1990928.4),(76 1964678.6),(77 2023689.1),(78 2215909.8),(79 2360556.8),
(1 69.09469),(2 79.71479),(3 83.78381),(4 86.25591),(5 88.30674),(6 90.16822),(7 90.63013),(8 90.39662),(9 90.88406),(10 91.17914),(11 91.76036),(12 93.320496),(13 94.11623),(14 94.71064),(15 93.99824),(16 94.97275),(17 95.38053),(18 95.219955),(19 95.69711),(20 94.76616),(21 95.55233),(22 95.5297),(23 95.262726),(24 96.69892),(25 96.464005),(26 97.41515),(27 97.53522),(28 97.65202),(29 97.7456),(30 98.105835),(31 99.10639),(32 98.5405),(33 98.80394),(34 98.964676),(35 99.2823),(36 99.94446),(37 99.33061),(38 100.46149),(39 99.679016),(40 99.786736),(41 99.792435),(42 100.75576),(43 101.396416),(44 101.18354),(45 101.179634),(46 102.016815),(47 101.180336),(48 101.516304),(49 101.40454),(50 102.49038),(51 99.759964),(52 100.76334),(53 101.00549),(54 101.06921),(55 102.20768),(56 102.029274),(57 101.761055),(58 102.095116),(59 101.91505),(60 101.85456),(61 101.13647),(62 100.46462),(63 99.002525),(64 98.940254),(65 99.404816),(66 99.89973),(67 100.73539),(68 100.73223),(69 100.59967),(70 100.3637),(71 99.58652),(72 99.43686),(73 99.73314),(74 100.26705),(75 99.26206),(76 99.1358),(77 99.20776),(78 100.10577),(79 100.028175),
(1 67.33313),(2 77.21042),(3 80.13844),(4 82.954155),(5 86.26852),(6 89.18797),(7 89.9117),(8 88.847626),(9 90.587204),(10 89.88947),(11 91.05568),(12 91.721886),(13 93.4227),(14 93.31722),(15 93.24786),(16 93.462364),(17 92.94258),(18 94.56668),(19 95.71506),(20 94.36407),(21 93.74161),(22 95.261986),(23 94.68203),(24 94.7934),(25 95.019905),(26 94.82903),(27 93.77043),(28 94.16624),(29 95.227715),(30 95.37835),(31 96.102036),(32 97.54322),(33 97.821884),(34 97.34932),(35 97.162926),(36 96.91785),(37 96.52748),(38 98.1411),(39 96.19924),(40 95.95698),(41 96.67706),(42 96.98444),(43 97.46715),(44 97.30458),(45 97.899025),(46 97.98812),(47 97.72974),(48 97.77895),(49 97.61419),(50 98.40351),(51 98.26409),(52 98.4626),(53 98.41063),(54 98.57561),(55 98.9418),(56 98.241936),(57 98.54177),(58 99.42056),(59 99.17783),(60 99.498535),(61 99.353134),(62 98.4704),(63 96.79498),(64 96.297035),(65 97.52463),(66 97.44012),(67 96.76872),(68 97.28233),(69 96.78603),(70 95.8602),(71 97.49357),(72 98.07242),(73 97.2584),(74 96.80516),(75 95.79011),(76 96.08562),(77 96.942024),(78 96.47508),(79 97.89235),
(1 67.52334),(2 78.32517),(3 81.452034),(4 84.624535),(5 87.08754),(6 88.45106),(7 89.12615),(8 90.28837),(9 90.22427),(10 91.01754),(11 89.86789),(12 92.70233),(13 94.35985),(14 95.121414),(15 93.92292),(16 94.65916),(17 95.58598),(18 95.678734),(19 96.106415),(20 96.08436),(21 95.89242),(22 96.837555),(23 96.213524),(24 95.95095),(25 97.41178),(26 97.9794),(27 96.98409),(28 97.46126),(29 97.68759),(30 98.400925),(31 98.05111),(32 98.4453),(33 98.63374),(34 99.32935),(35 98.474236),(36 100.03163),(37 99.40635),(38 100.04112),(39 98.12766),(40 98.76249),(41 98.71365),(42 99.41426),(43 98.815765),(44 99.51081),(45 100.82514),(46 100.89443),(47 100.81232),(48 102.24753),(49 101.75236),(50 101.04259),(51 98.94835),(52 99.29527),(53 99.73429),(54 99.705826),(55 100.57717),(56 101.13254),(57 100.9597),(58 100.82717),(59 99.94082),(60 99.63495),(61 99.93321),(62 99.90228),(63 97.71579),(64 97.48349),(65 98.03866),(66 98.16818),(67 97.36773),(68 98.457886),(69 99.23144),(70 97.496735),(71 99.00281),(72 99.00036),(73 98.40757),(74 98.53795),(75 97.31135),(76 97.82983),(77 97.62559),(78 98.51825),(79 100.60555),
(1 64.79642),(2 73.95444),(3 77.69233),(4 80.40665),(5 82.69853),(6 84.776436),(7 85.69837),(8 86.41322),(9 87.524605),(10 87.663925),(11 87.04618),(12 89.0492),(13 90.173454),(14 90.68992),(15 90.43641),(16 90.94496),(17 90.83398),(18 90.79689),(19 91.210144),(20 91.30418),(21 90.54749),(22 90.91267),(23 91.625084),(24 92.7209),(25 93.43331),(26 95.65996),(27 94.33977),(28 94.23394),(29 95.239975),(30 95.0902),(31 96.17075),(32 95.07469),(33 95.27164),(34 96.346756),(35 95.86315),(36 97.02099),(37 97.26645),(38 97.39335),(39 95.54224),(40 95.77836),(41 96.369644),(42 96.28943),(43 96.71003),(44 96.77342),(45 96.75272),(46 96.86506),(47 97.43466),(48 97.80132),(49 97.22821),(50 97.51866),(51 95.83715),(52 95.95802),(53 96.10476),(54 95.80619),(55 95.60202),(56 96.09744),(57 95.97095),(58 94.82171),(59 95.34111),(60 95.142845),(61 94.345764),(62 94.58745),(63 92.38592),(64 93.04691),(65 93.53333),(66 93.370056),(67 94.303154),(68 93.77181),(69 92.831184),(70 93.732216),(71 92.540375),(72 92.70186),(73 94.11981),(74 93.65674),(75 93.99101),(76 94.34561),(77 94.317375),(78 94.924446),(79 95.12465),
(1 67.03349),(2 77.13167),(3 79.686905),(4 84.00415),(5 85.445656),(6 86.7848),(7 87.756485),(8 88.62566),(9 88.9008),(10 89.511604),(11 90.19291),(12 91.20132),(13 92.232956),(14 92.515686),(15 91.52648),(16 91.74991),(17 92.16161),(18 92.469284),(19 91.98358),(20 91.87156),(21 92.05714),(22 92.48046),(23 91.99852),(24 91.389565),(25 92.104805),(26 93.57269),(27 92.15656),(28 93.900505),(29 94.46097),(30 95.88361),(31 95.27417),(32 94.5773),(33 94.830505),(34 96.00464),(35 96.53545),(36 95.93033),(37 96.848274),(38 97.53412),(39 95.180786),(40 95.4855),(41 94.80823),(42 94.77967),(43 95.32979),(44 96.038445),(45 96.649414),(46 97.39674),(47 96.56225),(48 97.071106),(49 97.614685),(50 96.93337),(51 94.99425),(52 95.75097),(53 95.52289),(54 96.540695),(55 97.60698),(56 97.177925),(57 96.99569),(58 97.189095),(59 96.81962),(60 96.77692),(61 96.32402),(62 96.65631),(63 94.46134),(64 94.39539),(65 95.62116),(66 95.56454),(67 95.65248),(68 95.66406),(69 95.99986),(70 95.76175),(71 95.89048),(72 96.73427),(73 97.37975),(74 97.98169),(75 95.18428),(76 96.90725),(77 97.57552),(78 97.000946),(79 97.53695),
(1 65.9811),(2 74.925964),(3 77.80407),(4 80.40882),(5 82.70227),(6 84.85819),(7 85.47604),(8 86.909195),(9 87.182236),(10 87.35292),(11 87.30274),(12 89.066986),(13 89.85833),(14 89.99997),(15 90.21859),(16 90.78152),(17 90.97334),(18 92.305695),(19 91.87179),(20 90.50353),(21 91.220085),(22 90.82609),(23 91.09078),(24 91.353264),(25 92.70073),(26 93.732864),(27 92.19868),(28 93.350685),(29 93.189926),(30 93.674286),(31 94.19319),(32 93.31316),(33 93.22757),(34 92.67521),(35 93.95453),(36 93.563126),(37 94.281555),(38 95.69631),(39 93.68605),(40 94.01408),(41 93.45254),(42 94.02609),(43 94.20849),(44 93.739044),(45 93.51889),(46 93.95379),(47 94.668915),(48 95.2146),(49 95.392),(50 94.664055),(51 93.1681),(52 93.48228),(53 92.49916),(54 93.22135),(55 95.36789),(56 94.93161),(57 95.37862),(58 94.64384),(59 93.66313),(60 95.07376),(61 94.90596),(62 96.0032),(63 92.64793),(64 92.1284),(65 92.60771),(66 93.16553),(67 92.25076),(68 93.590195),(69 93.586),(70 94.35138),(71 94.24397),(72 94.27255),(73 94.40131),(74 94.725945),(75 93.45084),(76 93.98938),(77 95.12993),(78 95.015564),(79 94.12),
(1 65.665184),(2 74.91444),(3 77.48561),(4 79.611984),(5 82.010155),(6 83.431335),(7 84.03728),(8 85.65673),(9 84.94151),(10 85.59252),(11 85.854515),(12 86.818756),(13 87.37512),(14 87.13816),(15 86.43333),(16 87.205055),(17 87.86483),(18 88.40386),(19 88.74469),(20 89.56797),(21 89.79622),(22 90.13364),(23 89.337654),(24 89.8311),(25 91.234344),(26 91.67651),(27 90.84648),(28 92.02187),(29 91.9829),(30 90.93089),(31 92.460625),(32 92.57181),(33 92.75822),(34 93.64412),(35 93.97684),(36 94.08723),(37 94.55226),(38 94.892654),(39 92.90444),(40 93.07692),(41 92.385704),(42 93.10548),(43 93.18926),(44 93.472946),(45 94.65172),(46 94.89773),(47 95.32128),(48 95.317635),(49 96.07488),(50 96.24535),(51 95.06208),(52 94.68334),(53 94.38069),(54 95.217575),(55 94.277),(56 94.220474),(57 95.13148),(58 95.3186),(59 94.34529),(60 93.74132),(61 93.98755),(62 94.199936),(63 92.08576),(64 92.08712),(65 92.89728),(66 92.61558),(67 92.89358),(68 92.575676),(69 92.72398),(70 93.33728),(71 91.417656),(72 92.10246),(73 92.837776),(74 93.74786),(75 92.3381),(76 92.33872),(77 93.3969),(78 93.3863),(79 93.25752),
(1 64.37703),(2 74.462845),(3 77.42571),(4 80.96909),(5 83.26871),(6 84.72271),(7 84.9079),(8 86.01263),(9 86.3583),(10 86.72659),(11 87.13719),(12 88.12094),(13 88.54262),(14 90.73554),(15 88.94885),(16 89.33961),(17 89.06914),(18 89.97793),(19 90.43465),(20 90.40969),(21 89.05845),(22 89.464584),(23 90.22559),(24 90.87928),(25 90.18527),(26 91.819534),(27 91.87829),(28 92.43186),(29 91.50554),(30 92.461685),(31 92.60761),(32 93.69712),(33 92.91574),(34 93.24926),(35 92.78506),(36 94.217064),(37 94.070854),(38 94.484604),(39 94.029915),(40 94.13894),(41 93.636536),(42 94.25605),(43 93.00211),(44 93.488625),(45 93.48709),(46 94.371666),(47 94.0704),(48 94.34043),(49 94.258934),(50 94.70038),(51 94.220695),(52 94.56297),(53 93.83436),(54 94.21071),(55 95.29739),(56 95.59148),(57 95.11946),(58 94.80487),(59 93.71052),(60 92.81339),(61 92.35339),(62 93.672554),(63 91.243675),(64 91.11988),(65 91.5105),(66 92.74841),(67 92.3046),(68 93.34972),(69 92.6487),(70 93.79618),(71 94.6687),(72 94.591095),(73 94.29482),(74 95.67149),(75 94.1609),(76 93.841896),(77 94.78384),(78 94.44455),(79 94.03774),
(1 62.571472),(2 71.23645),(3 74.52694),(4 77.15654),(5 79.43094),(6 80.715485),(7 81.987946),(8 82.65728),(9 83.1283),(10 82.9768),(11 83.51335),(12 84.84496),(13 85.28349),(14 86.67552),(15 86.04089),(16 87.264),(17 87.05484),(18 86.729805),(19 86.71027),(20 86.1382),(21 86.07639),(22 86.01177),(23 86.12647),(24 86.872314),(25 87.63222),(26 88.472305),(27 88.132835),(28 87.825745),(29 88.69826),(30 88.98831),(31 89.73287),(32 89.33777),(33 89.46707),(34 90.42874),(35 90.315605),(36 92.08806),(37 91.13742),(38 90.5659),(39 89.58841),(40 89.121895),(41 90.3405),(42 90.1611),(43 90.790016),(44 91.45087),(45 91.74465),(46 91.20496),(47 92.009575),(48 92.19498),(49 91.842735),(50 93.134094),(51 91.05856),(52 91.421936),(53 91.51698),(54 91.39209),(55 93.23365),(56 93.29828),(57 93.19512),(58 92.39979),(59 91.749054),(60 92.4994),(61 92.24488),(62 92.50765),(63 90.615135),(64 91.82448),(65 91.93112),(66 91.313194),(67 90.74859),(68 91.428925),(69 91.132034),(70 90.43074),(71 90.43588),(72 90.36719),(73 90.13075),(74 90.557465),(75 89.41108),(76 90.11196),(77 90.53685),(78 90.00734),(79 90.39628),
(1 63.306545),(2 72.32741),(3 75.29404),(4 79.265144),(5 82.0252),(6 82.95999),(7 84.34305),(8 84.30788),(9 84.82567),(10 85.564835),(11 85.685646),(12 87.261665),(13 87.87593),(14 88.96746),(15 88.43914),(16 89.09906),(17 88.51142),(18 89.1695),(19 89.16564),(20 89.04894),(21 88.007385),(22 88.26769),(23 89.14939),(24 90.157326),(25 89.322815),(26 91.06693),(27 90.42843),(28 91.12684),(29 90.662186),(30 91.736694),(31 91.30965),(32 91.09023),(33 91.52345),(34 91.58121),(35 92.36719),(36 92.68437),(37 92.617256),(38 93.21686),(39 92.01634),(40 90.486336),(41 91.353516),(42 91.34504),(43 91.95806),(44 91.22634),(45 91.507675),(46 92.21792),(47 92.04559),(48 92.42249),(49 91.98573),(50 93.16755),(51 91.07101),(52 91.58071),(53 92.13404),(54 91.99783),(55 92.14613),(56 92.387924),(57 92.63573),(58 92.84456),(59 91.954796),(60 92.70026),(61 92.93295),(62 91.12608),(63 90.29382),(64 90.00671),(65 91.298195),(66 91.59749),(67 91.13129),(68 91.02701),(69 91.61642),(70 91.66595),(71 91.54949),(72 91.51085),(73 91.66021),(74 91.24697),(75 90.89203),(76 92.052185),(77 92.98435),(78 93.121254),(79 93.03105),
(1 61.655067),(2 71.214386),(3 73.78255),(4 76.84935),(5 79.03493),(6 79.85176),(7 80.78113),(8 81.86809),(9 82.12838),(10 83.21139),(11 83.21579),(12 85.15298),(13 85.15443),(14 85.40605),(15 85.29828),(16 85.47255),(17 86.282455),(18 86.99253),(19 86.688354),(20 86.05593),(21 85.629524),(22 86.599174),(23 87.31112),(24 87.97713),(25 87.99977),(26 89.055176),(27 88.02779),(28 88.6894),(29 88.84469),(30 90.282),(31 90.08926),(32 91.34536),(33 91.072105),(34 90.85473),(35 90.73136),(36 91.39371),(37 91.670616),(38 92.29996),(39 90.91794),(40 91.16803),(41 91.1032),(42 91.09459),(43 91.44011),(44 91.49081),(45 92.10553),(46 92.26143),(47 93.47886),(48 93.05059),(49 93.041565),(50 92.71743),(51 91.48874),(52 91.66821),(53 91.96646),(54 91.56641),(55 92.50654),(56 93.52869),(57 92.23168),(58 91.45803),(59 90.88176),(60 91.37766),(61 91.12524),(62 90.27664),(63 89.701454),(64 90.05458),(65 90.143875),(66 89.2415),(67 89.350044),(68 89.07047),(69 90.42984),(70 90.25095),(71 89.2535),(72 90.29502),(73 89.694496),(74 88.92248),(75 89.06279),(76 89.054306),(77 89.59252),(78 91.22181),(79 91.82123),
(1 62.106266),(2 72.053696),(3 73.47643),(4 77.4202),(5 79.678955),(6 80.779205),(7 81.65423),(8 81.60976),(9 82.66422),(10 82.419044),(11 82.238914),(12 83.16824),(13 84.412994),(14 85.70249),(15 84.58317),(16 85.05137),(17 85.29879),(18 85.31883),(19 85.60957),(20 85.89472),(21 86.02384),(22 86.22544),(23 86.622116),(24 87.17962),(25 88.10534),(26 89.1947),(27 89.29652),(28 90.175186),(29 90.83359),(30 90.668076),(31 90.44268),(32 91.1831),(33 92.000404),(34 92.22953),(35 93.357346),(36 92.67619),(37 92.88234),(38 92.565636),(39 90.82921),(40 90.89731),(41 90.567184),(42 90.350586),(43 90.54642),(44 90.594826),(45 90.98556),(46 90.60246),(47 90.53483),(48 90.51754),(49 90.598625),(50 90.48705),(51 90.38749),(52 90.23841),(53 90.05626),(54 90.39184),(55 90.939735),(56 90.67853),(57 90.92984),(58 90.35392),(59 90.30634),(60 90.951546),(61 90.69563),(62 90.65407),(63 88.957466),(64 89.429),(65 90.23086),(66 89.66648),(67 89.97878),(68 89.07206),(69 90.11975),(70 89.86637),(71 89.937096),(72 90.139824),(73 89.69617),(74 89.67497),(75 89.16703),(76 90.63579),(77 91.13092),(78 91.8219),(79 91.16993),
(1 61.127056),(2 69.235695),(3 71.4072),(4 75.76363),(5 77.7397),(6 78.66829),(7 78.92495),(8 80.09017),(9 80.41041),(10 81.86858),(11 82.028885),(12 82.58471),(13 83.3617),(14 84.11167),(15 82.57743),(16 84.10736),(17 84.1554),(18 84.17098),(19 84.837845),(20 85.907036),(21 84.776566),(22 84.30938),(23 84.94175),(24 85.69825),(25 86.01762),(26 86.999535),(27 87.08278),(28 86.9151),(29 88.573265),(30 89.26914),(31 90.056656),(32 89.934235),(33 89.9917),(34 90.21068),(35 89.76988),(36 88.94518),(37 88.797226),(38 89.00158),(39 87.05963),(40 87.035194),(41 87.72222),(42 87.92865),(43 88.88252),(44 88.83953),(45 89.04841),(46 88.81151),(47 88.470695),(48 87.55635),(49 88.678375),(50 88.46944),(51 87.1852),(52 87.64123),(53 88.04017),(54 87.87618),(55 88.44847),(56 88.1448),(57 87.72956),(58 88.33573),(59 88.07177),(60 88.32106),(61 88.41475),(62 88.33792),(63 86.176765),(64 85.90573),(65 85.94766),(66 85.61993),(67 85.86022),(68 86.96762),(69 87.0521),(70 87.69821),(71 87.45788),(72 87.1692),(73 87.68955),(74 86.27315),(75 86.15345),(76 86.37182),(77 87.669815),(78 87.44404),(79 87.928314),
(1 59.332874),(2 68.274635),(3 71.78558),(4 75.40649),(5 77.98972),(6 79.44293),(7 79.82391),(8 80.44833),(9 81.453926),(10 80.85055),(11 81.07053),(12 82.37314),(13 83.04974),(14 84.138084),(15 83.12944),(16 84.156006),(17 84.050804),(18 84.43324),(19 84.854996),(20 85.158455),(21 84.97459),(22 85.89183),(23 85.67297),(24 84.953735),(25 86.24977),(26 88.05666),(27 86.661705),(28 86.46337),(29 87.90932),(30 87.991516),(31 89.002304),(32 88.46225),(33 89.20454),(34 88.811325),(35 88.94268),(36 89.022705),(37 88.796295),(38 89.57308),(39 88.300804),(40 89.0381),(41 88.705765),(42 89.37225),(43 88.69309),(44 88.8112),(45 88.68927),(46 88.68787),(47 88.75449),(48 89.095276),(49 88.962006),(50 89.267426),(51 89.31586),(52 88.22857),(53 88.81597),(54 88.93167),(55 89.29475),(56 88.76004),(57 88.569855),(58 88.97917),(59 88.363365),(60 88.46266),(61 88.135056),(62 88.45105),(63 86.78356),(64 85.55595),(65 87.24998),(66 86.81889),(67 87.19236),(68 86.87553),(69 86.41897),(70 87.55505),(71 87.67517),(72 87.63755),(73 88.45855),(74 88.73687),(75 87.19909),(76 87.512115),(77 88.58241),(78 88.51559),(79 90.13389),
(1 60.371986),(2 68.98398),(3 72.1588),(4 75.04428),(5 77.856926),(6 78.401405),(7 79.99545),(8 80.148636),(9 80.621796),(10 81.33316),(11 80.41044),(12 81.56348),(13 83.09654),(14 84.32206),(15 82.88798),(16 83.1936),(17 83.46345),(18 84.39512),(19 84.90785),(20 84.26745),(21 84.84706),(22 84.70423),(23 84.06107),(24 84.76903),(25 85.779495),(26 86.49955),(27 85.503044),(28 85.68878),(29 86.42677),(30 86.85226),(31 86.92709),(32 87.215454),(33 86.90159),(34 87.176414),(35 86.99805),(36 87.825066),(37 88.28661),(38 89.289474),(39 87.398766),(40 87.30576),(41 88.09093),(42 88.73278),(43 88.62507),(44 89.04508),(45 89.243614),(46 88.54885),(47 89.09203),(48 89.64265),(49 89.170105),(50 89.51149),(51 87.89445),(52 88.36453),(53 88.91374),(54 89.724785),(55 89.60454),(56 90.041885),(57 89.58531),(58 89.99628),(59 89.769745),(60 89.21452),(61 87.96722),(62 88.40034),(63 86.48121),(64 87.010704),(65 86.85567),(66 87.51974),(67 86.7004),(68 87.18689),(69 86.82208),(70 87.48922),(71 86.30619),(72 86.75668),(73 86.297935),(74 86.962524),(75 85.12831),(76 86.54869),(77 88.03608),(78 86.99255),(79 87.82046),
(1 58.598663),(2 66.82381),(3 69.36642),(4 72.85524),(5 74.85304),(6 75.49062),(7 77.71578),(8 77.7513),(9 78.08501),(10 78.98382),(11 79.3724),(12 80.70235),(13 81.51671),(14 81.60803),(15 81.22461),(16 81.95317),(17 81.653625),(18 81.73597),(19 81.48852),(20 81.25251),(21 82.40568),(22 82.631454),(23 82.68009),(24 84.27629),(25 84.789085),(26 85.03461),(27 85.02864),(28 85.70944),(29 85.894394),(30 85.53654),(31 86.423416),(32 86.23229),(33 85.962944),(34 85.95147),(35 85.91301),(36 86.78057),(37 86.59138),(38 87.03027),(39 86.63987),(40 87.005325),(41 85.94427),(42 86.64289),(43 85.01447),(44 86.56946),(45 85.9404),(46 86.84462),(47 86.70107),(48 87.76171),(49 86.87138),(50 87.96284),(51 85.6387),(52 86.32811),(53 85.875206),(54 86.406456),(55 87.271645),(56 87.68872),(57 86.845634),(58 86.46663),(59 85.351395),(60 85.001656),(61 84.727066),(62 85.39043),(63 83.53957),(64 83.81676),(65 83.729416),(66 84.67394),(67 83.60087),(68 84.715935),(69 85.28752),(70 84.78587),(71 85.24483),(72 85.46029),(73 85.24457),(74 85.28403),(75 84.304924),(76 85.02661),(77 86.94374),(78 87.11493),(79 86.25264),
(1 59.705727),(2 68.065636),(3 70.67114),(4 72.86528),(5 74.98504),(6 77.43324),(7 77.806786),(8 77.902985),(9 78.50108),(10 78.33877),(11 78.64269),(12 80.2723),(13 81.53838),(14 82.136894),(15 81.8784),(16 81.85722),(17 82.08797),(18 82.73892),(19 82.6009),(20 82.58021),(21 83.397514),(22 83.09526),(23 83.31746),(24 84.00738),(25 85.219246),(26 85.81043),(27 83.89764),(28 84.46505),(29 85.656364),(30 85.70298),(31 86.30156),(32 86.55692),(33 86.32968),(34 86.97037),(35 87.31247),(36 86.9206),(37 87.13763),(38 87.37201),(39 85.5925),(40 85.91103),(41 85.914635),(42 86.11286),(43 85.63393),(44 85.95009),(45 86.13474),(46 86.02688),(47 86.82843),(48 87.44378),(49 86.37844),(50 86.738716),(51 85.65149),(52 85.0796),(53 87.13747),(54 87.235176),(55 87.36536),(56 88.424706),(57 88.43255),(58 87.4312),(59 87.51076),(60 87.16603),(61 86.28916),(62 86.26892),(63 84.23816),(64 85.029),(65 85.696526),(66 85.91252),(67 85.25345),(68 86.33838),(69 86.05273),(70 86.3218),(71 86.66623),(72 86.4698),(73 87.70541),(74 87.648834),(75 86.16954),(76 87.09033),(77 86.343834),(78 86.64164),(79 87.306885),
