1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157629.83),(2 404759.75),(3 650030.94),(4 829897.2),(5 944940.2),(6 1009273.7),(7 1099954),(8 1128574.9),(9 1129578.9),(10 1153468.6),(11 1269724.4),(12 1436653.9),(13 1608212),(14 1744093.6),(15 1843834),(16 1909258.4),(17 1951378.9),(18 2037779),(19 2108723.3),(20 2121866.3),(21 2153803.8),(22 2211981.8),(23 2320465.3),(24 2428604.5),(25 2566063),(26 2674331.8),(27 2729830),(28 2612097),(29 2475431.8),(30 2344789.5),(31 2246532.3),(32 2153463.3),(33 2149177.8),(34 2227343),(35 2360973.3),(36 2483317),(37 2550141.8),(38 2509500),(39 2390493.3),(40 2241515.8),(41 2086307.1),(42 1961811.4),(43 1893495.4),(44 1925851.5),(45 2023523.9),(46 2146106.3),(47 2281394.3),(48 2340162.8),(49 2356317.8),(50 2299301.8),(51 2195588.8),(52 2191957),(53 2308920.8),(54 2388861.3),(55 2489286.8),(56 2620827.3),(57 2736773.5),(58 2787375.3),(59 2755212),(60 2672973.3),(61 2598045.3),(62 2486052.8),(63 2403039),(64 2358030),(65 2398460.8),(66 2450396.8),(67 2536170.3),(68 2595721.8),(69 2662389.8),(70 2610911.8),(71 2526287.8),(72 2377072),(73 2251733.8),(74 2098393.8),(75 1990928.4),(76 1964678.6),(77 2023689.1),(78 2215909.8),(79 2360556.8),
(1 11503.24),(2 22314.434),(3 29300.496),(4 33972.582),(5 36912.95),(6 38623.22),(7 39886.805),(8 40715.19),(9 40999.18),(10 41733.152),(11 42389.836),(12 43386.313),(13 44352.56),(14 45150.4),(15 45910.777),(16 46533.95),(17 47796.836),(18 48159.81),(19 48602.543),(20 47873.094),(21 47870.3),(22 47885.934),(23 48607.863),(24 49450.695),(25 50049.344),(26 50628.98),(27 50859.676),(28 50887.918),(29 50462.414),(30 49770.348),(31 49363.047),(32 49124.426),(33 49578.777),(34 49586.816),(35 50420.387),(36 51183.12),(37 51541.93),(38 52300.563),(39 52463.465),(40 52193.367),(41 51434.086),(42 50994.43),(43 50656.75),(44 51150.28),(45 50983.695),(46 51057.84),(47 51273.305),(48 51322.63),(49 51393.48),(50 51610.594),(51 51902.707),(52 51938.45),(53 51677.266),(54 51039.863),(55 51178.06),(56 51351.19),(57 51218.76),(58 51153.465),(59 50736.97),(60 50856.71),(61 50650.715),(62 50285.965),(63 50505.45),(64 50908.277),(65 51053.055),(66 51247.008),(67 51654.938),(68 52360.395),(69 52677.883),(70 52860.723),(71 52524.83),(72 52438.363),(73 52396.742),(74 52564.043),(75 52403.09),(76 52015.16),(77 52416.582),(78 52300.77),(79 52896.457),
(1 11302.682),(2 21731.742),(3 28647.156),(4 33455.64),(5 36287.48),(6 38132.695),(7 39114.734),(8 39683.715),(9 39926.734),(10 40208.793),(11 40338.59),(12 41357.273),(13 41800.547),(14 42259.137),(15 42260.242),(16 42448.43),(17 42771.01),(18 42983.52),(19 43636.055),(20 43816.918),(21 44485.504),(22 44840.22),(23 44980.656),(24 45287.56),(25 46083.39),(26 46582.934),(27 47209.86),(28 47197.67),(29 46499.07),(30 46010.117),(31 45477.664),(32 45400.125),(33 45555.664),(34 45511.645),(35 46407.73),(36 46303.12),(37 46229.145),(38 45741.453),(39 45646.625),(40 44976.133),(41 44695.258),(42 44921.395),(43 45241.594),(44 45542.168),(45 45596.33),(46 45622.906),(47 45931.664),(48 46128.35),(49 45905.12),(50 46184.43),(51 46471.246),(52 46719.973),(53 46500.574),(54 46787.875),(55 47511.31),(56 47851.375),(57 47601.36),(58 47621.31),(59 47406.01),(60 47082.43),(61 46850.477),(62 46466.043),(63 45922.74),(64 45793.184),(65 46473.086),(66 47097.563),(67 47401.68),(68 47486.945),(69 47763.832),(70 47924.082),(71 47703.305),(72 47778.637),(73 47683.563),(74 47769.59),(75 47846.4),(76 47066.47),(77 46643.58),(78 46521.313),(79 46541.63),
(1 10923.486),(2 20650.508),(3 27109.023),(4 31621.445),(5 34592.406),(6 36505.074),(7 37305.39),(8 38196.055),(9 38095.715),(10 38810.79),(11 39492.617),(12 40599.938),(13 41068.355),(14 41563.355),(15 42075.016),(16 42506.176),(17 42590.176),(18 42361.58),(19 42197.145),(20 42241.156),(21 43103.043),(22 43234.492),(23 43844.723),(24 43783.36),(25 44311.16),(26 44813.086),(27 45394.367),(28 45701.035),(29 45535.387),(30 45729.96),(31 45578.566),(32 45969.3),(33 46322.406),(34 46306.215),(35 46546.047),(36 46454.574),(37 46406.33),(38 46358.523),(39 46145.883),(40 45783.91),(41 45783.473),(42 45343.613),(43 45215.566),(44 45348.777),(45 45138.625),(46 44668.387),(47 44660.94),(48 44870.145),(49 44905.633),(50 45578.81),(51 45556.797),(52 45889.38),(53 45318.777),(54 45299.063),(55 44936.45),(56 45048.934),(57 45372.676),(58 45727.824),(59 45649.164),(60 45843.63),(61 45489.367),(62 45555.816),(63 45770.152),(64 46115.66),(65 46279.203),(66 46300.883),(67 46270.01),(68 46354.26),(69 46723.605),(70 46760.633),(71 47390.48),(72 47663.832),(73 47485.574),(74 47850.188),(75 47878.492),(76 47474.46),(77 47355.973),(78 46861.863),(79 46585.55),
(1 10461.863),(2 19751.213),(3 26218.69),(4 31409.803),(5 34116.22),(6 35701.273),(7 36468.12),(8 36948.27),(9 36758.47),(10 36953.94),(11 38090.69),(12 39366.473),(13 40284.934),(14 40956.11),(15 41342.69),(16 41646.414),(17 41829.438),(18 41762.504),(19 42066.223),(20 42242.71),(21 42835.08),(22 42921.598),(23 43029.27),(24 43156.19),(25 43439.156),(26 43388.313),(27 43267.953),(28 43424.586),(29 43103.414),(30 42498.75),(31 42168.195),(32 41951.652),(33 42340.797),(34 42154.605),(35 42626.887),(36 43021.902),(37 43179.03),(38 43252.29),(39 42645.227),(40 42588.742),(41 42394.066),(42 42973.484),(43 43441.652),(44 44168.246),(45 44403.71),(46 44800.387),(47 44698.535),(48 44711.34),(49 44609.145),(50 45010.047),(51 45010.574),(52 45004.496),(53 44876.027),(54 45531.08),(55 45840.508),(56 45974.613),(57 45128.855),(58 44640.42),(59 43976.133),(60 43753.754),(61 43393.336),(62 43294.566),(63 43485.36),(64 43593.227),(65 43867.996),(66 43815.824),(67 43745.23),(68 43751.207),(69 43634.69),(70 43396.31),(71 43163.785),(72 42831.754),(73 42781.504),(74 43119.863),(75 43008.688),(76 43013.805),(77 43183.703),(78 43243.793),(79 43969.992),
(1 10195.826),(2 19022.871),(3 24944.674),(4 29124.941),(5 31359.229),(6 33068.266),(7 34416.516),(8 35315.93),(9 35221.457),(10 35702.863),(11 36363.117),(12 37394.633),(13 37973.94),(14 38388.82),(15 38996.773),(16 38983.83),(17 39151.508),(18 39662.348),(19 39919.43),(20 39859.746),(21 40462.15),(22 40818.848),(23 40815.793),(24 41194.754),(25 41548.402),(26 42225.668),(27 42749.766),(28 42834.64),(29 43206.625),(30 43268.92),(31 42890.7),(32 43179.555),(33 43119.953),(34 42762.81),(35 43202.645),(36 43439.063),(37 43677.293),(38 44028.45),(39 43794.805),(40 43806.914),(41 43460.098),(42 43409.82),(43 43492.176),(44 43974.094),(45 43831.074),(46 43360.42),(47 43335.117),(48 43413.17),(49 43505.156),(50 43877.03),(51 43442.25),(52 42971.258),(53 42825.93),(54 42930.984),(55 42817.56),(56 42737.848),(57 42592.945),(58 42699.273),(59 42795.535),(60 42905.234),(61 42712.055),(62 42445.78),(63 42749.22),(64 42820.52),(65 42826.02),(66 42967.21),(67 43727.375),(68 43977.707),(69 44355.14),(70 44483.668),(71 44507.145),(72 44404.824),(73 44392.355),(74 44246.516),(75 43982.285),(76 44043.793),(77 44368.742),(78 44558.727),(79 44662.74),
(1 9933.952),(2 18741.156),(3 24797.174),(4 28744.588),(5 30592.219),(6 32286.344),(7 32846.55),(8 33223.223),(9 33080.332),(10 33122.9),(11 34005.383),(12 35598.61),(13 36458.92),(14 36773.965),(15 37209.945),(16 37241.063),(17 37368.227),(18 37680.465),(19 37821.176),(20 37831.22),(21 38555.16),(22 39003.26),(23 39197.13),(24 39293.344),(25 39398.37),(26 40017.195),(27 40092.43),(28 40006.91),(29 39993.42),(30 40205.25),(31 39884.22),(32 39757.477),(33 40181.234),(34 40559.11),(35 40148.645),(36 39850.973),(37 39643.094),(38 40052.902),(39 39905.17),(40 39494.04),(41 39354.008),(42 39633.523),(43 39741.62),(44 40032.105),(45 39928.52),(46 40659.563),(47 40452.652),(48 40364.207),(49 40237.55),(50 40423.438),(51 39913.58),(52 39519.38),(53 39654.395),(54 39932.19),(55 40196.715),(56 40426.29),(57 40657.457),(58 40625.543),(59 40791.773),(60 41276.336),(61 41411.688),(62 41628.785),(63 41739.664),(64 41545.684),(65 41396.926),(66 41411.72),(67 41816.8),(68 41623.09),(69 41550.176),(70 41738.797),(71 41961.71),(72 41972.797),(73 41878.313),(74 41519.57),(75 41463.145),(76 40916.79),(77 40498.133),(78 40350.758),(79 40519.18),
(1 9429.186),(2 17451.984),(3 22760.611),(4 26443.23),(5 28812.924),(6 30471.021),(7 31256.037),(8 32136.557),(9 32726.479),(10 33109.867),(11 33715.1),(12 34496.004),(13 35160.66),(14 35728.72),(15 36000.605),(16 36691.887),(17 36860.934),(18 36773.914),(19 36772.996),(20 37028.477),(21 37367.92),(22 36967.85),(23 37068.895),(24 37118.34),(25 36910.992),(26 36924.36),(27 37071.45),(28 36984.477),(29 36940.18),(30 36864.418),(31 36407.96),(32 36260.9),(33 36600.426),(34 37001.91),(35 37087.02),(36 37341.055),(37 37447.504),(38 37651.29),(39 37967.957),(40 37882.445),(41 37646.453),(42 37446.945),(43 37501.227),(44 37429.27),(45 37455.46),(46 38027.203),(47 38360.203),(48 38577.49),(49 38679.06),(50 38864.26),(51 38613.133),(52 38556.234),(53 38364.69),(54 38650.668),(55 38573.97),(56 38900.637),(57 39029.977),(58 39461.797),(59 39262.3),(60 39000.438),(61 38766.285),(62 39284.26),(63 39450.1),(64 39780.164),(65 39890.54),(66 39638.668),(67 39204.637),(68 39206.582),(69 39413.14),(70 39720.26),(71 39755.438),(72 39594.58),(73 39530.87),(74 39579.25),(75 39512.574),(76 39315.84),(77 39315.316),(78 39255.25),(79 39562.156),
(1 9119.07),(2 17547.047),(3 22730.17),(4 26530.209),(5 28804.676),(6 30340.504),(7 31004.447),(8 31621.121),(9 31858.457),(10 32365.572),(11 33021.715),(12 33975.89),(13 34540.332),(14 34826.93),(15 35067.426),(16 35434.09),(17 35461.305),(18 35394.668),(19 35502.688),(20 35557.664),(21 35693.98),(22 35929.445),(23 36455.24),(24 36827.47),(25 37263.047),(26 37344.79),(27 37584.508),(28 37600.984),(29 37945.402),(30 38081.73),(31 38084.387),(32 37944.07),(33 37992.52),(34 37511.1),(35 37311.42),(36 37392.67),(37 37458.65),(38 37634.93),(39 37585.855),(40 37438.758),(41 37421.85),(42 37597.75),(43 37756.94),(44 38492.113),(45 38412.793),(46 38399.35),(47 38358.746),(48 38397.43),(49 37668.46),(50 37293.08),(51 37035.836),(52 37124.465),(53 37109.586),(54 37596.203),(55 37565.605),(56 37649.184),(57 37479.273),(58 37806.03),(59 37421.6),(60 37617.97),(61 37705.93),(62 38165.43),(63 38376.95),(64 38691.07),(65 39100.887),(66 38979.51),(67 39151.31),(68 39337.7),(69 39383.47),(70 39539.234),(71 39408.06),(72 39086.855),(73 39619.176),(74 40109.406),(75 40236.11),(76 40470.63),(77 40674.8),(78 40991.83),(79 41128.87),
(1 8908.738),(2 17182.93),(3 22235.521),(4 25703.287),(5 28021.477),(6 29438.537),(7 30266.813),(8 30969.254),(9 31278.115),(10 31734.467),(11 32224.023),(12 32757.97),(13 32945.47),(14 33365.418),(15 33149.93),(16 33039.848),(17 33124.54),(18 33140.402),(19 33238.938),(20 33416.97),(21 34118.67),(22 34328.617),(23 34700.965),(24 34762.883),(25 35232.805),(26 35625.02),(27 36119.363),(28 36365.582),(29 36277.508),(30 36572.56),(31 36470.12),(32 35981.324),(33 36113.1),(34 36110.598),(35 36097.27),(36 36021.844),(37 36104.074),(38 36385.406),(39 36369.07),(40 36466.953),(41 36241.89),(42 36333.676),(43 36409.125),(44 36498.05),(45 36225.72),(46 36067.03),(47 35774.13),(48 35845.363),(49 35980.75),(50 36186.45),(51 36217.984),(52 35888.387),(53 35883.07),(54 35602.734),(55 35728.52),(56 35968.37),(57 35587.676),(58 35603.79),(59 35551.53),(60 35716.51),(61 35575.28),(62 35970.125),(63 36131.836),(64 35985.52),(65 35737.14),(66 35855.94),(67 35893.965),(68 35708.785),(69 35660.63),(70 35383.41),(71 35452.703),(72 35509.363),(73 35697.582),(74 36137.934),(75 36418.816),(76 36761.28),(77 37217.86),(78 36951.664),(79 36666.31),
(1 8835.196),(2 16800.273),(3 21806.563),(4 25101.234),(5 27023.912),(6 28305.977),(7 28806.951),(8 29216.48),(9 29569.936),(10 30210.055),(11 30854.104),(12 31711.633),(13 32204.49),(14 32595.494),(15 32858.598),(16 32828.23),(17 33270.21),(18 33444.887),(19 33816.293),(20 33578.492),(21 34141.31),(22 34047.445),(23 34126.617),(24 34613.445),(25 35169.73),(26 34987.03),(27 35523.754),(28 35525.79),(29 35667.496),(30 35487.195),(31 35354.652),(32 35480.168),(33 35407.215),(34 35193.95),(35 35308.31),(36 35391.64),(37 35532.72),(38 35693.457),(39 35127.023),(40 34599.773),(41 34439.715),(42 34717.6),(43 34760.38),(44 35046.434),(45 35112.7),(46 35179.973),(47 35133.22),(48 34719.84),(49 34533.04),(50 34623.895),(51 34106.668),(52 34177.426),(53 34057.895),(54 34271.453),(55 34588.92),(56 34951.11),(57 35238.64),(58 35218.176),(59 35477.71),(60 35857.88),(61 35855.445),(62 35676.754),(63 35533.266),(64 35240.266),(65 34747.977),(66 34251.93),(67 34287.75),(68 34514.785),(69 34666.67),(70 34709.063),(71 34927.652),(72 34647.066),(73 34791.836),(74 34700.805),(75 34829.492),(76 34756.688),(77 35172.69),(78 35124.01),(79 35268.86),
(1 8517.489),(2 15961.204),(3 20782.533),(4 23441.172),(5 24870.754),(6 26014.588),(7 26230.93),(8 26681.643),(9 27178.898),(10 27698.088),(11 28439.092),(12 28932.648),(13 28977.447),(14 29070.45),(15 29107.545),(16 28791.838),(17 28726.736),(18 28949.857),(19 29237.201),(20 29071.545),(21 29437.54),(22 29263.701),(23 29523.69),(24 29704.648),(25 30109.898),(26 30789.082),(27 30867.545),(28 30989.264),(29 31351.088),(30 31244.852),(31 31163.436),(32 31359.74),(33 31680.49),(34 31894.559),(35 31938.943),(36 32086.322),(37 32530.926),(38 33077.574),(39 33071.234),(40 32951.37),(41 32728.033),(42 32975.53),(43 32734.662),(44 32661.154),(45 32810.848),(46 33020.03),(47 33184.227),(48 33058.195),(49 33082.883),(50 33263.445),(51 32948.727),(52 33281.176),(53 33132.08),(54 33106.8),(55 33133.33),(56 33439.914),(57 33293.54),(58 33264.313),(59 33164.105),(60 33292.74),(61 33561.027),(62 33519.566),(63 33717.64),(64 33707.85),(65 33493.164),(66 33404.3),(67 33180.723),(68 32872.996),(69 32763.598),(70 32467.717),(71 32492.973),(72 32572.822),(73 32732.45),(74 32862.97),(75 33214.496),(76 33329.492),(77 33627.91),(78 33767.727),(79 33737.34),
(1 8110.335),(2 14954.289),(3 18880.092),(4 21762.758),(5 23508.688),(6 24908.244),(7 25288.42),(8 25894.303),(9 26160.377),(10 26057.1),(11 26812.563),(12 27742.334),(13 28159.43),(14 28338.5),(15 28426.006),(16 28593.889),(17 28768.893),(18 28370.9),(19 28517.383),(20 28199.863),(21 28376.416),(22 28504.414),(23 28737.744),(24 28581.309),(25 28935.852),(26 29217.879),(27 29401.744),(28 29300.41),(29 29352.01),(30 29196.527),(31 29181.043),(32 29029.938),(33 28885.438),(34 29005.049),(35 29277.383),(36 29243.797),(37 29368.463),(38 29424.713),(39 29300.717),(40 29221.197),(41 29173.41),(42 29051.137),(43 28772.467),(44 28777.139),(45 28713.172),(46 29071.645),(47 28845.059),(48 29197.352),(49 29294.824),(50 29659.092),(51 29661.201),(52 29400.09),(53 29465.805),(54 29543.395),(55 29572.889),(56 29540.432),(57 29451.592),(58 29719.527),(59 29566.496),(60 29889.65),(61 30077.186),(62 29980.527),(63 30283.105),(64 30408.639),(65 30431.281),(66 30605.82),(67 30713.32),(68 31123.613),(69 31619.988),(70 32090.709),(71 32375.33),(72 32056.166),(73 32034.559),(74 31884.688),(75 32036.629),(76 31536.441),(77 31361.703),(78 31200.068),(79 30889.488),
(1 8017.884),(2 14630.732),(3 18934.023),(4 22155.799),(5 24040.143),(6 24972.531),(7 25344.072),(8 26052.889),(9 26135.469),(10 26240.17),(11 26751.748),(12 27683.506),(13 28139.834),(14 28365.969),(15 28702.61),(16 28968.28),(17 29224.063),(18 29222.041),(19 29026.55),(20 28863.082),(21 28801.35),(22 28820.963),(23 28707.541),(24 28727.334),(25 29093.383),(26 29229.016),(27 29601.805),(28 29482.84),(29 29395.447),(30 29324.71),(31 29197.676),(32 29422.49),(33 29945.428),(34 29881),(35 30023.416),(36 30275.664),(37 30321.076),(38 30677.99),(39 30758.277),(40 30600.102),(41 30441.28),(42 30238.682),(43 30054.72),(44 29935.242),(45 30054.697),(46 30475.104),(47 30498.691),(48 31081.06),(49 31195.299),(50 31088.207),(51 30826.28),(52 30476.787),(53 30387.361),(54 30328.984),(55 30842.748),(56 31402.809),(57 31393.098),(58 31650.826),(59 31553.063),(60 31200.44),(61 31223.793),(62 31251.473),(63 31409.164),(64 31262.314),(65 31070.988),(66 30935.625),(67 31138.066),(68 30943.242),(69 30894.85),(70 31018.447),(71 31238.746),(72 31366.434),(73 31451.44),(74 31239.525),(75 30811.045),(76 30947.334),(77 30966.305),(78 30765.031),(79 30806.809),
(1 7873.444),(2 14341.338),(3 18315.111),(4 21225.236),(5 22731.764),(6 23777.12),(7 24276.078),(8 25083.93),(9 24874.693),(10 25281.537),(11 25542.805),(12 26383.889),(13 26838.514),(14 27024.705),(15 27192.941),(16 26944.643),(17 26967.213),(18 26974.234),(19 27029.336),(20 27010.117),(21 27555.123),(22 27972.275),(23 28151.52),(24 28324.553),(25 28540.049),(26 28877.775),(27 29064.463),(28 28894.014),(29 28898.654),(30 28898.258),(31 29016.537),(32 29110.287),(33 29144.182),(34 28842.822),(35 28870.258),(36 28703.023),(37 28740.084),(38 28946.451),(39 28800.254),(40 28601.59),(41 28613.424),(42 28663.74),(43 28573.672),(44 28471.229),(45 28594.41),(46 28783.916),(47 28578.283),(48 28681.86),(49 28938.88),(50 29473.488),(51 29473.117),(52 29289.445),(53 29061.188),(54 29170.38),(55 29308.158),(56 29507.006),(57 29517.018),(58 29554.357),(59 29471.617),(60 29291.049),(61 29211.783),(62 29325.29),(63 29469.287),(64 29253.287),(65 29088.752),(66 28877.986),(67 28867.27),(68 29111.322),(69 29341.52),(70 29566.117),(71 29373.258),(72 29014.71),(73 29145.701),(74 29360.965),(75 29462.176),(76 29328.877),(77 29223.795),(78 29321.596),(79 29538.008),
(1 7618.34),(2 14095.883),(3 18048.58),(4 20878.414),(5 22767.516),(6 24011.95),(7 24542.408),(8 24860.541),(9 24782.26),(10 24945.19),(11 25357.367),(12 25678.273),(13 25731.396),(14 26018.418),(15 26353.396),(16 26423.229),(17 26658.36),(18 26454.266),(19 26480.262),(20 26483.143),(21 26678.338),(22 27024.842),(23 27093.027),(24 27217.893),(25 27402.662),(26 27685.076),(27 27999.58),(28 27984.89),(29 28184.246),(30 28173.701),(31 28415.936),(32 28549.643),(33 28781.19),(34 29045.766),(35 28762.56),(36 28672.89),(37 28711.197),(38 28923.234),(39 28776.387),(40 28786.488),(41 28976.955),(42 29049.928),(43 29062.875),(44 29102.36),(45 28940.86),(46 29079.46),(47 29243.732),(48 29486.865),(49 29486.434),(50 29457.11),(51 29524.564),(52 29282.746),(53 28761.451),(54 28738.89),(55 28616.25),(56 28536.777),(57 28484.648),(58 28467.604),(59 28356.963),(60 28505.506),(61 28513.906),(62 28623.582),(63 28517.71),(64 28303.648),(65 28318.523),(66 28165.652),(67 28196.46),(68 28180.227),(69 28412.125),(70 28438.357),(71 28362.871),(72 28099.43),(73 27919.854),(74 28263.469),(75 28369.658),(76 28430.756),(77 28606.107),(78 28812.19),(79 28965.793),
(1 7456.1323),(2 13606.587),(3 17539.088),(4 20050.777),(5 21622.363),(6 22530.81),(7 23157.008),(8 23685.125),(9 23491.373),(10 23525.266),(11 23799.611),(12 24179.494),(13 24726.53),(14 25268.375),(15 25468.385),(16 25697.322),(17 25848.254),(18 25376.652),(19 25589.572),(20 25635.375),(21 26053.465),(22 26088.143),(23 26036.97),(24 26233.037),(25 26477.777),(26 26799.389),(27 26779.125),(28 26697.18),(29 26417.117),(30 26171.9),(31 26258.951),(32 26293.014),(33 26532.7),(34 26673.857),(35 26801.465),(36 26937.998),(37 27049.648),(38 27239.418),(39 26998.934),(40 27030.635),(41 27000.885),(42 27114.531),(43 27070.9),(44 27154.223),(45 27372.285),(46 27377.352),(47 27307.172),(48 27226.928),(49 27412.8),(50 27563.424),(51 27421.723),(52 26869.088),(53 26763.457),(54 27161.129),(55 27318.715),(56 27357.908),(57 27521.63),(58 27416.234),(59 27366.463),(60 27428.71),(61 27392.594),(62 27406.742),(63 27618.283),(64 27676.734),(65 27653.84),(66 27225.764),(67 27054.066),(68 27000.889),(69 27152.896),(70 26872.61),(71 27130.662),(72 27266.846),(73 27482.066),(74 27574.246),(75 27436.76),(76 27472.938),(77 27463.662),(78 27263.277),(79 27461.24),
(1 7082.267),(2 13098.759),(3 16612.484),(4 19176.953),(5 20573.752),(6 21534.307),(7 21766.584),(8 22083.05),(9 22439.363),(10 22933.021),(11 23294.035),(12 23840.54),(13 24068.795),(14 24234.264),(15 24293.46),(16 24469.723),(17 24803.754),(18 24814.254),(19 24799.814),(20 24950.459),(21 25274.588),(22 25464.805),(23 25499.887),(24 25338.041),(25 25343.95),(26 25262.322),(27 25491.299),(28 25746.822),(29 25811.361),(30 25695.357),(31 25574.004),(32 25460.832),(33 25717.027),(34 25890.283),(35 25900.61),(36 25705.332),(37 25688.408),(38 25981.277),(39 25930.926),(40 25844.133),(41 25854.725),(42 25866.418),(43 25533.107),(44 25570.766),(45 25574.04),(46 25467.955),(47 25243.094),(48 25375.213),(49 25322.684),(50 25395.328),(51 25164.406),(52 25086),(53 25013.23),(54 25252.752),(55 25248.246),(56 25505.805),(57 25565.793),(58 25620.04),(59 25536.639),(60 25874.125),(61 26023.57),(62 25836.184),(63 25867.701),(64 25820.563),(65 25760.512),(66 25658.84),(67 25643.598),(68 25960.104),(69 26190.006),(70 26484.627),(71 26541.125),(72 26199.287),(73 25927.13),(74 25849.656),(75 25742.637),(76 25552.488),(77 25354.758),(78 25166.195),(79 25205.355),
