1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 232473.8),(2 850611.5),(3 1803029.6),(4 3054151.8),(5 4596460.5),(6 6423269.5),(7 8444752),(8 10692998),(9 13080836),(10 15501923),(11 18016236),(12 20651216),(13 23383826),(14 26411506),(15 29479278),(16 32860658),(17 36552924),(18 40331496),(19 44684564),(20 49784572),(21 54517692),(22 59499204),(23 64542960),(24 69723030),(25 75134170),(26 80793240),(27 86898710),(28 93509950),(29 100288770),(30 107666790),(31 115920480),(32 124262850),(33 133492520),(34 142950750),(35 152802190),(36 162710220),(37 172556110),(38 182013570),(39 191664510),(40 201010300),(41 209865740),(42 218679950),(43 227561680),(44 236991410),(45 246793470),(46 256237180),(47 266151860),(48 275495680),(49 284208030),(50 293536540),(51 301827780),(52 308675300),(53 315403040),(54 321640800),(55 327026100),(56 332100860),(57 337959600),(58 343852380),(59 349563000),(60 355859500),(61 362220450),(62 368968320),(63 375608320),(64 382022660),(65 388343800),(66 393502200),(67 398352930),(68 402681100),(69 407168300),(70 412353760),(71 418302200),(72 424261900),(73 431422940),(74 439188770),(75 447837400),(76 455783700),(77 464350700),(78 472244640),(79 479597820),
(1 374432.75),(2 1424426.8),(3 3111087.3),(4 5383793),(5 8131549),(6 11373302),(7 15068595),(8 19078496),(9 23256902),(10 27686758),(11 32297556),(12 37074156),(13 41951804),(14 47192220),(15 52477304),(16 58031170),(17 63915560),(18 69987620),(19 76536970),(20 83667090),(21 90672290),(22 97937160),(23 105217690),(24 112457040),(25 119786290),(26 127249780),(27 134656740),(28 142421630),(29 149873020),(30 157257490),(31 164375780),(32 170953000),(33 177564510),(34 183940450),(35 190272690),(36 196446980),(37 202108880),(38 207315100),(39 212242080),(40 216561200),(41 220278910),(42 223934000),(43 227127460),(44 230122400),(45 232844080),(46 234940320),(47 236545330),(48 237351800),(49 237730740),(50 237953400),(51 237242460),(52 235814830),(53 233940320),(54 231823520),(55 229061680),(56 225865570),(57 223056380),(58 220201000),(59 217097340),(60 213804720),(61 210450530),(62 207372030),(63 204078180),(64 200908220),(65 198031200),(66 194821800),(67 191754460),(68 188277800),(69 184659420),(70 181378720),(71 177931400),(72 174393380),(73 171148450),(74 167781580),(75 164399620),(76 160783920),(77 157446750),(78 154089010),(79 150233180),
(1 504224.97),(2 1891637.4),(3 4119869.3),(4 7097050.5),(5 10688365),(6 14960796),(7 19778662),(8 24967414),(9 30555882),(10 36464868),(11 42484388),(12 48645996),(13 54948364),(14 61576544),(15 68124456),(16 74613176),(17 81011150),(18 87300920),(19 93858410),(20 100491710),(21 106566600),(22 112326760),(23 117748310),(24 122845690),(25 127680580),(26 132156420),(27 136264750),(28 140229710),(29 143380130),(30 146281900),(31 148931760),(32 151212220),(33 153102200),(34 154673490),(35 156217100),(36 157611740),(37 158885620),(38 159889900),(39 160834510),(40 161511860),(41 162033570),(42 162833800),(43 163477550),(44 164440620),(45 165403520),(46 165901740),(47 166229360),(48 166258030),(49 166172340),(50 165870420),(51 165181890),(52 164054060),(53 162476300),(54 160657400),(55 158533820),(56 156327170),(57 154059980),(58 151532050),(59 148596800),(60 145607700),(61 142493380),(62 139539500),(63 136284820),(64 133320984),(65 130523130),(66 127726856),(67 125172610),(68 122816856),(69 120693736),(70 118832390),(71 117061110),(72 115265630),(73 113921470),(74 112764550),(75 111795140),(76 110803464),(77 110011464),(78 109400090),(79 108572230),
(1 527094.25),(2 2009596),(3 4392587),(4 7569399),(5 11333709),(6 15780821),(7 20732440),(8 26089226),(9 31800796),(10 37669908),(11 43841430),(12 50065692),(13 56273188),(14 62741650),(15 68950630),(16 75258170),(17 81535860),(18 87594600),(19 93934450),(20 100085060),(21 105667910),(22 110901180),(23 115606260),(24 119785430),(25 123541890),(26 126946616),(27 129996180),(28 132825784),(29 135270180),(30 137472080),(31 139373060),(32 140995000),(33 142222910),(34 142752030),(35 142697840),(36 142458370),(37 141753570),(38 140592270),(39 139071040),(40 137292030),(41 135384830),(42 133415850),(43 131162910),(44 128764270),(45 126135550),(46 123567220),(47 120690030),(48 117510090),(49 114187220),(50 110913080),(51 107674850),(52 104594190),(53 101554910),(54 98486180),(55 95439780),(56 92704370),(57 90063450),(58 87774100),(59 85720390),(60 83959830),(61 82362584),(62 81203330),(63 80084680),(64 79296700),(65 78684610),(66 78326330),(67 77997830),(68 77807780),(69 77625420),(70 77633170),(71 77823850),(72 77895720),(73 78178696),(74 78661620),(75 79095430),(76 79865260),(77 80734370),(78 81848780),(79 83093760),
(1 558434.25),(2 2100124.5),(3 4560392),(4 7788374.5),(5 11604374),(6 16087353),(7 21107306),(8 26567416),(9 32399518),(10 38346396),(11 44620476),(12 50939964),(13 57193216),(14 63610064),(15 69738480),(16 75950180),(17 82028744),(18 87709160),(19 93404360),(20 98992350),(21 103847840),(22 108318620),(23 112274460),(24 115605840),(25 118401020),(26 120643710),(27 122450350),(28 123687630),(29 124552390),(30 125012580),(31 125042410),(32 124641050),(33 123869100),(34 122688824),(35 121124536),(36 119495240),(37 117728120),(38 115982056),(39 114272720),(40 112384670),(41 110824600),(42 109535770),(43 108543520),(44 107557910),(45 106762440),(46 106262400),(47 105899144),(48 105736040),(49 105760160),(50 106022024),(51 106695370),(52 107476990),(53 108404344),(54 109512910),(55 110845210),(56 112657570),(57 114863944),(58 117492296),(59 120230730),(60 123294720),(61 126626300),(62 130354230),(63 134246020),(64 138221260),(65 142211230),(66 146452980),(67 150498800),(68 154561650),(69 158394770),(70 162041010),(71 165645840),(72 168650100),(73 171586750),(74 174144140),(75 176310610),(76 178116350),(77 179439440),(78 180632130),(79 181681680),
(1 606796),(2 2324189.5),(3 5114993),(4 8842653),(5 13276084),(6 18601530),(7 24548638),(8 31014458),(9 37946910),(10 45049110),(11 52660240),(12 60343256),(13 67950540),(14 75775864),(15 83239310),(16 90755350),(17 98054420),(18 104858270),(19 111844530),(20 118769260),(21 124851304),(22 130514970),(23 135765980),(24 140265700),(25 144288640),(26 147711260),(27 150831490),(28 153592740),(29 155840580),(30 157687500),(31 159310500),(32 160653860),(33 161906980),(34 163171760),(35 164536780),(36 166021870),(37 167645020),(38 169437570),(39 171027280),(40 172361500),(41 173617950),(42 174845310),(43 176182270),(44 177463180),(45 178699090),(46 179849250),(47 180736670),(48 181310670),(49 181456000),(50 181186000),(51 180341680),(52 178877220),(53 176947680),(54 174615070),(55 172245120),(56 169878300),(57 167498270),(58 164860700),(59 162045440),(60 159045730),(61 156383780),(62 153914530),(63 151462060),(64 149282530),(65 147497540),(66 146201890),(67 145339170),(68 144833500),(69 144591700),(70 144617900),(71 145132770),(72 145813150),(73 147074190),(74 148567330),(75 150316900),(76 152117730),(77 153846620),(78 155759070),(79 158016000),
(1 450743.8),(2 1680213.1),(3 3636413),(4 6197115),(5 9189644),(6 12638091),(7 16362411),(8 20250628),(9 24227634),(10 28168034),(11 32186574),(12 36110090),(13 39781790),(14 43294788),(15 46419200),(16 49376892),(17 52046360),(18 54455760),(19 56721864),(20 58868772),(21 60488710),(22 61926070),(23 63151164),(24 64161830),(25 65009156),(26 65683664),(27 66273956),(28 66720404),(29 67141864),(30 67403620),(31 67639890),(32 67851144),(33 68175160),(34 68441590),(35 68820360),(36 69222480),(37 69661320),(38 70103624),(39 70567070),(40 71078560),(41 71692664),(42 72450030),(43 73318410),(44 74219704),(45 75063670),(46 75936810),(47 76855656),(48 77690580),(49 78584100),(50 79388640),(51 80169256),(52 81000504),(53 81809360),(54 82577260),(55 83171540),(56 83665784),(57 83962130),(58 84173960),(59 84389896),(60 84534670),(61 84549336),(62 84472400),(63 84247770),(64 83964900),(65 83556264),(66 83164580),(67 82768824),(68 82581680),(69 82487096),(70 82413650),(71 82565660),(72 82720090),(73 83017224),(74 83307210),(75 83544180),(76 83783970),(77 84071670),(78 84436140),(79 84861450),
(1 450533.13),(2 1658246.9),(3 3542396.3),(4 5963425.5),(5 8690482),(6 11738138),(7 14964044),(8 18294488),(9 21671386),(10 24877012),(11 28070176),(12 31005728),(13 33603996),(14 35883452),(15 37758396),(16 39327176),(17 40679884),(18 41786628),(19 42785584),(20 43554764),(21 44098550),(22 44496260),(23 44673364),(24 44730064),(25 44599280),(26 44293264),(27 43898452),(28 43368676),(29 42786024),(30 42091212),(31 41371836),(32 40724892),(33 40174080),(34 39679740),(35 39420390),(36 39355696),(37 39506320),(38 39808116),(39 40174396),(40 40621050),(41 41135700),(42 41652948),(43 42183090),(44 42725184),(45 43191540),(46 43509504),(47 43729220),(48 43800212),(49 43821900),(50 43712840),(51 43522148),(52 43283240),(53 43135300),(54 43127468),(55 43210936),(56 43255784),(57 43473724),(58 43767640),(59 44121684),(60 44585384),(61 45123124),(62 45834496),(63 46747804),(64 47795740),(65 49046676),(66 50301068),(67 51482890),(68 52609204),(69 53639096),(70 54552424),(71 55528210),(72 56447164),(73 57382590),(74 58240730),(75 58983760),(76 59524290),(77 60002320),(78 60433784),(79 60778004),
(1 585276.5),(2 2219855.8),(3 4797956),(4 8131659.5),(5 11920673),(6 16062861),(7 20305686),(8 24572932),(9 28682228),(10 32430126),(11 35907664),(12 38936620),(13 41445690),(14 43463704),(15 44862932),(16 45768788),(17 46288040),(18 46419870),(19 46195616),(20 45810292),(21 45132896),(22 44300116),(23 43391404),(24 42468944),(25 41509856),(26 40584380),(27 39897184),(28 39356908),(29 39007520),(30 38835628),(31 38900524),(32 39273010),(33 39914200),(34 40705810),(35 41577340),(36 42551944),(37 43459932),(38 44326920),(39 45080720),(40 45767332),(41 46380376),(42 46927064),(43 47435812),(44 47953948),(45 48395964),(46 48746850),(47 48984868),(48 49155956),(49 49154908),(50 49011652),(51 48628652),(52 48139470),(53 47516204),(54 46727544),(55 45823870),(56 44762244),(57 43466924),(58 41988950),(59 40501388),(60 38950430),(61 37578196),(62 36398252),(63 35455336),(64 34766070),(65 34414320),(66 34156110),(67 34074750),(68 34095868),(69 34214824),(70 34432170),(71 34671856),(72 34884624),(73 35124704),(74 35274196),(75 35396610),(76 35491960),(77 35557596),(78 35535840),(79 35357132),
(1 596901.94),(2 2262075),(3 4951502),(4 8489026),(5 12545007),(6 17108996),(7 21816736),(8 26433868),(9 30852458),(10 34874000),(11 38590856),(12 41805924),(13 44527044),(14 46858630),(15 48529708),(16 49817364),(17 50659196),(18 51067340),(19 51162450),(20 50931490),(21 50409076),(22 49668430),(23 48817564),(24 47904564),(25 46949936),(26 46086610),(27 45288750),(28 44633610),(29 44145516),(30 43735890),(31 43461532),(32 43273510),(33 43125584),(34 43003348),(35 42807024),(36 42503430),(37 42078730),(38 41410036),(39 40635092),(40 39814284),(41 38942960),(42 38050996),(43 37182304),(44 36321040),(45 35564060),(46 35013244),(47 34633520),(48 34554948),(49 34774988),(50 35446930),(51 36567004),(52 38061244),(53 39907344),(54 42106068),(55 44447764),(56 46766056),(57 48985372),(58 50974108),(59 52669628),(60 54114480),(61 55216476),(62 56004764),(63 56366784),(64 56504164),(65 56413404),(66 56099620),(67 55606836),(68 54947720),(69 54248290),(70 53374156),(71 52300944),(72 51101724),(73 49917510),(74 48583790),(75 47251464),(76 45834076),(77 44396670),(78 42874796),(79 41249908),
(1 555156.2),(2 2086548),(3 4483574),(4 7539961),(5 10890166),(6 14485370),(7 18041294),(8 21282836),(9 24098748),(10 26345158),(11 28134694),(12 29350192),(13 29993328),(14 30088456),(15 29700062),(16 28966046),(17 27933098),(18 26675064),(19 25397642),(20 24281336),(21 23344112),(22 22735506),(23 22459950),(24 22573964),(25 22976802),(26 23590362),(27 24316230),(28 25135142),(29 25997510),(30 26841460),(31 27592344),(32 28206700),(33 28669636),(34 28964994),(35 29068868),(36 29079330),(37 28988888),(38 28802542),(39 28664040),(40 28620054),(41 28564488),(42 28428420),(43 28290448),(44 28063472),(45 27805714),(46 27497002),(47 27080252),(48 26660200),(49 26281258),(50 26001100),(51 25859920),(52 25865626),(53 25933950),(54 26050338),(55 26248804),(56 26417460),(57 26558530),(58 26626944),(59 26594038),(60 26444732),(61 26158268),(62 25669834),(63 24951638),(64 24076972),(65 23173402),(66 22315920),(67 21594696),(68 21024046),(69 20679514),(70 20498736),(71 20697572),(72 21181176),(73 21858292),(74 22769730),(75 23817658),(76 24931618),(77 26058032),(78 27014094),(79 27866738),
