1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 105.284584),(2 128.46738),(3 143.28278),(4 158.38455),(5 164.5966),(6 169.56537),(7 178.21303),(8 180.76723),(9 184.51234),(10 188.37936),(11 188.9878),(12 189.54012),(13 193.9167),(14 189.70085),(15 192.49194),(16 194.88527),(17 192.41963),(18 191.99681),(19 193.41841),(20 191.36559),(21 191.23517),(22 195.85442),(23 192.87856),(24 195.65727),(25 200.51813),(26 198.98824),(27 202.3304),(28 209.10765),(29 210.42415),(30 207.95232),(31 208.98846),(32 210.29474),(33 212.36542),(34 210.2392),(35 208.96153),(36 210.46089),(37 208.11769),(38 206.4237),(39 211.00099),(40 210.00754),(41 207.26788),(42 208.0125),(43 203.80411),(44 199.54478),(45 199.31161),(46 197.02094),(47 195.04256),(48 195.77121),(49 192.5284),(50 194.25838),(51 198.10822),(52 198.87494),(53 200.67973),(54 203.22368),(55 204.52377),(56 205.68861),(57 208.97879),(58 206.00038),(59 210.03288),(60 211.97266),(61 210.80302),(62 213.84097),(63 214.31047),(64 212.36327),(65 212.18932),(66 212.98315),(67 207.70474),(68 207.26082),(69 208.71085),(70 205.89418),(71 203.72267),(72 204.31279),(73 200.41528),(74 200.4804),(75 203.38547),(76 202.42192),(77 199.14719),(78 200.72957),(79 199.97266),
(1 103.6627),(2 128.49605),(3 143.51633),(4 158.96123),(5 164.03152),(6 170.23454),(7 178.34512),(8 180.2783),(9 184.84035),(10 191.34967),(11 191.64949),(12 193.42062),(13 196.69334),(14 195.27306),(15 196.2182),(16 198.90001),(17 193.83194),(18 194.99545),(19 194.74715),(20 192.49382),(21 193.80107),(22 195.87029),(23 193.87799),(24 193.82005),(25 203.35959),(26 202.66656),(27 204.94948),(28 213.67839),(29 211.98508),(30 214.59209),(31 213.28734),(32 213.48409),(33 217.84903),(34 213.57811),(35 212.50401),(36 214.31976),(37 213.35744),(38 211.7435),(39 216.08817),(40 213.4159),(41 211.00919),(42 213.9778),(43 211.16537),(44 207.79243),(45 210.49889),(46 207.5295),(47 204.82025),(48 203.14148),(49 200.47458),(50 202.09042),(51 205.50546),(52 204.22394),(53 204.62878),(54 206.73431),(55 207.7347),(56 208.51305),(57 213.16614),(58 210.67201),(59 212.346),(60 213.60915),(61 210.77238),(62 213.58922),(63 216.86476),(64 213.12231),(65 213.36046),(66 212.59998),(67 210.66978),(68 207.42035),(69 208.989),(70 205.27629),(71 204.15631),(72 208.65948),(73 204.65498),(74 201.90259),(75 204.55399),(76 201.91336),(77 201.28006),(78 203.73553),(79 203.36153),
(1 100.34411),(2 124.682755),(3 137.87315),(4 149.69235),(5 158.98595),(6 165.41266),(7 172.85065),(8 173.08142),(9 178.64766),(10 182.57034),(11 183.82256),(12 184.51205),(13 188.56479),(14 187.23254),(15 188.61177),(16 191.40298),(17 186.399),(18 187.34908),(19 188.76768),(20 184.60779),(21 185.18188),(22 186.56322),(23 185.65266),(24 186.23285),(25 193.8081),(26 195.2015),(27 196.71707),(28 204.36511),(29 203.47421),(30 203.7274),(31 204.31633),(32 204.83412),(33 206.22159),(34 205.244),(35 204.1013),(36 205.68056),(37 204.75577),(38 203.97942),(39 204.4547),(40 201.59074),(41 200.02644),(42 200.94444),(43 199.97867),(44 198.0717),(45 200.50499),(46 197.46268),(47 195.03568),(48 193.66127),(49 192.67323),(50 194.39055),(51 196.42479),(52 194.22597),(53 196.8574),(54 199.9841),(55 197.40947),(56 198.76735),(57 202.16887),(58 201.55685),(59 204.054),(60 206.85385),(61 204.47906),(62 205.58829),(63 207.81328),(64 205.84387),(65 206.35626),(66 206.77571),(67 204.68672),(68 204.21457),(69 203.84828),(70 201.65468),(71 201.74593),(72 203.43921),(73 200.38538),(74 198.79941),(75 199.3009),(76 198.40285),(77 197.08527),(78 199.55359),(79 197.19759),
(1 99.47509),(2 121.853714),(3 135.7303),(4 149.794),(5 156.96056),(6 163.45557),(7 170.83897),(8 173.09303),(9 176.99274),(10 181.17635),(11 181.76286),(12 181.7231),(13 186.5003),(14 183.47678),(15 184.20465),(16 189.57098),(17 185.46594),(18 184.78548),(19 188.20702),(20 185.00078),(21 185.50177),(22 187.03511),(23 185.96373),(24 187.44662),(25 193.6382),(26 193.81575),(27 197.57945),(28 206.53156),(29 204.67595),(30 206.54065),(31 205.2594),(32 203.83214),(33 207.26678),(34 205.94716),(35 205.80542),(36 210.08232),(37 207.72757),(38 207.5676),(39 210.7777),(40 207.63335),(41 207.47894),(42 207.33821),(43 204.46709),(44 201.70856),(45 202.92659),(46 198.28925),(47 197.32954),(48 196.87743),(49 194.01276),(50 194.94424),(51 196.24931),(52 195.41212),(53 197.93361),(54 200.68689),(55 199.3492),(56 199.69771),(57 201.99086),(58 202.01578),(59 202.25528),(60 203.83499),(61 203.21594),(62 203.66222),(63 205.39178),(64 203.86398),(65 202.50026),(66 202.4711),(67 199.85976),(68 198.87787),(69 199.25984),(70 197.27321),(71 195.79109),(72 195.03117),(73 193.59947),(74 193.7181),(75 193.75658),(76 191.45561),(77 191.89357),(78 193.6402),(79 193.35413),
(1 100.430534),(2 122.88651),(3 135.75667),(4 150.63074),(5 157.95894),(6 164.72813),(7 172.78061),(8 174.88623),(9 176.64847),(10 180.32063),(11 181.03159),(12 183.98747),(13 187.74313),(14 185.50871),(15 186.17542),(16 191.26024),(17 189.56155),(18 190.05698),(19 192.41267),(20 189.79016),(21 190.14552),(22 189.4375),(23 187.07762),(24 189.31067),(25 195.66443),(26 194.43423),(27 198.71355),(28 209.58893),(29 209.21558),(30 208.94649),(31 209.03798),(32 205.19102),(33 209.1007),(34 207.58315),(35 207.51106),(36 209.0642),(37 207.36537),(38 209.87769),(39 210.78299),(40 206.27399),(41 206.14355),(42 205.87675),(43 203.03996),(44 199.2356),(45 198.20665),(46 193.99176),(47 192.02658),(48 192.7913),(49 190.93587),(50 191.02028),(51 192.80042),(52 190.2329),(53 193.71477),(54 198.14488),(55 198.2556),(56 200.24983),(57 205.20044),(58 202.23672),(59 205.61658),(60 206.82323),(61 206.25482),(62 207.3937),(63 210.80537),(64 208.05508),(65 207.6545),(66 209.51953),(67 204.8552),(68 205.54712),(69 207.5615),(70 204.79327),(71 203.52753),(72 203.5781),(73 201.05487),(74 199.4518),(75 201.14932),(76 197.65263),(77 197.2458),(78 199.76875),(79 196.89377),
(1 96.59297),(2 120.55902),(3 133.9049),(4 149.37395),(5 156.49976),(6 160.54),(7 167.23721),(8 168.7044),(9 173.4126),(10 177.64224),(11 176.5994),(12 177.48628),(13 182.22887),(14 179.94865),(15 181.53958),(16 185.0656),(17 180.9399),(18 181.2682),(19 183.2169),(20 178.17395),(21 178.98141),(22 179.98608),(23 178.17593),(24 180.09285),(25 182.77277),(26 185.3605),(27 189.64436),(28 197.5962),(29 197.22266),(30 198.89162),(31 197.91612),(32 199.25856),(33 202.84976),(34 200.86526),(35 198.95775),(36 201.65305),(37 200.813),(38 204.07817),(39 204.5829),(40 201.47388),(41 199.9655),(42 201.329),(43 198.0692),(44 194.64171),(45 193.04988),(46 189.37712),(47 185.83617),(48 184.61528),(49 185.90091),(50 187.88005),(51 192.72473),(52 190.40614),(53 191.70905),(54 194.05826),(55 192.63506),(56 195.00037),(57 198.64296),(58 195.13103),(59 196.58984),(60 198.35928),(61 198.17583),(62 199.16162),(63 201.31602),(64 199.04887),(65 198.73297),(66 199.93279),(67 197.03683),(68 198.21782),(69 199.43047),(70 196.03366),(71 193.78381),(72 195.0823),(73 191.76839),(74 190.63606),(75 189.98138),(76 190.60265),(77 189.90268),(78 191.29982),(79 188.9052),
(1 97.797264),(2 120.927704),(3 134.05699),(4 149.37231),(5 156.43674),(6 159.51633),(7 167.1453),(8 167.8565),(9 171.49236),(10 174.56223),(11 176.70187),(12 176.37367),(13 181.56088),(14 179.01671),(15 181.70213),(16 185.82156),(17 180.40907),(18 181.8389),(19 183.97575),(20 180.52846),(21 180.97661),(22 183.91907),(23 181.65234),(24 183.00543),(25 186.20227),(26 187.20169),(27 190.24095),(28 195.85597),(29 196.56897),(30 196.1925),(31 194.56499),(32 196.47392),(33 197.14772),(34 196.773),(35 199.37218),(36 200.89954),(37 199.27995),(38 198.83046),(39 199.78416),(40 198.105),(41 198.83037),(42 200.34065),(43 195.89517),(44 193.37),(45 191.41646),(46 187.9602),(47 186.92381),(48 186.94633),(49 186.06142),(50 188.1166),(51 193.23755),(52 190.64932),(53 190.44904),(54 192.39796),(55 194.27542),(56 196.53374),(57 200.87875),(58 197.96127),(59 199.4721),(60 202.60655),(61 202.2019),(62 202.48311),(63 204.50595),(64 199.8897),(65 197.87492),(66 201.07738),(67 197.3887),(68 198.9145),(69 199.49136),(70 196.14587),(71 193.77174),(72 196.13446),(73 193.94243),(74 192.70415),(75 191.79373),(76 190.13443),(77 192.53935),(78 194.18994),(79 191.50238),
(1 92.89694),(2 116.663185),(3 129.94437),(4 144.93735),(5 149.9022),(6 153.19766),(7 160.87964),(8 163.94263),(9 167.08249),(10 168.20967),(11 170.9864),(12 172.72989),(13 178.25172),(14 175.14308),(15 176.65828),(16 178.5922),(17 175.77077),(18 179.07532),(19 180.45172),(20 178.76805),(21 177.5911),(22 179.2488),(23 178.41078),(24 179.24414),(25 183.7211),(26 184.42436),(27 186.6868),(28 193.22878),(29 191.40028),(30 189.32396),(31 189.40396),(32 191.20338),(33 193.12776),(34 189.70631),(35 191.16695),(36 191.6996),(37 192.58),(38 194.08151),(39 195.51523),(40 194.89687),(41 193.8334),(42 194.46591),(43 191.07063),(44 187.22737),(45 186.4365),(46 184.50491),(47 182.23897),(48 183.83496),(49 182.9458),(50 185.15298),(51 185.77052),(52 187.10414),(53 186.04712),(54 188.17917),(55 186.92508),(56 187.40779),(57 190.23062),(58 189.16943),(59 189.48361),(60 192.21411),(61 191.12123),(62 191.9077),(63 194.92),(64 193.05148),(65 192.58725),(66 194.17966),(67 190.9063),(68 191.5367),(69 192.06107),(70 190.25961),(71 188.4992),(72 188.80966),(73 185.88069),(74 185.87152),(75 185.05754),(76 185.20673),(77 185.91928),(78 187.80112),(79 186.71083),
(1 95.53166),(2 117.85971),(3 132.66028),(4 144.9642),(5 149.58847),(6 155.6257),(7 161.67932),(8 165.48824),(9 168.83),(10 172.43242),(11 174.21454),(12 174.03477),(13 177.88351),(14 175.65077),(15 176.66586),(16 180.391),(17 176.61627),(18 178.47163),(19 181.77051),(20 177.76099),(21 179.28447),(22 180.47742),(23 178.36981),(24 179.81746),(25 182.76695),(26 185.09468),(27 187.1609),(28 193.6066),(29 190.813),(30 191.52707),(31 189.89037),(32 190.47868),(33 191.69254),(34 192.12585),(35 191.70708),(36 194.6177),(37 193.40324),(38 191.9097),(39 195.27295),(40 192.86879),(41 190.6959),(42 191.12349),(43 188.6065),(44 186.5035),(45 186.739),(46 183.57071),(47 179.60558),(48 181.98122),(49 179.94809),(50 180.05345),(51 181.25941),(52 183.11165),(53 182.42383),(54 184.36075),(55 185.9801),(56 187.15591),(57 191.10826),(58 190.18735),(59 191.5441),(60 194.36792),(61 193.84969),(62 194.28844),(63 197.1065),(64 196.03328),(65 193.07417),(66 196.13562),(67 192.19244),(68 192.67079),(69 193.16727),(70 191.46791),(71 191.23836),(72 194.25177),(73 190.01352),(74 191.58328),(75 190.89734),(76 191.41309),(77 191.94475),(78 194.43504),(79 192.53302),
(1 94.02661),(2 118.24608),(3 130.14958),(4 142.39629),(5 147.88997),(6 151.93088),(7 158.04193),(8 160.19315),(9 165.08751),(10 166.11214),(11 165.83517),(12 167.37256),(13 172.47037),(14 170.67488),(15 170.84477),(16 175.7093),(17 171.83714),(18 171.1822),(19 175.10118),(20 171.22687),(21 172.5022),(22 172.25128),(23 172.27751),(24 172.29028),(25 178.47093),(26 179.3507),(27 180.02214),(28 184.8719),(29 185.90202),(30 188.29402),(31 186.82965),(32 187.2154),(33 190.26115),(34 190.14948),(35 190.23283),(36 191.55647),(37 190.60571),(38 190.27936),(39 192.77554),(40 189.46632),(41 189.1946),(42 188.14122),(43 184.53207),(44 183.21411),(45 183.75565),(46 180.75073),(47 176.45105),(48 177.03731),(49 175.51591),(50 174.36317),(51 178.04858),(52 177.93979),(53 178.7449),(54 181.73218),(55 182.52785),(56 184.94131),(57 187.64378),(58 186.26392),(59 185.29784),(60 188.86864),(61 189.01097),(62 188.90645),(63 193.69249),(64 189.15802),(65 189.04085),(66 189.92326),(67 186.70474),(68 187.4002),(69 187.36641),(70 185.88914),(71 182.66417),(72 184.09503),(73 180.51012),(74 180.81595),(75 181.17274),(76 179.9316),(77 179.96553),(78 183.25066),(79 181.4154),
(1 92.613205),(2 115.108635),(3 128.47215),(4 140.23402),(5 145.60997),(6 151.54251),(7 158.288),(8 161.7588),(9 164.51007),(10 167.82681),(11 167.7477),(12 168.08533),(13 173.35548),(14 171.39604),(15 172.79073),(16 175.86119),(17 172.04173),(18 172.42865),(19 175.94908),(20 170.42787),(21 169.31876),(22 172.1556),(23 172.2023),(24 173.946),(25 178.61674),(26 179.0601),(27 182.68279),(28 185.75484),(29 186.3934),(30 186.73846),(31 185.15175),(32 186.13434),(33 187.7823),(34 185.69472),(35 186.32172),(36 189.21878),(37 188.70372),(38 188.8684),(39 190.90445),(40 190.40181),(41 189.29648),(42 189.6202),(43 186.45697),(44 184.15717),(45 186.55765),(46 180.68175),(47 176.98517),(48 177.40633),(49 175.10147),(50 177.91441),(51 177.62027),(52 178.6129),(53 180.2153),(54 181.19432),(55 179.33719),(56 178.49257),(57 181.78662),(58 177.91206),(59 180.99179),(60 187.32703),(61 185.05356),(62 186.53423),(63 188.03001),(64 185.6393),(65 186.01993),(66 188.27885),(67 184.873),(68 184.17686),(69 184.77591),(70 183.80959),(71 184.48811),(72 184.51143),(73 183.07144),(74 182.23239),(75 184.02661),(76 182.463),(77 184.9893),(78 186.78827),(79 184.6129),
(1 92.61184),(2 115.787735),(3 129.28311),(4 141.91722),(5 146.50949),(6 153.67921),(7 156.85197),(8 161.05937),(9 164.08258),(10 168.79123),(11 169.01767),(12 171.64017),(13 172.90425),(14 172.87474),(15 172.97261),(16 175.19455),(17 172.39424),(18 173.12096),(19 174.41542),(20 170.00925),(21 172.24417),(22 173.15694),(23 172.26279),(24 174.88672),(25 177.54163),(26 176.9264),(27 180.09169),(28 185.7682),(29 183.44666),(30 185.16457),(31 184.746),(32 183.64172),(33 186.66974),(34 184.84552),(35 185.8063),(36 188.28401),(37 186.95383),(38 183.58524),(39 186.79506),(40 182.3095),(41 182.62874),(42 183.73793),(43 180.85286),(44 177.72173),(45 178.32437),(46 175.29774),(47 173.42377),(48 175.49905),(49 172.22592),(50 171.78249),(51 175.65648),(52 176.21233),(53 175.25925),(54 177.4939),(55 176.60492),(56 177.93549),(57 181.97252),(58 180.85312),(59 181.43202),(60 185.81146),(61 185.21863),(62 186.90569),(63 187.71214),(64 184.50684),(65 185.55968),(66 187.03033),(67 183.73167),(68 185.55707),(69 183.65855),(70 181.27135),(71 180.05417),(72 180.94307),(73 180.81009),(74 180.7353),(75 180.9969),(76 178.82571),(77 180.70853),(78 182.3315),(79 181.25331),
(1 90.42294),(2 112.34744),(3 123.819695),(4 135.46626),(5 141.14055),(6 148.39014),(7 153.27246),(8 156.5048),(9 159.10536),(10 165.25156),(11 163.9673),(12 165.86227),(13 168.43979),(14 170.35976),(15 170.60588),(16 172.7787),(17 168.08913),(18 168.04239),(19 171.40834),(20 167.17459),(21 169.99388),(22 172.27373),(23 170.0735),(24 172.48825),(25 174.9917),(26 174.60605),(27 175.75659),(28 179.6965),(29 178.5743),(30 177.60635),(31 176.54831),(32 176.0775),(33 179.11708),(34 177.58968),(35 179.08612),(36 181.31041),(37 180.94797),(38 180.48068),(39 182.43266),(40 180.62105),(41 179.31114),(42 180.91687),(43 175.68079),(44 174.80447),(45 176.81732),(46 173.71268),(47 169.96057),(48 170.65646),(49 169.7218),(50 170.20682),(51 174.0353),(52 174.13773),(53 173.59866),(54 176.77327),(55 173.24123),(56 175.565),(57 179.84483),(58 176.90909),(59 177.89189),(60 180.85864),(61 180.33409),(62 181.88194),(63 184.08266),(64 183.04176),(65 182.72917),(66 182.92574),(67 181.30455),(68 182.40575),(69 181.99715),(70 179.85149),(71 179.606),(72 180.99089),(73 178.78342),(74 176.41585),(75 178.26897),(76 175.83353),(77 176.45508),(78 178.89363),(79 178.31244),
(1 90.31727),(2 112.2808),(3 123.03584),(4 134.66714),(5 140.29045),(6 146.63646),(7 152.27052),(8 155.52887),(9 157.51678),(10 161.1035),(11 161.70193),(12 162.79366),(13 165.8294),(14 165.3482),(15 166.23611),(16 170.4852),(17 166.48593),(18 165.70584),(19 167.04384),(20 165.16232),(21 168.37267),(22 170.26143),(23 166.72673),(24 170.26431),(25 173.2915),(26 173.98376),(27 178.01862),(28 181.06969),(29 180.16945),(30 183.9793),(31 181.79257),(32 182.80096),(33 184.62886),(34 182.30064),(35 181.44875),(36 183.77216),(37 183.37573),(38 182.21385),(39 186.21382),(40 182.38664),(41 181.32658),(42 183.87506),(43 180.39217),(44 180.3198),(45 180.7304),(46 177.57777),(47 175.11772),(48 175.2234),(49 173.90802),(50 174.9824),(51 176.0123),(52 174.86554),(53 174.34557),(54 176.10521),(55 175.4471),(56 177.5187),(57 179.63072),(58 176.57605),(59 180.41426),(60 181.7484),(61 179.89764),(62 182.28026),(63 183.47998),(64 180.46371),(65 181.00134),(66 181.27837),(67 179.169),(68 179.24846),(69 180.04039),(70 179.43645),(71 177.20174),(72 178.51613),(73 176.04042),(74 174.50568),(75 176.04335),(76 174.39114),(77 174.05417),(78 176.1207),(79 173.76558),
(1 88.499535),(2 110.257484),(3 122.85581),(4 134.49406),(5 138.80583),(6 143.03075),(7 149.55974),(8 152.71132),(9 156.26688),(10 159.80206),(11 161.2039),(12 162.23817),(13 165.01851),(14 164.04044),(15 165.44371),(16 168.35645),(17 164.77487),(18 164.18037),(19 166.68837),(20 164.98793),(21 163.83646),(22 167.45659),(23 163.82149),(24 165.90657),(25 170.4812),(26 170.03792),(27 173.53935),(28 175.57298),(29 174.16463),(30 177.01642),(31 175.87294),(32 175.76228),(33 177.52054),(34 177.31297),(35 178.1715),(36 179.26118),(37 178.30388),(38 177.42262),(39 176.66682),(40 175.29132),(41 174.70192),(42 177.29851),(43 175.50731),(44 174.24403),(45 175.78398),(46 171.7367),(47 168.86942),(48 170.48862),(49 168.19452),(50 168.2378),(51 169.93948),(52 169.51772),(53 170.46037),(54 172.24333),(55 175.16968),(56 177.25899),(57 179.51619),(58 177.88338),(59 178.96324),(60 183.01634),(61 180.96751),(62 182.14679),(63 183.4647),(64 180.06642),(65 180.0079),(66 180.79538),(67 177.47766),(68 178.09067),(69 176.57599),(70 176.76942),(71 175.65163),(72 176.23805),(73 175.67888),(74 173.47437),(75 175.2607),(76 174.05661),(77 172.15993),(78 173.21907),(79 171.06238),
(1 87.542786),(2 107.831276),(3 122.1613),(4 134.45753),(5 140.01523),(6 143.54568),(7 149.0112),(8 151.643),(9 155.26752),(10 157.43916),(11 158.787),(12 160.11557),(13 162.28293),(14 162.87173),(15 163.98296),(16 167.15834),(17 164.77998),(18 163.40247),(19 165.41837),(20 163.19058),(21 164.60468),(22 165.70522),(23 163.82414),(24 164.77267),(25 168.3661),(26 169.6748),(27 173.09564),(28 176.16711),(29 174.96735),(30 176.11624),(31 175.17174),(32 174.284),(33 176.75998),(34 178.21315),(35 178.77274),(36 178.53903),(37 178.09598),(38 177.18356),(39 178.8472),(40 175.78769),(41 174.97104),(42 177.8161),(43 173.77043),(44 171.75662),(45 173.0272),(46 168.53539),(47 165.9374),(48 167.9852),(49 166.94452),(50 167.6925),(51 169.78021),(52 170.40953),(53 171.64877),(54 172.8934),(55 171.42836),(56 172.52512),(57 176.25948),(58 173.94386),(59 175.13405),(60 177.14528),(61 178.30247),(62 178.3583),(63 180.65436),(64 177.70706),(65 175.83408),(66 178.23267),(67 174.53445),(68 176.90543),(69 178.23874),(70 175.28917),(71 175.65286),(72 174.20323),(73 172.43599),(74 172.62311),(75 173.69829),(76 173.60486),(77 172.62299),(78 174.25215),(79 173.34929),
(1 87.22556),(2 108.66),(3 121.31476),(4 135.32864),(5 138.51172),(6 146.02138),(7 154.44229),(8 156.13077),(9 159.127),(10 160.85638),(11 160.45961),(12 161.57951),(13 164.39351),(14 164.52922),(15 164.78284),(16 167.73071),(17 166.45647),(18 164.93007),(19 166.38887),(20 165.1963),(21 166.03194),(22 167.16609),(23 165.54796),(24 165.29967),(25 167.88689),(26 167.76086),(27 169.69199),(28 175.23726),(29 173.35934),(30 175.98326),(31 174.28577),(32 173.7285),(33 175.72072),(34 175.23485),(35 173.97731),(36 175.75806),(37 172.85492),(38 172.31409),(39 173.89883),(40 171.84743),(41 172.08528),(42 174.21404),(43 171.73047),(44 170.58263),(45 172.05531),(46 170.15489),(47 166.33788),(48 166.73175),(49 166.4287),(50 165.92151),(51 167.06345),(52 168.5926),(53 169.85002),(54 172.31294),(55 169.50772),(56 171.37628),(57 175.13713),(58 173.56358),(59 174.93828),(60 178.74516),(61 176.67844),(62 176.59665),(63 181.04482),(64 178.827),(65 177.91873),(66 178.47353),(67 174.49078),(68 174.89502),(69 174.40573),(70 171.70454),(71 171.33313),(72 172.26382),(73 172.21063),(74 172.3729),(75 174.5732),(76 172.86469),(77 172.35628),(78 173.05441),(79 173.53151),
(1 85.86984),(2 108.14512),(3 119.877754),(4 132.98587),(5 137.90736),(6 143.80298),(7 148.35234),(8 152.44731),(9 155.28247),(10 156.74628),(11 156.0905),(12 156.79013),(13 159.88698),(14 159.8662),(15 160.08554),(16 162.57681),(17 159.97714),(18 160.6332),(19 163.02098),(20 162.45491),(21 164.82658),(22 166.72945),(23 164.63414),(24 166.28893),(25 169.00258),(26 169.3313),(27 171.08003),(28 178.16222),(29 175.06538),(30 175.8754),(31 174.03777),(32 173.95392),(33 176.4231),(34 176.50117),(35 175.78465),(36 177.9544),(37 173.88934),(38 174.13805),(39 174.19821),(40 172.78305),(41 171.25542),(42 173.58502),(43 170.9586),(44 169.44304),(45 170.33203),(46 167.9573),(47 165.2062),(48 166.04436),(49 164.44464),(50 164.10541),(51 165.52144),(52 162.86057),(53 162.47002),(54 166.95724),(55 167.8754),(56 169.08698),(57 168.54344),(58 166.6397),(59 170.00403),(60 173.60606),(61 172.05145),(62 171.7708),(63 175.18517),(64 173.60587),(65 173.23091),(66 174.3256),(67 173.12845),(68 171.71974),(69 171.01892),(70 170.0587),(71 168.52466),(72 169.60553),(73 168.96341),(74 170.05305),(75 170.29486),(76 170.13466),(77 169.82181),(78 170.1989),(79 170.46075),
(1 84.94187),(2 104.54781),(3 115.16699),(4 128.1911),(5 131.8577),(6 136.4777),(7 143.45181),(8 145.80928),(9 146.49406),(10 149.83963),(11 149.19746),(12 150.5855),(13 154.62079),(14 155.35138),(15 157.04288),(16 160.1547),(17 157.1754),(18 155.85214),(19 157.91663),(20 156.44493),(21 156.45425),(22 161.74358),(23 158.8067),(24 158.96121),(25 162.64435),(26 163.849),(27 167.16841),(28 172.05896),(29 169.34778),(30 171.13928),(31 169.87268),(32 169.16037),(33 172.22307),(34 170.04889),(35 168.71356),(36 171.4933),(37 170.74408),(38 169.50546),(39 170.04773),(40 169.0951),(41 167.03871),(42 168.87453),(43 167.37589),(44 165.99434),(45 166.03105),(46 162.62282),(47 160.87468),(48 160.61455),(49 158.3938),(50 158.5921),(51 160.70947),(52 160.66273),(53 160.01305),(54 165.92116),(55 164.56342),(56 165.90083),(57 167.97858),(58 165.82315),(59 168.16591),(60 170.19879),(61 168.79088),(62 169.16753),(63 171.2475),(64 169.55026),(65 170.92517),(66 170.91592),(67 169.86067),(68 170.4372),(69 170.7597),(70 167.33017),(71 168.14294),(72 170.2009),(73 168.68674),(74 168.9244),(75 170.39453),(76 167.69754),(77 167.20015),(78 170.24556),(79 169.30382),
