1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 99121.53),(2 311425.66),(3 629397.8),(4 1139418),(5 1736457.9),(6 2416208.3),(7 3274217),(8 4224550.5),(9 5213531.5),(10 6389996),(11 7671044),(12 9005787),(13 10562697),(14 12191344),(15 13952037),(16 15820727),(17 17775282),(18 19825786),(19 22073730),(20 24481750),(21 26960678),(22 29721776),(23 32700090),(24 35678420),(25 38874870),(26 42190690),(27 45615148),(28 49209876),(29 52836000),(30 56418910),(31 60230176),(32 64120436),(33 68063520),(34 72172560),(35 76464216),(36 80767380),(37 85198400),(38 89988504),(39 94618776),(40 99438040),(41 104365304),(42 109288216),(43 114488984),(44 119782950),(45 125120440),(46 130635390),(47 136289260),(48 141884560),(49 147600750),(50 153404590),(51 159327800),(52 165614020),(53 172292670),(54 178610450),(55 185225140),(56 191720460),(57 197958610),(58 204391380),(59 210762380),(60 216908180),(61 223533490),(62 230139700),(63 236386450),(64 242743980),(65 248709390),(66 254393020),(67 260187220),(68 265576720),(69 270697630),(70 276197220),(71 281362720),(72 286214880),(73 291372220),(74 295761340),(75 299910820),(76 303949660),(77 307897380),(78 311708320),(79 315943970),
(1 1659.1177),(2 2292.6946),(3 2437.0354),(4 2508.9072),(5 2589.193),(6 2688.6543),(7 2724.6663),(8 2792.5125),(9 2854.8296),(10 2953.3835),(11 2970.7554),(12 2989.088),(13 3087.764),(14 3136.724),(15 3149.552),(16 3186.4272),(17 3228.457),(18 3262.7263),(19 3367.5542),(20 3418.0015),(21 3441.723),(22 3404.6316),(23 3448.4194),(24 3487.7012),(25 3526.1326),(26 3570.5881),(27 3585.6816),(28 3602.1653),(29 3634.5515),(30 3696.13),(31 3667.513),(32 3609.607),(33 3579.1104),(34 3593.7646),(35 3651.233),(36 3711.319),(37 3781.4307),(38 3899.6516),(39 3945.8955),(40 3915.9512),(41 3937.257),(42 3955.3088),(43 4083.8303),(44 4120.8325),(45 4134.6323),(46 4187.881),(47 4262.02),(48 4303.283),(49 4333.457),(50 4358.235),(51 4402.964),(52 4470.442),(53 4505.5723),(54 4520.9756),(55 4498.1406),(56 4484.539),(57 4534.1133),(58 4537.193),(59 4532.096),(60 4519.2583),(61 4515.2363),(62 4531.406),(63 4534.94),(64 4519.471),(65 4486.8057),(66 4546.495),(67 4571.039),(68 4559.9575),(69 4570.778),(70 4623.137),(71 4597.4272),(72 4602.921),(73 4583.096),(74 4496.349),(75 4471.135),(76 4440.8447),(77 4447.5664),(78 4406.161),(79 4401.3467),
(1 1652.6217),(2 2261.695),(3 2384.9192),(4 2436.4626),(5 2519.8167),(6 2613.5476),(7 2630.7395),(8 2675.631),(9 2743.2427),(10 2813.134),(11 2851.7915),(12 2903.3203),(13 2994.499),(14 3047.6304),(15 3102.4192),(16 3168.463),(17 3154.7302),(18 3205.9077),(19 3275.7344),(20 3342.89),(21 3303.024),(22 3306.0757),(23 3312.2363),(24 3350.715),(25 3389.664),(26 3407.1743),(27 3379.6177),(28 3401.562),(29 3417.9424),(30 3510.8232),(31 3487.0696),(32 3499.7466),(33 3470.365),(34 3489.1677),(35 3568.8425),(36 3649.6086),(37 3694.2817),(38 3706.8826),(39 3751.0684),(40 3781.9668),(41 3848.8164),(42 3869.2312),(43 3939.5732),(44 3948.667),(45 3949.5938),(46 4007.7512),(47 4107.6025),(48 4162.558),(49 4173.0054),(50 4239.5737),(51 4333.7817),(52 4357.0254),(53 4310.5938),(54 4322.9336),(55 4271.882),(56 4331.053),(57 4329.52),(58 4314.2817),(59 4315.6587),(60 4335.0264),(61 4304.8184),(62 4263.6543),(63 4236.3066),(64 4257.878),(65 4246.41),(66 4250.817),(67 4320.516),(68 4361.4976),(69 4338.6284),(70 4339.353),(71 4360.416),(72 4351.332),(73 4351.705),(74 4390.709),(75 4321.8823),(76 4264.797),(77 4268.1934),(78 4326.123),(79 4300.8345),
(1 1618.0531),(2 2206.1204),(3 2356.1482),(4 2402.8403),(5 2497.8232),(6 2580.8384),(7 2617.882),(8 2661.4988),(9 2728.4102),(10 2809.854),(11 2850.0618),(12 2956.0007),(13 3105.4783),(14 3169.7183),(15 3202.6458),(16 3327.8882),(17 3422.983),(18 3396.3308),(19 3448.809),(20 3488.8687),(21 3516.8276),(22 3477.8108),(23 3556.599),(24 3612.645),(25 3653.1167),(26 3610.8518),(27 3612.995),(28 3591.16),(29 3613.5845),(30 3620.0173),(31 3606.559),(32 3644.358),(33 3621.5527),(34 3637.8347),(35 3751.9944),(36 3808.6787),(37 3794.0125),(38 3812.8352),(39 3871.697),(40 3922.3416),(41 4125.602),(42 4119.39),(43 4238.3296),(44 4325.0684),(45 4307.117),(46 4345.2363),(47 4444.06),(48 4567.6094),(49 4637.37),(50 4696.9604),(51 4757.644),(52 4787.9507),(53 4865.798),(54 4819.3945),(55 4792.3247),(56 4780.572),(57 4772.643),(58 4745.3994),(59 4757.931),(60 4823.4165),(61 4787.916),(62 4748.614),(63 4678.528),(64 4624.5806),(65 4594.4824),(66 4596.172),(67 4606.8677),(68 4571.32),(69 4538.098),(70 4496.352),(71 4514.9688),(72 4481.7227),(73 4447.0884),(74 4426.4453),(75 4381.51),(76 4371.761),(77 4361.8877),(78 4384.2656),(79 4338.213),
(1 1579.4874),(2 2142.1443),(3 2327.2517),(4 2356.172),(5 2432.3367),(6 2517.7375),(7 2551.477),(8 2591.3196),(9 2629.9424),(10 2692.7644),(11 2795.3086),(12 2893.3987),(13 2973.256),(14 3025.825),(15 3027.0422),(16 3109.0127),(17 3199.0962),(18 3197.5774),(19 3223.3037),(20 3247.8396),(21 3261.709),(22 3264.0208),(23 3315.6006),(24 3343.6653),(25 3344.2305),(26 3379.1714),(27 3441.408),(28 3427.9163),(29 3412.3105),(30 3406.0828),(31 3423.2673),(32 3406.3223),(33 3395.4487),(34 3432.0593),(35 3528.1577),(36 3593.994),(37 3563.9297),(38 3624.6948),(39 3768.6118),(40 3884.8792),(41 3975.0276),(42 4033.0454),(43 4078.7095),(44 4114.7197),(45 4136.9683),(46 4228.3286),(47 4316.719),(48 4335.8438),(49 4366.423),(50 4485.9795),(51 4532.864),(52 4611.2764),(53 4635.923),(54 4669.1523),(55 4681.742),(56 4688.094),(57 4632.24),(58 4595.062),(59 4616.2246),(60 4645.9653),(61 4662.8286),(62 4642.275),(63 4597.747),(64 4596.0215),(65 4543.184),(66 4499.3135),(67 4463.366),(68 4451.318),(69 4487.7617),(70 4485.021),(71 4430.822),(72 4459.0044),(73 4474.837),(74 4486.0884),(75 4453.5884),(76 4354.4155),(77 4367.4995),(78 4401.4165),(79 4389.622),
(1 1573.8793),(2 2177.846),(3 2358.2634),(4 2439.7234),(5 2510.266),(6 2557.472),(7 2617.3955),(8 2691.1975),(9 2718.38),(10 2828.3252),(11 2913.2737),(12 2971.9849),(13 3054.1868),(14 3082.8623),(15 3156.5505),(16 3210.5977),(17 3259.4553),(18 3278.7363),(19 3305.9348),(20 3358.272),(21 3374.4983),(22 3380.5178),(23 3388.9023),(24 3401.4023),(25 3444.3196),(26 3471.7712),(27 3482.0396),(28 3466.9023),(29 3509.5242),(30 3497.2986),(31 3446.023),(32 3417.2913),(33 3413.1243),(34 3441.1301),(35 3578.6377),(36 3617.3604),(37 3669.311),(38 3808.2053),(39 3840.093),(40 3928.5867),(41 3999.4067),(42 4040.6548),(43 4062.1218),(44 4085.9553),(45 4119.825),(46 4190.4277),(47 4273.537),(48 4375.199),(49 4404.9727),(50 4433.0723),(51 4522.263),(52 4554.3403),(53 4607.767),(54 4657.909),(55 4645.7246),(56 4659.0225),(57 4665.1597),(58 4644.4033),(59 4640.147),(60 4682.556),(61 4694.82),(62 4710.166),(63 4781.149),(64 4716.7603),(65 4712.8525),(66 4701.0776),(67 4722.992),(68 4703.7876),(69 4797.4985),(70 4811.888),(71 4850.462),(72 4845.416),(73 4906.717),(74 4884.8086),(75 4886.516),(76 4883.939),(77 4851.0796),(78 4818.3193),(79 4851.466),
(1 1567.3706),(2 2127.7427),(3 2309.7527),(4 2374.2644),(5 2445.967),(6 2523.687),(7 2561.383),(8 2639.7258),(9 2685.0405),(10 2717.0183),(11 2763.6812),(12 2825.1746),(13 2914.5647),(14 2910.8848),(15 2990.2515),(16 3036.9211),(17 3093.7297),(18 3097.6638),(19 3183.1445),(20 3242.9255),(21 3227.8013),(22 3203.6187),(23 3254.0437),(24 3303.384),(25 3338.5984),(26 3347.711),(27 3342.6611),(28 3380.177),(29 3402.7317),(30 3399.709),(31 3397.151),(32 3417.9524),(33 3474.8264),(34 3455.6292),(35 3520.2722),(36 3539.8652),(37 3605.742),(38 3707.7095),(39 3782.434),(40 3785.9194),(41 3789.8477),(42 3870.271),(43 3927.2527),(44 4000.5293),(45 4011.0276),(46 4061.6367),(47 4113.114),(48 4161.512),(49 4276.347),(50 4330.3755),(51 4336.243),(52 4339.672),(53 4324.512),(54 4294.17),(55 4321.399),(56 4293.4297),(57 4262.145),(58 4283.9937),(59 4296.7896),(60 4310.161),(61 4313.4937),(62 4317.153),(63 4400.273),(64 4391.0527),(65 4345.49),(66 4340.059),(67 4428.512),(68 4385.6597),(69 4347.8315),(70 4394.766),(71 4337.5225),(72 4394.919),(73 4425.764),(74 4497.281),(75 4497.2393),(76 4422.918),(77 4377.1772),(78 4384.8247),(79 4360.2407),
(1 1532.175),(2 2080.8818),(3 2219.3005),(4 2281.1785),(5 2358.3533),(6 2437.5898),(7 2474.9973),(8 2501.6755),(9 2541.5042),(10 2619.5007),(11 2686.424),(12 2717.397),(13 2734.811),(14 2773.1172),(15 2823.5378),(16 2830.6719),(17 2872.7842),(18 2908.4277),(19 2949.6917),(20 3034.191),(21 3032.5913),(22 3034.7952),(23 3130.98),(24 3180.1133),(25 3209.9963),(26 3215.9001),(27 3257.8918),(28 3286.1785),(29 3279.4312),(30 3280.331),(31 3258.6194),(32 3273.9197),(33 3308.2874),(34 3354.8896),(35 3421.415),(36 3495.148),(37 3484.0413),(38 3527.1423),(39 3561.7998),(40 3598.0583),(41 3641.164),(42 3684.5562),(43 3694.9482),(44 3756.5881),(45 3815.94),(46 3806.6746),(47 3835.8743),(48 3864.6306),(49 3981.2598),(50 4051.6902),(51 4102.332),(52 4116.6846),(53 4172.952),(54 4216.421),(55 4227.969),(56 4184.136),(57 4148.769),(58 4192.2505),(59 4186.0107),(60 4253.1187),(61 4304.6563),(62 4303.4214),(63 4347.0537),(64 4321.578),(65 4280.1885),(66 4302.839),(67 4329.6055),(68 4380.0913),(69 4324.584),(70 4349.4014),(71 4336.949),(72 4349.779),(73 4476.756),(74 4505.7715),(75 4494.599),(76 4438.2617),(77 4415.297),(78 4451.437),(79 4365.1797),
(1 1500.2549),(2 2054.7893),(3 2209.7249),(4 2253.8022),(5 2335.177),(6 2380.0823),(7 2406.3625),(8 2462.9502),(9 2509.5413),(10 2569.9739),(11 2635.5933),(12 2650.003),(13 2701.7434),(14 2711.437),(15 2747.1006),(16 2772.6355),(17 2838.3848),(18 2833.8657),(19 2894.3376),(20 2944.7002),(21 2939.6475),(22 2927.4766),(23 2953.6028),(24 3013.0933),(25 3063.869),(26 3054.866),(27 3104.3936),(28 3112.3564),(29 3126.7766),(30 3139.08),(31 3165.3267),(32 3175.675),(33 3180.308),(34 3186.4106),(35 3225.2957),(36 3309.5125),(37 3339.9207),(38 3398.2815),(39 3482.5935),(40 3531.369),(41 3558.3093),(42 3588.044),(43 3652.484),(44 3652.7827),(45 3742.9631),(46 3746.6707),(47 3766.954),(48 3819.4966),(49 3820.7734),(50 3908.4436),(51 3928.7292),(52 3966.549),(53 4048.5369),(54 4077.2207),(55 4044.1147),(56 4004.1885),(57 3964.1243),(58 3963.035),(59 3958.6665),(60 3916.904),(61 3881.6133),(62 3868.216),(63 3867.0315),(64 3918.161),(65 3939.4993),(66 3946.5269),(67 3969.3264),(68 4002.6409),(69 3958.159),(70 3984.7493),(71 4000.768),(72 4029.2673),(73 4028.321),(74 4033.5664),(75 3994.6218),(76 3941.5774),(77 3928.3892),(78 3932.2952),(79 3945.4307),
(1 1416.4403),(2 1926.3148),(3 2077.6438),(4 2145.0796),(5 2238.3408),(6 2308.014),(7 2358.0188),(8 2406.892),(9 2447.3088),(10 2484.7769),(11 2516.6226),(12 2548.4045),(13 2632.5752),(14 2646.7358),(15 2708.8035),(16 2747.3567),(17 2755.0994),(18 2763.408),(19 2814.7188),(20 2877.3953),(21 2889.4797),(22 2916.5894),(23 2920.8943),(24 2965.7324),(25 3014.6587),(26 3071.701),(27 3136.704),(28 3136.9902),(29 3112.469),(30 3105.54),(31 3162.0913),(32 3142.8557),(33 3174.71),(34 3235.501),(35 3240.1685),(36 3271.264),(37 3328.9956),(38 3424.2356),(39 3496.3247),(40 3528.1855),(41 3587.9111),(42 3589.8237),(43 3650.0933),(44 3692.18),(45 3757.3093),(46 3803.4307),(47 3813.96),(48 3823.6084),(49 3851.9104),(50 3899.7412),(51 3926.463),(52 3968.8618),(53 4021.659),(54 4024.3076),(55 4046.3015),(56 3997.9133),(57 3973.499),(58 3915.7578),(59 3898.804),(60 3863.4753),(61 3868.859),(62 3928.3928),(63 3968.9868),(64 3963.1519),(65 3915.1826),(66 3948.428),(67 3984.563),(68 3985.9832),(69 4027.506),(70 4014.1812),(71 3998.928),(72 4044.935),(73 4073.085),(74 4061.1563),(75 4008.3022),(76 3953.0142),(77 3923.57),(78 3908.1328),(79 3868.523),
(1 1438.234),(2 1937.4807),(3 2098.7395),(4 2162.965),(5 2206.7192),(6 2249.5095),(7 2286.3364),(8 2340.8826),(9 2388.4644),(10 2456.643),(11 2521.1326),(12 2572.2268),(13 2631.7095),(14 2673.634),(15 2700.984),(16 2728.8003),(17 2776.088),(18 2814.9373),(19 2832.976),(20 2871.105),(21 2867.3062),(22 2908.5378),(23 2974.2896),(24 2967.1191),(25 3002.3062),(26 3025.4954),(27 3055.98),(28 3084.1328),(29 3031.6975),(30 3079.4573),(31 3093.0757),(32 3113.0776),(33 3140.3975),(34 3179.239),(35 3175.022),(36 3225.9246),(37 3279.3506),(38 3360.9053),(39 3409.3936),(40 3445.5464),(41 3475.798),(42 3478.1162),(43 3506.2778),(44 3545.3374),(45 3587.3179),(46 3617.1),(47 3630.9517),(48 3670.1965),(49 3727.404),(50 3787.9001),(51 3845.9368),(52 3863.1821),(53 3952.786),(54 4000.4797),(55 3979.799),(56 3962.952),(57 3928.6309),(58 3883.1301),(59 3889.793),(60 3895.23),(61 3934.812),(62 3924.1025),(63 3936.9165),(64 3952.4583),(65 3947.4585),(66 3954.7522),(67 3965.5754),(68 3975.7183),(69 4035.2188),(70 4066.2615),(71 4021.8723),(72 4037.996),(73 4042.7676),(74 4039.0337),(75 3969.2915),(76 3987.1567),(77 4012.1345),(78 4019.536),(79 3981.6191),
(1 1444.4146),(2 1945.4459),(3 2110.5212),(4 2114.3643),(5 2212.5776),(6 2260.3464),(7 2327.2192),(8 2321.563),(9 2368.4622),(10 2460.2854),(11 2488.4558),(12 2544.3198),(13 2619.4353),(14 2618.238),(15 2666.0862),(16 2690.263),(17 2786.2095),(18 2803.312),(19 2800.524),(20 2844.9636),(21 2863.6648),(22 2862.1184),(23 2879.5347),(24 2902.3428),(25 2919.9026),(26 2943.95),(27 2981.1477),(28 2968.3352),(29 2961.0159),(30 2965.5703),(31 2996.5488),(32 3019.0593),(33 2987.1113),(34 2997.8938),(35 3089.922),(36 3159.8428),(37 3237.4402),(38 3306.3074),(39 3393.8262),(40 3457.0955),(41 3502.7068),(42 3572.1013),(43 3612.352),(44 3653.5347),(45 3661.09),(46 3720.6306),(47 3739.9382),(48 3808.696),(49 3833.6182),(50 3908.4941),(51 3959.0852),(52 3978.1462),(53 4063.1418),(54 4152.5806),(55 4182.8115),(56 4181.0283),(57 4179.55),(58 4149.466),(59 4133.0815),(60 4175.048),(61 4191.3975),(62 4178.1304),(63 4155.279),(64 4130.7896),(65 4125.644),(66 4187.3633),(67 4217.6094),(68 4244.8037),(69 4256.476),(70 4236.32),(71 4201.7593),(72 4164.283),(73 4189.3086),(74 4200.271),(75 4209.16),(76 4138.78),(77 4127.7925),(78 4135.517),(79 4129.399),
(1 1406.2766),(2 1854.1691),(3 2010.999),(4 2043.2716),(5 2137.3953),(6 2172.86),(7 2211.6382),(8 2243.1733),(9 2286.361),(10 2364.221),(11 2427.036),(12 2468.811),(13 2534.5745),(14 2590.7307),(15 2601.2192),(16 2606.12),(17 2654.0728),(18 2678.9214),(19 2659.1443),(20 2717.8013),(21 2733.6838),(22 2725.72),(23 2799.838),(24 2821.1282),(25 2868.9019),(26 2881.8718),(27 2894.7107),(28 2919.768),(29 2914.4973),(30 2943.0222),(31 2940.3948),(32 2951.1907),(33 2958.316),(34 3015.485),(35 3068.4238),(36 3085.219),(37 3102.9636),(38 3132.3333),(39 3163.6338),(40 3238.966),(41 3302.1362),(42 3345.0688),(43 3349.3403),(44 3413.672),(45 3406.7617),(46 3483.0188),(47 3503.8032),(48 3531.7002),(49 3564.527),(50 3578.78),(51 3567.8323),(52 3623.777),(53 3705.613),(54 3715.5837),(55 3681.705),(56 3625.0989),(57 3614.6252),(58 3630.0989),(59 3631.4211),(60 3662.4023),(61 3702.2917),(62 3683.7832),(63 3682.297),(64 3630.865),(65 3576.5793),(66 3597.6982),(67 3676.697),(68 3675.5613),(69 3662.2102),(70 3622.1052),(71 3627.5684),(72 3591.1697),(73 3580.7131),(74 3547.945),(75 3536.525),(76 3498.7498),(77 3532.601),(78 3534.2126),(79 3516.088),
(1 1397.3882),(2 1872.615),(3 2012.5271),(4 2061.9639),(5 2139.044),(6 2172.0522),(7 2221.3179),(8 2277.1443),(9 2334.279),(10 2399.763),(11 2432.2744),(12 2434.586),(13 2481.754),(14 2514.5435),(15 2546.6658),(16 2573.9253),(17 2607.8806),(18 2636.7817),(19 2647.585),(20 2659.3286),(21 2668.3247),(22 2674.9204),(23 2706.134),(24 2718.0688),(25 2738.8777),(26 2732.2708),(27 2751.8726),(28 2810.9233),(29 2821.0994),(30 2856.6387),(31 2823.9004),(32 2840.9668),(33 2824.93),(34 2894.7358),(35 2939.7585),(36 2970.2283),(37 3014.737),(38 3057.0352),(39 3112.622),(40 3149.6978),(41 3164.6067),(42 3172.0168),(43 3223.1768),(44 3241.5105),(45 3295.139),(46 3345.1213),(47 3398.7666),(48 3429.3215),(49 3434.6565),(50 3494.227),(51 3525.565),(52 3568.5217),(53 3575.2966),(54 3598.2988),(55 3598.6382),(56 3569.7568),(57 3552.2385),(58 3577.377),(59 3617.6458),(60 3627.8767),(61 3622.5586),(62 3674.8699),(63 3749.049),(64 3707.6624),(65 3677.742),(66 3670.8105),(67 3721.9797),(68 3733.2805),(69 3699.3198),(70 3706.4282),(71 3719.227),(72 3706.696),(73 3746.2114),(74 3756.459),(75 3714.9973),(76 3682.2651),(77 3660.688),(78 3644.7717),(79 3627.6484),
(1 1314.3475),(2 1756.9475),(3 1903.2383),(4 1967.9972),(5 2020.6154),(6 2058.5996),(7 2074.5708),(8 2091.848),(9 2161.2783),(10 2214.673),(11 2269.2078),(12 2263.2031),(13 2293.4119),(14 2290.874),(15 2347.9531),(16 2342.225),(17 2384.832),(18 2458.6702),(19 2495.1787),(20 2521.3506),(21 2548.0872),(22 2566.3967),(23 2597.7834),(24 2612.6436),(25 2618.0369),(26 2605.82),(27 2637.5586),(28 2698.377),(29 2719.7566),(30 2764.223),(31 2773.3845),(32 2768.1648),(33 2747.9565),(34 2823.5781),(35 2898.3423),(36 2945.6912),(37 2982.4114),(38 3065.9307),(39 3112.293),(40 3165.1074),(41 3244.713),(42 3284.3264),(43 3336.064),(44 3346.2166),(45 3400.1294),(46 3425.575),(47 3486.0637),(48 3547.078),(49 3571.1184),(50 3607.1396),(51 3647.8684),(52 3698.2405),(53 3713.6807),(54 3739.3176),(55 3729.957),(56 3756.8557),(57 3809.881),(58 3803.896),(59 3810.4624),(60 3834.222),(61 3853.1177),(62 3861.912),(63 3886.4727),(64 3842.6523),(65 3807.675),(66 3825.8606),(67 3854.161),(68 3807.0354),(69 3765.0686),(70 3710.924),(71 3682.0554),(72 3687.1895),(73 3697.471),(74 3668.6375),(75 3695.0103),(76 3701.2004),(77 3707.7627),(78 3691.225),(79 3654.5964),
(1 1328.3209),(2 1763.9904),(3 1916.612),(4 1960.0142),(5 2052.132),(6 2091.9355),(7 2123.545),(8 2166.9001),(9 2227.84),(10 2257.673),(11 2298.4958),(12 2315.9956),(13 2370.2485),(14 2384.9473),(15 2427.469),(16 2486.1782),(17 2587.4685),(18 2612.639),(19 2638.7534),(20 2694.638),(21 2705.5457),(22 2707.867),(23 2769.335),(24 2811.1262),(25 2842.098),(26 2873.7842),(27 2948.0305),(28 2978.282),(29 2958.402),(30 3009.9724),(31 3034.4858),(32 3019.735),(33 3058.1843),(34 3118.4365),(35 3194.8843),(36 3268.0396),(37 3282.8633),(38 3335.8813),(39 3378.5586),(40 3419.6475),(41 3513.897),(42 3533.2822),(43 3581.9807),(44 3625.0586),(45 3688.2456),(46 3746.9114),(47 3777.3296),(48 3800.293),(49 3798.4548),(50 3832.6128),(51 3900.7935),(52 3958.8982),(53 4097.1333),(54 4123.357),(55 4117.768),(56 4102.709),(57 4079.1582),(58 4047.7327),(59 4086.5964),(60 4128.0728),(61 4218.4927),(62 4168.1714),(63 4183.411),(64 4140.2236),(65 4131.9663),(66 4141.081),(67 4159.835),(68 4193.9136),(69 4211.122),(70 4196.049),(71 4196.3447),(72 4205.258),(73 4165.03),(74 4115.779),(75 4087.1099),(76 4077.622),(77 4050.848),(78 4059.1338),(79 3983.7864),
(1 1284.9746),(2 1738.2914),(3 1884.1552),(4 1952.5166),(5 2037.1389),(6 2098.2698),(7 2154.1682),(8 2178.4658),(9 2216.6716),(10 2259.6138),(11 2297.7542),(12 2353.0176),(13 2414.1682),(14 2412.9592),(15 2423.7297),(16 2487.531),(17 2507.7527),(18 2519.084),(19 2548.4446),(20 2561.443),(21 2562.8547),(22 2589.4382),(23 2611.4043),(24 2624.1023),(25 2637.7961),(26 2676.2144),(27 2710.0398),(28 2722.6418),(29 2731.8743),(30 2776.249),(31 2807.9526),(32 2832.334),(33 2833.1777),(34 2824.1384),(35 2853.1768),(36 2911.0518),(37 2964.2502),(38 3027.6208),(39 3054.1362),(40 3073.9236),(41 3150.1902),(42 3211.2405),(43 3242.2556),(44 3209.3433),(45 3243.3386),(46 3294.5623),(47 3323.6707),(48 3338.1897),(49 3381.9133),(50 3424.9207),(51 3452.4685),(52 3457.391),(53 3498.273),(54 3486.8923),(55 3494.7566),(56 3489.9397),(57 3493.8987),(58 3482.3518),(59 3484.7798),(60 3494.8904),(61 3490.4268),(62 3516.208),(63 3541.3352),(64 3536.6096),(65 3472.023),(66 3468.8252),(67 3500.7803),(68 3513.748),(69 3508.5518),(70 3504.9229),(71 3459.5886),(72 3505.3215),(73 3523.8672),(74 3493.1873),(75 3490.0774),(76 3444.5315),(77 3466.1587),(78 3455.5525),(79 3418.8538),
