1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 132543.56),(2 350363.66),(3 735138.8),(4 1140684),(5 1676878.1),(6 2220630),(7 2854897.3),(8 3444966.8),(9 4146561.3),(10 4843720.5),(11 5685043.5),(12 6582182.5),(13 7635706.5),(14 8799037),(15 10184883),(16 11606072),(17 13128472),(18 14746492),(19 16324737),(20 17783534),(21 19279882),(22 20742718),(23 22450178),(24 23994480),(25 26090520),(26 27887952),(27 29853470),(28 31802064),(29 33739750),(30 35716590),(31 37607664),(32 39559284),(33 41426240),(34 43296476),(35 45051244),(36 46901136),(37 48611644),(38 50457388),(39 52221744),(40 54123890),(41 55935444),(42 57918224),(43 59865810),(44 61786268),(45 63732940),(46 65533140),(47 67304900),(48 68935780),(49 70715704),(50 72957610),(51 74637730),(52 76404440),(53 78181150),(54 79902230),(55 81818070),(56 83911624),(57 85859624),(58 87810056),(59 89857920),(60 91674600),(61 93621310),(62 95597560),(63 97607960),(64 100104424),(65 102531736),(66 104858410),(67 107319580),(68 109965290),(69 112988190),(70 115876320),(71 118747864),(72 121816856),(73 124699990),(74 127978370),(75 131561240),(76 134634770),(77 137587020),(78 140528140),(79 143155250),
(1 615.6819),(2 798.20135),(3 860.8476),(4 920.56396),(5 948.236),(6 983.91907),(7 1003.4213),(8 1027.3308),(9 1051.8895),(10 1090.37),(11 1081.3641),(12 1128.458),(13 1091.3577),(14 1121.706),(15 1093.115),(16 1111.3733),(17 1088.406),(18 1104.7983),(19 1083.869),(20 1099.863),(21 1093.577),(22 1105.86),(23 1108.3114),(24 1131.0757),(25 1124.8369),(26 1132.1332),(27 1137.0015),(28 1172.4869),(29 1152.6945),(30 1178.8109),(31 1146.548),(32 1148.9937),(33 1120.6218),(34 1133.7456),(35 1098.103),(36 1110.6791),(37 1088.2239),(38 1106.194),(39 1090.8441),(40 1123.1031),(41 1114.1256),(42 1144.6262),(43 1146.2346),(44 1177.775),(45 1163.7125),(46 1184.3745),(47 1174.975),(48 1182.0236),(49 1137.7671),(50 1141.3412),(51 1116.9736),(52 1129.6421),(53 1108.3608),(54 1132.5457),(55 1121.2361),(56 1152.1555),(57 1124.0419),(58 1149.6558),(59 1120.7765),(60 1151.6583),(61 1144.364),(62 1166.4193),(63 1147.9921),(64 1164.6261),(65 1136.6576),(66 1133.4727),(67 1105.8125),(68 1113.3068),(69 1084.779),(70 1109.6389),(71 1111.8407),(72 1151.9423),(73 1138.3335),(74 1169.5803),(75 1156.6962),(76 1165.5315),(77 1149.4513),(78 1166.8705),(79 1146.0715),
(1 598.4558),(2 768.899),(3 835.14764),(4 895.4472),(5 930.69653),(6 963.8421),(7 966.9333),(8 984.054),(9 1004.66895),(10 1051.5361),(11 1048.2216),(12 1115.4155),(13 1076.3765),(14 1098.1765),(15 1067.0051),(16 1095.0295),(17 1069.2443),(18 1090.4194),(19 1086.7045),(20 1097.7976),(21 1082.9602),(22 1090.771),(23 1076.9886),(24 1101.6501),(25 1099.9686),(26 1107.7803),(27 1102.9426),(28 1142.3682),(29 1143.8782),(30 1155.6813),(31 1127.9855),(32 1117.7733),(33 1081.3945),(34 1072.0414),(35 1069.3951),(36 1086.278),(37 1064.1938),(38 1094.1755),(39 1081.331),(40 1100.2233),(41 1088.327),(42 1130.3164),(43 1120.9022),(44 1156.2705),(45 1136.8638),(46 1155.8647),(47 1147.1477),(48 1149.2057),(49 1112.4664),(50 1124.7634),(51 1095.6941),(52 1114.9476),(53 1091.4934),(54 1107.8323),(55 1091.915),(56 1116.1338),(57 1094.4858),(58 1112.3862),(59 1091.0652),(60 1109.6586),(61 1096.0359),(62 1118.9774),(63 1088.1023),(64 1089.9648),(65 1061.9528),(66 1090.9956),(67 1071.8136),(68 1086.4313),(69 1079.0503),(70 1111.3579),(71 1087.5118),(72 1119.3351),(73 1114.62),(74 1148.2844),(75 1118.0242),(76 1132.6875),(77 1121.8784),(78 1132.1051),(79 1104.7794),
(1 601.4014),(2 771.9982),(3 834.0751),(4 890.565),(5 928.3025),(6 966.253),(7 963.6608),(8 988.60956),(9 1003.3652),(10 1043.5845),(11 1028.2753),(12 1079.0637),(13 1063.2465),(14 1078.7836),(15 1046.26),(16 1066.6829),(17 1034.9104),(18 1050.1138),(19 1033.5593),(20 1055.393),(21 1036.9994),(22 1062.5872),(23 1063.6542),(24 1083.7227),(25 1079.6453),(26 1096.4435),(27 1093.5414),(28 1122.3196),(29 1109.7509),(30 1131.6403),(31 1110.3922),(32 1106.5234),(33 1060.5648),(34 1047.9261),(35 1034.7358),(36 1047.8242),(37 1026.8768),(38 1051.0123),(39 1045.3793),(40 1074.7797),(41 1072.8602),(42 1105.4452),(43 1098.446),(44 1129.9478),(45 1115.1542),(46 1149.8398),(47 1121.5222),(48 1135.2324),(49 1091.1007),(50 1109.4685),(51 1083.5199),(52 1094.2899),(53 1073.8545),(54 1097.3687),(55 1089.6486),(56 1106.5287),(57 1077.2483),(58 1111.7888),(59 1083.8873),(60 1113.8433),(61 1090.6857),(62 1113.8785),(63 1084.1552),(64 1093.2686),(65 1059.0364),(66 1081.612),(67 1065.3114),(68 1085.3569),(69 1066.5997),(70 1091.6674),(71 1078.883),(72 1106.1766),(73 1101.4702),(74 1134.3492),(75 1102.6372),(76 1111.9789),(77 1111.743),(78 1132.8005),(79 1108.1439),
(1 592.5039),(2 756.8345),(3 837.7899),(4 899.8504),(5 923.67865),(6 957.805),(7 958.9956),(8 995.7099),(9 1012.1151),(10 1058.4153),(11 1049.0103),(12 1089.6611),(13 1074.597),(14 1093.8278),(15 1083.0294),(16 1093.7804),(17 1063.7766),(18 1090.3907),(19 1079.5765),(20 1102.3252),(21 1087.3569),(22 1104.9083),(23 1091.1333),(24 1106.5673),(25 1102.8115),(26 1128.8374),(27 1120.3943),(28 1139.9716),(29 1124.0865),(30 1127.0205),(31 1110.2131),(32 1107.0907),(33 1060.1293),(34 1058.221),(35 1028.3018),(36 1035.4025),(37 1011.041),(38 1035.6946),(39 1025.4073),(40 1065.4277),(41 1066.2845),(42 1094.7062),(43 1093.1306),(44 1125.4996),(45 1106.3389),(46 1130.8788),(47 1099.449),(48 1111.7257),(49 1086.746),(50 1108.7334),(51 1088.1858),(52 1101.5886),(53 1079.7046),(54 1093.0289),(55 1079.0723),(56 1101.1818),(57 1073.9368),(58 1095.1852),(59 1074.2347),(60 1092.0414),(61 1073.8843),(62 1100.0671),(63 1067.6896),(64 1077.5305),(65 1046.3477),(66 1065.7699),(67 1041.2858),(68 1057.5157),(69 1036.9017),(70 1066.0684),(71 1048.7441),(72 1081.5936),(73 1085.8906),(74 1121.0546),(75 1104.3164),(76 1128.436),(77 1121.4376),(78 1144.6664),(79 1121.8628),
(1 588.3311),(2 750.4207),(3 819.6671),(4 872.4063),(5 898.5045),(6 932.22974),(7 945.72644),(8 992.5964),(9 1003.6487),(10 1043.9758),(11 1029.0181),(12 1078.1934),(13 1050.9165),(14 1079.7523),(15 1057.3076),(16 1060.8127),(17 1037.7855),(18 1053.1031),(19 1037.4966),(20 1057.9012),(21 1047.359),(22 1066.7831),(23 1055.3446),(24 1095.2029),(25 1092.2822),(26 1099.9521),(27 1108.1799),(28 1130.2748),(29 1102.0939),(30 1111.8165),(31 1095.8279),(32 1098.3695),(33 1067.251),(34 1067.8217),(35 1048.3856),(36 1046.6527),(37 1032.4412),(38 1052.5494),(39 1041.8793),(40 1070.175),(41 1077.4447),(42 1099.0103),(43 1108.9309),(44 1145.3239),(45 1121.6134),(46 1112.8873),(47 1099.0488),(48 1101.0024),(49 1082.497),(50 1085.749),(51 1057.9541),(52 1068.0778),(53 1067.3925),(54 1079.3309),(55 1053.8185),(56 1061.532),(57 1055.402),(58 1082.5927),(59 1065.1385),(60 1083.3406),(61 1068.4073),(62 1082.3312),(63 1048.17),(64 1057.1215),(65 1034.3715),(66 1059.865),(67 1041.0918),(68 1064.3584),(69 1040.1874),(70 1063.2156),(71 1059.7026),(72 1088.5227),(73 1077.5637),(74 1113.3701),(75 1084.4946),(76 1100.8739),(77 1089.6616),(78 1116.6909),(79 1107.2675),
(1 580.40356),(2 748.8811),(3 808.8119),(4 862.0477),(5 884.3785),(6 912.0713),(7 923.4886),(8 964.8637),(9 987.7826),(10 1038.4266),(11 1025.2661),(12 1065.5133),(13 1059.7274),(14 1093.9036),(15 1066.3156),(16 1064.7249),(17 1037.2664),(18 1063.2719),(19 1044.1578),(20 1058.8496),(21 1041.1401),(22 1062.0637),(23 1051.2075),(24 1068.3774),(25 1065.3096),(26 1074.5238),(27 1081.0236),(28 1103.9796),(29 1092.2545),(30 1094.1682),(31 1062.8829),(32 1066.0468),(33 1036.3984),(34 1052.1046),(35 1011.7801),(36 1002.97986),(37 991.84674),(38 1015.09436),(39 1001.01495),(40 1029.0338),(41 1027.6271),(42 1053.6418),(43 1044.6206),(44 1086.1459),(45 1051.7816),(46 1071.542),(47 1056.8062),(48 1071.8684),(49 1044.636),(50 1063.324),(51 1041.9818),(52 1046.5385),(53 1035.805),(54 1048.9165),(55 1045.8997),(56 1062.7083),(57 1042.9862),(58 1064.5187),(59 1044.691),(60 1071.4358),(61 1066.2577),(62 1090.8542),(63 1065.5461),(64 1064.8291),(65 1042.1873),(66 1067.4297),(67 1047.5593),(68 1062.5786),(69 1037.9904),(70 1059.9979),(71 1053.7074),(72 1089.2026),(73 1066.3812),(74 1086.929),(75 1070.7437),(76 1085.8292),(77 1073.6287),(78 1094.4368),(79 1078.1837),
(1 580.29926),(2 739.26013),(3 795.30963),(4 848.61725),(5 864.51953),(6 901.9287),(7 917.1938),(8 951.7624),(9 970.14984),(10 1012.90607),(11 1019.5293),(12 1055.3618),(13 1036.9495),(14 1054.1315),(15 1038.5519),(16 1053.3958),(17 1021.8844),(18 1033.9796),(19 1029.1595),(20 1038.0875),(21 1017.3104),(22 1026.1292),(23 1019.2696),(24 1040.7523),(25 1045.3643),(26 1057.138),(27 1056.482),(28 1077.9487),(29 1074.1381),(30 1084.6062),(31 1053.0193),(32 1058.559),(33 1026.7787),(34 1032.5055),(35 1002.9068),(36 1008.8856),(37 997.19965),(38 1024.5426),(39 1009.45715),(40 1043.7036),(41 1024.0898),(42 1045.4218),(43 1039.9158),(44 1067.4141),(45 1042.5492),(46 1065.0322),(47 1033.0565),(48 1050.091),(49 1024.1898),(50 1040.5116),(51 1018.8889),(52 1021.1962),(53 1008.9005),(54 1032.4976),(55 1010.89465),(56 1027.1515),(57 1014.4115),(58 1034.9371),(59 1011.6688),(60 1025.4006),(61 1013.28326),(62 1042.53),(63 1016.9841),(64 1024.322),(65 1003.8696),(66 1015.02),(67 994.92303),(68 1007.522),(69 990.36346),(70 1007.37354),(71 1001.08075),(72 1029.9869),(73 1011.5907),(74 1051.2783),(75 1026.4248),(76 1050.2576),(77 1029.9908),(78 1061.5356),(79 1048.1042),
(1 561.86066),(2 722.78705),(3 784.56604),(4 835.96564),(5 858.4216),(6 895.4932),(7 907.6119),(8 947.82855),(9 956.34576),(10 992.66565),(11 1004.02985),(12 1046.1251),(13 1018.3934),(14 1038.3817),(15 1021.8645),(16 1034.9343),(17 1017.0646),(18 1035.6753),(19 1004.80054),(20 1015.2886),(21 1003.4743),(22 1019.3162),(23 1006.56885),(24 1039.5975),(25 1037.6334),(26 1050.8278),(27 1042.5455),(28 1068.2518),(29 1040.8063),(30 1050.122),(31 1023.9212),(32 1023.716),(33 999.63214),(34 1002.942),(35 982.206),(36 988.08234),(37 976.9734),(38 1007.73206),(39 983.4685),(40 1009.413),(41 1017.1095),(42 1036.8989),(43 1041.7444),(44 1060.1483),(45 1043.3174),(46 1067.6545),(47 1055.5394),(48 1070.4492),(49 1039.245),(50 1043.4203),(51 1016.13043),(52 1034.2756),(53 1016.57184),(54 1027.2723),(55 1015.29315),(56 1018.72266),(57 1016.9206),(58 1041.3049),(59 1016.2796),(60 1047.7463),(61 1027.5696),(62 1040.3093),(63 1024.9214),(64 1027.3835),(65 995.01306),(66 1007.5203),(67 997.20575),(68 1005.0112),(69 988.04486),(70 1015.3108),(71 1002.303),(72 1014.5155),(73 1002.7772),(74 1029.3632),(75 1012.2836),(76 1030.6466),(77 1035.9961),(78 1047.5876),(79 1034.8461),
(1 552.2503),(2 709.4908),(3 773.7548),(4 828.4894),(5 837.32666),(6 861.2217),(7 891.37085),(8 916.2262),(9 937.8302),(10 988.5417),(11 989.5999),(12 1022.3045),(13 999.6616),(14 1026.1392),(15 1006.2415),(16 1028.1113),(17 1013.21246),(18 1014.66473),(19 998.87134),(20 1014.0056),(21 995.3731),(22 1011.3506),(23 1001.8816),(24 1034.394),(25 1033.7673),(26 1044.9354),(27 1043.2727),(28 1060.2483),(29 1049.2926),(30 1045.271),(31 1017.85376),(32 1024.2618),(33 984.65063),(34 987.9356),(35 958.96844),(36 970.66235),(37 954.08655),(38 977.1605),(39 966.3686),(40 1001.65173),(41 1004.2064),(42 1035.5115),(43 1039.8684),(44 1059.6149),(45 1036.3654),(46 1048.6877),(47 1035.2179),(48 1056.4207),(49 1025.4243),(50 1026.838),(51 1002.1209),(52 1009.322),(53 987.1945),(54 1009.5759),(55 999.3715),(56 1012.9875),(57 995.35754),(58 1013.8048),(59 995.5791),(60 1022.3778),(61 1010.01935),(62 1015.12146),(63 997.56274),(64 1009.51013),(65 985.2654),(66 995.4858),(67 973.39166),(68 990.1979),(69 978.31696),(70 1006.4347),(71 991.1653),(72 1017.4927),(73 1011.48004),(74 1036.1294),(75 1017.04895),(76 1028.283),(77 1016.38086),(78 1032.164),(79 1019.6919),
(1 571.8677),(2 738.9364),(3 792.5627),(4 840.91815),(5 854.4637),(6 885.0143),(7 906.1169),(8 932.95636),(9 959.2117),(10 1000.7748),(11 989.6012),(12 1038.0262),(13 995.6317),(14 1024.6625),(15 1008.05615),(16 1014.87445),(17 989.6786),(18 1014.4827),(19 990.315),(20 1010.4246),(21 993.89246),(22 1001.54193),(23 985.09015),(24 1005.72217),(25 1008.6659),(26 1025.315),(27 1028.6925),(28 1044.1517),(29 1036.702),(30 1042.3751),(31 1018.9859),(32 1020.58026),(33 990.6784),(34 988.12476),(35 961.0504),(36 975.9574),(37 964.96216),(38 987.05835),(39 969.49023),(40 1002.7781),(41 1007.6202),(42 1036.7632),(43 1027.2932),(44 1062.361),(45 1049.2294),(46 1059.7343),(47 1035.8728),(48 1054.85),(49 1014.60645),(50 1024.0597),(51 1002.5643),(52 1010.78094),(53 992.58014),(54 1007.8921),(55 977.9347),(56 1013.6515),(57 1004.393),(58 1016.43384),(59 1002.48627),(60 1021.8526),(61 1024.2721),(62 1023.4609),(63 999.6262),(64 1020.6572),(65 994.1572),(66 991.8506),(67 974.10474),(68 990.7929),(69 976.0485),(70 1007.1252),(71 983.69354),(72 1016.6251),(73 1009.1993),(74 1049.0322),(75 1030.2784),(76 1047.8904),(77 1045.1013),(78 1051.3618),(79 1021.37146),
(1 553.41125),(2 719.7206),(3 780.94763),(4 834.7852),(5 847.6262),(6 868.53204),(7 889.4345),(8 927.0409),(9 941.7124),(10 980.5118),(11 976.0711),(12 1022.70844),(13 993.5548),(14 1021.7263),(15 999.1204),(16 1019.2542),(17 997.04706),(18 1003.58307),(19 985.01746),(20 1004.5326),(21 991.509),(22 1008.38385),(23 994.88116),(24 1016.76984),(25 1023.53503),(26 1040.6415),(27 1039.9493),(28 1048.909),(29 1030.977),(30 1045.3405),(31 1024.3224),(32 1019.82544),(33 990.50397),(34 981.3485),(35 948.3002),(36 960.86896),(37 948.83167),(38 981.3854),(39 971.3563),(40 999.7134),(41 1004.55096),(42 1037.3641),(43 1033.0786),(44 1059.0363),(45 1035.7131),(46 1067.4484),(47 1044.7578),(48 1049.8815),(49 1004.58655),(50 1008.92694),(51 986.6329),(52 998.8663),(53 986.06024),(54 1002.7438),(55 987.489),(56 1008.9581),(57 998.09296),(58 1016.9317),(59 1003.84),(60 1018.2536),(61 1019.3374),(62 1024.4927),(63 999.72314),(64 1011.57007),(65 988.8858),(66 998.6209),(67 978.2303),(68 994.54346),(69 982.96375),(70 998.6061),(71 989.00494),(72 1009.9143),(73 996.5058),(74 1028.8037),(75 998.9079),(76 1014.1151),(77 1004.51337),(78 1022.2738),(79 1005.466),
(1 551.239),(2 715.9947),(3 775.7952),(4 831.6333),(5 855.43884),(6 875.17926),(7 901.83093),(8 932.8637),(9 939.3762),(10 965.5173),(11 972.3559),(12 1014.76025),(13 987.4205),(14 1000.61487),(15 973.348),(16 983.2757),(17 970.687),(18 988.0271),(19 966.46204),(20 977.81067),(21 964.68945),(22 979.8049),(23 968.8601),(24 985.16266),(25 992.8918),(26 1006.44025),(27 1005.81274),(28 1014.85443),(29 1011.9363),(30 1023.0426),(31 1009.4626),(32 997.6218),(33 970.63116),(34 974.92847),(35 944.819),(36 955.31836),(37 932.534),(38 949.3224),(39 930.3627),(40 957.94727),(41 974.6627),(42 1007.8511),(43 990.6339),(44 1020.5562),(45 1010.2788),(46 1034.4596),(47 1009.95544),(48 1012.187),(49 982.1621),(50 990.33325),(51 963.4228),(52 972.6859),(53 948.2053),(54 956.4189),(55 946.393),(56 969.61346),(57 949.8858),(58 974.6048),(59 946.66113),(60 962.6969),(61 958.7238),(62 976.37244),(63 955.33453),(64 975.12537),(65 962.8321),(66 973.0431),(67 949.437),(68 966.05963),(69 944.3362),(70 963.9074),(71 939.7433),(72 960.5983),(73 968.5033),(74 999.7314),(75 980.2888),(76 990.91815),(77 982.2269),(78 993.17114),(79 974.5973),
(1 545.9048),(2 705.6072),(3 764.94037),(4 812.4263),(5 826.4254),(6 843.4096),(7 873.15686),(8 917.0999),(9 912.78815),(10 945.7814),(11 944.3075),(12 995.2347),(13 972.5554),(14 993.96545),(15 964.5544),(16 981.051),(17 967.13074),(18 977.50586),(19 952.8639),(20 961.33435),(21 945.41876),(22 957.3823),(23 952.28595),(24 974.67554),(25 976.85474),(26 990.55),(27 993.6759),(28 1014.4919),(29 1005.6814),(30 1010.53314),(31 974.3282),(32 978.83527),(33 935.60284),(34 946.0709),(35 931.7611),(36 942.1743),(37 937.99097),(38 950.362),(39 930.3313),(40 965.8652),(41 976.1908),(42 993.2314),(43 980.5165),(44 1006.567),(45 996.7935),(46 1012.5884),(47 989.98285),(48 1007.2946),(49 974.78326),(50 989.25),(51 960.48346),(52 966.97626),(53 954.07245),(54 960.8227),(55 956.1456),(56 966.53217),(57 951.3886),(58 973.6183),(59 966.2585),(60 981.8527),(61 960.98914),(62 971.2162),(63 955.8125),(64 965.10114),(65 943.6168),(66 951.44214),(67 928.9477),(68 939.2064),(69 930.4564),(70 956.5635),(71 930.3067),(72 967.77594),(73 957.6749),(74 982.5405),(75 957.53125),(76 966.2525),(77 963.5471),(78 988.946),(79 978.78894),
(1 540.92426),(2 702.3549),(3 765.6232),(4 817.39374),(5 835.3255),(6 852.5523),(7 871.5599),(8 915.52155),(9 919.00964),(10 944.48474),(11 951.4949),(12 992.6073),(13 971.76337),(14 986.40656),(15 972.3214),(16 972.41766),(17 958.317),(18 970.0452),(19 943.8103),(20 954.7687),(21 938.832),(22 946.85095),(23 940.73566),(24 963.91296),(25 966.993),(26 979.0538),(27 971.93634),(28 991.69275),(29 986.5292),(30 991.59143),(31 975.86884),(32 968.2809),(33 933.05786),(34 933.52704),(35 916.7256),(36 922.10236),(37 906.32587),(38 934.9155),(39 913.08044),(40 949.1334),(41 952.1113),(42 971.3062),(43 964.30865),(44 985.3586),(45 977.5551),(46 986.92883),(47 969.5704),(48 989.9736),(49 957.7434),(50 962.4861),(51 929.7356),(52 937.23676),(53 927.61896),(54 940.6453),(55 927.4307),(56 948.91724),(57 934.04865),(58 963.4439),(59 945.29126),(60 960.556),(61 943.81134),(62 964.1864),(63 925.0234),(64 934.28174),(65 910.5295),(66 925.3649),(67 905.7931),(68 927.9517),(69 907.2035),(70 939.45496),(71 926.9782),(72 960.7141),(73 948.2415),(74 972.7119),(75 952.2786),(76 970.61176),(77 974.1799),(78 988.8482),(79 961.7674),
(1 539.3353),(2 704.1402),(3 777.0296),(4 833.57715),(5 844.05646),(6 859.95135),(7 880.8571),(8 917.8268),(9 921.579),(10 943.2678),(11 940.4686),(12 981.0753),(13 964.2523),(14 985.96045),(15 953.1733),(16 967.5974),(17 942.50684),(18 953.3931),(19 939.44385),(20 959.57416),(21 942.2527),(22 964.4671),(23 958.7139),(24 985.4063),(25 986.22424),(26 996.0599),(27 989.86786),(28 1006.4346),(29 989.5848),(30 997.9346),(31 977.0334),(32 966.50336),(33 935.73315),(34 942.1527),(35 920.5792),(36 917.65955),(37 901.2179),(38 926.7462),(39 922.7491),(40 949.8873),(41 950.90894),(42 981.6513),(43 977.9134),(44 992.0681),(45 974.9047),(46 990.2205),(47 968.1532),(48 987.00085),(49 949.1527),(50 961.99585),(51 929.33014),(52 948.2382),(53 934.57684),(54 948.1208),(55 931.27435),(56 945.3076),(57 943.88074),(58 969.56964),(59 949.6593),(60 967.66315),(61 957.4031),(62 979.81665),(63 953.8518),(64 957.0995),(65 921.35236),(66 940.7522),(67 933.5625),(68 937.32086),(69 918.47314),(70 949.7929),(71 941.0926),(72 969.8705),(73 954.97455),(74 976.5376),(75 971.34125),(76 988.9859),(77 979.53827),(78 999.5431),(79 971.3767),
(1 520.51855),(2 676.7886),(3 742.23676),(4 788.714),(5 793.5572),(6 806.4217),(7 824.15906),(8 853.12103),(9 869.1889),(10 915.8702),(11 912.2156),(12 956.4413),(13 937.6349),(14 938.7246),(15 926.7621),(16 942.4869),(17 917.1103),(18 928.95245),(19 910.73267),(20 934.96533),(21 922.3922),(22 932.81433),(23 916.46454),(24 933.8672),(25 935.1321),(26 954.67755),(27 950.31),(28 968.7613),(29 959.4733),(30 972.17035),(31 956.627),(32 960.4913),(33 928.09424),(34 919.2661),(35 896.63763),(36 910.825),(37 890.77405),(38 909.43506),(39 897.38403),(40 931.44434),(41 925.0579),(42 941.43604),(43 933.9495),(44 953.64526),(45 942.98224),(46 975.32245),(47 948.1634),(48 952.9149),(49 929.2311),(50 938.29974),(51 919.9473),(52 933.7485),(53 912.4391),(54 927.7541),(55 913.18665),(56 933.73737),(57 933.5639),(58 947.65814),(59 916.87946),(60 928.4725),(61 926.3391),(62 934.96106),(63 918.5588),(64 915.08746),(65 902.05615),(66 914.19995),(67 885.58276),(68 901.31244),(69 890.4591),(70 924.6),(71 908.32135),(72 932.78217),(73 922.0751),(74 937.71954),(75 920.72546),(76 929.88776),(77 934.6954),(78 941.92163),(79 929.82434),
(1 519.4477),(2 678.8689),(3 744.9782),(4 785.4446),(5 794.5792),(6 817.21436),(7 837.86694),(8 872.6711),(9 886.69244),(10 929.613),(11 932.6475),(12 984.53937),(13 962.4798),(14 982.2452),(15 952.7204),(16 958.0549),(17 927.84534),(18 935.78796),(19 926.819),(20 951.5907),(21 937.5441),(22 946.391),(23 930.258),(24 935.06726),(25 929.9298),(26 944.958),(27 955.5985),(28 980.1303),(29 969.2771),(30 971.3984),(31 939.313),(32 940.9437),(33 907.72253),(34 916.9484),(35 899.0446),(36 903.6204),(37 889.32904),(38 895.5043),(39 889.2622),(40 912.27856),(41 906.6298),(42 943.3268),(43 933.6858),(44 956.0827),(45 938.31757),(46 954.70325),(47 939.4724),(48 957.9809),(49 921.71655),(50 924.9134),(51 905.0216),(52 923.6832),(53 901.0192),(54 918.9621),(55 909.53204),(56 923.41956),(57 917.4812),(58 930.78345),(59 921.7425),(60 931.06287),(61 929.18445),(62 940.1951),(63 923.24457),(64 928.4042),(65 901.78723),(66 916.0841),(67 898.62634),(68 916.5599),(69 901.183),(70 919.29584),(71 908.5921),(72 923.0768),(73 911.72614),(74 940.1091),(75 925.5917),(76 934.45166),(77 932.4473),(78 953.27203),(79 941.0016),
