1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 269539.78),(2 909428.94),(3 1874665.9),(4 3147878),(5 4636596),(6 6351568.5),(7 8217545.5),(8 10166132),(9 12215216),(10 14369777),(11 16664520),(12 18878658),(13 21021994),(14 22967072),(15 24835546),(16 26524624),(17 28026928),(18 29366784),(19 30428862),(20 31291448),(21 32174090),(22 33010454),(23 34108268),(24 34970596),(25 35618148),(26 35992668),(27 36049948),(28 36003324),(29 35701204),(30 35484140),(31 35262684),(32 34520596),(33 33565600),(34 32617922),(35 31944274),(36 31568464),(37 31478666),(38 31415960),(39 31460134),(40 32001482),(41 32860464),(42 34153664),(43 35584852),(44 37157164),(45 38731412),(46 40640068),(47 42384868),(48 44089720),(49 45809100),(50 47272724),(51 48609936),(52 49932220),(53 51281572),(54 52670612),(55 53927620),(56 55130290),(57 56435744),(58 57777036),(59 59269652),(60 60815532),(61 62526572),(62 64283780),(63 66156096),(64 68201550),(65 70298090),(66 72531930),(67 75049760),(68 77658640),(69 80192510),(70 83087016),(71 86160390),(72 88927880),(73 91617090),(74 94230216),(75 96367864),(76 97894530),(77 98756260),(78 99305730),(79 99444840),
(1 925.6245),(2 1229.8209),(3 1454.4441),(4 1599.1431),(5 1690.4177),(6 1786.2179),(7 1882.902),(8 2011.1362),(9 2072.5925),(10 2117.6697),(11 2179.1218),(12 2224.763),(13 2260.9082),(14 2255.2576),(15 2299.9575),(16 2315.2363),(17 2347.3025),(18 2354.3525),(19 2374.3477),(20 2372.6248),(21 2402.6448),(22 2423.0227),(23 2465.8542),(24 2477.8665),(25 2507.3599),(26 2508.381),(27 2516.1174),(28 2536.1143),(29 2540.1165),(30 2552.232),(31 2560.1226),(32 2560.5405),(33 2550.2664),(34 2584.8428),(35 2620.3267),(36 2644.399),(37 2681.69),(38 2731.211),(39 2708.1206),(40 2735.8823),(41 2780.4148),(42 2810.2734),(43 2829.3352),(44 2825.8127),(45 2845.949),(46 2860.958),(47 2884.4666),(48 2874.8389),(49 2897.8525),(50 2914.8914),(51 2886.7031),(52 2888.0693),(53 2895.2761),(54 2890.1807),(55 2904.8418),(56 2937.4844),(57 2953.0066),(58 2984.6611),(59 2987.1458),(60 2977.0002),(61 2952.2961),(62 2977.6462),(63 3009.0974),(64 2995.5383),(65 3026.0408),(66 3009.5632),(67 3009.101),(68 3012.4885),(69 3007.2224),(70 3011.2078),(71 3012.0374),(72 2995.4016),(73 2965.147),(74 2946.2485),(75 2962.065),(76 2939.5833),(77 2916.9414),(78 2915.199),(79 2926.531),
(1 905.3377),(2 1203.6112),(3 1416.0065),(4 1532.0684),(5 1664.9734),(6 1769.952),(7 1860.6168),(8 1977.3237),(9 2029.3666),(10 2102.0771),(11 2157.76),(12 2208.9111),(13 2255.891),(14 2254.524),(15 2302.8447),(16 2317.1094),(17 2322.963),(18 2340.1316),(19 2338.5571),(20 2330.8677),(21 2342.5146),(22 2369.1611),(23 2401.484),(24 2389.1924),(25 2391.112),(26 2368.0686),(27 2383.982),(28 2378.5193),(29 2384.912),(30 2393.697),(31 2381.0981),(32 2366.8677),(33 2369.2754),(34 2397.776),(35 2417.2517),(36 2413.7832),(37 2428.909),(38 2465.9456),(39 2443.578),(40 2451.4321),(41 2465.755),(42 2488.6794),(43 2515.6023),(44 2559.3813),(45 2594.626),(46 2629.4277),(47 2642.3652),(48 2679.2273),(49 2710.9314),(50 2716.1492),(51 2750.6223),(52 2759.937),(53 2759.4902),(54 2794.8596),(55 2811.5884),(56 2847.4368),(57 2851.5122),(58 2860.9712),(59 2868.5142),(60 2893.909),(61 2884.1628),(62 2913.385),(63 2930.1523),(64 2955.3296),(65 2939.8677),(66 2937.573),(67 2948.403),(68 2972.432),(69 2976.889),(70 2982.4692),(71 2985.5154),(72 2952.36),(73 2917.2766),(74 2891.2107),(75 2893.2664),(76 2870.1328),(77 2860.522),(78 2851.692),(79 2828.7256),
(1 877.1031),(2 1174.7858),(3 1356.7273),(4 1491.3231),(5 1607.2787),(6 1689.2008),(7 1771.5044),(8 1867.9214),(9 1908.5422),(10 1931.5533),(11 1981.5168),(12 2027.299),(13 2075.2932),(14 2105.0352),(15 2119.1213),(16 2126.2092),(17 2135.0376),(18 2144.9558),(19 2151.7104),(20 2172.3855),(21 2205.6887),(22 2237.0002),(23 2285.9993),(24 2294.8699),(25 2307.5889),(26 2319.2712),(27 2332.2617),(28 2324.76),(29 2334.1099),(30 2354.5518),(31 2365.0374),(32 2358.9404),(33 2381.1453),(34 2415.3508),(35 2423.22),(36 2454.0388),(37 2502.361),(38 2520.8428),(39 2530.7747),(40 2533.128),(41 2569.356),(42 2600.375),(43 2603.1367),(44 2630.1096),(45 2668.263),(46 2684.04),(47 2732.8535),(48 2742.769),(49 2755.0383),(50 2764.492),(51 2789.3777),(52 2787.3906),(53 2796.1514),(54 2782.719),(55 2814.392),(56 2806.7607),(57 2811.9063),(58 2834.211),(59 2839.2092),(60 2842.1406),(61 2830.3152),(62 2846.8928),(63 2878.2175),(64 2863.9993),(65 2852.4116),(66 2840.6782),(67 2866.387),(68 2889.725),(69 2867.3574),(70 2877.3918),(71 2863.3853),(72 2856.5083),(73 2827.527),(74 2812.2249),(75 2826.7285),(76 2815.9937),(77 2823.2903),(78 2850.4075),(79 2885.5774),
(1 851.29553),(2 1140.6678),(3 1320.9886),(4 1453.0138),(5 1559.142),(6 1665.8467),(7 1770.2601),(8 1900.2294),(9 1968.589),(10 2029.8403),(11 2090.6152),(12 2112.9631),(13 2158.3103),(14 2177.1616),(15 2202.1458),(16 2216.7742),(17 2219.3877),(18 2224.1733),(19 2230.968),(20 2228.3516),(21 2264.2656),(22 2273.1118),(23 2316.9146),(24 2326.8423),(25 2317.8745),(26 2327.981),(27 2358.379),(28 2357.7405),(29 2381.383),(30 2386.147),(31 2377.2056),(32 2387.2134),(33 2405.0503),(34 2422.8796),(35 2423.0793),(36 2433.5127),(37 2454.366),(38 2498.9128),(39 2487.8992),(40 2505.8406),(41 2513.3494),(42 2536.176),(43 2562.0933),(44 2574.0247),(45 2599.2307),(46 2640.632),(47 2651.2117),(48 2666.3008),(49 2708.9292),(50 2745.07),(51 2767.0674),(52 2775.982),(53 2809.4453),(54 2791.358),(55 2835.7854),(56 2823.9429),(57 2808.772),(58 2817.6614),(59 2810.4727),(60 2814.2883),(61 2800.6577),(62 2814.62),(63 2833.8376),(64 2823.0515),(65 2845.2224),(66 2838.3193),(67 2830.9043),(68 2837.0361),(69 2827.0322),(70 2812.347),(71 2784.8538),(72 2795.7214),(73 2786.2583),(74 2779.9924),(75 2806.6729),(76 2784.9363),(77 2773.9001),(78 2780.881),(79 2787.5696),
(1 863.1837),(2 1153.496),(3 1361.2925),(4 1475.0176),(5 1582.6525),(6 1668.641),(7 1744.9883),(8 1843.5681),(9 1893.3229),(10 1948.6813),(11 1981.6749),(12 2005.9988),(13 2059.8062),(14 2101.7937),(15 2136.1921),(16 2158.6794),(17 2170.201),(18 2194.8591),(19 2207.5337),(20 2226.383),(21 2236.5117),(22 2263.0452),(23 2303.1794),(24 2302.0955),(25 2303.7805),(26 2311.5386),(27 2327.065),(28 2315.241),(29 2327.529),(30 2339.0034),(31 2334.3208),(32 2343.8252),(33 2338.5872),(34 2365.2146),(35 2368.7446),(36 2373.0557),(37 2421.7502),(38 2447.6145),(39 2464.4292),(40 2486.1174),(41 2508.628),(42 2533.362),(43 2584.9124),(44 2615.0737),(45 2657.0508),(46 2669.519),(47 2679.8577),(48 2716.5088),(49 2733.1677),(50 2760.3613),(51 2802.6052),(52 2800.315),(53 2819.7842),(54 2806.2393),(55 2822.9448),(56 2813.469),(57 2816.5078),(58 2837.616),(59 2844.4531),(60 2854.9004),(61 2856.7178),(62 2856.9692),(63 2875.5852),(64 2857.7004),(65 2869.9756),(66 2854.707),(67 2834.2695),(68 2870.726),(69 2844.3804),(70 2822.3008),(71 2832.6096),(72 2821.4624),(73 2828.821),(74 2827.6118),(75 2833.8516),(76 2816.5986),(77 2819.8418),(78 2814.8606),(79 2826.113),
(1 822.0017),(2 1108.3467),(3 1283.9861),(4 1400.1626),(5 1482.0244),(6 1560.5577),(7 1637.517),(8 1734.522),(9 1771.8667),(10 1815.3373),(11 1858.3062),(12 1888.3047),(13 1921.8496),(14 1954.3368),(15 1996.8678),(16 2024.1086),(17 2028.2046),(18 2055.5823),(19 2066.0876),(20 2063.3442),(21 2079.11),(22 2118.7522),(23 2168.1028),(24 2174.824),(25 2197.3484),(26 2200.4614),(27 2218.4385),(28 2219.7827),(29 2223.1665),(30 2204.805),(31 2233.558),(32 2262.0557),(33 2278.3853),(34 2319.3997),(35 2305.559),(36 2291.466),(37 2318.9927),(38 2347.3877),(39 2349.761),(40 2360.992),(41 2390.5598),(42 2419.792),(43 2432.5771),(44 2433.8806),(45 2442.4324),(46 2453.4238),(47 2454.578),(48 2475.5034),(49 2491.3135),(50 2513.9597),(51 2546.0037),(52 2549.6758),(53 2548.2378),(54 2555.3223),(55 2564.7407),(56 2585.917),(57 2594.634),(58 2611.1108),(59 2621.3167),(60 2616.6697),(61 2619.2837),(62 2622.5535),(63 2639.9531),(64 2625.0771),(65 2636.2595),(66 2636.158),(67 2629.115),(68 2639.1338),(69 2626.628),(70 2636.0432),(71 2616.9473),(72 2613.6057),(73 2608.69),(74 2592.9458),(75 2577.7004),(76 2552.807),(77 2559.678),(78 2568.4578),(79 2579.839),
(1 806.6706),(2 1069.028),(3 1259.3765),(4 1375.7709),(5 1468.2097),(6 1545.8961),(7 1614.4579),(8 1716.241),(9 1765.3208),(10 1804.3298),(11 1843.257),(12 1882.9498),(13 1915.623),(14 1935.162),(15 1965.8093),(16 2006.9073),(17 2013.6117),(18 2031.2693),(19 2032.2301),(20 2047.5974),(21 2055.3171),(22 2089.745),(23 2139.6404),(24 2147.1104),(25 2139.6375),(26 2125.3662),(27 2122.4229),(28 2120.929),(29 2115.0317),(30 2124.7344),(31 2136.3584),(32 2160.7346),(33 2158.8867),(34 2173.9456),(35 2169.7554),(36 2154.476),(37 2178.309),(38 2194.554),(39 2219.5813),(40 2217.7827),(41 2219.1462),(42 2232.451),(43 2254.5054),(44 2274.4937),(45 2285.6262),(46 2306.9404),(47 2327.7578),(48 2350.9204),(49 2358.1047),(50 2378.6863),(51 2439.2402),(52 2433.2175),(53 2455.7415),(54 2482.3127),(55 2490.0542),(56 2507.2783),(57 2513.4124),(58 2533.4592),(59 2546.3684),(60 2552.3008),(61 2566.3584),(62 2585.8367),(63 2615.787),(64 2589.5254),(65 2586.8345),(66 2581.052),(67 2588.1492),(68 2606.2854),(69 2591.4705),(70 2588.691),(71 2614.631),(72 2593.589),(73 2591.2202),(74 2597.2656),(75 2595.4136),(76 2589.6301),(77 2585.88),(78 2579.8022),(79 2569.8376),
(1 808.34924),(2 1057.5791),(3 1223.031),(4 1324.7852),(5 1440.5708),(6 1522.4254),(7 1614.9393),(8 1715.6792),(9 1758.4135),(10 1808.9973),(11 1865.3232),(12 1901.3969),(13 1927.3828),(14 1947.9861),(15 1947.6213),(16 1977.62),(17 1973.9556),(18 1990.3389),(19 2007.4977),(20 2031.0128),(21 2044.0726),(22 2047.0624),(23 2071.7502),(24 2054.4146),(25 2052.5422),(26 2048.8052),(27 2064.2715),(28 2042.0336),(29 2053.1318),(30 2066.0425),(31 2091.7642),(32 2095.1133),(33 2111.6997),(34 2153.2256),(35 2175.93),(36 2179.9724),(37 2213.9087),(38 2249.1277),(39 2253.4194),(40 2281.7354),(41 2298.889),(42 2314.0913),(43 2321.4084),(44 2337.5767),(45 2360.8743),(46 2386.435),(47 2389.9958),(48 2426.671),(49 2464.869),(50 2473.43),(51 2499.0442),(52 2516.557),(53 2556.861),(54 2574.3184),(55 2588.0103),(56 2619.2925),(57 2627.0703),(58 2642.2766),(59 2646.8135),(60 2625.414),(61 2634.678),(62 2636.754),(63 2670.4373),(64 2680.5393),(65 2674.9927),(66 2664.103),(67 2631.8237),(68 2622.8923),(69 2594.4294),(70 2588.3245),(71 2570.1187),(72 2563.2756),(73 2532.941),(74 2521.1372),(75 2486.6204),(76 2480.394),(77 2458.6145),(78 2465.4736),(79 2459.4453),
(1 779.0853),(2 1014.61694),(3 1159.9534),(4 1256.2249),(5 1357.6338),(6 1410.4513),(7 1465.6384),(8 1538.9874),(9 1576.6418),(10 1622.5166),(11 1668.0751),(12 1697.5128),(13 1738.1515),(14 1767.1376),(15 1797.1338),(16 1806.5409),(17 1829.4622),(18 1843.1907),(19 1855.2717),(20 1855.4701),(21 1850.773),(22 1869.2675),(23 1931.726),(24 1942.6461),(25 1947.8604),(26 1964.9159),(27 1992.6729),(28 2012.2233),(29 2023.6014),(30 2042.128),(31 2045.0112),(32 2043.6549),(33 2048.2046),(34 2063.358),(35 2085.0583),(36 2095.0388),(37 2111.62),(38 2119.345),(39 2108.5955),(40 2123.4934),(41 2115.4758),(42 2121.7249),(43 2144.7505),(44 2122.2866),(45 2105.234),(46 2136.703),(47 2124.7578),(48 2135.4792),(49 2160.8816),(50 2170.639),(51 2190.9705),(52 2200.7397),(53 2250.2007),(54 2254.6055),(55 2264.3813),(56 2268.0894),(57 2272.2388),(58 2302.8557),(59 2323.4495),(60 2321.5574),(61 2318.0496),(62 2326.0503),(63 2359.3596),(64 2352.6584),(65 2376.7083),(66 2363.7292),(67 2364.3813),(68 2384.733),(69 2376.3735),(70 2373.122),(71 2366.9033),(72 2367.063),(73 2356.7463),(74 2354.459),(75 2358.0222),(76 2353.8281),(77 2351.4155),(78 2341.1362),(79 2327.4756),
(1 787.26935),(2 1019.6597),(3 1161.9952),(4 1229.1199),(5 1326.6624),(6 1403.2876),(7 1488.8907),(8 1579.6733),(9 1617.3201),(10 1669.9495),(11 1711.2205),(12 1755.4564),(13 1791.8188),(14 1817.1265),(15 1840.2563),(16 1848.8363),(17 1849.8226),(18 1855.4761),(19 1855.4363),(20 1881.447),(21 1877.3162),(22 1886.3948),(23 1926.513),(24 1910.9237),(25 1917.8154),(26 1924.9606),(27 1939.5824),(28 1911.5392),(29 1914.8424),(30 1919.0919),(31 1909.306),(32 1883.4177),(33 1898.6769),(34 1896.8594),(35 1900.7815),(36 1906.3713),(37 1920.7101),(38 1964.5618),(39 1961.4065),(40 1983.0588),(41 1995.5985),(42 2002.6536),(43 2008.6937),(44 2027.8134),(45 2034.7842),(46 2081.6946),(47 2104.5195),(48 2114.7378),(49 2149.7383),(50 2160.2766),(51 2194.49),(52 2194.6409),(53 2220.8948),(54 2229.8103),(55 2220.747),(56 2244.089),(57 2237.5264),(58 2253.0986),(59 2260.165),(60 2263.6301),(61 2255.1519),(62 2246.008),(63 2259.3918),(64 2272.5654),(65 2267.3845),(66 2272.0415),(67 2274.337),(68 2254.621),(69 2266.6682),(70 2237.0989),(71 2224.8127),(72 2228.7744),(73 2237.7686),(74 2204.1277),(75 2194.0508),(76 2173.6614),(77 2147.147),(78 2150.43),(79 2129.4526),
(1 760.70905),(2 986.57153),(3 1121.4034),(4 1204.2579),(5 1293.087),(6 1350.419),(7 1396.2421),(8 1481.7122),(9 1509.8456),(10 1554.9763),(11 1600.8224),(12 1635.1729),(13 1652.5309),(14 1663.522),(15 1670.2034),(16 1670.5837),(17 1678.9432),(18 1681.7334),(19 1688.3348),(20 1688.0167),(21 1714.2965),(22 1717.616),(23 1790.2012),(24 1795.6455),(25 1803.9093),(26 1829.2242),(27 1829.4844),(28 1819.8074),(29 1810.9089),(30 1815.0385),(31 1814.7192),(32 1806.0144),(33 1800.6658),(34 1818.6365),(35 1838.1001),(36 1836.4553),(37 1863.5305),(38 1907.4257),(39 1916.1477),(40 1928.0646),(41 1920.8899),(42 1926.082),(43 1903.3429),(44 1918.1606),(45 1925.31),(46 1955.9039),(47 1979.412),(48 2007.864),(49 2042.248),(50 2052.724),(51 2088.5598),(52 2098.7747),(53 2107.801),(54 2121.7434),(55 2127.8948),(56 2152.4814),(57 2160.204),(58 2182.4326),(59 2196.473),(60 2207.6082),(61 2223.752),(62 2254.374),(63 2266.2053),(64 2281.1233),(65 2274.0798),(66 2256.8914),(67 2267.0146),(68 2270.6404),(69 2247.6792),(70 2233.1814),(71 2215.413),(72 2203.2517),(73 2178.6487),(74 2171.863),(75 2169.8247),(76 2171.338),(77 2155.9805),(78 2168.3767),(79 2158.5488),
(1 737.2362),(2 960.45807),(3 1111.3392),(4 1184.131),(5 1261.715),(6 1315.473),(7 1388.469),(8 1463.0503),(9 1512.4972),(10 1545.1102),(11 1599.8804),(12 1632.6464),(13 1657.2623),(14 1659.9161),(15 1684.1635),(16 1690.2622),(17 1692.965),(18 1722.059),(19 1735.1654),(20 1745.6095),(21 1759.7347),(22 1782.1249),(23 1818.8833),(24 1798.672),(25 1799.0118),(26 1815.029),(27 1815.1243),(28 1816.7643),(29 1814.6886),(30 1810.4757),(31 1811.7318),(32 1822.6316),(33 1829.1384),(34 1842.074),(35 1858.2794),(36 1875.6913),(37 1896.7794),(38 1953.1481),(39 1964.3584),(40 1959.8632),(41 1964.4104),(42 1958.033),(43 1950.3281),(44 1963.3778),(45 1976.7526),(46 1988.1033),(47 1998.994),(48 2012.353),(49 2017.8889),(50 2033.4476),(51 2039.9828),(52 2030.8291),(53 2042.9369),(54 2032.8214),(55 2038.9382),(56 2059.2034),(57 2048.2527),(58 2044.9926),(59 2072.651),(60 2056.8098),(61 2061.2954),(62 2081.903),(63 2107.0642),(64 2126.962),(65 2137.6086),(66 2141.4956),(67 2146.7952),(68 2176.931),(69 2182.9863),(70 2183.8154),(71 2189.3428),(72 2197.3916),(73 2201.5857),(74 2181.6094),(75 2192.5994),(76 2178.8154),(77 2159.7754),(78 2169.305),(79 2155.331),
(1 718.55945),(2 937.0811),(3 1087.6538),(4 1162.2808),(5 1244.2538),(6 1324.1383),(7 1383.9904),(8 1455.6505),(9 1502.6561),(10 1536.8932),(11 1567.8402),(12 1586.9221),(13 1613.2108),(14 1628.7836),(15 1647.6927),(16 1654.8346),(17 1644.3326),(18 1654.7352),(19 1650.5177),(20 1662.9762),(21 1668.4719),(22 1701.8391),(23 1735.1882),(24 1727.2228),(25 1727.4407),(26 1735.2574),(27 1748.6713),(28 1754.156),(29 1748.3434),(30 1764.4249),(31 1767.3226),(32 1773.0337),(33 1768.7407),(34 1785.0278),(35 1800.4683),(36 1802.4478),(37 1807.219),(38 1838.6332),(39 1844.4896),(40 1857.2137),(41 1876.91),(42 1885.8105),(43 1887.961),(44 1886.0061),(45 1904.9956),(46 1918.9199),(47 1943.0237),(48 1950.0554),(49 1977.0138),(50 1998.0994),(51 2020.7563),(52 2034.2705),(53 2031.7938),(54 2011.2574),(55 2044.1793),(56 2056.8247),(57 2076.489),(58 2086.3076),(59 2099.9658),(60 2089.0613),(61 2090.5361),(62 2108.9863),(63 2136.5635),(64 2157.2583),(65 2146.803),(66 2139.48),(67 2136.5857),(68 2166.402),(69 2188.3586),(70 2187.0564),(71 2182.3213),(72 2182.0918),(73 2183.718),(74 2189.4087),(75 2209.2712),(76 2190.7202),(77 2171.009),(78 2172.8472),(79 2175.521),
(1 705.3877),(2 908.5802),(3 1046.8833),(4 1119.5854),(5 1191.6003),(6 1252.8268),(7 1295.4165),(8 1377.343),(9 1410.1313),(10 1464.934),(11 1505.5896),(12 1528.3905),(13 1557.7798),(14 1568.7437),(15 1598.1855),(16 1619.7776),(17 1640.7432),(18 1661.2074),(19 1695.3741),(20 1703.5952),(21 1709.5878),(22 1707.773),(23 1732.014),(24 1732.274),(25 1735.2881),(26 1751.6025),(27 1790.279),(28 1803.5245),(29 1817.7081),(30 1858.1232),(31 1858.3918),(32 1858.4044),(33 1885.9261),(34 1919.2998),(35 1926.5809),(36 1941.0753),(37 1937.1135),(38 1967.0015),(39 1957.418),(40 1960.4568),(41 1969.0466),(42 1982.0677),(43 1981.0089),(44 1983.2351),(45 1988.9071),(46 1990.2671),(47 1989.3708),(48 2004.1302),(49 2023.7169),(50 2029.2338),(51 2044.7104),(52 2042.2617),(53 2074.2117),(54 2078.1301),(55 2088.285),(56 2106.703),(57 2105.9185),(58 2126.7842),(59 2135.546),(60 2143.28),(61 2155.1467),(62 2159.525),(63 2160.0127),(64 2167.9795),(65 2136.9905),(66 2126.3965),(67 2118.02),(68 2128.9915),(69 2126.5771),(70 2118.5942),(71 2091.0156),(72 2095.1924),(73 2094.0962),(74 2101.7427),(75 2111.9895),(76 2107.4836),(77 2107.9998),(78 2130.102),(79 2108.6858),
(1 689.67017),(2 877.34735),(3 997.1797),(4 1079.5715),(5 1148.072),(6 1202.7983),(7 1261.5636),(8 1330.5435),(9 1354.7913),(10 1399.779),(11 1429.2896),(12 1461.4564),(13 1467.1971),(14 1496.4441),(15 1527.6511),(16 1549.1025),(17 1570.0719),(18 1586.0116),(19 1618.8367),(20 1627.8712),(21 1626.7728),(22 1638.5558),(23 1671.3995),(24 1661.6531),(25 1655.1935),(26 1671.8984),(27 1704.7313),(28 1713.0057),(29 1702.6515),(30 1712.9851),(31 1706.1946),(32 1710.893),(33 1708.0673),(34 1704.9712),(35 1701.2854),(36 1689.1049),(37 1686.789),(38 1714.9921),(39 1718.9019),(40 1709.4684),(41 1724.6389),(42 1737.11),(43 1726.2295),(44 1722.6956),(45 1742.3309),(46 1736.4038),(47 1747.389),(48 1764.9729),(49 1780.4574),(50 1792.5591),(51 1807.0947),(52 1801.2915),(53 1848.2369),(54 1846.6104),(55 1875.1559),(56 1893.9886),(57 1890.8596),(58 1913.9108),(59 1928.4983),(60 1924.0032),(61 1934.0386),(62 1915.2351),(63 1922.3672),(64 1932.9565),(65 1925.6149),(66 1922.0035),(67 1951.5724),(68 1977.6787),(69 1983.4073),(70 1989.8217),(71 1981.5756),(72 1969.7754),(73 1970.8718),(74 1961.2416),(75 1951.723),(76 1920.8318),(77 1897.8005),(78 1881.373),(79 1887.0271),
(1 676.3072),(2 862.47754),(3 990.90814),(4 1083.4326),(5 1151.8344),(6 1190.4215),(7 1252.7029),(8 1329.3651),(9 1351.3564),(10 1402.8347),(11 1424.5042),(12 1443.2495),(13 1469.6392),(14 1493.3356),(15 1512.352),(16 1525.2108),(17 1540.3135),(18 1552.0853),(19 1566.5732),(20 1588.361),(21 1596.136),(22 1601.4119),(23 1644.1824),(24 1630.8602),(25 1624.3549),(26 1629.232),(27 1653.905),(28 1641.0958),(29 1629.9376),(30 1644.152),(31 1644.2571),(32 1634.4185),(33 1639.8362),(34 1638.6168),(35 1659.7043),(36 1666.672),(37 1686.6783),(38 1716.0603),(39 1717.993),(40 1719.2722),(41 1740.3724),(42 1753.5974),(43 1745.1901),(44 1753.838),(45 1766.5919),(46 1775.395),(47 1778.0848),(48 1790.0453),(49 1795.8878),(50 1801.9381),(51 1813.9281),(52 1807.6349),(53 1842.2122),(54 1819.6196),(55 1826.2395),(56 1829.6754),(57 1840.1823),(58 1862.5474),(59 1876.3365),(60 1879.9431),(61 1890.5596),(62 1906.8202),(63 1910.9388),(64 1907.7883),(65 1898.1132),(66 1891.2621),(67 1880.1066),(68 1897.4066),(69 1893.0325),(70 1882.962),(71 1867.5029),(72 1860.3679),(73 1846.0433),(74 1837.073),(75 1839.1437),(76 1815.8063),(77 1810.1667),(78 1804.7119),(79 1814.7128),
