1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1005.1519),(2 1236.105),(3 1449.2268),(4 1580.7914),(5 1653.27),(6 1733.6713),(7 1771.3967),(8 1801.5881),(9 1819.4503),(10 1872.6554),(11 1920.1593),(12 1943.9928),(13 1973.7346),(14 1977.4836),(15 2004.1956),(16 1986.1552),(17 1953.02),(18 1953.9854),(19 1955.3511),(20 1977.8667),(21 1958.0748),(22 1995.6547),(23 1970.8722),(24 1958.1428),(25 1935.6104),(26 1945.2208),(27 1966.152),(28 1940.8748),(29 1939.4004),(30 1915.5771),(31 1904.6786),(32 1874.6556),(33 1856.3849),(34 1848.0146),(35 1864.783),(36 1863.8517),(37 1883.9202),(38 1893.9009),(39 1913.6809),(40 1912.462),(41 1926.2677),(42 1948.2135),(43 1956.3196),(44 1962.9063),(45 1986.0093),(46 2008.9138),(47 2057.6475),(48 2079.9692),(49 2099.1238),(50 2134.2434),(51 2151.2302),(52 2221.3877),(53 2217.2056),(54 2235.656),(55 2263.7996),(56 2284.2117),(57 2304.6821),(58 2314.2432),(59 2324.809),(60 2320.7605),(61 2326.1226),(62 2325.6558),(63 2355.3496),(64 2370.4084),(65 2343.2334),(66 2368.2322),(67 2395.05),(68 2370.434),(69 2351.041),(70 2396.9492),(71 2403.4412),(72 2396.6563),(73 2393.9414),(74 2384.5923),(75 2393.6304),(76 2408.1943),(77 2408.3323),(78 2396.9897),(79 2411.3896),
(1 962.94147),(2 1193.1461),(3 1383.2219),(4 1498.9048),(5 1585.0752),(6 1644.3147),(7 1690.3553),(8 1706.7498),(9 1733.6746),(10 1815.1641),(11 1871.0132),(12 1900.422),(13 1927.7025),(14 1936.8376),(15 1953.2081),(16 1951.7831),(17 1928.5292),(18 1911.0558),(19 1898.3268),(20 1915.2081),(21 1881.611),(22 1933.0376),(23 1908.1365),(24 1891.4384),(25 1868.1572),(26 1884.6061),(27 1880.2059),(28 1874.3693),(29 1871.8844),(30 1865.7756),(31 1864.4248),(32 1844.2504),(33 1835.084),(34 1832.6924),(35 1829.3234),(36 1834.4236),(37 1864.7582),(38 1883.8417),(39 1898.5194),(40 1909.6536),(41 1916.4232),(42 1923.0272),(43 1933.3718),(44 1922.7952),(45 1972.074),(46 1985.6232),(47 2015.743),(48 2052.8606),(49 2084.2532),(50 2108.1716),(51 2126.1482),(52 2159.5671),(53 2164.361),(54 2171.6987),(55 2190.91),(56 2198.227),(57 2205.0613),(58 2202.9873),(59 2201.4167),(60 2203.894),(61 2205.1003),(62 2200.5754),(63 2195.232),(64 2202.8757),(65 2182.1638),(66 2202.106),(67 2233.6475),(68 2219.2473),(69 2216.4934),(70 2221.9712),(71 2202.558),(72 2210.2495),(73 2208.598),(74 2232.0583),(75 2250.3992),(76 2249.4614),(77 2269.3633),(78 2289.7517),(79 2330.5767),
(1 940.15674),(2 1161.1235),(3 1342.3105),(4 1465.3557),(5 1537.9777),(6 1605.2197),(7 1642.2712),(8 1649.4672),(9 1681.8201),(10 1739.824),(11 1772.1211),(12 1810.5981),(13 1831.3086),(14 1846.399),(15 1858.3151),(16 1847.0116),(17 1842.2417),(18 1866.1276),(19 1867.1667),(20 1888.3896),(21 1875.2878),(22 1905.647),(23 1889.2399),(24 1893.1515),(25 1878.3674),(26 1892.7454),(27 1887.2914),(28 1884.9089),(29 1873.3795),(30 1876.3473),(31 1866.3032),(32 1845.8894),(33 1846.5579),(34 1844.6099),(35 1838.9681),(36 1866.8425),(37 1884.6029),(38 1881.981),(39 1886.3394),(40 1867.7369),(41 1867.4442),(42 1883.542),(43 1880.1123),(44 1909.4983),(45 1953.8223),(46 1971.4891),(47 2027.4526),(48 2059.5344),(49 2067.254),(50 2100.7656),(51 2105.8347),(52 2164.3806),(53 2171.401),(54 2171.1455),(55 2185.4763),(56 2178.2979),(57 2195.117),(58 2208.8477),(59 2221.5989),(60 2242.36),(61 2256.5615),(62 2253.584),(63 2294.332),(64 2303.7747),(65 2297.1218),(66 2320.4856),(67 2356.7244),(68 2360.9053),(69 2384.3218),(70 2413.007),(71 2445.9934),(72 2469.2747),(73 2463.6206),(74 2482.5188),(75 2497.2864),(76 2503.5742),(77 2517.5278),(78 2523.2305),(79 2541.0698),
(1 920.1716),(2 1151.3215),(3 1320.4626),(4 1437.087),(5 1516.6104),(6 1585.8434),(7 1625.8214),(8 1641.7573),(9 1677.5248),(10 1731.0382),(11 1784.4532),(12 1829.3326),(13 1845.5518),(14 1870.3668),(15 1886.9679),(16 1890.0479),(17 1874.2963),(18 1870.65),(19 1854.6504),(20 1857.25),(21 1856.1469),(22 1892.4684),(23 1874.1028),(24 1857.0863),(25 1835.3152),(26 1837.5948),(27 1823.7699),(28 1810.1997),(29 1805.7244),(30 1800.9645),(31 1773.2457),(32 1787.7118),(33 1783.0219),(34 1771.4053),(35 1751.6798),(36 1763.0742),(37 1781.3641),(38 1802.742),(39 1800.0563),(40 1833.8214),(41 1845.5287),(42 1855.8367),(43 1861.3434),(44 1904.463),(45 1924.689),(46 1940.7877),(47 1989.5405),(48 2012.5876),(49 2036.5532),(50 2063.844),(51 2084.3513),(52 2112.1252),(53 2130.1929),(54 2140.1477),(55 2148.3027),(56 2161.7156),(57 2186.4893),(58 2168.749),(59 2200.9678),(60 2216.6997),(61 2227.0432),(62 2238.857),(63 2280.43),(64 2287.3108),(65 2296.2656),(66 2305.9788),(67 2347.957),(68 2353.6506),(69 2364.3022),(70 2369.5916),(71 2392.8074),(72 2407.914),(73 2416.7903),(74 2402.2395),(75 2430.837),(76 2413.1926),(77 2428.1475),(78 2434.28),(79 2450.2495),
(1 913.9623),(2 1132.5066),(3 1307.9663),(4 1417.6086),(5 1510.0238),(6 1570.4283),(7 1605.0739),(8 1633.4814),(9 1660.1051),(10 1676.7562),(11 1708.3165),(12 1720.1063),(13 1748.0443),(14 1747.7794),(15 1774.2622),(16 1765.9979),(17 1738.5496),(18 1732.6035),(19 1733.5963),(20 1718.8484),(21 1723.717),(22 1748.9077),(23 1731.4347),(24 1721.8184),(25 1703.288),(26 1732.6456),(27 1721.9167),(28 1722.845),(29 1721.3682),(30 1725.3995),(31 1707.2996),(32 1708.9338),(33 1707.2245),(34 1714.0222),(35 1691.9174),(36 1714.6296),(37 1734.5498),(38 1746.5793),(39 1750.2327),(40 1735.9878),(41 1737.1903),(42 1760.8894),(43 1773.8999),(44 1816.4009),(45 1837.882),(46 1866.5146),(47 1914.9904),(48 1929.171),(49 1952.2585),(50 1973.1371),(51 1998.1246),(52 2036.3737),(53 2062.8545),(54 2070.0012),(55 2088.1162),(56 2076.27),(57 2088.971),(58 2082.7866),(59 2111.5916),(60 2133.8074),(61 2155.669),(62 2170.8901),(63 2212.9521),(64 2241.6624),(65 2242.3796),(66 2265.6218),(67 2314.0532),(68 2313.2373),(69 2337.5696),(70 2370.1257),(71 2381.8523),(72 2392.0557),(73 2374.8115),(74 2377.4368),(75 2383.8787),(76 2397.8298),(77 2407.604),(78 2417.812),(79 2446.5947),
(1 897.38696),(2 1127.6053),(3 1303.0095),(4 1416.6604),(5 1509.1448),(6 1584.541),(7 1624.8505),(8 1644.7966),(9 1677.7402),(10 1711.491),(11 1749.5416),(12 1762.4786),(13 1783.082),(14 1785.6135),(15 1785.3375),(16 1788.0873),(17 1786.7058),(18 1765.1749),(19 1760.2797),(20 1752.5492),(21 1748.645),(22 1783.2313),(23 1753.6342),(24 1753.34),(25 1737.48),(26 1770.4789),(27 1762.541),(28 1767.5231),(29 1750.956),(30 1758.6956),(31 1772.8031),(32 1747.1536),(33 1763.5139),(34 1743.4491),(35 1721.502),(36 1718.7427),(37 1726.314),(38 1747.9419),(39 1742.731),(40 1737.8381),(41 1743.5072),(42 1743.1367),(43 1774.1097),(44 1809.511),(45 1841.0673),(46 1864.5002),(47 1910.9377),(48 1925.4908),(49 1939.8282),(50 1958.5093),(51 1971.7375),(52 2010.2628),(53 2019.5487),(54 2018.3444),(55 2031.4312),(56 2033.0487),(57 2058.586),(58 2076.3843),(59 2093.264),(60 2133.856),(61 2160.025),(62 2170.802),(63 2228.7356),(64 2265.5527),(65 2273.2063),(66 2323.415),(67 2348.0981),(68 2371.5605),(69 2372.4224),(70 2394.5798),(71 2399.0847),(72 2420.185),(73 2380.882),(74 2374.356),(75 2375.7495),(76 2373.6472),(77 2365.5554),(78 2360.7495),(79 2358.1697),
(1 879.13385),(2 1086.1202),(3 1254.0635),(4 1368.6753),(5 1455.0359),(6 1526.0605),(7 1576.5479),(8 1607.5586),(9 1639.9331),(10 1672.049),(11 1692.1406),(12 1721.9473),(13 1743.9658),(14 1759.2573),(15 1782.4192),(16 1766.428),(17 1751.9238),(18 1731.4412),(19 1725.439),(20 1719.088),(21 1719.5596),(22 1723.672),(23 1719.2405),(24 1697.2849),(25 1691.5609),(26 1680.6652),(27 1692.3386),(28 1680.9481),(29 1662.1874),(30 1661.6494),(31 1650.3943),(32 1629.5665),(33 1640.98),(34 1660.7135),(35 1626.0709),(36 1633.8876),(37 1657.4865),(38 1666.0227),(39 1691.4161),(40 1690.0723),(41 1693.0731),(42 1703.8359),(43 1711.2794),(44 1725.5973),(45 1753.7236),(46 1793.246),(47 1812.2025),(48 1844.372),(49 1879.4832),(50 1889.5873),(51 1919.749),(52 1958.5869),(53 1970.857),(54 1987.049),(55 2011.326),(56 2020.8125),(57 2036.3945),(58 2037.6974),(59 2063.7224),(60 2087.273),(61 2112.6199),(62 2148.6692),(63 2165.8481),(64 2190.6167),(65 2207.4832),(66 2228.377),(67 2255.2134),(68 2261.214),(69 2263.1147),(70 2284.71),(71 2282.0989),(72 2282.6328),(73 2278.638),(74 2284.4023),(75 2303.2559),(76 2307.3022),(77 2321.7312),(78 2311.7844),(79 2337.8694),
(1 856.4977),(2 1043.2511),(3 1194.6283),(4 1310.8656),(5 1372.4081),(6 1441.2278),(7 1484.001),(8 1517.0365),(9 1553.4272),(10 1571.7548),(11 1599.2708),(12 1636.3628),(13 1640.5531),(14 1670.8868),(15 1684.8385),(16 1690.0132),(17 1680.21),(18 1680.8826),(19 1673.306),(20 1671.7568),(21 1680.9805),(22 1704.3512),(23 1686.5337),(24 1660.8694),(25 1647.7866),(26 1657.5156),(27 1684.6458),(28 1669.3954),(29 1646.8054),(30 1634.0884),(31 1637.7303),(32 1612.061),(33 1617.1165),(34 1620.3367),(35 1604.49),(36 1598.9341),(37 1612.6163),(38 1607.3866),(39 1629.6819),(40 1614.3676),(41 1627.3403),(42 1630.9991),(43 1644.1241),(44 1662.6957),(45 1711.3043),(46 1745.5991),(47 1779.2421),(48 1802.1069),(49 1829.7985),(50 1849.1693),(51 1867.9517),(52 1905.0798),(53 1938.2059),(54 1932.5232),(55 1964.628),(56 1984.5709),(57 1981.689),(58 2015.4866),(59 2035.7327),(60 2045.8752),(61 2058.489),(62 2085.198),(63 2095.0183),(64 2118.8455),(65 2150.7317),(66 2168.3826),(67 2205.8975),(68 2207.277),(69 2209.4954),(70 2199.028),(71 2195.4734),(72 2195.4316),(73 2178.7905),(74 2163.2537),(75 2178.6792),(76 2183.3767),(77 2190.1697),(78 2190.0112),(79 2214.9026),
(1 851.92267),(2 1045.5559),(3 1208.639),(4 1350.025),(5 1432.0914),(6 1486.0143),(7 1535.2177),(8 1563.8883),(9 1588.1549),(10 1612.9807),(11 1645.5859),(12 1665.5917),(13 1699.5873),(14 1733.3195),(15 1734.7225),(16 1733.3724),(17 1717.6063),(18 1716.5245),(19 1703.7974),(20 1712.4387),(21 1701.035),(22 1717.431),(23 1728.6063),(24 1709.9491),(25 1686.7776),(26 1700.3207),(27 1726.5537),(28 1721.7743),(29 1713.4083),(30 1717.3563),(31 1729.1812),(32 1727.791),(33 1722.4844),(34 1725.506),(35 1707.8322),(36 1720.0892),(37 1743.0765),(38 1713.8372),(39 1717.9077),(40 1731.9279),(41 1720.9352),(42 1742.3285),(43 1749.9294),(44 1765.3102),(45 1804.2864),(46 1837.7548),(47 1877.1302),(48 1897.1595),(49 1893.5447),(50 1919.5773),(51 1924.3608),(52 1952.7993),(53 1958.1339),(54 1977.3285),(55 1983.2046),(56 2005.3418),(57 2011.605),(58 2032.7639),(59 2035.4915),(60 2046.8617),(61 2068.7356),(62 2109.5994),(63 2120.87),(64 2130.8066),(65 2152.8977),(66 2165.6396),(67 2212.0767),(68 2208.4856),(69 2206.5774),(70 2223.2866),(71 2229.031),(72 2224.709),(73 2206.419),(74 2217.025),(75 2223.3887),(76 2213.676),(77 2234.9714),(78 2221.4055),(79 2233.3555),
(1 810.6798),(2 1001.5801),(3 1156.1957),(4 1264.2429),(5 1341.7432),(6 1407.9775),(7 1473.3927),(8 1498.3749),(9 1524.5468),(10 1538.8566),(11 1553.9312),(12 1577.9375),(13 1583.869),(14 1604.8715),(15 1615.1576),(16 1635.2479),(17 1627.9695),(18 1612.7823),(19 1597.6857),(20 1603.5193),(21 1595.4899),(22 1607.7512),(23 1598.1498),(24 1596.1672),(25 1586.1459),(26 1602.3451),(27 1618.6066),(28 1594.0884),(29 1594.8463),(30 1594.5355),(31 1601.3859),(32 1606.4738),(33 1597.6504),(34 1591.5168),(35 1572.4608),(36 1573.8016),(37 1596.2617),(38 1603.1659),(39 1610.4115),(40 1621.1677),(41 1609.3203),(42 1605.2584),(43 1606.7546),(44 1619.7849),(45 1652.076),(46 1675.733),(47 1689.334),(48 1710.8126),(49 1730.8748),(50 1763.3848),(51 1787.6124),(52 1824.7982),(53 1830.1366),(54 1832.8651),(55 1838.0874),(56 1834.9683),(57 1831.9811),(58 1851.0006),(59 1877.4675),(60 1874.8414),(61 1890.4227),(62 1908.4464),(63 1928.0444),(64 1963.2759),(65 2000.9834),(66 2004.2162),(67 2038.1287),(68 2022.5068),(69 2041.3202),(70 2063.5525),(71 2070.0215),(72 2090.8728),(73 2058.741),(74 2065.8237),(75 2080.4175),(76 2073.5903),(77 2075.757),(78 2086.6208),(79 2097.2126),
(1 821.71747),(2 1024.2343),(3 1171.4431),(4 1294.66),(5 1398.1636),(6 1463.1383),(7 1529.467),(8 1537.7012),(9 1570.4619),(10 1593.9451),(11 1632.9202),(12 1650.2015),(13 1660.2317),(14 1670.7107),(15 1651.9767),(16 1658.1927),(17 1655.488),(18 1646.5392),(19 1641.8254),(20 1634.2024),(21 1624.2103),(22 1659.5386),(23 1634.28),(24 1648.1335),(25 1650.918),(26 1664.9601),(27 1672.571),(28 1659.2815),(29 1658.4819),(30 1663.9702),(31 1659.1125),(32 1637.079),(33 1628.9386),(34 1615.4342),(35 1605.3208),(36 1599.5026),(37 1612.5016),(38 1601.5638),(39 1617.6505),(40 1609.7961),(41 1616.8818),(42 1611.4138),(43 1615.6838),(44 1621.1459),(45 1640.0242),(46 1671.6321),(47 1682.0231),(48 1699.1538),(49 1713.2361),(50 1729.3733),(51 1726.5392),(52 1745.9653),(53 1763.4302),(54 1780.0094),(55 1797.6704),(56 1798.2887),(57 1814.9779),(58 1819.2609),(59 1832.3691),(60 1839.5145),(61 1831.4833),(62 1848.2649),(63 1866.1638),(64 1883.6204),(65 1905.9996),(66 1927.279),(67 1946.0157),(68 1966.7063),(69 1987.2655),(70 1999.4557),(71 2013.9843),(72 2032.8514),(73 2027.8076),(74 2053.8303),(75 2084.404),(76 2091.3806),(77 2107.7166),(78 2118.4023),(79 2118.9695),
(1 785.83527),(2 998.3883),(3 1130.4364),(4 1246.9003),(5 1347.4977),(6 1400.3966),(7 1465.8947),(8 1471.9366),(9 1493.9218),(10 1515.2788),(11 1533.0917),(12 1563.4287),(13 1570.9034),(14 1576.0448),(15 1579.2152),(16 1596.0232),(17 1580.124),(18 1584.4587),(19 1569.3993),(20 1584.9824),(21 1595.4548),(22 1609.0817),(23 1587.3812),(24 1574.8844),(25 1562.0104),(26 1549.0676),(27 1538.5336),(28 1525.4487),(29 1523.1879),(30 1512.451),(31 1522.8988),(32 1510.0026),(33 1507.1316),(34 1502.6091),(35 1488.1514),(36 1481.9628),(37 1501.6123),(38 1489.5707),(39 1502.3853),(40 1504.9939),(41 1505.1918),(42 1495.5023),(43 1510.3793),(44 1529.7875),(45 1547.0001),(46 1562.0433),(47 1594.2836),(48 1628.3231),(49 1629.2351),(50 1670.7794),(51 1695.597),(52 1722.2185),(53 1728.5162),(54 1729.9423),(55 1744.4862),(56 1748.6683),(57 1755.0471),(58 1753.021),(59 1777.6029),(60 1781.7052),(61 1798.7568),(62 1810.6335),(63 1824.5936),(64 1816.6185),(65 1850.559),(66 1865.0768),(67 1883.9756),(68 1872.3276),(69 1901.948),(70 1918.5988),(71 1913.7067),(72 1920.216),(73 1914.3116),(74 1915.6401),(75 1946.9054),(76 1957.3555),(77 1948.1658),(78 1947.8794),(79 1956.0215),
(1 785.41473),(2 972.0228),(3 1128.7429),(4 1252.6145),(5 1342.2026),(6 1414.995),(7 1463.3529),(8 1482.0665),(9 1522.0509),(10 1538.0433),(11 1544.0281),(12 1579.3658),(13 1585.2308),(14 1604.4418),(15 1591.1798),(16 1602.3257),(17 1595.6967),(18 1587.9961),(19 1581.5609),(20 1588.1516),(21 1598.9281),(22 1622.9261),(23 1613.6101),(24 1608.2596),(25 1598.4702),(26 1611.8129),(27 1620.3379),(28 1590.7906),(29 1587.9349),(30 1572.7509),(31 1557.5714),(32 1533.5358),(33 1521.4844),(34 1512.2344),(35 1499.3115),(36 1502.83),(37 1496.1069),(38 1495.7555),(39 1511.941),(40 1534.049),(41 1547.7555),(42 1553.1471),(43 1554.3824),(44 1578.576),(45 1592.9379),(46 1615.5145),(47 1631.6649),(48 1639.5104),(49 1656.4209),(50 1684.6902),(51 1729.032),(52 1762.2313),(53 1773.5474),(54 1774.0992),(55 1773.9761),(56 1764.6394),(57 1775.3887),(58 1768.3927),(59 1801.4021),(60 1820.8755),(61 1826.12),(62 1838.7446),(63 1836.7399),(64 1860.297),(65 1861.1143),(66 1875.5161),(67 1885.0219),(68 1885.3868),(69 1929.8525),(70 1918.9065),(71 1922.6091),(72 1950.9763),(73 1948.6776),(74 1928.7426),(75 1964.1283),(76 1963.7632),(77 1956.4977),(78 1973.1105),(79 1982.6034),
(1 772.3668),(2 963.06006),(3 1121.4839),(4 1232.3602),(5 1340.3378),(6 1407.0632),(7 1441.175),(8 1469.9806),(9 1494.5776),(10 1521.9625),(11 1532.5203),(12 1520.7352),(13 1544.8663),(14 1556.8164),(15 1558.0657),(16 1561.1217),(17 1551.9342),(18 1525.9596),(19 1522.4869),(20 1526.3816),(21 1517.37),(22 1537.3687),(23 1543.4712),(24 1532.544),(25 1521.6213),(26 1530.634),(27 1532.2697),(28 1524.7267),(29 1531.3358),(30 1517.1068),(31 1520.4452),(32 1518.362),(33 1499.6292),(34 1498.1525),(35 1488.2087),(36 1493.799),(37 1506.164),(38 1492.946),(39 1499.6702),(40 1490.0593),(41 1507.7686),(42 1502.6453),(43 1513.9187),(44 1529.3727),(45 1534.9583),(46 1560.9113),(47 1587.6292),(48 1592.9442),(49 1604.2062),(50 1623.7261),(51 1648.4044),(52 1670.9985),(53 1704.7833),(54 1716.9569),(55 1719.7983),(56 1724.1761),(57 1729.0806),(58 1742.4861),(59 1751.6736),(60 1771.8892),(61 1768.6155),(62 1770.2112),(63 1793.6416),(64 1806.0243),(65 1824.1376),(66 1841.5197),(67 1862.2164),(68 1855.1617),(69 1872.0764),(70 1866.6807),(71 1863.0345),(72 1883.8944),(73 1872.451),(74 1877.216),(75 1900.221),(76 1906.5598),(77 1886.4661),(78 1876.4707),(79 1885.4517),
(1 770.35925),(2 938.0057),(3 1082.5885),(4 1191.0353),(5 1282.8606),(6 1355.6781),(7 1383.5383),(8 1420.0485),(9 1452.8884),(10 1482.5354),(11 1485.8501),(12 1506.4253),(13 1496.8337),(14 1527.1625),(15 1526.1394),(16 1525.8757),(17 1526.8181),(18 1512.8373),(19 1513.2086),(20 1515.8671),(21 1532.1133),(22 1539.9243),(23 1556.7722),(24 1543.36),(25 1545.7573),(26 1555.9409),(27 1552.5171),(28 1552.5226),(29 1520.0299),(30 1514.4005),(31 1498.1342),(32 1498.0066),(33 1507.8326),(34 1512.0299),(35 1496.4832),(36 1491.9375),(37 1502.8584),(38 1489.64),(39 1500.1788),(40 1508.6111),(41 1499.0576),(42 1506.0725),(43 1508.2311),(44 1512.644),(45 1529.968),(46 1525.0294),(47 1528.3235),(48 1553.3348),(49 1560.997),(50 1589.1923),(51 1613.8698),(52 1658.3057),(53 1672.7969),(54 1676.9686),(55 1700.021),(56 1705.3694),(57 1716.8431),(58 1714.7476),(59 1724.4152),(60 1733.1422),(61 1740.4253),(62 1754.131),(63 1778.2156),(64 1763.7288),(65 1766.7626),(66 1768.0535),(67 1790.1205),(68 1793.5869),(69 1804.8733),(70 1814.2902),(71 1821.7472),(72 1834.7311),(73 1850.8275),(74 1861.8265),(75 1870.9407),(76 1879.4148),(77 1892.4738),(78 1899.8865),(79 1917.7048),
(1 797.4943),(2 971.17816),(3 1118.1284),(4 1251.5271),(5 1337.8007),(6 1413.0662),(7 1450.5874),(8 1480.9697),(9 1501.8677),(10 1495.9917),(11 1501.7463),(12 1511.6251),(13 1511.5385),(14 1527.5997),(15 1525.0208),(16 1520.7859),(17 1514.6045),(18 1519.0508),(19 1513.3254),(20 1511.7892),(21 1515.8865),(22 1556.1399),(23 1558.5444),(24 1547.4463),(25 1547.1753),(26 1553.8972),(27 1538.0564),(28 1529.8083),(29 1517.3027),(30 1495.6605),(31 1498.177),(32 1488.2262),(33 1500.6106),(34 1504.6943),(35 1499.4213),(36 1491.4734),(37 1510.6865),(38 1486.745),(39 1499.82),(40 1488.8197),(41 1504.3845),(42 1508.9459),(43 1503.7164),(44 1517.293),(45 1537.5071),(46 1550.1406),(47 1553.0917),(48 1570.5253),(49 1577.3942),(50 1591.7958),(51 1598.273),(52 1649.2198),(53 1667.1382),(54 1680.5186),(55 1701.8887),(56 1715.1976),(57 1758.3032),(58 1769.1431),(59 1780.2821),(60 1785.527),(61 1798.5865),(62 1814.8893),(63 1819.5414),(64 1815.6218),(65 1830.9397),(66 1845.773),(67 1859.1854),(68 1871.8804),(69 1894.3875),(70 1882.8832),(71 1887.2438),(72 1914.2339),(73 1918.9237),(74 1921.4791),(75 1959.4269),(76 1962.4657),(77 1971.2859),(78 1974.9053),(79 1988.0298),
(1 746.7343),(2 928.3021),(3 1045.3123),(4 1151.4866),(5 1239.1017),(6 1312.0596),(7 1347.604),(8 1368.321),(9 1413.1055),(10 1426.039),(11 1438.7964),(12 1438.6622),(13 1444.458),(14 1466.2762),(15 1461.8499),(16 1465.5695),(17 1476.8655),(18 1477.983),(19 1478.391),(20 1463.8722),(21 1484.3683),(22 1509.674),(23 1505.4457),(24 1505.2552),(25 1512.8073),(26 1495.2592),(27 1481.0289),(28 1468.3563),(29 1458.0977),(30 1429.5021),(31 1408.6051),(32 1411.6158),(33 1417.8625),(34 1425.3224),(35 1419.155),(36 1437.9304),(37 1457.4598),(38 1441.2976),(39 1449.6652),(40 1453.639),(41 1449.664),(42 1450.1249),(43 1461.3127),(44 1458.0709),(45 1489.7665),(46 1502.1604),(47 1518.0497),(48 1522.3961),(49 1535.1481),(50 1558.8616),(51 1571.4291),(52 1608.1349),(53 1622.4176),(54 1641.0223),(55 1662.4707),(56 1687.2561),(57 1721.9208),(58 1723.6329),(59 1731.08),(60 1737.7036),(61 1741.991),(62 1758.1841),(63 1762.6062),(64 1751.6268),(65 1765.2511),(66 1754.5145),(67 1768.8455),(68 1759.2294),(69 1778.8722),(70 1775.9971),(71 1785.8749),(72 1780.862),(73 1785.0979),(74 1791.653),(75 1788.9008),(76 1805.5607),(77 1823.3407),(78 1832.9487),(79 1847.7563),
