1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 0.0011259792),(2 21.183987),(3 220.38223),(4 299.79578),(5 300.56174),(6 341.44916),(7 297.53186),(8 227.90552),(9 227.68546),(10 159.68588),(11 117.950554),(12 134.79805),(13 134.34067),(14 138.78981),(15 180.29424),(16 226.94409),(17 225.53944),(18 277.59448),(19 282.0625),(20 277.55737),(21 276.8517),(22 265.58582),(23 303.82837),(24 295.5838),(25 295.00586),(26 328.8633),(27 348.2697),(28 303.75986),(29 301.7638),(30 257.43964),(31 169.50708),(32 140.38428),(33 140.17606),(34 108.61393),(35 133.21791),(36 136.35788),(37 135.86891),(38 123.19765),(39 98.11364),(40 86.702354),(41 86.690186),
(1 0.00096437626),(2 31.308006),(3 174.1763),(4 242.7172),(5 243.02501),(6 328.503),(7 441.59537),(8 432.3197),(9 431.7758),(10 356.61902),(11 347.07758),(12 423.81073),(13 422.5405),(14 403.78024),(15 419.44986),(16 430.09442),(17 429.4896),(18 419.81088),(19 405.06174),(20 404.07675),(21 402.7237),(22 414.05823),(23 585.3055),(24 650.70306),(25 650.317),(26 708.1181),(27 753.9038),(28 762.2273),(29 760.6024),(30 697.6546),(31 459.8916),(32 380.00928),(33 378.6918),(34 309.717),(35 227.50716),(36 232.52197),(37 232.23767),(38 265.2642),(39 259.44986),(40 279.4582),(41 279.48544),
(1 0.0013728508),(2 25.808802),(3 113.65944),(4 166.96683),(5 166.95473),(6 273.77234),(7 376.07455),(8 365.60422),(9 366.362),(10 340.4749),(11 391.5534),(12 399.57504),(13 398.5517),(14 309.15894),(15 347.45993),(16 380.59195),(17 379.9675),(18 371.57925),(19 479.68167),(20 461.78787),(21 461.75473),(22 509.97452),(23 615.109),(24 622.95264),(25 622.024),(26 634.60803),(27 654.088),(28 603.056),(29 602.05493),(30 510.60727),(31 343.0933),(32 260.30765),(33 259.66812),(34 244.40723),(35 203.64609),(36 227.19373),(37 227.33034),(38 244.56586),(39 261.8466),(40 212.53937),(41 212.58363),
(1 0.0024215179),(2 31.105326),(3 140.14647),(4 244.04254),(5 244.18866),(6 306.33826),(7 444.75342),(8 600.7397),(9 600.861),(10 614.6363),(11 494.1014),(12 457.74146),(13 458.19296),(14 414.3191),(15 503.80453),(16 500.8981),(17 501.24066),(18 470.5046),(19 467.30402),(20 397.4334),(21 398.0213),(22 417.4374),(23 600.6095),(24 537.63715),(25 537.3549),(26 504.34146),(27 540.9874),(28 498.7421),(29 499.88312),(30 500.52988),(31 423.85538),(32 367.37378),(33 368.00955),(34 332.19693),(35 344.6491),(36 418.07202),(37 417.26346),(38 481.84424),(39 461.5239),(40 346.27725),(41 346.28113),
(1 0.0026138143),(2 31.185194),(3 120.15596),(4 212.04005),(5 212.19121),(6 276.8346),(7 512.4103),(8 711.4227),(9 711.45776),(10 823.41235),(11 623.3597),(12 530.32837),(13 530.8527),(14 545.33734),(15 805.73303),(16 839.9438),(17 839.4202),(18 734.42126),(19 614.50574),(20 606.2194),(21 604.41736),(22 607.72046),(23 837.10236),(24 810.88116),(25 810.5648),(26 731.76465),(27 755.6767),(28 777.4394),(29 779.95374),(30 838.04645),(31 673.37213),(32 587.3808),(33 587.7881),(34 542.30444),(35 538.1019),(36 587.2591),(37 586.7279),(38 671.20294),(39 578.9178),(40 472.33185),(41 472.41263),
(1 0.0025754394),(2 27.602404),(3 120.42621),(4 131.88913),(5 132.28342),(6 150.6894),(7 241.07146),(8 270.9131),(9 270.51126),(10 285.8848),(11 334.65646),(12 379.02234),(13 378.76425),(14 349.55762),(15 395.0199),(16 496.563),(17 496.8176),(18 536.3079),(19 589.1525),(20 668.3535),(21 668.3025),(22 750.13306),(23 652.27954),(24 647.4075),(25 647.5152),(26 670.4139),(27 676.93896),(28 652.4527),(29 653.5343),(30 613.1237),(31 585.96423),(32 571.6828),(33 572.1342),(34 556.4772),(35 617.101),(36 548.5177),(37 548.8566),(38 525.95184),(39 391.11816),(40 375.71765),(41 375.76895),
(1 0.0026123712),(2 46.780636),(3 213.18907),(4 305.78482),(5 305.23358),(6 347.7519),(7 398.92157),(8 526.31494),(9 526.7832),(10 596.7164),(11 379.93515),(12 394.9439),(13 395.41983),(14 447.08685),(15 570.24445),(16 595.7841),(17 596.14435),(18 576.9981),(19 608.68427),(20 716.2129),(21 716.6498),(22 815.3069),(23 927.24963),(24 940.7351),(25 941.00977),(26 950.2123),(27 1068.1504),(28 1086.1062),(29 1088.5452),(30 1142.581),(31 1164.0349),(32 1077.2847),(33 1077.299),(34 1010.9618),(35 824.85315),(36 773.3312),(37 773.0459),(38 687.88763),(39 585.5969),(40 575.413),(41 575.5795),
(1 0.0021834336),(2 55.010433),(3 194.03456),(4 292.83102),(5 293.53064),(6 363.80356),(7 291.70538),(8 343.3531),(9 343.41147),(10 391.28003),(11 377.66748),(12 422.2541),(13 421.6985),(14 479.89368),(15 601.8183),(16 655.42065),(17 655.87994),(18 680.3951),(19 838.8112),(20 933.8709),(21 934.9697),(22 945.83026),(23 976.81366),(24 971.3238),(25 971.7249),(26 950.055),(27 1027.8656),(28 1053.0372),(29 1050.9961),(30 1016.9004),(31 948.1948),(32 905.2301),(33 906.23846),(34 851.43665),(35 554.4879),(36 528.8485),(37 528.7574),(38 483.68945),(39 510.84885),(40 531.48926),(41 531.5057),
(1 0.0036697306),(2 47.16899),(3 154.50926),(4 191.393),(5 191.23636),(6 226.02911),(7 320.99805),(8 418.8179),(9 418.92133),(10 464.85602),(11 572.702),(12 549.74176),(13 549.9683),(14 539.91077),(15 617.60736),(16 668.46405),(17 669.0434),(18 707.0156),(19 638.9409),(20 701.0046),(21 700.5388),(22 708.6969),(23 809.0177),(24 879.07916),(25 878.08777),(26 844.518),(27 900.5334),(28 854.31665),(29 855.4634),(30 884.28705),(31 793.1832),(32 719.1019),(33 719.05853),(34 645.07715),(35 505.70627),(36 510.43924),(37 509.58893),(38 429.40796),(39 376.8067),(40 415.78137),(41 416.2178),
(1 0.0028220695),(2 45.52933),(3 178.77449),(4 239.68744),(5 239.46974),(6 250.48569),(7 261.8053),(8 295.1258),(9 294.3124),(10 300.393),(11 271.9762),(12 298.06876),(13 298.43137),(14 372.68713),(15 449.04434),(16 518.6532),(17 519.2084),(18 481.20676),(19 479.26538),(20 470.95758),(21 470.80643),(22 502.98746),(23 566.45825),(24 611.7187),(25 610.755),(26 582.4531),(27 734.82654),(28 781.48883),(29 782.2514),(30 729.75916),(31 614.9772),(32 573.7089),(33 574.09753),(34 535.318),(35 455.656),(36 454.4213),(37 454.8058),(38 435.36832),(39 394.64417),(40 416.54367),(41 416.58548),
(1 0.002573912),(2 37.05902),(3 137.43076),(4 184.75414),(5 184.5845),(6 170.26505),(7 260.5941),(8 301.14645),(9 301.60135),(10 287.75568),(11 298.83994),(12 315.2751),(13 315.2613),(14 335.80402),(15 453.16672),(16 458.78116),(17 459.642),(18 381.98312),(19 398.564),(20 408.6279),(21 408.7383),(22 439.87097),(23 524.0016),(24 554.43176),(25 553.8906),(26 569.22565),(27 682.5122),(28 686.54974),(29 685.1152),(30 626.12),(31 510.16235),(32 488.29025),(33 487.8472),(34 440.11298),(35 349.5667),(36 323.92664),(37 324.30078),(38 337.80548),(39 310.2376),(40 331.623),(41 331.61566),
