1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,
(1 0.0005134907),(2 9.608389),(3 62.474957),(4 66.416664),(5 66.600845),(6 71.89627),(7 93.52632),(8 102.918945),(9 102.80423),(10 98.79073),(11 98.202965),(12 111.5193),(13 111.23679),(14 83.61417),(15 51.56086),(16 40.415874),(17 40.243523),(18 29.406178),(19 28.21128),(20 26.357315),(21 26.242373),(22 48.30275),(23 146.33308),(24 154.80533),(25 154.72859),(26 173.89941),(27 181.08524),(28 178.64458),(29 178.69772),(30 160.1015),(31 88.25024),(32 59.926407),(33 60.02899),(34 38.185123),(35 18.887144),(36 22.469242),(37 22.524727),(38 28.6899),(39 43.99591),(40 50.98309),(41 50.955265),
(1 0.00094575284),(2 18.011314),(3 102.417274),(4 121.857895),(5 121.82485),(6 121.793945),(7 106.702156),(8 117.94488),(9 118.27992),(10 118.37702),(11 99.47979),(12 97.49755),(13 97.426506),(14 66.4907),(15 69.62459),(16 64.1139),(17 64.158806),(18 41.497665),(19 25.439884),(20 29.821772),(21 29.82626),(22 63.525703),(23 131.35799),(24 111.494446),(25 111.27448),(26 111.61992),(27 103.33453),(28 103.069534),(29 103.00427),(30 97.92203),(31 80.000786),(32 58.74059),(33 58.52577),(34 45.161564),(35 36.675148),(36 37.25247),(37 36.920433),(38 42.533287),(39 49.018505),(40 48.985916),(41 48.981297),
(1 0.00062560884),(2 20.569338),(3 78.05391),(4 104.20664),(5 104.28071),(6 108.70887),(7 91.42562),(8 112.30022),(9 112.51742),(10 130.54845),(11 116.7785),(12 129.12885),(13 129.1165),(14 148.47508),(15 171.39154),(16 136.00562),(17 136.13762),(18 95.20926),(19 63.95883),(20 63.870953),(21 63.685055),(22 94.25155),(23 187.73737),(24 173.80556),(25 173.625),(26 169.64856),(27 168.49945),(28 156.4527),(29 156.82999),(30 146.91536),(31 102.34914),(32 81.20001),(33 81.19229),(34 78.369064),(35 98.42482),(36 101.022804),(37 100.84776),(38 107.386505),(39 111.19355),(40 101.38255),(41 101.36857),
(1 0.0012574863),(2 19.766369),(3 82.07585),(4 99.4219),(5 99.45104),(6 100.47259),(7 104.7179),(8 119.00324),(9 118.99146),(10 118.12807),(11 124.0423),(12 138.85805),(13 138.95099),(14 127.30617),(15 153.62059),(16 150.03668),(17 149.98087),(18 120.73177),(19 97.65631),(20 83.780716),(21 83.84825),(22 104.682686),(23 137.22758),(24 137.67258),(25 137.8467),(26 142.08472),(27 133.26591),(28 142.12349),(29 142.21385),(30 157.71608),(31 153.05766),(32 140.86555),(33 141.43616),(34 148.97066),(35 161.81631),(36 167.32544),(37 167.52095),(38 168.02644),(39 158.18423),(40 159.63103),(41 159.76933),
(1 0.0012044602),(2 28.120005),(3 70.84694),(4 102.12484),(5 102.34662),(6 125.660194),(7 134.1097),(8 139.84653),(9 139.90558),(10 129.06784),(11 121.19491),(12 123.46876),(13 123.615585),(14 107.10464),(15 128.95377),(16 116.52165),(17 116.487045),(18 94.370514),(19 107.878006),(20 112.976585),(21 113.015594),(22 111.9932),(23 119.369896),(24 134.36813),(25 134.6779),(26 119.71669),(27 147.952),(28 144.4355),(29 144.37668),(30 121.7208),(31 101.641556),(32 112.56132),(33 113.09047),(34 124.32517),(35 146.45978),(36 153.13849),(37 153.2354),(38 158.94121),(39 177.22809),(40 177.61206),(41 177.6332),
(1 0.000899136),(2 15.311492),(3 51.871933),(4 67.27052),(5 67.167595),(6 73.21295),(7 85.03086),(8 103.03138),(9 102.89516),(10 99.81514),(11 78.08286),(12 67.71487),(13 67.76367),(14 57.057243),(15 74.84445),(16 72.57284),(17 72.76326),(18 75.19466),(19 78.94476),(20 80.19786),(21 80.13868),(22 80.2943),(23 96.71753),(24 107.40528),(25 107.32761),(26 90.30687),(27 104.62813),(28 106.63859),(29 106.75248),(30 98.22212),(31 109.27257),(32 83.44924),(33 83.169945),(34 73.63729),(35 71.22878),(36 73.45405),(37 73.468124),(38 78.426895),(39 80.31874),(40 79.74007),(41 79.730515),
(1 0.0013050804),(2 15.609299),(3 32.06157),(4 46.99303),(5 47.101547),(6 55.231346),(7 71.03322),(8 87.83244),(9 87.76011),(10 85.967705),(11 87.881294),(12 92.46818),(13 92.62931),(14 100.63344),(15 95.525764),(16 94.7451),(17 94.95698),(18 94.35617),(19 78.71722),(20 74.694984),(21 74.52679),(22 62.12993),(23 53.04963),(24 67.75437),(25 67.466995),(26 72.93688),(27 80.56942),(28 73.70262),(29 73.77093),(30 70.2877),(31 98.593056),(32 86.48373),(33 86.19752),(34 86.05217),(35 62.00919),(36 59.52763),(37 59.637424),(38 52.815),(39 48.459568),(40 66.10996),(41 66.151855),
(1 0.0015040486),(2 17.16729),(3 54.88061),(4 67.05336),(5 67.005035),(6 77.57411),(7 80.66275),(8 84.818054),(9 84.63285),(10 93.236244),(11 65.95124),(12 42.22723),(13 42.160885),(14 45.825584),(15 72.94786),(16 77.49796),(17 77.56496),(18 88.88724),(19 94.674095),(20 82.3608),(21 82.54883),(22 60.49169),(23 59.218277),(24 69.893196),(25 69.97631),(26 78.40391),(27 77.95065),(28 84.16277),(29 83.49659),(30 94.64777),(31 93.731186),(32 74.4394),(33 74.02402),(34 66.25747),(35 75.48362),(36 82.82327),(37 82.75998),(38 76.43682),(39 80.698135),(40 80.512215),(41 80.49929),
(1 0.0016700822),(2 13.200356),(3 35.13703),(4 44.45388),(5 44.41089),(6 47.612175),(7 67.88569),(8 75.687256),(9 75.66794),(10 72.85907),(11 86.93968),(12 79.80191),(13 79.68527),(14 76.83462),(15 96.27496),(16 98.11596),(17 97.96525),(18 102.398834),(19 89.232834),(20 83.42463),(21 83.62016),(22 63.94221),(23 82.74957),(24 74.50865),(25 74.62537),(26 76.08823),(27 74.91266),(28 79.77854),(29 79.13752),(30 95.39168),(31 98.08196),(32 87.8191),(33 87.46179),(34 80.37117),(35 84.03445),(36 88.97753),(37 88.967636),(38 99.98698),(39 94.01599),(40 91.77438),(41 91.685455),
(1 0.0020530985),(2 15.121038),(3 35.44325),(4 38.916595),(5 38.83091),(6 49.76819),(7 73.64968),(8 71.65451),(9 71.96464),(10 70.48291),(11 66.80412),(12 48.817307),(13 48.984848),(14 59.480175),(15 70.63808),(16 70.283554),(17 70.15195),(18 71.50752),(19 57.59595),(20 67.36534),(21 67.37707),(22 64.577225),(23 74.89435),(24 74.018684),(25 74.27272),(26 73.3425),(27 79.28211),(28 95.263596),(29 95.305725),(30 98.94061),(31 72.92373),(32 70.31947),(33 70.35044),(34 76.293205),(35 79.33673),(36 84.75868),(37 84.7244),(38 99.042496),(39 101.81362),(40 95.42407),(41 95.39377),
(1 0.0016113523),(2 12.050627),(3 41.46165),(4 40.475197),(5 40.462074),(6 42.285843),(7 56.148212),(8 65.857544),(9 65.97135),(10 61.311493),(11 78.43068),(12 57.110806),(13 57.096897),(14 59.335243),(15 65.82146),(16 58.863262),(17 58.811077),(18 68.225235),(19 68.70716),(20 66.1764),(21 66.294846),(22 60.69236),(23 71.50661),(24 79.80512),(25 79.88042),(26 66.07888),(27 92.14169),(28 94.410355),(29 94.32374),(30 94.59419),(31 75.48288),(32 74.20644),(33 74.25244),(34 80.83748),(35 98.16318),(36 101.929825),(37 102.00674),(38 104.43537),(39 111.551605),(40 111.96011),(41 111.98264),
