1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,
(1 0.0003715181),(2 3.7626917),(3 14.798732),(4 19.392208),(5 19.400278),(6 22.612791),(7 26.61505),(8 29.056278),(9 29.047832),(10 29.889704),(11 28.995588),(12 29.271679),(13 29.270384),(14 30.427322),(15 35.721043),(16 37.593605),(17 37.61703),(18 38.588913),(19 39.286766),(20 39.814785),(21 39.821022),(22 40.809505),(23 45.401287),(24 46.376442),(25 46.406475),(26 47.303925),(27 50.77091),(28 50.28841),(29 50.36028),(30 48.084137),(31 43.10306),(32 40.012848),(33 40.04134),(34 37.469566),(35 36.135326),(36 36.26673),(37 36.277775),(38 36.390408),(39 35.60888),(40 35.32936),(41 35.333065),
(1 0.0005167098),(2 4.0986056),(3 14.757477),(4 18.845642),(5 18.853895),(6 21.897575),(7 24.180077),(8 25.85516),(9 25.856323),(10 25.959702),(11 25.607656),(12 26.922009),(13 26.919884),(14 29.392078),(15 32.68573),(16 34.18726),(17 34.208874),(18 33.75451),(19 33.99536),(20 34.29526),(21 34.29756),(22 33.763573),(23 35.18272),(24 36.72424),(25 36.751514),(26 38.089546),(27 40.574463),(28 41.635456),(29 41.62484),(30 40.298424),(31 38.499187),(32 37.524357),(33 37.527744),(34 36.633453),(35 36.362003),(36 37.008144),(37 37.009804),(38 36.787395),(39 36.362404),(40 36.836945),(41 36.83948),
(1 0.000548593),(2 3.1868565),(3 10.385841),(4 12.865748),(5 12.876278),(6 14.572735),(7 16.749619),(8 17.151344),(9 17.15097),(10 17.18059),(11 17.807772),(12 18.687187),(13 18.693972),(14 20.240208),(15 22.24189),(16 23.052006),(17 23.067945),(18 22.985622),(19 22.88802),(20 22.339579),(21 22.343493),(22 21.445908),(23 21.90483),(24 23.236715),(25 23.252851),(26 24.869286),(27 26.132334),(28 26.34714),(29 26.407785),(30 25.582659),(31 24.855373),(32 24.48482),(33 24.487534),(34 23.69211),(35 23.97301),(36 25.187048),(37 25.191233),(38 24.82992),(39 25.032784),(40 25.049963),(41 25.048687),
(1 0.0007015436),(2 3.167175),(3 9.262533),(4 11.315961),(5 11.319929),(6 12.747636),(7 14.2284775),(8 15.115972),(9 15.117516),(10 14.752615),(11 14.202619),(12 14.953927),(13 14.96008),(14 16.192577),(15 17.689598),(16 18.404919),(17 18.404377),(18 18.399801),(19 18.275393),(20 18.392696),(21 18.401005),(22 17.748024),(23 17.874937),(24 18.870787),(25 18.886684),(26 19.731878),(27 20.636574),(28 21.167198),(29 21.19594),(30 20.83276),(31 20.184443),(32 20.244848),(33 20.246681),(34 19.788937),(35 19.849113),(36 20.18317),(37 20.194248),(38 20.485537),(39 20.383131),(40 20.638329),(41 20.63694),
(1 0.00075490616),(2 2.7611706),(3 7.3910027),(4 9.070038),(5 9.074429),(6 9.914423),(7 11.056803),(8 11.786027),(9 11.793901),(10 11.604296),(11 11.393939),(12 12.124005),(13 12.132254),(14 12.464664),(15 13.349683),(16 14.064075),(17 14.066205),(18 14.299328),(19 14.571652),(20 14.522885),(21 14.531912),(22 13.956893),(23 13.976804),(24 14.804945),(25 14.809739),(26 15.461526),(27 15.6619),(28 15.946383),(29 15.96739),(30 15.9100685),(31 15.732428),(32 15.897797),(33 15.896612),(34 15.142111),(35 15.428188),(36 16.221933),(37 16.220999),(38 16.130293),(39 15.959055),(40 16.115402),(41 16.112192),
(1 0.00059386337),(2 1.7847856),(3 4.5692),(4 5.5192327),(5 5.522761),(6 5.8730354),(7 6.3921404),(8 6.7966905),(9 6.7971277),(10 6.7564173),(11 6.4598346),(12 6.7652225),(13 6.7684813),(14 7.103451),(15 7.656385),(16 8.043745),(17 8.04724),(18 8.389379),(19 8.386268),(20 8.535732),(21 8.533255),(22 8.216501),(23 8.27115),(24 8.832105),(25 8.833805),(26 9.114232),(27 9.161861),(28 9.427848),(29 9.430621),(30 9.183264),(31 9.044244),(32 9.129555),(33 9.131751),(34 8.966505),(35 9.16944),(36 9.348173),(37 9.353297),(38 9.1400585),(39 9.204698),(40 9.45853),(41 9.456229),
(1 0.0006427637),(2 1.6039289),(3 3.8619733),(4 4.6246414),(5 4.626778),(6 4.8245835),(7 5.3717194),(8 5.7172694),(9 5.718792),(10 5.5383244),(11 5.455144),(12 5.8792286),(13 5.8833175),(14 6.135101),(15 6.3980846),(16 6.8055053),(17 6.805173),(18 6.962862),(19 6.985926),(20 7.222078),(21 7.225131),(22 7.04134),(23 7.0175796),(24 7.341161),(25 7.347952),(26 7.4564667),(27 7.6053367),(28 7.824406),(29 7.8260293),(30 7.5844145),(31 7.3831334),(32 7.6406274),(33 7.6426177),(34 7.508775),(35 7.5803037),(36 7.942052),(37 7.939877),(38 7.7793436),(39 7.6819577),(40 7.8551025),(41 7.854352),
(1 0.00063078315),(2 1.3246578),(3 3.176373),(4 3.6863794),(5 3.6899188),(6 3.906279),(7 4.1955733),(8 4.4807224),(9 4.480688),(10 4.3925753),(11 4.3139443),(12 4.6733527),(13 4.675189),(14 4.721116),(15 5.046832),(16 5.4179378),(17 5.415946),(18 5.4634385),(19 5.5056686),(20 5.638767),(21 5.639943),(22 5.4273133),(23 5.512466),(24 5.772608),(25 5.771975),(26 5.7603984),(27 5.864238),(28 6.1452107),(29 6.135472),(30 5.9398375),(31 5.9328885),(32 6.1063733),(33 6.1047935),(34 5.903943),(35 5.9757514),(36 6.2022023),(37 6.201267),(38 6.138398),(39 6.0529876),(40 6.2119546),(41 6.2110276),
(1 0.0006188479),(2 1.0469148),(3 2.3803642),(4 2.8129113),(5 2.8149242),(6 2.9029634),(7 3.0540488),(8 3.281741),(9 3.2819173),(10 3.280565),(11 3.2838924),(12 3.509915),(13 3.5104175),(14 3.5351303),(15 3.710675),(16 3.9824598),(17 3.9823983),(18 3.9677007),(19 4.039781),(20 4.2389126),(21 4.2392554),(22 4.176966),(23 4.051287),(24 4.296171),(25 4.294317),(26 4.2460713),(27 4.366137),(28 4.5904655),(29 4.5761647),(30 4.35379),(31 4.302606),(32 4.413831),(33 4.414371),(34 4.3552766),(35 4.3575087),(36 4.6018524),(37 4.5982547),(38 4.465186),(39 4.400374),(40 4.5803437),(41 4.580364),
(1 0.0005591381),(2 0.8304463),(3 1.805266),(4 2.146907),(5 2.1479912),(6 2.24411),(7 2.3283734),(8 2.480496),(9 2.4806345),(10 2.4940977),(11 2.5255907),(12 2.733366),(13 2.7342956),(14 2.752686),(15 2.867107),(16 3.1109855),(17 3.1103332),(18 3.091063),(19 3.1251326),(20 3.2376628),(21 3.2367604),(22 3.1337907),(23 3.135136),(24 3.3090374),(25 3.3067482),(26 3.2670608),(27 3.323147),(28 3.5128136),(29 3.497108),(30 3.4147086),(31 3.329695),(32 3.39041),(33 3.3885913),(34 3.295644),(35 3.285484),(36 3.427968),(37 3.4246686),(38 3.3975463),(39 3.3042996),(40 3.4621665),(41 3.462033),
(1 0.00046599403),(2 0.5963836),(3 1.2567168),(4 1.4845389),(5 1.4862603),(6 1.550313),(7 1.6231881),(8 1.7115269),(9 1.7120439),(10 1.7193782),(11 1.7322648),(12 1.8184211),(13 1.817995),(14 1.8564104),(15 1.9539114),(16 2.085422),(17 2.0851843),(18 2.0697606),(19 2.1228921),(20 2.20709),(21 2.2074285),(22 2.1265922),(23 2.1045778),(24 2.25081),(25 2.248133),(26 2.2524142),(27 2.3073258),(28 2.422134),(29 2.4117239),(30 2.2827835),(31 2.2327998),(32 2.2831714),(33 2.2814584),(34 2.2267742),(35 2.1890516),(36 2.3094215),(37 2.3073063),(38 2.2643883),(39 2.2485056),(40 2.3565793),(41 2.3563716),
