1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 51.50847),(2 60.6559),(3 62.03195),(4 64.35718),(5 66.216774),(6 66.9052),(7 68.31953),(8 68.71823),(9 70.001854),(10 69.37008),(11 69.51761),(12 69.20937),(13 70.05503),(14 70.26007),(15 70.00434),(16 70.069336),(17 70.88351),(18 71.94838),(19 72.69326),(20 72.93751),(21 72.58716),(22 73.79913),(23 73.27609),(24 72.76531),(25 73.14883),(26 74.94941),(27 74.14732),(28 73.83068),(29 73.97626),(30 75.0479),(31 75.15497),(32 75.53845),(33 74.86421),(34 74.751625),(35 74.8051),(36 74.20987),(37 74.97145),(38 75.434364),(39 75.02929),(40 74.65876),(41 74.3478),(42 74.25358),(43 74.25441),(44 74.38355),(45 75.13722),(46 74.70141),(47 74.06657),(48 74.94649),(49 75.15159),(50 76.792404),(51 76.45087),(52 76.36329),(53 76.69855),(54 76.74182),(55 76.95597),(56 76.5624),(57 77.43755),(58 77.33793),(59 76.95906),(60 77.11208),(61 77.54678),(62 79.08229),(63 78.226616),(64 78.88634),(65 79.96206),(66 79.51689),(67 80.61375),(68 81.18684),(69 82.16443),(70 82.184746),(71 82.95173),(72 83.555176),(73 83.29566),(74 84.642746),(75 83.963104),(76 84.97596),(77 85.45849),(78 84.60462),(79 84.709816),
(1 51.068134),(2 60.319763),(3 63.130054),(4 65.157265),(5 67.4156),(6 67.75905),(7 69.0278),(8 68.91052),(9 70.26899),(10 69.86409),(11 70.06757),(12 70.157814),(13 70.415016),(14 70.65501),(15 70.53283),(16 70.78925),(17 72.235085),(18 72.33522),(19 72.51779),(20 73.035866),(21 72.82096),(22 73.48888),(23 73.46546),(24 73.76882),(25 73.9186),(26 74.5598),(27 74.784355),(28 74.73816),(29 74.7929),(30 75.08965),(31 75.387634),(32 75.57387),(33 75.28013),(34 75.62364),(35 75.87271),(36 75.08062),(37 75.889656),(38 75.83833),(39 75.697075),(40 75.87074),(41 75.254906),(42 76.105354),(43 77.11865),(44 77.14275),(45 76.9647),(46 76.68099),(47 76.04016),(48 77.26421),(49 78.09455),(50 78.02296),(51 78.33616),(52 79.31497),(53 78.44171),(54 78.30543),(55 78.54578),(56 77.99456),(57 78.25148),(58 78.52856),(59 78.491165),(60 78.73468),(61 77.999596),(62 79.4239),(63 78.685135),(64 77.5552),(65 78.31506),(66 78.40461),(67 78.47511),(68 78.66425),(69 78.53191),(70 78.20696),(71 78.10343),(72 79.31059),(73 78.48965),(74 79.48206),(75 78.9818),(76 79.00214),(77 79.42376),(78 79.46195),(79 79.64321),
(1 51.48783),(2 60.32762),(3 61.954063),(4 63.9363),(5 65.69881),(6 67.56057),(7 68.43517),(8 68.66293),(9 69.1979),(10 69.08481),(11 69.621605),(12 70.07998),(13 69.64979),(14 71.28594),(15 70.74899),(16 70.47396),(17 72.131004),(18 72.30587),(19 72.45134),(20 72.80692),(21 72.727356),(22 73.45566),(23 73.02964),(24 73.273125),(25 73.97625),(26 73.79161),(27 74.54318),(28 74.40208),(29 74.75143),(30 74.556694),(31 74.47491),(32 75.70961),(33 74.5996),(34 75.12209),(35 74.47258),(36 74.88023),(37 74.42831),(38 74.86503),(39 73.66905),(40 74.06416),(41 74.318565),(42 74.76884),(43 74.45153),(44 75.01731),(45 75.0175),(46 74.59088),(47 74.680084),(48 75.2317),(49 75.4767),(50 75.83649),(51 76.50278),(52 76.83927),(53 76.61532),(54 77.47093),(55 77.70659),(56 78.12082),(57 78.23696),(58 78.91696),(59 78.84486),(60 78.64181),(61 79.14845),(62 79.76259),(63 79.68188),(64 79.583145),(65 80.16242),(66 80.445885),(67 80.61244),(68 81.122925),(69 81.64202),(70 81.63052),(71 82.85543),(72 83.700226),(73 84.10683),(74 85.35093),(75 84.3947),(76 83.97775),(77 84.27874),(78 84.87317),(79 85.21131),
(1 50.911133),(2 59.14566),(3 61.45179),(4 64.148964),(5 65.44482),(6 67.15373),(7 67.51154),(8 68.25417),(9 68.756386),(10 69.03536),(11 69.29226),(12 69.5169),(13 69.64021),(14 69.43654),(15 69.41434),(16 70.10926),(17 70.27958),(18 70.39629),(19 71.11735),(20 70.46825),(21 70.69203),(22 71.0697),(23 71.06102),(24 71.87889),(25 72.09779),(26 73.13516),(27 72.82824),(28 73.46336),(29 74.03489),(30 74.38665),(31 74.17899),(32 74.34078),(33 74.75352),(34 74.740906),(35 74.19327),(36 74.34196),(37 74.79657),(38 74.97589),(39 74.61651),(40 74.08667),(41 74.36864),(42 74.663216),(43 74.60532),(44 74.28439),(45 74.36977),(46 75.03358),(47 75.40487),(48 75.25185),(49 75.74141),(50 75.914665),(51 75.43525),(52 75.603836),(53 75.57418),(54 75.63895),(55 76.0303),(56 76.5841),(57 76.34233),(58 77.16407),(59 76.832695),(60 76.4251),(61 77.039566),(62 77.223595),(63 76.91011),(64 77.02715),(65 77.427),(66 77.59791),(67 78.149315),(68 78.97578),(69 79.6528),(70 80.44449),(71 80.82425),(72 81.44362),(73 82.46413),(74 83.5146),(75 82.65902),(76 82.724266),(77 83.322075),(78 83.70256),(79 83.55987),
(1 50.48679),(2 59.376556),(3 61.611897),(4 63.810265),(5 65.79513),(6 66.29309),(7 67.05225),(8 67.66659),(9 68.39832),(10 69.14873),(11 69.47246),(12 69.27967),(13 70.14553),(14 70.63082),(15 69.88673),(16 69.85788),(17 71.15457),(18 71.58575),(19 71.00812),(20 70.725975),(21 70.96561),(22 71.83666),(23 71.950745),(24 71.18771),(25 71.57402),(26 73.21069),(27 72.97122),(28 73.034454),(29 73.676544),(30 73.64336),(31 73.0717),(32 72.86734),(33 72.917725),(34 72.49554),(35 71.99884),(36 72.88536),(37 72.9247),(38 73.09548),(39 72.79404),(40 72.09173),(41 72.95553),(42 74.065544),(43 73.953926),(44 73.66121),(45 73.73198),(46 73.93747),(47 74.40976),(48 74.79291),(49 74.822815),(50 75.48089),(51 75.007866),(52 75.747055),(53 76.07276),(54 76.84288),(55 76.89525),(56 76.83651),(57 77.045204),(58 76.66967),(59 76.612015),(60 76.289185),(61 76.51541),(62 76.74631),(63 76.60619),(64 77.23986),(65 76.43166),(66 76.45873),(67 77.30116),(68 77.49833),(69 78.44587),(70 78.62086),(71 79.58484),(72 79.67032),(73 79.98765),(74 80.95862),(75 79.85918),(76 79.85811),(77 79.433334),(78 80.37758),(79 79.42162),
(1 50.40557),(2 58.8901),(3 60.82984),(4 63.272537),(5 64.96304),(6 65.87436),(7 66.32246),(8 67.14301),(9 67.84048),(10 68.59763),(11 68.83977),(12 68.42732),(13 68.940475),(14 69.059364),(15 68.98505),(16 68.56382),(17 69.983955),(18 69.98834),(19 69.97597),(20 71.23931),(21 71.434235),(22 72.03632),(23 72.04531),(24 72.71812),(25 73.11797),(26 74.1344),(27 73.80303),(28 73.30425),(29 73.995155),(30 74.55348),(31 74.94289),(32 74.917984),(33 74.23871),(34 74.46425),(35 74.29629),(36 74.269394),(37 74.941055),(38 75.205986),(39 75.01105),(40 74.50105),(41 74.799995),(42 75.61057),(43 75.08146),(44 75.72787),(45 75.24948),(46 75.25593),(47 75.2256),(48 75.85336),(49 76.20983),(50 76.232666),(51 75.545166),(52 75.40723),(53 75.47306),(54 76.13421),(55 76.31203),(56 76.34054),(57 77.319695),(58 77.44139),(59 77.37469),(60 77.81921),(61 77.25062),(62 78.24134),(63 77.48336),(64 77.53719),(65 77.49789),(66 78.13325),(67 78.762825),(68 79.76406),(69 79.47982),(70 79.42421),(71 80.957375),(72 81.92705),(73 81.86152),(74 82.32428),(75 82.17802),(76 82.7908),(77 83.85022),(78 83.49892),(79 82.94836),
(1 49.9213),(2 58.620148),(3 59.729385),(4 62.63442),(5 63.43965),(6 64.35886),(7 64.897415),(8 65.66808),(9 66.690674),(10 67.22151),(11 67.386765),(12 67.875275),(13 67.29165),(14 68.01552),(15 67.16327),(16 67.73627),(17 68.03728),(18 69.05541),(19 68.99233),(20 68.74088),(21 68.94476),(22 69.83959),(23 69.90274),(24 69.84937),(25 70.33641),(26 71.55848),(27 71.482025),(28 71.98801),(29 72.174706),(30 72.953995),(31 72.49776),(32 71.62183),(33 71.364),(34 72.01902),(35 71.42844),(36 71.82228),(37 71.906944),(38 72.09729),(39 71.7902),(40 71.54789),(41 71.37202),(42 71.410034),(43 70.81005),(44 71.531456),(45 71.960754),(46 72.43659),(47 72.58551),(48 73.04937),(49 73.380264),(50 72.710045),(51 73.347595),(52 73.89011),(53 74.69606),(54 75.178856),(55 75.58463),(56 75.16097),(57 75.69068),(58 75.39329),(59 75.15913),(60 75.802505),(61 75.30298),(62 75.668816),(63 76.29108),(64 76.52957),(65 76.79953),(66 76.612526),(67 77.0862),(68 77.21686),(69 78.049034),(70 79.38858),(71 80.08447),(72 81.043236),(73 80.96479),(74 82.160934),(75 82.12158),(76 81.80437),(77 82.877495),(78 82.63072),(79 82.14977),
(1 49.611347),(2 58.296085),(3 60.028465),(4 61.372906),(5 62.780437),(6 64.269394),(7 65.153465),(8 65.546364),(9 65.692726),(10 66.533295),(11 66.48319),(12 67.13453),(13 68.01275),(14 68.38902),(15 68.15269),(16 68.755875),(17 69.54002),(18 70.02204),(19 70.547356),(20 70.06193),(21 70.54544),(22 70.823906),(23 71.32692),(24 71.57991),(25 71.86767),(26 72.61186),(27 72.76445),(28 73.458855),(29 73.1075),(30 73.46655),(31 74.03959),(32 73.03232),(33 73.18442),(34 73.38018),(35 73.188774),(36 73.345375),(37 72.90254),(38 73.84982),(39 73.52555),(40 74.238655),(41 73.65971),(42 74.196655),(43 73.942314),(44 73.657425),(45 74.52648),(46 74.089874),(47 73.9175),(48 74.422714),(49 74.43646),(50 75.1639),(51 75.10546),(52 74.8701),(53 74.93137),(54 75.25439),(55 74.35859),(56 74.67271),(57 75.40326),(58 75.55144),(59 75.206795),(60 75.13277),(61 74.43901),(62 75.27961),(63 74.54138),(64 74.85775),(65 74.75636),(66 75.631195),(67 75.65032),(68 76.09387),(69 76.803925),(70 76.20771),(71 77.00971),(72 77.66526),(73 77.83033),(74 77.780495),(75 78.07453),(76 77.43976),(77 77.87473),(78 78.24386),(79 77.95661),
(1 49.65753),(2 57.37913),(3 59.770767),(4 61.845642),(5 63.345875),(6 64.55318),(7 64.58393),(8 66.09546),(9 65.90591),(10 66.501175),(11 66.92721),(12 66.47501),(13 67.20929),(14 68.02673),(15 67.802),(16 67.72064),(17 68.54555),(18 69.238144),(19 68.51469),(20 68.788055),(21 69.34907),(22 70.09029),(23 70.61022),(24 70.41756),(25 71.3591),(26 72.63567),(27 72.77241),(28 72.57331),(29 72.15851),(30 72.23991),(31 73.14724),(32 72.02621),(33 72.717766),(34 73.023285),(35 73.07133),(36 72.708),(37 72.78088),(38 72.83831),(39 72.20695),(40 72.45207),(41 72.33511),(42 73.46823),(43 73.18952),(44 73.57401),(45 73.33839),(46 73.409386),(47 73.12533),(48 74.11637),(49 74.35527),(50 75.024345),(51 75.253975),(52 75.35757),(53 75.60848),(54 75.396484),(55 75.244286),(56 76.41695),(57 76.45624),(58 76.58507),(59 76.42839),(60 76.34911),(61 76.45896),(62 77.26427),(63 77.37987),(64 78.02723),(65 77.996506),(66 77.95354),(67 77.7723),(68 78.82579),(69 78.84729),(70 79.38637),(71 80.229065),(72 81.12284),(73 80.62304),(74 80.96293),(75 80.949486),(76 81.62042),(77 81.505226),(78 82.325),(79 81.830215),
(1 48.097603),(2 56.547077),(3 58.750748),(4 60.49863),(5 62.312855),(6 63.92125),(7 64.4533),(8 65.030464),(9 65.769325),(10 66.11424),(11 66.35121),(12 66.251755),(13 67.32653),(14 66.897385),(15 67.103745),(16 66.7893),(17 67.7902),(18 67.87948),(19 67.73093),(20 67.78698),(21 68.668274),(22 69.46899),(23 69.260216),(24 70.059586),(25 70.63309),(26 70.353546),(27 70.77751),(28 71.33018),(29 71.32378),(30 71.78848),(31 71.38264),(32 71.72363),(33 71.42321),(34 71.880745),(35 71.67359),(36 71.54655),(37 72.37454),(38 73.03196),(39 72.782265),(40 71.7412),(41 71.74912),(42 71.63132),(43 71.88205),(44 72.022934),(45 72.00467),(46 72.12287),(47 72.36071),(48 72.48598),(49 72.6627),(50 73.06746),(51 72.592674),(52 73.02578),(53 74.59147),(54 74.778755),(55 74.74375),(56 74.40308),(57 74.051506),(58 74.646965),(59 73.916695),(60 73.66431),(61 73.34497),(62 73.919556),(63 74.41127),(64 75.34255),(65 75.493484),(66 75.01019),(67 75.747055),(68 76.48174),(69 77.23749),(70 78.16048),(71 78.27519),(72 79.45877),(73 80.03216),(74 80.582664),(75 80.42991),(76 80.48557),(77 81.1402),(78 81.76137),(79 81.55778),
(1 48.995274),(2 57.20151),(3 58.34462),(4 61.2322),(5 62.952263),(6 64.06269),(7 65.33463),(8 65.257065),(9 65.67655),(10 66.265335),(11 66.23606),(12 66.55693),(13 67.85777),(14 67.50176),(15 67.38019),(16 68.11323),(17 67.686615),(18 68.63969),(19 68.94251),(20 69.24141),(21 69.310745),(22 69.417274),(23 69.83843),(24 69.81487),(25 69.799446),(26 70.459274),(27 70.58557),(28 71.3178),(29 71.55818),(30 71.54044),(31 71.60629),(32 71.07672),(33 70.90365),(34 71.62353),(35 71.26725),(36 71.6367),(37 71.90439),(38 72.68361),(39 72.74201),(40 72.53876),(41 72.687256),(42 72.59181),(43 72.70296),(44 72.70564),(45 73.304535),(46 73.49413),(47 73.38199),(48 74.27856),(49 74.507195),(50 75.655396),(51 74.951256),(52 74.04434),(53 74.95468),(54 75.45955),(55 74.9785),(56 75.73918),(57 76.777435),(58 76.76685),(59 76.50738),(60 76.66755),(61 76.18036),(62 75.91542),(63 75.87347),(64 75.4672),(65 75.37738),(66 75.18177),(67 74.974266),(68 75.041985),(69 75.31112),(70 75.52332),(71 75.48948),(72 75.881615),(73 76.616425),(74 77.29596),(75 76.37131),(76 77.41684),(77 77.34577),(78 76.78382),(79 76.99205),
(1 48.87667),(2 57.996536),(3 59.718983),(4 61.715775),(5 63.189667),(6 64.227486),(7 64.31194),(8 64.48117),(9 65.10345),(10 65.533005),(11 65.50472),(12 65.76041),(13 65.922424),(14 67.09789),(15 66.551765),(16 66.71762),(17 67.66223),(18 67.8817),(19 67.9072),(20 68.10185),(21 68.72302),(22 69.307365),(23 69.47991),(24 68.59671),(25 68.94034),(26 70.032684),(27 70.19744),(28 70.21676),(29 70.49775),(30 71.132935),(31 71.308395),(32 71.23105),(33 71.62039),(34 72.2157),(35 72.00942),(36 71.948074),(37 71.42884),(38 71.651695),(39 71.00333),(40 71.933044),(41 72.19585),(42 72.572525),(43 72.72541),(44 72.05668),(45 72.77951),(46 72.61672),(47 72.82405),(48 72.589905),(49 73.37165),(50 72.60688),(51 73.508705),(52 73.29281),(53 73.58561),(54 73.65257),(55 74.27576),(56 74.32122),(57 74.15715),(58 74.70313),(59 75.05579),(60 75.42712),(61 74.449425),(62 74.74569),(63 74.50554),(64 75.37294),(65 75.549805),(66 75.2575),(67 75.83009),(68 76.056496),(69 77.526184),(70 76.73798),(71 78.625755),(72 78.59258),(73 78.48742),(74 79.28198),(75 79.52735),(76 79.45591),(77 80.45446),(78 80.227905),(79 80.29996),
(1 48.729443),(2 56.344383),(3 58.191628),(4 60.040134),(5 61.1175),(6 62.071392),(7 63.11625),(8 63.777405),(9 64.54087),(10 65.11753),(11 65.15285),(12 64.59026),(13 65.35803),(14 65.51527),(15 65.45533),(16 65.22036),(17 65.630104),(18 66.71078),(19 66.67228),(20 66.873146),(21 66.86436),(22 68.20326),(23 68.16445),(24 67.32425),(25 67.472275),(26 68.27281),(27 69.10942),(28 68.839615),(29 68.99465),(30 69.04242),(31 69.152306),(32 69.04694),(33 69.42268),(34 69.55202),(35 69.01924),(36 68.94998),(37 68.76989),(38 69.4159),(39 69.53894),(40 68.80887),(41 69.031975),(42 69.35977),(43 69.47245),(44 68.81619),(45 69.324005),(46 69.241585),(47 69.48801),(48 69.85669),(49 69.89998),(50 71.16099),(51 70.608345),(52 71.3716),(53 71.575294),(54 71.81195),(55 71.55393),(56 71.88167),(57 72.22817),(58 72.23366),(59 72.24156),(60 71.658005),(61 72.13318),(62 72.38307),(63 72.70419),(64 72.95853),(65 73.36182),(66 73.518486),(67 73.72216),(68 74.56924),(69 74.87084),(70 75.73942),(71 75.72334),(72 77.117035),(73 78.33355),(74 79.10086),(75 78.99567),(76 79.1877),(77 79.98149),(78 80.144585),(79 79.14712),
(1 49.651695),(2 57.607983),(3 59.297466),(4 61.22725),(5 62.77513),(6 64.6115),(7 65.313705),(8 65.717155),(9 65.674736),(10 66.93275),(11 66.434105),(12 66.36463),(13 66.68544),(14 67.03288),(15 66.655304),(16 67.575714),(17 68.04288),(18 68.95119),(19 68.88135),(20 69.575714),(21 69.718575),(22 70.479164),(23 70.01114),(24 69.895485),(25 70.42409),(26 71.001625),(27 71.52743),(28 71.67922),(29 71.899055),(30 72.23428),(31 72.54384),(32 71.91939),(33 71.74412),(34 71.75938),(35 71.73938),(36 72.39351),(37 71.7981),(38 71.80763),(39 72.03298),(40 71.451256),(41 72.36072),(42 73.08129),(43 72.01299),(44 72.39604),(45 72.36761),(46 73.143616),(47 73.41483),(48 73.46772),(49 73.928406),(50 74.452644),(51 75.2024),(52 74.64173),(53 73.73831),(54 74.486626),(55 74.89447),(56 74.76855),(57 74.92892),(58 75.11585),(59 74.858765),(60 75.21276),(61 74.48968),(62 74.215645),(63 73.637375),(64 73.815445),(65 74.6939),(66 74.80638),(67 74.91354),(68 75.59762),(69 75.52041),(70 75.05181),(71 75.21404),(72 76.23987),(73 76.49191),(74 77.240326),(75 76.39235),(76 76.35411),(77 76.79326),(78 76.921196),(79 76.86248),
(1 48.163586),(2 55.86447),(3 58.021683),(4 60.69924),(5 62.243496),(6 63.164482),(7 63.938774),(8 63.742702),(9 64.59213),(10 64.959236),(11 64.84489),(12 64.27721),(13 65.11762),(14 66.16452),(15 65.963745),(16 66.106895),(17 66.46751),(18 67.266594),(19 67.15661),(20 66.93421),(21 67.67142),(22 68.16848),(23 68.354515),(24 68.016525),(25 68.73016),(26 69.10265),(27 69.079735),(28 69.745605),(29 69.500824),(30 69.880745),(31 69.493195),(32 69.968056),(33 69.83379),(34 70.08418),(35 70.358894),(36 69.90401),(37 69.87267),(38 70.230255),(39 69.83133),(40 69.900444),(41 70.375145),(42 71.018524),(43 70.55628),(44 70.4987),(45 70.22118),(46 70.20678),(47 70.1179),(48 70.780945),(49 71.487915),(50 71.37772),(51 71.49028),(52 71.41897),(53 72.115265),(54 71.94887),(55 72.93874),(56 73.29382),(57 73.67199),(58 72.97239),(59 73.24575),(60 73.48966),(61 73.38336),(62 73.84167),(63 73.187256),(64 72.18398),(65 72.79127),(66 73.65102),(67 73.75723),(68 74.40574),(69 74.899475),(70 74.96229),(71 75.305984),(72 76.521065),(73 76.45811),(74 76.84048),(75 77.23117),(76 77.283165),(77 78.45013),(78 78.675415),(79 79.017334),
(1 48.447437),(2 55.935127),(3 58.068558),(4 60.06134),(5 61.93798),(6 62.95156),(7 63.33095),(8 63.58102),(9 63.864315),(10 64.44325),(11 65.22137),(12 65.95483),(13 66.03125),(14 66.00238),(15 65.75899),(16 65.50019),(17 65.80039),(18 66.60098),(19 66.470276),(20 66.962135),(21 66.86807),(22 67.0397),(23 67.21336),(24 67.51799),(25 68.22006),(26 69.29794),(27 69.539764),(28 69.38343),(29 69.287254),(30 70.1221),(31 70.473495),(32 70.3418),(33 70.685234),(34 70.7297),(35 70.691444),(36 70.510574),(37 70.89707),(38 71.677925),(39 71.95493),(40 72.014534),(41 71.32171),(42 71.82805),(43 72.26387),(44 71.80351),(45 71.53282),(46 71.59404),(47 71.536194),(48 72.04551),(49 72.08725),(50 72.72611),(51 72.39141),(52 72.60494),(53 72.581566),(54 73.052925),(55 72.83452),(56 72.82344),(57 73.07736),(58 72.9466),(59 72.75479),(60 72.35659),(61 72.274185),(62 72.77311),(63 72.17263),(64 72.34604),(65 73.381355),(66 73.36521),(67 73.98875),(68 74.02508),(69 74.35158),(70 74.72411),(71 75.67993),(72 76.77676),(73 77.10542),(74 78.2712),(75 78.13459),(76 78.06003),(77 79.13018),(78 79.80789),(79 79.43241),
(1 48.38606),(2 56.138508),(3 57.86753),(4 60.02157),(5 61.21657),(6 62.58286),(7 62.86901),(8 62.933723),(9 63.80885),(10 63.776558),(11 63.95914),(12 63.387234),(13 64.842834),(14 65.11168),(15 64.68357),(16 64.74304),(17 65.18396),(18 65.548416),(19 66.068985),(20 65.99878),(21 66.01042),(22 66.78967),(23 66.56713),(24 66.11768),(25 66.38277),(26 68.27821),(27 67.72591),(28 67.53667),(29 68.05036),(30 68.64289),(31 69.13057),(32 69.12436),(33 69.112946),(34 68.96535),(35 68.75263),(36 68.62027),(37 68.90855),(38 69.10713),(39 69.25771),(40 68.98937),(41 68.97106),(42 69.13254),(43 68.889626),(44 68.57283),(45 68.92728),(46 69.8124),(47 70.12037),(48 70.86494),(49 71.092926),(50 71.22924),(51 71.87206),(52 71.64072),(53 71.8212),(54 71.96707),(55 72.15685),(56 71.75335),(57 72.55014),(58 72.0689),(59 71.8188),(60 71.69788),(61 71.21617),(62 71.712074),(63 71.85544),(64 71.50912),(65 71.899345),(66 72.354195),(67 72.38609),(68 71.996666),(69 72.10928),(70 72.1735),(71 73.223885),(72 73.511955),(73 73.622505),(74 73.88664),(75 73.33589),(76 73.51394),(77 73.91958),(78 74.57038),(79 74.9348),
(1 46.893295),(2 54.821632),(3 56.337402),(4 57.923862),(5 59.833374),(6 61.135757),(7 61.988075),(8 62.66797),(9 63.04539),(10 63.247593),(11 63.008152),(12 64.21569),(13 63.655014),(14 64.346),(15 63.41967),(16 64.144745),(17 64.23968),(18 65.03792),(19 65.187195),(20 64.259094),(21 64.78159),(22 65.34741),(23 65.2262),(24 65.22021),(25 65.858894),(26 66.5342),(27 66.491844),(28 66.87682),(29 66.84395),(30 66.901596),(31 67.120834),(32 66.98416),(33 66.99281),(34 67.229744),(35 67.43253),(36 66.97738),(37 66.93944),(38 67.71926),(39 67.793945),(40 68.321014),(41 68.621666),(42 68.60978),(43 68.59621),(44 68.68665),(45 68.85462),(46 68.803314),(47 68.5124),(48 69.71949),(49 69.94283),(50 70.35161),(51 71.14173),(52 70.85441),(53 70.7576),(54 70.865944),(55 71.51941),(56 71.37206),(57 71.65032),(58 71.72548),(59 71.89799),(60 71.98583),(61 71.31987),(62 71.87195),(63 72.02073),(64 71.87249),(65 72.6027),(66 72.24997),(67 72.054085),(68 72.83138),(69 72.98817),(70 73.43631),(71 74.08765),(72 73.7546),(73 73.59287),(74 74.71922),(75 75.21609),(76 75.294266),(77 75.24638),(78 76.36501),(79 75.795235),
