1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18812.049),(2 52842.332),(3 154064.94),(4 238775.33),(5 305641.7),(6 391292.6),(7 479315),(8 548039.94),(9 616642.9),(10 698963.7),(11 748801.3),(12 801576),(13 860886.56),(14 909127.94),(15 957738.2),(16 1020494.56),(17 1065824.5),(18 1122645.1),(19 1192329.1),(20 1253975.1),(21 1318782.4),(22 1394245),(23 1444536),(24 1461697.4),(25 1489392.4),(26 1527271.6),(27 1572642),(28 1648674.9),(29 1674551.4),(30 1724728),(31 1783598.5),(32 1860178),(33 1966887.4),(34 2086383.4),(35 2192411.3),(36 2298915.8),(37 2389718.3),(38 2459017.3),(39 2515248.8),(40 2563300.3),(41 2588299),(42 2617510.8),(43 2655716.3),(44 2673910.8),(45 2704146.3),(46 2719748.5),(47 2721159.8),(48 2713650),(49 2696006.3),(50 2684133.3),(51 2680527.3),(52 2688214.8),(53 2763570.5),(54 2791055.5),(55 2825477.3),(56 2860287.3),(57 2924668.8),(58 3025891),(59 3125353.3),(60 3277516),(61 3470436.8),(62 3691729.3),(63 3944413.3),(64 4258251),(65 4495230),(66 4737581.5),(67 5009884.5),(68 5247468.5),(69 5501891.5),(70 5757274),(71 5982065.5),(72 6225716.5),(73 6444844.5),(74 6580032.5),(75 6763980.5),(76 6942508.5),(77 7130767.5),(78 7398614),(79 7604016.5),
(1 47.430622),(2 58.463436),(3 67.3407),(4 73.37403),(5 76.32912),(6 79.45842),(7 82.29368),(8 84.20981),(9 85.795746),(10 87.863754),(11 87.84313),(12 88.86632),(13 91.39073),(14 92.10722),(15 93.0308),(16 93.95075),(17 93.91287),(18 94.60806),(19 95.62374),(20 96.32679),(21 96.83133),(22 97.141556),(23 96.64126),(24 96.925896),(25 96.74115),(26 97.3712),(27 96.93023),(28 96.99572),(29 96.4358),(30 96.65684),(31 97.257904),(32 97.56079),(33 98.20709),(34 98.43993),(35 98.14266),(36 98.75244),(37 99.01949),(38 98.54356),(39 98.54198),(40 98.85551),(41 98.62936),(42 98.20726),(43 99.34735),(44 99.18413),(45 98.468506),(46 98.44813),(47 99.372345),(48 99.29086),(49 100.423996),(50 101.27463),(51 102.43562),(52 103.880844),(53 104.19522),(54 103.8008),(55 104.09469),(56 104.0387),(57 103.64975),(58 104.55151),(59 104.33764),(60 104.079605),(61 106.03521),(62 104.824165),(63 105.5454),(64 105.33335),(65 104.43304),(66 104.20895),(67 104.76832),(68 103.64447),(69 103.42235),(70 103.43191),(71 102.520676),(72 102.59386),(73 102.09828),(74 101.70978),(75 101.975655),(76 100.99091),(77 100.43812),(78 100.84849),(79 100.681046),
(1 47.123547),(2 58.623367),(3 66.04218),(4 71.296104),(5 74.56935),(6 78.03694),(7 80.81045),(8 82.4411),(9 83.26713),(10 84.52299),(11 85.87776),(12 86.6862),(13 88.23723),(14 88.6361),(15 89.37929),(16 90.17821),(17 90.9374),(18 91.0248),(19 92.03996),(20 91.46202),(21 92.653206),(22 93.60183),(23 92.83328),(24 93.17693),(25 93.72227),(26 93.46362),(27 94.62182),(28 94.8022),(29 94.86171),(30 95.28396),(31 95.76015),(32 95.2766),(33 96.049446),(34 96.72106),(35 95.7653),(36 95.31639),(37 96.26947),(38 94.70654),(39 95.089836),(40 94.718925),(41 94.88011),(42 94.97517),(43 95.252106),(44 95.70943),(45 95.111084),(46 95.7433),(47 95.75209),(48 95.431305),(49 95.90925),(50 96.018135),(51 96.94737),(52 98.53124),(53 99.04987),(54 98.494736),(55 99.415184),(56 99.63744),(57 99.811264),(58 100.84616),(59 101.134346),(60 101.5941),(61 101.281425),(62 100.99705),(63 100.630356),(64 100.743225),(65 99.88175),(66 99.66273),(67 99.56292),(68 98.466675),(69 98.59767),(70 98.49537),(71 97.00658),(72 97.25291),(73 98.14943),(74 97.03705),(75 97.125465),(76 96.28061),(77 97.087105),(78 97.56144),(79 97.5961),
(1 45.72296),(2 56.353844),(3 65.03755),(4 69.68712),(5 73.00048),(6 76.31265),(7 79.826996),(8 80.46312),(9 81.86134),(10 83.682236),(11 84.70751),(12 85.422424),(13 87.56446),(14 87.54495),(15 87.675285),(16 89.33713),(17 90.45793),(18 90.71245),(19 91.281334),(20 91.791595),(21 92.054474),(22 94.030624),(23 93.744835),(24 94.28929),(25 95.50562),(26 95.60594),(27 96.080505),(28 96.03135),(29 96.27784),(30 96.58846),(31 96.13482),(32 96.35058),(33 96.5678),(34 96.75218),(35 96.54548),(36 96.48231),(37 97.10067),(38 96.0563),(39 96.04825),(40 95.732285),(41 96.790955),(42 95.75395),(43 96.104675),(44 96.100815),(45 95.35697),(46 96.43845),(47 95.96011),(48 95.387726),(49 96.857185),(50 95.91206),(51 96.97451),(52 98.84888),(53 98.743484),(54 98.25893),(55 98.38423),(56 98.570946),(57 98.36669),(58 99.32482),(59 99.37693),(60 99.34739),(61 99.8349),(62 99.22652),(63 100.08971),(64 99.75972),(65 99.06245),(66 98.24417),(67 99.24818),(68 97.795845),(69 97.94537),(70 97.67734),(71 97.34054),(72 96.830025),(73 96.55002),(74 96.80661),(75 96.230286),(76 95.55622),(77 95.98466),(78 96.18301),(79 96.731926),
(1 46.074314),(2 57.23866),(3 65.48833),(4 70.75663),(5 74.62175),(6 77.90464),(7 80.9557),(8 82.3239),(9 84.25448),(10 85.96905),(11 87.10934),(12 88.1517),(13 90.098724),(14 90.23682),(15 90.603485),(16 91.93543),(17 92.84234),(18 93.31122),(19 93.33582),(20 94.31547),(21 94.635605),(22 96.644936),(23 95.4458),(24 95.74252),(25 95.57787),(26 95.679535),(27 96.172455),(28 96.0628),(29 96.26323),(30 96.65579),(31 97.91652),(32 97.71953),(33 97.623314),(34 97.638374),(35 97.88781),(36 97.44047),(37 98.50989),(38 97.82643),(39 97.20009),(40 97.44334),(41 97.23126),(42 96.76988),(43 96.903404),(44 97.06899),(45 96.694695),(46 97.00744),(47 96.153534),(48 96.592865),(49 97.4675),(50 98.05339),(51 99.47203),(52 100.29377),(53 100.79662),(54 100.58026),(55 100.914894),(56 100.61359),(57 100.74084),(58 101.00232),(59 100.52425),(60 100.84735),(61 101.73215),(62 101.84983),(63 100.82382),(64 101.03776),(65 100.57764),(66 100.01019),(67 100.72899),(68 100.29845),(69 100.059166),(70 100.185394),(71 99.53843),(72 99.64401),(73 99.13566),(74 98.29443),(75 97.6632),(76 97.87224),(77 98.500046),(78 98.25884),(79 98.19482),
(1 45.896168),(2 56.070515),(3 65.4179),(4 70.37966),(5 73.14802),(6 76.09378),(7 78.455345),(8 79.56778),(9 80.88525),(10 82.67923),(11 83.97306),(12 84.87277),(13 86.843735),(14 87.64747),(15 88.22304),(16 88.426025),(17 89.075455),(18 88.8998),(19 89.885475),(20 90.29269),(21 91.034454),(22 92.65578),(23 92.36844),(24 93.02002),(25 93.58327),(26 94.3994),(27 93.63699),(28 94.0692),(29 94.24301),(30 93.40353),(31 93.84804),(32 94.00411),(33 94.48248),(34 94.085106),(35 93.72245),(36 92.995926),(37 93.73603),(38 94.01234),(39 93.78543),(40 94.56839),(41 94.08513),(42 94.328224),(43 93.951096),(44 93.308586),(45 92.89164),(46 92.948746),(47 91.95384),(48 92.064445),(49 93.53904),(50 93.02138),(51 94.41687),(52 95.21265),(53 95.311035),(54 95.32066),(55 96.34485),(56 96.00577),(57 96.79984),(58 97.3725),(59 97.01337),(60 97.8294),(61 98.567986),(62 97.87306),(63 97.240166),(64 97.44795),(65 95.86929),(66 95.78482),(67 95.93137),(68 95.77507),(69 95.14486),(70 95.48293),(71 95.97646),(72 95.88694),(73 95.73627),(74 94.37198),(75 94.76181),(76 95.22001),(77 94.79628),(78 94.58634),(79 94.61998),
(1 45.923412),(2 55.68724),(3 63.519226),(4 68.47174),(5 71.34553),(6 73.81469),(7 76.64811),(8 78.346405),(9 79.347466),(10 80.72829),(11 80.92555),(12 82.01557),(13 83.51366),(14 83.44089),(15 85.01447),(16 85.23241),(17 85.19202),(18 85.4715),(19 86.70363),(20 86.830124),(21 88.50818),(22 89.413216),(23 89.991714),(24 91.3135),(25 91.696724),(26 92.619026),(27 92.2607),(28 93.721634),(29 93.55366),(30 93.138885),(31 93.371666),(32 93.7501),(33 94.58049),(34 95.605804),(35 93.90263),(36 93.974625),(37 94.41244),(38 93.70545),(39 94.60449),(40 94.81153),(41 94.839874),(42 93.7469),(43 94.21198),(44 93.645004),(45 93.14497),(46 92.92046),(47 93.13969),(48 93.149216),(49 94.86298),(50 95.01106),(51 95.62717),(52 96.26061),(53 96.61895),(54 96.843376),(55 97.41982),(56 97.88648),(57 97.89011),(58 98.6274),(59 97.88021),(60 98.34134),(61 98.48055),(62 97.51693),(63 97.60924),(64 98.5581),(65 97.3642),(66 96.401245),(67 96.62379),(68 95.68667),(69 95.12823),(70 96.097),(71 96.12019),(72 95.6271),(73 95.87835),(74 94.490555),(75 95.24795),(76 95.91233),(77 94.50637),(78 95.00734),(79 94.74001),
(1 45.301113),(2 55.54405),(3 63.13658),(4 68.40127),(5 71.26474),(6 74.01957),(7 76.72856),(8 77.96253),(9 79.9697),(10 82.053314),(11 82.40523),(12 83.81339),(13 84.54117),(14 85.65676),(15 86.58955),(16 86.27458),(17 86.21874),(18 87.18646),(19 88.23838),(20 88.70662),(21 89.62987),(22 91.228134),(23 90.85022),(24 91.34344),(25 91.4672),(26 91.76496),(27 92.77231),(28 92.52197),(29 92.56418),(30 93.07559),(31 93.55673),(32 93.793884),(33 93.19),(34 93.76269),(35 92.99332),(36 92.96937),(37 93.93905),(38 94.04146),(39 93.64884),(40 93.8546),(41 93.504715),(42 93.33949),(43 93.39444),(44 93.18271),(45 93.366264),(46 94.018456),(47 94.98409),(48 95.05451),(49 95.937225),(50 96.00309),(51 95.82813),(52 96.52189),(53 96.37477),(54 97.19302),(55 97.510475),(56 97.65009),(57 97.34271),(58 97.77932),(59 97.07727),(60 97.3074),(61 98.135544),(62 97.4072),(63 98.58212),(64 98.95782),(65 98.20108),(66 97.701035),(67 98.022514),(68 97.39106),(69 97.057625),(70 97.40664),(71 97.0354),(72 97.21568),(73 96.67045),(74 95.48732),(75 95.620415),(76 95.66045),(77 94.98597),(78 95.35674),(79 95.49868),
(1 45.40296),(2 55.318428),(3 63.382736),(4 69.44256),(5 72.692635),(6 75.26352),(7 78.49494),(8 79.78648),(9 81.13185),(10 82.77949),(11 83.33299),(12 83.759476),(13 84.98725),(14 85.50661),(15 86.32334),(16 87.51477),(17 87.55969),(18 88.35818),(19 89.20004),(20 89.71694),(21 91.00886),(22 91.91281),(23 92.695366),(24 92.15743),(25 92.99473),(26 92.75806),(27 92.096436),(28 92.89229),(29 92.57651),(30 93.00491),(31 92.67465),(32 92.54723),(33 92.55191),(34 93.00408),(35 92.54118),(36 93.13814),(37 94.30926),(38 94.01916),(39 93.43624),(40 92.870636),(41 92.865906),(42 92.247734),(43 92.74374),(44 92.845474),(45 93.112045),(46 94.32394),(47 93.83567),(48 94.60953),(49 95.0342),(50 94.83468),(51 94.64105),(52 95.8147),(53 94.62549),(54 94.75125),(55 95.57083),(56 94.76813),(57 94.691734),(58 95.4913),(59 95.47692),(60 95.775665),(61 95.250854),(62 95.54669),(63 96.21653),(64 96.47815),(65 96.17982),(66 96.037994),(67 95.80537),(68 94.967),(69 94.799484),(70 95.126854),(71 94.10297),(72 93.6673),(73 94.1218),(74 93.912094),(75 93.63994),(76 93.29439),(77 93.04709),(78 93.306046),(79 92.37958),
(1 45.67763),(2 56.283356),(3 65.21813),(4 70.30567),(5 72.96934),(6 76.13881),(7 78.55346),(8 79.90739),(9 81.24216),(10 83.27394),(11 83.84192),(12 84.39085),(13 85.85126),(14 86.74698),(15 87.335526),(16 88.257065),(17 89.29062),(18 89.82972),(19 90.204796),(20 91.14932),(21 91.64833),(22 92.3167),(23 92.73528),(24 92.25304),(25 93.2155),(26 93.22792),(27 93.00921),(28 93.847),(29 94.15703),(30 94.212036),(31 94.95984),(32 93.97098),(33 94.067474),(34 95.37876),(35 95.425606),(36 96.09387),(37 97.256355),(38 96.597084),(39 95.73979),(40 95.90507),(41 95.91536),(42 96.51405),(43 97.266655),(44 97.2463),(45 97.353),(46 96.95218),(47 95.878914),(48 96.64396),(49 96.691055),(50 97.19921),(51 97.42827),(52 98.46602),(53 98.74218),(54 99.40855),(55 99.48538),(56 99.929565),(57 99.38331),(58 99.59308),(59 99.314674),(60 98.4366),(61 99.36295),(62 98.88221),(63 99.26335),(64 99.0687),(65 98.619095),(66 98.0308),(67 98.362686),(68 97.19279),(69 97.27036),(70 97.10389),(71 96.17693),(72 96.49233),(73 96.22946),(74 96.41766),(75 95.15827),(76 95.490456),(77 94.05274),(78 94.43515),(79 93.692314),
(1 44.105892),(2 55.44658),(3 63.13157),(4 67.9374),(5 70.81197),(6 74.509705),(7 76.80251),(8 78.05826),(9 79.56468),(10 81.5185),(11 82.5009),(12 82.76848),(13 83.62594),(14 83.88225),(15 85.19696),(16 85.93057),(17 86.04089),(18 86.39287),(19 86.820175),(20 87.498604),(21 89.01609),(22 90.15661),(23 89.12648),(24 89.84915),(25 91.35549),(26 91.13779),(27 89.857834),(28 90.43445),(29 91.27408),(30 91.13349),(31 91.5973),(32 92.04263),(33 91.4292),(34 92.58539),(35 92.4485),(36 92.39696),(37 92.550446),(38 92.26273),(39 91.255486),(40 91.94607),(41 92.33189),(42 91.3036),(43 91.34961),(44 90.95855),(45 91.2049),(46 91.31356),(47 90.231636),(48 90.602806),(49 90.904366),(50 90.775215),(51 91.48018),(52 92.50768),(53 93.30137),(54 93.16463),(55 92.88708),(56 92.54363),(57 92.72492),(58 93.78693),(59 93.9844),(60 94.06302),(61 95.0842),(62 94.409134),(63 93.99716),(64 94.2623),(65 93.79693),(66 93.4477),(67 93.71591),(68 92.80207),(69 92.868034),(70 93.04733),(71 91.957634),(72 91.82449),(73 92.1008),(74 91.85977),(75 91.089066),(76 91.85105),(77 90.23048),(78 91.66039),(79 91.66719),
(1 44.28165),(2 55.182987),(3 62.70086),(4 68.197624),(5 70.9596),(6 73.196594),(7 75.84583),(8 77.42387),(9 79.05582),(10 80.17115),(11 81.1354),(12 81.785965),(13 82.54874),(14 83.688385),(15 84.9926),(16 85.29225),(17 85.612335),(18 86.29728),(19 88.2059),(20 88.026596),(21 89.410995),(22 90.86111),(23 90.0448),(24 90.00024),(25 90.80496),(26 90.21876),(27 90.44487),(28 90.01575),(29 90.55829),(30 91.02075),(31 91.46053),(32 91.45575),(33 92.0986),(34 92.54945),(35 91.546486),(36 92.176125),(37 92.7329),(38 91.91267),(39 91.701035),(40 91.953255),(41 90.9148),(42 90.908875),(43 91.82608),(44 91.30301),(45 90.78222),(46 91.307594),(47 90.6511),(48 90.72474),(49 91.89834),(50 92.05139),(51 93.21932),(52 94.46818),(53 95.57643),(54 96.061424),(55 95.854805),(56 95.90508),(57 96.07821),(58 96.54758),(59 96.41274),(60 96.667885),(61 97.32599),(62 97.05578),(63 96.86901),(64 97.13363),(65 96.46435),(66 96.73196),(67 96.98532),(68 96.61458),(69 96.59643),(70 96.98148),(71 95.93783),(72 96.57722),(73 96.94015),(74 95.87871),(75 95.03143),(76 95.411026),(77 94.71694),(78 95.54468),(79 96.047676),
(1 43.312748),(2 54.218117),(3 61.81793),(4 66.11083),(5 69.15644),(6 71.7319),(7 74.88121),(8 77.01355),(9 77.928535),(10 79.42925),(11 80.40674),(12 80.942505),(13 82.761536),(14 83.76406),(15 85.208435),(16 86.172386),(17 87.14661),(18 86.61134),(19 87.14423),(20 86.844635),(21 87.77585),(22 89.06127),(23 89.327385),(24 89.60433),(25 90.13591),(26 90.36559),(27 90.27546),(28 90.31633),(29 91.18048),(30 91.77409),(31 92.68207),(32 91.97929),(33 92.073814),(34 92.51831),(35 92.29548),(36 92.450134),(37 92.30108),(38 91.68215),(39 91.785545),(40 91.31691),(41 90.801636),(42 89.81053),(43 90.56268),(44 90.6359),(45 89.59946),(46 90.968155),(47 90.245125),(48 90.70826),(49 91.85738),(50 91.808365),(51 92.11138),(52 93.03013),(53 93.694115),(54 94.17439),(55 94.43972),(56 93.851265),(57 93.83249),(58 94.14109),(59 94.09802),(60 94.937164),(61 95.33653),(62 94.87179),(63 94.38651),(64 94.20795),(65 93.93345),(66 93.840645),(67 94.00397),(68 93.505684),(69 93.25381),(70 93.852875),(71 92.659645),(72 92.7119),(73 93.02629),(74 91.78352),(75 92.75073),(76 93.3849),(77 92.20864),(78 92.850655),(79 93.34324),
(1 43.43669),(2 53.386036),(3 60.72243),(4 65.709114),(5 68.73465),(6 72.25046),(7 75.05969),(8 76.43974),(9 77.45632),(10 79.213486),(11 79.580215),(12 80.2118),(13 81.86714),(14 81.745705),(15 83.457375),(16 84.33192),(17 85.32737),(18 85.50776),(19 87.53965),(20 86.875565),(21 87.112114),(22 88.03163),(23 87.910095),(24 88.2955),(25 89.4439),(26 90.12989),(27 90.13548),(28 89.78901),(29 90.58648),(30 90.53745),(31 91.36472),(32 90.50422),(33 89.848755),(34 90.04498),(35 89.958984),(36 89.12476),(37 89.150185),(38 88.82232),(39 88.89355),(40 88.73563),(41 88.919846),(42 88.93931),(43 89.05446),(44 89.03294),(45 89.25743),(46 89.836266),(47 90.18197),(48 89.63624),(49 90.34282),(50 90.43724),(51 90.69531),(52 92.62733),(53 91.93437),(54 92.82471),(55 92.78491),(56 93.192215),(57 93.08767),(58 93.31798),(59 94.16013),(60 94.28056),(61 95.44499),(62 95.58278),(63 94.52732),(64 94.302574),(65 93.56709),(66 93.39197),(67 94.06973),(68 92.66957),(69 92.22546),(70 91.88228),(71 92.28759),(72 92.06834),(73 91.59225),(74 90.74253),(75 90.92532),(76 90.32968),(77 89.608894),(78 90.59496),(79 90.09592),
(1 43.368362),(2 53.587),(3 62.48526),(4 67.57484),(5 70.27013),(6 73.22719),(7 76.1747),(8 77.722046),(9 79.011375),(10 80.98826),(11 81.59351),(12 82.71885),(13 83.936356),(14 84.439384),(15 86.15671),(16 86.97497),(17 87.413025),(18 88.07117),(19 89.49686),(20 89.61695),(21 89.01573),(22 89.5262),(23 88.62844),(24 88.93789),(25 90.064964),(26 89.85113),(27 90.52258),(28 90.5817),(29 91.60298),(30 91.75586),(31 91.66937),(32 91.38321),(33 92.78372),(34 93.18919),(35 92.68423),(36 91.7816),(37 92.95914),(38 92.16331),(39 92.11377),(40 92.13839),(41 91.78042),(42 91.34118),(43 92.18089),(44 92.358116),(45 92.68752),(46 92.801765),(47 92.615746),(48 92.88982),(49 92.828476),(50 92.73379),(51 93.59655),(52 93.93495),(53 94.21633),(54 94.08154),(55 95.04761),(56 94.57088),(57 94.40646),(58 94.78974),(59 95.168976),(60 95.03068),(61 95.65333),(62 95.28456),(63 95.743996),(64 95.53796),(65 95.60865),(66 94.07394),(67 94.44883),(68 93.86832),(69 93.24949),(70 93.62562),(71 93.17112),(72 92.864296),(73 93.61542),(74 93.05437),(75 92.84756),(76 92.6169),(77 91.80774),(78 92.69228),(79 93.39576),
(1 42.57968),(2 53.123898),(3 61.135033),(4 65.53042),(5 68.27862),(6 70.374565),(7 73.274765),(8 74.851585),(9 76.6758),(10 78.22979),(11 78.932236),(12 80.1252),(13 81.309204),(14 81.327644),(15 81.99503),(16 82.41086),(17 83.115776),(18 83.78048),(19 85.38167),(20 85.89198),(21 86.168915),(22 87.25302),(23 86.15763),(24 86.10967),(25 86.54563),(26 86.328735),(27 86.34036),(28 86.45526),(29 86.5033),(30 86.113464),(31 86.52155),(32 86.73579),(33 87.568306),(34 87.04994),(35 86.4023),(36 86.26313),(37 86.64968),(38 87.02749),(39 86.13603),(40 85.822266),(41 85.571075),(42 86.37364),(43 87.36034),(44 87.3633),(45 87.32758),(46 87.115776),(47 87.23388),(48 87.87603),(49 89.023186),(50 89.276405),(51 89.70569),(52 90.291794),(53 91.19584),(54 91.34859),(55 91.95812),(56 91.71069),(57 92.057076),(58 93.005585),(59 92.97408),(60 93.19747),(61 93.64251),(62 94.297874),(63 93.9806),(64 94.20544),(65 93.49382),(66 92.81597),(67 92.72665),(68 92.3556),(69 91.63208),(70 92.41229),(71 91.185936),(72 91.12663),(73 90.99905),(74 90.64231),(75 90.57229),(76 90.58263),(77 89.38565),(78 88.85885),(79 89.90905),
(1 43.294834),(2 53.395535),(3 61.220543),(4 65.18212),(5 68.26025),(6 71.253426),(7 74.638145),(8 75.997055),(9 78.06574),(10 79.172966),(11 80.10997),(12 80.60487),(13 82.031685),(14 83.43889),(15 84.342316),(16 85.16253),(17 86.12035),(18 84.81418),(19 86.12631),(20 87.11113),(21 86.52899),(22 88.38415),(23 87.92772),(24 88.17365),(25 90.00281),(26 90.421745),(27 91.46466),(28 91.076355),(29 90.42761),(30 91.20002),(31 91.51847),(32 91.46081),(33 91.554695),(34 91.70802),(35 91.10078),(36 91.45469),(37 92.13466),(38 91.91033),(39 91.39188),(40 91.455086),(41 91.405174),(42 91.0449),(43 90.987335),(44 91.636246),(45 91.73201),(46 91.57037),(47 91.49579),(48 91.25063),(49 92.172424),(50 92.30744),(51 92.66641),(52 92.94941),(53 93.25026),(54 92.52724),(55 94.01219),(56 92.613014),(57 93.134094),(58 93.31313),(59 93.17177),(60 93.38667),(61 93.973145),(62 94.30005),(63 94.5094),(64 95.16112),(65 94.83054),(66 93.86112),(67 94.08268),(68 93.771515),(69 92.7157),(70 93.0757),(71 92.936745),(72 92.33106),(73 92.17063),(74 92.24684),(75 91.37346),(76 90.926895),(77 90.1486),(78 90.130356),(79 89.69795),
(1 42.36236),(2 52.743095),(3 60.795986),(4 65.380745),(5 67.867256),(6 70.63339),(7 73.20786),(8 74.9675),(9 76.09708),(10 77.84044),(11 78.6495),(12 80.07453),(13 81.194984),(14 81.734245),(15 82.450745),(16 83.23315),(17 84.35039),(18 84.90531),(19 85.900185),(20 85.75321),(21 85.314415),(22 86.28463),(23 86.12713),(24 86.58085),(25 87.57128),(26 87.70194),(27 88.02479),(28 88.13171),(29 88.23392),(30 89.44158),(31 89.86536),(32 88.93983),(33 89.05039),(34 88.56795),(35 89.49312),(36 88.92541),(37 89.95968),(38 89.25892),(39 88.716125),(40 89.30224),(41 89.19751),(42 88.52129),(43 88.28425),(44 89.205025),(45 88.54372),(46 89.26625),(47 88.7123),(48 88.42395),(49 89.95639),(50 90.06337),(51 90.19709),(52 91.18495),(53 91.086754),(54 91.15283),(55 92.02368),(56 91.72443),(57 92.82022),(58 93.52048),(59 93.79408),(60 94.36408),(61 94.59396),(62 94.78662),(63 94.20395),(64 94.61823),(65 93.68849),(66 93.83709),(67 94.37692),(68 92.8032),(69 92.55518),(70 92.27418),(71 91.70482),(72 91.07136),(73 91.11141),(74 90.50763),(75 90.21549),(76 89.24991),(77 88.635864),(78 88.99973),(79 89.167435),
