1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13947.489),(2 29795.47),(3 56500.49),(4 85563.414),(5 124971.18),(6 158149.58),(7 195722.95),(8 239057.11),(9 277029.97),(10 303581.72),(11 345245.53),(12 372172.6),(13 416610.66),(14 445290.03),(15 486158.66),(16 512550),(17 560861.44),(18 593365.2),(19 631663.3),(20 665264.8),(21 706173.2),(22 737003.8),(23 792471.25),(24 849409.75),(25 904051.25),(26 950333.3),(27 995733.75),(28 1022706.2),(29 1049843.4),(30 1084715.6),(31 1118897.9),(32 1148039.9),(33 1203965.1),(34 1232447),(35 1279553.3),(36 1311706.9),(37 1364595.1),(38 1376821.4),(39 1437595),(40 1483377.5),(41 1536919),(42 1602295.4),(43 1670807.4),(44 1721063.1),(45 1781094),(46 1824687.1),(47 1886759),(48 1954937.9),(49 2022458.9),(50 2058312.6),(51 2100084.8),(52 2129910.5),(53 2213605.3),(54 2236388.5),(55 2276775),(56 2336384),(57 2370076.8),(58 2459088.8),(59 2500764.3),(60 2571412.3),(61 2600913),(62 2676838),(63 2726018.8),(64 2797063),(65 2830754),(66 2897119.8),(67 3001246),(68 3050907.3),(69 3110470.3),(70 3171600),(71 3231120),(72 3311400),(73 3405833.3),(74 3497304),(75 3621352.8),(76 3749834.8),(77 3893242.3),(78 4345922.5),(79 4541686),
(1 79.03231),(2 91.22381),(3 98.982155),(4 103.40692),(5 105.58044),(6 107.977844),(7 110.755875),(8 109.8567),(9 110.87989),(10 112.32132),(11 112.28286),(12 113.941605),(13 113.10015),(14 114.70499),(15 113.87572),(16 114.76708),(17 115.09161),(18 116.334885),(19 118.56666),(20 118.96259),(21 117.56708),(22 119.17414),(23 118.68346),(24 119.763016),(25 122.65243),(26 121.2344),(27 120.390564),(28 121.027565),(29 119.444664),(30 121.69644),(31 120.72861),(32 120.69931),(33 122.111015),(34 120.68901),(35 121.95842),(36 121.8266),(37 122.16889),(38 123.18837),(39 125.24548),(40 124.55849),(41 123.110275),(42 122.734535),(43 120.57864),(44 120.634895),(45 122.64922),(46 121.82615),(47 122.443405),(48 124.445946),(49 123.09692),(50 125.66332),(51 127.588524),(52 126.965096),(53 128.78497),(54 126.43757),(55 125.50689),(56 126.63454),(57 125.930176),(58 125.94211),(59 124.392395),(60 125.20678),(61 124.72421),(62 125.189095),(63 124.33322),(64 126.73534),(65 125.81149),(66 124.4454),(67 124.23246),(68 122.17309),(69 122.396286),(70 123.0055),(71 121.58843),(72 121.0207),(73 123.59114),(74 122.74369),(75 123.64709),(76 126.09151),(77 124.275856),(78 128.53642),(79 127.12195),
(1 76.29909),(2 88.22112),(3 93.97875),(4 99.78715),(5 102.284805),(6 104.28606),(7 106.77334),(8 107.58613),(9 107.86827),(10 110.05942),(11 109.20223),(12 110.58067),(13 110.11551),(14 111.18738),(15 110.28358),(16 112.15558),(17 113.0011),(18 112.866104),(19 114.39456),(20 114.324036),(21 114.907),(22 118.10164),(23 115.430214),(24 117.80572),(25 120.23859),(26 119.736916),(27 118.958626),(28 121.57916),(29 120.41025),(30 121.87787),(31 121.9979),(32 120.72111),(33 122.128746),(34 121.38383),(35 121.08642),(36 120.68723),(37 121.482956),(38 121.226555),(39 121.96108),(40 121.36399),(41 120.01349),(42 120.624855),(43 118.35839),(44 117.13151),(45 118.34502),(46 117.65609),(47 118.95579),(48 120.43406),(49 119.03301),(50 120.287285),(51 122.68418),(52 120.933754),(53 123.36974),(54 121.2625),(55 121.767044),(56 123.2074),(57 123.14159),(58 124.071655),(59 122.23128),(60 122.59182),(61 121.04295),(62 122.38272),(63 120.61863),(64 121.71979),(65 121.757095),(66 121.28457),(67 122.8932),(68 120.02901),(69 120.34365),(70 121.241875),(71 120.21476),(72 120.191925),(73 121.85978),(74 121.58463),(75 121.45792),(76 123.65103),(77 122.16384),(78 125.5587),(79 124.531006),
(1 75.52803),(2 88.085686),(3 94.35623),(4 99.58949),(5 102.36793),(6 105.00953),(7 108.115654),(8 108.45968),(9 109.09262),(10 110.702225),(11 110.73068),(12 112.06175),(13 111.88099),(14 112.794174),(15 111.94612),(16 114.328064),(17 114.071556),(18 113.82707),(19 117.29001),(20 117.11453),(21 116.63173),(22 118.994804),(23 117.49646),(24 118.82171),(25 120.41735),(26 119.61428),(27 120.027176),(28 120.9285),(29 119.59201),(30 120.60006),(31 120.3029),(32 118.53688),(33 120.08193),(34 120.02848),(35 120.77196),(36 120.95236),(37 120.642944),(38 119.365135),(39 120.54773),(40 119.96263),(41 119.867386),(42 119.76959),(43 116.42863),(44 116.09861),(45 117.27547),(46 116.28195),(47 117.39698),(48 119.77616),(49 119.46987),(50 119.84613),(51 120.88155),(52 118.54559),(53 119.915924),(54 119.6515),(55 120.50898),(56 121.39956),(57 122.773094),(58 123.44844),(59 122.89375),(60 124.04414),(61 123.116806),(62 123.96252),(63 122.12734),(64 125.05725),(65 123.42925),(66 124.043434),(67 124.937096),(68 123.06213),(69 122.31677),(70 121.89386),(71 120.32164),(72 119.5813),(73 121.32795),(74 120.3537),(75 120.26729),(76 123.72392),(77 122.29248),(78 124.322784),(79 124.195274),
(1 75.45796),(2 87.364494),(3 93.74581),(4 98.14736),(5 100.11578),(6 102.41062),(7 106.398445),(8 105.48099),(9 106.98071),(10 108.54514),(11 107.73686),(12 108.99928),(13 107.73578),(14 107.75936),(15 107.81291),(16 109.96096),(17 110.028366),(18 110.7897),(19 112.82368),(20 113.430176),(21 113.11656),(22 116.14093),(23 114.88998),(24 115.74862),(25 116.93877),(26 116.998024),(27 116.77986),(28 116.54228),(29 115.95347),(30 116.47009),(31 116.48041),(32 115.71235),(33 116.67927),(34 116.81344),(35 117.09656),(36 117.90617),(37 117.95343),(38 116.348724),(39 117.07038),(40 115.69101),(41 116.426735),(42 116.11295),(43 114.41597),(44 114.29596),(45 115.57274),(46 114.93538),(47 115.870224),(48 118.023415),(49 117.133156),(50 117.872375),(51 118.6575),(52 118.528046),(53 120.28667),(54 120.102455),(55 120.957245),(56 122.6376),(57 121.66362),(58 121.782745),(59 121.097305),(60 121.61928),(61 121.40563),(62 121.33676),(63 120.81754),(64 123.09099),(65 122.14328),(66 121.4306),(67 123.105774),(68 121.04731),(69 120.15484),(70 119.98474),(71 118.61135),(72 119.21077),(73 120.62264),(74 118.39655),(75 120.095345),(76 122.49911),(77 121.81255),(78 124.339424),(79 121.710686),
(1 75.16023),(2 86.35214),(3 93.007034),(4 98.15639),(5 100.79136),(6 102.80567),(7 106.785324),(8 105.125175),(9 106.85248),(10 107.64213),(11 106.85381),(12 108.48972),(13 107.98499),(14 108.35679),(15 109.08709),(16 110.51661),(17 110.88035),(18 110.72887),(19 111.87565),(20 112.86472),(21 113.44536),(22 115.67802),(23 114.85231),(24 116.440926),(25 117.22776),(26 117.7153),(27 117.248726),(28 117.72166),(29 117.34068),(30 117.754715),(31 117.55988),(32 117.31815),(33 116.63336),(34 116.829735),(35 117.55164),(36 117.020584),(37 117.497215),(38 116.654915),(39 117.55341),(40 116.58811),(41 116.25971),(42 115.58215),(43 113.308495),(44 113.9419),(45 114.41344),(46 113.95933),(47 114.40942),(48 116.76478),(49 114.924034),(50 116.6633),(51 117.7524),(52 118.31175),(53 118.93572),(54 117.431526),(55 118.57187),(56 120.48191),(57 119.37526),(58 118.88768),(59 119.185974),(60 119.8142),(61 119.76759),(62 120.848946),(63 119.071434),(64 121.736435),(65 121.27326),(66 121.07733),(67 121.974525),(68 120.26754),(69 118.721504),(70 119.36432),(71 115.95758),(72 116.19237),(73 118.06595),(74 117.00807),(75 117.49041),(76 119.53288),(77 117.3592),(78 120.22035),(79 119.36825),
(1 73.47614),(2 85.261665),(3 91.70876),(4 97.03075),(5 100.4481),(6 101.70077),(7 104.48229),(8 104.151054),(9 105.48579),(10 106.73729),(11 105.37592),(12 107.17906),(13 107.647255),(14 109.08288),(15 108.939606),(16 110.05642),(17 109.286674),(18 109.640045),(19 112.01307),(20 112.84709),(21 113.08053),(22 115.10068),(23 114.08313),(24 117.047066),(25 118.12407),(26 117.84055),(27 116.46814),(28 118.226685),(29 117.18333),(30 117.913345),(31 118.626595),(32 117.18543),(33 118.397606),(34 117.67011),(35 118.5018),(36 116.86172),(37 117.97487),(38 116.350525),(39 117.21738),(40 116.091225),(41 114.65178),(42 114.71096),(43 112.973694),(44 112.17591),(45 113.61304),(46 112.74932),(47 112.22858),(48 114.56632),(49 113.97522),(50 115.26999),(51 117.63021),(52 116.10314),(53 117.607445),(54 115.30091),(55 116.03501),(56 117.72514),(57 116.56329),(58 115.65574),(59 115.72462),(60 116.79809),(61 115.42564),(62 116.28341),(63 115.694664),(64 117.41554),(65 117.120155),(66 116.61209),(67 117.41135),(68 114.62206),(69 113.25019),(70 115.11809),(71 113.239006),(72 114.66188),(73 116.005844),(74 116.26482),(75 116.054344),(76 118.49063),(77 117.44413),(78 121.094345),(79 119.61977),
(1 71.74172),(2 83.19936),(3 89.80895),(4 94.755615),(5 96.094315),(6 98.46375),(7 102.218796),(8 101.67762),(9 103.1314),(10 104.18771),(11 103.81593),(12 104.54668),(13 104.81744),(14 105.6167),(15 105.38389),(16 107.39296),(17 107.23382),(18 107.375336),(19 109.15536),(20 108.598175),(21 109.51864),(22 110.67613),(23 110.03405),(24 111.15413),(25 113.81657),(26 112.29484),(27 112.27791),(28 111.813255),(29 111.55521),(30 111.91506),(31 112.560455),(32 112.0541),(33 112.510056),(34 112.30584),(35 113.82067),(36 112.43135),(37 112.61972),(38 111.78055),(39 111.66874),(40 111.71606),(41 110.44181),(42 111.480354),(43 109.364395),(44 109.43737),(45 110.4165),(46 108.890045),(47 107.86111),(48 110.914185),(49 110.45658),(50 111.44468),(51 113.72997),(52 111.816376),(53 114.15761),(54 113.245224),(55 113.66922),(56 115.23551),(57 114.75588),(58 115.42601),(59 113.54008),(60 113.64075),(61 113.18397),(62 113.85256),(63 113.33219),(64 114.72552),(65 114.88742),(66 113.88411),(67 114.439415),(68 112.77366),(69 112.40874),(70 113.33606),(71 113.16),(72 113.646),(73 115.69331),(74 114.68148),(75 115.239586),(76 116.97598),(77 116.27752),(78 119.25022),(79 117.21449),
(1 71.90317),(2 83.25763),(3 89.913635),(4 95.30347),(5 97.73877),(6 99.90625),(7 103.41287),(8 102.95902),(9 103.316086),(10 103.6607),(11 103.12687),(12 104.039276),(13 104.35565),(14 103.93037),(15 103.26694),(16 106.21362),(17 106.66339),(18 107.30443),(19 109.02269),(20 109.45248),(21 110.87231),(22 110.85967),(23 109.69187),(24 112.173004),(25 112.4581),(26 113.166405),(27 111.10992),(28 112.62055),(29 112.51489),(30 112.088554),(31 112.65483),(32 112.29292),(33 112.88447),(34 110.916794),(35 112.35157),(36 111.24478),(37 111.27814),(38 111.27402),(39 111.8607),(40 110.51465),(41 110.31268),(42 110.72798),(43 108.844),(44 109.14465),(45 109.69665),(46 109.43051),(47 109.73389),(48 111.187454),(49 110.21999),(50 113.28536),(51 114.65688),(52 112.806305),(53 113.94068),(54 114.222885),(55 114.07845),(56 115.7031),(57 115.444046),(58 115.923294),(59 115.24944),(60 114.390945),(61 114.82175),(62 114.335915),(63 113.7053),(64 115.715866),(65 115.47712),(66 114.92689),(67 115.5637),(68 113.84209),(69 113.25438),(70 114.35339),(71 112.991394),(72 112.079956),(73 113.21167),(74 112.694115),(75 113.84418),(76 114.602165),(77 113.98793),(78 115.80453),(79 115.75358),
(1 71.982925),(2 81.906494),(3 88.15823),(4 93.3544),(5 95.38553),(6 98.128876),(7 101.24565),(8 101.21744),(9 102.6636),(10 103.949036),(11 104.00113),(12 105.24088),(13 103.85224),(14 104.77143),(15 104.60064),(16 106.288284),(17 106.84287),(18 106.64696),(19 108.359985),(20 108.24787),(21 108.635765),(22 111.16268),(23 109.72965),(24 111.07561),(25 113.03998),(26 112.70102),(27 111.94401),(28 113.63475),(29 113.081726),(30 112.509315),(31 113.05138),(32 112.346146),(33 112.17914),(34 110.61182),(35 111.57824),(36 110.89116),(37 112.47596),(38 111.34254),(39 113.51896),(40 111.13129),(41 110.73552),(42 110.00356),(43 108.8667),(44 108.39057),(45 108.94844),(46 108.33076),(47 108.69071),(48 110.09039),(49 108.81571),(50 110.56933),(51 113.087265),(52 111.35682),(53 112.7804),(54 112.73825),(55 113.08122),(56 114.551834),(57 114.13782),(58 115.02271),(59 113.35649),(60 114.218094),(61 113.63836),(62 113.74456),(63 113.49703),(64 115.1838),(65 113.497345),(66 113.51367),(67 116.08378),(68 113.75796),(69 113.95896),(70 113.41004),(71 112.58615),(72 111.73821),(73 113.86683),(74 112.813614),(75 113.97928),(76 117.14426),(77 115.56067),(78 116.8096),(79 116.98736),
(1 71.69541),(2 82.794426),(3 88.38408),(4 94.42967),(5 96.558235),(6 98.320625),(7 101.61193),(8 101.07118),(9 103.47981),(10 103.43769),(11 102.87852),(12 103.7023),(13 103.50023),(14 103.83481),(15 103.50089),(16 104.95152),(17 105.14138),(18 105.681206),(19 106.976875),(20 106.62838),(21 108.37889),(22 109.780785),(23 108.51591),(24 109.301735),(25 111.83692),(26 111.746956),(27 110.704475),(28 111.39278),(29 110.207375),(30 110.68989),(31 111.03463),(32 110.1726),(33 112.41925),(34 110.81715),(35 111.7686),(36 110.884186),(37 111.33768),(38 110.441505),(39 112.71122),(40 109.2288),(41 108.551216),(42 108.944176),(43 107.07605),(44 108.59203),(45 109.249794),(46 108.256035),(47 108.43117),(48 110.00532),(49 109.248604),(50 110.49709),(51 112.90916),(52 112.28507),(53 113.81318),(54 112.36391),(55 112.27131),(56 113.744),(57 113.42187),(58 113.416664),(59 112.37785),(60 114.09756),(61 113.33084),(62 114.01283),(63 112.56005),(64 114.061134),(65 112.492065),(66 111.49592),(67 112.73777),(68 110.6668),(69 110.28142),(70 111.55561),(71 110.69612),(72 108.90484),(73 112.11107),(74 111.90669),(75 111.763855),(76 115.14383),(77 113.91855),(78 114.80285),(79 113.665886),
(1 70.00837),(2 80.77308),(3 86.497185),(4 91.406456),(5 93.3451),(6 95.79419),(7 98.870834),(8 98.18676),(9 99.912544),(10 100.89821),(11 100.11052),(12 101.398),(13 101.63957),(14 103.04504),(15 102.470055),(16 104.510414),(17 104.472145),(18 104.1969),(19 105.863235),(20 106.80856),(21 106.44457),(22 108.345474),(23 107.56624),(24 108.381325),(25 110.46436),(26 109.767365),(27 109.41546),(28 111.06353),(29 109.83922),(30 110.550476),(31 111.65659),(32 109.38182),(33 111.54924),(34 110.961555),(35 112.54678),(36 111.91132),(37 112.02837),(38 111.33336),(39 113.125206),(40 110.57046),(41 110.14844),(42 110.51507),(43 108.96622),(44 109.1099),(45 109.97291),(46 108.47551),(47 109.072365),(48 111.30023),(49 110.65827),(50 111.8019),(51 113.431046),(52 112.16579),(53 113.68639),(54 111.9016),(55 112.261696),(56 113.715164),(57 113.56208),(58 113.342926),(59 113.53555),(60 112.352936),(61 111.31712),(62 112.61529),(63 110.64693),(64 111.85683),(65 112.29395),(66 112.10917),(67 112.37412),(68 110.91541),(69 110.20627),(70 112.06533),(71 110.265625),(72 111.041435),(73 111.92474),(74 111.41716),(75 111.28153),(76 113.94849),(77 114.047195),(78 117.55912),(79 116.082634),
(1 67.8665),(2 77.88185),(3 85.126045),(4 90.05819),(5 91.108406),(6 93.5366),(7 96.33387),(8 96.24279),(9 96.66139),(10 98.16605),(11 98.229454),(12 99.49251),(13 99.77568),(14 100.989174),(15 100.512596),(16 101.55923),(17 102.65528),(18 102.45101),(19 103.772285),(20 103.6344),(21 103.93751),(22 106.08006),(23 105.55019),(24 106.94309),(25 107.40221),(26 106.89044),(27 106.3977),(28 105.9935),(29 105.29641),(30 106.147995),(31 106.590096),(32 105.4299),(33 107.11389),(34 105.71156),(35 106.4493),(36 106.352234),(37 105.534195),(38 105.741356),(39 106.23644),(40 104.55609),(41 105.72993),(42 105.71195),(43 104.535515),(44 104.569244),(45 105.45257),(46 104.12058),(47 104.15416),(48 106.73846),(49 105.998695),(50 106.9279),(51 108.06405),(52 106.76766),(53 109.184685),(54 107.35264),(55 107.93008),(56 109.86078),(57 109.31504),(58 109.92568),(59 108.96499),(60 110.02221),(61 108.42258),(62 108.42844),(63 107.8675),(64 109.25852),(65 107.148964),(66 108.12895),(67 108.828995),(68 106.239784),(69 105.8179),(70 106.440926),(71 104.31681),(72 103.75611),(73 105.635895),(74 105.649376),(75 105.50757),(76 107.24378),(77 107.28404),(78 110.30587),(79 109.78081),
(1 68.64054),(2 78.971565),(3 85.51901),(4 88.94963),(5 91.90711),(6 93.84792),(7 96.07872),(8 96.05512),(9 97.23925),(10 98.085175),(11 97.71764),(12 99.46853),(13 98.36413),(14 98.82892),(15 98.01874),(16 99.6179),(17 99.12211),(18 99.972694),(19 100.872536),(20 102.15324),(21 102.54057),(22 105.01531),(23 103.90718),(24 104.05591),(25 106.55684),(26 106.4056),(27 106.37944),(28 107.209694),(29 106.4705),(30 107.01684),(31 107.764885),(32 107.40379),(33 108.11556),(34 107.16932),(35 107.6994),(36 107.1859),(37 107.176315),(38 106.20343),(39 108.64514),(40 106.85285),(41 106.936066),(42 105.933914),(43 105.786934),(44 105.85727),(45 106.62789),(46 104.700066),(47 104.8787),(48 107.90625),(49 108.0211),(50 108.49783),(51 110.20468),(52 108.093414),(53 110.73963),(54 108.73248),(55 109.85933),(56 110.94775),(57 109.91887),(58 110.70463),(59 109.2029),(60 110.89093),(61 110.15558),(62 109.55405),(63 108.914925),(64 109.28703),(65 108.64196),(66 108.28113),(67 109.060844),(68 107.35832),(69 106.53175),(70 107.17132),(71 105.243866),(72 104.97943),(73 107.91247),(74 106.5737),(75 107.235695),(76 109.45083),(77 109.251366),(78 111.918724),(79 110.61877),
(1 68.25232),(2 77.976265),(3 84.40672),(4 88.69055),(5 90.989525),(6 92.31317),(7 95.83529),(8 96.10077),(9 97.39107),(10 97.836044),(11 96.063225),(12 98.70272),(13 97.84908),(14 98.92498),(15 98.28546),(16 99.535446),(17 100.008934),(18 100.67582),(19 102.5721),(20 102.09812),(21 102.965675),(22 104.683975),(23 103.97398),(24 104.47838),(25 107.28562),(26 106.68422),(27 107.04968),(28 107.27069),(29 106.20179),(30 107.031624),(31 106.51089),(32 105.733505),(33 105.7655),(34 105.19918),(35 105.23985),(36 105.292114),(37 105.15367),(38 104.582985),(39 104.68019),(40 102.46491),(41 102.852776),(42 102.54164),(43 101.831245),(44 101.43247),(45 102.4693),(46 101.19244),(47 101.10975),(48 103.52394),(49 103.42187),(50 103.65672),(51 105.85132),(52 104.55034),(53 106.37914),(54 104.93028),(55 105.89124),(56 106.974556),(57 106.84394),(58 106.38939),(59 106.00933),(60 107.4201),(61 106.31004),(62 106.9503),(63 106.36888),(64 107.30119),(65 107.7526),(66 106.78289),(67 107.44241),(68 106.52442),(69 105.66233),(70 105.97157),(71 105.76153),(72 105.28046),(73 106.95499),(74 106.4668),(75 107.02946),(76 109.094246),(77 108.44561),(78 110.92235),(79 111.27305),
(1 67.21343),(2 77.89057),(3 83.39981),(4 88.8539),(5 91.19208),(6 93.11079),(7 96.55571),(8 96.10702),(9 97.5051),(10 98.182655),(11 98.02563),(12 98.68582),(13 98.73551),(14 99.23522),(15 98.98748),(16 100.45133),(17 101.27764),(18 101.263535),(19 102.41532),(20 102.61062),(21 103.20689),(22 105.11823),(23 103.82164),(24 104.56148),(25 105.84008),(26 105.153465),(27 105.576935),(28 105.82698),(29 105.49411),(30 105.93345),(31 106.796074),(32 105.52297),(33 106.21652),(34 106.48969),(35 106.22908),(36 105.09982),(37 105.21935),(38 104.092316),(39 105.7136),(40 104.60743),(41 103.365974),(42 104.04409),(43 102.095474),(44 102.11212),(45 102.7547),(46 102.02569),(47 102.292915),(48 104.49429),(49 104.69931),(50 105.56025),(51 106.902725),(52 107.12135),(53 108.44271),(54 106.24702),(55 107.528725),(56 108.02451),(57 106.587425),(58 107.1828),(59 106.49449),(60 107.3542),(61 106.46765),(62 106.59106),(63 106.995),(64 106.50267),(65 107.08508),(66 105.79406),(67 107.17343),(68 106.50197),(69 105.87953),(70 106.47869),(71 106.24742),(72 106.549805),(73 107.38912),(74 107.21116),(75 109.0327),(76 109.7165),(77 108.36243),(78 109.588875),(79 108.967804),
(1 65.86115),(2 76.440674),(3 81.684395),(4 88.035065),(5 89.296074),(6 92.0477),(7 94.99279),(8 95.42759),(9 96.764885),(10 96.81109),(11 96.33515),(12 97.63479),(13 97.00995),(14 97.55107),(15 96.774796),(16 99.12262),(17 98.7049),(18 98.90431),(19 100.946655),(20 101.76687),(21 102.55208),(22 104.08098),(23 103.26864),(24 104.32624),(25 105.560684),(26 104.604126),(27 105.297386),(28 105.429344),(29 105.10281),(30 105.19645),(31 105.75185),(32 104.84829),(33 105.57651),(34 105.354805),(35 106.199066),(36 106.07538),(37 106.00835),(38 106.0465),(39 106.59094),(40 103.872795),(41 102.99816),(42 102.42648),(43 101.30423),(44 100.81278),(45 101.74437),(46 101.18618),(47 101.47748),(48 102.94013),(49 102.5893),(50 104.98276),(51 104.720955),(52 105.00745),(53 106.23693),(54 105.57134),(55 106.45612),(56 106.64334),(57 106.515594),(58 107.190216),(59 105.58751),(60 106.172195),(61 105.295746),(62 105.69211),(63 106.36062),(64 107.02249),(65 106.42349),(66 105.26841),(67 107.44307),(68 106.1515),(69 105.59191),(70 106.45153),(71 105.15832),(72 105.86745),(73 107.48398),(74 105.694),(75 105.37417),(76 106.23076),(77 106.13373),(78 109.23495),(79 108.4283),
(1 64.76543),(2 75.06399),(3 81.98025),(4 86.23215),(5 88.02015),(6 90.564384),(7 92.51859),(8 93.255226),(9 93.81658),(10 94.81564),(11 95.05753),(12 95.96822),(13 94.93523),(14 95.92809),(15 94.97527),(16 96.197624),(17 96.856316),(18 96.75965),(19 98.91211),(20 99.267975),(21 99.034744),(22 101.85066),(23 100.054306),(24 100.85685),(25 102.79052),(26 101.501114),(27 102.08877),(28 102.61757),(29 101.16972),(30 101.13418),(31 101.51832),(32 101.86643),(33 102.35916),(34 102.51243),(35 102.50728),(36 102.22939),(37 102.936066),(38 101.728714),(39 103.05503),(40 100.21514),(41 99.7281),(42 99.17895),(43 99.42836),(44 98.38929),(45 98.47575),(46 97.06492),(47 97.07198),(48 99.029015),(49 99.95822),(50 100.008606),(51 102.003654),(52 100.769806),(53 102.89503),(54 102.46033),(55 103.391396),(56 105.154205),(57 104.96409),(58 104.98078),(59 104.18627),(60 105.26902),(61 105.25368),(62 105.74011),(63 104.20731),(64 105.569305),(65 104.675896),(66 103.6884),(67 105.7132),(68 104.42014),(69 104.34469),(70 105.10742),(71 103.46971),(72 103.196594),(73 103.96261),(74 103.44854),(75 104.19849),(76 106.81138),(77 104.90631),(78 106.70993),(79 105.84018),
