1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12894.102),(2 30612.74),(3 59356.074),(4 82426.94),(5 109304.914),(6 134452.48),(7 163138.23),(8 193307.05),(9 219926.27),(10 255097.17),(11 293320.22),(12 329219.97),(13 371068.5),(14 413881.72),(15 455095.53),(16 497330.25),(17 545210.56),(18 590757.2),(19 653023),(20 706626.8),(21 776757.06),(22 853320.5),(23 940855.5),(24 1058690.4),(25 1187144.6),(26 1314106.1),(27 1475282),(28 1670796.6),(29 1826763),(30 1989138),(31 2146963),(32 2337895.8),(33 2515241.8),(34 2674316.3),(35 2835393.3),(36 3003124),(37 3176736),(38 3384561),(39 3623331.3),(40 3840765.3),(41 4080018.8),(42 4372505),(43 4708668.5),(44 5069354),(45 5636265.5),(46 6283432.5),(47 6936461.5),(48 7580129.5),(49 8211440),(50 8765633),(51 9594339),(52 10308765),(53 11400023),(54 12279299),(55 13147520),(56 13910320),(57 14777055),(58 15536099),(59 16320293),(60 17146048),(61 17943586),(62 18583784),(63 19379576),(64 20066430),(65 20674512),(66 21262498),(67 21704906),(68 22046076),(69 22499432),(70 22822162),(71 23145000),(72 23455122),(73 23666218),(74 23721238),(75 23888592),(76 24022470),(77 24144848),(78 24398840),(79 24614734),
(1 4244.7676),(2 9871.399),(3 14136.031),(4 15915.233),(5 17963.693),(6 20319.965),(7 22064.47),(8 22841.008),(9 23395.965),(10 24654.148),(11 25534.191),(12 25644.268),(13 25503.088),(14 25961.58),(15 26879.781),(16 27675.6),(17 27749.393),(18 27956.549),(19 28565.727),(20 29229.676),(21 29541.432),(22 29825.805),(23 30373.803),(24 30457.451),(25 30441.258),(26 30475.021),(27 30516.717),(28 30847.383),(29 31016.215),(30 31009.22),(31 31280.336),(32 31879.938),(33 31857.184),(34 32018.424),(35 32020.123),(36 32134.777),(37 32278.82),(38 32462.492),(39 32655.695),(40 32878.38),(41 33280.73),(42 33446.477),(43 33480.055),(44 33594.457),(45 33575.8),(46 33426.895),(47 33497.598),(48 33378.57),(49 33500.445),(50 33782.992),(51 33931.395),(52 33732.63),(53 33834.137),(54 33727.07),(55 33655.293),(56 33791.92),(57 33885.133),(58 33997.68),(59 34030.816),(60 33735.883),(61 33820.273),(62 33755.457),(63 33444.65),(64 33354.594),(65 33302.355),(66 33098.047),(67 33176.348),(68 33387.344),(69 33523.926),(70 33773.918),(71 33878.375),(72 33778.48),(73 33855.188),(74 33857.875),(75 33926.15),(76 33937.535),(77 34080.887),(78 33967.305),(79 33899.895),
(1 4151.349),(2 9709.538),(3 13950.532),(4 15628.612),(5 17691.389),(6 20025.84),(7 21592.5),(8 22377.143),(9 23083.25),(10 24538.475),(11 25432.514),(12 25348.027),(13 25427.047),(14 25972.695),(15 27006.93),(16 27932.21),(17 28427.766),(18 28779.184),(19 29545.426),(20 30277.982),(21 30499.402),(22 30774.82),(23 31403.371),(24 31499.992),(25 31203.2),(26 31110.195),(27 31359.615),(28 31990.588),(29 32328.09),(30 32541.916),(31 33047.266),(32 33639.25),(33 33708.08),(34 33688.45),(35 33918.227),(36 34175.797),(37 34310.93),(38 34399.31),(39 34480.27),(40 35036.4),(41 35660.977),(42 35734.066),(43 35855.53),(44 36004.594),(45 36096.957),(46 36396.184),(47 36504.84),(48 36305.992),(49 36095.645),(50 36032.074),(51 35572.43),(52 35077.258),(53 35081.91),(54 34899.64),(55 34873.69),(56 34922.473),(57 34842.934),(58 34778.05),(59 34779.555),(60 34502.61),(61 34359.758),(62 34372.41),(63 34192.223),(64 33978.234),(65 34054.656),(66 34050.734),(67 34234.723),(68 34452.957),(69 34613.234),(70 34631.094),(71 34937.418),(72 35144.867),(73 35326.08),(74 35390.816),(75 35293.77),(76 35145.32),(77 35168.594),(78 34904.098),(79 34964.953),
(1 3956.463),(2 9184.385),(3 13137.585),(4 14614.02),(5 16503.84),(6 18795.223),(7 20422.367),(8 21050.703),(9 21482.725),(10 22785.293),(11 23821.844),(12 23939.488),(13 24077.67),(14 24655.352),(15 25539.777),(16 26272.5),(17 26769.97),(18 27272.766),(19 27977.617),(20 28679.725),(21 28917.34),(22 29045.082),(23 29758.357),(24 30039.17),(25 29887.951),(26 29573.592),(27 29655.117),(28 30084.191),(29 30330.117),(30 30266.348),(31 30600.629),(32 31008.434),(33 31087.809),(34 30779.117),(35 30605.559),(36 30710.38),(37 31037.404),(38 31195.385),(39 31031.367),(40 31274.652),(41 31926.271),(42 32224.088),(43 32330.414),(44 32286.873),(45 32255.303),(46 32533.59),(47 32753.578),(48 32676.826),(49 32811.953),(50 33014.656),(51 32766.068),(52 32637.215),(53 32681.162),(54 32382.951),(55 32443.078),(56 32605.875),(57 32562.326),(58 32712.629),(59 32782.43),(60 32715.1),(61 32708.848),(62 32711.486),(63 32431.719),(64 32224.45),(65 32138.275),(66 32101.23),(67 32315.35),(68 32373.19),(69 32438.42),(70 32576.654),(71 32882.83),(72 33158.38),(73 33400.887),(74 33492.223),(75 33460.824),(76 33463.934),(77 33646.164),(78 33410.496),(79 33548.344),
(1 3974.877),(2 9251.777),(3 13259.58),(4 14936.653),(5 17005.652),(6 19074.41),(7 20660.47),(8 21374.566),(9 22043.7),(10 23255.064),(11 24420.879),(12 24723.836),(13 25108.479),(14 25949.379),(15 26691.605),(16 27316.82),(17 27733.1),(18 28184.486),(19 28955.406),(20 29631.096),(21 30104.68),(22 30294.969),(23 30716.87),(24 30529.63),(25 30309.918),(26 30107.979),(27 30106.36),(28 30357.666),(29 30532.943),(30 30390.26),(31 30710.879),(32 31114.041),(33 31081.809),(34 30788.242),(35 30521.514),(36 30542.45),(37 30726.531),(38 30729.244),(39 30582.31),(40 30771.738),(41 31252.799),(42 31307.213),(43 31224.338),(44 31077.217),(45 31366.596),(46 31741.492),(47 31886.135),(48 31804.297),(49 32042.32),(50 32436.346),(51 32590.773),(52 32472.096),(53 32368.197),(54 32289.691),(55 32298.959),(56 32227.658),(57 32071.164),(58 32021.883),(59 32102.895),(60 32017.133),(61 32196.41),(62 32197.014),(63 31857.023),(64 31648.424),(65 31425.17),(66 31311.469),(67 31328.365),(68 31333.338),(69 31493.244),(70 31739.787),(71 32019.81),(72 32149.438),(73 32241.432),(74 32222.486),(75 31980.814),(76 31855.568),(77 31734.887),(78 31659.652),(79 31732.752),
(1 3760.7642),(2 8646.986),(3 12299.181),(4 14098.852),(5 16352.198),(6 18378.535),(7 19674.258),(8 20336.93),(9 21127.967),(10 22225.326),(11 23079.76),(12 23313.436),(13 23652.533),(14 24401.275),(15 25170.828),(16 25560.01),(17 25912.549),(18 26392.088),(19 27071.973),(20 27600.63),(21 27678.814),(22 27873.277),(23 28250.246),(24 28141.846),(25 27930.973),(26 27814.654),(27 27882.145),(28 28136.902),(29 28258.143),(30 28337.887),(31 28541.123),(32 28992.148),(33 28963.426),(34 28830.03),(35 28895.85),(36 28644.855),(37 28522.625),(38 28534.307),(39 28387.701),(40 28684.09),(41 29285.074),(42 29465.012),(43 29547.236),(44 29574.633),(45 29762.465),(46 29987.959),(47 30094.104),(48 30055.72),(49 29866.33),(50 29843.158),(51 29568.402),(52 29396.506),(53 29601.594),(54 29638.684),(55 29643.758),(56 29808.39),(57 29844.738),(58 29840.125),(59 29863.688),(60 29790.81),(61 29896.549),(62 29940.021),(63 29862.443),(64 29972.428),(65 29976.709),(66 29870.055),(67 30055.973),(68 30297.055),(69 30491.547),(70 30806.598),(71 31196.758),(72 31341.322),(73 31615.48),(74 31695.383),(75 31498.982),(76 31406.607),(77 31570.842),(78 31540.184),(79 31685.951),
(1 3616.4795),(2 8251.548),(3 11747.982),(4 13433.208),(5 15453.868),(6 17479.057),(7 18685.984),(8 19235.615),(9 19946.14),(10 21038.416),(11 21673.652),(12 21823.605),(13 22336.55),(14 23376.912),(15 24304.014),(16 24745.283),(17 25126.293),(18 25735.543),(19 26465.02),(20 26855.39),(21 26933.703),(22 27205.865),(23 27584.596),(24 27209.135),(25 26989.273),(26 26976.895),(27 27084.129),(28 27302.777),(29 27338.229),(30 27343.752),(31 27612.057),(32 27878.89),(33 27794.88),(34 27784.883),(35 27906.084),(36 27887.576),(37 27932.047),(38 27869.598),(39 27594.889),(40 27511.2),(41 27754.182),(42 27840.615),(43 27716.613),(44 27674.121),(45 27921.99),(46 28206.363),(47 28377.229),(48 28213.297),(49 27860.896),(50 27705.97),(51 27462.646),(52 27114.834),(53 27170.75),(54 27127.428),(55 27277.744),(56 27294.904),(57 27173.21),(58 27212.023),(59 27361.4),(60 27491.227),(61 27703.865),(62 27893.51),(63 27872.22),(64 27957.86),(65 28037.365),(66 27814.723),(67 27742.377),(68 27829.734),(69 27811.998),(70 27823.424),(71 27986.598),(72 28095.35),(73 28161.379),(74 28146.883),(75 28106.354),(76 28084.006),(77 28315.328),(78 28546.482),(79 28896.455),
(1 3485.6145),(2 7864.66),(3 11285.074),(4 13179.221),(5 15310.821),(6 17241.166),(7 18458.47),(8 19189.73),(9 19746.21),(10 20542.426),(11 21109.443),(12 21243.873),(13 21753.422),(14 22590.342),(15 23348.752),(16 23893.006),(17 24487.008),(18 25009.676),(19 25618.648),(20 25961.229),(21 26119.049),(22 26435.621),(23 26760.787),(24 26406.521),(25 26007.66),(26 25759.65),(27 25788.975),(28 26133.598),(29 26403.74),(30 26505.656),(31 26809.15),(32 27137.762),(33 27067.773),(34 26883.61),(35 27071.541),(36 26962.553),(37 26944.05),(38 26966.033),(39 26840.877),(40 26841.426),(41 27011.67),(42 27075.89),(43 27156.418),(44 27332.969),(45 27789),(46 28211.295),(47 28693.639),(48 28742.05),(49 28717.418),(50 28829.857),(51 28518.473),(52 28362.676),(53 28329.135),(54 28255.28),(55 28240.023),(56 28222.375),(57 28184.152),(58 28292.223),(59 28626.193),(60 28650.734),(61 28751.072),(62 28681.719),(63 28484.84),(64 28619.889),(65 28630.707),(66 28575.285),(67 28566.996),(68 28496.088),(69 28490.94),(70 28614.58),(71 28790.709),(72 28641.182),(73 28566.262),(74 28446.031),(75 28304.662),(76 28361.988),(77 28615.203),(78 28905.588),(79 29200.469),
(1 3323.6711),(2 7464.3237),(3 10860.773),(4 12741.555),(5 14870.918),(6 16639.375),(7 17564.29),(8 18320.52),(9 19180.018),(10 20067.768),(11 20647.209),(12 20860.084),(13 21411.572),(14 22179.89),(15 22898.379),(16 23343.271),(17 23914.49),(18 24501.102),(19 25096.494),(20 25422.543),(21 25631.684),(22 25919.736),(23 25938.627),(24 25540.396),(25 25401.896),(26 25325.729),(27 25109.791),(28 25207.424),(29 25339.82),(30 25418.791),(31 25547.51),(32 25677.99),(33 25707.582),(34 25760.422),(35 25723.51),(36 25469.16),(37 25363.975),(38 25350.748),(39 25367.035),(40 25456.127),(41 25708.932),(42 25551.5),(43 25452.666),(44 25555.012),(45 25769.299),(46 26094.525),(47 26444.49),(48 26623.188),(49 26789.043),(50 26968.385),(51 26746.549),(52 26798.336),(53 26909.51),(54 26958.273),(55 27144.105),(56 27338.852),(57 27389.367),(58 27511.35),(59 27633.547),(60 27509.057),(61 27656.893),(62 27688.18),(63 27495.795),(64 27592.82),(65 27655.385),(66 27596.402),(67 27719.05),(68 27829.42),(69 27977.746),(70 28195.393),(71 28397.574),(72 28439.73),(73 28293.844),(74 28085.316),(75 27965.48),(76 27899.916),(77 28152.535),(78 28344.375),(79 28575.846),
(1 3235.3958),(2 7207.7),(3 10501.289),(4 12317.133),(5 14276.07),(6 16005.645),(7 17267.756),(8 18239.113),(9 19135.62),(10 20046.346),(11 20542.186),(12 20818.229),(13 21200.082),(14 22089.06),(15 22705.816),(16 23047.682),(17 23532.07),(18 24268.193),(19 24789.514),(20 25100.197),(21 25008.258),(22 25222.547),(23 25533.732),(24 25257.232),(25 25186.303),(26 25095.436),(27 24964.832),(28 24993.037),(29 25123.424),(30 25121.387),(31 25184.867),(32 25459.117),(33 25635.404),(34 25906.93),(35 26007.494),(36 25809.234),(37 25683.863),(38 25601.54),(39 25394.918),(40 25343.309),(41 25562.797),(42 25656.377),(43 25653.793),(44 25693.203),(45 25722.035),(46 26006.168),(47 26303.773),(48 26348.797),(49 26390.8),(50 26644.541),(51 26657.156),(52 26805.66),(53 26882.824),(54 26928.22),(55 27101.451),(56 27165.195),(57 26928.035),(58 27055.8),(59 26976.354),(60 26890.293),(61 26999.29),(62 27063.72),(63 27016.002),(64 26886.818),(65 27042.77),(66 26924.121),(67 27068.742),(68 27276.787),(69 27452.596),(70 27611.768),(71 27784.326),(72 27767.568),(73 27707.375),(74 27523.756),(75 27056.986),(76 26861.914),(77 26832.523),(78 26858.094),(79 27167.137),
(1 3165.5327),(2 7047.7056),(3 10316.061),(4 12201.049),(5 14164.004),(6 15541.253),(7 16412.193),(8 17138.295),(9 17892.564),(10 18703.871),(11 19131.492),(12 19302.402),(13 19821.883),(14 20539.604),(15 20922.662),(16 21178.158),(17 21688.672),(18 22156.305),(19 22620.717),(20 23073.633),(21 23493.072),(22 23948.576),(23 24200.672),(24 24069.82),(25 24010.795),(26 24105.111),(27 24161.172),(28 24378.082),(29 24579.898),(30 24744.984),(31 24934.303),(32 25045.125),(33 25030.383),(34 25117.992),(35 25196.059),(36 25014.441),(37 25005.273),(38 24953.441),(39 24641.059),(40 24433.361),(41 24416.986),(42 24406.594),(43 24407.207),(44 24464.3),(45 24493.336),(46 24576.24),(47 24769.52),(48 24827.5),(49 24812.818),(50 25121.02),(51 25340.215),(52 25670.262),(53 25875.258),(54 25803.979),(55 25842.617),(56 25806.186),(57 25634.197),(58 25568.965),(59 25522.66),(60 25453.809),(61 25682.732),(62 25767.328),(63 25652.799),(64 25707.332),(65 25822.412),(66 25715.908),(67 25771.479),(68 25971.074),(69 26050.598),(70 26290.277),(71 26555.797),(72 26600.607),(73 26773.82),(74 27018.895),(75 26844.996),(76 26739.795),(77 26808.693),(78 26939.54),(79 27232.953),
(1 3049.595),(2 6805.2803),(3 9876.469),(4 11593.556),(5 13535.8125),(6 14846.857),(7 15615.391),(8 16348.506),(9 17049.729),(10 17791.025),(11 18198.22),(12 18273.662),(13 18851.127),(14 19406.727),(15 19745.502),(16 20108.58),(17 20770.281),(18 21321.281),(19 21535.229),(20 21832.49),(21 22277.488),(22 22831.295),(23 22903.262),(24 22797.234),(25 22814.965),(26 22889.014),(27 22972.082),(28 23438.229),(29 23839.271),(30 24230.219),(31 24644.252),(32 24898.766),(33 24918.715),(34 24930.121),(35 25165.207),(36 25076.764),(37 25131.854),(38 25167.441),(39 24844.553),(40 24678.39),(41 24746.92),(42 24642.664),(43 24678.875),(44 24881.629),(45 25002.746),(46 25035.855),(47 25005.014),(48 24829.572),(49 24782.523),(50 24897.799),(51 24772.34),(52 24686.848),(53 24650.713),(54 24368.455),(55 24098.363),(56 23809.21),(57 23476.703),(58 23434.682),(59 23499.852),(60 23308.947),(61 23318.557),(62 23387.572),(63 23446.926),(64 23411.852),(65 23494.834),(66 23392.775),(67 23586.154),(68 23867.44),(69 23918.105),(70 23932.195),(71 24019.045),(72 24025.146),(73 24123.367),(74 24502.166),(75 24526.113),(76 24595.58),(77 24723.244),(78 24760.168),(79 24963.531),
(1 2998.3276),(2 6711.4316),(3 9685.652),(4 11328.507),(5 13256.651),(6 14808.058),(7 15667.617),(8 16375.045),(9 17143.338),(10 17983.121),(11 18419.34),(12 18600.908),(13 19123.39),(14 19993.568),(15 20442.604),(16 20875.861),(17 21602.332),(18 22121.148),(19 22369.035),(20 22482.248),(21 22656.434),(22 22953.777),(23 22964.408),(24 22742.8),(25 22646.955),(26 22591.455),(27 22338.387),(28 22521.656),(29 22743.479),(30 23030.365),(31 23397.855),(32 23733.559),(33 23706.389),(34 23681.78),(35 23863.234),(36 23753.035),(37 23627.713),(38 23539.78),(39 23311.904),(40 23325.926),(41 23545.174),(42 23618.152),(43 23739.6),(44 23958.068),(45 24115.031),(46 24354.139),(47 24404.71),(48 24344.89),(49 24318.666),(50 24320.951),(51 24000.18),(52 23679.533),(53 23511.287),(54 23255.004),(55 23105.525),(56 22895.324),(57 22529.984),(58 22515),(59 22661.635),(60 22583.582),(61 22523.512),(62 22582.797),(63 22564.387),(64 22490.814),(65 22487.121),(66 22411.168),(67 22540.852),(68 22695.729),(69 22691.379),(70 22670.254),(71 22692.613),(72 22681.793),(73 22731.598),(74 23104.695),(75 23056.537),(76 23139.924),(77 23089.809),(78 23031.57),(79 23176.408),
(1 2979.4116),(2 6463.5024),(3 9377.892),(4 10963.968),(5 12583.37),(6 13890.264),(7 14770.419),(8 15393.927),(9 16065.791),(10 16846.086),(11 17289.387),(12 17535.467),(13 17999.807),(14 18624.357),(15 18941.412),(16 19298.053),(17 19924.637),(18 20341.51),(19 20633.232),(20 20950.64),(21 21256.525),(22 21627.713),(23 21930.656),(24 21776.72),(25 21590.387),(26 21499.611),(27 21528.496),(28 21879.44),(29 22198.69),(30 22450.438),(31 22814.457),(32 23253.586),(33 23248.033),(34 23284.105),(35 23415.521),(36 23487.672),(37 23608.557),(38 23480.586),(39 23248.057),(40 23169.055),(41 23092.324),(42 23007.482),(43 23124.42),(44 23261.928),(45 23401.396),(46 23719.002),(47 23758.938),(48 23753.025),(49 23777.12),(50 23819.635),(51 23656.201),(52 23496.268),(53 23653.818),(54 23642.143),(55 23686.95),(56 23713.928),(57 23551.002),(58 23619.555),(59 23812.113),(60 23822.26),(61 23942.385),(62 24015.516),(63 24088.012),(64 24271.408),(65 24344.373),(66 24251.025),(67 24418.266),(68 24725.078),(69 24780.256),(70 24799.99),(71 24756.164),(72 24467.193),(73 24427.678),(74 24459.654),(75 24353.268),(76 24156.621),(77 24061.943),(78 24081.94),(79 24122.21),
(1 2986.6145),(2 6540.2544),(3 9417.382),(4 11116.142),(5 12751.73),(6 14061.072),(7 14867.701),(8 15282.194),(9 15810.634),(10 16309.421),(11 16554.887),(12 16600.582),(13 17036.496),(14 17701.785),(15 18068.705),(16 18321.988),(17 18986.129),(18 19399.732),(19 19653.205),(20 19839.2),(21 20049.229),(22 20308.959),(23 20415.982),(24 20196.725),(25 20060.357),(26 20124.14),(27 20218.303),(28 20897.186),(29 21203.08),(30 21333.28),(31 21459.486),(32 21872.9),(33 22108.768),(34 22168.098),(35 22370.8),(36 22434.176),(37 22577.795),(38 22620.92),(39 22484.04),(40 22461.193),(41 22448.322),(42 22255.04),(43 22211.871),(44 22464.945),(45 22631.344),(46 22716.953),(47 22708.469),(48 22682.629),(49 22535.686),(50 22442.926),(51 22383.26),(52 22452.477),(53 22648.887),(54 22600.014),(55 22623.096),(56 22552.563),(57 22341.379),(58 22286.625),(59 22414.725),(60 22261.912),(61 22225.982),(62 22244.246),(63 22217.252),(64 22265.043),(65 22335.844),(66 22378.871),(67 22510.088),(68 22805.566),(69 22929.217),(70 23060.803),(71 23192.291),(72 23181.148),(73 23362.283),(74 23409.121),(75 23369.086),(76 23268.102),(77 23267.145),(78 23233.773),(79 23309.4),
(1 2854.1255),(2 6188.207),(3 8784.85),(4 10367.713),(5 12023.045),(6 13283.409),(7 14120.071),(8 14740.516),(9 15460.556),(10 16015.441),(11 16343.498),(12 16646.998),(13 17222.725),(14 18000.832),(15 18383.55),(16 18859.572),(17 19599.932),(18 20036.096),(19 20359.12),(20 20475.98),(21 20449.883),(22 20465.146),(23 20346.148),(24 20234.479),(25 20182.55),(26 20302.875),(27 20332.918),(28 20753.74),(29 21033.775),(30 21201.076),(31 21319.674),(32 21561.295),(33 21541.646),(34 21504.588),(35 21458.727),(36 21495.662),(37 21529.744),(38 21499.355),(39 21382.918),(40 21325.512),(41 21389.238),(42 21389.076),(43 21362.887),(44 21661.1),(45 21804.773),(46 21842.795),(47 21826.377),(48 21710.77),(49 21610.809),(50 21417.3),(51 21412.232),(52 21412.414),(53 21604.676),(54 21635.615),(55 21736.35),(56 21838.754),(57 21712.824),(58 21750.06),(59 21840.465),(60 21772.625),(61 21847.79),(62 21866.043),(63 21786.121),(64 21870.492),(65 21908.4),(66 21979.813),(67 22347.06),(68 22608.07),(69 22518.55),(70 22480.375),(71 22593.334),(72 22531.209),(73 22529.287),(74 22644.834),(75 22722.006),(76 22757.6),(77 22938.58),(78 22936.076),(79 23037.684),
(1 2824.9143),(2 6113.9985),(3 8699.424),(4 10311.112),(5 11945.259),(6 13271.736),(7 14068.166),(8 14618.469),(9 15280.997),(10 16003.968),(11 16405.762),(12 16503.514),(13 17011.633),(14 17591.846),(15 17932.693),(16 18316.752),(17 19124.56),(18 19737.756),(19 20081.494),(20 20337.371),(21 20444.422),(22 20511.887),(23 20404.19),(24 20268.48),(25 20347.582),(26 20421.947),(27 20440.23),(28 20751.992),(29 20894.672),(30 21164.822),(31 21566.238),(32 21928.775),(33 21783.982),(34 21633.904),(35 21745.254),(36 21768.16),(37 21749.14),(38 21689.785),(39 21587.926),(40 21586.824),(41 21602.234),(42 21554.223),(43 21519.104),(44 21656.445),(45 21767.734),(46 21898.85),(47 21914.982),(48 21718.313),(49 21700.941),(50 21790.615),(51 21695.814),(52 21612.03),(53 21803.412),(54 21745.94),(55 21960.182),(56 22050.504),(57 21944.723),(58 21976.537),(59 22093.84),(60 22043.922),(61 22064.297),(62 22097.232),(63 21893.01),(64 21763.156),(65 21762.426),(66 21774.664),(67 21954.543),(68 22149.102),(69 22095.92),(70 22050.64),(71 22001.521),(72 21807.992),(73 21764.219),(74 21817.02),(75 21858.336),(76 21903.201),(77 22034.453),(78 22089.336),(79 22142.64),
(1 2763.4294),(2 5887.064),(3 8360.082),(4 9872.777),(5 11555.996),(6 12762.775),(7 13328.66),(8 13805.1),(9 14373.33),(10 15115.312),(11 15535.088),(12 15666.194),(13 16150.608),(14 16743.492),(15 17107.672),(16 17583.057),(17 18201.281),(18 18548.56),(19 18707.383),(20 18774.893),(21 18797.51),(22 18788.877),(23 18885.064),(24 18684.457),(25 18749.645),(26 18857.953),(27 19079.477),(28 19494.54),(29 19726.932),(30 20071.783),(31 20443.986),(32 20701.793),(33 20677.938),(34 20531.246),(35 20595.389),(36 20585.727),(37 20684.225),(38 20704.72),(39 20735.71),(40 20857.18),(41 20983.777),(42 21016.861),(43 21126.951),(44 21312.139),(45 21332.969),(46 21350.326),(47 21447.701),(48 21235.66),(49 21147.793),(50 21325.207),(51 21306.969),(52 21215.854),(53 21465.555),(54 21543.275),(55 21582.332),(56 21737.37),(57 21794.834),(58 21827.973),(59 21901.23),(60 21782.8),(61 21878.787),(62 21997.408),(63 21913.912),(64 21905.94),(65 21850.951),(66 21959.904),(67 22073.08),(68 22234.068),(69 22203.691),(70 22137.59),(71 22141.158),(72 21984.941),(73 22036.826),(74 22105.71),(75 21933.604),(76 21866.977),(77 21815.44),(78 21538.61),(79 21462.926),
