1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12894.102),(2 30612.74),(3 59356.074),(4 82426.94),(5 109304.914),(6 134452.48),(7 163138.23),(8 193307.05),(9 219926.27),(10 255097.17),(11 293320.22),(12 329219.97),(13 371068.5),(14 413881.72),(15 455095.53),(16 497330.25),(17 545210.56),(18 590757.2),(19 653023),(20 706626.8),(21 776757.06),(22 853320.5),(23 940855.5),(24 1058690.4),(25 1187144.6),(26 1314106.1),(27 1475282),(28 1670796.6),(29 1826763),(30 1989138),(31 2146963),(32 2337895.8),(33 2515241.8),(34 2674316.3),(35 2835393.3),(36 3003124),(37 3176736),(38 3384561),(39 3623331.3),(40 3840765.3),(41 4080018.8),(42 4372505),(43 4708668.5),(44 5069354),(45 5636265.5),(46 6283432.5),(47 6936461.5),(48 7580129.5),(49 8211440),(50 8765633),(51 9594339),(52 10308765),(53 11400023),(54 12279299),(55 13147520),(56 13910320),(57 14777055),(58 15536099),(59 16320293),(60 17146048),(61 17943586),(62 18583784),(63 19379576),(64 20066430),(65 20674512),(66 21262498),(67 21704906),(68 22046076),(69 22499432),(70 22822162),(71 23145000),(72 23455122),(73 23666218),(74 23721238),(75 23888592),(76 24022470),(77 24144848),(78 24398840),(79 24614734),
(1 71.50045),(2 85.92484),(3 98.128624),(4 104.56452),(5 108.2467),(6 112.16781),(7 114.82123),(8 118.1268),(9 119.054756),(10 121.65332),(11 122.69902),(12 122.16318),(13 123.872154),(14 127.49904),(15 126.76115),(16 127.67172),(17 129.34656),(18 129.86511),(19 130.55101),(20 132.03975),(21 133.20549),(22 134.0547),(23 134.89192),(24 134.12825),(25 135.0048),(26 137.5626),(27 137.71774),(28 139.31894),(29 139.00227),(30 137.42126),(31 137.70102),(32 137.45163),(33 137.7445),(34 138.70232),(35 138.93192),(36 138.94057),(37 139.3872),(38 140.03294),(39 139.58748),(40 139.52635),(41 139.92987),(42 138.41194),(43 139.22949),(44 139.35368),(45 139.50865),(46 140.8047),(47 141.45824),(48 141.92555),(49 142.23672),(50 142.6089),(51 142.51158),(52 141.31744),(53 141.8289),(54 140.57805),(55 140.43938),(56 141.10373),(57 139.78532),(58 140.98619),(59 139.90361),(60 137.78253),(61 139.06133),(62 138.95901),(63 138.18034),(64 138.32397),(65 138.25594),(66 137.42476),(67 137.76701),(68 139.1586),(69 137.97958),(70 137.48314),(71 138.15463),(72 136.23447),(73 136.06685),(74 137.37988),(75 137.12273),(76 138.05267),(77 136.60896),(78 137.38034),(79 136.47244),
(1 71.134796),(2 85.11425),(3 97.92748),(4 104.971725),(5 108.06892),(6 111.816826),(7 114.73285),(8 118.12277),(9 119.32153),(10 121.642746),(11 122.9612),(12 124.00335),(13 125.15112),(14 127.31447),(15 126.56119),(16 127.322105),(17 130.20628),(18 130.1643),(19 130.846),(20 132.86278),(21 131.92299),(22 133.73715),(23 134.09529),(24 133.72433),(25 135.14638),(26 137.11935),(27 136.2962),(28 138.88374),(29 140.00945),(30 137.99538),(31 138.75102),(32 139.14304),(33 139.16806),(34 138.12514),(35 139.2069),(36 138.73344),(37 140.3551),(38 140.64658),(39 140.67934),(40 140.06252),(41 140.48232),(42 140.88588),(43 141.03078),(44 142.22212),(45 141.07718),(46 141.79045),(47 142.26059),(48 140.96025),(49 140.8108),(50 140.58363),(51 139.8895),(52 140.31818),(53 141.32004),(54 139.1725),(55 139.01768),(56 138.45935),(57 136.77402),(58 136.49683),(59 137.15292),(60 136.66794),(61 137.70079),(62 138.75253),(63 138.20412),(64 137.57957),(65 137.4986),(66 136.32433),(67 137.1488),(68 138.7534),(69 136.61751),(70 136.35556),(71 136.82257),(72 134.93903),(73 134.52237),(74 135.77522),(75 135.04985),(76 136.88068),(77 136.53484),(78 138.10562),(79 137.64514),
(1 70.72359),(2 84.36232),(3 96.57374),(4 103.08286),(5 107.98942),(6 111.91419),(7 114.15515),(8 117.89866),(9 119.36823),(10 121.1171),(11 122.77147),(12 123.65484),(13 125.092735),(14 128.28804),(15 128.50948),(16 130.12889),(17 131.84196),(18 131.96492),(19 132.83241),(20 135.64174),(21 134.62628),(22 134.51398),(23 136.37921),(24 135.43541),(25 135.76462),(26 136.95273),(27 135.19025),(28 137.9419),(29 137.47733),(30 137.67397),(31 136.9381),(32 138.05),(33 137.81102),(34 137.45161),(35 137.34314),(36 137.21788),(37 138.27692),(38 139.242),(39 138.02928),(40 138.92186),(41 137.84889),(42 137.18723),(43 136.88176),(44 136.85303),(45 137.45758),(46 138.10149),(47 138.87782),(48 138.6368),(49 138.73418),(50 138.06879),(51 137.95781),(52 136.97572),(53 137.84467),(54 136.89066),(55 136.44398),(56 136.8606),(57 135.56241),(58 136.14125),(59 135.8506),(60 134.99138),(61 134.92293),(62 136.34802),(63 136.864),(64 136.93428),(65 136.19235),(66 135.33987),(67 135.26535),(68 137.129),(69 136.12187),(70 137.20313),(71 137.28757),(72 137.29585),(73 137.32234),(74 138.47559),(75 137.03125),(76 138.53625),(77 137.70111),(78 137.60657),(79 136.58032),
(1 68.48768),(2 82.122894),(3 93.44652),(4 99.79768),(5 104.24776),(6 108.15861),(7 109.41335),(8 113.18598),(9 114.10332),(10 117.23477),(11 118.93614),(12 119.90161),(13 123.050095),(14 125.28799),(15 126.12581),(16 127.06528),(17 127.87945),(18 128.15771),(19 130.04391),(20 132.04178),(21 131.75974),(22 132.12535),(23 132.84541),(24 133.88503),(25 133.1435),(26 132.8778),(27 131.43512),(28 132.3232),(29 131.35301),(30 131.89485),(31 132.28058),(32 133.15483),(33 132.73122),(34 133.26654),(35 133.9295),(36 132.24951),(37 133.1743),(38 133.55528),(39 133.10204),(40 133.58606),(41 133.09344),(42 132.64117),(43 130.925),(44 130.64267),(45 131.01418),(46 131.98485),(47 133.69196),(48 132.65515),(49 132.11798),(50 132.90305),(51 132.25569),(52 132.48003),(53 132.33109),(54 130.99382),(55 131.8097),(56 132.7079),(57 131.40788),(58 132.21422),(59 132.73457),(60 132.75575),(61 133.6817),(62 134.5927),(63 135.22162),(64 136.3017),(65 136.42786),(66 134.94345),(67 134.03392),(68 134.09222),(69 133.98409),(70 134.7029),(71 134.26305),(72 133.4365),(73 133.71053),(74 133.97385),(75 133.78294),(76 135.15361),(77 135.2226),(78 133.75578),(79 134.41936),
(1 68.537964),(2 82.29607),(3 92.64156),(4 98.29427),(5 105.02758),(6 107.54666),(7 109.3372),(8 111.728035),(9 112.989),(10 115.57097),(11 117.800804),(12 117.87048),(13 120.56912),(14 123.25473),(15 123.2793),(16 123.6128),(17 125.68624),(18 126.4775),(19 128.11113),(20 129.6739),(21 129.26483),(22 129.26132),(23 131.07178),(24 131.00867),(25 131.5749),(26 132.08429),(27 130.26122),(28 132.1423),(29 131.46687),(30 131.31017),(31 131.91801),(32 132.90292),(33 132.86346),(34 133.44524),(35 134.1326),(36 134.19983),(37 134.60654),(38 134.49446),(39 134.21266),(40 135.31664),(41 136.66136),(42 135.119),(43 135.41794),(44 135.68875),(45 135.27805),(46 136.56468),(47 137.29541),(48 136.46169),(49 135.81879),(50 135.944),(51 134.83067),(52 133.25264),(53 135.20105),(54 135.14061),(55 134.82939),(56 135.35275),(57 134.74905),(58 133.75203),(59 133.91214),(60 132.6829),(61 133.44981),(62 132.97162),(63 132.17445),(64 132.04259),(65 131.78589),(66 131.16943),(67 130.69188),(68 131.68814),(69 131.61067),(70 131.52054),(71 132.94232),(72 131.52803),(73 132.7289),(74 133.49745),(75 132.1491),(76 132.72556),(77 132.17043),(78 131.38074),(79 130.84845),
(1 67.34904),(2 81.09141),(3 91.25861),(4 96.85433),(5 101.39644),(6 104.72368),(7 107.89175),(8 110.31328),(9 111.52105),(10 112.86983),(11 115.68633),(12 115.88524),(13 117.031876),(14 118.5475),(15 117.87853),(16 119.93115),(17 121.88558),(18 121.889595),(19 123.589966),(20 125.56695),(21 125.97147),(22 125.67271),(23 127.51276),(24 128.36694),(25 129.08519),(26 131.29211),(27 129.67427),(28 129.65625),(29 130.6985),(30 128.88644),(31 129.3126),(32 129.96164),(33 130.36758),(34 131.005),(35 131.17305),(36 129.92374),(37 130.48802),(38 131.60753),(39 129.61374),(40 129.35022),(41 130.4755),(42 129.03777),(43 129.21031),(44 128.45258),(45 128.80621),(46 130.15436),(47 129.52763),(48 129.06462),(49 129.06001),(50 129.60294),(51 129.23912),(52 129.71918),(53 129.5261),(54 128.03021),(55 129.36247),(56 129.46674),(57 128.719),(58 128.19208),(59 129.49371),(60 128.05444),(61 128.63892),(62 129.71701),(63 128.29886),(64 128.31148),(65 128.4091),(66 128.65964),(67 128.09193),(68 127.92105),(69 126.973305),(70 126.06534),(71 126.86013),(72 126.13472),(73 126.02272),(74 127.259834),(75 125.75705),(76 126.26084),(77 126.64699),(78 126.694786),(79 126.963234),
(1 66.491844),(2 80.081665),(3 90.75705),(4 96.11725),(5 101.878716),(6 105.24213),(7 108.38848),(8 111.87416),(9 113.73057),(10 116.046936),(11 117.78087),(12 119.13188),(13 119.57332),(14 121.03665),(15 121.017426),(16 123.57065),(17 124.65082),(18 123.71759),(19 123.840675),(20 126.87802),(21 126.04216),(22 126.19266),(23 128.28976),(24 127.572754),(25 128.04778),(26 129.10371),(27 128.13141),(28 129.15463),(29 130.17159),(30 129.75983),(31 129.38362),(32 130.34775),(33 130.1312),(34 131.43364),(35 132.12346),(36 131.03052),(37 132.2375),(38 133.65366),(39 132.14485),(40 132.98463),(41 132.688),(42 132.81631),(43 132.2218),(44 131.86108),(45 131.68402),(46 132.791),(47 132.85799),(48 134.13379),(49 133.6654),(50 136.09787),(51 135.04163),(52 133.89835),(53 134.90492),(54 133.15273),(55 132.552),(56 133.90868),(57 132.99408),(58 131.9791),(59 131.83357),(60 132.03162),(61 131.00061),(62 131.56357),(63 130.74744),(64 131.81898),(65 132.7419),(66 131.35564),(67 131.6267),(68 131.86992),(69 130.49275),(70 131.40865),(71 131.11435),(72 130.48343),(73 130.22192),(74 131.13133),(75 129.9879),(76 130.15161),(77 131.08134),(78 128.94719),(79 130.19815),
(1 66.41007),(2 79.757774),(3 90.58635),(4 97.233696),(5 102.58956),(6 104.87026),(7 107.750916),(8 110.08),(9 112.093925),(10 114.16276),(11 114.53093),(12 115.89262),(13 116.58532),(14 118.553154),(15 119.07169),(16 120.26584),(17 120.704155),(18 120.36753),(19 120.57863),(20 123.01228),(21 122.78328),(22 123.62062),(23 124.796555),(24 123.770355),(25 124.00504),(26 125.19103),(27 124.26298),(28 125.51013),(29 126.14564),(30 125.33962),(31 124.79435),(32 126.48298),(33 126.07049),(34 126.787506),(35 127.05726),(36 126.452034),(37 128.14847),(38 127.51231),(39 126.071846),(40 126.63604),(41 126.94566),(42 126.83465),(43 126.697174),(44 126.830826),(45 126.41793),(46 128.0637),(47 128.81622),(48 128.05261),(49 128.5466),(50 129.82603),(51 129.53452),(52 129.1509),(53 129.56706),(54 129.32655),(55 128.82881),(56 129.32712),(57 128.42393),(58 127.23979),(59 128.3352),(60 127.70954),(61 127.597374),(62 129.64085),(63 129.6592),(64 130.71892),(65 130.39572),(66 129.11958),(67 128.93321),(68 127.84113),(69 128.9292),(70 128.62508),(71 129.75673),(72 129.36015),(73 129.19438),(74 129.91081),(75 127.605835),(76 128.8037),(77 128.0553),(78 128.10997),(79 128.4988),
(1 64.940544),(2 77.73019),(3 89.08382),(4 94.98677),(5 100.43858),(6 102.5623),(7 106.05449),(8 109.206566),(9 110.42222),(10 111.61026),(11 114.04584),(12 114.06837),(13 115.83679),(14 116.75342),(15 118.162476),(16 118.68102),(17 120.16975),(18 120.710396),(19 121.1165),(20 122.24916),(21 122.76601),(22 124.00092),(23 125.014084),(24 123.24536),(25 123.926796),(26 123.90006),(27 123.14883),(28 124.88215),(29 124.80688),(30 124.686485),(31 124.20292),(32 126.30947),(33 125.69561),(34 125.86356),(35 127.64043),(36 127.56656),(37 127.27251),(38 127.97946),(39 127.453896),(40 127.65199),(41 128.31618),(42 127.3854),(43 127.30601),(44 127.58542),(45 127.386665),(46 128.23412),(47 129.29585),(48 128.0962),(49 127.91257),(50 128.77223),(51 127.70269),(52 128.00755),(53 128.07211),(54 128.38287),(55 127.983376),(56 128.53212),(57 128.08623),(58 127.99402),(59 127.61497),(60 127.0606),(61 127.95419),(62 128.9016),(63 126.94928),(64 127.69559),(65 128.485),(66 127.32181),(67 127.063),(68 127.38783),(69 126.37377),(70 126.08064),(71 126.57901),(72 126.321396),(73 125.56091),(74 126.8575),(75 126.089714),(76 126.95897),(77 127.76925),(78 127.861984),(79 128.78784),
(1 64.66324),(2 77.971115),(3 88.66476),(4 94.22809),(5 99.19475),(6 100.99356),(7 103.89382),(8 106.116356),(9 107.73647),(10 109.01277),(11 111.22404),(12 111.12975),(13 114.61966),(14 115.57103),(15 115.63659),(16 117.50973),(17 119.40722),(18 119.30073),(19 119.753395),(20 121.53395),(21 121.43271),(22 122.062904),(23 122.04464),(24 123.12807),(25 123.38962),(26 124.38716),(27 124.28765),(28 125.50484),(29 124.82759),(30 125.27137),(31 124.21215),(32 124.931915),(33 124.26542),(34 125.84089),(35 125.57729),(36 125.44486),(37 125.96668),(38 126.99662),(39 126.357216),(40 126.39977),(41 127.15756),(42 126.20965),(43 125.715324),(44 126.08504),(45 125.25063),(46 126.48365),(47 127.259254),(48 127.39383),(49 126.759575),(50 126.53017),(51 124.94462),(52 125.454765),(53 126.5722),(54 125.80108),(55 126.617325),(56 128.34486),(57 126.40217),(58 127.345146),(59 125.86489),(60 125.01609),(61 125.34412),(62 125.62184),(63 124.55172),(64 125.226006),(65 124.835625),(66 123.50792),(67 123.89663),(68 124.10023),(69 123.18124),(70 123.21734),(71 123.70813),(72 123.97674),(73 123.52258),(74 125.41165),(75 124.41156),(76 125.64056),(77 125.7162),(78 125.92451),(79 125.702614),
(1 63.60226),(2 76.96365),(3 87.450066),(4 93.06244),(5 97.74433),(6 99.5026),(7 102.186966),(8 104.3815),(9 106.6869),(10 108.643234),(11 111.22478),(12 112.45828),(13 114.23526),(14 114.641075),(15 115.76855),(16 116.79689),(17 118.92719),(18 120.89708),(19 122.26122),(20 121.90099),(21 123.19594),(22 123.90156),(23 124.854324),(24 125.32608),(25 125.20874),(26 126.63163),(27 125.65006),(28 127.1672),(29 128.09062),(30 127.74279),(31 126.686104),(32 127.71927),(33 126.015564),(34 127.39396),(35 127.566536),(36 125.99905),(37 126.059784),(38 126.929016),(39 126.57073),(40 126.768234),(41 129.0592),(42 127.66722),(43 128.34026),(44 128.6316),(45 127.82501),(46 129.20181),(47 131.57474),(48 130.49342),(49 129.95938),(50 129.89726),(51 130.00177),(52 130.58365),(53 130.6758),(54 129.24852),(55 128.55896),(56 129.21466),(57 128.17865),(58 129.04843),(59 128.65585),(60 128.40921),(61 127.666306),(62 128.27998),(63 127.74348),(64 127.58128),(65 127.26022),(66 126.4294),(67 127.785034),(68 126.237976),(69 125.819244),(70 126.26857),(71 125.942635),(72 126.08315),(73 127.15031),(74 127.676056),(75 126.68786),(76 126.87256),(77 127.90741),(78 126.85672),(79 127.202385),
(1 64.71605),(2 77.33469),(3 87.10637),(4 93.06964),(5 97.698456),(6 99.902916),(7 102.1433),(8 104.473206),(9 106.77413),(10 107.6327),(11 110.029335),(12 111.36944),(13 113.0163),(14 114.76574),(15 115.98363),(16 116.31543),(17 118.97792),(18 120.27702),(19 121.0429),(20 121.83061),(21 122.01004),(22 121.95295),(23 123.31576),(24 123.26508),(25 124.14898),(26 125.530464),(27 125.08633),(28 126.58729),(29 126.02487),(30 125.72495),(31 124.83784),(32 126.115875),(33 125.166855),(34 125.62899),(35 125.920166),(36 124.49664),(37 125.707726),(38 125.71539),(39 124.68543),(40 125.02684),(41 125.8475),(42 125.82309),(43 125.505745),(44 126.11941),(45 124.964035),(46 125.82802),(47 127.42648),(48 125.02647),(49 124.80455),(50 125.53057),(51 125.18771),(52 125.5341),(53 125.3778),(54 124.70182),(55 123.88232),(56 123.0562),(57 123.05488),(58 124.18371),(59 123.46755),(60 123.79967),(61 123.66042),(62 123.89776),(63 123.40457),(64 122.92724),(65 122.90411),(66 122.34447),(67 122.2057),(68 121.424225),(69 121.769875),(70 121.55982),(71 122.38995),(72 122.8341),(73 121.74753),(74 122.53778),(75 122.41555),(76 122.42235),(77 124.13694),(78 124.65224),(79 124.592766),
(1 63.636345),(2 76.8517),(3 86.012726),(4 92.05311),(5 96.15105),(6 99.025475),(7 101.83654),(8 105.476295),(9 106.47242),(10 108.11513),(11 109.69281),(12 110.98772),(13 112.51233),(14 114.15248),(15 114.720276),(16 115.00443),(17 116.26926),(18 117.28032),(19 118.099396),(20 119.87715),(21 119.085625),(22 120.668495),(23 122.11292),(24 121.97705),(25 123.22161),(26 124.5066),(27 122.89423),(28 124.886024),(29 124.6709),(30 123.98831),(31 123.94914),(32 123.79842),(33 123.111305),(34 123.84277),(35 124.507545),(36 125.30507),(37 126.848206),(38 126.64498),(39 126.560265),(40 126.89344),(41 127.70626),(42 126.58788),(43 126.04203),(44 126.403046),(45 127.34035),(46 126.757034),(47 129.01717),(48 128.65729),(49 127.66137),(50 129.38991),(51 126.723465),(52 127.18593),(53 128.73573),(54 127.835915),(55 127.6302),(56 128.17003),(57 126.72736),(58 127.7564),(59 127.402756),(60 127.42241),(61 127.041534),(62 127.64447),(63 126.676765),(64 126.82923),(65 127.17808),(66 125.374275),(67 125.171005),(68 124.70083),(69 123.2298),(70 123.16995),(71 123.05544),(72 122.45704),(73 122.78028),(74 124.701614),(75 123.50684),(76 124.74496),(77 125.22849),(78 125.068436),(79 125.2495),
(1 62.904495),(2 75.09787),(3 85.8557),(4 91.94406),(5 96.26457),(6 98.15078),(7 100.900085),(8 103.70843),(9 103.94244),(10 104.79571),(11 106.048294),(12 106.295494),(13 108.45268),(14 110.97414),(15 111.20976),(16 112.38972),(17 114.4726),(18 113.819954),(19 115.7122),(20 116.04692),(21 115.12841),(22 116.57437),(23 118.19492),(24 117.112686),(25 117.07309),(26 118.802635),(27 118.19689),(28 119.485664),(29 119.95772),(30 119.647606),(31 118.91872),(32 120.29453),(33 119.94831),(34 121.09056),(35 121.374214),(36 120.880264),(37 121.206406),(38 122.731865),(39 121.54995),(40 121.93628),(41 121.71574),(42 120.92025),(43 121.0911),(44 121.049255),(45 120.74514),(46 121.72911),(47 122.83206),(48 122.66892),(49 122.80187),(50 124.15045),(51 122.11173),(52 121.93512),(53 123.6946),(54 122.4456),(55 122.6961),(56 123.26079),(57 122.185135),(58 122.95604),(59 122.97389),(60 121.661896),(61 122.20412),(62 122.737595),(63 122.30963),(64 121.9007),(65 122.54519),(66 121.26903),(67 121.64831),(68 121.44869),(69 119.87849),(70 119.25253),(71 119.51414),(72 119.39679),(73 119.78212),(74 119.34643),(75 117.52916),(76 117.892555),(77 118.56496),(78 117.7888),(79 117.26089),
(1 63.559387),(2 76.780426),(3 86.60155),(4 91.56203),(5 96.283035),(6 98.751366),(7 100.89078),(8 104.32119),(9 105.58581),(10 106.3961),(11 108.98401),(12 109.04173),(13 111.03298),(14 111.94725),(15 111.96765),(16 112.608505),(17 114.10726),(18 115.27605),(19 116.50757),(20 118.146614),(21 118.30743),(22 118.58996),(23 118.8338),(24 118.76881),(25 118.92281),(26 120.798225),(27 119.46841),(28 122.40607),(29 121.59721),(30 120.87863),(31 120.97423),(32 122.76553),(33 121.71567),(34 123.27762),(35 124.486465),(36 123.049576),(37 124.406906),(38 124.65345),(39 122.41975),(40 122.99628),(41 124.09546),(42 123.926926),(43 124.040436),(44 124.19782),(45 123.45382),(46 123.83692),(47 125.08082),(48 124.37099),(49 124.26385),(50 125.80334),(51 123.96588),(52 123.48372),(53 124.65715),(54 124.21397),(55 124.27782),(56 125.53339),(57 124.32749),(58 124.69399),(59 125.37237),(60 124.640175),(61 124.68639),(62 124.47126),(63 124.6485),(64 123.122604),(65 124.000244),(66 123.122734),(67 123.118645),(68 123.193924),(69 122.291885),(70 121.52948),(71 122.65411),(72 122.46155),(73 122.73298),(74 123.47939),(75 121.78109),(76 121.99832),(77 122.70092),(78 121.80592),(79 121.0799),
(1 60.4241),(2 74.0919),(3 84.71198),(4 90.09384),(5 93.702255),(6 96.26067),(7 97.81439),(8 100.616806),(9 101.61115),(10 103.39276),(11 105.06599),(12 105.532745),(13 109.04319),(14 111.05468),(15 111.27955),(16 111.777084),(17 113.18031),(18 114.14105),(19 114.422745),(20 116.722),(21 116.211754),(22 117.68962),(23 118.31374),(24 117.621635),(25 119.27257),(26 120.87536),(27 120.14024),(28 121.36977),(29 121.95658),(30 121.22998),(31 121.479904),(32 122.88796),(33 122.71924),(34 122.73319),(35 122.35846),(36 122.92433),(37 123.658035),(38 123.90093),(39 123.54594),(40 122.58788),(41 123.29469),(42 121.82151),(43 122.74668),(44 122.669014),(45 123.43341),(46 123.24865),(47 123.48704),(48 122.732445),(49 124.145584),(50 124.16899),(51 123.37118),(52 122.6944),(53 124.55014),(54 123.17715),(55 123.617165),(56 123.08416),(57 122.43509),(58 122.626465),(59 122.034706),(60 121.18271),(61 120.3302),(62 121.43738),(63 120.82337),(64 121.1039),(65 121.70572),(66 120.534615),(67 119.941795),(68 120.57668),(69 120.41365),(70 120.66445),(71 121.960434),(72 121.05832),(73 121.92038),(74 123.00895),(75 123.07815),(76 122.56344),(77 122.73685),(78 122.059906),(79 121.55337),
(1 61.529957),(2 74.43215),(3 85.12703),(4 90.31067),(5 95.526985),(6 98.83355),(7 100.97208),(8 103.63925),(9 105.4882),(10 107.15954),(11 109.48732),(12 109.655075),(13 111.36498),(14 113.072624),(15 113.46325),(16 114.45347),(17 115.989845),(18 117.29885),(19 117.38998),(20 119.959175),(21 120.97615),(22 122.34129),(23 122.68235),(24 122.50356),(25 122.8793),(26 123.49924),(27 123.19633),(28 123.15262),(29 123.31812),(30 122.19402),(31 122.607506),(32 123.88732),(33 123.54678),(34 123.705986),(35 124.2727),(36 122.612915),(37 124.01731),(38 125.033905),(39 124.24336),(40 123.28828),(41 124.17028),(42 123.49887),(43 124.02857),(44 123.52751),(45 123.12115),(46 123.68442),(47 126.007675),(48 125.32711),(49 125.80958),(50 125.66638),(51 125.10348),(52 123.665565),(53 125.25579),(54 123.28604),(55 124.039375),(56 123.097694),(57 123.68577),(58 123.60783),(59 124.59878),(60 122.84164),(61 122.19299),(62 123.79228),(63 122.895874),(64 122.665),(65 123.35427),(66 122.848946),(67 122.36431),(68 121.96223),(69 120.70356),(70 120.67593),(71 120.55239),(72 119.97639),(73 120.202545),(74 121.00748),(75 120.21121),(76 120.51313),(77 121.6953),(78 119.856804),(79 119.369194),
(1 60.013916),(2 73.049774),(3 83.03198),(4 88.21411),(5 93.92419),(6 97.13906),(7 99.655975),(8 101.60366),(9 102.53629),(10 104.23173),(11 105.822556),(12 107.3145),(13 107.72423),(14 109.25302),(15 109.32729),(16 110.804085),(17 111.95307),(18 113.246445),(19 113.42229),(20 115.27588),(21 115.606705),(22 117.06005),(23 117.4607),(24 119.19637),(25 118.43101),(26 118.86421),(27 118.70292),(28 117.84211),(29 118.00337),(30 117.00641),(31 117.60844),(32 118.58791),(33 118.38442),(34 118.865616),(35 118.81249),(36 118.35013),(37 118.36959),(38 119.94372),(39 119.13928),(40 120.58467),(41 120.77677),(42 120.997604),(43 120.49032),(44 120.95863),(45 121.015205),(46 120.213295),(47 121.78425),(48 121.014755),(49 121.86189),(50 121.08089),(51 119.28175),(52 119.69056),(53 120.506615),(54 119.663506),(55 119.7249),(56 120.45404),(57 120.74315),(58 120.904655),(59 121.34384),(60 119.60715),(61 119.03295),(62 118.7754),(63 118.213165),(64 118.55122),(65 119.23718),(66 117.737785),(67 117.96914),(68 118.452614),(69 118.29635),(70 116.916245),(71 116.934784),(72 117.33172),(73 117.56494),(74 118.81224),(75 118.52546),(76 119.27282),(77 120.10064),(78 119.06866),(79 119.04284),
