q, (a, b, c)
1.5, (-29087392458.144047, 185330.5926507359, 29087120553.2992)
2.5, (-140979696710.51016, 574532.7459332802, 140978137216.86743)
3.5, (-172764326685.7805, 531788.0968084425, 172762321748.5688)
4.5, (-127414364.93902567, 414.7289373302243, 125612756.09126352)
5.5, (-327744708.915765, 1054.703721338639, 326151343.3819759)
6.5, (-38450605810.5444, 106231.3552338743, 38448676407.45405)
7.5, (-304122278968.6139, 1159583.5737714006, 304120293651.84467)
8.5, (-167554998754.99878, 706403.8096417796, 167554055327.08734)
9.5, (-34707808.33978302, 74.07675293117913, 32289866.869343136)
10.5, (-41381038.189246535, 114.75228962006297, 39722758.02582471)
11.5, (-32796316.727227617, 52.18928529407061, 29884202.7677058)
12.5, (-29174391.22895008, 42.31016991234582, 25626380.546444323)
13.5, (-30010144.55479516, 55.54125045345097, 27242180.899347868)
14.5, (-17377440.65730841, 40.90835305032475, 15528848.59113047)
15.5, (-14873394.929919126, 37.04027138207338, 13341553.718232723)
16.5, (-12830024.551462142, 34.30495890332111, 11562514.752713926)
17.5, (-8306487.388738533, 25.96485441560897, 7464829.577141491)
18.5, (-7615850.042217563, 13.565729540866363, 6036652.125811837)
19.5, (-7742762.168121761, 24.430425156307543, 6870300.067943607)
20.5, (-7995083.0303826, 18.88378776918075, 6697260.687589346)
21.5, (-7479390.314326439, 17.983327294464416, 6431485.036527843)
22.5, (-6967493.383428802, 13.15416847034144, 5631888.988920657)
23.5, (-7738232.546720632, 10.169727036712182, 5761357.381107107)
24.5, (-6226735.987323082, 11.999599403255372, 4922003.420336711)
25.5, (-5693850.6772188535, 10.999771132656397, 4471841.412304264)
26.5, (-5928042.195948796, 16.082691875541126, 5006519.210034516)
27.5, (-5121558.087669096, 15.051229256870776, 4501627.4286929155)
28.5, (-4546238.026063164, 10.674045334956656, 3653387.048711986)
29.5, (-4093704.4716284783, 11.370812103808145, 3422199.860564195)
30.5, (-4383441.9389012, 13.038368300781345, 3796233.6910750014)
31.5, (-3510855.0582359643, 11.932396380629813, 3025994.5775979194)
32.5, (-3304292.213601225, 9.662548554226058, 2716322.1057343204)
33.5, (-2922291.9491480375, 14.105336223286914, 2644321.043302938)
34.5, (-2677989.889766753, 14.300430572424597, 2543735.596861855)
35.5, (-2910938.326577586, 11.797539846190778, 2596446.9421564415)
36.5, (-3024279.545179381, 9.400828306821262, 2532502.3094610902)
37.5, (-2792383.669151569, 8.707637563677585, 2251487.793593298)
38.5, (-2755239.8145100283, 9.990526615264734, 2325381.6729780994)
39.5, (-2446374.754913551, 10.9052318441396, 2221181.0801097252)
40.5, (-2457314.616730553, 10.183878841519052, 2169211.9802596625)
41.5, (-2228934.2460463084, 9.276793850217796, 1924325.4487532657)
42.5, (-1994968.1850294883, 7.600201641453786, 1620201.7660793993)
43.5, (-1976346.0290636336, 6.786383228316093, 1603495.1122313272)
