1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 57473.074),(2 206642.7),(3 422873.22),(4 667298.2),(5 902020.2),(6 1088178.3),(7 1221194.6),(8 1294497.8),(9 1345718.8),(10 1391630.4),(11 1451861.5),(12 1541745.1),(13 1676268.1),(14 1839846),(15 2016658),(16 2204318.3),(17 2360169),(18 2497985.5),(19 2584969.3),(20 2637567),(21 2669589.3),(22 2690547.3),(23 2726242),(24 2821354.8),(25 2948735.3),(26 3129298),(27 3391830),(28 3690906),(29 4029405.8),(30 4384986),(31 4722005.5),(32 5039144.5),(33 5274604.5),(34 5457317),(35 5601530.5),(36 5806132),(37 6006117.5),(38 6212861.5),(39 6448798),(40 6700975.5),(41 6919514.5),(42 7119082.5),(43 7237200.5),(44 7302214.5),(45 7300587.5),(46 7269360.5),(47 7212292),(48 7192128.5),(49 7203390.5),(50 7299288),(51 7399690.5),(52 7514574.5),(53 7661976),(54 7781574),(55 7932717.5),(56 8104984),(57 8228163.5),(58 8329098.5),(59 8372531.5),(60 8381815.5),(61 8431094),(62 8492199),(63 8623167),(64 8816149),(65 9039448),(66 9311745),(67 9609343),(68 9938908),(69 10276278),(70 10593262),(71 10892597),(72 11192744),(73 11478723),(74 11798309),(75 12167941),(76 12580496),(77 12966013),(78 13399500),(79 13875051),
(1 92.39549),(2 118.342735),(3 133.29689),(4 142.66104),(5 149.03401),(6 152.65474),(7 155.79163),(8 157.33261),(9 160.12238),(10 160.56543),(11 162.57343),(12 164.16327),(13 165.86952),(14 168.62843),(15 170.00743),(16 169.31537),(17 171.17493),(18 170.2496),(19 171.56633),(20 172.87909),(21 174.71571),(22 174.73772),(23 175.89032),(24 177.00987),(25 176.01898),(26 178.26305),(27 180.6338),(28 182.25708),(29 180.2784),(30 180.10547),(31 181.59645),(32 181.62541),(33 183.05936),(34 183.55374),(35 182.97025),(36 182.15204),(37 184.9126),(38 184.90016),(39 183.9761),(40 184.50412),(41 183.42102),(42 183.53798),(43 182.85867),(44 183.38786),(45 182.11896),(46 182.50182),(47 182.47067),(48 182.5252),(49 183.08752),(50 183.52972),(51 184.07646),(52 183.13037),(53 182.49602),(54 183.47949),(55 184.77827),(56 184.41823),(57 183.64197),(58 183.77133),(59 184.95795),(60 185.85799),(61 186.43849),(62 186.6088),(63 184.84337),(64 186.12909),(65 185.84882),(66 185.27013),(67 184.36607),(68 187.29837),(69 186.91852),(70 186.59837),(71 185.9541),(72 188.13956),(73 189.2186),(74 190.1373),(75 188.93484),(76 189.78249),(77 189.73994),(78 189.20213),(79 188.03859),
(1 92.490654),(2 118.07599),(3 133.51515),(4 141.30647),(5 147.13715),(6 151.29912),(7 155.42076),(8 158.65265),(9 159.2711),(10 163.60855),(11 164.46722),(12 166.84036),(13 166.88243),(14 170.33606),(15 169.45213),(16 171.1707),(17 171.96245),(18 173.43904),(19 173.84178),(20 176.25772),(21 176.11617),(22 175.546),(23 175.98657),(24 177.00525),(25 179.09024),(26 180.21278),(27 181.2714),(28 182.66844),(29 182.12598),(30 181.9504),(31 183.39188),(32 181.47711),(33 180.8876),(34 180.85687),(35 181.33798),(36 183.13023),(37 183.0984),(38 184.16364),(39 184.99326),(40 184.28017),(41 184.16779),(42 185.2953),(43 184.69258),(44 185.9734),(45 184.38748),(46 182.97011),(47 181.51537),(48 180.84557),(49 178.51852),(50 181.27664),(51 181.32507),(52 181.47127),(53 180.796),(54 182.48619),(55 183.37386),(56 183.2122),(57 184.35023),(58 182.58301),(59 181.30473),(60 182.2722),(61 181.14638),(62 181.40169),(63 181.5239),(64 181.6586),(65 183.88759),(66 185.18411),(67 187.41258),(68 187.71259),(69 186.31624),(70 185.66519),(71 185.15439),(72 187.52742),(73 188.35956),(74 187.70079),(75 187.16869),(76 189.40437),(77 188.23502),(78 188.62254),(79 187.49847),
(1 92.61175),(2 118.470245),(3 132.23373),(4 139.9987),(5 147.71878),(6 152.13239),(7 156.29053),(8 157.4753),(9 159.72418),(10 161.27498),(11 163.29616),(12 164.47343),(13 166.81253),(14 168.15593),(15 168.33868),(16 169.78697),(17 172.95422),(18 173.89168),(19 174.40515),(20 174.96088),(21 173.95941),(22 174.96223),(23 175.00056),(24 175.86188),(25 177.80725),(26 178.10576),(27 178.20313),(28 179.046),(29 178.17235),(30 178.63264),(31 178.30374),(32 179.17313),(33 178.42308),(34 179.24397),(35 178.36304),(36 177.78444),(37 177.87819),(38 178.71448),(39 179.09389),(40 180.1258),(41 178.72514),(42 179.8882),(43 179.57597),(44 180.37946),(45 180.57465),(46 179.10106),(47 180.52072),(48 180.77142),(49 178.31189),(50 179.90614),(51 181.38615),(52 181.5322),(53 181.08824),(54 181.0832),(55 182.17168),(56 183.65858),(57 185.49808),(58 184.6768),(59 182.8081),(60 184.66795),(61 185.57483),(62 185.8161),(63 183.52896),(64 183.32333),(65 183.23694),(66 182.42525),(67 183.89323),(68 185.0099),(69 185.95483),(70 184.7116),(71 185.71992),(72 185.40875),(73 186.69073),(74 187.9242),(75 187.70132),(76 186.12871),(77 187.66501),(78 186.96431),(79 186.73947),
(1 90.949745),(2 116.77925),(3 129.33278),(4 139.06453),(5 144.85564),(6 149.3358),(7 154.11751),(8 154.12566),(9 158.37297),(10 160.91463),(11 162.3423),(12 162.4219),(13 163.53061),(14 164.55896),(15 165.68935),(16 168.49208),(17 170.41783),(18 170.96017),(19 172.30841),(20 172.04372),(21 172.82365),(22 173.79955),(23 173.90932),(24 175.54381),(25 176.35251),(26 177.85909),(27 177.45811),(28 177.72906),(29 177.40732),(30 176.86037),(31 177.56236),(32 176.59435),(33 177.41742),(34 177.63814),(35 178.42392),(36 178.33925),(37 179.53378),(38 180.2376),(39 179.23427),(40 180.33649),(41 181.46251),(42 181.28018),(43 182.1967),(44 181.57933),(45 181.51688),(46 182.51859),(47 181.79294),(48 181.1049),(49 180.83145),(50 182.19965),(51 181.58226),(52 180.51717),(53 178.90184),(54 178.68996),(55 178.9347),(56 179.72923),(57 181.33775),(58 181.72636),(59 179.5793),(60 180.91905),(61 180.70349),(62 180.34126),(63 179.31154),(64 179.0917),(65 179.69894),(66 177.9394),(67 179.79912),(68 181.11784),(69 181.06262),(70 180.73303),(71 180.8531),(72 180.13068),(73 180.05957),(74 181.31729),(75 180.08025),(76 181.56604),(77 184.1758),(78 185.76225),(79 185.57645),
(1 88.79508),(2 114.14906),(3 129.36945),(4 137.6644),(5 143.48416),(6 147.13972),(7 148.87051),(8 150.72151),(9 152.98412),(10 155.29279),(11 157.35345),(12 158.17732),(13 159.87068),(14 162.76015),(15 163.99158),(16 165.16118),(17 167.32698),(18 168.76955),(19 169.5361),(20 169.96411),(21 170.44481),(22 170.0689),(23 169.37018),(24 170.04366),(25 167.74025),(26 172.06078),(27 170.92339),(28 171.62776),(29 170.3562),(30 171.12282),(31 172.39136),(32 172.74355),(33 173.6326),(34 175.43573),(35 175.09673),(36 174.2382),(37 174.98587),(38 176.79408),(39 175.73291),(40 175.8694),(41 176.8144),(42 176.27364),(43 175.97182),(44 175.87854),(45 177.02292),(46 177.23683),(47 176.8416),(48 175.34985),(49 175.79457),(50 175.98752),(51 175.5886),(52 174.94244),(53 174.89279),(54 176.2949),(55 176.12161),(56 175.55405),(57 175.33774),(58 175.8978),(59 175.93532),(60 175.78021),(61 175.93234),(62 176.65671),(63 177.09708),(64 176.88977),(65 176.67361),(66 176.43219),(67 175.68446),(68 176.38771),(69 176.03453),(70 174.93445),(71 173.63023),(72 174.53229),(73 174.52808),(74 176.1386),(75 176.47565),(76 176.53313),(77 176.6841),(78 179.03036),(79 178.1968),
(1 89.15625),(2 113.25523),(3 127.0834),(4 136.3199),(5 142.3027),(6 145.83228),(7 150.20554),(8 153.50017),(9 155.75764),(10 159.14285),(11 160.14262),(12 161.66489),(13 163.68231),(14 163.60168),(15 163.6615),(16 164.3789),(17 166.54895),(18 166.20938),(19 165.30621),(20 167.07425),(21 166.19803),(22 166.30287),(23 168.96974),(24 168.99924),(25 170.44913),(26 173.09924),(27 173.54475),(28 175.1277),(29 176.82358),(30 176.89554),(31 178.0826),(32 176.04305),(33 177.316),(34 177.74434),(35 178.79547),(36 179.03197),(37 178.7119),(38 180.17595),(39 181.17993),(40 180.97174),(41 181.61566),(42 181.58025),(43 182.86853),(44 181.8787),(45 182.7507),(46 180.55368),(47 178.6812),(48 177.83597),(49 177.80244),(50 176.30684),(51 178.00594),(52 177.62004),(53 178.25249),(54 177.25195),(55 176.2476),(56 176.31529),(57 177.09908),(58 178.47342),(59 177.75381),(60 178.42764),(61 179.82838),(62 179.20416),(63 179.35449),(64 180.30064),(65 182.01526),(66 181.35658),(67 181.57361),(68 183.7587),(69 183.84341),(70 182.61664),(71 182.1291),(72 181.83644),(73 180.51718),(74 180.58327),(75 180.51663),(76 180.31981),(77 182.76399),(78 183.67575),(79 182.85309),
(1 89.41953),(2 112.33996),(3 127.27713),(4 136.95631),(5 143.27797),(6 146.91158),(7 149.75638),(8 153.01967),(9 156.21323),(10 158.53442),(11 159.28395),(12 161.19318),(13 163.84492),(14 165.03644),(15 168.01773),(16 168.24593),(17 168.99727),(18 169.49622),(19 169.16257),(20 172.18674),(21 172.75633),(22 173.8455),(23 174.08348),(24 173.1763),(25 173.06989),(26 174.65628),(27 175.78456),(28 175.8689),(29 176.07004),(30 176.62671),(31 176.29938),(32 177.06601),(33 174.77318),(34 175.52173),(35 175.14276),(36 175.98788),(37 175.40965),(38 175.70177),(39 176.25392),(40 176.55669),(41 177.8334),(42 178.23663),(43 175.82246),(44 176.77718),(45 176.60417),(46 175.16032),(47 173.91922),(48 174.19562),(49 174.01657),(50 174.70035),(51 174.29404),(52 174.57317),(53 175.33418),(54 174.4553),(55 174.92601),(56 175.05258),(57 174.98192),(58 175.70152),(59 174.52495),(60 174.3947),(61 172.69334),(62 173.5936),(63 174.41982),(64 174.95796),(65 175.70984),(66 175.21065),(67 176.58214),(68 178.19612),(69 178.94804),(70 178.60063),(71 178.35329),(72 177.3581),(73 176.92354),(74 177.72414),(75 176.34991),(76 175.37772),(77 176.4288),(78 176.27681),(79 175.8199),
(1 88.19976),(2 110.59479),(3 126.832985),(4 135.14536),(5 141.14032),(6 145.0303),(7 149.13956),(8 153.49757),(9 155.88998),(10 158.75598),(11 161.83282),(12 162.5339),(13 164.96663),(14 166.5808),(15 168.46672),(16 166.09627),(17 169.14758),(18 170.5411),(19 171.28297),(20 172.64641),(21 172.35544),(22 172.71333),(23 172.58789),(24 175.15857),(25 175.31445),(26 176.81903),(27 176.06004),(28 178.17183),(29 177.28346),(30 176.27866),(31 175.65858),(32 174.55475),(33 174.926),(34 175.06017),(35 174.37714),(36 173.79279),(37 174.39726),(38 173.87839),(39 176.10947),(40 177.18524),(41 176.99872),(42 177.09999),(43 177.48721),(44 178.48512),(45 177.49759),(46 177.4102),(47 174.56323),(48 174.11818),(49 172.30173),(50 174.54483),(51 173.3642),(52 174.32553),(53 174.15958),(54 173.6422),(55 173.65178),(56 174.8836),(57 174.81908),(58 174.6758),(59 176.72362),(60 176.60248),(61 174.85948),(62 175.53682),(63 176.90578),(64 176.12204),(65 175.65193),(66 177.4645),(67 177.73074),(68 178.46483),(69 179.05501),(70 181.06062),(71 180.80449),(72 179.94342),(73 179.95685),(74 181.71492),(75 181.1614),(76 180.97382),(77 180.46147),(78 180.98158),(79 180.21182),
(1 86.31754),(2 108.96098),(3 122.39218),(4 132.19524),(5 136.9617),(6 141.10818),(7 143.9409),(8 146.01393),(9 147.46092),(10 149.0554),(11 152.28833),(12 153.8389),(13 155.87822),(14 158.5557),(15 160.26852),(16 160.0467),(17 161.47531),(18 163.57541),(19 164.23929),(20 165.69702),(21 165.51599),(22 164.15837),(23 166.03075),(24 166.50726),(25 167.3882),(26 168.85312),(27 168.55095),(28 169.88957),(29 170.69397),(30 170.3302),(31 169.52023),(32 170.56479),(33 170.74197),(34 171.18758),(35 172.36333),(36 172.70859),(37 173.12035),(38 173.77171),(39 175.39815),(40 175.15555),(41 173.67531),(42 172.86087),(43 174.02773),(44 173.32782),(45 172.31934),(46 171.70421),(47 169.85033),(48 169.7819),(49 169.36482),(50 170.75516),(51 170.00536),(52 167.86633),(53 168.32352),(54 168.46306),(55 168.00894),(56 168.5846),(57 168.62473),(58 168.35837),(59 169.22105),(60 169.79544),(61 168.98395),(62 169.76054),(63 169.31828),(64 167.91661),(65 168.80873),(66 169.63695),(67 170.44594),(68 172.23878),(69 171.95253),(70 172.62363),(71 172.73471),(72 172.12975),(73 172.37231),(74 171.89665),(75 172.81517),(76 172.72258),(77 174.77235),(78 174.47455),(79 173.24428),
(1 87.48252),(2 111.78514),(3 125.20849),(4 132.83089),(5 139.25934),(6 142.7835),(7 147.38516),(8 149.98955),(9 151.81136),(10 153.37772),(11 155.3808),(12 157.86427),(13 159.58957),(14 160.75674),(15 163.16158),(16 163.74152),(17 164.0758),(18 164.97482),(19 164.64053),(20 167.34155),(21 168.40588),(22 169.34943),(23 169.66862),(24 170.38011),(25 171.09431),(26 171.34155),(27 172.19728),(28 171.18524),(29 169.62062),(30 169.8567),(31 169.31024),(32 170.11987),(33 171.89922),(34 170.51479),(35 171.62251),(36 171.17827),(37 172.23076),(38 172.71477),(39 171.47566),(40 171.98566),(41 171.22496),(42 172.6396),(43 172.91106),(44 173.50069),(45 174.59427),(46 172.24759),(47 171.84254),(48 169.34322),(49 170.57733),(50 171.51596),(51 171.20992),(52 169.29143),(53 169.79724),(54 170.84987),(55 169.45628),(56 168.81621),(57 170.45619),(58 170.08272),(59 169.59383),(60 170.83714),(61 170.98111),(62 171.08548),(63 171.84918),(64 172.34846),(65 174.00145),(66 172.93684),(67 172.67387),(68 174.11647),(69 174.58968),(70 174.69359),(71 174.91277),(72 173.86378),(73 175.24725),(74 174.35204),(75 173.32166),(76 173.20018),(77 173.20773),(78 174.61145),(79 175.10176),
(1 86.56029),(2 110.32155),(3 124.67932),(4 133.83714),(5 139.49959),(6 143.39711),(7 146.13658),(8 149.18819),(9 149.88965),(10 152.71901),(11 153.51271),(12 154.3384),(13 157.04877),(14 158.67604),(15 160.22556),(16 160.82552),(17 161.38274),(18 160.26239),(19 161.02873),(20 163.57956),(21 164.56903),(22 165.36179),(23 165.51399),(24 165.52313),(25 164.93495),(26 166.90317),(27 167.64682),(28 168.60115),(29 168.63351),(30 169.67805),(31 169.54163),(32 168.5022),(33 168.58168),(34 169.28615),(35 169.18723),(36 169.35959),(37 170.25339),(38 170.42351),(39 171.95348),(40 172.09575),(41 171.73808),(42 171.94579),(43 172.54498),(44 172.49246),(45 173.14436),(46 174.17802),(47 173.8032),(48 171.51715),(49 169.90733),(50 169.05363),(51 168.66963),(52 167.00165),(53 166.86246),(54 169.31836),(55 168.02136),(56 168.43019),(57 168.49911),(58 166.81905),(59 166.1403),(60 166.46301),(61 166.33842),(62 166.27275),(63 168.20654),(64 168.6347),(65 169.47156),(66 169.02988),(67 168.93282),(68 169.24855),(69 168.4336),(70 168.24413),(71 169.0459),(72 169.94589),(73 171.80544),(74 172.34204),(75 172.26369),(76 172.0588),(77 171.23529),(78 171.39847),(79 172.05443),
(1 84.54103),(2 108.47781),(3 122.62346),(4 130.4013),(5 132.94914),(6 137.695),(7 140.52951),(8 142.40392),(9 145.73557),(10 148.29037),(11 149.54404),(12 150.75374),(13 151.47375),(14 154.82048),(15 157.40268),(16 157.54163),(17 157.26411),(18 158.55666),(19 159.38654),(20 160.72256),(21 159.90083),(22 160.44165),(23 160.11983),(24 161.13553),(25 161.95847),(26 163.42093),(27 164.4218),(28 163.92117),(29 163.03014),(30 162.69293),(31 163.33954),(32 162.0746),(33 162.90514),(34 164.20992),(35 165.48067),(36 165.41249),(37 166.84009),(38 166.77072),(39 167.98892),(40 170.30212),(41 169.92902),(42 169.96329),(43 170.44785),(44 169.24445),(45 168.78157),(46 169.19418),(47 167.80441),(48 167.3015),(49 167.5355),(50 166.42798),(51 167.50754),(52 167.62418),(53 167.73296),(54 168.95853),(55 168.32054),(56 170.3881),(57 169.93196),(58 170.27219),(59 170.37033),(60 169.17465),(61 167.68307),(62 168.31606),(63 169.61075),(64 169.36848),(65 170.23114),(66 168.9038),(67 169.47052),(68 169.3086),(69 168.1601),(70 167.6679),(71 167.12827),(72 168.43938),(73 168.30269),(74 169.18877),(75 168.51236),(76 169.33713),(77 169.56233),(78 170.24428),(79 169.58159),
(1 84.27385),(2 107.28841),(3 120.23907),(4 129.49794),(5 135.06012),(6 139.16312),(7 142.74881),(8 145.7821),(9 147.94945),(10 149.83789),(11 152.36621),(12 152.72859),(13 153.64066),(14 154.71857),(15 154.83682),(16 157.27196),(17 157.41241),(18 156.894),(19 158.52292),(20 158.52287),(21 158.51636),(22 159.13544),(23 161.15926),(24 162.21754),(25 162.41292),(26 164.12961),(27 165.55045),(28 164.90457),(29 165.98068),(30 165.51613),(31 165.96587),(32 164.31816),(33 164.52675),(34 164.28812),(35 165.93329),(36 166.78763),(37 167.47142),(38 169.41525),(39 169.08398),(40 168.66368),(41 168.91556),(42 169.13455),(43 169.89908),(44 170.9198),(45 170.01779),(46 169.87785),(47 169.7701),(48 167.1016),(49 168.00494),(50 167.17883),(51 166.3573),(52 166.30379),(53 166.77202),(54 165.98122),(55 166.29425),(56 165.97733),(57 165.71251),(58 166.65494),(59 167.1645),(60 167.46117),(61 165.59871),(62 166.24222),(63 166.90427),(64 166.39114),(65 165.67549),(66 164.67795),(67 165.20709),(68 164.59627),(69 165.3045),(70 165.98122),(71 165.31984),(72 166.14084),(73 167.00479),(74 165.64093),(75 165.93562),(76 165.57841),(77 166.5591),(78 166.4309),(79 166.51),
(1 83.17866),(2 106.79789),(3 120.43638),(4 127.87551),(5 133.48956),(6 136.21136),(7 140.04225),(8 142.63805),(9 145.57663),(10 146.40808),(11 147.94632),(12 149.43565),(13 150.79457),(14 152.53377),(15 153.95932),(16 154.97223),(17 155.02237),(18 155.05945),(19 156.4442),(20 157.47256),(21 158.24251),(22 158.72076),(23 159.60109),(24 159.67273),(25 159.03072),(26 162.07372),(27 163.16318),(28 164.27585),(29 163.95146),(30 163.43086),(31 163.88695),(32 163.57678),(33 164.53845),(34 165.24754),(35 163.62134),(36 165.45573),(37 166.19899),(38 167.41194),(39 167.25441),(40 165.29439),(41 166.13168),(42 166.23755),(43 166.86948),(44 167.26947),(45 167.87173),(46 166.11172),(47 165.56598),(48 164.7827),(49 165.06773),(50 164.43478),(51 164.96913),(52 164.73323),(53 165.06471),(54 163.71194),(55 163.9733),(56 163.86359),(57 163.28104),(58 163.54533),(59 162.37337),(60 162.68378),(61 163.53845),(62 163.96484),(63 165.21786),(64 164.2784),(65 164.7017),(66 163.71233),(67 166.19588),(68 165.67957),(69 164.53809),(70 164.15486),(71 165.3186),(72 166.39293),(73 167.76962),(74 167.4652),(75 166.51714),(76 165.59402),(77 165.899),(78 167.42567),(79 169.092),
(1 82.48626),(2 106.01185),(3 120.189644),(4 128.85085),(5 133.54108),(6 138.01123),(7 142.841),(8 143.67755),(9 145.23985),(10 147.37488),(11 148.88176),(12 150.40851),(13 152.31306),(14 154.23486),(15 157.73474),(16 157.85756),(17 157.31458),(18 157.683),(19 158.60294),(20 158.89809),(21 161.03105),(22 162.5862),(23 163.1649),(24 162.47331),(25 163.14798),(26 163.72403),(27 165.65752),(28 166.5176),(29 165.9548),(30 166.05719),(31 164.78598),(32 164.78851),(33 162.67278),(34 161.19284),(35 161.98679),(36 162.9545),(37 163.348),(38 164.96988),(39 165.90642),(40 165.65985),(41 167.34186),(42 166.89113),(43 166.50609),(44 166.78362),(45 165.3017),(46 165.44754),(47 164.8326),(48 164.38342),(49 163.9575),(50 164.49086),(51 164.91992),(52 165.36061),(53 164.25566),(54 164.3961),(55 165.48006),(56 165.38739),(57 164.43697),(58 165.32628),(59 164.59729),(60 163.74219),(61 163.35838),(62 164.90196),(63 165.52388),(64 165.00648),(65 165.53459),(66 165.0746),(67 165.18102),(68 165.6132),(69 165.89609),(70 167.11726),(71 166.6659),(72 165.84656),(73 167.3756),(74 167.08363),(75 164.94815),(76 164.31233),(77 164.58089),(78 165.70624),(79 165.75056),
(1 81.98715),(2 105.26817),(3 119.89576),(4 128.7318),(5 134.97824),(6 139.06805),(7 142.00403),(8 143.72324),(9 147.12723),(10 147.93738),(11 149.83751),(12 151.99179),(13 153.33176),(14 156.39299),(15 156.74004),(16 157.3247),(17 159.21715),(18 161.2977),(19 160.99074),(20 161.17998),(21 161.28082),(22 161.51422),(23 162.16049),(24 162.0971),(25 162.41916),(26 163.59148),(27 165.02704),(28 164.9095),(29 165.1268),(30 164.28575),(31 163.95712),(32 164.10681),(33 166.02148),(34 164.69016),(35 165.67366),(36 167.51657),(37 166.38054),(38 166.73215),(39 165.52386),(40 167.96677),(41 167.38504),(42 168.62604),(43 169.50995),(44 169.54121),(45 167.77165),(46 167.0102),(47 168.2492),(48 166.63876),(49 166.13925),(50 165.97289),(51 167.01398),(52 166.7265),(53 165.90947),(54 165.1095),(55 165.67528),(56 166.37534),(57 165.94864),(58 165.91797),(59 165.98097),(60 166.57927),(61 165.39612),(62 166.95726),(63 166.53918),(64 166.24501),(65 167.37218),(66 168.4146),(67 166.97871),(68 166.66385),(69 168.28432),(70 167.21744),(71 167.32611),(72 167.5585),(73 167.28503),(74 169.15196),(75 166.32545),(76 165.90144),(77 166.3795),(78 167.59003),(79 168.25046),
(1 82.40163),(2 103.31219),(3 117.31029),(4 125.414406),(5 131.59335),(6 134.69904),(7 137.19353),(8 140.8942),(9 143.07753),(10 146.36563),(11 148.22691),(12 149.71964),(13 150.8449),(14 151.65024),(15 152.60925),(16 154.75348),(17 154.85239),(18 155.58519),(19 156.73296),(20 158.336),(21 159.71033),(22 160.32735),(23 160.28615),(24 159.99501),(25 159.77188),(26 159.55833),(27 161.87741),(28 161.38812),(29 161.09601),(30 162.06828),(31 162.47224),(32 161.69388),(33 160.99445),(34 161.34279),(35 162.00446),(36 161.92976),(37 162.11375),(38 163.46443),(39 164.38962),(40 165.75745),(41 165.39406),(42 164.1995),(43 162.68776),(44 162.31842),(45 162.88248),(46 162.32549),(47 161.22154),(48 159.36386),(49 160.05493),(50 161.76213),(51 161.86902),(52 163.41142),(53 163.49246),(54 164.20157),(55 164.0134),(56 162.95811),(57 163.56648),(58 164.06754),(59 164.0664),(60 164.58218),(61 164.41675),(62 165.20267),(63 165.38953),(64 166.06091),(65 165.39783),(66 165.6742),(67 165.75047),(68 165.8597),(69 166.15273),(70 165.99736),(71 165.12013),(72 166.26123),(73 165.42096),(74 165.44868),(75 164.89049),(76 163.79297),(77 164.80887),(78 164.16989),(79 165.06157),
