1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50165.25),(2 161582.31),(3 323131.5),(4 513811.66),(5 718355.8),(6 947849.8),(7 1197378),(8 1471823.4),(9 1753252.6),(10 2051025.4),(11 2338245.8),(12 2671034.8),(13 3071164),(14 3494588.8),(15 3910824.8),(16 4325682.5),(17 4758217.5),(18 5199523.5),(19 5642848),(20 6118428),(21 6606609.5),(22 7081965.5),(23 7550206.5),(24 8042928.5),(25 8494404),(26 9006461),(27 9488132),(28 9937405),(29 10338812),(30 10749377),(31 11120702),(32 11551763),(33 12013471),(34 12542505),(35 13010556),(36 13471195),(37 13973244),(38 14495288),(39 14973987),(40 15424744),(41 15843829),(42 16223120),(43 16573060),(44 16931288),(45 17330966),(46 17665142),(47 18057232),(48 18317352),(49 18584656),(50 18948634),(51 19316638),(52 19762670),(53 20150522),(54 20587778),(55 20989158),(56 21377038),(57 21831766),(58 22652790),(59 23240326),(60 23876102),(61 24613312),(62 25362454),(63 26264290),(64 27267862),(65 28369726),(66 29710568),(67 31246296),(68 32657574),(69 34254784),(70 36109750),(71 37927280),(72 39876316),(73 41940364),(74 44273412),(75 46766620),(76 49320988),(77 52241536),(78 55464012),(79 58429264),
(1 3102.076),(2 4726.841),(3 5347.989),(4 5826.3696),(5 6249.9727),(6 6603.814),(7 6839.043),(8 6841.477),(9 6922.666),(10 7150.4214),(11 7183.8745),(12 7153.9575),(13 7244.3784),(14 7319.411),(15 7362.417),(16 7414.9624),(17 7569.107),(18 7655.49),(19 7684.72),(20 7625.94),(21 7521.0327),(22 7452.0444),(23 7343.6772),(24 7381.53),(25 7388.4043),(26 7412.633),(27 7499.0854),(28 7407.0728),(29 7324.3716),(30 7253.023),(31 7207.1157),(32 7256.984),(33 7402.552),(34 7366.756),(35 7281.1113),(36 7263.933),(37 7301.1284),(38 7328.112),(39 7422.8667),(40 7448.816),(41 7538.1484),(42 7507.198),(43 7545.749),(44 7539.3755),(45 7494.307),(46 7607.052),(47 7675.007),(48 7581.9585),(49 7515.5884),(50 7476.243),(51 7302.0225),(52 7385.928),(53 7397.181),(54 7245.1855),(55 7290.9585),(56 7364.552),(57 7380.5083),(58 7469.143),(59 7516.6416),(60 7463.444),(61 7224.3286),(62 7152.4985),(63 7108.044),(64 7082.77),(65 7065.3745),(66 6984.061),(67 6981.899),(68 7018.356),(69 6904.5547),(70 7029.504),(71 7020.8584),(72 7073.1016),(73 7158.497),(74 7169.0503),(75 7225.787),(76 7374.388),(77 7318.454),(78 7291.181),(79 7328.877),
(1 2969.866),(2 4473.0015),(3 5173.45),(4 5628.0234),(5 6054.734),(6 6271.9526),(7 6378.7007),(8 6586.454),(9 6706.708),(10 6803.6387),(11 6835.1616),(12 6874.104),(13 6986.191),(14 7052.9736),(15 7176.3438),(16 7274.8076),(17 7299.103),(18 7405.455),(19 7398.633),(20 7383.2485),(21 7327.6113),(22 7268.553),(23 7209.812),(24 7196.6636),(25 7315.997),(26 7335.224),(27 7401.15),(28 7480.283),(29 7346.9077),(30 7253.806),(31 7265.178),(32 7163.708),(33 7242.124),(34 7159.942),(35 7150.8516),(36 7121.54),(37 7200.389),(38 7205.5894),(39 7254.679),(40 7328.29),(41 7435.0913),(42 7377.5654),(43 7334.997),(44 7353.642),(45 7372.0474),(46 7376.8657),(47 7345.531),(48 7288.2837),(49 7203.8696),(50 7121.087),(51 7078.4814),(52 6992.296),(53 7074.46),(54 7048.389),(55 7021.975),(56 7162.1997),(57 7139.85),(58 7132.263),(59 7159.7344),(60 7081.711),(61 6996.331),(62 6974.172),(63 6890.2773),(64 6961.7065),(65 6904.963),(66 6761.6333),(67 6755.157),(68 6755.894),(69 6737.3325),(70 6797.2837),(71 6819.2817),(72 6921.135),(73 7003.363),(74 6937.5205),(75 6919.543),(76 6896.675),(77 6950.7256),(78 7089.733),(79 7053.6875),
(1 2816.4072),(2 4230.507),(3 4898.5977),(4 5358.7407),(5 5658.191),(6 5906.598),(7 6082.007),(8 6246.6167),(9 6361.787),(10 6415.5913),(11 6478.279),(12 6521.1387),(13 6559.529),(14 6627.18),(15 6807.686),(16 6878.0654),(17 6998.4565),(18 7088.8223),(19 7136.004),(20 7113.572),(21 7029.8296),(22 6974.274),(23 6962.583),(24 6983.817),(25 7065.108),(26 7040.2573),(27 7037.236),(28 7003.918),(29 6986.085),(30 7009.376),(31 6895.796),(32 6911.204),(33 6974.1846),(34 7036.5625),(35 7010.0664),(36 7019.264),(37 7027.4385),(38 6954.908),(39 7006.5566),(40 7022.1865),(41 6997.4517),(42 7109.8706),(43 7029.086),(44 7028.733),(45 7003.3677),(46 7036.708),(47 6915.2734),(48 6812.0073),(49 6715.2905),(50 6712.2065),(51 6633.41),(52 6590.2705),(53 6659.156),(54 6645.9126),(55 6630.5073),(56 6714.7476),(57 6688.2593),(58 6762.0557),(59 6770.9385),(60 6771.6504),(61 6689.7095),(62 6623.015),(63 6615.832),(64 6756.678),(65 6756.1265),(66 6648.0513),(67 6540.7363),(68 6527.892),(69 6531.908),(70 6497.719),(71 6459.797),(72 6552.6094),(73 6697.2393),(74 6540.714),(75 6541.8364),(76 6494.1274),(77 6499.3457),(78 6621.412),(79 6562.14),
(1 2720.1877),(2 4072.8787),(3 4795.114),(4 5191.1167),(5 5436.9395),(6 5609.848),(7 5817.576),(8 6049.423),(9 6137.324),(10 6237.962),(11 6315.276),(12 6349.7104),(13 6380.9077),(14 6456.3467),(15 6510.247),(16 6511.7393),(17 6588.076),(18 6658.833),(19 6712.985),(20 6756.68),(21 6757.5737),(22 6732.052),(23 6864.556),(24 6918.4893),(25 6879.7305),(26 6860.5596),(27 6841.144),(28 6890.7954),(29 6906.5444),(30 6944.95),(31 6876.8125),(32 6868.976),(33 6841.088),(34 6800.595),(35 6714.052),(36 6685.3877),(37 6681.0938),(38 6762.748),(39 6828.054),(40 6823.3247),(41 6860.5156),(42 6878.856),(43 6891.487),(44 6954.027),(45 6922.918),(46 6996.4756),(47 6895.0117),(48 6810.583),(49 6703.0864),(50 6702.4517),(51 6634.33),(52 6604.17),(53 6635.9077),(54 6595.8457),(55 6538.9487),(56 6583.2925),(57 6494.168),(58 6524.3013),(59 6490.838),(60 6429.359),(61 6373.4556),(62 6396.533),(63 6399.921),(64 6457.6987),(65 6464.0884),(66 6410.332),(67 6438.8027),(68 6441.9814),(69 6483.335),(70 6520.9565),(71 6526.8984),(72 6555.0503),(73 6543.5635),(74 6441.698),(75 6458.165),(76 6501.297),(77 6609.049),(78 6606.307),(79 6568.0254),
(1 2704.0044),(2 4070.6472),(3 4688.844),(4 5116.127),(5 5284.333),(6 5491.5146),(7 5594.917),(8 5827.8813),(9 5992.885),(10 6075.338),(11 6069.8335),(12 6086.82),(13 6164.167),(14 6193.0747),(15 6213.385),(16 6280.886),(17 6283.283),(18 6370.4033),(19 6413.6577),(20 6465.744),(21 6371.8223),(22 6425.129),(23 6370.9414),(24 6437.106),(25 6356.34),(26 6332.8813),(27 6402.4497),(28 6519.817),(29 6504.4683),(30 6468.07),(31 6477.0835),(32 6464.9756),(33 6478.368),(34 6531.7305),(35 6547.6914),(36 6481.5273),(37 6394.647),(38 6467.188),(39 6519.0713),(40 6513.794),(41 6575.2783),(42 6624.3965),(43 6642.265),(44 6613.204),(45 6632.3047),(46 6704.5093),(47 6622.886),(48 6491.8877),(49 6531.1777),(50 6533.2534),(51 6514.2544),(52 6490.2466),(53 6458.8496),(54 6434.5156),(55 6470.405),(56 6439.456),(57 6361.4785),(58 6401.7905),(59 6361.539),(60 6242.0317),(61 6217.4907),(62 6187.0693),(63 6292.3213),(64 6388.235),(65 6450.7593),(66 6412.8237),(67 6418.6763),(68 6450.5244),(69 6495.7065),(70 6455.43),(71 6400.029),(72 6449.995),(73 6390.3125),(74 6383.035),(75 6393.351),(76 6423.2725),(77 6348.3784),(78 6371.1196),(79 6335.3535),
(1 2739.056),(2 4122.3784),(3 4689.881),(4 5060.7744),(5 5298.778),(6 5445.3145),(7 5603.783),(8 5659.606),(9 5820.175),(10 5917.7886),(11 5997.7427),(12 6137.8745),(13 6171.451),(14 6162.918),(15 6191.4834),(16 6208.719),(17 6276.383),(18 6437.3716),(19 6520.6504),(20 6438.643),(21 6364.053),(22 6446.593),(23 6492.0146),(24 6470.0664),(25 6356.9614),(26 6283.1265),(27 6350.215),(28 6364.3237),(29 6439.05),(30 6348.229),(31 6393.819),(32 6534.335),(33 6420.6426),(34 6534.1177),(35 6530.9663),(36 6497.5425),(37 6502.0063),(38 6534.394),(39 6602.4277),(40 6547.697),(41 6497.934),(42 6458.7886),(43 6461.1694),(44 6422.7563),(45 6454.0557),(46 6561.344),(47 6480.3975),(48 6324.178),(49 6399.2026),(50 6397.8306),(51 6299.4966),(52 6230.393),(53 6296.506),(54 6393.953),(55 6388.094),(56 6379.69),(57 6431.5103),(58 6386.332),(59 6228.918),(60 6150.4253),(61 6172.9365),(62 6206.638),(63 6295.573),(64 6359.968),(65 6341.534),(66 6316.3784),(67 6339.6885),(68 6383.354),(69 6411.6895),(70 6386.446),(71 6352.737),(72 6388.8853),(73 6415.9556),(74 6417.3643),(75 6459.55),(76 6466.478),(77 6400.8413),(78 6391.6084),(79 6392.0864),
(1 2561.8918),(2 3909.2717),(3 4569.861),(4 4870.4214),(5 5053.679),(6 5187.432),(7 5354.1133),(8 5455.1455),(9 5586.891),(10 5726.6914),(11 5831.6484),(12 5917.919),(13 5886.8447),(14 5764.623),(15 5926.7695),(16 6056.174),(17 6081.006),(18 6154.7666),(19 6165.3867),(20 6109.1855),(21 6052.902),(22 6104.4067),(23 6180.9604),(24 6096.2637),(25 6049.204),(26 5979.0625),(27 5969.4063),(28 6038.7666),(29 6078.494),(30 6096.228),(31 6117.326),(32 6094.31),(33 6092.4443),(34 6031.08),(35 6093.6475),(36 6115.3037),(37 6141.8037),(38 6234.7715),(39 6193.0093),(40 6170.072),(41 6124.738),(42 6129.4067),(43 6213.3433),(44 6159.828),(45 6275.0293),(46 6321.955),(47 6290.0815),(48 6187.9375),(49 6232.959),(50 6236.166),(51 6086.3516),(52 6048.523),(53 6149.245),(54 6186.609),(55 6250.674),(56 6312.612),(57 6331.5557),(58 6318.0366),(59 6260.227),(60 6251.3037),(61 6228.2314),(62 6196.462),(63 6322.886),(64 6325.431),(65 6324.272),(66 6280.1777),(67 6249.2974),(68 6217.555),(69 6209.619),(70 6156.304),(71 6108.316),(72 6089.377),(73 6098.1533),(74 6182.6904),(75 6211.551),(76 6158.92),(77 6218.0723),(78 6162.998),(79 6144.571),
(1 2503.5967),(2 3783.1387),(3 4373.1543),(4 4637.732),(5 4799.4175),(6 4966.8945),(7 5108.6953),(8 5287.3257),(9 5484.4604),(10 5615.756),(11 5636.463),(12 5630.896),(13 5664.777),(14 5679.0933),(15 5746.701),(16 5893.4023),(17 5967.0923),(18 5954.6196),(19 5954.702),(20 5879.299),(21 5954.7393),(22 6068.416),(23 6137.349),(24 6072.3965),(25 5940.7534),(26 5848.267),(27 5749.493),(28 5768.174),(29 5780.719),(30 5823.1772),(31 5869.96),(32 5851.2705),(33 5997.288),(34 6055.605),(35 6113.3174),(36 6074.1406),(37 6049.232),(38 6056.3022),(39 6121.594),(40 6167.6133),(41 6255.8247),(42 6215.531),(43 6249.368),(44 6309.0396),(45 6363.6675),(46 6316.4263),(47 6195.994),(48 6161.997),(49 6241.71),(50 6241.2275),(51 6116.474),(52 6017.527),(53 6027.18),(54 6083.653),(55 6102.128),(56 6147.5586),(57 6176.5366),(58 6156.387),(59 6184.591),(60 6115.6445),(61 6085.0034),(62 6007.5854),(63 6033.5337),(64 5939.056),(65 5947.852),(66 5955.7266),(67 5896.309),(68 5925.051),(69 5909.838),(70 5790.327),(71 5775.8574),(72 5764.1104),(73 5812.812),(74 5802.4907),(75 5858.0557),(76 5821.281),(77 5865.997),(78 5940.6245),(79 5943.043),
(1 2498.342),(2 3758.8103),(3 4324.7505),(4 4556.304),(5 4683.1973),(6 4834.286),(7 4979.561),(8 5194.8867),(9 5328.183),(10 5430.7666),(11 5466.295),(12 5514.7793),(13 5534.9766),(14 5593.885),(15 5745.596),(16 5876.5654),(17 5869.0317),(18 5811.204),(19 5818.6147),(20 5823.6494),(21 5947.7783),(22 6119.131),(23 6157.47),(24 6116.3716),(25 6123.2324),(26 5995.6143),(27 5879.3535),(28 5902.5254),(29 5934.8687),(30 5937.076),(31 5972.6465),(32 5993.358),(33 6022.934),(34 5955.9785),(35 5988.198),(36 5939.694),(37 5943.5425),(38 5928.451),(39 6031.956),(40 5976.1826),(41 6017.0176),(42 5998.4097),(43 6077.1763),(44 6147.158),(45 6154.6816),(46 6146.881),(47 5961.0474),(48 5921.505),(49 6007.6504),(50 6024.1763),(51 6044.9526),(52 5976.5425),(53 6017.1997),(54 6029.3047),(55 6019.781),(56 6007.1465),(57 6120.283),(58 6116.9683),(59 6153.9814),(60 6061.809),(61 6000.542),(62 5950.5737),(63 5861.865),(64 5851.551),(65 5852.1606),(66 5816.1465),(67 5840.377),(68 5880.1997),(69 5949.664),(70 5868.3027),(71 5865.401),(72 5874.0547),(73 5876.184),(74 5918.9897),(75 6030.037),(76 6001.571),(77 5989.5327),(78 6008.4326),(79 5957.731),
(1 2445.8665),(2 3575.3066),(3 4147.785),(4 4433.524),(5 4585.4946),(6 4780.841),(7 4980.5254),(8 5116.1143),(9 5171.746),(10 5259.31),(11 5299.2925),(12 5336.7466),(13 5318.2646),(14 5423.7227),(15 5620.6094),(16 5714.7354),(17 5705.2964),(18 5607.0737),(19 5551.999),(20 5540.372),(21 5613.637),(22 5830.0967),(23 5808.2974),(24 5834.012),(25 5846.612),(26 5796.9585),(27 5783.981),(28 5778.3022),(29 5849.7793),(30 5779.507),(31 5910.689),(32 6008.4595),(33 6009.368),(34 5954.4414),(35 5902.201),(36 5890.06),(37 5834.534),(38 5898.942),(39 6002.686),(40 5982.402),(41 5948.794),(42 5928.4775),(43 6021.5063),(44 6149.355),(45 6128.881),(46 6130.7954),(47 5983.4663),(48 5894.3726),(49 5929.9883),(50 5853.8916),(51 5912.2886),(52 5945.2964),(53 6041.4956),(54 6081.545),(55 6006.2827),(56 6006.7725),(57 6108.6714),(58 6049.3867),(59 6023.6387),(60 6029.221),(61 5919.8794),(62 5901.7246),(63 5884.607),(64 5859.6064),(65 5836.486),(66 5806.592),(67 5817.0996),(68 5818.848),(69 5779.5093),(70 5815.8037),(71 5894.347),(72 5933.297),(73 5991.7183),(74 6018.5933),(75 6048.447),(76 5991.5547),(77 5927.0117),(78 5993.2617),(79 5932.795),
(1 2323.2803),(2 3518.489),(3 4134.943),(4 4417.1123),(5 4586.8867),(6 4829.3906),(7 4896.8394),(8 4957.662),(9 5083.3423),(10 5247.4893),(11 5229.9233),(12 5268.1875),(13 5290.1367),(14 5278.6733),(15 5415.258),(16 5457.325),(17 5438.7695),(18 5382.7046),(19 5328.8647),(20 5357.016),(21 5452.0825),(22 5549.5015),(23 5550.505),(24 5583.21),(25 5570.4346),(26 5539.3364),(27 5625.311),(28 5651.7197),(29 5670.0103),(30 5663.479),(31 5712.8657),(32 5787.2188),(33 5779.563),(34 5767.1963),(35 5750.6807),(36 5710.102),(37 5749.571),(38 5826.2207),(39 5781.856),(40 5834.351),(41 5745.221),(42 5738.6426),(43 5827.168),(44 5916.08),(45 5873.332),(46 5842.7915),(47 5813.888),(48 5765.9146),(49 5697.002),(50 5645.5615),(51 5673.2266),(52 5745.1494),(53 5875.8096),(54 5889.2393),(55 5828.5776),(56 5734.5313),(57 5770.576),(58 5673.9746),(59 5667.1855),(60 5618.2817),(61 5624.573),(62 5628.708),(63 5551.068),(64 5462.3193),(65 5521.4023),(66 5571.871),(67 5507.2886),(68 5612.841),(69 5667.931),(70 5660.963),(71 5730.327),(72 5747.3345),(73 5688.4614),(74 5760.1445),(75 5807.362),(76 5841.808),(77 5756.1553),(78 5749.3438),(79 5706.777),
(1 2276.446),(2 3366.7358),(3 4021.9187),(4 4388.0835),(5 4514.729),(6 4727.262),(7 4764.988),(8 4853.9014),(9 4904.5903),(10 4997.25),(11 5072.6807),(12 5052.0938),(13 5141.887),(14 5103.071),(15 5196.69),(16 5241.106),(17 5187.1675),(18 5208.869),(19 5253.3105),(20 5291.9697),(21 5319.8545),(22 5385.051),(23 5414.631),(24 5480.2393),(25 5394.571),(26 5365.679),(27 5442.351),(28 5464.95),(29 5512.934),(30 5478.2485),(31 5565.496),(32 5537.4478),(33 5481.5293),(34 5505.238),(35 5491.386),(36 5585.066),(37 5609.072),(38 5713.941),(39 5674.122),(40 5784.885),(41 5719.5864),(42 5714.008),(43 5721.7363),(44 5816.614),(45 5798.925),(46 5848.509),(47 5789.3276),(48 5751.856),(49 5715.53),(50 5670.2827),(51 5683.5015),(52 5740.7075),(53 5707.851),(54 5707.648),(55 5754.1313),(56 5666.9946),(57 5669.1377),(58 5611.2153),(59 5496.453),(60 5519.1543),(61 5524.176),(62 5500.492),(63 5452.989),(64 5393.4043),(65 5393.7583),(66 5436.124),(67 5405.015),(68 5470.283),(69 5535.9937),(70 5495.45),(71 5482.6455),(72 5587.8975),(73 5606.5757),(74 5643.219),(75 5648.753),(76 5615.682),(77 5555.565),(78 5560.0776),(79 5533.8936),
(1 2264.8977),(2 3410.4524),(3 4007.0999),(4 4331.702),(5 4569.39),(6 4736.245),(7 4783.0835),(8 4832.6777),(9 4921.0654),(10 4990.595),(11 5037.944),(12 5112.8286),(13 5201.847),(14 5120.592),(15 5130.9937),(16 5210.3965),(17 5181.294),(18 5175.5073),(19 5152.623),(20 5180.908),(21 5236.39),(22 5272.4355),(23 5203.178),(24 5201.696),(25 5278.534),(26 5359.4478),(27 5369.9443),(28 5406.948),(29 5441.537),(30 5498.016),(31 5490.9795),(32 5435.2085),(33 5375.359),(34 5404.3833),(35 5466.5415),(36 5532.199),(37 5581.073),(38 5611.31),(39 5589.695),(40 5569.2593),(41 5575.719),(42 5541.478),(43 5510.3457),(44 5545.716),(45 5470.527),(46 5556.075),(47 5463.195),(48 5395.0645),(49 5429.79),(50 5380.209),(51 5377.0615),(52 5363.2856),(53 5380.353),(54 5440.225),(55 5407.633),(56 5410.5015),(57 5343.643),(58 5219.2964),(59 5177.1177),(60 5172.934),(61 5225.706),(62 5234.024),(63 5327.1235),(64 5310.4346),(65 5331.3413),(66 5396.391),(67 5406.6387),(68 5376.9907),(69 5522.8423),(70 5579.2495),(71 5614.823),(72 5541.7646),(73 5594.6177),(74 5676.047),(75 5604.9087),(76 5531.8027),(77 5494.319),(78 5457.408),(79 5410.924),
(1 2236.899),(2 3351.7417),(3 3971.946),(4 4320.852),(5 4554.8125),(6 4691.186),(7 4744.0645),(8 4759.9463),(9 4860.841),(10 4903.303),(11 4934.307),(12 4940.3696),(13 5028.8433),(14 5032.706),(15 5062.6187),(16 5024.6626),(17 5025.2715),(18 5080.3457),(19 5143.257),(20 5145.358),(21 5155.93),(22 5187.492),(23 5161.4683),(24 5108.064),(25 5114.8535),(26 5132.6323),(27 5206.939),(28 5266.689),(29 5264.747),(30 5258.8804),(31 5309.5537),(32 5248.014),(33 5224.316),(34 5207.0327),(35 5269.0684),(36 5277.922),(37 5356.863),(38 5357.502),(39 5435.6123),(40 5382.4243),(41 5361.9063),(42 5318.816),(43 5244.972),(44 5258.6855),(45 5172.507),(46 5218.324),(47 5133.784),(48 5079.987),(49 5140.502),(50 5171.121),(51 5178.8115),(52 5281.4785),(53 5288.8975),(54 5393.2285),(55 5298.41),(56 5258.8257),(57 5198.682),(58 5230.4126),(59 5130.5947),(60 5144.553),(61 5191.7124),(62 5205.673),(63 5206.7485),(64 5240.255),(65 5321.9624),(66 5316.853),(67 5282.1567),(68 5288.0923),(69 5337.3066),(70 5391.596),(71 5351.759),(72 5300.459),(73 5303.2134),(74 5318.8286),(75 5239.6816),(76 5242.81),(77 5217.0806),(78 5156.212),(79 5144.696),
(1 2221.8577),(2 3286.8208),(3 3879.5715),(4 4236.677),(5 4434.7964),(6 4512.598),(7 4594.8833),(8 4678.0576),(9 4713.637),(10 4660.8945),(11 4774.911),(12 4758.5674),(13 4828.3022),(14 4874.5825),(15 4934.4097),(16 4971.2964),(17 4993.889),(18 5002.0684),(19 4985.2236),(20 4986.6963),(21 5032.8),(22 5051.739),(23 5042.065),(24 5054.8354),(25 5033.7505),(26 5062.852),(27 5115.731),(28 5177.9355),(29 5226.3013),(30 5257.471),(31 5267.9185),(32 5293.5977),(33 5249.524),(34 5333.1914),(35 5321.0464),(36 5260.6816),(37 5258.8076),(38 5285.5107),(39 5354.326),(40 5329.5405),(41 5350.393),(42 5482.261),(43 5443.259),(44 5421.5474),(45 5314.8193),(46 5357.754),(47 5204.988),(48 5124.351),(49 5175.924),(50 5126.9175),(51 5088.398),(52 5177.033),(53 5183.425),(54 5184.5083),(55 5100.2173),(56 5098.738),(57 5051.5),(58 5123.918),(59 5032.656),(60 4959.9766),(61 4965.1167),(62 4952.194),(63 4952.868),(64 4978.598),(65 5003.2705),(66 5029.911),(67 4990.7124),(68 5047.44),(69 5080.1543),(70 5071.0444),(71 4994.784),(72 4969.981),(73 5019.489),(74 4990.732),(75 5016.1846),(76 4989.9336),(77 5039.704),(78 5084.6865),(79 5143.9087),
(1 2114.4377),(2 3159.3413),(3 3734.4304),(4 4042.8657),(5 4281.9644),(6 4418.153),(7 4515.722),(8 4541.081),(9 4573.8335),(10 4656.53),(11 4717.1606),(12 4700.2495),(13 4780.275),(14 4779.932),(15 4889.798),(16 4946.0938),(17 5013.4224),(18 4969.605),(19 4901.021),(20 4884.9414),(21 4927.5303),(22 4934.0117),(23 4970.644),(24 4969.2114),(25 4940.034),(26 4911.773),(27 4943.9746),(28 4945.1006),(29 4973.0537),(30 5022.7485),(31 5115.7695),(32 5144.264),(33 5120.809),(34 5151.149),(35 5215.3022),(36 5270.837),(37 5207.4116),(38 5117.6084),(39 5160.645),(40 5109.326),(41 5057.217),(42 5128.471),(43 5128.455),(44 5130.22),(45 5060.829),(46 5045.123),(47 5085.7266),(48 5005.1543),(49 4959.207),(50 5002.507),(51 4965.99),(52 5023.12),(53 5111.0713),(54 5063.9014),(55 5080.316),(56 5091.8716),(57 5088.3203),(58 5152.7153),(59 5046.2686),(60 5054.4717),(61 5145.347),(62 5111.0415),(63 5158.6733),(64 5163.6406),(65 5144.709),(66 5087.4985),(67 5139.5093),(68 5086.938),(69 5065.5884),(70 5048.98),(71 5038.806),(72 5025.5776),(73 5040.112),(74 4971.1597),(75 5017.262),(76 5045.1343),(77 5091.1333),(78 5123.232),(79 5121.7544),
