1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1011576.5),(2 3096421.3),(3 6376074),(4 10756777),(5 16366135),(6 22975080),(7 30404710),(8 38573692),(9 48000340),(10 57710084),(11 67511420),(12 77768190),(13 88371160),(14 99058024),(15 110572410),(16 122171290),(17 133573530),(18 145417660),(19 157830450),(20 169871000),(21 182110190),(22 194012850),(23 205996050),(24 217391230),(25 228426160),(26 239298560),(27 249954380),(28 260812930),(29 272043620),(30 282911330),(31 293250660),(32 303143840),(33 313695740),(34 323782900),(35 333328740),(36 342002880),(37 351091550),(38 359451900),(39 367439780),(40 374567170),(41 380963600),(42 387064930),(43 392177660),(44 396443300),(45 400222620),(46 402891420),(47 405278720),(48 406960030),(49 407794850),(50 407541100),(51 406334720),(52 404100740),(53 401345180),(54 398021860),(55 394569600),(56 390587500),(57 386833020),(58 382675330),(59 378630050),(60 374873180),(61 371006700),(62 367090430),(63 362588770),(64 358066900),(65 353496670),(66 348531600),(67 344056130),(68 338838940),(69 333745400),(70 328669000),(71 323588450),(72 318347680),(73 313328100),(74 308403800),(75 303668860),(76 299002850),(77 294647650),(78 290429800),(79 286859550),
(1 1123420.6),(2 4247502),(3 9308534),(4 16099566),(5 24428628),(6 34019220),(7 44510916),(8 55526092),(9 67135860),(10 78532710),(11 89704984),(12 100476170),(13 110715780),(14 120081110),(15 128582570),(16 135968540),(17 142110030),(18 147377360),(19 151355230),(20 154397310),(21 156521870),(22 157631200),(23 158076850),(24 158025630),(25 157377330),(26 156315680),(27 154866370),(28 153363550),(29 151917180),(30 150621100),(31 149189150),(32 147725860),(33 146521700),(34 145264480),(35 143950200),(36 142669150),(37 141449010),(38 140525020),(39 139674580),(40 139191650),(41 138850980),(42 138682110),(43 138676370),(44 138644830),(45 138663980),(46 138500640),(47 138207150),(48 137742110),(49 136879470),(50 135527620),(51 133740460),(52 131502616),(53 129083350),(54 126542640),(55 123959016),(56 121449640),(57 119024170),(58 116654696),(59 114625920),(60 112611750),(61 110466200),(62 108178280),(63 105463704),(64 102587660),(65 99657624),(66 96608080),(67 93562984),(68 90439790),(69 87674056),(70 85149670),(71 82861910),(72 80875020),(73 79390550),(74 78344770),(75 77812850),(76 77847910),(77 78517890),(78 79855050),(79 81763760),
(1 957723.44),(2 3595079.3),(3 7889181.5),(4 13711676),(5 20900286),(6 29092152),(7 37944492),(8 47203300),(9 57109570),(10 66381012),(11 75093144),(12 83151510),(13 90393890),(14 96657640),(15 102537540),(16 107001704),(17 110527580),(18 113291740),(19 115891050),(20 117598660),(21 118854744),(22 119875580),(23 120616900),(24 121434230),(25 122142504),(26 122851970),(27 123476584),(28 124251816),(29 125264380),(30 126455176),(31 127634620),(32 128707490),(33 130334630),(34 131409064),(35 132174744),(36 132576810),(37 132683590),(38 132556030),(39 132037990),(40 131199000),(41 130066300),(42 128689050),(43 127207010),(44 125585110),(45 123758590),(46 121689410),(47 119265450),(48 116638184),(49 113729020),(50 110491480),(51 107064010),(52 103632160),(53 100233816),(54 96979260),(55 93910744),(56 91210984),(57 88637580),(58 86380820),(59 84558960),(60 82761500),(61 80932856),(62 79095544),(63 77159130),(64 75262540),(65 73474280),(66 71767040),(67 70124216),(68 68718900),(69 67488390),(70 66578348),(71 65918828),(72 65472780),(73 65260548),(74 65311810),(75 65462370),(76 65829740),(77 66419196),(78 67109930),(79 67805576),
(1 536504.6),(2 1969562),(3 4189244),(4 7021376),(5 10304425),(6 13859972),(7 17480640),(8 21072038),(9 24661760),(10 28005156),(11 31173240),(12 34263870),(13 37258530),(14 40233000),(15 43456800),(16 46665972),(17 49922616),(18 53192416),(19 56782864),(20 60039780),(21 63173996),(22 66120960),(23 68791000),(24 71133010),(25 73080550),(26 74678820),(27 75776456),(28 76371910),(29 76509940),(30 76092140),(31 75238824),(32 74062240),(33 72966750),(34 71721120),(35 70609770),(36 69756500),(37 69301500),(38 69332580),(39 69947760),(40 70923930),(41 72418390),(42 74337960),(43 76517520),(44 78737540),(45 80828760),(46 82446550),(47 83575150),(48 84062080),(49 83905790),(50 83012040),(51 81500424),(52 79341730),(53 76722710),(54 73631260),(55 70294540),(56 66926052),(57 63530864),(58 60355256),(59 57528470),(60 55074156),(61 53110492),(62 51614860),(63 50598800),(64 50083376),(65 49980336),(66 50169230),(67 50594544),(68 51198664),(69 51867656),(70 52612370),(71 53369456),(72 54113724),(73 54774336),(74 55324052),(75 55687680),(76 55812964),(77 55652216),(78 55198376),(79 54359336),
(1 511271.78),(2 1881038.8),(3 3863768.8),(4 6180557),(5 8531658),(6 10666134),(7 12428023),(8 13793619),(9 14823878),(10 15629303),(11 16323450),(12 17068202),(13 17931898),(14 18973594),(15 20170014),(16 21554520),(17 23036170),(18 24558752),(19 26052200),(20 27455508),(21 28816616),(22 30152148),(23 31523880),(24 32762008),(25 33983524),(26 35220812),(27 36352464),(28 37335800),(29 38123516),(30 38628520),(31 38833700),(32 38743588),(33 38494068),(34 38094430),(35 37639784),(36 37145076),(37 36684116),(38 36300612),(39 36052188),(40 35967452),(41 36086724),(42 36382428),(43 36813108),(44 37356840),(45 37999590),(46 38667200),(47 39332724),(48 39893940),(49 40344940),(50 40579060),(51 40537520),(52 40126812),(53 39423150),(54 38391324),(55 37085124),(56 35576336),(57 33865500),(58 32182238),(59 30649570),(60 29344792),(61 28394234),(62 27810848),(63 27634210),(64 27900974),(65 28483346),(66 29226324),(67 30004632),(68 30748776),(69 31365160),(70 31855572),(71 32221810),(72 32494566),(73 32682702),(74 32823380),(75 32899808),(76 32912884),(77 32765304),(78 32458802),(79 31899078),
(1 955600.1),(2 3564460.8),(3 7229398.5),(4 11204670),(5 14713192),(6 17203006),(7 18523528),(8 18879902),(9 18803860),(10 18519760),(11 18524554),(12 18928936),(13 19674696),(14 20530014),(15 21303360),(16 21618356),(17 21554672),(18 21333566),(19 21295904),(20 21484980),(21 22261882),(22 23711634),(23 25838958),(24 28103324),(25 30244506),(26 31944212),(27 32940736),(28 33167882),(29 32644596),(30 31564868),(31 30213572),(32 28863226),(33 27982852),(34 27495674),(35 27546940),(36 28049802),(37 28897236),(38 29836660),(39 30704090),(40 31320858),(41 31586336),(42 31476634),(43 31024236),(44 30310310),(45 29515900),(46 28913654),(47 28595852),(48 28583078),(49 28886890),(50 29390134),(51 29868150),(52 30181626),(53 30217242),(54 29913530),(55 29293524),(56 28442212),(57 27410058),(58 26343552),(59 25341194),(60 24535488),(61 23981184),(62 23674402),(63 23639652),(64 23936318),(65 24429252),(66 25001974),(67 25486544),(68 25715002),(69 25673520),(70 25337688),(71 24810076),(72 24245306),(73 23772556),(74 23522288),(75 23564940),(76 23845866),(77 24277948),(78 24748904),(79 25041562),
(1 1118880.5),(2 4120042.3),(3 8243127),(4 12511888),(5 16048772),(6 18304598),(7 19227838),(8 19137992),(9 18538340),(10 17846996),(11 17487884),(12 17539500),(13 17842580),(14 18244704),(15 18599608),(16 18823770),(17 19068056),(18 19530798),(19 20393052),(20 21635688),(21 23131486),(22 24568418),(23 25572522),(24 25693678),(25 24820002),(26 23206386),(27 21232694),(28 19512538),(29 18493124),(30 18436988),(31 19385796),(32 21084938),(33 23150436),(34 25034338),(35 26342440),(36 26963542),(37 26873608),(38 26216712),(39 25329192),(40 24413100),(41 23630436),(42 23113748),(43 22817502),(44 22738680),(45 22840630),(46 23233266),(47 23935616),(48 24885564),(49 26081714),(50 27380260),(51 28703524),(52 29850034),(53 30602336),(54 30921794),(55 30761212),(56 30259634),(57 29523196),(58 28722814),(59 28031492),(60 27535158),(61 27193054),(62 26924192),(63 26671146),(64 26403218),(65 26063862),(66 25651944),(67 25209218),(68 24758668),(69 24454358),(70 24275778),(71 24214940),(72 24269206),(73 24385220),(74 24566578),(75 24694038),(76 24741074),(77 24627352),(78 24279948),(79 23752444),
(1 1331035.4),(2 4842669.5),(3 9523217),(4 14141481),(5 17650454),(6 19608210),(7 20002626),(8 19161414),(9 17760216),(10 16368676),(11 15323572),(12 14795510),(13 14815614),(14 15365063),(15 16375962),(16 17733072),(17 19302746),(18 20893192),(19 22258346),(20 23101496),(21 23241832),(22 22541316),(23 21148090),(24 19430054),(25 17705756),(26 16365330),(27 15713851),(28 15878989),(29 16913404),(30 18698820),(31 20993176),(32 23461374),(33 25583936),(34 27054370),(35 27587492),(36 27176480),(37 26039116),(38 24531130),(39 23135840),(40 22177898),(41 21858164),(42 22142252),(43 22797802),(44 23674644),(45 24547958),(46 25276756),(47 25843532),(48 26270624),(49 26665240),(50 27034390),(51 27449548),(52 27917564),(53 28374620),(54 28743066),(55 28908250),(56 28904226),(57 28708310),(58 28391350),(59 28076188),(60 27761958),(61 27494078),(62 27274816),(63 27062866),(64 26869340),(65 26646974),(66 26359942),(67 25996050),(68 25609554),(69 25245312),(70 25032506),(71 24936856),(72 24901272),(73 24820022),(74 24738872),(75 24672602),(76 24636472),(77 24649036),(78 24699652),(79 24694982),
(1 1288701.3),(2 4607004),(3 8790972),(4 12571672),(5 15026414),(6 15859006),(7 15309769),(8 13942225),(9 12411235),(10 11177333),(11 10586797),(12 10742187),(13 11581312),(14 12936031),(15 14524159),(16 15946389),(17 16915954),(18 17275504),(19 17111344),(20 16527004),(21 15865894),(22 15370397),(23 15236361),(24 15516895),(25 16125336),(26 16907016),(27 17781162),(28 18609050),(29 19384592),(30 20059852),(31 20580166),(32 20839280),(33 20882354),(34 20690108),(35 20412582),(36 20199364),(37 20176810),(38 20387554),(39 20752326),(40 21117634),(41 21462556),(42 21716344),(43 21923648),(44 22154188),(45 22388064),(46 22620058),(47 22770558),(48 22809982),(49 22826290),(50 22880888),(51 23127292),(52 23581680),(53 24182666),(54 24819674),(55 25370424),(56 25765080),(57 25963082),(58 25974196),(59 25859884),(60 25636068),(61 25481488),(62 25478048),(63 25707268),(64 26130214),(65 26558228),(66 26808404),(67 26762442),(68 26423164),(69 25912316),(70 25429880),(71 25132370),(72 25104926),(73 25333284),(74 25744546),(75 26090570),(76 26265718),(77 26274120),(78 26157308),(79 26005180),
(1 1337655.3),(2 4584826.5),(3 8205747.5),(4 10888180),(5 12194240),(6 12511838),(7 12427817),(8 12238213),(9 11850820),(10 11238921),(11 10615876),(12 10395320),(13 10855255),(14 11864564),(15 12966781),(16 13639930),(17 13714334),(18 13370616),(19 13020050),(20 12945465),(21 13299157),(22 13917100),(23 14588018),(24 15122859),(25 15544249),(26 15933051),(27 16335755),(28 16634468),(29 16761394),(30 16703934),(31 16525307),(32 16405721),(33 16545015),(34 16927870),(35 17382676),(36 17720686),(37 17813276),(38 17622420),(39 17326680),(40 16978178),(41 16668715),(42 16423712),(43 16267360),(44 16288293),(45 16562384),(46 17077792),(47 17635414),(48 18043130),(49 18249528),(50 18298544),(51 18391004),(52 18611980),(53 18883048),(54 19093178),(55 19181608),(56 19243114),(57 19305556),(58 19437830),(59 19675904),(60 19982606),(61 20379668),(62 20818096),(63 21218308),(64 21511098),(65 21675224),(66 21767718),(67 21923306),(68 22117916),(69 22299616),(70 22382044),(71 22347352),(72 22334856),(73 22493816),(74 22875622),(75 23275224),(76 23480896),(77 23465128),(78 23344882),(79 23297804),
(1 1332234.1),(2 4335741.5),(3 7091772),(4 8469380),(5 8802014),(6 9269761),(7 10408757),(8 11708384),(9 12190770),(10 11511943),(11 10423331),(12 10008335),(13 10748406),(14 12043374),(15 12830575),(16 12556536),(17 11705099),(18 11289598),(19 11945996),(20 13360440),(21 14703074),(22 15362320),(23 15418358),(24 15472082),(25 15856408),(26 16489766),(27 16989490),(28 17011406),(29 16671511),(30 16358816),(31 16366195),(32 16660019),(33 16972118),(34 17079444),(35 16977456),(36 16665080),(37 16244894),(38 15876584),(39 15665527),(40 15587098),(41 15571821),(42 15432397),(43 15203301),(44 14940768),(45 14843355),(46 15013298),(47 15339315),(48 15640730),(49 15759160),(50 15722832),(51 15707195),(52 15897077),(53 16254908),(54 16574398),(55 16742005),(56 16779132),(57 16796864),(58 16922402),(59 17096444),(60 17234296),(61 17333854),(62 17452368),(63 17652014),(64 17876424),(65 18001804),(66 17987562),(67 17908894),(68 17909354),(69 18032984),(70 18204950),(71 18262770),(72 18148532),(73 18037964),(74 18153868),(75 18499876),(76 18796390),(77 18777058),(78 18515058),(79 18303014),
