1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 81.97383),(2 124.29634),(3 160.50447),(4 172.54607),(5 181.25375),(6 194.62157),(7 202.30441),(8 208.19719),(9 212.17189),(10 212.52298),(11 216.06577),(12 219.47475),(13 218.32144),(14 219.03354),(15 218.36462),(16 219.82991),(17 219.98518),(18 219.32066),(19 218.78491),(20 218.47714),(21 218.86165),(22 221.37418),(23 225.73454),(24 227.93272),(25 228.6173),(26 230.30423),(27 233.5151),(28 232.6892),(29 233.61343),(30 234.92827),(31 233.4529),(32 233.97215),(33 234.41803),(34 234.73386),(35 232.68782),(36 233.56654),(37 234.57565),(38 234.49422),(39 233.22867),(40 232.4397),(41 236.24007),(42 238.16301),(43 238.48979),(44 238.4108),(45 239.57964),(46 240.52136),(47 240.766),(48 240.09225),(49 240.29417),(50 237.91074),(51 236.89589),(52 237.71696),(53 238.51855),(54 237.98605),(55 240.07513),(56 242.37624),(57 244.57574),(58 247.03757),(59 251.17888),(60 251.66502),(61 254.62158),(62 255.56853),(63 254.5821),(64 254.64557),(65 255.74806),(66 257.51465),(67 258.02365),(68 257.33176),(69 258.635),(70 257.9574),(71 259.6651),(72 259.63275),(73 262.14255),(74 263.93948),(75 269.1585),(76 267.29422),(77 270.10898),(78 270.01666),(79 271.03268),
(1 81.274315),(2 123.30658),(3 157.73613),(4 170.40233),(5 179.78584),(6 190.31058),(7 197.67006),(8 203.81065),(9 208.07297),(10 209.60632),(11 211.03223),(12 212.20042),(13 213.54343),(14 214.60266),(15 214.6641),(16 213.98131),(17 215.64185),(18 214.48157),(19 213.3069),(20 213.09186),(21 213.92879),(22 214.77982),(23 218.9155),(24 221.68852),(25 226.85751),(26 228.3701),(27 229.66588),(28 227.90009),(29 228.4582),(30 227.8134),(31 230.34383),(32 232.45457),(33 231.86781),(34 229.59691),(35 226.16281),(36 225.73851),(37 224.15195),(38 225.33571),(39 225.57913),(40 225.38312),(41 225.9247),(42 227.40623),(43 228.31604),(44 228.07504),(45 227.27397),(46 226.92513),(47 225.1019),(48 223.26428),(49 224.15819),(50 224.60907),(51 225.11122),(52 227.40416),(53 229.91975),(54 228.59549),(55 230.18282),(56 230.64072),(57 233.32619),(58 236.43214),(59 238.47575),(60 237.21764),(61 238.4642),(62 241.4162),(63 240.42206),(64 238.71118),(65 238.31433),(66 237.76195),(67 237.98413),(68 237.95944),(69 238.06155),(70 239.59023),(71 239.90144),(72 239.55414),(73 241.06757),(74 242.43903),(75 245.42993),(76 245.66641),(77 249.33215),(78 250.27617),(79 250.96498),
(1 78.74501),(2 119.843864),(3 153.95403),(4 166.24835),(5 175.63988),(6 185.71732),(7 195.9796),(8 201.61989),(9 205.57309),(10 207.83226),(11 208.95038),(12 210.61182),(13 210.96478),(14 211.39378),(15 210.96103),(16 211.2444),(17 212.4303),(18 212.20462),(19 211.11069),(20 211.7375),(21 213.66629),(22 214.55652),(23 216.41623),(24 217.96437),(25 221.22627),(26 225.61157),(27 227.4013),(28 226.51505),(29 227.11203),(30 228.20874),(31 228.66481),(32 230.40726),(33 229.71652),(34 229.44855),(35 227.21764),(36 226.4587),(37 225.43478),(38 225.14935),(39 226.16924),(40 227.35307),(41 226.19836),(42 228.297),(43 229.39255),(44 228.5143),(45 226.79666),(46 224.70496),(47 225.14198),(48 224.7096),(49 225.47368),(50 226.64813),(51 225.22005),(52 226.62965),(53 231.68364),(54 230.31293),(55 232.04208),(56 232.5503),(57 234.83186),(58 235.70972),(59 237.14543),(60 236.56116),(61 236.70404),(62 239.27832),(63 242.0773),(64 242.86737),(65 242.96178),(66 242.23438),(67 244.08093),(68 246.19775),(69 245.89998),(70 245.53862),(71 246.46744),(72 246.92012),(73 249.2391),(74 251.57521),(75 253.95949),(76 253.94316),(77 256.0113),(78 257.8831),(79 260.58743),
(1 77.54594),(2 117.9479),(3 151.58998),(4 164.50241),(5 174.1853),(6 185.1204),(7 193.24791),(8 199.20033),(9 204.26736),(10 206.1086),(11 209.78734),(12 212.70436),(13 211.31981),(14 212.63226),(15 211.93733),(16 210.00331),(17 211.99625),(18 212.28142),(19 211.25835),(20 211.83705),(21 212.43512),(22 213.94376),(23 213.06729),(24 214.1185),(25 216.22583),(26 222.86653),(27 222.96791),(28 223.25876),(29 225.14389),(30 225.75285),(31 226.69716),(32 227.88947),(33 225.96161),(34 226.20415),(35 226.34015),(36 226.51607),(37 226.95178),(38 226.426),(39 226.12202),(40 225.84235),(41 224.43858),(42 225.6344),(43 226.61598),(44 226.69124),(45 226.05963),(46 224.54805),(47 226.29979),(48 224.95941),(49 224.68085),(50 226.03883),(51 225.08298),(52 224.99031),(53 226.31573),(54 225.2897),(55 225.33849),(56 227.52248),(57 228.51378),(58 231.26624),(59 237.50905),(60 239.6978),(61 243.04082),(62 246.2294),(63 246.22282),(64 247.22162),(65 249.29575),(66 247.50154),(67 249.37825),(68 248.30574),(69 245.97906),(70 244.91557),(71 245.1236),(72 248.02008),(73 250.12599),(74 253.15968),(75 253.67079),(76 257.57074),(77 258.20282),(78 256.6863),(79 258.01956),
(1 74.46836),(2 115.20075),(3 150.72728),(4 165.53555),(5 174.50313),(6 182.57007),(7 189.50252),(8 193.6046),(9 197.6083),(10 202.5942),(11 205.39218),(12 206.74614),(13 205.70636),(14 207.86647),(15 207.4305),(16 207.56528),(17 207.1297),(18 205.78052),(19 203.57924),(20 203.38692),(21 204.70862),(22 206.7549),(23 210.21507),(24 212.47513),(25 217.19142),(26 220.13382),(27 221.01813),(28 219.3697),(29 220.04475),(30 219.54181),(31 219.74966),(32 219.60034),(33 219.6143),(34 221.58603),(35 219.82503),(36 219.66904),(37 219.21692),(38 217.57556),(39 215.09595),(40 215.8),(41 215.46886),(42 217.07243),(43 218.19843),(44 216.61014),(45 217.87444),(46 219.6715),(47 217.58765),(48 217.78117),(49 218.8872),(50 220.32805),(51 218.95546),(52 217.97446),(53 217.96596),(54 221.18953),(55 222.67345),(56 225.00533),(57 226.06242),(58 228.96606),(59 233.9396),(60 235.40352),(61 237.10327),(62 238.86244),(63 239.0606),(64 239.952),(65 240.77481),(66 238.92732),(67 238.62094),(68 239.97499),(69 237.92313),(70 236.22769),(71 235.56198),(72 237.3511),(73 238.6388),(74 241.34935),(75 244.8092),(76 245.43211),(77 246.03664),(78 247.866),(79 247.39655),
(1 75.2072),(2 114.85309),(3 149.2146),(4 160.40097),(5 169.42429),(6 178.85205),(7 186.5326),(8 192.21072),(9 193.06636),(10 195.25003),(11 196.50067),(12 198.7808),(13 199.79935),(14 200.81255),(15 200.34123),(16 199.91447),(17 200.58453),(18 201.63118),(19 198.61252),(20 198.13145),(21 199.15863),(22 200.05614),(23 202.79868),(24 206.08102),(25 208.34903),(26 210.13383),(27 213.33687),(28 212.73802),(29 215.3933),(30 216.21115),(31 214.9665),(32 215.8277),(33 216.20609),(34 215.83813),(35 215.79819),(36 214.82759),(37 215.40723),(38 214.98999),(39 214.25388),(40 213.89131),(41 211.61844),(42 212.01538),(43 212.85884),(44 212.4167),(45 210.28207),(46 209.42192),(47 211.65797),(48 212.6795),(49 213.25528),(50 214.27113),(51 213.68562),(52 214.52484),(53 217.1816),(54 219.16998),(55 219.73053),(56 219.7549),(57 224.78859),(58 225.95277),(59 229.02574),(60 229.80069),(61 231.67857),(62 233.99707),(63 235.55496),(64 237.4129),(65 238.63313),(66 235.90141),(67 235.30614),(68 235.9022),(69 235.00577),(70 234.96951),(71 236.05661),(72 236.13057),(73 237.36572),(74 238.12996),(75 240.64914),(76 241.41856),(77 242.51903),(78 243.10504),(79 246.23958),
(1 74.20206),(2 112.697105),(3 145.03949),(4 157.3947),(5 166.36609),(6 176.0219),(7 182.02075),(8 187.12885),(9 191.07385),(10 194.56363),(11 195.96724),(12 197.57433),(13 197.52435),(14 198.51552),(15 197.01772),(16 198.77075),(17 200.1366),(18 201.66353),(19 198.81519),(20 198.95972),(21 200.0276),(22 201.229),(23 201.56967),(24 203.5553),(25 204.08046),(26 207.24323),(27 210.26216),(28 209.97508),(29 210.21056),(30 209.8778),(31 209.91896),(32 212.4031),(33 212.09035),(34 212.34825),(35 212.61232),(36 212.78429),(37 212.97545),(38 212.02344),(39 211.83817),(40 213.2574),(41 211.33936),(42 211.30548),(43 210.35014),(44 208.8935),(45 208.6659),(46 208.12679),(47 208.23128),(48 208.86499),(49 209.07068),(50 209.52481),(51 211.20656),(52 213.22246),(53 216.02112),(54 217.86917),(55 218.9825),(56 220.10559),(57 221.86018),(58 222.52066),(59 222.91951),(60 224.16798),(61 225.32057),(62 227.03503),(63 225.8723),(64 227.30489),(65 226.97037),(66 228.41206),(67 228.65909),(68 229.1859),(69 228.23949),(70 229.22383),(71 231.50858),(72 232.59807),(73 234.90279),(74 237.77437),(75 242.1026),(76 241.50247),(77 242.16556),(78 243.80867),(79 243.58684),
(1 74.25428),(2 112.58401),(3 143.94197),(4 153.57089),(5 161.385),(6 172.21635),(7 178.2685),(8 183.11761),(9 188.1345),(10 191.19771),(11 192.69589),(12 195.32716),(13 194.59459),(14 197.36241),(15 195.64099),(16 196.73848),(17 196.6722),(18 198.75243),(19 198.19656),(20 198.88426),(21 198.49963),(22 200.45575),(23 201.24442),(24 203.1964),(25 203.57536),(26 204.8115),(27 208.05656),(28 207.49023),(29 210.4167),(30 212.00026),(31 214.0776),(32 214.9057),(33 215.04459),(34 214.18964),(35 212.59486),(36 212.5537),(37 211.43713),(38 211.47606),(39 209.79907),(40 208.84445),(41 209.57144),(42 210.24428),(43 210.4354),(44 210.47406),(45 210.04893),(46 211.02826),(47 208.7763),(48 208.51576),(49 209.7611),(50 212.07524),(51 213.50285),(52 214.86938),(53 214.80571),(54 217.92381),(55 218.99281),(56 219.90277),(57 221.6358),(58 221.80202),(59 222.45576),(60 225.07681),(61 227.47884),(62 228.49496),(63 225.96648),(64 226.84631),(65 226.22606),(66 226.94269),(67 227.82727),(68 229.7564),(69 229.74164),(70 228.74722),(71 228.88972),(72 230.36748),(73 231.87749),(74 233.35138),(75 235.06676),(76 233.48363),(77 233.89561),(78 235.11963),(79 236.26476),
(1 73.26032),(2 111.014145),(3 142.67886),(4 153.3311),(5 160.64967),(6 167.82861),(7 174.49611),(8 178.91492),(9 183.93993),(10 185.79073),(11 187.18108),(12 189.34225),(13 188.58434),(14 188.87975),(15 189.10211),(16 189.7164),(17 190.32455),(18 190.61194),(19 188.98875),(20 190.93332),(21 191.11253),(22 193.27951),(23 194.35345),(24 196.08505),(25 197.62376),(26 201.79312),(27 206.30156),(28 208.75603),(29 208.90257),(30 208.16064),(31 207.62036),(32 208.82301),(33 208.12717),(34 206.78204),(35 204.18568),(36 205.13058),(37 205.25241),(38 205.80536),(39 204.94783),(40 205.63237),(41 205.47025),(42 204.58725),(43 205.41321),(44 205.22383),(45 204.73642),(46 205.12827),(47 202.06827),(48 201.9394),(49 202.28297),(50 204.42607),(51 205.98766),(52 205.61365),(53 206.2617),(54 207.72765),(55 207.16019),(56 207.9463),(57 210.40251),(58 211.23079),(59 212.60854),(60 212.49706),(61 214.44382),(62 216.14177),(63 215.50948),(64 216.4418),(65 216.85345),(66 218.0338),(67 216.79312),(68 216.1691),(69 219.13734),(70 219.66896),(71 221.23705),(72 220.63379),(73 222.57347),(74 225.27733),(75 226.37378),(76 227.26965),(77 227.23541),(78 229.70973),(79 229.42259),
(1 71.76968),(2 108.22767),(3 137.91513),(4 151.27547),(5 159.13469),(6 168.47365),(7 175.27374),(8 180.41594),(9 185.01743),(10 189.63345),(11 193.36096),(12 197.3351),(13 193.63977),(14 193.26093),(15 191.39429),(16 192.61217),(17 193.81056),(18 194.63498),(19 190.77419),(20 190.2288),(21 190.59938),(22 193.35774),(23 194.33731),(24 195.8364),(25 197.16383),(26 200.22878),(27 203.4283),(28 207.29395),(29 206.06012),(30 207.74362),(31 207.61009),(32 205.57446),(33 203.54318),(34 203.10231),(35 201.09682),(36 200.9615),(37 199.73201),(38 200.99425),(39 200.87372),(40 201.02557),(41 202.31956),(42 202.79436),(43 204.21085),(44 205.40417),(45 203.93861),(46 203.74297),(47 202.89268),(48 203.10709),(49 204.30283),(50 206.61436),(51 206.80458),(52 206.28238),(53 207.96626),(54 208.4504),(55 208.256),(56 209.68663),(57 211.82257),(58 213.76532),(59 215.4434),(60 216.44176),(61 218.33301),(62 219.06616),(63 217.45572),(64 219.02798),(65 219.1047),(66 221.39194),(67 221.57915),(68 221.18988),(69 221.41437),(70 221.07649),(71 221.45114),(72 222.4588),(73 224.47003),(74 227.44409),(75 227.19804),(76 227.08224),(77 227.48404),(78 229.36438),(79 228.90225),
(1 69.99059),(2 106.94163),(3 137.03966),(4 148.74068),(5 155.90448),(6 165.18233),(7 169.61903),(8 174.80502),(9 177.81372),(10 180.6804),(11 184.57303),(12 187.07126),(13 184.68637),(14 185.56325),(15 185.36429),(16 185.92499),(17 187.029),(18 187.6399),(19 185.69147),(20 185.33853),(21 185.9715),(22 187.51057),(23 189.94516),(24 191.19925),(25 192.8674),(26 197.28572),(27 200.05247),(28 201.6443),(29 202.0424),(30 202.33577),(31 202.21358),(32 201.95026),(33 201.12877),(34 200.20798),(35 198.75534),(36 198.0937),(37 197.92148),(38 198.11215),(39 196.30531),(40 195.22443),(41 196.8569),(42 198.10565),(43 199.61751),(44 199.157),(45 197.0547),(46 195.54903),(47 195.4427),(48 196.00674),(49 196.89932),(50 198.0941),(51 199.15862),(52 199.87126),(53 201.6993),(54 201.51347),(55 201.83514),(56 202.13365),(57 205.30914),(58 205.62938),(59 208.068),(60 209.41054),(61 211.48093),(62 212.61218),(63 210.93532),(64 209.81671),(65 209.27988),(66 210.57234),(67 211.40404),(68 210.76111),(69 210.17639),(70 212.67166),(71 214.19926),(72 214.37323),(73 215.20354),(74 216.93076),(75 219.30763),(76 220.40329),(77 222.0425),(78 224.50136),(79 226.15129),
(1 69.0578),(2 104.83902),(3 135.33748),(4 145.89545),(5 153.43169),(6 163.1722),(7 169.23903),(8 173.47604),(9 176.33347),(10 179.52689),(11 183.22456),(12 185.37015),(13 185.32771),(14 187.59833),(15 187.76585),(16 188.7111),(17 190.57358),(18 189.52678),(19 189.3651),(20 190.59961),(21 191.48091),(22 191.90634),(23 192.41623),(24 193.5861),(25 193.96388),(26 196.42041),(27 199.42451),(28 199.74467),(29 200.48306),(30 200.16103),(31 200.91425),(32 200.8432),(33 200.90646),(34 200.65709),(35 197.8505),(36 198.51093),(37 199.90279),(38 198.89218),(39 198.77736),(40 198.25053),(41 198.25836),(42 198.97058),(43 199.97542),(44 200.02657),(45 199.08694),(46 198.39737),(47 197.79282),(48 197.21313),(49 195.52692),(50 196.01233),(51 196.81175),(52 198.68156),(53 198.73882),(54 199.3406),(55 200.22977),(56 202.75749),(57 205.41612),(58 208.47362),(59 211.7362),(60 214.92885),(61 217.01573),(62 217.73491),(63 216.40572),(64 217.09473),(65 218.21533),(66 217.09842),(67 217.10582),(68 216.43031),(69 216.00426),(70 216.43486),(71 218.86084),(72 219.59795),(73 222.16476),(74 224.85674),(75 229.82848),(76 230.4057),(77 232.41362),(78 234.40129),(79 234.35194),
(1 69.03339),(2 105.287994),(3 134.72934),(4 146.43956),(5 154.2854),(6 161.07579),(7 169.62772),(8 172.89743),(9 175.64136),(10 178.75587),(11 180.80963),(12 182.53076),(13 180.5592),(14 183.41577),(15 183.89711),(16 183.55888),(17 185.70827),(18 185.48108),(19 184.24101),(20 183.85437),(21 183.38492),(22 184.57298),(23 184.16338),(24 185.4638),(25 186.54056),(26 190.63469),(27 193.55862),(28 194.31697),(29 195.7931),(30 196.2432),(31 196.57478),(32 197.21791),(33 196.77173),(34 195.78589),(35 196.53062),(36 197.49074),(37 198.56464),(38 196.0591),(39 195.72934),(40 195.91817),(41 196.23567),(42 197.06662),(43 197.5609),(44 196.96179),(45 195.13466),(46 193.65343),(47 192.59126),(48 191.83841),(49 193.0579),(50 193.92249),(51 193.4134),(52 192.95667),(53 193.51547),(54 194.22319),(55 194.2709),(56 196.37073),(57 197.77701),(58 199.39311),(59 202.5469),(60 202.66959),(61 204.60478),(62 206.77415),(63 206.5534),(64 206.51581),(65 208.32483),(66 207.43321),(67 209.08694),(68 208.32436),(69 209.2703),(70 209.45706),(71 211.53676),(72 212.19475),(73 215.77202),(74 217.755),(75 217.4439),(76 217.38948),(77 218.70407),(78 222.65543),(79 224.34984),
(1 68.20697),(2 102.46167),(3 132.95476),(4 146.50296),(5 154.60365),(6 162.44713),(7 169.86124),(8 173.76454),(9 177.72028),(10 182.32481),(11 186.05154),(12 188.37683),(13 186.90134),(14 188.60773),(15 188.78064),(16 188.39983),(17 189.96979),(18 192.27141),(19 189.99243),(20 190.01027),(21 189.11604),(22 189.7117),(23 191.37387),(24 192.55103),(25 194.7865),(26 199.69032),(27 201.82556),(28 202.69177),(29 202.42969),(30 202.22539),(31 202.2494),(32 202.55606),(33 202.62611),(34 201.54927),(35 200.16995),(36 199.27536),(37 198.79646),(38 197.8377),(39 196.93224),(40 197.48174),(41 197.05804),(42 198.44992),(43 199.78053),(44 201.1963),(45 199.99907),(46 198.67018),(47 198.93214),(48 198.90213),(49 201.48178),(50 203.76364),(51 202.54175),(52 202.94992),(53 203.47499),(54 204.43544),(55 205.36867),(56 207.6457),(57 210.1939),(58 213.29012),(59 216.41692),(60 218.25887),(61 220.95967),(62 223.24875),(63 222.67256),(64 221.40077),(65 220.63933),(66 223.20221),(67 224.43828),(68 224.57808),(69 223.22412),(70 224.79001),(71 227.23158),(72 228.7051),(73 232.26541),(74 235.17624),(75 235.67126),(76 236.57391),(77 236.70325),(78 237.5642),(79 240.8487),
(1 67.28948),(2 102.01286),(3 131.73738),(4 143.13719),(5 150.30728),(6 158.25815),(7 164.60126),(8 168.79982),(9 172.49706),(10 177.37958),(11 180.45613),(12 182.8676),(13 182.09395),(14 182.63434),(15 182.9907),(16 182.4599),(17 182.527),(18 183.27477),(19 180.06851),(20 180.894),(21 181.25296),(22 183.70862),(23 185.7244),(24 187.20041),(25 186.39816),(26 191.03009),(27 194.41884),(28 194.11928),(29 197.58273),(30 199.4575),(31 199.38362),(32 201.74736),(33 200.87941),(34 202.08826),(35 200.09769),(36 200.21718),(37 200.39073),(38 197.27065),(39 196.83206),(40 197.50159),(41 198.3336),(42 198.50467),(43 200.23613),(44 199.85764),(45 200.27568),(46 198.0822),(47 195.51524),(48 196.45747),(49 196.45808),(50 199.21992),(51 200.26814),(52 201.70697),(53 202.42111),(54 202.31715),(55 202.56273),(56 202.47719),(57 205.97958),(58 205.51167),(59 207.47726),(60 209.83954),(61 210.27133),(62 212.48413),(63 213.32753),(64 213.3534),(65 213.7832),(66 212.59361),(67 212.68607),(68 213.01149),(69 213.04881),(70 213.07314),(71 212.1117),(72 211.27528),(73 212.20564),(74 213.78625),(75 215.2259),(76 214.82547),(77 215.78932),(78 217.79076),(79 218.35216),
(1 66.56041),(2 100.00263),(3 129.24767),(4 140.37073),(5 148.66853),(6 156.48026),(7 162.41765),(8 166.81589),(9 170.95236),(10 173.67569),(11 175.74825),(12 178.22885),(13 177.7512),(14 177.59122),(15 175.16641),(16 174.9826),(17 175.24934),(18 175.95277),(19 176.5245),(20 177.99527),(21 179.12317),(22 179.47395),(23 179.93758),(24 180.48581),(25 182.49481),(26 186.25926),(27 189.2479),(28 190.62567),(29 192.84628),(30 193.71378),(31 192.56801),(32 192.93605),(33 193.19298),(34 193.9748),(35 193.89458),(36 194.5144),(37 195.43472),(38 194.96248),(39 192.69765),(40 191.6349),(41 191.28731),(42 191.0351),(43 190.78465),(44 189.97948),(45 189.91449),(46 189.5221),(47 188.69484),(48 189.13582),(49 190.06966),(50 190.03085),(51 190.34122),(52 190.79256),(53 193.40952),(54 193.34976),(55 194.27672),(56 194.60112),(57 197.08505),(58 198.04793),(59 200.69759),(60 201.76709),(61 201.87645),(62 202.0419),(63 201.84068),(64 200.49338),(65 200.35802),(66 200.82455),(67 201.57658),(68 202.21404),(69 200.36919),(70 199.77661),(71 200.8291),(72 203.00731),(73 203.4551),(74 205.93263),(75 207.76224),(76 207.3938),(77 208.417),(78 208.2517),(79 210.76778),
(1 66.733055),(2 101.49352),(3 131.23149),(4 142.75938),(5 151.07231),(6 159.01768),(7 166.12926),(8 170.0985),(9 174.65546),(10 176.51524),(11 178.4064),(12 179.58684),(13 180.3506),(14 181.104),(15 181.15222),(16 181.22003),(17 182.43904),(18 183.43849),(19 180.44788),(20 179.75655),(21 179.6629),(22 181.66292),(23 182.12016),(24 183.0778),(25 185.771),(26 189.79642),(27 194.16127),(28 197.13667),(29 198.42638),(30 199.76945),(31 200.5669),(32 200.81139),(33 199.87285),(34 198.53465),(35 194.12755),(36 192.80296),(37 192.6491),(38 193.19232),(39 191.65698),(40 191.78777),(41 192.55276),(42 192.67378),(43 192.43254),(44 192.20557),(45 190.74942),(46 189.85555),(47 187.43076),(48 187.8485),(49 188.35785),(50 189.8856),(51 189.62871),(52 190.58524),(53 194.49605),(54 196.66338),(55 197.61351),(56 199.42099),(57 203.67484),(58 206.87244),(59 210.44579),(60 212.25513),(61 212.96056),(62 213.99467),(63 216.29547),(64 216.69264),(65 218.15384),(66 216.61324),(67 216.06949),(68 217.62523),(69 216.72577),(70 216.5522),(71 216.2466),(72 217.15433),(73 219.38554),(74 221.27321),(75 223.57454),(76 224.46608),(77 226.32988),(78 225.94742),(79 226.67001),
(1 65.12342),(2 99.48231),(3 126.50322),(4 139.60178),(5 146.68169),(6 156.49025),(7 162.61404),(8 167.32095),(9 169.902),(10 172.97752),(11 173.63962),(12 175.26303),(13 174.69913),(14 175.21748),(15 173.41951),(16 173.09827),(17 174.27307),(18 176.45158),(19 175.20767),(20 176.04634),(21 175.84271),(22 179.60806),(23 182.04832),(24 184.62228),(25 187.25452),(26 191.75325),(27 194.16173),(28 194.09087),(29 192.19049),(30 193.8751),(31 194.47353),(32 193.38062),(33 192.24364),(34 189.4432),(35 186.95164),(36 186.99194),(37 188.20132),(38 190.14972),(39 189.96262),(40 190.14317),(41 190.61855),(42 190.77838),(43 189.94394),(44 189.09402),(45 186.186),(46 184.73232),(47 183.82494),(48 182.33928),(49 183.31555),(50 185.59485),(51 186.58105),(52 187.4),(53 188.53325),(54 190.95436),(55 191.4739),(56 193.18303),(57 197.58644),(58 199.23811),(59 201.43011),(60 201.70482),(61 202.08768),(62 202.48914),(63 204.9479),(64 205.1667),(65 205.87921),(66 206.55287),(67 206.50192),(68 207.19368),(69 205.98424),(70 205.12642),(71 204.07146),(72 205.65807),(73 206.71489),(74 207.80254),(75 207.83261),(76 209.45035),(77 211.22057),(78 213.69556),(79 213.2051),
(1 63.721684),(2 96.49957),(3 124.1498),(4 134.884),(5 142.597),(6 150.01956),(7 156.09618),(8 160.09273),(9 164.39072),(10 166.97792),(11 170.5073),(12 173.58098),(13 171.51025),(14 171.92172),(15 171.01366),(16 169.23714),(17 169.82631),(18 170.9095),(19 168.6102),(20 170.4386),(21 171.4202),(22 171.58084),(23 173.59816),(24 175.39781),(25 179.06013),(26 183.55428),(27 186.71288),(28 186.3673),(29 188.78523),(30 188.77751),(31 187.59256),(32 187.41951),(33 186.92854),(34 184.68556),(35 183.25946),(36 183.47333),(37 184.19989),(38 184.64418),(39 183.65498),(40 183.99895),(41 185.08278),(42 184.08113),(43 184.66103),(44 183.85124),(45 183.69727),(46 182.92938),(47 183.83176),(48 184.3489),(49 184.68301),(50 184.54646),(51 185.91573),(52 186.95068),(53 186.81694),(54 187.3782),(55 188.94861),(56 190.52884),(57 194.75522),(58 197.38528),(59 198.15578),(60 200.5161),(61 201.93394),(62 202.12045),(63 203.50302),(64 204.1616),(65 204.07385),(66 204.58176),(67 204.85269),(68 204.54172),(69 201.73639),(70 201.94783),(71 200.90901),(72 202.50082),(73 202.59932),(74 204.56473),(75 205.95546),(76 208.79314),(77 209.80595),(78 210.8575),(79 212.45087),
