1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7174.928),(2 17258.027),(3 25030.574),(4 30132.465),(5 33935.23),(6 37080.027),(7 39645.484),(8 41796.77),(9 43384.746),(10 44709.09),(11 46083.227),(12 47892.945),(13 48784.44),(14 48902.805),(15 49269.465),(16 50171.797),(17 51181.73),(18 52299.766),(19 53092.82),(20 54366.367),(21 55215.094),(22 55947.84),(23 56997.73),(24 57802.535),(25 57888.566),(26 57737.5),(27 57116.465),(28 56721.32),(29 57018.1),(30 57913.52),(31 58707.594),(32 58965.17),(33 58839.184),(34 58980.15),(35 59535.668),(36 60172.95),(37 60705.574),(38 60613.25),(39 60955.95),(40 61593.65),(41 61134.348),(42 60667.5),(43 60490.848),(44 60424.5),(45 60397.8),(46 60145.176),(47 59989.34),(48 60142.14),(49 60026.816),(50 59213.53),(51 58896.707),(52 58740.3),(53 58984.07),(54 59444.684),(55 59038.98),(56 58780.82),(57 58732.32),(58 58499.35),(59 58115.777),(60 57554.77),(61 57996.633),(62 58764.418),(63 59622.555),(64 60030.992),(65 60356.848),(66 61055.754),(67 61837.492),(68 62493.87),(69 62500.38),(70 62471.555),(71 62641.77),(72 62939.242),(73 63234.277),(74 63315.496),(75 63528.766),(76 63496.453),(77 63673.406),(78 64040.754),(79 63831.066),
(1 7068.672),(2 17084.752),(3 24869.188),(4 29765.502),(5 33420.17),(6 36303.727),(7 38763.83),(8 40636.543),(9 42294.33),(10 44084.652),(11 45587.973),(12 46969.14),(13 48177.047),(14 48694.973),(15 49848.875),(16 50505.043),(17 50918.17),(18 51345.188),(19 52016.902),(20 53325.34),(21 54765.89),(22 55775.652),(23 56399.14),(24 57049.953),(25 57489.516),(26 57841.125),(27 57995.902),(28 58129.293),(29 57503.746),(30 57312.35),(31 57425.816),(32 57949.133),(33 58209.266),(34 58662.227),(35 59167.46),(36 59630.406),(37 60740.023),(38 61261.65),(39 61112.656),(40 60874.91),(41 60638.02),(42 60777.836),(43 60973.758),(44 61106.566),(45 61342.95),(46 61057.984),(47 60609.195),(48 60516.902),(49 60754.59),(50 60889.508),(51 61074.2),(52 60918.81),(53 60750.703),(54 60998.14),(55 61272.996),(56 61139.234),(57 61594.586),(58 61997.242),(59 62068.938),(60 62059.79),(61 62329.613),(62 62381.492),(63 62119.08),(64 61588.656),(65 61382.773),(66 61505.645),(67 61530.37),(68 61604.28),(69 61846.54),(70 61734.684),(71 61744.184),(72 61555.598),(73 61794.023),(74 62416.92),(75 62579.496),(76 62430.996),(77 62546.348),(78 62837.723),(79 62710.188),
(1 7114.373),(2 16932.959),(3 24363.055),(4 28950.805),(5 32963.918),(6 36064.746),(7 38123.066),(8 39765.61),(9 41372.434),(10 43113.89),(11 45137.688),(12 46911.15),(13 48264.992),(14 48987.605),(15 49741.703),(16 50463.87),(17 50979.16),(18 51295.594),(19 51892.633),(20 52712.773),(21 53199.26),(22 53880.24),(23 54400.36),(24 54972.246),(25 55286.176),(26 55230.066),(27 55207.742),(28 55062.902),(29 54927.12),(30 54540.44),(31 54268.31),(32 54013.023),(33 53986.746),(34 54031.72),(35 54181.043),(36 54895.17),(37 55229.484),(38 55323.184),(39 55977.285),(40 56265.297),(41 56359.844),(42 56883.332),(43 57148.723),(44 57506.67),(45 57805.355),(46 57828.066),(47 57357.195),(48 57267.605),(49 57259.047),(50 57547.176),(51 57585.313),(52 57804.67),(53 58444.1),(54 59175.402),(55 59309.87),(56 59369.684),(57 59462.227),(58 59177.92),(59 58937.24),(60 59060.57),(61 59344.934),(62 59185.844),(63 58723.027),(64 58187.934),(65 57627.227),(66 57716.184),(67 58012.047),(68 58084.46),(69 57818.656),(70 57490.69),(71 57680.664),(72 58073.586),(73 58049.254),(74 58485.34),(75 59138.13),(76 59847.59),(77 60100.957),(78 60398.195),(79 60938.94),
(1 7034.0396),(2 16712.348),(3 23929.662),(4 28420.55),(5 31698.371),(6 34352.52),(7 36550.875),(8 38443.395),(9 40163.33),(10 42127.184),(11 44308.566),(12 45939.656),(13 47087.074),(14 48012.617),(15 48679.715),(16 49226.7),(17 49517.555),(18 49846.473),(19 50552.61),(20 51636.23),(21 52357.746),(22 53140.43),(23 53549.5),(24 53538.89),(25 53443.45),(26 52998.86),(27 52766.785),(28 52620.88),(29 53129.97),(30 53492.754),(31 53483.594),(32 53749.727),(33 53770.203),(34 54104.992),(35 54624.07),(36 54802.34),(37 54612.67),(38 54056.93),(39 54149.3),(40 54136.434),(41 54190.61),(42 54313.645),(43 54690.523),(44 54755.824),(45 54614.95),(46 53952.895),(47 53768.6),(48 53517.344),(49 53650.625),(50 53972.86),(51 54358.195),(52 54517.668),(53 54735.39),(54 54796.793),(55 54871.58),(56 55631.984),(57 56752.4),(58 57206.62),(59 57329.973),(60 56943.55),(61 56890.945),(62 57328.098),(63 56757.203),(64 56415.945),(65 56624.254),(66 56829.406),(67 57429.645),(68 57512.832),(69 57663.473),(70 57881.516),(71 57852.266),(72 58078.492),(73 58652.973),(74 59099.883),(75 59454.12),(76 59630.57),(77 59646.23),(78 60098.047),(79 60859.742),
(1 6661.5474),(2 15952.021),(3 22811.541),(4 27329.773),(5 30993.424),(6 33793.176),(7 35729.18),(8 37625.543),(9 39435.633),(10 40868.734),(11 42082.29),(12 43316.66),(13 44541.023),(14 45455.594),(15 46033.992),(16 46741.773),(17 47792.105),(18 48388.664),(19 49241.176),(20 50682.266),(21 51220.855),(22 51527.582),(23 51984.75),(24 52320.78),(25 52483.418),(26 52292.91),(27 51978.89),(28 52057.71),(29 52290.516),(30 52722.727),(31 52906.414),(32 53450.418),(33 53563.332),(34 53492.2),(35 53780.066),(36 54317.027),(37 54790),(38 54849.3),(39 55006.953),(40 55096.727),(41 55426.824),(42 55478.38),(43 55608.82),(44 55717.62),(45 56410.79),(46 57154.773),(47 57784.33),(48 57680.2),(49 57709.62),(50 57302.05),(51 57179.633),(52 56996.45),(53 56836.266),(54 56829.598),(55 56746.99),(56 56507.504),(57 56297.625),(58 55961.523),(59 56070.992),(60 56333.543),(61 56048.926),(62 56112.77),(63 56223.68),(64 56551.3),(65 56967.363),(66 57329.62),(67 57596.76),(68 57358.25),(69 57180.973),(70 57074.965),(71 56782.414),(72 56486.547),(73 56201.01),(74 56103.54),(75 56066.96),(76 56448.766),(77 56894.016),(78 56962.34),(79 57481.594),
(1 6653.4146),(2 15735.107),(3 22364.545),(4 26831.535),(5 30370.213),(6 32921.477),(7 35291.832),(8 37844.918),(9 39933.42),(10 41830.426),(11 43131.19),(12 44079.426),(13 45392.2),(14 46416.566),(15 47249.008),(16 47730.43),(17 48392.492),(18 48729.305),(19 50127.477),(20 51977.113),(21 52649.29),(22 52631.6),(23 52608.957),(24 52995.56),(25 53403.016),(26 53123.816),(27 52842.223),(28 52798.58),(29 52968.32),(30 53577.957),(31 53709.34),(32 54166.375),(33 54203.227),(34 54081.02),(35 54036.633),(36 54562.574),(37 55359.21),(38 55902.41),(39 56411.816),(40 56321.48),(41 56361.043),(42 56703.7),(43 56640.02),(44 56799.586),(45 56905.758),(46 56649.984),(47 56622.586),(48 56341.918),(49 56313.152),(50 55815.83),(51 55459.734),(52 55593.375),(53 55291.508),(54 54804.79),(55 54648.457),(56 54454.984),(57 53967.695),(58 53258.832),(59 53184.164),(60 53061.49),(61 52599.387),(62 52310.137),(63 52651.64),(64 52780.777),(65 53148.965),(66 53189.027),(67 53701.063),(68 53930.17),(69 54261.16),(70 54650.566),(71 54690.887),(72 54917.273),(73 55179.38),(74 55672.82),(75 55869.33),(76 55873.563),(77 56212.965),(78 56598.457),(79 57058.965),
(1 6536.8403),(2 15477.901),(3 22149.287),(4 26274.383),(5 29363.063),(6 31926.412),(7 34198.117),(8 36484.688),(9 38271.68),(10 39890.723),(11 41558.965),(12 42677.727),(13 43528.7),(14 44264.063),(15 45492.207),(16 46544.063),(17 47131.01),(18 47936.74),(19 48971.336),(20 50050.395),(21 50586.36),(22 50401.918),(23 50615.98),(24 50511.34),(25 50527.168),(26 50478.703),(27 50662.008),(28 50920.09),(29 50917.668),(30 51091.39),(31 51183.06),(32 51229.297),(33 51028.15),(34 50657.887),(35 50663.703),(36 50536.83),(37 50924.965),(38 51527.55),(39 51781.047),(40 51921.48),(41 52177.668),(42 52335.63),(43 52025.84),(44 52068.613),(45 52137.676),(46 52160.434),(47 52457.586),(48 52769.445),(49 53134.574),(50 53638.117),(51 53757.082),(52 53798.22),(53 53931.457),(54 53798.445),(55 53646.46),(56 53565.805),(57 53174.793),(58 53056.992),(59 52960.82),(60 53396),(61 53250.875),(62 52877.07),(63 52774.145),(64 52617.996),(65 52745.82),(66 53027.242),(67 53292.168),(68 53088.168),(69 53270.926),(70 53613.793),(71 53485.93),(72 53556.547),(73 53801.895),(74 53843.813),(75 53953.285),(76 54314.563),(77 54739.79),(78 54815.297),(79 54712.516),
(1 6518.9043),(2 15004.334),(3 21154.57),(4 24994.021),(5 27939.514),(6 30389.646),(7 32202.178),(8 33985.207),(9 35960.6),(10 37851.473),(11 39053.066),(12 40069.566),(13 40629.637),(14 40894.453),(15 41952.824),(16 43350.152),(17 44404.242),(18 45422.945),(19 46458.59),(20 47477.055),(21 47812.76),(22 48167.355),(23 48674.367),(24 48945.344),(25 49284.902),(26 49324.51),(27 49893.2),(28 50135.39),(29 50426.754),(30 50703.473),(31 50501.223),(32 50487.438),(33 50565.656),(34 50681.523),(35 50470.523),(36 50726.133),(37 51250.06),(38 51855.97),(39 51824.34),(40 50991.28),(41 50486.02),(42 50540.426),(43 50529.113),(44 50552.66),(45 50751.7),(46 51241.793),(47 51930.207),(48 52033.574),(49 52232.08),(50 52534.12),(51 52773.504),(52 53134.32),(53 53490.63),(54 53655.938),(55 53659.84),(56 53522.6),(57 53262.223),(58 52826.67),(59 52791.246),(60 52651.223),(61 52457.125),(62 52314.645),(63 52298.11),(64 51921.824),(65 52107.445),(66 52344.758),(67 52752.504),(68 53086.72),(69 53759.777),(70 54494.36),(71 55182.832),(72 55232.867),(73 54628.523),(74 54085.824),(75 53882.76),(76 54139.12),(77 54640.867),(78 54732.254),(79 54552.566),
(1 6347.807),(2 14645.83),(3 20280.914),(4 24035.795),(5 27417.688),(6 30143.64),(7 32236.057),(8 33761.805),(9 35275.063),(10 36797.727),(11 37935.613),(12 38981.977),(13 39894.17),(14 39983.246),(15 40294.04),(16 40947.75),(17 41543.258),(18 42182.37),(19 42545.88),(20 43426.297),(21 44243.13),(22 44840.332),(23 45797.555),(24 46617.63),(25 47186.613),(26 46881.34),(27 46409.473),(28 45697.305),(29 45397.543),(30 45467.793),(31 45612.547),(32 46304.1),(33 46762.555),(34 47554.37),(35 47712.004),(36 48194.008),(37 48642.46),(38 49270.152),(39 50005.41),(40 50165.86),(41 50203.098),(42 50208.65),(43 49693.813),(44 49562.895),(45 49240.15),(46 48758.008),(47 48576.44),(48 49098.14),(49 49566.773),(50 50152.793),(51 50271.44),(52 50364.773),(53 50730.27),(54 51220.684),(55 51617.965),(56 52161.332),(57 52791.457),(58 52901.9),(59 52761.543),(60 52810.3),(61 52984.004),(62 52973.375),(63 52625.695),(64 52591.754),(65 52656.895),(66 52863.016),(67 53666.746),(68 54076.53),(69 54079.223),(70 53950.684),(71 53974.676),(72 54143.68),(73 54496.402),(74 54636.117),(75 55121.508),(76 55679.17),(77 55793.863),(78 55717.383),(79 55831.41),
(1 6571.2397),(2 15338.884),(3 21262.168),(4 24855.287),(5 28045.396),(6 30643.533),(7 32760.385),(8 34307.484),(9 35416.293),(10 36842.586),(11 38108.1),(12 39017.055),(13 39774.72),(14 40198.61),(15 40613.324),(16 41245.58),(17 41851.94),(18 42392.176),(19 42736.3),(20 43438.563),(21 43793.36),(22 44073.234),(23 44992.81),(24 46016.066),(25 46565.094),(26 46678.883),(27 46558.305),(28 46309.543),(29 45954.53),(30 46104.363),(31 46233.824),(32 47067.086),(33 47276.695),(34 47211.05),(35 47436.06),(36 47809.836),(37 48136.79),(38 48894.293),(39 49330.33),(40 49785.555),(41 49792.33),(42 49985.18),(43 50013.934),(44 50109.31),(45 49802.305),(46 49783.086),(47 49846.375),(48 49926.06),(49 49866.355),(50 50112.85),(51 50444.7),(52 50741.69),(53 50477.113),(54 50379.707),(55 50065.242),(56 49849.902),(57 49924.406),(58 49920.473),(59 50025.26),(60 50641.535),(61 50877.633),(62 51290),(63 51452.65),(64 52107.227),(65 52848.188),(66 53442.004),(67 53768.094),(68 53874.727),(69 53699.01),(70 54002.465),(71 54046.43),(72 53921.477),(73 53674.88),(74 53683.207),(75 53958.37),(76 54520.18),(77 54884.82),(78 55112.56),(79 55179.836),
(1 6399.2373),(2 14762.432),(3 20500.84),(4 24169.918),(5 27312.447),(6 29737.145),(7 31535.068),(8 32825.008),(9 34123.63),(10 35911.56),(11 37009.21),(12 37918.297),(13 38490.31),(14 39126.887),(15 39687.324),(16 40600.297),(17 41039.7),(18 41211.598),(19 41743.965),(20 42727.68),(21 43335.53),(22 43793.977),(23 44673.79),(24 45099.83),(25 45509.18),(26 45246.656),(27 45222.008),(28 45155.258),(29 45042.56),(30 45326.844),(31 45132.18),(32 45271.586),(33 45829.496),(34 46047.55),(35 46467.3),(36 46604.55),(37 46652.65),(38 46988.023),(39 46828.594),(40 46787.496),(41 46821.113),(42 46986.965),(43 47193.8),(44 47057.94),(45 47487.21),(46 47502.31),(47 47714.383),(48 47603.492),(49 47691.707),(50 47690.758),(51 47876.18),(52 48460.03),(53 49055.668),(54 49318.9),(55 49361.203),(56 49231.063),(57 48883.703),(58 48822.973),(59 49272.164),(60 49778.426),(61 50097.188),(62 50437.297),(63 50590.387),(64 50759.566),(65 50991.242),(66 50808.746),(67 50656.49),(68 50377.746),(69 50125.33),(70 50460.656),(71 50612.527),(72 50446),(73 50810.094),(74 51448.313),(75 51999.68),(76 52060.414),(77 52237.21),(78 52452.383),(79 52505.363),
(1 6281.79),(2 14395.592),(3 20015.605),(4 23359.115),(5 26322.389),(6 28555.297),(7 30195.283),(8 31472.771),(9 32601.158),(10 33694.324),(11 34612.332),(12 35413.55),(13 36143.33),(14 36590.535),(15 37571.29),(16 38781.977),(17 39835.92),(18 40556.316),(19 41110.79),(20 42101.25),(21 42459.59),(22 42879.508),(23 43784.195),(24 43791.32),(25 44311.48),(26 44376.105),(27 44601.094),(28 45163.24),(29 45896.344),(30 46289.785),(31 46340.844),(32 46643.543),(33 47148.426),(34 48240.35),(35 48943.63),(36 48540.984),(37 48819),(38 48745.543),(39 48419.95),(40 48323.406),(41 48026.586),(42 47998.063),(43 47529.125),(44 46978.777),(45 47415.715),(46 47895.645),(47 47911.895),(48 48381.93),(49 48895.01),(50 49313.027),(51 49430.598),(52 48863.063),(53 48662.91),(54 48820.035),(55 48963.01),(56 48599.12),(57 48329.953),(58 48724.086),(59 48691.473),(60 48776.246),(61 49264.414),(62 49607.2),(63 50201.344),(64 50500.84),(65 50411.535),(66 50570.49),(67 50329.81),(68 50129.418),(69 50098.195),(70 50594.496),(71 51002.832),(72 50973.4),(73 51404.43),(74 52189.137),(75 52784.188),(76 53072.797),(77 53216.33),(78 53462.67),(79 53409.793),
(1 6141.2954),(2 13791.478),(3 19091.918),(4 22471.123),(5 25394.809),(6 27807.303),(7 29639.137),(8 31051.781),(9 32503.54),(10 34169.66),(11 35753.195),(12 36609.69),(13 37210.465),(14 37713.668),(15 38529.426),(16 39371.332),(17 40034.508),(18 40924.406),(19 41595.508),(20 41830.355),(21 41812.527),(22 42014.297),(23 42705.734),(24 42771.49),(25 43028.25),(26 43586.49),(27 43859.203),(28 43941.934),(29 44495.082),(30 45164.996),(31 45392.813),(32 45405.676),(33 45715.188),(34 46302.99),(35 46816.855),(36 46728.938),(37 46803.67),(38 46701.11),(39 46334.527),(40 46167.594),(41 46243.824),(42 46499.727),(43 46645.33),(44 46603.547),(45 46879.598),(46 46950.688),(47 46827.4),(48 46588.535),(49 46956.51),(50 47009),(51 47116.664),(52 47055.586),(53 47138.62),(54 47138.14),(55 47007.74),(56 46552.098),(57 46375.21),(58 46265.477),(59 46382.85),(60 46714.75),(61 47286.23),(62 47509.46),(63 47781.816),(64 48159.355),(65 48794.695),(66 49342.74),(67 49559.133),(68 49697.492),(69 49846.656),(70 50090.863),(71 50432.637),(72 50555.574),(73 50591.73),(74 50994.527),(75 51270.37),(76 50944.664),(77 50816.594),(78 50696.355),(79 50852.496),
(1 6247.12),(2 13985.373),(3 19257.51),(4 22838.305),(5 25999.826),(6 28417.563),(7 29907.434),(8 31154.78),(9 32300.963),(10 33723.277),(11 34860.08),(12 35757.023),(13 36836.305),(14 37492.453),(15 37928.176),(16 38370.426),(17 38935.055),(18 39532.508),(19 40305.195),(20 40602.75),(21 40520.453),(22 40705.668),(23 41212.055),(24 41407.91),(25 41492.195),(26 42136.316),(27 42563.64),(28 42851.867),(29 43026.31),(30 42885.85),(31 42360.914),(32 42045.16),(33 42032.863),(34 42305.875),(35 42658.74),(36 42562.895),(37 42747.57),(38 42713.844),(39 42650.05),(40 43054.723),(41 43567.836),(42 43656.12),(43 43674.215),(44 43714.89),(45 44080.29),(46 44303.215),(47 44267.48),(48 44386.91),(49 44351.785),(50 44283.56),(51 44639.88),(52 44994.973),(53 45520.027),(54 45530.258),(55 45053.98),(56 44862.477),(57 45283.92),(58 45708.79),(59 45998.74),(60 46048.105),(61 45731.75),(62 45658.902),(63 45795.668),(64 45843.31),(65 45668.598),(66 45834.453),(67 45598.38),(68 45662.145),(69 45772.754),(70 46007.83),(71 46350.53),(72 46804.11),(73 46851.83),(74 46915.18),(75 46884.46),(76 46805.984),(77 46754.543),(78 46690.816),(79 46709.125),
(1 6139.1543),(2 13708.166),(3 18570.719),(4 21908.559),(5 24769.39),(6 26812.896),(7 28263.566),(8 29642.428),(9 30741.807),(10 31787.56),(11 32411.266),(12 33007.65),(13 33897.96),(14 34442.34),(15 34951.48),(16 35207.063),(17 35811.996),(18 36460.91),(19 36958.668),(20 37253.125),(21 37277.07),(22 37470.49),(23 37707.28),(24 37927.38),(25 38356.414),(26 39066.67),(27 39709.465),(28 40274.457),(29 40786.773),(30 41056.68),(31 41625.16),(32 41668.793),(33 41613),(34 41917.52),(35 42482.652),(36 42847.31),(37 42933.55),(38 42939.816),(39 42850.68),(40 43298.754),(41 43968.66),(42 44116.824),(43 44106.297),(44 44115.21),(45 44912.48),(46 45215.71),(47 45314.555),(48 45483.684),(49 45277.16),(50 44856.08),(51 45242.426),(52 45515.77),(53 45933.895),(54 45832.88),(55 45604.35),(56 45632.957),(57 45804.42),(58 46201.242),(59 46112.063),(60 45605.133),(61 45341.984),(62 45481.633),(63 45656.88),(64 45868.445),(65 45954.855),(66 45894.008),(67 46017.098),(68 46406.402),(69 46612.56),(70 46658.363),(71 46517.23),(72 46318.223),(73 46100.824),(74 46081.758),(75 46241.613),(76 46126.574),(77 46004.74),(78 45950.164),(79 45869.59),
(1 6097.08),(2 13572.284),(3 18640.477),(4 22176.584),(5 25034.78),(6 27392.342),(7 29354.178),(8 30567.715),(9 31728.205),(10 32954.89),(11 33391.785),(12 33825.57),(13 35016.242),(14 35955.004),(15 36778.664),(16 37573.785),(17 38139.13),(18 38537.65),(19 38824.25),(20 39366.945),(21 39900.754),(22 40290.03),(23 40392.176),(24 40603.11),(25 40817.195),(26 41112.418),(27 41175.633),(28 41722.33),(29 42160.137),(30 42287.81),(31 42439.406),(32 42794.824),(33 42594.074),(34 42544.13),(35 42569),(36 42604.47),(37 42097.945),(38 41612.883),(39 41670.242),(40 42184.734),(41 43071.766),(42 43368.125),(43 43097.836),(44 42902.316),(45 43071.68),(46 43141.156),(47 42994.824),(48 43375.375),(49 43799.64),(50 43795.25),(51 43843.88),(52 43932.598),(53 43755.848),(54 43811.07),(55 44459.574),(56 44936.89),(57 45321.43),(58 45157.727),(59 44717.516),(60 44897.13),(61 45195.77),(62 45357.88),(63 45347.355),(64 45524.68),(65 45373.31),(66 45153.348),(67 45334.6),(68 45655.797),(69 45741.47),(70 45640.797),(71 45329.133),(72 45206.85),(73 44849.23),(74 44861.4),(75 45085.395),(76 44973.992),(77 45134.184),(78 45401.555),(79 45558.15),
(1 5823.683),(2 13028.786),(3 17981.092),(4 20976.938),(5 23562.066),(6 25678.76),(7 27338.563),(8 28805.955),(9 30015.377),(10 31102.758),(11 32129.03),(12 32739.396),(13 33666.195),(14 33961.9),(15 34448.31),(16 35387.98),(17 36417.19),(18 37132.42),(19 37494.926),(20 37758.434),(21 38117.93),(22 38586.504),(23 38861.414),(24 39023.94),(25 39465.67),(26 39404.65),(27 39454.652),(28 39575.848),(29 39921.797),(30 40333.324),(31 40406.316),(32 40190.074),(33 39848.805),(34 39644.76),(35 39610.445),(36 39769.848),(37 39952.14),(38 40045.85),(39 39905.563),(40 39542.824),(41 39771.86),(42 39869.85),(43 39806.645),(44 39733.53),(45 39947.156),(46 39994.152),(47 40177.664),(48 40587.727),(49 41254.74),(50 41301.113),(51 41176.555),(52 41064.676),(53 40840.574),(54 40990.344),(55 41083.33),(56 41044.895),(57 41122.375),(58 41253.184),(59 41000.375),(60 41021.297),(61 41393.445),(62 41629.227),(63 41915.457),(64 42270.734),(65 42400.51),(66 42472.03),(67 42590.754),(68 42960.113),(69 42975.95),(70 42797.914),(71 43064.33),(72 43141.633),(73 43155.6),(74 43307.434),(75 43704.25),(76 43771.66),(77 43778.316),(78 44134.227),(79 44265.047),
(1 5781.142),(2 12608.876),(3 17139.95),(4 19820.887),(5 22403.35),(6 24638.78),(7 26567.025),(8 27713.05),(9 29008.773),(10 30182.11),(11 31099.664),(12 32285.19),(13 33451.77),(14 34186.53),(15 34674.582),(16 35132.4),(17 35975.176),(18 36682.883),(19 37460.406),(20 38254.035),(21 38479.836),(22 38695.375),(23 38975.62),(24 39077.715),(25 39309.09),(26 39670.21),(27 39737.94),(28 40135.758),(29 40687.89),(30 41037.47),(31 41318.04),(32 41435.1),(33 41227.633),(34 41260.6),(35 41116.293),(36 41218.066),(37 41644.71),(38 42437.902),(39 42634.94),(40 42513.957),(41 42501.8),(42 42118.49),(43 41847.957),(44 41445.367),(45 41482.227),(46 41120.883),(47 41047.87),(48 41172.277),(49 41357.855),(50 41708.06),(51 41949.766),(52 42119.62),(53 42211.523),(54 42288.668),(55 42421.957),(56 42800.95),(57 43232.895),(58 43079.914),(59 42894.66),(60 42852.57),(61 42900.836),(62 42558),(63 42928.402),(64 43083.3),(65 43193.867),(66 43025.594),(67 42891.42),(68 43335.008),(69 43683.477),(70 43919.06),(71 44164),(72 44460.83),(73 44556.184),(74 44836.844),(75 44871.57),(76 44519.453),(77 44274.03),(78 44011.836),(79 44070.016),
