1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70975.15),(2 223554.67),(3 440536),(4 692990.44),(5 982536.8),(6 1286102.9),(7 1596502.6),(8 1893981.6),(9 2140689.5),(10 2378770.3),(11 2658207.8),(12 2940128),(13 3243970.8),(14 3594105.3),(15 3947717.8),(16 4333174),(17 4727620),(18 5159465),(19 5567538),(20 6021074.5),(21 6442915.5),(22 6870345.5),(23 7281324),(24 7669944),(25 8187238.5),(26 8637676),(27 9102051),(28 9611809),(29 10059185),(30 10547430),(31 11050407),(32 11540931),(33 11992876),(34 12432843),(35 12780568),(36 13187699),(37 13522301),(38 13800200),(39 13977712),(40 14171347),(41 14291421),(42 14469448),(43 14621256),(44 14826277),(45 15012043),(46 15207432),(47 15454704),(48 15699285),(49 15776795),(50 15897829),(51 15868308),(52 15812751),(53 15707023),(54 15634709),(55 15563667),(56 15473220),(57 15434701),(58 15254421),(59 15087695),(60 15061149),(61 15055271),(62 15116203),(63 15144837),(64 15229203),(65 15276720),(66 15411079),(67 15567953),(68 15820963),(69 16122405),(70 16458775),(71 16923116),(72 17452706),(73 18067502),(74 18814046),(75 19631930),(76 20558102),(77 21557230),(78 22616920),(79 23773334),
(1 1856.6493),(2 2562.8467),(3 2999.355),(4 3275.1196),(5 3357.5352),(6 3536.0464),(7 3606.676),(8 3723.331),(9 3739.1978),(10 3842.0935),(11 3846.6362),(12 3960.8848),(13 3942.8071),(14 3978.8472),(15 4091.2664),(16 4054.7896),(17 4146.293),(18 4216.7),(19 4211.18),(20 4303.974),(21 4264.0234),(22 4331.5684),(23 4323.5776),(24 4392.4263),(25 4417.5933),(26 4506.533),(27 4529.459),(28 4569.2305),(29 4650.276),(30 4585.258),(31 4577.2607),(32 4638.9146),(33 4641.7295),(34 4724.7446),(35 4722.326),(36 4756.915),(37 4743.9473),(38 4790.968),(39 4760.659),(40 4816.78),(41 4723.632),(42 4811.9443),(43 4736.6704),(44 4772.0835),(45 4721.2095),(46 4794.853),(47 4723.1675),(48 4800.908),(49 4794.219),(50 4828.8716),(51 4761.2363),(52 4803.409),(53 4817.4185),(54 4765.336),(55 4764.8647),(56 4707.0723),(57 4743.284),(58 4745.3804),(59 4759.6865),(60 4714.4414),(61 4796.648),(62 4770.0435),(63 4832.1855),(64 4789.89),(65 4800.5933),(66 4735.326),(67 4812.522),(68 4817.7617),(69 4865.8076),(70 4852.2275),(71 4859.7144),(72 4798.2993),(73 4806.693),(74 4763.713),(75 4977.638),(76 4877.1704),(77 4852.8794),(78 4871.2046),(79 4823.7227),
(1 1839.7289),(2 2506.1194),(3 2876.28),(4 3166.5427),(5 3279.932),(6 3437.3157),(7 3481.0615),(8 3571.1853),(9 3626.6807),(10 3753.3071),(11 3765.197),(12 3877.0469),(13 3868.2952),(14 3919.6023),(15 4017.1057),(16 4010.24),(17 4121.1396),(18 4206.1367),(19 4167.1807),(20 4232.6875),(21 4186.253),(22 4290.397),(23 4317.7036),(24 4420.7715),(25 4446.296),(26 4488.7437),(27 4471.406),(28 4504.085),(29 4560.874),(30 4537.043),(31 4529.176),(32 4626.166),(33 4545.2476),(34 4625.6816),(35 4567.6714),(36 4624.0664),(37 4598.269),(38 4639.707),(39 4600.644),(40 4666.095),(41 4633.527),(42 4709.1396),(43 4639.0815),(44 4681.8555),(45 4603.3745),(46 4677.745),(47 4594.7065),(48 4684.2886),(49 4621.175),(50 4687.9995),(51 4608.8223),(52 4600.565),(53 4633.988),(54 4554.593),(55 4585.829),(56 4585.248),(57 4641.2305),(58 4633.3906),(59 4683.197),(60 4672.975),(61 4730.136),(62 4702.3857),(63 4780.329),(64 4739.6733),(65 4784.873),(66 4757.997),(67 4845.8716),(68 4824.505),(69 4849.319),(70 4817.949),(71 4827.301),(72 4774.188),(73 4789.545),(74 4695.9805),(75 4793.394),(76 4692.935),(77 4696.667),(78 4691.334),(79 4624.467),
(1 1806.2987),(2 2463.1501),(3 2813.9744),(4 3135.5454),(5 3238.3604),(6 3367.5916),(7 3424.7424),(8 3515.2236),(9 3556.076),(10 3694.1584),(11 3651.824),(12 3768.628),(13 3825.1545),(14 3904.8154),(15 4035.0725),(16 4016.8337),(17 4058.9744),(18 4143.7866),(19 4145.8394),(20 4228.5737),(21 4200.5723),(22 4277.663),(23 4297.614),(24 4419.5),(25 4422.8267),(26 4462.099),(27 4448.6143),(28 4486.7993),(29 4590.395),(30 4532.2554),(31 4476.69),(32 4594.6973),(33 4498.6772),(34 4529.852),(35 4517.255),(36 4572.5103),(37 4496.0127),(38 4516.65),(39 4463.243),(40 4526.5825),(41 4491.859),(42 4551.164),(43 4518.2754),(44 4570.3735),(45 4438.0645),(46 4550.222),(47 4524.83),(48 4611.5073),(49 4545.5566),(50 4585.604),(51 4575.1963),(52 4570.049),(53 4642.567),(54 4553.7363),(55 4584.8223),(56 4578.9644),(57 4617.3145),(58 4606.5083),(59 4652.488),(60 4546.561),(61 4603.6577),(62 4565.2285),(63 4656.33),(64 4635.7617),(65 4696.261),(66 4657.4),(67 4695.3013),(68 4714.899),(69 4721.113),(70 4721.357),(71 4774.7734),(72 4743.611),(73 4781.0317),(74 4669.1255),(75 4816.237),(76 4734.627),(77 4755.929),(78 4756.4917),(79 4749.834),
(1 1816.6173),(2 2476.5808),(3 2863.4426),(4 3096.3618),(5 3185.0857),(6 3328.4373),(7 3390.655),(8 3480.8425),(9 3527.4363),(10 3643.945),(11 3624.325),(12 3730.0417),(13 3780.5273),(14 3857.158),(15 3954.371),(16 3939.7527),(17 3960.8435),(18 4027.4082),(19 4058.6807),(20 4133.872),(21 4122.052),(22 4208.708),(23 4235.568),(24 4332.1133),(25 4369.434),(26 4428.1567),(27 4423.6807),(28 4411.4976),(29 4475.4644),(30 4469.4404),(31 4424.2617),(32 4500.602),(33 4449.68),(34 4488.9795),(35 4446.293),(36 4507.5566),(37 4444.71),(38 4515.773),(39 4480.812),(40 4535.3887),(41 4489.859),(42 4563.2),(43 4533.4536),(44 4574.8477),(45 4472.673),(46 4506.117),(47 4451.264),(48 4515.894),(49 4519.6636),(50 4595.9277),(51 4572.7993),(52 4583.5483),(53 4596.4575),(54 4514.7056),(55 4538.189),(56 4496.625),(57 4560.399),(58 4559.634),(59 4599.317),(60 4587.253),(61 4659.256),(62 4633.9785),(63 4707.9688),(64 4683.3223),(65 4687.522),(66 4717.3765),(67 4781.5176),(68 4695.3604),(69 4746.592),(70 4703.8984),(71 4745.095),(72 4713.6587),(73 4741.664),(74 4657.291),(75 4760.575),(76 4693.267),(77 4679.0044),(78 4700.8086),(79 4655.7705),
(1 1769.0377),(2 2447.2178),(3 2826.7383),(4 3062.2683),(5 3168.3784),(6 3321.1814),(7 3349.0571),(8 3439.4585),(9 3433.9841),(10 3572.7373),(11 3593.0845),(12 3735.6472),(13 3799.4238),(14 3884.4285),(15 3987.008),(16 3944.37),(17 3974.589),(18 4064.5103),(19 4046.7478),(20 4067.2166),(21 4073.5774),(22 4136.4917),(23 4141.0493),(24 4263.993),(25 4248.931),(26 4315.59),(27 4261.2715),(28 4223.6226),(29 4290.0635),(30 4271.3086),(31 4242.6006),(32 4340.4),(33 4282.9585),(34 4359.9087),(35 4298.107),(36 4324.3486),(37 4314.7075),(38 4400.862),(39 4308.46),(40 4392.441),(41 4365.1636),(42 4464.701),(43 4398.1543),(44 4423.4478),(45 4337.3794),(46 4420.95),(47 4366.8853),(48 4415.0347),(49 4414.993),(50 4528.268),(51 4471.4575),(52 4444.907),(53 4477.343),(54 4418.0635),(55 4508.2544),(56 4452.7036),(57 4486.729),(58 4438.6406),(59 4431.3687),(60 4401.522),(61 4483.1895),(62 4453.065),(63 4498.5933),(64 4502.5815),(65 4520.7593),(66 4505.99),(67 4559.3022),(68 4560.506),(69 4582.5776),(70 4569.6396),(71 4595.536),(72 4538.022),(73 4571.3125),(74 4480.7886),(75 4631.2065),(76 4513.8037),(77 4493.7026),(78 4526.6865),(79 4440.638),
(1 1774.5398),(2 2426.9326),(3 2744.3396),(4 3028.0032),(5 3070.9717),(6 3216.431),(7 3302.7305),(8 3399.9458),(9 3406.1436),(10 3503.8423),(11 3556.0652),(12 3662.3564),(13 3680.5212),(14 3732.328),(15 3872.5645),(16 3836.3462),(17 3897.3801),(18 3996.1394),(19 4003.588),(20 4045.6807),(21 4006.5857),(22 4073.514),(23 4093.6372),(24 4149.194),(25 4124.0454),(26 4162.464),(27 4107.787),(28 4098.1055),(29 4200.581),(30 4180.837),(31 4170.6714),(32 4220.467),(33 4184.794),(34 4189.778),(35 4118.522),(36 4161.093),(37 4131.841),(38 4217.673),(39 4109.7437),(40 4129.1294),(41 4064.1978),(42 4165.807),(43 4125.935),(44 4189.015),(45 4102.475),(46 4144.045),(47 4114.6826),(48 4195.1343),(49 4170.92),(50 4253.0166),(51 4198.596),(52 4223.2974),(53 4252.0557),(54 4205.129),(55 4275.956),(56 4267.667),(57 4311.437),(58 4263.8413),(59 4278.3823),(60 4238.4727),(61 4315.964),(62 4280.186),(63 4366.655),(64 4334.455),(65 4352.8906),(66 4312.8115),(67 4353.4507),(68 4361.88),(69 4372.12),(70 4362.003),(71 4334.7813),(72 4264.3325),(73 4355.148),(74 4276.1235),(75 4374.252),(76 4308.5728),(77 4280.202),(78 4336.4473),(79 4345.603),
(1 1733.9497),(2 2307.4841),(3 2622.1206),(4 2868.7798),(5 2922.8457),(6 3061.1548),(7 3120.7197),(8 3246.7427),(9 3255.4841),(10 3367.3694),(11 3349.4148),(12 3445.7864),(13 3439.9675),(14 3469.7466),(15 3621.986),(16 3628.935),(17 3690.2898),(18 3753.868),(19 3755.325),(20 3815.0017),(21 3776.6758),(22 3850.3313),(23 3883.874),(24 3982.9993),(25 3966.0073),(26 4056.934),(27 3986.633),(28 3990.6729),(29 4120.6904),(30 4059.7878),(31 4050.0183),(32 4085.3948),(33 3984.583),(34 4061.4956),(35 4018.2048),(36 4040.1416),(37 3984.7314),(38 4060.0308),(39 4024.7622),(40 4061.8303),(41 4035.9324),(42 4086.201),(43 4051.89),(44 4086.4358),(45 3999.6147),(46 4037.175),(47 3989.2744),(48 4068.1797),(49 4052.828),(50 4143.007),(51 4113.0293),(52 4088.4785),(53 4143.5586),(54 4131.2827),(55 4180.069),(56 4161.9683),(57 4207.8623),(58 4164.0894),(59 4166.2456),(60 4139.299),(61 4169.118),(62 4118.0327),(63 4203.986),(64 4151.7046),(65 4182.382),(66 4180.096),(67 4223.7207),(68 4222.84),(69 4267.3765),(70 4226.854),(71 4236.4883),(72 4202.703),(73 4314.7705),(74 4222.503),(75 4342.2246),(76 4229.068),(77 4204.4297),(78 4213.907),(79 4179.2505),
(1 1741.6222),(2 2355.8037),(3 2695.1807),(4 2865.5676),(5 2938.4365),(6 3069.6917),(7 3113.626),(8 3242.3596),(9 3254.35),(10 3382.7502),(11 3364.716),(12 3458.7122),(13 3489.5498),(14 3508.386),(15 3698.3687),(16 3680.1094),(17 3714.378),(18 3735.6047),(19 3732.6902),(20 3766.7305),(21 3766.5535),(22 3810.5476),(23 3845.2957),(24 3968.6128),(25 3947.1086),(26 3987.397),(27 3938.6003),(28 3970.612),(29 4070.841),(30 3999.6887),(31 3999.9268),(32 4113.608),(33 4044.0754),(34 4110.2627),(35 4046.7988),(36 4037.8293),(37 3962.6436),(38 4050.5845),(39 4022.676),(40 4107.536),(41 4027.5527),(42 4105.8647),(43 4093.6077),(44 4175.399),(45 4096.3276),(46 4151.717),(47 4084.4338),(48 4174.165),(49 4118.3794),(50 4220.3916),(51 4207.1074),(52 4213.1704),(53 4216.1367),(54 4216.7607),(55 4282.3955),(56 4218.3677),(57 4255.5317),(58 4211.117),(59 4248.724),(60 4226.7637),(61 4288.9585),(62 4263.6216),(63 4320.307),(64 4304.0176),(65 4356.419),(66 4322.0547),(67 4369.162),(68 4369.037),(69 4390.3926),(70 4381.7446),(71 4386.9487),(72 4326.4565),(73 4420.242),(74 4329.598),(75 4414.4204),(76 4367.879),(77 4314.589),(78 4353.5967),(79 4298.852),
(1 1717.7925),(2 2289.408),(3 2608.272),(4 2842.0347),(5 2906.6267),(6 3036.6074),(7 3090.3853),(8 3192.7222),(9 3216.7788),(10 3272.5217),(11 3257.8958),(12 3340.4768),(13 3405.3323),(14 3500.4421),(15 3633.0867),(16 3616.2678),(17 3649.6301),(18 3677.3765),(19 3698.8464),(20 3726.8684),(21 3723.995),(22 3755.8647),(23 3787.4453),(24 3913.079),(25 3868.863),(26 3925.384),(27 3869.025),(28 3855.547),(29 3944.8975),(30 3889.5654),(31 3923.5798),(32 4017.891),(33 3904.0547),(34 3981.4),(35 3945.7668),(36 3936.666),(37 3890.4866),(38 3956.6655),(39 3905.5376),(40 3961.9634),(41 3890.5073),(42 3952.3152),(43 3882.1948),(44 3976.001),(45 3885.411),(46 3917.3203),(47 3893.442),(48 3959.2876),(49 3909.4622),(50 4020.7727),(51 4018.2708),(52 4033.6492),(53 4058.2449),(54 4032.6018),(55 4072.1208),(56 4051.7039),(57 4117.188),(58 4049.97),(59 4109.7695),(60 4084.2441),(61 4170.759),(62 4125.321),(63 4161.128),(64 4174.3096),(65 4240.0356),(66 4193.863),(67 4232.0547),(68 4251.673),(69 4293.831),(70 4272.225),(71 4291.6304),(72 4225.1616),(73 4254.212),(74 4160.6157),(75 4267.2983),(76 4206.1035),(77 4159.1675),(78 4181.367),(79 4070.2876),
(1 1677.0625),(2 2289.7483),(3 2609.1597),(4 2847.0168),(5 2912.3152),(6 3068.984),(7 3104.4758),(8 3175.179),(9 3175.5068),(10 3233.0051),(11 3227.7012),(12 3303.4487),(13 3327.025),(14 3382.1326),(15 3515.4666),(16 3534.8833),(17 3547.151),(18 3610.7434),(19 3632.8547),(20 3685.1677),(21 3658.9856),(22 3727.042),(23 3738.862),(24 3867.4578),(25 3838.2678),(26 3863.0103),(27 3852.9993),(28 3868.892),(29 3952.3545),(30 3892.2644),(31 3856.1687),(32 3884.2617),(33 3869.2764),(34 3932.5222),(35 3900.1338),(36 3896.41),(37 3846.1252),(38 3918.2537),(39 3856.848),(40 3857.8757),(41 3814.6587),(42 3860.4917),(43 3797.8416),(44 3836.5786),(45 3743.477),(46 3809.5967),(47 3813.0083),(48 3936.3022),(49 3883.8384),(50 4007.1223),(51 3967.112),(52 3967.3271),(53 4043.8518),(54 3995.4897),(55 4063.815),(56 4046.8408),(57 4062.6355),(58 4027.6003),(59 4043.3276),(60 4024.9753),(61 4062.9595),(62 4015.252),(63 4068.5403),(64 4004.5713),(65 4062.7344),(66 4000.5317),(67 4029.3145),(68 4046.5508),(69 4054.8872),(70 4033.4038),(71 4006.0222),(72 3966.9673),(73 4022.444),(74 3960.3953),(75 4097.699),(76 4009.9453),(77 3982.4407),(78 4020.7295),(79 3933.179),
(1 1674.2957),(2 2237.1846),(3 2525.9998),(4 2734.8057),(5 2809.289),(6 2944.6062),(7 3005.4072),(8 3180.4063),(9 3171.7358),(10 3268.0762),(11 3264.2349),(12 3371.9993),(13 3444.3403),(14 3484.1372),(15 3636.9492),(16 3598.6064),(17 3609.0505),(18 3681.122),(19 3679.3801),(20 3747.9504),(21 3733.766),(22 3821.284),(23 3828.8625),(24 3885.3982),(25 3888.5703),(26 3934.595),(27 3872.873),(28 3868.545),(29 3932.5356),(30 3881.1628),(31 3887.2588),(32 3894.7341),(33 3863.641),(34 3938.1536),(35 3903.0613),(36 3934.907),(37 3865.049),(38 3931.1887),(39 3839.3623),(40 3885.853),(41 3867.3894),(42 3919.298),(43 3884.3118),(44 3923.711),(45 3813.659),(46 3835.1914),(47 3814.7014),(48 3942.4873),(49 3907.472),(50 3994.725),(51 3954.4663),(52 3940.1057),(53 3997.026),(54 3938.0088),(55 4022.969),(56 3971.7856),(57 3982.2307),(58 3968.1426),(59 3994.7188),(60 3970.0002),(61 3989.1125),(62 3931.0928),(63 4049.7527),(64 3966.3025),(65 4039.537),(66 3997.5735),(67 4003.6863),(68 3978.6401),(69 4025.048),(70 4006.409),(71 4051.2683),(72 4011.3032),(73 4108.3296),(74 4014.0356),(75 4154.689),(76 4059.4727),(77 4025.711),(78 4081.024),(79 4030.469),
(1 1643.4237),(2 2204.5698),(3 2479.5317),(4 2694.4478),(5 2776.9197),(6 2931.6738),(7 2946.6968),(8 3069.858),(9 3099.1062),(10 3212.4573),(11 3228.9067),(12 3312.6462),(13 3308.8777),(14 3338.6155),(15 3488.6082),(16 3404.484),(17 3426.6008),(18 3519.0112),(19 3549.3044),(20 3573.122),(21 3553.749),(22 3659.7146),(23 3682.5269),(24 3779.4087),(25 3776.5637),(26 3822.7559),(27 3764.753),(28 3764.3591),(29 3845.6482),(30 3843.191),(31 3869.212),(32 3930.8892),(33 3911.4446),(34 3991.225),(35 3942.3486),(36 3957.9153),(37 3915.8672),(38 3961.813),(39 3895.7832),(40 3891.3037),(41 3881.4475),(42 3964.9944),(43 3918.8245),(44 3962.141),(45 3880.6062),(46 3934.4233),(47 3838.2283),(48 3913.6777),(49 3856.712),(50 3905.2068),(51 3893.3398),(52 3861.5938),(53 3902.9507),(54 3843.7913),(55 3867.0474),(56 3846.6313),(57 3903.5718),(58 3862.1838),(59 3861.6543),(60 3824.3596),(61 3855.2585),(62 3811.5999),(63 3878.7402),(64 3829.4172),(65 3869.1553),(66 3832.8792),(67 3838.683),(68 3817.186),(69 3842.5398),(70 3891.5515),(71 3940.25),(72 3871.8938),(73 3930.064),(74 3869.899),(75 3949.9797),(76 3894.276),(77 3874.9207),(78 3921.2417),(79 3889.3289),
(1 1692.4014),(2 2252.7603),(3 2561.4563),(4 2777.443),(5 2839.4045),(6 2998.2893),(7 3026.2131),(8 3135.0151),(9 3146.9807),(10 3223.8708),(11 3240.1274),(12 3337.9219),(13 3360.359),(14 3424.5024),(15 3557.195),(16 3492.2776),(17 3539.8564),(18 3619.6672),(19 3627.7576),(20 3709.3167),(21 3684.232),(22 3732.5952),(23 3746.5007),(24 3878.8333),(25 3844.0833),(26 3863.8599),(27 3805.873),(28 3835.3723),(29 3859.069),(30 3823.6226),(31 3803.367),(32 3892.462),(33 3887.0486),(34 3966.248),(35 3939.0493),(36 3965.5967),(37 3917.5017),(38 3966.4873),(39 3915.894),(40 3997.2568),(41 3966.4578),(42 4046.8098),(43 4012.5823),(44 4078.2776),(45 3979.409),(46 4005.0151),(47 3934.9702),(48 4032.7107),(49 4038.1914),(50 4127.6846),(51 4082.1614),(52 4044.8516),(53 4087.2903),(54 4070.9924),(55 4101.2676),(56 4037.1467),(57 4138.4727),(58 4077.7935),(59 4089.706),(60 4045.731),(61 4047.5552),(62 4014.143),(63 4072.8748),(64 3966.02),(65 4068.2078),(66 4021.3547),(67 4047.545),(68 4048.2903),(69 4074.2034),(70 4110.532),(71 4137.115),(72 4086.3958),(73 4132.977),(74 4026.0298),(75 4064.0334),(76 3966.669),(77 3949.4407),(78 3959.389),(79 3933.421),
(1 1631.489),(2 2194.5525),(3 2510.1082),(4 2695.3477),(5 2732.1975),(6 2894.8591),(7 2900.5515),(8 3014.078),(9 3027.878),(10 3053.4102),(11 3054.0437),(12 3153.7925),(13 3155.8945),(14 3194.9097),(15 3342.8113),(16 3298.2893),(17 3296.8281),(18 3361.4539),(19 3376.8765),(20 3462.1392),(21 3468.374),(22 3537.4329),(23 3564.556),(24 3626.066),(25 3628.984),(26 3687.2444),(27 3633.8396),(28 3644.4192),(29 3678.0845),(30 3642.028),(31 3666.8057),(32 3726.5815),(33 3659.4111),(34 3742.8176),(35 3674.6323),(36 3691.7822),(37 3640.1553),(38 3670.9846),(39 3616.8806),(40 3701.3433),(41 3631.6563),(42 3692.7625),(43 3701.2075),(44 3755.6643),(45 3692.4368),(46 3785.9333),(47 3753.2925),(48 3791.3323),(49 3798.7244),(50 3889.3237),(51 3888.072),(52 3854.9087),(53 3887.6877),(54 3883.221),(55 3935.0476),(56 3908.1897),(57 3961.7415),(58 3911.0994),(59 3915.5007),(60 3898.8208),(61 3879.3174),(62 3829.096),(63 3888.017),(64 3872.2302),(65 3862.1736),(66 3861.7183),(67 3868.8564),(68 3868.0063),(69 3930.8965),(70 3943.4775),(71 3939.9714),(72 3903.343),(73 3926.997),(74 3827.7463),(75 3938.3313),(76 3864.923),(77 3897.1318),(78 3899.383),(79 3810.135),
(1 1603.3422),(2 2137.1858),(3 2411.0981),(4 2609.9707),(5 2684.5332),(6 2828.312),(7 2869.25),(8 2950.7297),(9 2969.5957),(10 2997.958),(11 2989.6638),(12 3090.9504),(13 3098.091),(14 3120.4497),(15 3231.7532),(16 3208.5378),(17 3231.317),(18 3320.683),(19 3345.554),(20 3401.3127),(21 3389.1057),(22 3429.175),(23 3487.8025),(24 3549.7666),(25 3543.122),(26 3617.525),(27 3576.2856),(28 3572.545),(29 3635.7463),(30 3594.764),(31 3595.9097),(32 3669.8757),(33 3587.9265),(34 3648.556),(35 3607.3643),(36 3595.0852),(37 3537.253),(38 3593.171),(39 3540.9778),(40 3616.0593),(41 3532.1938),(42 3575.512),(43 3527.7405),(44 3600.3613),(45 3537.8003),(46 3585.6848),(47 3539.202),(48 3605.7449),(49 3563.3596),(50 3616.904),(51 3572.6287),(52 3558.1804),(53 3626.01),(54 3602.224),(55 3647.0215),(56 3623.8877),(57 3622.3577),(58 3621.7383),(59 3657.1455),(60 3659.3604),(61 3707.6106),(62 3660.6282),(63 3711.7075),(64 3701.599),(65 3717.9138),(66 3687.8074),(67 3732.2402),(68 3662.5298),(69 3683.896),(70 3662.6858),(71 3750.265),(72 3703.962),(73 3734.434),(74 3688.2673),(75 3770.8875),(76 3727.6938),(77 3694.1292),(78 3705.015),(79 3643.9253),
(1 1586.1542),(2 2126.2139),(3 2405.4644),(4 2585.8958),(5 2628.2744),(6 2785.355),(7 2820.0078),(8 2911.3218),(9 2960.0847),(10 3057.2568),(11 3024.42),(12 3140.1582),(13 3145.0728),(14 3155.6687),(15 3233.2778),(16 3209.153),(17 3273.7288),(18 3341.658),(19 3374.282),(20 3422.1975),(21 3428.3955),(22 3460.3215),(23 3483.8438),(24 3560.832),(25 3581.4888),(26 3684.0151),(27 3631.4368),(28 3633.8381),(29 3671.3916),(30 3649.6504),(31 3655.068),(32 3675.8625),(33 3655.5935),(34 3712.4082),(35 3712.675),(36 3739.328),(37 3675.1707),(38 3763.7532),(39 3707.0989),(40 3731.8816),(41 3681.0708),(42 3774.2358),(43 3713.3386),(44 3762.5474),(45 3705.5862),(46 3744.3406),(47 3661.1619),(48 3711.7341),(49 3680.7964),(50 3776.267),(51 3726.0234),(52 3703.7415),(53 3744.1274),(54 3725.7012),(55 3745.3235),(56 3719.5837),(57 3751.112),(58 3744.6768),(59 3763.8494),(60 3762.3389),(61 3816.5076),(62 3796.12),(63 3871.6294),(64 3824.0837),(65 3857.6965),(66 3845.6462),(67 3885.1294),(68 3793.1436),(69 3826.707),(70 3832.406),(71 3871.5515),(72 3808.5964),(73 3841.2458),(74 3766.3455),(75 3865.7717),(76 3777.1333),(77 3789.7178),(78 3811.961),(79 3792.162),
