1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 38.415844),(2 45.35407),(3 48.712936),(4 51.907017),(5 53.521145),(6 54.558384),(7 56.442432),(8 57.6254),(9 59.152412),(10 60.046104),(11 61.023792),(12 61.471672),(13 62.567585),(14 64.085686),(15 64.82703),(16 64.76238),(17 66.0045),(18 66.10804),(19 66.34469),(20 66.65691),(21 67.009544),(22 66.84236),(23 66.24858),(24 66.70896),(25 66.55425),(26 66.51362),(27 66.73808),(28 66.84147),(29 66.845375),(30 66.81385),(31 66.79015),(32 66.577385),(33 66.455444),(34 66.28386),(35 66.14334),(36 66.17542),(37 66.56311),(38 67.72864),(39 67.56034),(40 66.84657),(41 67.116394),(42 66.67106),(43 67.38071),(44 67.37561),(45 66.75762),(46 66.932014),(47 65.6485),(48 66.41201),(49 66.28095),(50 66.819016),(51 67.77431),(52 68.118),(53 67.75094),(54 68.22913),(55 67.737335),(56 68.098816),(57 68.103645),(58 67.53954),(59 66.81274),(60 65.73623),(61 66.13796),(62 67.56635),(63 68.001595),(64 68.263794),(65 67.44776),(66 67.89851),(67 68.44859),(68 69.03088),(69 69.58517),(70 68.5259),(71 68.4156),(72 67.99676),(73 67.29661),(74 66.59026),(75 67.43148),(76 66.431656),(77 65.52582),(78 64.651505),(79 64.53565),
(1 39.118965),(2 45.831257),(3 49.439774),(4 52.259407),(5 54.166767),(6 55.53525),(7 57.022297),(8 59.604103),(9 60.361755),(10 60.689896),(11 61.387306),(12 61.529842),(13 62.60147),(14 62.71852),(15 64.352776),(16 64.46148),(17 65.314445),(18 65.97127),(19 66.14735),(20 66.40423),(21 66.16814),(22 66.692924),(23 66.77579),(24 66.3309),(25 66.294205),(26 66.13645),(27 66.18824),(28 66.41513),(29 66.32108),(30 66.81366),(31 66.40462),(32 67.07514),(33 66.929535),(34 67.83683),(35 67.46704),(36 67.621346),(37 68.006516),(38 68.86173),(39 68.49957),(40 68.148926),(41 68.38152),(42 67.97559),(43 68.40892),(44 67.32226),(45 67.86862),(46 67.23319),(47 67.23692),(48 67.07746),(49 67.186516),(50 67.73048),(51 67.8273),(52 67.74029),(53 67.88746),(54 67.951584),(55 67.405655),(56 68.38259),(57 68.46442),(58 67.402336),(59 67.10661),(60 67.21473),(61 67.30883),(62 69.046585),(63 69.478615),(64 69.26978),(65 70.02174),(66 70.55658),(67 69.3271),(68 70.393326),(69 70.07231),(70 69.339836),(71 69.13519),(72 68.619644),(73 67.96254),(74 67.821045),(75 68.86582),(76 68.25335),(77 67.52714),(78 65.72717),(79 65.31742),
(1 38.672287),(2 44.48721),(3 48.685043),(4 51.606037),(5 53.424194),(6 55.021797),(7 56.794685),(8 58.192627),(9 59.65981),(10 59.711243),(11 59.950424),(12 60.67872),(13 62.1594),(14 63.34427),(15 64.342926),(16 64.51304),(17 65.24785),(18 65.47163),(19 65.428246),(20 65.037636),(21 64.99661),(22 65.65517),(23 65.10313),(24 64.52268),(25 64.33881),(26 64.96678),(27 65.40135),(28 65.8561),(29 65.43),(30 66.00323),(31 65.99152),(32 66.2097),(33 66.93462),(34 66.30464),(35 66.72889),(36 66.704445),(37 67.21997),(38 67.85249),(39 67.33598),(40 66.93951),(41 66.53387),(42 66.822876),(43 66.64353),(44 67.362595),(45 67.14514),(46 66.48454),(47 66.613754),(48 67.11799),(49 66.66548),(50 67.18263),(51 67.09609),(52 66.77421),(53 67.56538),(54 67.03817),(55 66.77747),(56 66.85236),(57 66.9801),(58 66.30603),(59 65.31079),(60 65.36154),(61 65.91415),(62 67.0207),(63 66.91409),(64 67.896545),(65 67.7951),(66 68.093704),(67 68.427704),(68 68.57701),(69 68.488464),(70 68.55376),(71 68.05531),(72 67.15446),(73 66.61852),(74 67.018585),(75 67.31204),(76 66.93705),(77 65.828545),(78 64.93615),(79 64.43812),
(1 37.6027),(2 44.176075),(3 48.179855),(4 51.110497),(5 52.985447),(6 54.030445),(7 55.3971),(8 57.111782),(9 58.340263),(10 58.317593),(11 58.31514),(12 58.872944),(13 59.71457),(14 61.0912),(15 62.320023),(16 62.522133),(17 63.326),(18 63.924683),(19 64.265816),(20 64.18534),(21 64.26829),(22 65.16835),(23 64.75396),(24 64.39532),(25 64.88397),(26 65.05106),(27 64.900894),(28 65.328476),(29 66.14023),(30 66.11992),(31 65.723656),(32 65.96157),(33 65.86419),(34 66.37486),(35 65.24121),(36 65.57812),(37 66.31219),(38 67.41059),(39 68.284775),(40 67.25638),(41 66.885864),(42 67.16599),(43 66.87144),(44 66.95559),(45 67.40407),(46 67.62897),(47 67.28094),(48 67.06413),(49 66.52917),(50 66.435616),(51 66.91336),(52 67.00663),(53 66.66192),(54 66.51741),(55 66.71859),(56 67.1637),(57 67.38603),(58 66.91622),(59 65.956924),(60 65.458534),(61 65.97319),(62 67.41062),(63 67.416374),(64 67.19852),(65 67.00623),(66 67.13862),(67 67.45464),(68 67.50298),(69 67.13934),(70 67.80131),(71 65.947266),(72 65.3046),(73 65.25971),(74 65.591835),(75 65.90254),(76 64.96966),(77 64.71444),(78 63.819702),(79 63.61555),
(1 37.977776),(2 44.165497),(3 47.94145),(4 50.688423),(5 52.639378),(6 54.34734),(7 55.49294),(8 57.399982),(9 58.662487),(10 58.694244),(11 59.62504),(12 60.37671),(13 61.53879),(14 62.136215),(15 62.89797),(16 63.253662),(17 64.2569),(18 65.14067),(19 64.992065),(20 65.63239),(21 65.65186),(22 65.52499),(23 65.131454),(24 65.44078),(25 66.28955),(26 65.73825),(27 66.34584),(28 65.92809),(29 66.00774),(30 66.29809),(31 67.192345),(32 66.87708),(33 67.48869),(34 67.86699),(35 67.594376),(36 66.957115),(37 67.036354),(38 68.12644),(39 68.14318),(40 67.621895),(41 67.28549),(42 67.863884),(43 67.721535),(44 67.65288),(45 67.09022),(46 67.41111),(47 67.51763),(48 67.173065),(49 67.63058),(50 68.43994),(51 67.91501),(52 68.008835),(53 68.29001),(54 67.69725),(55 67.43198),(56 67.29307),(57 67.706825),(58 66.87503),(59 66.79996),(60 65.9512),(61 66.84593),(62 68.7782),(63 68.34632),(64 68.558),(65 68.619484),(66 68.50677),(67 69.44463),(68 69.56365),(69 69.6539),(70 69.176865),(71 68.57723),(72 68.12597),(73 67.39787),(74 67.30444),(75 67.79887),(76 66.76152),(77 65.550316),(78 65.141426),(79 64.47094),
(1 37.47056),(2 43.536118),(3 47.64809),(4 50.303616),(5 51.996315),(6 53.383488),(7 54.88188),(8 56.817883),(9 57.877632),(10 58.379623),(11 58.835495),(12 59.78795),(13 60.812447),(14 61.936222),(15 63.48276),(16 62.842327),(17 63.633427),(18 63.45777),(19 63.473644),(20 63.875813),(21 63.688297),(22 64.345924),(23 64.29857),(24 63.689857),(25 64.67277),(26 64.55276),(27 64.802956),(28 64.849396),(29 64.8869),(30 65.241714),(31 66.00388),(32 65.73344),(33 65.935616),(34 66.28271),(35 65.419655),(36 65.48481),(37 65.579445),(38 66.50195),(39 66.10432),(40 65.42475),(41 65.91637),(42 66.042404),(43 66.467384),(44 65.90564),(45 65.6176),(46 65.14674),(47 64.68277),(48 63.91183),(49 64.154205),(50 64.666374),(51 64.7117),(52 64.75908),(53 65.07791),(54 65.414),(55 66.10293),(56 65.94425),(57 66.80751),(58 65.674576),(59 65.23543),(60 64.78095),(61 65.61223),(62 66.48827),(63 66.75206),(64 66.5658),(65 66.78203),(66 66.27301),(67 67.34374),(68 67.40361),(69 67.72812),(70 66.712265),(71 67.127174),(72 66.15172),(73 65.257454),(74 65.78285),(75 65.680405),(76 64.73982),(77 64.3654),(78 63.343575),(79 62.469822),
(1 37.585373),(2 43.686203),(3 47.629303),(4 50.388542),(5 52.738293),(6 54.205627),(7 55.203148),(8 56.523384),(9 57.81249),(10 58.512726),(11 58.316044),(12 59.195133),(13 60.537052),(14 61.177),(15 62.347282),(16 62.13977),(17 62.62561),(18 63.26604),(19 63.114456),(20 62.530323),(21 63.110283),(22 62.854366),(23 63.76638),(24 63.44866),(25 62.99904),(26 63.12144),(27 63.481342),(28 63.74179),(29 63.18176),(30 63.779743),(31 64.072624),(32 63.886868),(33 64.16119),(34 64.86144),(35 64.35075),(36 64.93555),(37 64.89574),(38 66.01501),(39 65.21827),(40 64.317566),(41 64.640656),(42 64.795685),(43 65.31949),(44 65.61336),(45 65.54625),(46 65.38424),(47 65.38541),(48 65.437645),(49 65.26973),(50 66.129105),(51 65.42419),(52 66.328575),(53 66.02989),(54 66.10785),(55 66.300735),(56 66.19138),(57 66.16802),(58 65.75704),(59 65.66843),(60 64.89332),(61 65.744545),(62 66.268074),(63 67.105125),(64 66.68246),(65 67.096634),(66 67.13297),(67 67.26513),(68 67.827705),(69 67.88066),(70 67.77225),(71 67.342316),(72 66.16274),(73 65.853355),(74 66.36259),(75 66.23971),(76 65.38678),(77 65.245094),(78 63.24357),(79 62.264317),
(1 36.798454),(2 43.277596),(3 47.122757),(4 49.244957),(5 51.278797),(6 53.188),(7 54.57269),(8 56.193485),(9 57.378555),(10 57.818497),(11 57.9871),(12 58.996933),(13 59.485935),(14 60.395782),(15 61.40529),(16 61.677944),(17 62.42482),(18 63.189995),(19 63.117424),(20 63.810947),(21 63.96635),(22 63.983894),(23 63.746075),(24 63.69089),(25 63.78247),(26 63.895496),(27 64.151),(28 63.970634),(29 63.418037),(30 63.42368),(31 63.29699),(32 63.530994),(33 63.07665),(34 64.078064),(35 63.766296),(36 63.935196),(37 63.406166),(38 63.732613),(39 64.05722),(40 63.693096),(41 63.737156),(42 64.00125),(43 63.98396),(44 63.93068),(45 64.1907),(46 64.937),(47 64.04292),(48 63.84909),(49 64.389534),(50 65.35022),(51 64.780106),(52 65.478775),(53 65.01578),(54 65.173965),(55 65.79275),(56 66.25752),(57 65.824936),(58 65.354546),(59 65.06573),(60 64.1618),(61 64.78991),(62 65.7754),(63 66.20134),(64 65.85104),(65 66.30735),(66 66.416855),(67 66.834854),(68 67.25762),(69 67.32384),(70 66.96507),(71 66.55076),(72 65.31098),(73 65.133),(74 64.38567),(75 65.002266),(76 64.469864),(77 63.760025),(78 63.33346),(79 62.178925),
(1 37.83001),(2 43.893665),(3 48.005394),(4 50.48522),(5 52.826492),(6 54.539658),(7 55.241753),(8 57.22768),(9 58.377037),(10 58.363422),(11 58.572403),(12 59.42817),(13 60.501595),(14 61.86823),(15 62.420708),(16 63.255623),(17 64.104416),(18 64.88442),(19 64.48769),(20 65.04144),(21 65.48665),(22 65.87028),(23 65.13564),(24 65.361694),(25 64.923416),(26 64.32118),(27 65.26824),(28 65.48242),(29 65.574814),(30 64.99099),(31 64.771126),(32 66.028076),(33 66.126236),(34 65.6423),(35 65.32915),(36 65.81893),(37 65.54691),(38 66.20073),(39 66.431946),(40 65.39989),(41 65.23582),(42 65.52274),(43 65.26647),(44 65.403625),(45 65.43364),(46 65.31813),(47 66.3128),(48 65.74644),(49 65.56926),(50 65.73166),(51 65.93113),(52 66.69761),(53 66.59992),(54 67.25604),(55 67.16107),(56 67.20334),(57 66.96795),(58 66.88903),(59 66.75563),(60 66.65585),(61 66.444855),(62 67.68108),(63 67.628746),(64 67.31188),(65 66.90602),(66 66.836464),(67 66.600746),(68 67.27818),(69 66.23917),(70 66.856384),(71 66.45712),(72 65.399315),(73 65.38341),(74 65.28816),(75 65.205086),(76 64.78171),(77 63.737167),(78 62.57509),(79 61.492874),
(1 37.140392),(2 43.182007),(3 47.488384),(4 49.403427),(5 51.833992),(6 53.857925),(7 54.65002),(8 56.42951),(9 57.595043),(10 57.784058),(11 58.20522),(12 58.681053),(13 60.293587),(14 60.73459),(15 62.09835),(16 62.101894),(17 62.879997),(18 63.291977),(19 63.72435),(20 64.09976),(21 64.1301),(22 64.330185),(23 64.78559),(24 64.31518),(25 64.721924),(26 64.564064),(27 64.83985),(28 65.27384),(29 65.124054),(30 64.35787),(31 63.8823),(32 63.982616),(33 64.592804),(34 64.53953),(35 64.41274),(36 64.36523),(37 64.68186),(38 65.67539),(39 66.12271),(40 65.267044),(41 65.30968),(42 65.89992),(43 64.63882),(44 64.49489),(45 65.18326),(46 64.81209),(47 64.59406),(48 64.2683),(49 65.2731),(50 65.65353),(51 66.174774),(52 66.42159),(53 66.408905),(54 66.176735),(55 65.77991),(56 66.56226),(57 66.2114),(58 65.53896),(59 65.003296),(60 64.66574),(61 64.74821),(62 66.357445),(63 65.59692),(64 66.35937),(65 66.38434),(66 66.43259),(67 66.76991),(68 66.64315),(69 66.801056),(70 66.48412),(71 66.59077),(72 65.63866),(73 65.74566),(74 65.07748),(75 65.49355),(76 65.4173),(77 65.203804),(78 64.53931),(79 63.435593),
(1 35.95216),(2 42.127575),(3 45.78884),(4 48.933014),(5 50.183136),(6 52.272827),(7 53.52257),(8 55.4475),(9 56.52257),(10 56.59887),(11 57.424427),(12 57.817154),(13 59.483593),(14 59.980865),(15 60.844204),(16 61.164116),(17 62.275463),(18 62.741825),(19 62.944153),(20 63.143417),(21 63.579544),(22 63.526047),(23 64.0052),(24 64.15171),(25 63.817),(26 63.848648),(27 64.03612),(28 63.805653),(29 64.06476),(30 64.334694),(31 64.23432),(32 64.63356),(33 65.29821),(34 64.86602),(35 64.81281),(36 64.510735),(37 64.69395),(38 66.148094),(39 65.40471),(40 65.04353),(41 65.11088),(42 64.683395),(43 64.757866),(44 65.123),(45 64.96871),(46 65.02892),(47 64.98326),(48 65.0113),(49 64.60419),(50 65.46311),(51 65.947815),(52 66.45102),(53 66.38144),(54 66.60278),(55 66.54007),(56 67.32073),(57 67.44039),(58 66.35777),(59 66.15706),(60 66.17018),(61 66.43159),(62 67.45585),(63 66.87107),(64 67.271965),(65 67.28098),(66 66.90395),(67 66.64156),(68 66.744194),(69 67.56745),(70 67.13681),(71 66.29458),(72 65.84049),(73 66.00764),(74 66.10152),(75 65.08154),(76 64.50127),(77 64.41559),(78 63.46443),(79 62.510246),
(1 37.827477),(2 43.15468),(3 46.938194),(4 49.972996),(5 52.12269),(6 53.79347),(7 54.581303),(8 56.375965),(9 57.538414),(10 57.776905),(11 57.62868),(12 58.029667),(13 59.212303),(14 59.794346),(15 60.93511),(16 61.2137),(17 61.87481),(18 61.80393),(19 62.069244),(20 62.686653),(21 62.79383),(22 63.266865),(23 62.37046),(24 62.34458),(25 61.821068),(26 62.264797),(27 62.10593),(28 62.058613),(29 62.64778),(30 62.82833),(31 62.567898),(32 63.07768),(33 63.51546),(34 63.617554),(35 62.8808),(36 63.674053),(37 64.07107),(38 64.88343),(39 64.05451),(40 63.86599),(41 64.532265),(42 64.33549),(43 64.13765),(44 64.34326),(45 64.33487),(46 64.12221),(47 63.110386),(48 63.634083),(49 63.144165),(50 63.727623),(51 64.37715),(52 64.28185),(53 64.61225),(54 64.2061),(55 64.17104),(56 64.73278),(57 64.61879),(58 63.948803),(59 63.226376),(60 62.50553),(61 63.003983),(62 63.72852),(63 63.84468),(64 63.678314),(65 63.269653),(66 64.01855),(67 63.711105),(68 64.313576),(69 65.01495),(70 64.73952),(71 64.099304),(72 63.91175),(73 63.461643),(74 63.487717),(75 64.08973),(76 63.12149),(77 62.310448),(78 61.264248),(79 60.84967),
(1 36.875385),(2 42.831333),(3 46.38476),(4 49.092274),(5 50.529526),(6 52.1731),(7 53.331783),(8 54.682423),(9 56.564575),(10 57.365826),(11 57.78211),(12 58.578796),(13 59.77448),(14 60.300377),(15 60.52391),(16 60.9109),(17 62.03244),(18 62.56),(19 62.498547),(20 62.472675),(21 63.302143),(22 63.50341),(23 62.79023),(24 62.28072),(25 62.95824),(26 62.735474),(27 62.785843),(28 62.976753),(29 62.309883),(30 62.61547),(31 62.49468),(32 62.823387),(33 63.138054),(34 63.424767),(35 63.124268),(36 63.266663),(37 63.83595),(38 64.55696),(39 64.14233),(40 64.14528),(41 64.37175),(42 63.81409),(43 64.65825),(44 64.94456),(45 64.683334),(46 64.19381),(47 64.6026),(48 65.08183),(49 64.85333),(50 65.45484),(51 65.15629),(52 65.67163),(53 65.754135),(54 65.642815),(55 65.75887),(56 66.40559),(57 66.66269),(58 65.73287),(59 65.22746),(60 65.06134),(61 65.74094),(62 65.78703),(63 65.91718),(64 65.63236),(65 64.912415),(66 65.48046),(67 65.59542),(68 66.09106),(69 66.37684),(70 66.62936),(71 66.01641),(72 65.64014),(73 65.10916),(74 65.27539),(75 66.029434),(76 64.545944),(77 64.332184),(78 63.085033),(79 62.261868),
(1 36.54002),(2 42.5775),(3 46.76241),(4 49.440693),(5 50.72237),(6 52.620487),(7 53.609344),(8 55.75895),(9 56.405266),(10 56.87576),(11 57.338203),(12 58.606495),(13 59.58232),(14 60.341515),(15 60.596706),(16 61.591007),(17 61.61864),(18 62.465546),(19 62.94762),(20 63.03088),(21 63.176155),(22 63.855934),(23 63.616894),(24 63.358047),(25 63.282215),(26 63.008034),(27 63.67065),(28 63.39314),(29 63.21212),(30 62.921696),(31 63.458344),(32 63.865555),(33 63.816586),(34 63.621643),(35 63.246647),(36 63.695465),(37 63.969242),(38 65.06285),(39 64.55232),(40 64.09678),(41 64.2988),(42 64.47589),(43 65.1192),(44 64.89295),(45 64.58081),(46 64.09666),(47 64.09683),(48 63.518303),(49 64.25877),(50 64.27896),(51 64.53969),(52 64.33389),(53 63.987038),(54 63.85868),(55 64.66755),(56 64.454414),(57 65.48264),(58 64.9096),(59 63.859745),(60 63.61989),(61 63.684685),(62 64.89949),(63 64.79768),(64 65.20479),(65 65.42103),(66 65.87129),(67 65.72135),(68 66.3268),(69 65.69772),(70 65.96666),(71 65.04),(72 64.688324),(73 63.89457),(74 63.645046),(75 63.63694),(76 63.426723),(77 62.53135),(78 61.372807),(79 60.864216),
(1 36.718746),(2 42.929794),(3 46.187813),(4 48.839172),(5 51.303158),(6 52.928146),(7 54.10226),(8 55.485035),(9 56.260746),(10 57.418213),(11 57.187824),(12 57.966415),(13 58.9182),(14 59.908367),(15 60.714558),(16 60.976124),(17 62.1586),(18 63.222046),(19 63.03464),(20 62.903973),(21 63.339874),(22 63.413418),(23 63.574326),(24 63.437607),(25 64.300865),(26 64.43573),(27 63.892998),(28 64.59841),(29 64.33263),(30 64.06548),(31 64.49733),(32 64.69373),(33 65.03618),(34 65.846054),(35 64.653786),(36 65.12994),(37 65.207146),(38 65.85312),(39 64.96948),(40 65.22511),(41 65.212296),(42 65.52193),(43 65.11754),(44 64.91209),(45 65.30043),(46 65.17118),(47 64.689),(48 64.40878),(49 64.65818),(50 64.35199),(51 65.16976),(52 65.01423),(53 64.95692),(54 65.04153),(55 65.37341),(56 65.69525),(57 66.02772),(58 65.28098),(59 65.175735),(60 65.00276),(61 64.702034),(62 66.01824),(63 65.740776),(64 66.027374),(65 65.99476),(66 66.3963),(67 65.54826),(68 66.966125),(69 67.49894),(70 67.68423),(71 66.82682),(72 65.33457),(73 65.13361),(74 64.7625),(75 65.33114),(76 65.05456),(77 64.00847),(78 62.312775),(79 62.313824),
(1 36.168686),(2 42.39718),(3 46.259426),(4 48.606365),(5 50.470272),(6 52.19955),(7 53.54548),(8 54.705273),(9 55.629288),(10 56.488205),(11 56.47991),(12 56.837955),(13 57.69245),(14 58.123585),(15 59.043915),(16 59.903255),(17 60.46598),(18 60.87935),(19 61.442272),(20 61.435543),(21 61.416054),(22 61.776115),(23 61.819313),(24 61.967346),(25 61.502125),(26 61.736595),(27 62.44735),(28 62.94101),(29 62.780525),(30 63.18364),(31 62.90724),(32 62.958622),(33 63.13868),(34 63.25673),(35 62.56592),(36 62.461243),(37 62.86401),(38 63.20538),(39 63.541126),(40 63.113026),(41 63.59704),(42 63.576374),(43 63.346596),(44 63.165413),(45 63.4454),(46 63.5544),(47 63.0264),(48 63.27614),(49 63.349438),(50 63.501575),(51 63.44016),(52 62.704617),(53 63.511765),(54 63.67624),(55 63.446922),(56 64.30911),(57 64.43075),(58 63.47323),(59 63.59102),(60 63.596943),(61 63.83358),(62 64.70082),(63 65.11058),(64 65.22705),(65 65.52994),(66 65.36233),(67 65.81638),(68 65.90093),(69 65.8279),(70 65.828125),(71 64.771614),(72 64.249435),(73 64.21112),(74 63.981262),(75 64.19511),(76 63.295948),(77 62.40224),(78 61.46835),(79 61.260788),
(1 36.60639),(2 42.43032),(3 46.0996),(4 48.89308),(5 50.43335),(6 51.899193),(7 52.987423),(8 54.109173),(9 55.265083),(10 55.636494),(11 55.88115),(12 57.45147),(13 58.28279),(14 59.02846),(15 60.13205),(16 60.201965),(17 60.45808),(18 61.426422),(19 61.292854),(20 61.207718),(21 60.973232),(22 61.518517),(23 60.935658),(24 61.015198),(25 61.11364),(26 61.776276),(27 62.005978),(28 62.10085),(29 62.135174),(30 62.12527),(31 62.257225),(32 62.503494),(33 62.494404),(34 62.58796),(35 63.15412),(36 63.376606),(37 63.73114),(38 64.90724),(39 64.01521),(40 63.858486),(41 63.361626),(42 63.668022),(43 63.882725),(44 63.91751),(45 63.639397),(46 63.50871),(47 63.025135),(48 63.340935),(49 63.261776),(50 63.947197),(51 64.092125),(52 64.359825),(53 64.33211),(54 64.55642),(55 64.243065),(56 64.8376),(57 65.14228),(58 64.19548),(59 63.54752),(60 63.29937),(61 63.263264),(62 64.79049),(63 64.49053),(64 64.609825),(65 64.365776),(66 64.514435),(67 65.26678),(68 65.641594),(69 65.85517),(70 65.2101),(71 64.77603),(72 64.36226),(73 64.2707),(74 64.215225),(75 64.62165),(76 63.952663),(77 62.81436),(78 61.40265),(79 61.330673),
(1 36.5717),(2 41.881752),(3 45.323765),(4 47.943134),(5 50.03353),(6 51.217125),(7 53.05087),(8 54.766907),(9 56.15515),(10 56.593433),(11 56.75861),(12 57.150215),(13 58.750423),(14 60.076122),(15 60.86855),(16 61.458138),(17 62.016197),(18 62.792603),(19 63.399857),(20 62.985188),(21 64.12046),(22 63.719566),(23 63.82944),(24 63.198284),(25 63.3826),(26 63.659885),(27 64.05016),(28 64.229546),(29 64.50712),(30 64.376564),(31 64.18738),(32 63.860695),(33 64.343895),(34 64.31392),(35 64.034485),(36 64.244354),(37 63.371338),(38 64.6875),(39 64.10583),(40 63.752834),(41 63.660862),(42 63.92733),(43 63.495216),(44 63.964005),(45 63.864933),(46 63.085476),(47 63.354744),(48 63.448513),(49 62.752533),(50 64.110695),(51 63.57607),(52 63.59393),(53 63.30951),(54 63.368015),(55 63.18148),(56 63.24966),(57 63.836792),(58 63.294052),(59 62.59459),(60 62.800247),(61 62.89133),(62 63.351532),(63 63.40798),(64 63.89981),(65 63.81704),(66 63.648956),(67 63.555214),(68 64.87086),(69 65.161804),(70 65.140686),(71 64.07089),(72 63.836384),(73 63.474407),(74 63.689632),(75 63.261013),(76 62.645126),(77 61.67201),(78 60.43717),(79 60.058975),
