1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 73473.38),(2 289803.84),(3 669959.2),(4 1229411.8),(5 1964020.6),(6 2838171.3),(7 3787889.3),(8 4849382.5),(9 6032494.5),(10 7379048),(11 8876078),(12 10447477),(13 12083709),(14 13783003),(15 15377909),(16 16988098),(17 18698138),(18 20519200),(19 22284266),(20 24043642),(21 25895354),(22 27707274),(23 29448502),(24 31089326),(25 32633494),(26 34081188),(27 35456636),(28 36693516),(29 37841950),(30 38832416),(31 39641350),(32 40320924),(33 40845330),(34 41355696),(35 41785390),(36 42272420),(37 42856452),(38 43390932),(39 43814836),(40 44248004),(41 44713390),(42 45103630),(43 45350940),(44 45508228),(45 45701456),(46 45966110),(47 46259372),(48 46594030),(49 47105644),(50 47602270),(51 48265004),(52 49072596),(53 50059536),(54 51140640),(55 52226196),(56 53345068),(57 54430108),(58 55430416),(59 56364816),(60 57213570),(61 58217108),(62 59326976),(63 60378380),(64 61546496),(65 62897570),(66 64381396),(67 66058450),(68 67870860),(69 69809270),(70 71836104),(71 73975224),(72 76080630),(73 78084760),(74 79912250),(75 81638870),(76 83428490),(77 85209110),(78 87078770),(79 89007530),
(1 57.077007),(2 68.91429),(3 76.26946),(4 81.491684),(5 85.92666),(6 88.512314),(7 91.593254),(8 92.7641),(9 93.73778),(10 95.79386),(11 96.995865),(12 98.05721),(13 99.72276),(14 100.47656),(15 102.41989),(16 103.48005),(17 104.56125),(18 105.70248),(19 106.67939),(20 106.97964),(21 107.63593),(22 107.83911),(23 107.95262),(24 108.150856),(25 109.73071),(26 110.6322),(27 109.77808),(28 111.33415),(29 110.80306),(30 111.06848),(31 110.73978),(32 111.761986),(33 111.32142),(34 111.412834),(35 112.254555),(36 112.17053),(37 112.059296),(38 111.301384),(39 111.418076),(40 111.90439),(41 113.03359),(42 112.05343),(43 112.76195),(44 112.01487),(45 111.817505),(46 112.666046),(47 112.83743),(48 112.94386),(49 113.58792),(50 113.385574),(51 112.841644),(52 113.546745),(53 112.6751),(54 113.54326),(55 113.811104),(56 114.02837),(57 114.3232),(58 114.0259),(59 113.770996),(60 114.19629),(61 114.38011),(62 116.047714),(63 114.63869),(64 114.93215),(65 114.899704),(66 115.53407),(67 115.86073),(68 116.034325),(69 116.432106),(70 116.22741),(71 115.96429),(72 116.71133),(73 117.39003),(74 118.08686),(75 117.59916),(76 118.07079),(77 118.34655),(78 117.35819),(79 117.91438),
(1 56.504784),(2 68.04165),(3 76.17179),(4 80.66914),(5 84.44635),(6 87.73995),(7 89.15395),(8 91.09542),(9 93.06243),(10 94.196266),(11 95.6324),(12 96.746346),(13 97.96584),(14 99.7033),(15 101.24027),(16 101.82673),(17 103.00513),(18 104.29424),(19 104.20346),(20 105.711006),(21 106.64403),(22 107.21539),(23 107.36355),(24 108.38998),(25 109.60153),(26 109.57261),(27 108.84421),(28 110.16844),(29 110.76905),(30 110.3535),(31 110.5749),(32 111.016045),(33 111.16688),(34 111.15022),(35 111.887505),(36 111.6799),(37 112.229004),(38 111.98353),(39 111.688034),(40 111.84262),(41 112.12471),(42 112.38523),(43 112.489296),(44 112.41071),(45 112.12114),(46 112.10932),(47 110.92976),(48 111.650894),(49 111.57204),(50 111.40387),(51 112.29208),(52 113.1185),(53 113.46624),(54 113.01455),(55 112.48022),(56 112.56199),(57 112.81799),(58 112.5167),(59 111.93129),(60 112.69706),(61 113.00557),(62 114.20224),(63 113.94304),(64 114.35557),(65 114.58673),(66 114.330284),(67 113.99917),(68 114.68725),(69 114.469055),(70 114.66463),(71 115.78167),(72 115.427475),(73 116.2293),(74 116.55298),(75 116.14097),(76 115.934715),(77 115.94794),(78 115.89828),(79 115.9737),
(1 56.62411),(2 68.06001),(3 75.467),(4 80.31885),(5 83.75664),(6 86.16056),(7 88.88866),(8 91.25813),(9 93.00764),(10 94.36949),(11 95.35008),(12 96.91774),(13 98.570625),(14 98.91059),(15 99.4489),(16 101.056335),(17 102.8067),(18 104.35814),(19 104.308846),(20 104.99963),(21 105.56658),(22 105.604515),(23 105.5829),(24 106.61081),(25 107.253685),(26 108.871925),(27 107.86013),(28 108.66633),(29 109.03627),(30 108.853264),(31 109.44944),(32 110.33202),(33 110.818665),(34 111.08293),(35 110.47994),(36 110.34338),(37 110.489235),(38 110.10112),(39 110.60065),(40 110.8201),(41 111.033516),(42 110.309235),(43 110.11146),(44 110.56712),(45 109.97392),(46 109.91376),(47 110.26046),(48 111.03414),(49 110.046165),(50 111.094986),(51 110.79162),(52 110.89661),(53 111.250244),(54 111.43753),(55 111.07718),(56 110.6408),(57 110.7991),(58 111.01542),(59 110.94377),(60 111.40202),(61 112.16996),(62 112.06138),(63 111.52086),(64 111.8096),(65 112.91847),(66 113.98221),(67 113.503456),(68 114.620895),(69 114.629105),(70 114.62317),(71 115.13004),(72 115.49889),(73 115.50676),(74 116.611824),(75 116.416046),(76 116.21713),(77 115.34271),(78 116.089775),(79 116.19479),
(1 56.465805),(2 68.28126),(3 75.55118),(4 80.34828),(5 83.84647),(6 86.758705),(7 88.85128),(8 91.1188),(9 93.003105),(10 94.451416),(11 94.61807),(12 96.291374),(13 97.91196),(14 98.040146),(15 99.3323),(16 101.67302),(17 102.619316),(18 104.54653),(19 105.16143),(20 105.62029),(21 105.58356),(22 106.515144),(23 107.097),(24 107.81934),(25 109.153725),(26 109.89355),(27 109.7815),(28 110.791435),(29 111.53986),(30 112.37473),(31 110.98562),(32 110.76781),(33 111.12149),(34 111.55899),(35 111.32603),(36 111.579956),(37 111.77751),(38 112.40349),(39 111.66376),(40 111.88326),(41 111.76515),(42 111.741516),(43 111.23157),(44 111.76127),(45 112.52772),(46 111.92005),(47 111.23104),(48 111.39202),(49 110.5948),(50 110.48801),(51 110.53874),(52 111.391174),(53 111.601204),(54 111.5453),(55 110.615105),(56 111.271484),(57 112.26781),(58 112.805595),(59 111.596436),(60 111.69532),(61 112.456505),(62 113.31828),(63 113.5811),(64 114.06265),(65 114.432846),(66 114.68866),(67 114.99905),(68 115.580284),(69 115.960266),(70 116.517426),(71 117.10572),(72 117.9986),(73 118.76733),(74 119.20575),(75 119.26472),(76 119.75586),(77 119.51989),(78 119.65239),(79 119.24031),
(1 56.088184),(2 66.43033),(3 75.29322),(4 79.5285),(5 82.7553),(6 85.70842),(7 88.56454),(8 89.68274),(9 91.88551),(10 93.799385),(11 94.81077),(12 94.94834),(13 96.7444),(14 99.13822),(15 99.33954),(16 100.09656),(17 101.263435),(18 102.22529),(19 103.849525),(20 104.74291),(21 104.72054),(22 105.09489),(23 105.60075),(24 105.60164),(25 106.40414),(26 107.083664),(27 106.98173),(28 107.541435),(29 107.75154),(30 108.47516),(31 108.4326),(32 109.53429),(33 108.814285),(34 109.67447),(35 110.314445),(36 110.31682),(37 110.13673),(38 110.47004),(39 110.04328),(40 110.33145),(41 109.8566),(42 109.484695),(43 109.10399),(44 108.87175),(45 109.15385),(46 110.43609),(47 109.95438),(48 110.39422),(49 110.53327),(50 111.28123),(51 109.998566),(52 109.65353),(53 110.291626),(54 110.29662),(55 109.916985),(56 110.60435),(57 110.288055),(58 111.45015),(59 111.061775),(60 112.03304),(61 112.18748),(62 112.957695),(63 111.820496),(64 112.77665),(65 113.102905),(66 113.2821),(67 112.551285),(68 113.33802),(69 112.69323),(70 113.30044),(71 113.058655),(72 113.51609),(73 114.13425),(74 115.23643),(75 114.621704),(76 114.41679),(77 113.83258),(78 114.2175),(79 114.31518),
(1 55.709946),(2 66.58761),(3 73.94586),(4 79.36964),(5 83.1749),(6 85.57517),(7 87.50557),(8 89.3043),(9 91.170746),(10 93.52244),(11 94.94389),(12 96.0155),(13 98.20033),(14 99.32652),(15 99.895546),(16 100.580986),(17 102.73483),(18 103.893),(19 104.69551),(20 105.13096),(21 105.35334),(22 105.40951),(23 106.03447),(24 106.08686),(25 106.96177),(26 107.46813),(27 106.280365),(28 106.34971),(29 106.55794),(30 107.3871),(31 106.888145),(32 107.18622),(33 106.83475),(34 107.8634),(35 107.3592),(36 108.02592),(37 107.689125),(38 108.742775),(39 107.41463),(40 107.93412),(41 108.11698),(42 108.13628),(43 107.610794),(44 107.621025),(45 108.355255),(46 108.19799),(47 107.29978),(48 107.635345),(49 108.07676),(50 107.92353),(51 107.650116),(52 108.27315),(53 107.22839),(54 107.88199),(55 108.469315),(56 108.62415),(57 109.394394),(58 109.254585),(59 109.8264),(60 109.8041),(61 111.8072),(62 113.05811),(63 111.7046),(64 112.40891),(65 112.95604),(66 112.06186),(67 112.55415),(68 112.90717),(69 112.83465),(70 112.78399),(71 113.69441),(72 114.06827),(73 114.76216),(74 114.95591),(75 114.55064),(76 114.54259),(77 114.86783),(78 114.42802),(79 114.703125),
(1 55.611084),(2 67.97936),(3 76.47442),(4 81.82175),(5 84.521286),(6 87.63639),(7 90.19895),(8 92.22402),(9 93.696266),(10 95.53783),(11 96.7009),(12 97.126564),(13 97.63032),(14 99.868065),(15 100.11456),(16 101.574036),(17 102.45222),(18 103.62546),(19 104.03542),(20 104.40532),(21 104.539474),(22 104.87069),(23 105.37766),(24 105.4853),(25 106.3832),(26 107.134384),(27 106.58139),(28 106.91099),(29 106.9434),(30 106.51233),(31 106.39707),(32 106.6633),(33 106.37236),(34 106.80142),(35 107.058586),(36 106.82862),(37 107.01551),(38 107.75605),(39 107.25517),(40 107.18186),(41 107.792404),(42 106.89905),(43 106.6258),(44 107.502174),(45 107.78146),(46 108.23818),(47 107.688286),(48 108.40058),(49 108.853966),(50 108.742134),(51 107.5178),(52 107.69359),(53 107.56102),(54 108.152466),(55 107.10852),(56 106.68182),(57 106.72316),(58 107.8642),(59 109.151886),(60 109.48618),(61 109.58893),(62 110.965096),(63 111.12048),(64 111.347496),(65 111.511566),(66 112.15034),(67 111.30771),(68 111.266174),(69 110.97905),(70 111.13572),(71 112.03663),(72 111.85447),(73 112.991745),(74 113.54029),(75 113.36408),(76 113.77514),(77 114.02675),(78 113.99937),(79 114.52667),
(1 54.99564),(2 66.74021),(3 73.90099),(4 79.662674),(5 83.056206),(6 85.13442),(7 88.25288),(8 89.549286),(9 90.97038),(10 92.37336),(11 94.00479),(12 93.97367),(13 95.61075),(14 96.6601),(15 96.974045),(16 97.673744),(17 99.2908),(18 100.82963),(19 101.67118),(20 102.005295),(21 102.28989),(22 102.29518),(23 102.792496),(24 103.28072),(25 104.196434),(26 105.61756),(27 104.69956),(28 105.670906),(29 105.98593),(30 107.36435),(31 106.57201),(32 106.889015),(33 107.15601),(34 108.52092),(35 108.346504),(36 107.7728),(37 108.517265),(38 108.586845),(39 107.90997),(40 107.89943),(41 108.67198),(42 107.82507),(43 108.68651),(44 108.60946),(45 109.31287),(46 109.837845),(47 110.198555),(48 110.473236),(49 110.691666),(50 110.95708),(51 110.25759),(52 110.49541),(53 110.13749),(54 109.93681),(55 109.62061),(56 110.26298),(57 110.74221),(58 111.14346),(59 110.44973),(60 111.12538),(61 111.29291),(62 112.957825),(63 112.17501),(64 113.00581),(65 113.07641),(66 113.9399),(67 113.87767),(68 114.23936),(69 113.973976),(70 113.03751),(71 113.80167),(72 113.7183),(73 114.33067),(74 115.16035),(75 114.36329),(76 114.61711),(77 115.032585),(78 114.94971),(79 114.23464),
(1 55.812393),(2 66.51428),(3 74.54374),(4 79.17154),(5 82.83967),(6 86.121704),(7 87.86847),(8 89.66471),(9 91.23639),(10 92.51959),(11 93.237305),(12 94.45586),(13 95.39526),(14 96.530075),(15 97.07197),(16 98.22243),(17 99.7347),(18 100.24535),(19 101.84372),(20 102.63678),(21 103.222855),(22 104.09747),(23 104.82534),(24 105.56725),(25 106.088615),(26 107.4511),(27 107.57342),(28 107.12968),(29 107.14036),(30 107.6523),(31 108.03323),(32 109.00327),(33 108.76833),(34 109.91148),(35 110.01616),(36 109.66103),(37 110.63295),(38 110.66404),(39 109.85549),(40 109.63977),(41 109.367195),(42 109.713),(43 109.552055),(44 110.01476),(45 110.06234),(46 110.581154),(47 110.735855),(48 109.656166),(49 108.89645),(50 109.03272),(51 108.919815),(52 109.12324),(53 109.27639),(54 109.85825),(55 109.6519),(56 109.39933),(57 109.62529),(58 109.66653),(59 109.85218),(60 109.19383),(61 110.29027),(62 111.2394),(63 111.294106),(64 112.04955),(65 111.93175),(66 111.76525),(67 112.202324),(68 113.24718),(69 114.158325),(70 113.5607),(71 114.15479),(72 114.28689),(73 114.96649),(74 114.76307),(75 113.96496),(76 114.07807),(77 114.280716),(78 114.79204),(79 115.14455),
(1 54.60072),(2 65.307526),(3 72.461876),(4 76.6373),(5 80.80618),(6 84.10073),(7 86.14448),(8 88.15726),(9 90.37683),(10 92.44712),(11 93.55967),(12 94.41952),(13 96.2629),(14 98.20944),(15 98.06409),(16 100.53184),(17 101.76877),(18 101.936646),(19 103.36741),(20 103.838776),(21 103.78603),(22 104.06971),(23 103.51804),(24 104.3873),(25 105.52759),(26 105.5499),(27 105.22354),(28 105.58669),(29 106.19078),(30 106.40645),(31 106.12039),(32 106.775055),(33 106.90759),(34 106.86644),(35 106.179886),(36 107.06753),(37 106.81014),(38 106.70684),(39 106.75419),(40 106.77414),(41 107.600876),(42 107.75569),(43 107.95045),(44 107.49937),(45 108.419174),(46 108.87169),(47 108.570366),(48 108.50205),(49 107.67632),(50 107.99639),(51 108.11356),(52 107.870224),(53 108.34244),(54 108.24482),(55 107.96705),(56 109.004395),(57 109.05785),(58 109.59823),(59 109.62915),(60 110.68992),(61 111.54203),(62 112.17461),(63 112.79432),(64 113.05515),(65 114.32512),(66 114.49913),(67 114.61229),(68 114.513596),(69 114.956535),(70 115.114746),(71 115.26856),(72 115.73516),(73 115.608574),(74 116.23827),(75 116.26491),(76 116.28347),(77 116.64216),(78 116.4437),(79 115.447044),
(1 54.697983),(2 65.72408),(3 72.846985),(4 76.90097),(5 81.65793),(6 84.05),(7 86.53153),(8 88.957344),(9 90.87333),(10 91.895256),(11 92.768074),(12 94.67932),(13 95.40797),(14 97.1352),(15 97.81287),(16 98.80487),(17 99.52253),(18 102.28791),(19 102.89232),(20 102.97967),(21 103.2331),(22 104.14638),(23 105.62934),(24 106.08764),(25 105.808586),(26 107.28812),(27 107.20962),(28 107.83033),(29 108.29281),(30 108.531456),(31 108.95151),(32 108.97753),(33 107.83653),(34 108.237366),(35 108.26818),(36 109.33843),(37 109.109566),(38 109.22758),(39 109.01226),(40 108.71535),(41 109.25011),(42 110.04841),(43 110.2265),(44 110.35482),(45 109.50137),(46 108.88697),(47 108.992134),(48 109.2599),(49 109.772194),(50 109.175644),(51 108.822365),(52 108.51253),(53 109.237495),(54 109.129944),(55 108.73802),(56 108.80388),(57 109.15965),(58 109.710815),(59 110.13583),(60 110.23282),(61 110.822105),(62 111.738914),(63 110.864944),(64 112.313545),(65 112.05594),(66 112.5614),(67 113.1429),(68 113.50248),(69 112.67769),(70 112.37526),(71 113.65134),(72 113.38166),(73 113.89581),(74 114.61838),(75 113.79589),(76 113.7927),(77 114.0801),(78 113.7756),(79 113.87679),
(1 53.69242),(2 65.589615),(3 72.97136),(4 77.79543),(5 81.39363),(6 83.9864),(7 85.098816),(8 87.58654),(9 88.51403),(10 90.05904),(11 91.598335),(12 92.356186),(13 93.52535),(14 95.16395),(15 96.03254),(16 97.44088),(17 99.27434),(18 100.49025),(19 100.81516),(20 101.30954),(21 102.34095),(22 102.290184),(23 103.28208),(24 104.78699),(25 104.76354),(26 105.66729),(27 105.57623),(28 106.07161),(29 107.06455),(30 107.289536),(31 107.29093),(32 107.75192),(33 107.39127),(34 106.976814),(35 107.91658),(36 107.75742),(37 107.6692),(38 107.02972),(39 106.41185),(40 107.02095),(41 106.241394),(42 107.312645),(43 107.43589),(44 106.57875),(45 106.40192),(46 106.174324),(47 106.29285),(48 106.34943),(49 106.4094),(50 106.50653),(51 105.78893),(52 105.85578),(53 105.398445),(54 106.25633),(55 106.62769),(56 106.21861),(57 107.18451),(58 107.64899),(59 108.24244),(60 108.4599),(61 108.83876),(62 108.94157),(63 108.846375),(64 108.34723),(65 108.35847),(66 109.60762),(67 109.85912),(68 109.71044),(69 109.48692),(70 109.88942),(71 109.86688),(72 110.94079),(73 110.56351),(74 111.57861),(75 111.1883),(76 112.40639),(77 112.92106),(78 112.79203),(79 112.6756),
(1 54.23669),(2 65.522064),(3 71.889694),(4 76.76671),(5 80.76094),(6 83.54789),(7 86.136055),(8 88.29475),(9 89.875946),(10 91.53397),(11 92.23696),(12 93.08527),(13 94.50714),(14 95.64294),(15 96.31658),(16 97.5288),(17 97.775475),(18 98.99461),(19 100.23717),(20 101.536995),(21 101.53807),(22 102.91295),(23 103.31817),(24 103.97425),(25 104.58089),(26 105.92988),(27 105.16791),(28 106.64885),(29 107.984955),(30 106.996254),(31 106.459496),(32 107.11776),(33 106.7588),(34 108.58213),(35 108.614426),(36 107.53277),(37 109.18555),(38 109.44682),(39 107.976814),(40 108.81096),(41 109.03902),(42 108.44418),(43 108.59162),(44 108.315285),(45 107.69592),(46 108.31037),(47 107.40684),(48 107.897415),(49 107.53747),(50 106.72567),(51 106.5771),(52 106.09676),(53 106.51358),(54 107.247826),(55 106.45956),(56 107.44874),(57 107.7429),(58 108.42135),(59 109.363266),(60 109.79787),(61 109.7037),(62 110.01339),(63 110.36707),(64 110.50616),(65 110.882484),(66 111.00273),(67 111.32117),(68 110.71884),(69 110.40337),(70 110.19813),(71 110.07934),(72 110.88706),(73 111.081856),(74 111.475136),(75 111.03806),(76 111.80678),(77 110.355316),(78 111.1087),(79 111.21205),
(1 53.942062),(2 63.91517),(3 71.48087),(4 76.39613),(5 79.19908),(6 82.41425),(7 84.448456),(8 86.476906),(9 88.03129),(10 89.605804),(11 90.9079),(12 93.13015),(13 94.33298),(14 95.69068),(15 96.156105),(16 97.55065),(17 99.113945),(18 99.72077),(19 100.984375),(20 101.70465),(21 102.986824),(22 104.33355),(23 104.68016),(24 104.58296),(25 105.64008),(26 105.759514),(27 105.493866),(28 106.24352),(29 106.38442),(30 107.48171),(31 107.40479),(32 107.50224),(33 106.70151),(34 107.88884),(35 107.93291),(36 107.69553),(37 108.81154),(38 109.95644),(39 108.97441),(40 108.27664),(41 108.18889),(42 107.489975),(43 107.90482),(44 107.68335),(45 107.528854),(46 107.782364),(47 108.17273),(48 108.0986),(49 107.560936),(50 107.71836),(51 107.24409),(52 107.28719),(53 106.83009),(54 107.20355),(55 107.84982),(56 107.58355),(57 107.58898),(58 108.36263),(59 107.78562),(60 108.43213),(61 109.40179),(62 109.269264),(63 109.05764),(64 109.05216),(65 109.62074),(66 109.80421),(67 110.49768),(68 110.61726),(69 110.685104),(70 111.20298),(71 111.191414),(72 111.81846),(73 112.13446),(74 112.03608),(75 111.85602),(76 111.35337),(77 110.84323),(78 111.87079),(79 111.79341),
(1 53.876938),(2 64.42406),(3 71.88028),(4 76.47979),(5 80.32795),(6 83.585686),(7 85.604225),(8 86.45878),(9 88.545906),(10 89.71812),(11 90.770485),(12 91.71339),(13 91.91002),(14 94.12285),(15 93.897545),(16 94.818016),(17 95.83443),(18 96.63329),(19 97.261086),(20 97.70627),(21 97.13476),(22 98.638535),(23 99.11957),(24 99.46231),(25 100.18417),(26 101.42072),(27 101.15932),(28 101.456894),(29 102.61356),(30 101.724335),(31 101.34283),(32 101.97375),(33 100.77768),(34 102.00977),(35 101.97988),(36 102.481),(37 102.34921),(38 103.076935),(39 103.07545),(40 102.916214),(41 103.10349),(42 102.94337),(43 102.72363),(44 102.721016),(45 103.71436),(46 103.602455),(47 103.55924),(48 103.47704),(49 104.079605),(50 103.89439),(51 103.685486),(52 103.76545),(53 104.8485),(54 105.54148),(55 105.64173),(56 105.553856),(57 105.67039),(58 106.79529),(59 106.20938),(60 107.12101),(61 107.05957),(62 107.66742),(63 108.034294),(64 108.34913),(65 109.12631),(66 109.28183),(67 109.79545),(68 109.8437),(69 109.707054),(70 108.37283),(71 108.29734),(72 109.12331),(73 109.12619),(74 108.5734),(75 108.8937),(76 109.00285),(77 108.204315),(78 109.04576),(79 109.18343),
(1 53.231327),(2 63.86955),(3 71.09477),(4 75.985695),(5 79.97101),(6 82.230774),(7 84.51891),(8 85.83321),(9 87.550026),(10 88.6068),(11 89.93272),(12 91.370766),(13 92.46927),(14 94.36418),(15 94.84514),(16 96.22852),(17 97.98097),(18 99.93698),(19 101.11803),(20 101.800224),(21 102.93382),(22 103.40571),(23 103.59238),(24 103.537796),(25 103.56561),(26 104.26521),(27 103.89076),(28 104.39928),(29 103.79505),(30 104.07971),(31 105.08934),(32 105.21501),(33 104.87184),(34 105.9161),(35 105.91623),(36 105.78831),(37 106.77136),(38 106.20987),(39 105.787636),(40 105.34604),(41 104.99699),(42 105.44765),(43 105.33239),(44 105.75791),(45 105.428444),(46 105.57256),(47 104.89688),(48 105.4151),(49 105.09903),(50 105.73417),(51 105.32401),(52 105.683304),(53 105.918526),(54 106.41239),(55 106.1547),(56 105.78971),(57 106.15604),(58 106.92079),(59 106.97118),(60 107.16022),(61 106.838036),(62 108.43148),(63 107.896576),(64 108.46402),(65 108.52526),(66 108.79409),(67 109.22512),(68 109.60127),(69 109.318504),(70 109.93645),(71 110.26876),(72 110.70568),(73 110.25795),(74 111.03474),(75 110.65542),(76 111.61564),(77 110.977264),(78 110.49695),(79 110.00542),
(1 52.15971),(2 62.594246),(3 70.00703),(4 74.83696),(5 78.13634),(6 81.148926),(7 83.60697),(8 84.5978),(9 86.39859),(10 87.597885),(11 88.90782),(12 90.33531),(13 91.49204),(14 92.91149),(15 92.81595),(16 93.69375),(17 94.7873),(18 95.307884),(19 96.3276),(20 96.84732),(21 97.20759),(22 97.5922),(23 98.43788),(24 98.32919),(25 99.83759),(26 100.778),(27 99.62671),(28 101.05683),(29 101.5013),(30 101.80665),(31 102.99051),(32 102.75431),(33 103.31404),(34 102.94456),(35 103.395256),(36 103.530396),(37 104.26822),(38 104.10906),(39 102.97231),(40 102.36184),(41 102.20494),(42 102.01826),(43 102.1605),(44 102.7566),(45 102.626),(46 102.349686),(47 102.147),(48 102.14349),(49 102.18829),(50 101.87821),(51 101.71852),(52 101.98223),(53 102.657005),(54 102.26905),(55 101.97353),(56 102.41897),(57 102.703156),(58 102.59687),(59 103.151474),(60 104.116),(61 104.363884),(62 105.84543),(63 104.85853),(64 106.18739),(65 107.2458),(66 107.23024),(67 107.22858),(68 107.08129),(69 108.11865),(70 107.673676),(71 107.93424),(72 108.3273),(73 108.38074),(74 109.32898),(75 109.18451),(76 107.8808),(77 108.35357),(78 108.05402),(79 107.94397),
(1 53.558697),(2 63.573868),(3 70.40188),(4 75.25961),(5 79.27615),(6 82.18878),(7 84.297264),(8 85.756165),(9 87.847206),(10 89.30233),(11 90.26051),(12 91.16172),(13 92.34221),(14 93.520706),(15 93.63077),(16 94.651726),(17 94.7729),(18 96.77685),(19 97.69608),(20 98.71947),(21 98.864525),(22 99.907486),(23 100.91358),(24 100.55542),(25 101.69407),(26 101.82611),(27 101.126175),(28 102.93969),(29 103.03877),(30 103.02066),(31 102.89803),(32 103.0363),(33 103.031654),(34 103.79126),(35 103.691635),(36 103.65208),(37 104.79509),(38 104.632774),(39 104.0788),(40 103.83729),(41 104.53677),(42 105.86174),(43 105.49631),(44 105.565254),(45 105.32916),(46 105.61252),(47 105.33132),(48 106.15385),(49 105.05377),(50 105.18915),(51 104.586296),(52 104.883575),(53 105.080795),(54 104.61934),(55 104.30039),(56 104.837654),(57 104.71543),(58 104.78021),(59 104.85396),(60 105.14021),(61 105.95405),(62 107.18342),(63 106.56699),(64 106.92078),(65 108.021996),(66 107.95301),(67 108.50909),(68 107.49559),(69 107.38746),(70 108.314445),(71 108.435196),(72 109.60435),(73 110.059296),(74 110.8594),(75 110.597115),(76 111.28131),(77 110.588104),(78 110.83091),(79 110.294914),
