1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12588.695),(2 18203.83),(3 19688.191),(4 23498.55),(5 24202.807),(6 23867.371),(7 24698.818),(8 24956.742),(9 24564.664),(10 25788.229),(11 26010.201),(12 25931.232),(13 26550.395),(14 27230.785),(15 27630.914),(16 28205.174),(17 28383.7),(18 28989.791),(19 28327.422),(20 28483.648),(21 28933.58),(22 29121.605),(23 29337.428),(24 29437.395),(25 29992.494),(26 29950.326),(27 29926.545),(28 30109.012),(29 30591.025),(30 30098.293),(31 30036.447),(32 29705.33),(33 29925.4),(34 28955.08),(35 28875.69),(36 28585.748),(37 28789.908),(38 28731.41),(39 28922.963),(40 29071.76),(41 28952.94),(42 28993.684),(43 29081.586),(44 29760.527),(45 30145.084),(46 30390.32),(47 30990.04),(48 31809.889),(49 31632.566),(50 31556.799),(51 31879.182),(52 32170.357),(53 32302.168),(54 32486.62),(55 33128.805),(56 33482.16),(57 33748.363),(58 33794.94),(59 34186.73),(60 34556.88),(61 35126.563),(62 35481.12),(63 35689.22),(64 36597.25),(65 36955.906),(66 37603.21),(67 38507.188),(68 38881.344),(69 40186.69),(70 41338.88),(71 42600.203),(72 43248.25),(73 43919.906),(74 44845.22),(75 45606.906),(76 46443.793),(77 47084.754),(78 48078.78),(79 49274.24),
(1 12413.288),(2 17555.695),(3 19253.58),(4 22871.059),(5 22823.006),(6 23110.29),(7 23718.738),(8 24015.617),(9 24802.957),(10 25057.969),(11 24365.717),(12 24619.387),(13 25884.688),(14 25575.805),(15 25366.021),(16 26027.135),(17 26356.076),(18 26739.555),(19 26257.752),(20 26306.248),(21 26645.424),(22 26830),(23 27075.133),(24 26788.518),(25 26900.846),(26 26869.86),(27 27045.736),(28 27521.098),(29 28276.11),(30 28329.01),(31 28521.104),(32 28650.537),(33 28157.842),(34 27901.096),(35 28008.307),(36 27861.326),(37 27454.053),(38 27337.701),(39 27771.4),(40 28031.203),(41 27851.402),(42 28149.246),(43 28426.36),(44 28513.82),(45 28772.82),(46 29154.375),(47 29847.291),(48 30795.412),(49 31044.756),(50 31071.666),(51 31429.256),(52 30956.814),(53 30690.217),(54 31014.201),(55 31710.26),(56 32123.842),(57 32154.098),(58 32947.547),(59 32972.324),(60 33200.766),(61 33171.78),(62 33606.176),(63 34425.523),(64 34959.094),(65 35503.37),(66 36174.777),(67 36674.816),(68 37900.71),(69 39304.363),(70 39770.344),(71 40416.9),(72 41503.477),(73 42433.434),(74 43676.766),(75 44874.402),(76 45608.75),(77 46696.055),(78 47481.97),(79 48366.477),
(1 12565.634),(2 17559.502),(3 18795.334),(4 21770.58),(5 22050.256),(6 22744.287),(7 23261.861),(8 23506.008),(9 24967.273),(10 24948.46),(11 23830.94),(12 24758.848),(13 25828.803),(14 25938.705),(15 25819.404),(16 26426.31),(17 27026.71),(18 27154.283),(19 26681.104),(20 27081.988),(21 27373.7),(22 27753.82),(23 27538.27),(24 27680.275),(25 28299.52),(26 27976.795),(27 27581.754),(28 28055.691),(29 27941.316),(30 28406.72),(31 28714.443),(32 28226.143),(33 27704.945),(34 28058.404),(35 27734.28),(36 27308.535),(37 27158.807),(38 26809.44),(39 27285.61),(40 27619.03),(41 27346.334),(42 27440.227),(43 27269.81),(44 27543.088),(45 28039.248),(46 28228.76),(47 28272.13),(48 29302.912),(49 29364.338),(50 29868.479),(51 30211.756),(52 30104.852),(53 30061.162),(54 29982.83),(55 30025.787),(56 30328.512),(57 30910.71),(58 31844.703),(59 32033.32),(60 32265.328),(61 32971.76),(62 33458.95),(63 34393.58),(64 34417.965),(65 34808.605),(66 35794.97),(67 36391.883),(68 37937.73),(69 39215.684),(70 40038.51),(71 41080.273),(72 42099.066),(73 42831.184),(74 44157.023),(75 45399.56),(76 46569.15),(77 47607.695),(78 48719.95),(79 50203.504),
(1 11442.581),(2 16039.811),(3 17768.17),(4 20638.873),(5 20489.006),(6 21432.86),(7 21597.174),(8 21748.24),(9 23261.918),(10 23470.72),(11 22835.715),(12 23619.236),(13 24233.854),(14 23700.81),(15 24125.48),(16 24901.588),(17 25464.723),(18 25350.383),(19 25401.34),(20 25662.176),(21 25691.229),(22 25562.736),(23 25698.338),(24 26228.44),(25 26311.11),(26 26342.738),(27 26483.191),(28 26525.297),(29 26686.545),(30 27478.264),(31 27390.135),(32 27161.252),(33 26510.674),(34 26334.635),(35 26207.459),(36 26186.863),(37 26413.17),(38 26252.338),(39 26384.73),(40 26196.324),(41 25699.256),(42 25921.383),(43 26271.096),(44 26120.174),(45 26817.932),(46 26910.17),(47 27356.785),(48 27684.104),(49 27789.662),(50 27942.445),(51 27573.58),(52 27325.396),(53 27413.332),(54 27672.404),(55 28456.195),(56 28337.203),(57 28689.203),(58 29612.465),(59 29596.893),(60 29720.71),(61 30067.932),(62 31053.176),(63 30960.127),(64 31399.576),(65 31831.934),(66 32983.996),(67 33761.83),(68 34861.16),(69 36038.813),(70 36721.598),(71 37310.45),(72 38620.023),(73 39385.504),(74 39940.33),(75 40918.277),(76 41535.906),(77 42455.605),(78 44636.348),(79 45525.99),
(1 11911.934),(2 16352.151),(3 17754.906),(4 20318.756),(5 20523.92),(6 21130.178),(7 21559.238),(8 21755.787),(9 22437.604),(10 22971.322),(11 22850.184),(12 22987.988),(13 23938.953),(14 24094.572),(15 24058.572),(16 24999.414),(17 25437.809),(18 25430.041),(19 25567.77),(20 25734.936),(21 25960.047),(22 26051.092),(23 26129.514),(24 26227.893),(25 26606.682),(26 25812.443),(27 25414.717),(28 26083.283),(29 26772.838),(30 27308.605),(31 26605.662),(32 26542.217),(33 26375.105),(34 26177.582),(35 25659.537),(36 25725.195),(37 25435.611),(38 25389.621),(39 25663.639),(40 25644.473),(41 25518.686),(42 25395.97),(43 26116.135),(44 25986.27),(45 25829.73),(46 26233.762),(47 26576.379),(48 26899.016),(49 27554.674),(50 27808.297),(51 27383.873),(52 27643.967),(53 27562.41),(54 27801.627),(55 28706.033),(56 29175.027),(57 29116.287),(58 30084.52),(59 30634.252),(60 30787.512),(61 31191.57),(62 32524.791),(63 33194.4),(64 33804.65),(65 34316.3),(66 35755.066),(67 37310.82),(68 38662.58),(69 40021.46),(70 41268.957),(71 42385.17),(72 43181.133),(73 44387.918),(74 45382.887),(75 46297.934),(76 47530.42),(77 49054.773),(78 50354.184),(79 51715.336),
(1 10608.949),(2 15128.9375),(3 16905.56),(4 19204.004),(5 19490.803),(6 19561.46),(7 20245.795),(8 20603.037),(9 21357.875),(10 22142.082),(11 22215.438),(12 22496.463),(13 22659.336),(14 23123.752),(15 24195.586),(16 24560.775),(17 24741.7),(18 25113.541),(19 25765.19),(20 25497.557),(21 25663.217),(22 25821.924),(23 25557.2),(24 25979.918),(25 25822.908),(26 25970.807),(27 25885.836),(28 25904.93),(29 26292.125),(30 26844.021),(31 26720.748),(32 26365.943),(33 26402.768),(34 26242.94),(35 25670.006),(36 25898.932),(37 25446.63),(38 25363.754),(39 26267.375),(40 25978.686),(41 26019.809),(42 25837.822),(43 26104.025),(44 26391.828),(45 26599.023),(46 26821.66),(47 26384.598),(48 26752.385),(49 26928.041),(50 27229.332),(51 27333.248),(52 27332.879),(53 28097.092),(54 28693.002),(55 28678.133),(56 28747.746),(57 29213.338),(58 29349.414),(59 29511.592),(60 29334.156),(61 30061.063),(62 31374.074),(63 31599.006),(64 31564.416),(65 32430.93),(66 33593.355),(67 34914.723),(68 36886.89),(69 37765.043),(70 38525.676),(71 39351.92),(72 40141.48),(73 40807.457),(74 42073.113),(75 42719.133),(76 43430.473),(77 44401.63),(78 44911.08),(79 46028.844),
(1 11516.816),(2 15667.281),(3 17078.396),(4 19674.83),(5 19670.443),(6 19994.172),(7 20439.783),(8 20678.572),(9 21086.902),(10 21824.193),(11 21468.732),(12 21370.598),(13 21878.13),(14 21798.508),(15 22886.975),(16 23804.916),(17 23628.51),(18 23640.85),(19 24614.055),(20 24151.734),(21 24033.984),(22 24388.57),(23 24615.564),(24 24726.826),(25 24771.836),(26 24257.768),(27 24372.729),(28 24331.883),(29 24755.611),(30 24884.318),(31 24690.268),(32 24646.346),(33 25142.055),(34 25070.49),(35 24881.162),(36 25201.5),(37 24936.447),(38 25044.102),(39 24880.75),(40 24865.006),(41 25175.342),(42 25016.281),(43 25310.037),(44 25756.734),(45 25669.588),(46 25917.795),(47 25702.283),(48 26414.564),(49 26476.896),(50 26926.635),(51 26888.576),(52 27189.002),(53 27876.893),(54 28183.07),(55 28477.922),(56 28600.787),(57 28648.057),(58 29206.635),(59 29430.791),(60 29532.732),(61 29454.084),(62 30342.963),(63 31180.436),(64 31764.133),(65 32074.275),(66 33128.97),(67 33729.883),(68 35013.45),(69 35988.082),(70 36220.426),(71 37279.758),(72 38646.3),(73 39547.773),(74 40193.996),(75 40690.816),(76 41666.55),(77 43083.152),(78 44833.926),(79 45548.703),
(1 10896.21),(2 14859.249),(3 16361.831),(4 18265.125),(5 18257.469),(6 18944.736),(7 19578.1),(8 19991.1),(9 20789.832),(10 21130.021),(11 20634.605),(12 20799.389),(13 20978.55),(14 21227.986),(15 21526.86),(16 22494.11),(17 22745.396),(18 22777.904),(19 23702.227),(20 23039.225),(21 22920.373),(22 23676.96),(23 23940.281),(24 24018.592),(25 23793.582),(26 23490.809),(27 23547.5),(28 23889.44),(29 24796.285),(30 25070.658),(31 25142.482),(32 24614.027),(33 24655.355),(34 24327.918),(35 24785.984),(36 24755.498),(37 24959.709),(38 25229.625),(39 25080.555),(40 24673.365),(41 25121.58),(42 25286.783),(43 25698.992),(44 26013.482),(45 26008.887),(46 25720.352),(47 25794.064),(48 26234.814),(49 26535.281),(50 26733.672),(51 27123.432),(52 27626.328),(53 27951.963),(54 28262.695),(55 28844.148),(56 29371.588),(57 29539.248),(58 29701.002),(59 29977.89),(60 30649.783),(61 31263.844),(62 31806.732),(63 32553.217),(64 33355.06),(65 33973.984),(66 35047.1),(67 36357.43),(68 37179.617),(69 38129.207),(70 39657.285),(71 41247.504),(72 42504.88),(73 43794.8),(74 44832.64),(75 45843.97),(76 47096.242),(77 49106.996),(78 50708.34),(79 51670.348),
(1 11393.931),(2 14589.698),(3 16271.575),(4 18491.516),(5 17811.47),(6 18612.754),(7 18981.002),(8 20125.451),(9 20513.014),(10 20744.053),(11 20312.066),(12 20600.639),(13 20904.592),(14 20739.621),(15 21874.258),(16 22607.295),(17 22166.227),(18 22195.668),(19 22685.592),(20 22710.059),(21 23119.963),(22 23570.855),(23 23078.834),(24 22665.527),(25 22423.34),(26 22827.951),(27 22710.629),(28 22972.385),(29 23500.836),(30 23570.654),(31 22965.527),(32 23263.281),(33 22650.4),(34 22669.85),(35 22826.133),(36 22821.375),(37 22741.95),(38 22602.01),(39 22323.295),(40 22441.21),(41 22545.922),(42 23066.969),(43 23588.154),(44 23563.71),(45 23855.906),(46 23377.295),(47 23614.986),(48 23843.361),(49 24309.98),(50 25162.4),(51 25351.791),(52 25975.76),(53 25805.947),(54 26440.254),(55 26609.797),(56 27087.45),(57 27505.451),(58 27801.412),(59 28338.053),(60 28448.572),(61 28454.95),(62 28608.984),(63 28948.777),(64 29867.19),(65 30101.973),(66 30602.832),(67 31520.596),(68 32061.086),(69 32640.719),(70 34169.684),(71 35054.684),(72 35634.61),(73 36765.695),(74 38123.813),(75 39186.64),(76 40563.117),(77 41632.355),(78 42175.17),(79 42977.48),
(1 10960.521),(2 14287.446),(3 16195.922),(4 17877.299),(5 17788.51),(6 18270.432),(7 19537.709),(8 19846.73),(9 20563.906),(10 20366.373),(11 20239.395),(12 21196.207),(13 21350.078),(14 21544.906),(15 22627.824),(16 22926.102),(17 22863.951),(18 22745.37),(19 23134.957),(20 22810.336),(21 23227.549),(22 23498.768),(23 23551.518),(24 23054.475),(25 22501.203),(26 22751.559),(27 23087.416),(28 23023.682),(29 23091.71),(30 23788.152),(31 23484.178),(32 23369.797),(33 23344.531),(34 23713.35),(35 23784.059),(36 23629.951),(37 24148.85),(38 24115),(39 23979.34),(40 24037.334),(41 24256.645),(42 24668.664),(43 25046.543),(44 24830.236),(45 24782.293),(46 24362.35),(47 24572.002),(48 24955.947),(49 25313.666),(50 25740.367),(51 25655.361),(52 25782.84),(53 26072.207),(54 26603.248),(55 26742.574),(56 26891.998),(57 27312.865),(58 27457.176),(59 28394.049),(60 28474.557),(61 28623.99),(62 29017.248),(63 29398.65),(64 30020.252),(65 31157.139),(66 31619.326),(67 32690.639),(68 33759.523),(69 34451.715),(70 35630.715),(71 36800.32),(72 37836.68),(73 39196.535),(74 40351.02),(75 41118.824),(76 42593.21),(77 43677.934),(78 43774.3),(79 44792.887),
(1 10676.705),(2 13468.193),(3 15122.041),(4 17110.527),(5 16669.549),(6 17177.34),(7 18063.69),(8 18327.736),(9 19346.902),(10 19221.02),(11 19139.81),(12 19854.518),(13 20201),(14 20195.676),(15 21143.605),(16 21382.473),(17 21386.676),(18 21668.936),(19 21492.104),(20 21392.203),(21 22107.686),(22 22652.996),(23 22627.67),(24 22240.518),(25 21617.174),(26 22325.258),(27 22435.46),(28 22702.85),(29 22857.563),(30 22628.488),(31 22496.027),(32 22371.97),(33 22298.828),(34 22605.463),(35 22389.629),(36 22429.275),(37 22692.428),(38 22623.125),(39 22526.783),(40 22717.89),(41 23322.186),(42 23828.031),(43 23850.773),(44 23763.088),(45 23507.887),(46 23423.578),(47 23305.725),(48 23467.908),(49 23740.156),(50 23685.826),(51 23884.654),(52 24037.766),(53 24689.07),(54 24838.752),(55 25321.686),(56 25478.09),(57 25633.973),(58 25747.502),(59 26265.053),(60 26478.096),(61 26793.275),(62 27188.875),(63 27632.977),(64 28293.018),(65 28990.508),(66 30138.28),(67 30495.672),(68 31186.654),(69 32029.35),(70 32935.04),(71 34139.625),(72 34998.023),(73 36278.23),(74 37616.156),(75 37991.465),(76 38764.07),(77 40113.58),(78 41095.633),(79 41551.926),
(1 10285.404),(2 13194.618),(3 14949.341),(4 16924.836),(5 16609.756),(6 16957.2),(7 18022.7),(8 18876.59),(9 19613.39),(10 19610.357),(11 19608.658),(12 19960.219),(13 19737.645),(14 20764.416),(15 21092.29),(16 21060.346),(17 20819.453),(18 21666.596),(19 21555.623),(20 21654.125),(21 22502.654),(22 22259.723),(23 21514.678),(24 21408.178),(25 20888.59),(26 21297.375),(27 21641.436),(28 21982.19),(29 22034.14),(30 21752.656),(31 21722.021),(32 21537.215),(33 21571.254),(34 21903.863),(35 21599.082),(36 21742.104),(37 21735.895),(38 22099.418),(39 22177.229),(40 21947.486),(41 22323.908),(42 22471.588),(43 23184.19),(44 22749.59),(45 22522.328),(46 22444.354),(47 22352.523),(48 22334.24),(49 22372.895),(50 22746.533),(51 22916.51),(52 23289.338),(53 23617.215),(54 24185.965),(55 24389.918),(56 24259.781),(57 24420.068),(58 25080.748),(59 25352.771),(60 25413.041),(61 25868.063),(62 26724.686),(63 26769.67),(64 27261.393),(65 28414.309),(66 29093.549),(67 29620.043),(68 30190.934),(69 30958.584),(70 31658.932),(71 32568.943),(72 33384.68),(73 34246.617),(74 35378.875),(75 36525.66),(76 37066.117),(77 38121.48),(78 39491.773),(79 40319.945),
(1 10287.6045),(2 12823.124),(3 14817.343),(4 16707.365),(5 16648.188),(6 16876.71),(7 17934.365),(8 17942.07),(9 18843.686),(10 18801.068),(11 18331.244),(12 18952.91),(13 19299.646),(14 19860.082),(15 20654.234),(16 20468.857),(17 20354.883),(18 21091.088),(19 21006.621),(20 20905.783),(21 21318.508),(22 20894.068),(23 21067.975),(24 20569.506),(25 20526.65),(26 20717.951),(27 21096.36),(28 21121.785),(29 21444.31),(30 21097.031),(31 21464.049),(32 20755.125),(33 20844.21),(34 20848.055),(35 20743.861),(36 20855.566),(37 20702.488),(38 20921.375),(39 20810.928),(40 20954.607),(41 21202.34),(42 21770.621),(43 22105.686),(44 22257.95),(45 22070.531),(46 22398.227),(47 22094.195),(48 22162.932),(49 22286.445),(50 22673.896),(51 22899.139),(52 22934.518),(53 23438.857),(54 24061.025),(55 24298.576),(56 24210.46),(57 24832.566),(58 25193.426),(59 25570.025),(60 25617.82),(61 26092.197),(62 27088.871),(63 27538.799),(64 28143.365),(65 29171.732),(66 30054.04),(67 30625.945),(68 31537.492),(69 32695.502),(70 33932.758),(71 34724.39),(72 35511.32),(73 36425.816),(74 37357.15),(75 38654.816),(76 39500.605),(77 40206.86),(78 40817.38),(79 41543.977),
(1 10034.979),(2 12477.425),(3 14550.451),(4 16162.803),(5 16129.529),(6 16506.313),(7 17273.97),(8 17407.54),(9 18185.096),(10 17935.281),(11 17729.744),(12 18232.94),(13 18320.434),(14 18968.193),(15 19748.332),(16 19702.008),(17 19491.195),(18 20165.135),(19 20062.63),(20 19994.227),(21 20736.61),(22 20384.203),(23 20550.623),(24 20263.22),(25 20024.463),(26 20505.611),(27 20675.482),(28 20484.475),(29 20921.56),(30 20500.06),(31 20805.121),(32 20408.531),(33 20396.842),(34 20210.71),(35 20323.143),(36 20747.328),(37 20710.938),(38 20790.469),(39 20569.066),(40 20700.348),(41 20979.672),(42 21233.066),(43 21268.047),(44 21522.52),(45 21576.72),(46 21262.158),(47 20975.535),(48 20868.275),(49 21157.488),(50 21259.229),(51 21546.363),(52 21827.363),(53 22299.813),(54 22767.4),(55 22794.41),(56 22868.992),(57 22801.342),(58 23142.49),(59 23079.342),(60 22998.01),(61 23847.445),(62 24549.426),(63 25171.535),(64 25888.842),(65 26274.258),(66 26930.621),(67 27639.795),(68 28391.748),(69 29339.37),(70 30326.457),(71 31131.795),(72 31873.18),(73 32852.92),(74 33704.39),(75 34846.043),(76 35987.617),(77 36810.74),(78 37368.07),(79 38130.676),
(1 9919.829),(2 12117.709),(3 14241.598),(4 15790.757),(5 15262.133),(6 15943.632),(7 16932.82),(8 17339.22),(9 17959.73),(10 17451.635),(11 17640.13),(12 18068.31),(13 17986.63),(14 18685.436),(15 18832.639),(16 18716.31),(17 18975.92),(18 19168.342),(19 19371.625),(20 19465.148),(21 20094.379),(22 20050.451),(23 20068.195),(24 19533.908),(25 19988.553),(26 20227.135),(27 20387.684),(28 20179.947),(29 20175.725),(30 19593.479),(31 20165.111),(32 19889.646),(33 19850.168),(34 19660.658),(35 19580.373),(36 19799.395),(37 19812.188),(38 20101.986),(39 20037.684),(40 19910.783),(41 20180.729),(42 20336.521),(43 20467.316),(44 20697.824),(45 21163.457),(46 21018.498),(47 21046.246),(48 21097.855),(49 20848.137),(50 21048.55),(51 21077.6),(52 21536.307),(53 21953.543),(54 22565.385),(55 22711.59),(56 22882.928),(57 23021.451),(58 23382.586),(59 23562.791),(60 23924.496),(61 24489.498),(62 25259.803),(63 25884.496),(64 26381.004),(65 26731.7),(66 27224.629),(67 28119.434),(68 29237.543),(69 30225.777),(70 30981.15),(71 31430.13),(72 32147.914),(73 33059.426),(74 33858.508),(75 34501.465),(76 35672.848),(77 36396.6),(78 37113.918),(79 37392.66),
(1 9589.504),(2 11525.292),(3 13754.5),(4 14906.302),(5 14587.338),(6 15301.305),(7 16060.344),(8 16267.399),(9 17174.033),(10 16699.262),(11 17308.646),(12 17397.354),(13 17367.71),(14 18362.686),(15 18474.938),(16 18532.254),(17 18685.543),(18 18800.992),(19 18712.521),(20 18801.54),(21 19517.395),(22 19152.447),(23 19005.877),(24 18747.205),(25 18847.473),(26 19169.344),(27 19140.438),(28 19230.063),(29 18843.287),(30 19048.06),(31 19150.184),(32 19346.363),(33 18889.945),(34 19000.04),(35 19107.488),(36 19096.553),(37 18874.48),(38 18649.734),(39 18550.787),(40 18480.102),(41 18611.053),(42 19016.074),(43 19109.457),(44 19313.47),(45 19247.854),(46 19117.512),(47 19139.107),(48 19191.986),(49 19398.324),(50 19463.63),(51 19769.146),(52 20093.973),(53 20652.795),(54 20913.268),(55 21627.879),(56 21406.248),(57 21670.83),(58 22101.137),(59 22411.594),(60 22852.266),(61 23396.896),(62 23731.85),(63 24425.059),(64 24958.223),(65 25214.164),(66 25489.959),(67 26435.074),(68 27163.46),(69 27869.156),(70 28441.596),(71 29318.928),(72 30056.156),(73 30913.436),(74 31598.477),(75 32465.371),(76 33262.76),(77 34069.566),(78 34799.984),(79 35579.586),
(1 9170.721),(2 11293.815),(3 13377.172),(4 14242.144),(5 14282.811),(6 14475.464),(7 15247.799),(8 15534.239),(9 16335.414),(10 15691.648),(11 16234.842),(12 16343.531),(13 16865.291),(14 17189.871),(15 17293.85),(16 17056.412),(17 17253.23),(18 17441.1),(19 17279.783),(20 17995.668),(21 17916.41),(22 17804.992),(23 17716.363),(24 17714.598),(25 17683.738),(26 17663.174),(27 17766.986),(28 18224.791),(29 18329.994),(30 18313.387),(31 17949.068),(32 17949.145),(33 17743.93),(34 17752.488),(35 17897.852),(36 17939.475),(37 17773.639),(38 17592.611),(39 17854.348),(40 18094.66),(41 18161.38),(42 18361.666),(43 18571.773),(44 18817.227),(45 18900),(46 18732.797),(47 18708.744),(48 18723.92),(49 19017.21),(50 19428.758),(51 19402.293),(52 19674.24),(53 19772.238),(54 19983.729),(55 20105.098),(56 20572.727),(57 20709.137),(58 21124.037),(59 21002.873),(60 21378.646),(61 21949.838),(62 22448.623),(63 22956.2),(64 23347.604),(65 23665.344),(66 24112.143),(67 24769.514),(68 25241.918),(69 25954.523),(70 26870.201),(71 27628.28),(72 28328.49),(73 28914.648),(74 29844.467),(75 30509.803),(76 30981.822),(77 31467.49),(78 31927.83),(79 32443.613),
(1 8885.476),(2 10981.601),(3 13126.366),(4 13849.933),(5 14036.139),(6 14367.59),(7 15174.029),(8 15352.234),(9 16212.6045),(10 15669.066),(11 16081.529),(12 16341.518),(13 16526.766),(14 17453.154),(15 17837.152),(16 17834.53),(17 17770.648),(18 17968.307),(19 17774.285),(20 18156.035),(21 18205.777),(22 17757.95),(23 17667.67),(24 17823.752),(25 18026.215),(26 17807.264),(27 17679.135),(28 18331.348),(29 17941.436),(30 18020.2),(31 17844.154),(32 17990.047),(33 17793.21),(34 17984.635),(35 17904.79),(36 17976.76),(37 17944.484),(38 17482.72),(39 17723.115),(40 17486.37),(41 17743.814),(42 17658.25),(43 17880.398),(44 18256.38),(45 18373.934),(46 18239.012),(47 18286.727),(48 18549.17),(49 18635.402),(50 18897.412),(51 18688.604),(52 19239.318),(53 19516.059),(54 19890.21),(55 20014.008),(56 20151.963),(57 20585.71),(58 20710.385),(59 21262.166),(60 21268.344),(61 21691.537),(62 22438.523),(63 22590.521),(64 22876.64),(65 22942.809),(66 23446.889),(67 24299.453),(68 24642.39),(69 25117.611),(70 26329.318),(71 27089.348),(72 27438.29),(73 27760.32),(74 28798.834),(75 29690.977),(76 29996),(77 30666.07),(78 31126.53),(79 31756.207),
