1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58.0234),(2 70.20514),(3 79.75154),(4 83.53274),(5 87.02485),(6 90.43797),(7 92.84876),(8 95.44709),(9 96.694756),(10 98.177315),(11 100.56004),(12 100.22952),(13 101.70841),(14 102.636406),(15 103.7457),(16 105.43137),(17 106.23404),(18 105.49152),(19 107.12971),(20 106.43879),(21 107.37274),(22 107.49201),(23 107.94769),(24 106.40726),(25 106.76289),(26 106.18187),(27 105.50521),(28 104.90609),(29 105.858055),(30 105.88689),(31 104.65389),(32 105.629875),(33 105.64848),(34 106.28352),(35 105.90955),(36 106.252975),(37 105.41194),(38 105.13713),(39 106.18267),(40 106.171616),(41 107.37407),(42 107.42779),(43 109.28432),(44 109.17008),(45 108.726746),(46 108.82436),(47 110.72447),(48 111.34238),(49 112.455475),(50 112.54164),(51 113.11635),(52 112.29291),(53 113.12371),(54 115.18146),(55 115.58445),(56 117.35604),(57 118.59696),(58 119.79751),(59 120.82917),(60 121.071175),(61 122.22948),(62 123.53384),(63 125.59187),(64 125.21723),(65 126.21786),(66 126.51699),(67 128.17548),(68 132.02377),(69 132.76141),(70 133.89311),(71 136.4091),(72 137.7277),(73 140.5729),(74 141.49683),(75 143.0502),(76 144.27296),(77 146.1911),(78 147.2325),(79 149.44295),
(1 58.245983),(2 69.67651),(3 78.96279),(4 83.27713),(5 85.837875),(6 89.3257),(7 91.86973),(8 94.91674),(9 97.729744),(10 97.987305),(11 100.216255),(12 100.05178),(13 100.83611),(14 101.979126),(15 101.844765),(16 102.63196),(17 104.715195),(18 104.70833),(19 104.539375),(20 105.42055),(21 105.99039),(22 105.95031),(23 106.43794),(24 105.55039),(25 106.38473),(26 105.44066),(27 105.33166),(28 104.91982),(29 103.99869),(30 103.66942),(31 104.28391),(32 104.6287),(33 104.88311),(34 104.935844),(35 105.46761),(36 105.3058),(37 105.00279),(38 106.075165),(39 106.65716),(40 107.02756),(41 107.89459),(42 106.62364),(43 107.6091),(44 108.24779),(45 108.912094),(46 108.818115),(47 110.229996),(48 110.98443),(49 110.604645),(50 111.872604),(51 111.889496),(52 112.61459),(53 112.8809),(54 113.41887),(55 116.10201),(56 115.2),(57 118.01439),(58 118.33227),(59 120.05631),(60 120.13013),(61 122.07002),(62 123.02942),(63 124.715034),(64 125.824554),(65 126.55232),(66 128.87614),(67 129.71051),(68 131.50967),(69 134.05763),(70 136.65529),(71 138.61781),(72 141.10983),(73 141.9414),(74 144.13486),(75 145.8027),(76 148.17705),(77 149.23752),(78 150.63574),(79 152.86429),
(1 57.746147),(2 69.28138),(3 76.94385),(4 82.042625),(5 86.46923),(6 89.14166),(7 91.936386),(8 94.727455),(9 96.69043),(10 97.6584),(11 100.167114),(12 100.846),(13 101.28505),(14 103.76857),(15 103.723976),(16 104.04488),(17 104.758705),(18 105.50724),(19 105.489136),(20 106.67119),(21 106.52614),(22 106.59257),(23 106.205086),(24 106.28175),(25 106.53649),(26 106.0629),(27 104.72675),(28 103.935585),(29 104.72567),(30 105.09997),(31 105.23953),(32 105.46767),(33 105.47891),(34 106.43602),(35 106.461426),(36 105.60683),(37 105.02877),(38 105.77295),(39 104.46525),(40 105.43773),(41 104.92416),(42 105.2121),(43 105.91275),(44 105.72695),(45 106.323715),(46 106.12532),(47 106.67443),(48 107.62737),(49 109.06856),(50 108.93958),(51 109.57431),(52 110.265755),(53 111.09919),(54 112.38986),(55 114.21994),(56 114.62215),(57 115.92462),(58 117.48764),(59 117.60954),(60 118.50342),(61 119.444885),(62 121.23056),(63 123.113235),(64 122.7471),(65 122.84425),(66 123.59031),(67 125.639984),(68 128.57384),(69 131.5234),(70 132.46397),(71 133.95457),(72 135.91788),(73 137.78223),(74 139.45204),(75 141.56943),(76 143.97955),(77 146.29079),(78 146.21428),(79 146.95485),
(1 56.818825),(2 68.13772),(3 76.5074),(4 81.76393),(5 86.25704),(6 88.9899),(7 92.59668),(8 94.90144),(9 96.16023),(10 98.46118),(11 99.64699),(12 100.49902),(13 101.21775),(14 101.45301),(15 102.50122),(16 102.97983),(17 103.61199),(18 103.26412),(19 104.151375),(20 104.71572),(21 106.06723),(22 105.591484),(23 106.4925),(24 105.59526),(25 105.34344),(26 104.8219),(27 103.79782),(28 104.298004),(29 104.425064),(30 104.30939),(31 103.84989),(32 103.88642),(33 103.97744),(34 104.72946),(35 105.41612),(36 103.87503),(37 103.23841),(38 103.80844),(39 104.08795),(40 104.93677),(41 105.529854),(42 106.09357),(43 107.44938),(44 107.72386),(45 107.90275),(46 107.49437),(47 109.90371),(48 110.48525),(49 112.55672),(50 112.96932),(51 112.18293),(52 113.14509),(53 113.72979),(54 114.57937),(55 116.037),(56 115.83697),(57 117.56181),(58 117.89538),(59 119.135796),(60 119.88695),(61 120.414246),(62 122.69526),(63 123.53643),(64 124.0511),(65 125.38439),(66 126.27745),(67 127.84316),(68 129.82275),(69 131.39458),(70 134.4182),(71 136.34998),(72 139.13737),(73 140.87494),(74 142.43613),(75 144.95746),(76 145.97816),(77 148.52573),(78 148.66835),(79 150.16234),
(1 57.152237),(2 67.536964),(3 75.960556),(4 81.06002),(5 84.3068),(6 87.59793),(7 90.08637),(8 93.28902),(9 94.658875),(10 96.057014),(11 97.85052),(12 98.89762),(13 100.04436),(14 100.46805),(15 102.202194),(16 101.94147),(17 103.29619),(18 103.059654),(19 102.86394),(20 104.41026),(21 104.9584),(22 105.49613),(23 104.9221),(24 105.01531),(25 105.802124),(26 105.32741),(27 103.8787),(28 103.22404),(29 103.28476),(30 103.26678),(31 102.57825),(32 103.47394),(33 102.502426),(34 103.10512),(35 103.379875),(36 102.85425),(37 102.61259),(38 103.760284),(39 103.85562),(40 104.08615),(41 105.632576),(42 104.5749),(43 105.263954),(44 104.64018),(45 105.14857),(46 105.260925),(47 106.05512),(48 107.39908),(49 108.55915),(50 108.02496),(51 108.72096),(52 110.18772),(53 111.62349),(54 112.2223),(55 112.40711),(56 114.1946),(57 115.21143),(58 116.77057),(59 116.43796),(60 117.67284),(61 118.413445),(62 120.693924),(63 120.46647),(64 121.08033),(65 122.11952),(66 124.48535),(67 125.40861),(68 127.85759),(69 130.46684),(70 133.68149),(71 136.0328),(72 138.67393),(73 140.89668),(74 142.4697),(75 143.75993),(76 146.68425),(77 147.80746),(78 149.53001),(79 152.21486),
(1 56.066395),(2 66.46363),(3 74.716644),(4 79.46453),(5 83.71473),(6 86.318184),(7 88.15567),(8 90.5598),(9 92.080826),(10 93.32332),(11 94.64335),(12 95.51192),(13 97.06397),(14 97.49912),(15 98.754875),(16 99.40225),(17 100.05725),(18 100.72157),(19 101.08612),(20 102.15814),(21 101.67529),(22 101.275925),(23 101.444115),(24 101.52042),(25 102.48149),(26 102.143936),(27 101.65855),(28 101.567696),(29 101.80648),(30 102.173775),(31 101.46512),(32 102.071625),(33 101.86476),(34 101.937386),(35 102.77015),(36 102.99904),(37 102.70221),(38 103.99872),(39 104.089615),(40 103.20742),(41 102.94532),(42 103.11935),(43 105.102684),(44 104.91837),(45 106.45867),(46 106.18087),(47 107.1327),(48 108.19588),(49 108.9686),(50 108.56636),(51 109.213684),(52 108.751045),(53 110.33509),(54 110.333595),(55 111.20756),(56 112.31453),(57 114.49018),(58 116.01627),(59 115.98174),(60 117.80837),(61 119.713234),(62 120.65577),(63 122.28195),(64 122.20608),(65 122.9018),(66 124.949135),(67 124.725685),(68 127.538765),(69 129.71407),(70 130.95001),(71 133.23196),(72 134.95702),(73 137.25645),(74 139.26764),(75 139.39249),(76 142.37677),(77 143.93378),(78 145.04614),(79 146.55795),
(1 55.1797),(2 66.383514),(3 73.799095),(4 79.371796),(5 83.63092),(6 86.32795),(7 88.34374),(8 91.27962),(9 93.376434),(10 95.21474),(11 96.69346),(12 97.31985),(13 97.88126),(14 98.53936),(15 99.3994),(16 99.69105),(17 101.09254),(18 100.73319),(19 101.057205),(20 101.62914),(21 102.277954),(22 101.04988),(23 102.158104),(24 100.29068),(25 101.40279),(26 101.41335),(27 101.27633),(28 100.647606),(29 100.69691),(30 100.423965),(31 101.07185),(32 101.585724),(33 100.734344),(34 100.78721),(35 101.1359),(36 100.966125),(37 101.58332),(38 102.43021),(39 103.52171),(40 103.07078),(41 103.22706),(42 102.45216),(43 104.0274),(44 103.68099),(45 104.434135),(46 104.409),(47 105.704506),(48 106.17363),(49 106.979454),(50 106.93976),(51 107.20421),(52 108.237785),(53 109.36957),(54 109.41792),(55 110.02056),(56 110.833626),(57 113.18393),(58 114.15368),(59 114.49033),(60 115.000916),(61 116.01441),(62 116.88208),(63 118.86344),(64 120.409676),(65 121.29501),(66 123.95113),(67 124.33888),(68 126.122986),(69 128.19226),(70 129.58835),(71 130.68085),(72 133.08058),(73 135.07224),(74 135.93394),(75 138.54875),(76 139.70433),(77 140.67656),(78 141.92796),(79 143.53424),
(1 55.55594),(2 66.55973),(3 74.72071),(4 78.87988),(5 83.806694),(6 86.19606),(7 87.414444),(8 89.744774),(9 91.416985),(10 92.5984),(11 93.45462),(12 94.22252),(13 94.04138),(14 95.42971),(15 96.81569),(16 96.671875),(17 97.10448),(18 98.18164),(19 98.49646),(20 99.11463),(21 98.96328),(22 98.95229),(23 99.65844),(24 98.991646),(25 99.86258),(26 100.16501),(27 100.26392),(28 98.78321),(29 99.06006),(30 98.2618),(31 99.27152),(32 99.18046),(33 99.50376),(34 100.72862),(35 99.77756),(36 99.51892),(37 100.22663),(38 101.83607),(39 100.99257),(40 101.561295),(41 102.20826),(42 103.03315),(43 104.855965),(44 104.13496),(45 105.791405),(46 105.632965),(47 107.34584),(48 107.56827),(49 108.01715),(50 108.966606),(51 109.55879),(52 109.66144),(53 110.63023),(54 111.16827),(55 112.07856),(56 113.320694),(57 114.898766),(58 114.84686),(59 116.13603),(60 117.9054),(61 119.00732),(62 120.68448),(63 121.944725),(64 123.570694),(65 124.16518),(66 126.5755),(67 126.53376),(68 130.6808),(69 134.7991),(70 136.38586),(71 136.92178),(72 140.23514),(73 143.47224),(74 143.79779),(75 145.88959),(76 147.43207),(77 149.36855),(78 150.0134),(79 151.81883),
(1 55.0481),(2 65.96357),(3 74.0453),(4 79.16601),(5 83.26964),(6 86.12262),(7 87.70812),(8 89.705086),(9 91.09027),(10 92.79969),(11 94.16884),(12 95.497604),(13 95.66203),(14 97.07505),(15 98.6589),(16 98.18047),(17 99.18573),(18 99.71815),(19 99.38932),(20 100.868935),(21 100.196754),(22 100.126),(23 100.79371),(24 100.91176),(25 101.25126),(26 101.15074),(27 101.19121),(28 100.64654),(29 100.82138),(30 99.87279),(31 100.80921),(32 100.31713),(33 99.624825),(34 100.77428),(35 101.459206),(36 101.19486),(37 100.99159),(38 102.13577),(39 102.93237),(40 103.24114),(41 103.2975),(42 103.79402),(43 104.905304),(44 104.93653),(45 106.046555),(46 106.45658),(47 107.23407),(48 107.50837),(49 109.25221),(50 109.442184),(51 109.45798),(52 110.00529),(53 111.08951),(54 111.397835),(55 110.93674),(56 111.89577),(57 113.59461),(58 114.42029),(59 116.001625),(60 116.340324),(61 118.09612),(62 119.7408),(63 121.563385),(64 121.298836),(65 122.18194),(66 123.48318),(67 124.95412),(68 126.54824),(69 128.09729),(70 129.93106),(71 131.4396),(72 132.38129),(73 135.22849),(74 136.86557),(75 137.04385),(76 138.83488),(77 140.02136),(78 141.39223),(79 142.65688),
(1 55.107662),(2 65.6223),(3 74.124466),(4 79.07321),(5 83.05368),(6 86.14941),(7 87.872604),(8 90.81024),(9 91.43569),(10 92.39313),(11 94.61143),(12 96.333916),(13 96.78593),(14 97.42058),(15 98.64587),(16 98.59263),(17 99.31397),(18 99.29064),(19 100.172295),(20 99.99522),(21 100.46477),(22 100.51452),(23 100.9482),(24 100.514694),(25 100.3914),(26 101.28934),(27 100.99224),(28 100.42271),(29 99.83919),(30 100.25959),(31 100.677765),(32 101.14644),(33 100.20297),(34 100.90706),(35 100.83957),(36 100.89681),(37 100.12435),(38 101.48152),(39 101.73792),(40 101.10044),(41 102.312996),(42 102.0311),(43 103.493484),(44 103.80124),(45 103.38714),(46 104.305695),(47 106.27165),(48 106.13935),(49 107.71229),(50 108.384766),(51 109.014915),(52 110.43655),(53 111.66839),(54 111.76105),(55 112.50043),(56 113.26049),(57 114.41956),(58 116.34793),(59 118.27361),(60 118.89722),(61 120.5285),(62 121.72085),(63 122.97894),(64 122.947914),(65 123.80644),(66 123.92929),(67 125.74947),(68 128.28781),(69 129.81433),(70 131.1926),(71 132.52345),(72 134.11557),(73 136.26929),(74 137.46265),(75 138.04855),(76 139.75711),(77 142.27824),(78 141.9816),(79 142.7295),
(1 53.775055),(2 63.719868),(3 70.70105),(4 75.61955),(5 79.79327),(6 81.6138),(7 83.66665),(8 86.132324),(9 87.418785),(10 88.99758),(11 89.47469),(12 91.31394),(13 92.25129),(14 93.33835),(15 93.92337),(16 94.27304),(17 94.59297),(18 94.778946),(19 95.44475),(20 95.62928),(21 95.89182),(22 96.05801),(23 96.65244),(24 97.378624),(25 96.73207),(26 96.84256),(27 96.47302),(28 95.43257),(29 95.742004),(30 95.24507),(31 95.14343),(32 96.66536),(33 95.80168),(34 96.49106),(35 96.57183),(36 96.14603),(37 96.17263),(38 97.40958),(39 96.96088),(40 97.04764),(41 98.05125),(42 98.75165),(43 99.86132),(44 99.53207),(45 99.86248),(46 101.223854),(47 101.81526),(48 102.81482),(49 104.70781),(50 104.24806),(51 104.11056),(52 105.118614),(53 105.55442),(54 106.229706),(55 106.37893),(56 107.32413),(57 109.23945),(58 110.90212),(59 110.92004),(60 111.36265),(61 112.3425),(62 114.813416),(63 115.33918),(64 115.45835),(65 116.1479),(66 116.94075),(67 118.64306),(68 120.43113),(69 122.52176),(70 123.2281),(71 124.00405),(72 126.37222),(73 128.21864),(74 129.99408),(75 129.59943),(76 131.20213),(77 131.53578),(78 133.23967),(79 134.76187),
(1 54.225468),(2 65.20152),(3 73.54726),(4 78.708015),(5 81.91254),(6 83.86184),(7 86.324814),(8 88.39129),(9 89.60555),(10 92.04483),(11 92.61585),(12 93.59671),(13 95.38983),(14 96.05485),(15 97.21385),(16 97.35879),(17 98.140205),(18 97.210625),(19 98.680305),(20 98.92134),(21 97.99899),(22 98.43543),(23 97.90904),(24 97.5963),(25 97.43676),(26 97.320435),(27 98.27834),(28 97.30571),(29 98.00992),(30 97.87304),(31 97.39901),(32 97.20268),(33 96.89096),(34 97.64415),(35 96.58754),(36 96.07068),(37 96.52776),(38 97.25659),(39 97.29986),(40 97.90744),(41 98.10363),(42 99.241035),(43 100.96682),(44 100.783356),(45 101.233185),(46 101.84839),(47 102.455246),(48 102.47553),(49 102.82939),(50 104.16783),(51 103.9762),(52 105.35602),(53 104.66275),(54 105.09672),(55 105.92852),(56 105.763),(57 107.31576),(58 108.19864),(59 109.626495),(60 110.165764),(61 110.22909),(62 112.53197),(63 113.952065),(64 114.44276),(65 115.08004),(66 116.460754),(67 116.62871),(68 118.91783),(69 120.5814),(70 121.65842),(71 122.62226),(72 124.038994),(73 126.81387),(74 129.68816),(75 130.09233),(76 132.11385),(77 133.89864),(78 134.68777),(79 136.80014),
(1 53.182922),(2 64.70069),(3 73.07433),(4 77.57151),(5 80.01498),(6 82.896065),(7 84.56908),(8 87.16669),(9 89.12112),(10 90.685524),(11 91.72152),(12 93.04724),(13 93.773964),(14 95.19024),(15 95.98506),(16 96.46389),(17 98.02607),(18 97.584175),(19 97.81859),(20 97.98163),(21 97.71425),(22 97.72316),(23 98.84868),(24 97.79808),(25 97.9903),(26 97.65753),(27 97.82975),(28 97.488625),(29 98.328804),(30 98.45518),(31 98.71996),(32 98.42204),(33 99.21911),(34 99.19285),(35 99.004906),(36 99.47994),(37 99.536156),(38 98.897095),(39 99.19952),(40 99.092674),(41 98.75072),(42 98.87108),(43 100.13517),(44 98.91071),(45 98.94923),(46 98.75981),(47 99.6719),(48 100.1299),(49 101.50096),(50 101.81921),(51 101.41929),(52 102.413506),(53 102.7861),(54 103.34784),(55 102.53749),(56 103.11154),(57 104.33903),(58 106.53013),(59 108.19452),(60 108.655205),(61 109.25877),(62 111.77269),(63 111.39909),(64 112.60227),(65 113.70783),(66 113.47265),(67 115.41615),(68 115.65979),(69 117.6775),(70 119.73075),(71 120.64912),(72 122.78439),(73 124.89682),(74 127.52553),(75 128.88463),(76 133.22781),(77 134.0417),(78 134.51956),(79 134.49875),
(1 53.8778),(2 65.073074),(3 73.25763),(4 78.4029),(5 82.13029),(6 84.209984),(7 86.67396),(8 89.061104),(9 89.89628),(10 90.937454),(11 91.46835),(12 92.39397),(13 92.930115),(14 93.64142),(15 94.84075),(16 94.94215),(17 95.45858),(18 96.46977),(19 97.513725),(20 97.45093),(21 96.834045),(22 96.11306),(23 97.13943),(24 95.94523),(25 96.01383),(26 95.595924),(27 96.16203),(28 95.79173),(29 95.91904),(30 96.58014),(31 96.51431),(32 96.66904),(33 97.07457),(34 97.35054),(35 98.008354),(36 96.67407),(37 96.97554),(38 96.78625),(39 97.723),(40 97.68321),(41 98.068085),(42 98.264496),(43 99.6518),(44 99.59595),(45 100.454834),(46 101.46226),(47 101.23571),(48 102.97499),(49 103.45583),(50 104.42038),(51 104.685196),(52 105.95985),(53 107.18749),(54 108.24922),(55 108.14422),(56 108.41016),(57 109.670235),(58 110.26272),(59 111.31552),(60 111.52432),(61 111.81592),(62 113.23347),(63 114.53884),(64 116.105034),(65 116.75924),(66 117.32748),(67 117.23269),(68 118.86823),(69 119.60688),(70 122.16938),(71 122.577194),(72 123.39804),(73 124.13199),(74 125.04703),(75 126.66464),(76 128.3326),(77 128.94398),(78 130.00052),(79 131.934),
(1 52.52338),(2 63.395863),(3 71.198494),(4 75.27053),(5 78.75978),(6 81.70879),(7 83.26101),(8 86.0615),(9 87.5323),(10 89.61789),(11 90.81753),(12 91.70965),(13 91.76672),(14 93.07691),(15 94.076225),(16 94.55074),(17 94.79087),(18 95.13885),(19 95.41245),(20 96.984436),(21 96.10055),(22 97.0189),(23 96.51254),(24 95.55178),(25 96.477875),(26 95.94426),(27 96.05893),(28 95.46966),(29 96.18843),(30 96.577774),(31 95.93823),(32 95.05638),(33 95.73299),(34 96.110954),(35 97.03579),(36 96.58777),(37 95.67341),(38 96.0534),(39 97.246185),(40 96.67081),(41 97.18141),(42 97.13581),(43 97.503296),(44 98.40705),(45 98.2566),(46 97.92475),(47 98.45689),(48 99.90733),(49 100.27892),(50 101.23172),(51 100.996216),(52 101.57941),(53 102.69987),(54 102.143555),(55 103.53364),(56 105.22613),(57 106.92402),(58 107.93661),(59 108.68682),(60 110.30702),(61 111.47318),(62 113.08398),(63 114.22691),(64 115.566826),(65 116.18913),(66 117.56529),(67 117.589905),(68 118.18989),(69 120.50988),(70 122.273926),(71 122.5492),(72 123.23089),(73 124.802),(74 125.10382),(75 125.75292),(76 127.255135),(77 128.60146),(78 128.88393),(79 128.43925),
(1 51.917442),(2 61.179085),(3 69.160484),(4 74.03188),(5 76.962166),(6 79.56417),(7 82.07722),(8 85.52785),(9 86.638985),(10 87.59753),(11 88.910255),(12 90.14132),(13 90.92269),(14 92.040115),(15 92.2576),(16 93.23143),(17 94.14476),(18 94.809525),(19 93.9104),(20 94.86831),(21 93.98085),(22 94.91407),(23 94.01623),(24 94.75481),(25 94.772766),(26 93.696266),(27 93.49853),(28 93.17875),(29 94.2368),(30 94.05981),(31 93.955925),(32 93.256004),(33 94.109924),(34 93.99286),(35 94.52068),(36 94.229256),(37 94.669785),(38 94.17202),(39 95.08852),(40 94.86707),(41 95.808716),(42 95.20496),(43 96.71849),(44 97.58965),(45 96.645546),(46 96.778114),(47 98.105156),(48 98.84155),(49 101.00436),(50 102.01273),(51 101.56178),(52 102.38069),(53 102.66864),(54 103.40749),(55 103.33936),(56 104.736435),(57 106.56867),(58 107.4997),(59 108.690445),(60 109.00518),(61 109.69431),(62 110.639824),(63 112.91678),(64 113.68919),(65 115.30928),(66 116.597),(67 116.69889),(68 117.81862),(69 118.42237),(70 119.76695),(71 120.54759),(72 121.68433),(73 123.8783),(74 125.15012),(75 125.89107),(76 126.052124),(77 125.62063),(78 124.63762),(79 125.192474),
(1 52.813595),(2 62.259556),(3 70.8051),(4 75.48636),(5 78.2019),(6 81.40952),(7 83.790825),(8 86.880196),(9 88.02696),(10 89.67726),(11 90.46913),(12 92.20089),(13 92.9042),(14 93.28729),(15 93.01565),(16 93.61071),(17 94.59289),(18 93.53443),(19 93.99281),(20 95.00132),(21 94.4262),(22 94.38318),(23 95.08777),(24 95.02135),(25 95.33768),(26 95.44167),(27 95.47664),(28 95.26257),(29 96.21906),(30 95.98625),(31 96.947075),(32 96.59839),(33 96.6588),(34 96.40695),(35 96.6025),(36 95.83908),(37 95.91047),(38 96.149765),(39 96.84849),(40 96.24456),(41 95.73578),(42 97.12065),(43 97.3563),(44 97.9193),(45 96.9525),(46 96.982216),(47 98.133484),(48 98.11575),(49 99.320915),(50 100.16748),(51 101.18927),(52 100.89672),(53 101.43764),(54 102.327866),(55 102.707375),(56 103.69309),(57 106.235725),(58 106.929794),(59 108.13566),(60 109.805565),(61 109.889656),(62 111.83531),(63 113.08021),(64 113.90459),(65 114.70393),(66 115.54682),(67 115.90911),(68 117.44125),(69 117.07265),(70 118.39941),(71 119.93505),(72 121.59625),(73 122.205315),(74 125.16708),(75 124.51578),(76 124.74627),(77 125.748436),(78 126.34033),(79 127.289955),
(1 51.982166),(2 61.240128),(3 69.988754),(4 75.473274),(5 78.94887),(6 81.40735),(7 83.7379),(8 85.94075),(9 88.03252),(10 88.52811),(11 89.79946),(12 90.01927),(13 91.22533),(14 91.94419),(15 92.007866),(16 92.411026),(17 92.80432),(18 93.253395),(19 92.9097),(20 94.408005),(21 93.66355),(22 93.58586),(23 93.92212),(24 93.77816),(25 93.26691),(26 93.11947),(27 92.576584),(28 92.549416),(29 92.93843),(30 92.45759),(31 93.51019),(32 93.314575),(33 93.36537),(34 93.47781),(35 94.665794),(36 93.73755),(37 93.7429),(38 95.76064),(39 96.53286),(40 95.751816),(41 95.54931),(42 96.48945),(43 96.520386),(44 96.46927),(45 97.124146),(46 97.15483),(47 98.14387),(48 99.57489),(49 100.34073),(50 100.863686),(51 101.654106),(52 102.50025),(53 102.16234),(54 103.434),(55 104.4657),(56 105.24947),(57 106.21447),(58 106.79043),(59 107.222145),(60 107.34044),(61 107.224434),(62 108.86376),(63 110.44049),(64 111.05105),(65 112.641716),(66 112.61388),(67 113.96229),(68 115.33527),(69 115.81541),(70 116.60797),(71 116.702385),(72 118.22174),(73 119.92853),(74 122.19277),(75 123.401474),(76 124.85596),(77 125.69912),(78 126.52525),(79 127.7113),
