1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1319419),(2 4952834),(3 10378163),(4 17003104),(5 24280098),(6 31629262),(7 38982530),(8 46296172),(9 53803252),(10 61512852),(11 69088160),(12 76203270),(13 82900456),(14 89146900),(15 95067900),(16 100408024),(17 104823840),(18 108492504),(19 111571770),(20 113857560),(21 115489920),(22 116883560),(23 118151680),(24 119174824),(25 119600104),(26 119461016),(27 118930424),(28 118464790),(29 118410690),(30 119006110),(31 120330330),(32 122252710),(33 124576640),(34 126858776),(35 128824230),(36 130258500),(37 131068680),(38 131202390),(39 130795430),(40 130070340),(41 129169470),(42 127961510),(43 126945510),(44 125587750),(45 125191940),(46 125435416),(47 126627190),(48 128642470),(49 130454344),(50 131847896),(51 133737464),(52 135820060),(53 137745040),(54 139808160),(55 142477010),(56 144754880),(57 146822450),(58 148427380),(59 149460820),(60 150217260),(61 151158030),(62 152742740),(63 154803090),(64 157041140),(65 159137900),(66 161245120),(67 163912590),(68 166413170),(69 168784450),(70 171432240),(71 174542110),(72 178165100),(73 182681980),(74 188226350),(75 194867180),(76 202170670),(77 210193100),(78 218994100),(79 228769550),
(1 32043.674),(2 45082.152),(3 47167.47),(4 45477.395),(5 44897.574),(6 45548.043),(7 47417.676),(8 47653.51),(9 46586.97),(10 47680.047),(11 47702.793),(12 48716.215),(13 48598.273),(14 49219.086),(15 49545.477),(16 48826.082),(17 49371.45),(18 50215.496),(19 49421.617),(20 49683.094),(21 49327.723),(22 49724.85),(23 47830.36),(24 48288.98),(25 48692.86),(26 49006.9),(27 49124.32),(28 48990.152),(29 49762.14),(30 49448.53),(31 48611.277),(32 48639.957),(33 48305.934),(34 48767.348),(35 48310.676),(36 48674.617),(37 48724.086),(38 49000.176),(39 49435.938),(40 49389.906),(41 49581.414),(42 48688.863),(43 48543.918),(44 47953.965),(45 48532.355),(46 48547.17),(47 49796.266),(48 49151.426),(49 49299.86),(50 50142.31),(51 49642.16),(52 48738.863),(53 48474.555),(54 49849.023),(55 50549.082),(56 50232.438),(57 50503.484),(58 51778.793),(59 51257.42),(60 50362.98),(61 51145.664),(62 50878.74),(63 49993.816),(64 50699.785),(65 51196.17),(66 51550.266),(67 50530.508),(68 50772.86),(69 51174.254),(70 52131.434),(71 50948.61),(72 50268.215),(73 50610.445),(74 51362.9),(75 52097.69),(76 52774.273),(77 51819.965),(78 51182.06),(79 51488.97),
(1 31238.621),(2 42972.71),(3 44736.598),(4 44254.145),(5 43382.684),(6 45129.727),(7 47043.066),(8 46451.715),(9 45631.754),(10 46395.258),(11 46523.05),(12 47869.8),(13 47990.344),(14 48568.555),(15 48274.742),(16 47668.21),(17 48369.492),(18 48009.023),(19 47854.734),(20 48073.566),(21 48119.758),(22 48921.49),(23 48315.06),(24 47777.81),(25 47355.344),(26 47152.78),(27 47931.938),(28 47467.47),(29 47304.45),(30 47080.758),(31 46842.8),(32 47016.008),(33 46020.445),(34 46012.656),(35 46560.82),(36 47760.563),(37 48263.715),(38 48403.766),(39 48485.89),(40 48399.793),(41 48199.246),(42 47143.117),(43 47630.2),(44 47699.285),(45 47029.29),(46 47597.434),(47 47757.18),(48 47553.434),(49 47429.453),(50 47905.086),(51 47071.668),(52 47732.363),(53 47993.125),(54 48130.535),(55 48333.61),(56 48473.168),(57 49158.582),(58 49348.797),(59 48656.113),(60 48588.42),(61 49119.05),(62 48931.777),(63 48623.875),(64 48603.492),(65 48750.723),(66 49122.168),(67 49892.97),(68 49465.156),(69 49603.938),(70 47932.992),(71 47849.406),(72 48209.336),(73 48475.934),(74 48615.605),(75 48452.58),(76 48388.35),(77 49018.035),(78 48550.957),(79 48943.55),
(1 30503.932),(2 42510.395),(3 43959.992),(4 42372.895),(5 41469.348),(6 43893.887),(7 45114.68),(8 46302.508),(9 45131.29),(10 46594.71),(11 46068.195),(12 45120.27),(13 46130.39),(14 46255.473),(15 46367.29),(16 46474.54),(17 46964.15),(18 45894.977),(19 46312.73),(20 46546.836),(21 46697.28),(22 46974.715),(23 48081.38),(24 46721.742),(25 46035.152),(26 45704.55),(27 45829.79),(28 45104.203),(29 45439.65),(30 45854.934),(31 46163.664),(32 46118.043),(33 45219.523),(34 45168.773),(35 45496.25),(36 45631.93),(37 44805.03),(38 44750.723),(39 44630.895),(40 45285.28),(41 46411.54),(42 45330.008),(43 45438.063),(44 45064.926),(45 46291.242),(46 45430.547),(47 46058.31),(48 45885.445),(49 45910.3),(50 44797.484),(51 44822.09),(52 44743.895),(53 45110.164),(54 44614.945),(55 45127.2),(56 45678.496),(57 45757.32),(58 46332.348),(59 46238.516),(60 45828.42),(61 45515.758),(62 45052.73),(63 45937.88),(64 46776.63),(65 45707.195),(66 45355.35),(67 45303.46),(68 45191.04),(69 46236.047),(70 46989.664),(71 47538.383),(72 47711.086),(73 47173.59),(74 46489.63),(75 45958.137),(76 46169.586),(77 46967.93),(78 48061.945),(79 48977.125),
(1 29086.666),(2 39191.082),(3 39908.535),(4 39376.34),(5 40712.004),(6 41020.547),(7 42593.203),(8 42937.08),(9 42914.96),(10 43864.938),(11 44144.133),(12 42797.477),(13 44004.246),(14 44904.55),(15 44477.305),(16 44239.76),(17 44963.063),(18 43757.156),(19 43504.516),(20 43522.645),(21 42615.633),(22 43576.25),(23 43993.703),(24 43345.074),(25 43620.79),(26 43489.496),(27 42896.914),(28 42443.902),(29 42597.203),(30 43270.02),(31 42801.805),(32 43304.69),(33 42781.027),(34 42321.434),(35 42624.05),(36 42137.637),(37 43101.938),(38 42914.598),(39 43312.773),(40 43012.09),(41 42872.93),(42 42741.87),(43 43363.203),(44 43060.832),(45 42335.72),(46 42876.727),(47 43441.145),(48 44040.133),(49 43550.715),(50 43455.188),(51 43732.227),(52 43508.855),(53 43955.81),(54 43851.46),(55 43418.33),(56 43934.027),(57 43954.973),(58 44183.492),(59 43788.656),(60 44413.293),(61 44684.156),(62 44903.156),(63 44272.527),(64 44332.305),(65 44465.15),(66 44454.543),(67 44551.62),(68 44945.426),(69 45092.88),(70 45032.156),(71 44481.086),(72 44774.313),(73 45089.242),(74 44666.895),(75 45126.926),(76 45455.332),(77 45524.066),(78 45824.61),(79 46037.563),
(1 28890.545),(2 39609.83),(3 40969.66),(4 40023.28),(5 39654.266),(6 41384.043),(7 42573.645),(8 42359.918),(9 42505.395),(10 42854.92),(11 42969.465),(12 43306.895),(13 43325.14),(14 43294.547),(15 43606.785),(16 43164.61),(17 43110.785),(18 43639.91),(19 44108.613),(20 43784.92),(21 43321.727),(22 43319.887),(23 43702.082),(24 43812.266),(25 43464.34),(26 42483.645),(27 41992.086),(28 41869.496),(29 43355.395),(30 43236.8),(31 42521.293),(32 43646.97),(33 42878.34),(34 42351.56),(35 41398.53),(36 41471.98),(37 43543.64),(38 43138.688),(39 43175.285),(40 43539.703),(41 42999.535),(42 43472.434),(43 43558.492),(44 44092.535),(45 43125.863),(46 43443.89),(47 43625.45),(48 44363.78),(49 44007.1),(50 43458.34),(51 44205.906),(52 42674.617),(53 43208.53),(54 42969.35),(55 42619.76),(56 44028.055),(57 43384.188),(58 44367.09),(59 44393.76),(60 44088.008),(61 45456.305),(62 44802.965),(63 43998.277),(64 44139.91),(65 44091.676),(66 44370.953),(67 45104.867),(68 45679.74),(69 45304.063),(70 44678.29),(71 44995.344),(72 45561.75),(73 45463.02),(74 45516.285),(75 45518.52),(76 45346.625),(77 44749.67),(78 44989.547),(79 44876.72),
(1 27238.635),(2 36145.883),(3 37954.72),(4 36438.4),(5 37205.293),(6 38844.23),(7 38171.41),(8 38181.25),(9 38673.18),(10 39795.227),(11 40786.043),(12 39548.395),(13 38844.36),(14 39654.94),(15 39297.85),(16 40122.125),(17 40022.773),(18 40107.543),(19 40190.24),(20 40514.742),(21 41699.71),(22 42013.46),(23 40970.46),(24 39938.332),(25 40125.063),(26 40584.254),(27 40606.824),(28 39759.152),(29 40433.797),(30 40032.95),(31 40071.6),(32 40325.434),(33 39707.793),(34 40104.91),(35 40003.918),(36 39408.19),(37 39397.38),(38 39485.816),(39 39962.31),(40 40082.8),(41 39708.355),(42 39680.914),(43 39205.813),(44 39294.617),(45 39046.01),(46 39375.08),(47 39006.008),(48 40176.902),(49 39600.46),(50 39308.773),(51 40074.484),(52 40421.047),(53 40745.633),(54 40268.12),(55 39793.207),(56 40099.76),(57 40459.664),(58 41526.168),(59 40736.547),(60 41342.43),(61 41912.824),(62 42278.04),(63 41803.746),(64 40689.9),(65 41329.676),(66 42217.914),(67 41037.92),(68 40924.45),(69 41513.23),(70 41756.707),(71 41330.05),(72 40665.793),(73 40851.42),(74 41729.098),(75 42361.96),(76 41283.73),(77 42083.99),(78 41273.543),(79 41519.09),
(1 25374.314),(2 34163.734),(3 35337.277),(4 35017.633),(5 35391),(6 36621.723),(7 37099.76),(8 36621.53),(9 37496.74),(10 37630.14),(11 37970.77),(12 37795.656),(13 38243.383),(14 38238.195),(15 39027.008),(16 39127.574),(17 38349.59),(18 38582.27),(19 38388.832),(20 38151.332),(21 38604.1),(22 39216.527),(23 38904.543),(24 38775.652),(25 38481.76),(26 39149.934),(27 38857.62),(28 39738.29),(29 39044.14),(30 38722.617),(31 38571.152),(32 38526.348),(33 39484.395),(34 38645.656),(35 38511),(36 37472.105),(37 37847.504),(38 38750.22),(39 38537.92),(40 38346.516),(41 37714.953),(42 38582.676),(43 39190.19),(44 38759.047),(45 38557.293),(46 38840.887),(47 39367.71),(48 39759.74),(49 39138.348),(50 38800.39),(51 39035.617),(52 38796.37),(53 38831.652),(54 39242.785),(55 39056.535),(56 38824.598),(57 39914.883),(58 40146.277),(59 39781.074),(60 40230.516),(61 39891.816),(62 40337.973),(63 39653.59),(64 39455.066),(65 40271.742),(66 39397.008),(67 39998.543),(68 39527.242),(69 40308.61),(70 40428.895),(71 39716.703),(72 39269.367),(73 39536.14),(74 40021.215),(75 39858.785),(76 39559.53),(77 40062.57),(78 39598.188),(79 40453.13),
(1 24149.668),(2 31939.045),(3 33685.44),(4 33288.656),(5 33015.484),(6 34038.008),(7 35013.64),(8 34672.69),(9 35648.58),(10 35993.414),(11 36447.332),(12 36657.152),(13 37429.652),(14 37034.242),(15 37226.56),(16 37051.48),(17 36977.03),(18 36449.367),(19 36248.332),(20 36313.414),(21 37210.918),(22 36715.383),(23 36068.37),(24 36657.703),(25 36525.453),(26 36813.83),(27 36262.91),(28 36724.88),(29 36659.617),(30 36935.46),(31 36630.297),(32 35955.723),(33 36965.055),(34 36338),(35 36621.684),(36 36904.207),(37 36189.605),(38 36321.008),(39 36107.22),(40 36598.25),(41 36055.94),(42 36809.555),(43 36153.383),(44 36226.293),(45 36197.008),(46 36650.83),(47 36701.63),(48 37104.125),(49 37078.035),(50 37071.703),(51 37498.63),(52 37586.78),(53 36880.16),(54 37778.14),(55 37955.707),(56 37957.313),(57 38057.49),(58 37833.406),(59 38243.53),(60 38418.62),(61 38169.215),(62 37575.066),(63 38197.652),(64 38273.652),(65 39197.297),(66 37550.617),(67 38655.434),(68 38466.484),(69 38951.066),(70 38641.53),(71 38701.734),(72 38794.39),(73 38722.85),(74 38563.094),(75 38610.992),(76 38344.92),(77 38609.387),(78 37965.742),(79 37658.336),
(1 24194.922),(2 31511.758),(3 32859.33),(4 32277.232),(5 31853.807),(6 33573.094),(7 32995.867),(8 34153.4),(9 34892.71),(10 34664.895),(11 35062.82),(12 34633.92),(13 34954.77),(14 34945.04),(15 36183.254),(16 35820.766),(17 35436.332),(18 36188.58),(19 35835.29),(20 36189.008),(21 36452.27),(22 36924.35),(23 36620.387),(24 36254.785),(25 36063.2),(26 36081.99),(27 35701.016),(28 35648.566),(29 36460.44),(30 36061.863),(31 36298.9),(32 35978.375),(33 35033.76),(34 35300.31),(35 35522.637),(36 35630.152),(37 35428.19),(38 34452.4),(39 35074.953),(40 35388.69),(41 35381.46),(42 34928.016),(43 34752.563),(44 35094.28),(45 35100.156),(46 35088.523),(47 35239.57),(48 35557.625),(49 36113.27),(50 36434.457),(51 37281.516),(52 37408.81),(53 36935.203),(54 36629.387),(55 36194.156),(56 36818.18),(57 37122.7),(58 37334.96),(59 37051.6),(60 37080.01),(61 36752.88),(62 36712.477),(63 36706.7),(64 37217.984),(65 36506.19),(66 36479.254),(67 36320.387),(68 36322.477),(69 36733.2),(70 36790.88),(71 36368.516),(72 37322.027),(73 36921.79),(74 36212.582),(75 37079.582),(76 36631.977),(77 36397.83),(78 37002.43),(79 37081.242),
(1 22518.166),(2 29560.594),(3 30767.834),(4 30879.482),(5 30925.912),(6 32563.111),(7 33172.953),(8 33162.68),(9 33152.582),(10 33261.152),(11 33421.316),(12 33849.016),(13 34339.598),(14 33047.31),(15 33800.652),(16 34534.742),(17 34191.36),(18 34422.188),(19 34708.664),(20 34746.52),(21 35089.105),(22 34507.12),(23 34665.53),(24 34081.402),(25 33889.61),(26 34517.758),(27 34296.207),(28 34143.496),(29 33929.93),(30 33878.09),(31 33915.094),(32 33337.46),(33 33051.543),(34 32980.08),(35 34186.457),(36 33612.234),(37 33226.547),(38 33736.93),(39 33341.24),(40 33986.313),(41 34200.586),(42 34297.484),(43 33706.445),(44 33512.688),(45 33582.617),(46 33611.227),(47 33510.145),(48 33489.813),(49 33674.875),(50 33225.9),(51 34075.8),(52 33699.336),(53 33715.75),(54 33923.52),(55 34077.625),(56 34300.676),(57 34744.926),(58 34550.516),(59 34535.664),(60 35260.02),(61 34695.152),(62 34199.652),(63 34165.96),(64 34066.848),(65 34576.484),(66 34763.047),(67 34171.99),(68 34040.695),(69 34187.37),(70 34581.74),(71 34145.71),(72 34537.035),(73 34290.34),(74 35098.74),(75 35370.383),(76 34726.04),(77 34868.484),(78 34709.27),(79 34669.402),
(1 22950.814),(2 29794.96),(3 31280.758),(4 30384.688),(5 30518.395),(6 32583.828),(7 32805.402),(8 32812.31),(9 33560.203),(10 33946.6),(11 34424.137),(12 34133.664),(13 33688.06),(14 33604.504),(15 34023.11),(16 33991.883),(17 33499.01),(18 33064.266),(19 32838.496),(20 33599.316),(21 33351.367),(22 33101.703),(23 33239.195),(24 33404.883),(25 33659.313),(26 33932.95),(27 33442.926),(28 33521.66),(29 33331.582),(30 33232.574),(31 33058.996),(32 32555.498),(33 32782.027),(34 32210.582),(35 32338.436),(36 32159.854),(37 32366.38),(38 32304.58),(39 32824.117),(40 33130.45),(41 33175.258),(42 33921.383),(43 33955.363),(44 33516.86),(45 33236.48),(46 33109.89),(47 33049.02),(48 33281.09),(49 33655.918),(50 33458.08),(51 34100.367),(52 33849.316),(53 33593.25),(54 33338.72),(55 34199.176),(56 34572.098),(57 34913.633),(58 34617.895),(59 34701.75),(60 34721.65),(61 34564.59),(62 34688.27),(63 34738.258),(64 34850.9),(65 35026.35),(66 35553.59),(67 35264.6),(68 34992.11),(69 34584.508),(70 35001.383),(71 34991.344),(72 35091.457),(73 34690.098),(74 34307.758),(75 34355.797),(76 34715.813),(77 34504.29),(78 34235.082),(79 34271.91),
(1 21316.938),(2 27380.3),(3 28584.082),(4 27926.89),(5 27887.082),(6 29290.912),(7 29771.486),(8 29801.748),(9 30719.373),(10 30737.877),(11 31026.691),(12 31377.14),(13 31162.719),(14 31073.629),(15 31545.61),(16 31756.45),(17 31710.166),(18 31492.096),(19 31776.348),(20 31976.543),(21 32241.486),(22 31726.033),(23 31677.742),(24 32147.07),(25 32031.107),(26 31990.393),(27 31651.244),(28 31045.377),(29 31308.48),(30 31680.34),(31 31462.115),(32 31376.236),(33 31680.32),(34 31199.45),(35 30990.404),(36 30685.91),(37 30597.79),(38 31412.217),(39 31563.662),(40 31267.393),(41 31428.025),(42 31052.45),(43 31404.95),(44 31586.773),(45 31522.148),(46 31707.152),(47 31079.533),(48 31141.584),(49 31347.615),(50 31085.012),(51 31148.064),(52 31667.828),(53 31864.168),(54 31900.82),(55 31661.008),(56 31240.652),(57 31790.832),(58 31134.467),(59 31031.275),(60 31718.96),(61 31870.68),(62 31689.717),(63 32589.281),(64 32093.582),(65 32981.063),(66 32051.838),(67 32389.607),(68 32265.152),(69 31778.988),(70 31670.918),(71 31906.477),(72 32016.023),(73 32508.898),(74 31399.8),(75 31436.559),(76 31296.832),(77 31255.95),(78 31451.877),(79 31645.703),
(1 20449.445),(2 26437.719),(3 27940.469),(4 27703.031),(5 28513.586),(6 29273.793),(7 29862.734),(8 29970.404),(9 30065.68),(10 29548.729),(11 30162.162),(12 30611.268),(13 30606.896),(14 30251.645),(15 31001.836),(16 31262.045),(17 31184.936),(18 30466.193),(19 30612.611),(20 30552.33),(21 30381.154),(22 31099.805),(23 30768.383),(24 30719.707),(25 31091.229),(26 30653.947),(27 31315.547),(28 30552.713),(29 30402.973),(30 30629.857),(31 30410.889),(32 31124.547),(33 30368.248),(34 29942.656),(35 29980.059),(36 30043.031),(37 29762.797),(38 30260.5),(39 30156.584),(40 30451.746),(41 30288.031),(42 30327.33),(43 29930.463),(44 30111.459),(45 30496.986),(46 29619.143),(47 30217.453),(48 30307.826),(49 30346.553),(50 30527.307),(51 30094.357),(52 30167.629),(53 30927.04),(54 30818.242),(55 30672.2),(56 30449.531),(57 30866.537),(58 30731.959),(59 31138.684),(60 31336.975),(61 30824.91),(62 30769.896),(63 31387.69),(64 30796.207),(65 31687.467),(66 31725.002),(67 31306.129),(68 31863.93),(69 31680.66),(70 32205.816),(71 31618.084),(72 31697.578),(73 32069.852),(74 32526.758),(75 31873.463),(76 31803.246),(77 31858.213),(78 31625.307),(79 31581.84),
(1 20379.084),(2 26075.701),(3 26841.92),(4 26166.754),(5 26816.9),(6 27766.426),(7 28107.016),(8 28420.754),(9 28663.748),(10 28372.059),(11 28995.477),(12 28875.096),(13 28808.207),(14 29023.516),(15 29351.648),(16 29616.225),(17 29407.518),(18 29673.148),(19 29391.473),(20 30031.441),(21 30323.121),(22 29601.83),(23 29476.273),(24 29069.934),(25 28972.344),(26 28688.545),(27 29149.838),(28 28995.791),(29 28539.822),(30 28455.201),(31 28442.281),(32 29050.064),(33 28541.994),(34 28120.553),(35 28443.105),(36 28213.514),(37 28584.777),(38 28857.77),(39 28555.543),(40 28922.162),(41 29011.441),(42 29345.074),(43 29144.516),(44 29063.99),(45 28906.074),(46 29269.217),(47 29297.47),(48 29190.342),(49 29297.799),(50 28828.389),(51 29011.469),(52 29140.121),(53 29617.055),(54 29127.871),(55 29032.021),(56 28909.51),(57 29354.014),(58 29035.537),(59 28927.486),(60 29559.62),(61 29438.268),(62 29174.957),(63 29561.645),(64 29341.932),(65 28885.666),(66 29540.662),(67 29969.363),(68 30056.674),(69 29715.264),(70 29401.994),(71 29491.658),(72 29667.328),(73 29564.328),(74 28914.889),(75 29448.092),(76 29650.584),(77 29978.51),(78 30020.576),(79 30314.182),
(1 19688.354),(2 25970.256),(3 26714.645),(4 26522.672),(5 27443.645),(6 28438.861),(7 27979.94),(8 28114.29),(9 28473.467),(10 29209.787),(11 28219.307),(12 28673.416),(13 29158.268),(14 29233.48),(15 28958.322),(16 30042.303),(17 29409.363),(18 29917.744),(19 29271.37),(20 29201.984),(21 29347.336),(22 29293.502),(23 29184.828),(24 29593.13),(25 29528.297),(26 29457.225),(27 29407.33),(28 29276.2),(29 29163.29),(30 29147.043),(31 28889.334),(32 29452.404),(33 28968.89),(34 29039.246),(35 28981.863),(36 28470.744),(37 29010.361),(38 29270.535),(39 29174.625),(40 29128.838),(41 29171.107),(42 28810.213),(43 28087.19),(44 28309.96),(45 28202.83),(46 27875.33),(47 28056.816),(48 27770.459),(49 27990.934),(50 27798.549),(51 28374.754),(52 28222.951),(53 29041.486),(54 28804.705),(55 28612.27),(56 28941.39),(57 29392.89),(58 29042.61),(59 28613.568),(60 28914.72),(61 29209.625),(62 29302.371),(63 30059.623),(64 29788.809),(65 29740.371),(66 29562.975),(67 29745.094),(68 29963.41),(69 30095.547),(70 30997.918),(71 30338.967),(72 30517.604),(73 30121.07),(74 29944.94),(75 30184.803),(76 30178.047),(77 30194.459),(78 30383.04),(79 30844.445),
(1 18493.568),(2 24483.123),(3 24777.262),(4 24787.115),(5 25002.822),(6 26140.46),(7 26928.39),(8 26622.775),(9 26790.805),(10 26933.174),(11 26717.83),(12 26929.4),(13 27385.148),(14 27056.73),(15 27184.5),(16 27071.527),(17 27471),(18 27817.39),(19 27877.791),(20 27439.959),(21 27520.818),(22 27034.854),(23 27112.541),(24 27045.576),(25 27016.068),(26 26911.568),(27 27308.123),(28 26944.17),(29 26814.826),(30 26956.201),(31 26601.352),(32 26633.896),(33 27235.346),(34 26680),(35 27087.127),(36 26646.5),(37 26816.748),(38 27270.877),(39 27355.617),(40 27546.951),(41 27714.6),(42 27955.65),(43 27714.16),(44 27373.229),(45 27191.373),(46 27294.021),(47 27339.295),(48 27204.4),(49 27204.14),(50 27205.225),(51 28258.412),(52 28358.955),(53 28091.594),(54 28104.932),(55 27724.316),(56 28008.967),(57 27734.475),(58 27833.945),(59 27566.596),(60 27557.27),(61 27932.318),(62 27776.025),(63 27799.545),(64 27580.441),(65 28025.938),(66 27737.83),(67 27775.473),(68 27817.393),(69 27670.84),(70 27691.832),(71 27724.566),(72 27572.67),(73 27671.11),(74 27856.941),(75 27529.566),(76 27562.98),(77 27525.71),(78 27923.813),(79 27627.492),
(1 18205.064),(2 23749.072),(3 24202.77),(4 23899.832),(5 24109.191),(6 25553.5),(7 25601.945),(8 25661.041),(9 26027.627),(10 25647.664),(11 26029.063),(12 26189.678),(13 26024.357),(14 26583.633),(15 26643.744),(16 26640.48),(17 26606.094),(18 27099.148),(19 26950.316),(20 26815.492),(21 26837.521),(22 26506.605),(23 26239.857),(24 26036.67),(25 26206.643),(26 26030.91),(27 26847.291),(28 26285.646),(29 26594.416),(30 26194.361),(31 25817.303),(32 26313.617),(33 26453.395),(34 25884.648),(35 25745.717),(36 26886.111),(37 26264.629),(38 26184.459),(39 26375.676),(40 26946.52),(41 26737.12),(42 26790.205),(43 26722.563),(44 26949.45),(45 26494.3),(46 26362.176),(47 26167.432),(48 26853.314),(49 26914.709),(50 26335.682),(51 26852.621),(52 26950.695),(53 26655.33),(54 27023.414),(55 27031.832),(56 26308.082),(57 26149.2),(58 27006.648),(59 27255.146),(60 26451.227),(61 26321.357),(62 26608.766),(63 26954.984),(64 27328.748),(65 27445.988),(66 26678.887),(67 26994.523),(68 27274.041),(69 27090.836),(70 27029.908),(71 26987.984),(72 27506.305),(73 27326.424),(74 27674.916),(75 27240.068),(76 27280.383),(77 27314.557),(78 27065.508),(79 27352.941),
(1 17792.463),(2 22366.822),(3 23557.43),(4 22887.744),(5 23424.861),(6 24538.346),(7 24748.145),(8 24608.049),(9 24736.363),(10 24929.271),(11 25065.33),(12 24776.672),(13 24779.07),(14 24980.967),(15 25155.037),(16 25310.5),(17 25809.016),(18 25869.723),(19 25139.277),(20 25055.691),(21 25174.402),(22 25939.523),(23 25470.037),(24 25127.8),(25 24886.816),(26 25312.082),(27 25698.828),(28 25053),(29 25105.516),(30 25471.172),(31 25214.77),(32 25403.623),(33 25092.186),(34 25330.621),(35 25118.979),(36 25517.06),(37 25143.137),(38 25084.678),(39 24865.975),(40 25046.367),(41 25339.46),(42 25259.875),(43 24845.105),(44 24865.082),(45 24976.021),(46 24629.918),(47 24813.518),(48 25203.363),(49 24883.676),(50 25185.348),(51 24854.684),(52 25558.045),(53 25315.586),(54 25532.408),(55 25377.646),(56 25467.055),(57 25508.87),(58 25618.854),(59 25549.236),(60 25264.047),(61 25522.207),(62 25955.754),(63 25577.69),(64 25905.78),(65 25429.023),(66 25664.277),(67 25773.379),(68 26078.4),(69 25900.945),(70 25516.217),(71 25653.713),(72 25813.11),(73 25852.732),(74 25793.041),(75 25678.531),(76 26148.863),(77 25388.16),(78 25081.03),(79 25789.016),
