1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,
(1 0.00033478587),(2 3.5191374),(3 9.272641),(4 11.529557),(5 11.5567665),(6 15.343768),(7 39.815346),(8 51.23963),(9 51.234455),(10 46.90717),(11 43.467598),(12 79.318794),(13 79.44257),(14 112.53809),(15 80.25796),(16 94.56472),(17 94.50963),(18 80.41622),(19 62.29701),(20 32.628693),(21 32.659348),(22 38.88683),(23 65.85372),(24 61.934135),(25 62.158516),(26 57.939823),(27 45.314568),(28 36.730724),(29 37.159164),(30 29.944256),(31 65.86254),(32 86.97223),(33 87.03177),(34 126.917),(35 94.67403),(36 94.31357),(37 93.92771),(38 79.92528),(39 106.919655),(40 131.85165),(41 131.80394),(42 162.70766),(43 116.88314),(44 116.90506),(45 116.886246),
(1 0.0005042288),(2 5.2757716),(3 23.251926),(4 44.348015),(5 44.414246),(6 73.44013),(7 109.03045),(8 127.50377),(9 127.173294),(10 140.72234),(11 121.113174),(12 158.21307),(13 157.90865),(14 215.5692),(15 185.18399),(16 175.52939),(17 174.87753),(18 134.80246),(19 145.51791),(20 142.06734),(21 141.68098),(22 179.83002),(23 184.34474),(24 135.89873),(25 136.08362),(26 135.46889),(27 175.83636),(28 178.51958),(29 178.49191),(30 171.6823),(31 221.73035),(32 244.12793),(33 244.7014),(34 231.27184),(35 240.95181),(36 257.47708),(37 257.20914),(38 251.39297),(39 292.7526),(40 303.85538),(41 303.7655),(42 305.2328),(43 286.82608),(44 286.7296),(45 286.93066),
(1 0.0007040938),(2 9.400812),(3 33.47184),(4 58.336285),(5 58.470303),(6 92.62294),(7 85.11064),(8 98.565865),(9 98.387505),(10 118.11709),(11 129.98978),(12 139.43393),(13 139.66203),(14 133.86371),(15 170.4002),(16 246.51212),(17 246.27882),(18 228.92621),(19 248.22762),(20 218.22214),(21 218.24548),(22 277.82956),(23 321.04892),(24 235.65408),(25 236.07887),(26 189.01915),(27 240.0442),(28 222.83804),(29 223.29518),(30 244.11113),(31 334.76758),(32 280.69864),(33 280.53268),(34 243.41756),(35 280.45154),(36 280.4007),(37 280.29474),(38 250.2946),(39 289.65063),(40 271.22754),(41 270.98694),(42 201.70045),(43 206.91542),(44 207.06721),(45 206.92508),
(1 0.0011046971),(2 14.074002),(3 55.412025),(4 86.39441),(5 86.547745),(6 126.38383),(7 144.62845),(8 158.64949),(9 158.644),(10 192.48112),(11 187.4073),(12 205.91568),(13 205.70538),(14 193.4838),(15 237.83769),(16 344.2157),(17 344.89053),(18 367.4559),(19 344.95084),(20 407.18823),(21 407.26572),(22 498.38144),(23 494.43787),(24 393.23883),(25 393.87057),(26 288.61862),(27 296.23245),(28 281.61316),(29 282.6996),(30 335.2724),(31 434.18228),(32 456.74377),(33 456.92313),(34 479.068),(35 360.2804),(36 354.67767),(37 354.68927),(38 370.4416),(39 429.25818),(40 485.495),(41 485.86115),(42 448.67612),(43 408.4135),(44 408.34845),(45 408.4566),
(1 0.0009516423),(2 19.168745),(3 91.89798),(4 139.73137),(5 140.0377),(6 206.1655),(7 239.57231),(8 247.7793),(9 248.09781),(10 274.34866),(11 344.1777),(12 327.1458),(13 327.14777),(14 237.54028),(15 256.59885),(16 390.68954),(17 391.00824),(18 465.4287),(19 367.57455),(20 391.70197),(21 391.74307),(22 414.40805),(23 460.09018),(24 407.99796),(25 407.72653),(26 309.4748),(27 328.9369),(28 389.4815),(29 389.35175),(30 411.0725),(31 423.39807),(32 441.21185),(33 440.9385),(34 482.00888),(35 409.84308),(36 457.30295),(37 457.11868),(38 529.73645),(39 604.5711),(40 594.8722),(41 594.44104),(42 536.17194),(43 569.1445),(44 569.0297),(45 569.1128),
(1 0.0007534876),(2 18.767517),(3 77.51742),(4 107.67681),(5 107.66214),(6 151.0785),(7 154.20824),(8 152.33572),(9 152.51738),(10 149.92711),(11 162.21747),(12 207.83997),(13 207.6009),(14 227.97917),(15 222.22774),(16 233.81754),(17 233.64189),(18 221.43939),(19 174.5917),(20 234.02872),(21 234.0219),(22 200.44444),(23 239.11404),(24 253.55269),(25 254.00256),(26 197.91072),(27 194.71423),(28 225.2229),(29 225.92664),(30 293.45108),(31 422.53494),(32 430.00458),(33 430.3581),(34 383.38745),(35 448.22583),(36 452.63144),(37 452.8105),(38 443.81448),(39 491.43213),(40 426.5175),(41 426.1471),(42 323.96744),(43 422.89093),(44 423.05084),(45 422.94724),
(1 0.0008681144),(2 24.37349),(3 100.5813),(4 123.72315),(5 123.72277),(6 138.14531),(7 140.77107),(8 159.41183),(9 159.77637),(10 208.3041),(11 244.02576),(12 205.32549),(13 205.70856),(14 168.15805),(15 219.90706),(16 279.82803),(17 280.1635),(18 286.12427),(19 297.8541),(20 316.24716),(21 316.2552),(22 267.32434),(23 246.46614),(24 231.70683),(25 231.87265),(26 269.7494),(27 231.86168),(28 220.16425),(29 218.84079),(30 199.32536),(31 286.11807),(32 319.983),(33 319.79562),(34 371.62152),(35 308.16623),(36 275.01007),(37 275.36392),(38 295.1134),(39 351.6114),(40 315.53674),(41 315.3994),(42 306.9637),(43 428.07883),(44 428.04556),(45 428.1113),
(1 0.0010462283),(2 31.382677),(3 138.05334),(4 127.17322),(5 127.05957),(6 113.06276),(7 125.1132),(8 146.35112),(9 146.75706),(10 187.51889),(11 206.80675),(12 205.01765),(13 205.26822),(14 197.14627),(15 262.98798),(16 323.1741),(17 322.84564),(18 385.5888),(19 362.08163),(20 394.76743),(21 395.06155),(22 354.92172),(23 363.7296),(24 337.79492),(25 338.09634),(26 309.04398),(27 329.11298),(28 318.52835),(29 318.67853),(30 281.25775),(31 300.99222),(32 340.72705),(33 340.53436),(34 371.0341),(35 327.41577),(36 356.90518),(37 356.21567),(38 341.01254),(39 334.1156),(40 319.02307),(41 319.11008),(42 285.56943),(43 358.97012),(44 358.97324),(45 358.87262),
(1 0.0009969345),(2 33.990078),(3 105.82987),(4 104.28527),(5 104.38283),(6 107.62048),(7 139.77113),(8 147.53233),(9 147.77513),(10 140.21356),(11 199.05856),(12 226.67313),(13 226.84056),(14 233.85745),(15 280.20673),(16 272.4111),(17 272.54617),(18 370.51126),(19 340.43893),(20 417.30396),(21 417.4996),(22 404.15842),(23 418.84003),(24 393.30228),(25 393.20178),(26 371.3662),(27 330.65585),(28 250.47156),(29 248.0242),(30 302.2375),(31 317.72552),(32 355.47256),(33 355.10132),(34 401.6947),(35 394.57703),(36 358.2501),(37 358.31815),(38 385.2518),(39 404.25262),(40 401.50168),(41 401.61218),(42 422.0742),(43 423.00305),(44 422.9891),(45 423.06238),
(1 0.0014735166),(2 29.95018),(3 78.402054),(4 80.772766),(5 80.71888),(6 96.52361),(7 115.044266),(8 125.708435),(9 125.8273),(10 119.50885),(11 137.511),(12 157.45459),(13 157.47064),(14 167.23796),(15 229.62582),(16 266.642),(17 267.2968),(18 286.6324),(19 303.42984),(20 350.0626),(21 349.7118),(22 286.1183),(23 316.56216),(24 282.30942),(25 283.02057),(26 280.17975),(27 315.85046),(28 321.14294),(29 321.1904),(30 350.01797),(31 375.08322),(32 385.37186),(33 384.64844),(34 382.3241),(35 338.0195),(36 389.57874),(37 389.43207),(38 411.9229),(39 366.97403),(40 420.38443),(41 420.53),(42 403.94724),(43 465.71033),(44 465.66193),(45 465.7896),
(1 0.0015045893),(2 28.220497),(3 67.91757),(4 61.09024),(5 61.089985),(6 91.60401),(7 108.49278),(8 120.92185),(9 121.13854),(10 105.868164),(11 105.904686),(12 97.30575),(13 97.42131),(14 106.358894),(15 154.77145),(16 149.20909),(17 148.8545),(18 152.29828),(19 179.51016),(20 210.41806),(21 210.27304),(22 166.39969),(23 149.0044),(24 147.67809),(25 148.0303),(26 162.3584),(27 235.4946),(28 213.09113),(29 213.23096),(30 215.74095),(31 249.58176),(32 266.79886),(33 267.01236),(34 239.6063),(35 250.68587),(36 279.10287),(37 278.91147),(38 328.66653),(39 324.4306),(40 302.98395),(41 303.40326),(42 299.01373),(43 316.1373),(44 315.8831),(45 316.11673),
