1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,
(1 0.00047275858),(2 10.211982),(3 46.741848),(4 67.82744),(5 67.86024),(6 80.02051),(7 95.66906),(8 105.4346),(9 105.477356),(10 122.83382),(11 151.9911),(12 162.98274),(13 162.97357),(14 160.88477),(15 179.22797),(16 194.14178),(17 194.14323),(18 197.01924),(19 201.60255),(20 206.32623),(21 206.33835),(22 207.77507),(23 215.42432),(24 210.01564),(25 210.11665),(26 189.55984),(27 197.90517),(28 211.44429),(29 211.38892),(30 231.86792),(31 244.3244),(32 258.66418),(33 258.62558),(34 271.09),(35 284.90915),(36 317.4143),(37 317.38248),(38 332.01935),(39 360.82864),(40 361.9561),(41 361.94998),(42 352.77005),(43 378.8535),(44 378.8609),(45 378.89252),
(1 0.0006451431),(2 16.770752),(3 61.93447),(4 71.59709),(5 71.58262),(6 84.35673),(7 106.65714),(8 115.100006),(9 115.13391),(10 124.6584),(11 134.57416),(12 135.82756),(13 135.85255),(14 136.45648),(15 165.1445),(16 174.12692),(17 174.1363),(18 198.34605),(19 203.60393),(20 209.85347),(21 209.92169),(22 205.14687),(23 221.29523),(24 217.13057),(25 217.14034),(26 213.36185),(27 217.68245),(28 214.85086),(29 214.89848),(30 223.5045),(31 241.44121),(32 256.10593),(33 256.04953),(34 273.42755),(35 279.76724),(36 281.0866),(37 281.11652),(38 292.75885),(39 299.77557),(40 304.26285),(41 304.23364),(42 298.83652),(43 317.98044),(44 317.93152),(45 317.97415),
(1 0.00063202245),(2 16.168806),(3 48.39167),(4 53.880924),(5 53.8868),(6 64.99063),(7 79.98822),(8 88.525925),(9 88.551384),(10 97.14034),(11 107.984146),(12 107.84809),(13 107.89289),(14 109.59239),(15 125.64721),(16 136.41245),(17 136.44736),(18 142.66098),(19 153.43988),(20 159.02504),(21 159.01582),(22 157.58664),(23 151.37038),(24 152.9991),(25 152.99435),(26 156.32776),(27 159.63805),(28 163.72606),(29 163.79434),(30 164.91154),(31 173.40564),(32 177.40211),(33 177.44545),(34 190.79999),(35 188.5599),(36 190.91537),(37 190.92587),(38 195.04318),(39 199.07826),(40 205.26556),(41 205.27295),(42 200.7031),(43 209.22903),(44 209.24475),(45 209.22539),
(1 0.00089576637),(2 18.082712),(3 48.709724),(4 53.745735),(5 53.761917),(6 61.701794),(7 76.71193),(8 81.20419),(9 81.21326),(10 93.201225),(11 111.491615),(12 113.6188),(13 113.6642),(14 116.1685),(15 129.13629),(16 132.14578),(17 132.16595),(18 136.63098),(19 152.49727),(20 153.77647),(21 153.73232),(22 152.97641),(23 145.25331),(24 149.00208),(25 149.01236),(26 149.50652),(27 151.41562),(28 153.12428),(29 153.38353),(30 153.47032),(31 164.80032),(32 169.73134),(33 169.67262),(34 167.29489),(35 170.58952),(36 170.07974),(37 170.10326),(38 168.64453),(39 168.62816),(40 171.0663),(41 171.06007),(42 177.5665),(43 181.55316),(44 181.55527),(45 181.55302),
(1 0.0009993536),(2 17.67803),(3 44.858936),(4 48.348713),(5 48.377655),(6 53.88364),(7 67.80044),(8 71.94895),(9 71.95906),(10 80.17611),(11 88.675896),(12 91.52223),(13 91.61006),(14 93.95818),(15 104.87384),(16 108.84879),(17 108.86153),(18 116.05625),(19 124.841965),(20 124.64614),(21 124.65086),(22 123.749374),(23 117.48461),(24 120.47699),(25 120.396736),(26 118.69312),(27 124.47329),(28 124.30639),(29 124.48265),(30 121.65475),(31 135.00896),(32 127.518135),(33 127.50974),(34 130.26854),(35 139.2077),(36 136.5394),(37 136.60138),(38 135.50656),(39 134.80588),(40 138.08675),(41 138.0996),(42 141.3117),(43 147.00645),(44 146.97629),(45 146.9982),
(1 0.00081283355),(2 10.921805),(3 28.54812),(4 32.605377),(5 32.61514),(6 35.03275),(7 42.38394),(8 47.35455),(9 47.416203),(10 53.38832),(11 59.20339),(12 60.74605),(13 60.739693),(14 61.84877),(15 65.46951),(16 65.29614),(17 65.33938),(18 71.07527),(19 75.90618),(20 78.12545),(21 78.14131),(22 76.41478),(23 71.49796),(24 75.282524),(25 75.26364),(26 76.93538),(27 76.24797),(28 80.370605),(29 80.52425),(30 78.2586),(31 78.989136),(32 79.938515),(33 79.92347),(34 79.84862),(35 82.72933),(36 82.30525),(37 82.25329),(38 83.542244),(39 83.24207),(40 83.4773),(41 83.4719),(42 85.567894),(43 88.12348),(44 88.14892),(45 88.13762),
(1 0.0009813067),(2 11.266033),(3 28.854738),(4 34.124496),(5 34.09811),(6 34.663906),(7 38.222992),(8 41.886314),(9 41.89986),(10 45.48476),(11 52.731277),(12 54.784748),(13 54.812183),(14 54.571),(15 58.78322),(16 59.99086),(17 60.015484),(18 62.60813),(19 67.553055),(20 69.77372),(21 69.809),(22 70.089836),(23 66.69432),(24 68.149315),(25 68.16978),(26 69.55339),(27 67.334404),(28 68.09382),(29 68.09714),(30 68.72004),(31 67.77216),(32 72.29413),(33 72.29146),(34 74.14924),(35 79.41205),(36 79.511635),(37 79.50289),(38 75.487724),(39 72.10639),(40 75.133125),(41 75.11241),(42 76.48918),(43 76.52669),(44 76.5506),(45 76.5365),
(1 0.0011666709),(2 9.449282),(3 22.635403),(4 27.41605),(5 27.449009),(6 30.209648),(7 34.63469),(8 36.790665),(9 36.812016),(10 40.415043),(11 44.37863),(12 47.1487),(13 47.1958),(14 49.139404),(15 49.929096),(16 50.85768),(17 50.861607),(18 53.142212),(19 54.275757),(20 56.184513),(21 56.191257),(22 58.09278),(23 55.82275),(24 57.031616),(25 57.02134),(26 56.962593),(27 55.838512),(28 56.298717),(29 56.41913),(30 57.77084),(31 57.689285),(32 59.320835),(33 59.305725),(34 58.061962),(35 58.59416),(36 58.715267),(37 58.726727),(38 58.8787),(39 58.702316),(40 61.171696),(41 61.175568),(42 61.923386),(43 62.412865),(44 62.396362),(45 62.407013),
(1 0.001157214),(2 8.547703),(3 19.705645),(4 23.66678),(5 23.692917),(6 25.816616),(7 31.117413),(8 32.091232),(9 32.096485),(10 34.22348),(11 37.748856),(12 39.7385),(13 39.73732),(14 40.050972),(15 43.36369),(16 44.19132),(17 44.15658),(18 45.379036),(19 47.650414),(20 50.17637),(21 50.148033),(22 52.45718),(23 48.950565),(24 49.04183),(25 49.0148),(26 51.095863),(27 50.279526),(28 52.403267),(29 52.307003),(30 52.238384),(31 51.410957),(32 50.96346),(33 50.965797),(34 51.044273),(35 50.35852),(36 51.95466),(37 51.97833),(38 52.284904),(39 52.843792),(40 55.30403),(41 55.2831),(42 54.0241),(43 53.89188),(44 53.890423),(45 53.89534),
(1 0.0010957093),(2 7.3850965),(3 17.938463),(4 20.774746),(5 20.809917),(6 22.968946),(7 27.33656),(8 27.944687),(9 27.949406),(10 28.968033),(11 33.184406),(12 33.530933),(13 33.54938),(14 34.873394),(15 37.274185),(16 38.250717),(17 38.245125),(18 38.121937),(19 41.43568),(20 40.978615),(21 40.967087),(22 41.542755),(23 39.24382),(24 39.169067),(25 39.16787),(26 40.59914),(27 40.164352),(28 42.065773),(29 42.101227),(30 40.957024),(31 40.188244),(32 41.186295),(33 41.173195),(34 42.283897),(35 43.208504),(36 44.21144),(37 44.218395),(38 43.44335),(39 42.979626),(40 42.80985),(41 42.86487),(42 42.091473),(43 43.38099),(44 43.38268),(45 43.37812),
(1 0.00087663677),(2 5.6215262),(3 13.033723),(4 15.733054),(5 15.734819),(6 17.038025),(7 19.316778),(8 20.473328),(9 20.480387),(10 21.829546),(11 24.684946),(12 24.836832),(13 24.850231),(14 25.183874),(15 26.444113),(16 27.253378),(17 27.270334),(18 27.656979),(19 29.885263),(20 30.439627),(21 30.461685),(22 29.85997),(23 30.154112),(24 30.030169),(25 30.033043),(26 31.090376),(27 31.025665),(28 32.693176),(29 32.72858),(30 31.759272),(31 31.786694),(32 31.839766),(33 31.81595),(34 32.63818),(35 33.018627),(36 33.469734),(37 33.462055),(38 32.013287),(39 32.879375),(40 33.33413),(41 33.33502),(42 32.418842),(43 32.77371),(44 32.767914),(45 32.77484),
