1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,
(1 0.00047981922),(2 5.558529),(3 26.614262),(4 40.951614),(5 41.118702),(6 56.65516),(7 75.61578),(8 95.51925),(9 95.37772),(10 115.456535),(11 120.56973),(12 135.26262),(13 135.18875),(14 151.20222),(15 162.16565),(16 178.34259),(17 178.2471),(18 168.73174),(19 174.17598),(20 170.84363),(21 170.76044),(22 195.0031),(23 258.81424),(24 201.0213),(25 201.02069),(26 158.84164),(27 146.82646),(28 142.88232),(29 142.54233),(30 164.27077),(31 218.46051),(32 222.80069),(33 222.62154),(34 236.3766),(35 233.70862),(36 218.45775),(37 218.30843),(38 241.84686),(39 291.74344),(40 316.5686),(41 316.63693),(42 308.7864),(43 307.65213),(44 307.68317),(45 307.69287),
(1 0.000838574),(2 8.076696),(3 50.206913),(4 73.645195),(5 73.70457),(6 97.18315),(7 112.69479),(8 129.46104),(9 129.44086),(10 159.7497),(11 201.12054),(12 224.6113),(13 224.5238),(14 219.62251),(15 229.35355),(16 260.01163),(17 259.95673),(18 251.95848),(19 243.55408),(20 248.90237),(21 248.89885),(22 250.48645),(23 241.14464),(24 265.32562),(25 265.19498),(26 236.73535),(27 270.44833),(28 262.28937),(29 262.3439),(30 275.30386),(31 339.69702),(32 346.4298),(33 346.4585),(34 351.50467),(35 371.1067),(36 378.79163),(37 378.30136),(38 405.93808),(39 483.55283),(40 511.07578),(41 510.79617),(42 487.0838),(43 477.12253),(44 477.11673),(45 477.1984),
(1 0.0008876673),(2 12.375604),(3 64.46688),(4 92.04786),(5 92.1706),(6 117.686104),(7 151.99666),(8 179.2091),(9 179.41945),(10 211.11719),(11 237.87173),(12 239.05405),(13 239.12337),(14 233.1479),(15 269.43466),(16 313.4501),(17 313.12546),(18 329.98486),(19 331.77112),(20 321.46127),(21 321.463),(22 333.22015),(23 315.7909),(24 288.40454),(25 288.50674),(26 250.2047),(27 248.89919),(28 256.53583),(29 256.93698),(30 291.9906),(31 342.86276),(32 333.5482),(33 333.63684),(34 339.9365),(35 364.10452),(36 402.71124),(37 402.71652),(38 419.13132),(39 499.7006),(40 500.18802),(41 500.27798),(42 474.90768),(43 445.90726),(44 445.89172),(45 445.91727),
(1 0.0009875929),(2 20.89014),(3 88.833565),(4 112.74221),(5 112.83725),(6 144.80057),(7 180.17863),(8 210.65103),(9 210.73334),(10 249.83226),(11 284.73233),(12 298.07785),(13 298.28873),(14 303.23383),(15 336.8221),(16 364.20523),(17 364.08548),(18 387.31952),(19 345.06027),(20 397.73383),(21 397.7693),(22 408.42776),(23 393.9332),(24 391.99048),(25 392.09647),(26 353.6433),(27 342.44946),(28 354.16406),(29 353.8782),(30 395.04947),(31 497.33804),(32 509.05777),(33 508.8878),(34 528.2996),(35 503.38596),(36 518.05493),(37 518.05994),(38 543.6011),(39 573.9077),(40 579.80585),(41 579.6741),(42 587.2221),(43 605.7569),(44 605.75507),(45 605.7912),
(1 0.0012084377),(2 26.097786),(3 105.529915),(4 131.37222),(5 131.23914),(6 155.98894),(7 177.27412),(8 203.49568),(9 203.68945),(10 226.16872),(11 266.4609),(12 281.4558),(13 281.39365),(14 274.3949),(15 305.41174),(16 324.8531),(17 324.6912),(18 359.53705),(19 352.1927),(20 359.5348),(21 359.5894),(22 351.002),(23 344.61047),(24 335.689),(25 335.78436),(26 335.71408),(27 362.80493),(28 369.71625),(29 368.85574),(30 394.9935),(31 428.8456),(32 457.36368),(33 457.389),(34 473.8309),(35 443.41852),(36 444.2668),(37 444.28732),(38 466.56268),(39 546.51154),(40 531.15106),(41 531.0824),(42 519.2563),(43 552.5206),(44 552.4266),(45 552.50464),
(1 0.0010035994),(2 18.036268),(3 62.421017),(4 72.572136),(5 72.702324),(6 95.2418),(7 126.40642),(8 139.06534),(9 139.18132),(10 163.6973),(11 175.45552),(12 188.78876),(13 188.81075),(14 196.51039),(15 230.8824),(16 260.10638),(17 260.08548),(18 278.75653),(19 289.69513),(20 315.0558),(21 315.1903),(22 295.81598),(23 267.91443),(24 273.08316),(25 273.15048),(26 278.11356),(27 285.42587),(28 278.44846),(29 278.2962),(30 280.26822),(31 339.90985),(32 348.05542),(33 347.8303),(34 372.33267),(35 377.3864),(36 385.29874),(37 385.0751),(38 376.0424),(39 362.12177),(40 387.23682),(41 387.34427),(42 370.32407),(43 396.8479),(44 396.77823),(45 396.84268),
(1 0.0011619045),(2 28.04292),(3 81.86218),(4 89.94075),(5 89.952255),(6 103.51022),(7 140.16199),(8 162.62308),(9 162.58772),(10 178.98404),(11 189.14442),(12 191.63242),(13 191.78122),(14 196.62848),(15 224.97282),(16 239.60606),(17 239.72316),(18 266.64667),(19 293.21838),(20 307.90012),(21 307.86996),(22 290.0836),(23 278.29495),(24 280.42993),(25 280.30872),(26 262.00955),(27 296.0717),(28 289.43497),(29 289.45703),(30 298.94247),(31 324.60635),(32 341.9616),(33 341.6605),(34 352.05527),(35 350.07687),(36 340.05533),(37 339.9412),(38 337.98206),(39 378.09293),(40 385.2762),(41 385.3242),(42 366.76736),(43 364.5238),(44 364.45493),(45 364.51117),
(1 0.0013642489),(2 24.940304),(3 76.676506),(4 91.203445),(5 91.22725),(6 114.6793),(7 134.22871),(8 150.77318),(9 150.93964),(10 165.24951),(11 190.72447),(12 192.52003),(13 192.57144),(14 193.55913),(15 208.33803),(16 222.53877),(17 222.4381),(18 231.88539),(19 261.9802),(20 271.84286),(21 271.94424),(22 272.35123),(23 269.66476),(24 263.3018),(25 263.39444),(26 256.28802),(27 269.5932),(28 272.6878),(29 272.72723),(30 279.28845),(31 304.96014),(32 321.13766),(33 321.09082),(34 310.66635),(35 334.0696),(36 336.4494),(37 336.64465),(38 324.58536),(39 348.4771),(40 362.0355),(41 362.01752),(42 355.13046),(43 371.01004),(44 371.0556),(45 370.9815),
(1 0.0014380689),(2 24.569588),(3 70.40425),(4 88.34762),(5 88.34923),(6 113.83779),(7 145.22365),(8 157.35948),(9 157.31197),(10 182.80688),(11 210.78496),(12 206.61198),(13 206.74869),(14 212.40388),(15 231.43643),(16 257.79553),(17 257.7553),(18 271.3176),(19 306.37524),(20 309.87836),(21 309.8879),(22 290.28284),(23 260.8037),(24 262.41754),(25 262.42157),(26 261.25702),(27 279.88748),(28 287.8076),(29 288.35336),(30 287.2766),(31 319.07565),(32 321.95953),(33 321.66388),(34 338.50613),(35 327.40186),(36 334.81906),(37 334.92178),(38 325.82385),(39 331.758),(40 349.6386),(41 349.35794),(42 362.86035),(43 352.54272),(44 352.59467),(45 352.5736),
(1 0.0014617046),(2 25.239645),(3 73.49983),(4 86.41116),(5 86.373924),(6 99.30792),(7 117.30187),(8 129.51971),(9 129.43735),(10 155.88211),(11 183.66173),(12 174.46053),(13 174.54729),(14 179.49026),(15 181.2026),(16 202.2702),(17 202.1674),(18 223.15662),(19 246.42345),(20 260.65417),(21 260.61252),(22 257.8374),(23 227.64746),(24 235.19933),(25 234.95837),(26 235.62657),(27 242.01416),(28 233.43268),(29 233.76665),(30 241.7366),(31 262.84583),(32 268.32947),(33 268.16534),(34 266.5643),(35 269.52783),(36 265.46048),(37 265.55045),(38 266.1683),(39 295.02182),(40 307.97473),(41 308.0852),(42 312.0927),(43 314.45605),(44 314.45224),(45 314.44067),
(1 0.001399522),(2 21.88223),(3 60.26316),(4 68.465416),(5 68.452354),(6 83.670425),(7 99.76067),(8 111.711525),(9 111.69523),(10 130.00789),(11 148.41464),(12 151.59764),(13 151.62175),(14 147.49),(15 153.71886),(16 160.42186),(17 160.38791),(18 162.73839),(19 179.06696),(20 173.83182),(21 173.74379),(22 177.87082),(23 163.2353),(24 163.66617),(25 163.63396),(26 166.23003),(27 179.55063),(28 189.54431),(29 189.9037),(30 210.94278),(31 233.43869),(32 221.83543),(33 221.64404),(34 213.17584),(35 227.8771),(36 224.26472),(37 224.40977),(38 219.99315),(39 220.95145),(40 228.08209),(41 228.03827),(42 227.71533),(43 231.20044),(44 231.11429),(45 231.20422),
