1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,
(1 0.00041980692),(2 8.652688),(3 33.134533),(4 41.17033),(5 41.197098),(6 51.388863),(7 62.69398),(8 73.81921),(9 73.842255),(10 83.50435),(11 98.64874),(12 101.84153),(13 101.84571),(14 105.4457),(15 117.87601),(16 128.7886),(17 128.75291),(18 138.05667),(19 143.8632),(20 145.68953),(21 145.68474),(22 143.48569),(23 149.58348),(24 143.23729),(25 143.22952),(26 137.21419),(27 145.60175),(28 150.80397),(29 150.79527),(30 159.686),(31 173.71115),(32 176.25645),(33 176.27245),(34 182.10954),(35 201.86136),(36 216.25897),(37 216.19244),(38 227.77534),(39 242.5469),(40 252.69963),(41 252.66428),(42 256.49512),(43 271.84686),(44 271.86322),(45 271.87476),
(1 0.0005720819),(2 10.945139),(3 40.833916),(4 52.15401),(5 52.17646),(6 64.24991),(7 79.87446),(8 89.17676),(9 89.227745),(10 103.4776),(11 122.95298),(12 124.283424),(13 124.29818),(14 121.30436),(15 134.80545),(16 145.82722),(17 145.77951),(18 154.03615),(19 155.78636),(20 155.20247),(21 155.21545),(22 152.55472),(23 149.6896),(24 148.71411),(25 148.76373),(26 148.43044),(27 155.23549),(28 161.7304),(29 161.79173),(30 170.67168),(31 191.12973),(32 191.34653),(33 191.32251),(34 193.5038),(35 202.08292),(36 211.80556),(37 211.78745),(38 218.26228),(39 237.60522),(40 245.85683),(41 245.7925),(42 244.55876),(43 251.50905),(44 251.5065),(45 251.5257),
(1 0.0006024393),(2 12.333654),(3 34.495876),(4 39.09157),(5 39.10972),(6 46.002865),(7 56.936493),(8 59.653942),(9 59.681496),(10 66.32317),(11 76.64539),(12 78.74215),(13 78.795784),(14 81.082),(15 92.397415),(16 97.085884),(17 97.12891),(18 105.1743),(19 110.83642),(20 113.2293),(21 113.21853),(22 107.315926),(23 107.22474),(24 111.402954),(25 111.42149),(26 109.97263),(27 114.51226),(28 117.37554),(29 117.46303),(30 119.39859),(31 128.80153),(32 133.44812),(33 133.43164),(34 138.36374),(35 141.3671),(36 140.81009),(37 140.81099),(38 144.10759),(39 147.87971),(40 149.15088),(41 149.15747),(42 147.90442),(43 154.94241),(44 154.93004),(45 154.93956),
(1 0.0008140032),(2 11.818412),(3 33.37619),(4 38.335754),(5 38.34632),(6 44.136852),(7 54.465424),(8 59.980843),(9 59.99668),(10 68.271545),(11 77.218864),(12 78.09203),(13 78.12501),(14 79.33968),(15 83.95241),(16 88.448135),(17 88.45916),(18 94.827286),(19 100.55408),(20 101.13888),(21 101.15399),(22 101.77506),(23 98.10555),(24 100.689804),(25 100.637405),(26 101.50975),(27 102.086555),(28 103.26243),(29 103.38729),(30 104.22313),(31 108.062614),(32 108.71099),(33 108.6895),(34 109.86605),(35 111.19414),(36 112.926956),(37 112.94025),(38 112.76874),(39 114.9382),(40 120.06953),(41 120.04328),(42 120.4951),(43 121.06371),(44 121.06705),(45 121.06294),
(1 0.0009269606),(2 10.740351),(3 29.775272),(4 33.87572),(5 33.89104),(6 37.8502),(7 45.178818),(8 48.271408),(9 48.286594),(10 53.183754),(11 60.237923),(12 63.85964),(13 63.904835),(14 64.44331),(15 69.70007),(16 71.210976),(17 71.223236),(18 76.51251),(19 81.188774),(20 82.86984),(21 82.87328),(22 83.57683),(23 79.36162),(24 79.127045),(25 79.1219),(26 79.20433),(27 80.55042),(28 82.397995),(29 82.51136),(30 80.91061),(31 83.200584),(32 82.632195),(33 82.600945),(34 85.66325),(35 90.12319),(36 91.393425),(37 91.41551),(38 90.75564),(39 90.16491),(40 92.479866),(41 92.47856),(42 93.598076),(43 96.7761),(44 96.773254),(45 96.78333),
(1 0.00074472657),(2 7.5523777),(3 18.968725),(4 21.8562),(5 21.86322),(6 24.15461),(7 28.493925),(8 30.17626),(9 30.202854),(10 33.66976),(11 37.54628),(12 39.34467),(13 39.368214),(14 40.05733),(15 41.6839),(16 42.9129),(17 42.958702),(18 46.611538),(19 48.49584),(20 49.400494),(21 49.38473),(22 49.46571),(23 46.670536),(24 47.577396),(25 47.5664),(26 48.36458),(27 47.300156),(28 50.103306),(29 50.187088),(30 49.595375),(31 49.73243),(32 51.727398),(33 51.69512),(34 51.810966),(35 53.280884),(36 52.76541),(37 52.74802),(38 51.6958),(39 52.022766),(40 53.294556),(41 53.27477),(42 54.12096),(43 54.391838),(44 54.391987),(45 54.39142),
(1 0.00086669496),(2 6.8620915),(3 17.94779),(4 20.935535),(5 20.956404),(6 22.594091),(7 26.499681),(8 27.643267),(9 27.651676),(10 30.082283),(11 34.26538),(12 35.177296),(13 35.19761),(14 35.969036),(15 38.477043),(16 39.470932),(17 39.465477),(18 40.5361),(19 42.765873),(20 43.43935),(21 43.445618),(22 43.670612),(23 41.91447),(24 42.85259),(25 42.85059),(26 44.765022),(27 42.960464),(28 43.28506),(29 43.28507),(30 43.38219),(31 42.664356),(32 43.79575),(33 43.790142),(34 44.493313),(35 45.463425),(36 46.182613),(37 46.176773),(38 45.965164),(39 45.977787),(40 47.181473),(41 47.196346),(42 47.17514),(43 47.90818),(44 47.901905),(45 47.909252),
(1 0.0009043528),(2 6.3526673),(3 14.979447),(4 17.674187),(5 17.685188),(6 19.340437),(7 22.075373),(8 23.185905),(9 23.198467),(10 25.11588),(11 28.830061),(12 29.264303),(13 29.275087),(14 29.12393),(15 31.374506),(16 32.03556),(17 32.035175),(18 32.676296),(19 34.476254),(20 36.028286),(21 36.03507),(22 36.623512),(23 34.847084),(24 34.637856),(25 34.625397),(26 34.509617),(27 34.188747),(28 35.608658),(29 35.641205),(30 35.408962),(31 35.65831),(32 36.87354),(33 36.859856),(34 37.01311),(35 37.113266),(36 36.796577),(37 36.782463),(38 36.967804),(39 38.03498),(40 38.962),(41 38.958534),(42 38.23678),(43 38.62541),(44 38.62928),(45 38.626358),
(1 0.00084360957),(2 5.4805074),(3 12.840566),(4 14.756764),(5 14.779758),(6 16.282578),(7 19.057966),(8 19.395882),(9 19.405956),(10 21.156713),(11 24.071957),(12 24.092089),(13 24.102058),(14 24.766878),(15 25.671766),(16 25.777058),(17 25.783043),(18 26.131731),(19 28.119331),(20 28.517601),(21 28.515335),(22 29.135704),(23 28.878017),(24 28.843529),(25 28.843985),(26 28.805496),(27 28.591928),(28 29.481964),(29 29.483807),(30 29.310951),(31 29.228344),(32 29.906054),(33 29.906153),(34 30.073792),(35 29.48483),(36 30.440079),(37 30.448385),(38 29.640446),(39 29.266481),(40 30.134531),(41 30.14416),(42 29.441654),(43 30.196928),(44 30.19985),(45 30.197685),
(1 0.0007612114),(2 4.519513),(3 10.028661),(4 11.830483),(5 11.844355),(6 13.363819),(7 15.64887),(8 15.943397),(9 15.944251),(10 17.10644),(11 19.23433),(12 19.569931),(13 19.580416),(14 20.010515),(15 20.81892),(16 21.410877),(17 21.411121),(18 21.953707),(19 23.59593),(20 24.323986),(21 24.339373),(22 24.185575),(23 23.6591),(24 23.978657),(25 23.975163),(26 24.114912),(27 23.770992),(28 24.598976),(29 24.612886),(30 24.265734),(31 24.245968),(32 25.029333),(33 25.013756),(34 24.603247),(35 24.305613),(36 24.436405),(37 24.411528),(38 23.721764),(39 24.222967),(40 24.930016),(41 24.951124),(42 24.343866),(43 24.654085),(44 24.654882),(45 24.654934),
(1 0.00065462943),(2 3.4705048),(3 8.094758),(4 9.61374),(5 9.62053),(6 10.57891),(7 12.120702),(8 12.750206),(9 12.765036),(10 13.730531),(11 14.91009),(12 15.017433),(13 15.012772),(14 15.414188),(15 16.485157),(16 16.50352),(17 16.499695),(18 16.837788),(19 17.836592),(20 18.22674),(21 18.232529),(22 18.109922),(23 18.157413),(24 17.568665),(25 17.571842),(26 17.192474),(27 17.407536),(28 17.869804),(29 17.858446),(30 17.637669),(31 17.99538),(32 18.796719),(33 18.783434),(34 18.520645),(35 18.3965),(36 18.659498),(37 18.644728),(38 17.96425),(39 17.866964),(40 18.692205),(41 18.698465),(42 18.24878),(43 18.87218),(44 18.87233),(45 18.8716),
