1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 107269.69),(2 410109.97),(3 902885.5),(4 1589478.1),(5 2426667),(6 3428676),(7 4528522),(8 5759216),(9 7081850),(10 8470405),(11 9849441),(12 11277836),(13 12781989),(14 14275192),(15 15818300),(16 17444334),(17 19180058),(18 21098694),(19 23111714),(20 25331734),(21 27725626),(22 30125728),(23 32939794),(24 35535760),(25 38255184),(26 41058580),(27 43926604),(28 46943020),(29 49858332),(30 52804076),(31 55745956),(32 58928988),(33 62397724),(34 66152524),(35 70262710),(36 74726040),(37 79493790),(38 84833870),(39 90517976),(40 96586984),(41 102958400),(42 109521610),(43 116507000),(44 123374210),(45 130467350),(46 137344020),(47 144864660),(48 152764400),(49 160895250),(50 169163140),(51 177633200),(52 186123980),(53 195916430),(54 205167660),(55 214248770),(56 223563900),(57 232705200),(58 241504820),(59 250087250),(60 258113360),(61 267187970),(62 275994460),(63 284318500),(64 292488260),(65 300376800),(66 308118400),(67 316319330),(68 324946000),(69 333220100),(70 341684860),(71 350466020),(72 359314850),(73 366615300),(74 372763170),(75 379059870),(76 384811680),(77 389909760),(78 395019000),(79 400442020),
(1 101867),(2 392774.3),(3 870598.1),(4 1557413),(5 2415001.5),(6 3431380.8),(7 4628023),(8 6101322.5),(9 7727260),(10 9477726),(11 11407821),(12 13510944),(13 15747114),(14 18192348),(15 20811434),(16 23530348),(17 26303932),(18 29236198),(19 32305972),(20 35535164),(21 38812544),(22 42110390),(23 45529244),(24 48898600),(25 52295296),(26 55705484),(27 59168436),(28 62840570),(29 66209190),(30 69413340),(31 72513144),(32 75511510),(33 78721770),(34 81860180),(35 85111940),(36 88429620),(37 91703016),(38 95063850),(39 98654640),(40 102481740),(41 106242580),(42 109949144),(43 113819180),(44 117707820),(45 121725300),(46 125694104),(47 129554450),(48 133571816),(49 137438260),(50 141240930),(51 145121020),(52 148896930),(53 152919710),(54 156700690),(55 160100540),(56 164082240),(57 167827600),(58 171365760),(59 175017650),(60 178354740),(61 182094560),(62 185684320),(63 188849330),(64 191841950),(65 194394980),(66 196597400),(67 198782560),(68 200451680),(69 202210740),(70 203767090),(71 205102160),(72 206388270),(73 206951710),(74 206984400),(75 206762780),(76 206216320),(77 204876720),(78 203320620),(79 201262370),
(1 173985.2),(2 675052.5),(3 1519976.9),(4 2735261),(5 4247383.5),(6 6028678.5),(7 8085998.5),(8 10498113),(9 13133352),(10 15941736),(11 18909758),(12 22015694),(13 25294054),(14 28753520),(15 32412282),(16 36050292),(17 39705600),(18 43396612),(19 47154116),(20 50937870),(21 54666308),(22 58321812),(23 61798370),(24 65066572),(25 68011280),(26 70790040),(27 73361040),(28 75894870),(29 78139860),(30 80184504),(31 82121780),(32 83941930),(33 85870320),(34 87761610),(35 89460380),(36 90984870),(37 92346560),(38 93596936),(39 94828380),(40 96069464),(41 97122210),(42 98001080),(43 99076040),(44 100216744),(45 101553090),(46 102831620),(47 104122120),(48 105262570),(49 106349720),(50 107083140),(51 107732130),(52 108312424),(53 108957220),(54 109338776),(55 109445890),(56 109780480),(57 109880700),(58 109841960),(59 109862620),(60 109890520),(61 109876930),(62 109828504),(63 109689770),(64 109317096),(65 108640490),(66 107537850),(67 106269590),(68 105125944),(69 103903070),(70 102682730),(71 101401250),(72 100274750),(73 99192540),(74 98098940),(75 96861064),(76 95821464),(77 94707576),(78 93675620),(79 92730664),
(1 146223.4),(2 566392.94),(3 1252926),(4 2193330),(5 3332940.5),(6 4671102),(7 6206451),(8 7951322),(9 9820500),(10 11823861),(11 13959908),(12 16269314),(13 18699614),(14 21343080),(15 24123402),(16 27008550),(17 30064746),(18 33243680),(19 36477340),(20 39855372),(21 43300908),(22 46787960),(23 50263376),(24 53628124),(25 56981804),(26 60328940),(27 63756590),(28 67256940),(29 70819030),(30 74331190),(31 77762810),(32 81186904),(33 84676170),(34 88029030),(35 91243590),(36 94332536),(37 97297440),(38 100286620),(39 102993600),(40 105675336),(41 108022536),(42 110162910),(43 112447340),(44 114672740),(45 117062910),(46 119335420),(47 121569096),(48 123568800),(49 125345650),(50 127020900),(51 128516904),(52 130086110),(53 131733900),(54 133153096),(55 134501700),(56 136042240),(57 137414980),(58 138749060),(59 140177940),(60 141649260),(61 142954300),(62 144006910),(63 145158200),(64 146091250),(65 146869020),(66 147358290),(67 147684100),(68 148126860),(69 148264780),(70 148221470),(71 147844380),(72 147293380),(73 146511170),(74 145457860),(75 144217660),(76 142907710),(77 141469500),(78 140062980),(79 138730830),
(1 128990.62),(2 495907.2),(3 1096459.5),(4 1888600.9),(5 2843883.8),(6 3957990.5),(7 5225917.5),(8 6667035),(9 8216570),(10 9938817),(11 11813847),(12 13892719),(13 16094781),(14 18467230),(15 20907934),(16 23373074),(17 25921374),(18 28460698),(19 30994194),(20 33571940),(21 36140484),(22 38661716),(23 41209304),(24 43600664),(25 45869340),(26 48115612),(27 50330450),(28 52468732),(29 54611176),(30 56613990),(31 58492532),(32 60318948),(33 62137576),(34 63815144),(35 65370050),(36 66761424),(37 67988260),(38 69209900),(39 70270550),(40 71294136),(41 72234460),(42 73037320),(43 73947464),(44 74667110),(45 75452310),(46 76168456),(47 76859260),(48 77446890),(49 77980170),(50 78480504),(51 78948640),(52 79436510),(53 79935290),(54 80418680),(55 80905910),(56 81520350),(57 82117970),(58 82784984),(59 83416590),(60 84019970),(61 84498024),(62 84870810),(63 85192480),(64 85482744),(65 85748020),(66 85771270),(67 85714730),(68 85654584),(69 85518750),(70 85205020),(71 84763490),(72 84141660),(73 83266770),(74 82237110),(75 81057896),(76 79842010),(77 78368830),(78 76922824),(79 75559500),
(1 134292.08),(2 509219.75),(3 1098984.5),(4 1868612),(5 2797268.8),(6 3849066.5),(7 5034472.5),(8 6391359.5),(9 7829665.5),(10 9400891),(11 11119319),(12 12958710),(13 14890586),(14 16913696),(15 18949280),(16 20958008),(17 22945492),(18 24888780),(19 26809210),(20 28731500),(21 30626292),(22 32471116),(23 34325240),(24 36093110),(25 37733550),(26 39304908),(27 40729476),(28 42050870),(29 43219670),(30 44352948),(31 45335436),(32 46200588),(33 47024104),(34 47650220),(35 48176030),(36 48656264),(37 49079604),(38 49552830),(39 50019736),(40 50484584),(41 50860824),(42 51105000),(43 51382380),(44 51571824),(45 51674536),(46 51726336),(47 51742500),(48 51657016),(49 51591830),(50 51573708),(51 51456410),(52 51323972),(53 51188424),(54 50916332),(55 50555840),(56 50224460),(57 49857004),(58 49451972),(59 48958380),(60 48428670),(61 47798156),(62 47200644),(63 46597050),(64 46086780),(65 45456884),(66 44803540),(67 44117430),(68 43334776),(69 42550010),(70 41705080),(71 40803330),(72 39936084),(73 39072610),(74 38309830),(75 37625144),(76 37076910),(77 36587028),(78 36244692),(79 35830984),
(1 123872.24),(2 471044.53),(3 1013862.44),(4 1751571.3),(5 2678265.5),(6 3750210.5),(7 4962353),(8 6367228.5),(9 7877026),(10 9513796),(11 11269963),(12 13088021),(13 14929769),(14 16757089),(15 18587096),(16 20357974),(17 22105184),(18 23792054),(19 25471740),(20 27173002),(21 28828704),(22 30478282),(23 32062656),(24 33560300),(25 34845590),(26 36043876),(27 37063556),(28 37996772),(29 38771270),(30 39457770),(31 40071056),(32 40672524),(33 41267930),(34 41831212),(35 42346890),(36 42854532),(37 43299708),(38 43642930),(39 43880264),(40 44041984),(41 44020396),(42 43827000),(43 43691220),(44 43545852),(45 43369190),(46 43296384),(47 43274756),(48 43301852),(49 43287296),(50 43237500),(51 43191270),(52 43134204),(53 43117250),(54 42977540),(55 42745508),(56 42478140),(57 42140370),(58 41655000),(59 41173900),(60 40723096),(61 40314000),(62 40024028),(63 39807804),(64 39647896),(65 39419856),(66 39111124),(67 38747692),(68 38271816),(69 37740300),(70 37215080),(71 36710816),(72 36245012),(73 35773104),(74 35304724),(75 34879640),(76 34464596),(77 34040710),(78 33636064),(79 33309682),
(1 130218.23),(2 484090.7),(3 1022445.2),(4 1704885.5),(5 2509105),(6 3395577.3),(7 4336177),(8 5327085),(9 6341477.5),(10 7374819),(11 8457092),(12 9513929),(13 10559700),(14 11561502),(15 12490807),(16 13402749),(17 14281590),(18 15121356),(19 16002271),(20 16876614),(21 17755256),(22 18692900),(23 19671852),(24 20646900),(25 21615534),(26 22606632),(27 23694536),(28 24803926),(29 26048096),(30 27318818),(31 28643100),(32 30011946),(33 31365624),(34 32616738),(35 33761240),(36 34855316),(37 35817124),(38 36633800),(39 37202570),(40 37633530),(41 37947052),(42 38134036),(43 38283236),(44 38322640),(45 38293690),(46 38213690),(47 38089944),(48 37912788),(49 37646900),(50 37184616),(51 36653652),(52 35998268),(53 35240844),(54 34422290),(55 33564604),(56 32670762),(57 31711182),(58 30724158),(59 29730658),(60 28797832),(61 27947798),(62 27194858),(63 26521186),(64 25963246),(65 25531276),(66 25154616),(67 24825670),(68 24568230),(69 24284068),(70 24076246),(71 23941066),(72 23956216),(73 23993370),(74 24067064),(75 24173972),(76 24266126),(77 24359038),(78 24537492),(79 24756028),
(1 102759.484),(2 369978.34),(3 768718.7),(4 1265000.3),(5 1840588),(6 2484482.3),(7 3181646.5),(8 3913180.3),(9 4654385),(10 5414538.5),(11 6175152),(12 6929844.5),(13 7662523.5),(14 8366962),(15 9012488),(16 9648553),(17 10263881),(18 10864749),(19 11521933),(20 12215009),(21 12928819),(22 13636025),(23 14381587),(24 15135300),(25 15932162),(26 16766125),(27 17604972),(28 18485810),(29 19376480),(30 20270322),(31 21124204),(32 21924532),(33 22699868),(34 23394710),(35 23992854),(36 24493328),(37 24843208),(38 25143590),(39 25360798),(40 25527268),(41 25621742),(42 25608174),(43 25525842),(44 25428992),(45 25240076),(46 25049156),(47 24834330),(48 24618166),(49 24313218),(50 23908560),(51 23380308),(52 22777008),(53 22090876),(54 21334778),(55 20613104),(56 19912810),(57 19256692),(58 18687096),(59 18141296),(60 17701738),(61 17320942),(62 17031824),(63 16847534),(64 16720286),(65 16720599),(66 16842120),(67 17069090),(68 17431618),(69 17867952),(70 18473678),(71 19115974),(72 19801050),(73 20467360),(74 21096400),(75 21712604),(76 22316830),(77 22884502),(78 23470202),(79 24007914),
(1 99427.07),(2 360654.94),(3 755814.5),(4 1250818.8),(5 1810679.1),(6 2424655.3),(7 3076236.3),(8 3772190.8),(9 4476876.5),(10 5197971),(11 5958466),(12 6720253.5),(13 7500757.5),(14 8270946),(15 9038697),(16 9806828),(17 10568987),(18 11300977),(19 12049728),(20 12806905),(21 13543457),(22 14239133),(23 14889388),(24 15530197),(25 16148121),(26 16736828),(27 17248908),(28 17735784),(29 18239686),(30 18608654),(31 18897994),(32 19065946),(33 19139100),(34 19117834),(35 18987246),(36 18821014),(37 18583332),(38 18324064),(39 18014346),(40 17711086),(41 17462094),(42 17279876),(43 17182012),(44 17129848),(45 17119802),(46 17189006),(47 17379706),(48 17566750),(49 17835448),(50 18139476),(51 18470912),(52 18851658),(53 19247274),(54 19633898),(55 20043618),(56 20440252),(57 20836544),(58 21201454),(59 21497776),(60 21800664),(61 22090150),(62 22289742),(63 22456056),(64 22512408),(65 22561874),(66 22555232),(67 22514178),(68 22473814),(69 22427206),(70 22402354),(71 22384056),(72 22377840),(73 22338192),(74 22247864),(75 22153186),(76 22123456),(77 22142306),(78 22294650),(79 22452918),
(1 105096.195),(2 374298.56),(3 800485.5),(4 1357273.9),(5 2024220.3),(6 2775442.5),(7 3584458.8),(8 4461625),(9 5390615.5),(10 6342644),(11 7292410.5),(12 8242279.5),(13 9152296),(14 10012546),(15 10858776),(16 11659051),(17 12418584),(18 13112340),(19 13761611),(20 14389243),(21 14958268),(22 15476848),(23 15949715),(24 16372834),(25 16763445),(26 17122862),(27 17447164),(28 17762742),(29 18038804),(30 18268226),(31 18447530),(32 18562828),(33 18670448),(34 18760048),(35 18840896),(36 18927950),(37 19036052),(38 19149410),(39 19268926),(40 19395104),(41 19513004),(42 19579532),(43 19607900),(44 19618926),(45 19590596),(46 19473808),(47 19316718),(48 19099126),(49 18854776),(50 18563460),(51 18225476),(52 17922870),(53 17679130),(54 17472210),(55 17293202),(56 17200254),(57 17199020),(58 17275664),(59 17373988),(60 17503544),(61 17680692),(62 17902526),(63 18170204),(64 18410650),(65 18655164),(66 18892638),(67 19180126),(68 19448882),(69 19632456),(70 19770064),(71 19860082),(72 19929026),(73 19967362),(74 19953446),(75 19962000),(76 20051498),(77 20134256),(78 20196574),(79 20257680),
