1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 885781.7),(2 3376125),(3 7033898.5),(4 11461833),(5 16633061),(6 22878466),(7 29834240),(8 37113264),(9 44138610),(10 51326132),(11 58722336),(12 66049548),(13 73199096),(14 79767770),(15 86124424),(16 92250936),(17 98440060),(18 104214696),(19 109146530),(20 112969736),(21 115969384),(22 118584280),(23 121311300),(24 124713220),(25 129013220),(26 133179384),(27 137244720),(28 141033920),(29 144344770),(30 146759520),(31 148857150),(32 150299760),(33 150911950),(34 150468530),(35 148883700),(36 146703500),(37 143953490),(38 140859500),(39 137869840),(40 135391500),(41 133603130),(42 132581224),(43 131955580),(44 131621656),(45 131691240),(46 131949336),(47 132590810),(48 133794280),(49 135799700),(50 138435340),(51 141628800),(52 144179250),(53 146647280),(54 148835840),(55 150895600),(56 152570160),(57 154746030),(58 157625380),(59 160709460),(60 164109580),(61 168033340),(62 172499570),(63 176714050),(64 180175980),(65 183228850),(66 186170830),(67 189089170),(68 191440690),(69 193839660),(70 195752300),(71 197928620),(72 200025780),(73 202347340),(74 204269520),(75 206274480),(76 209014700),(77 212354610),(78 215872770),(79 218814740),
(1 42.446266),(2 50.93573),(3 56.917458),(4 62.991554),(5 69.43506),(6 74.96348),(7 80.02431),(8 83.66226),(9 87.8183),(10 90.84605),(11 93.30801),(12 96.343376),(13 98.04195),(14 100.819786),(15 101.42364),(16 103.573166),(17 104.21374),(18 105.47675),(19 104.508286),(20 104.71753),(21 104.12633),(22 104.40799),(23 104.97653),(24 104.36139),(25 105.13812),(26 105.210724),(27 104.29318),(28 104.359566),(29 104.147095),(30 103.0297),(31 103.094124),(32 101.53754),(33 101.64879),(34 101.48095),(35 101.28949),(36 100.331314),(37 100.2717),(38 100.344826),(39 100.454),(40 101.47221),(41 101.7823),(42 101.885475),(43 102.213875),(44 102.58652),(45 102.48677),(46 102.85689),(47 103.171),(48 103.42651),(49 103.84463),(50 105.03903),(51 105.913605),(52 105.8313),(53 105.458824),(54 107.6241),(55 105.86589),(56 103.449066),(57 102.43141),(58 101.09006),(59 101.12163),(60 98.88912),(61 98.32382),(62 97.868965),(63 97.80584),(64 98.72113),(65 99.535286),(66 98.275734),(67 98.544395),(68 97.90847),(69 97.99131),(70 98.20825),(71 98.49305),(72 97.94429),(73 97.52777),(74 98.29883),(75 97.58501),(76 97.8428),(77 98.809685),(78 101.02905),(79 102.210014),
(1 43.357155),(2 51.80441),(3 59.638435),(4 65.93677),(5 70.8186),(6 76.15316),(7 81.010414),(8 84.892555),(9 88.26181),(10 92.20836),(11 94.93065),(12 98.87306),(13 100.2086),(14 101.816),(15 104.01893),(16 104.371796),(17 106.67942),(18 106.203),(19 106.05079),(20 105.768265),(21 106.77498),(22 106.89949),(23 107.58368),(24 108.56394),(25 108.40238),(26 108.80646),(27 109.28166),(28 109.07372),(29 109.82245),(30 108.46178),(31 108.30988),(32 108.46468),(33 107.49324),(34 107.14369),(35 106.80993),(36 107.04916),(37 106.69882),(38 106.99792),(39 106.80261),(40 107.13489),(41 106.64342),(42 107.013695),(43 107.45381),(44 106.819916),(45 107.58364),(46 107.03206),(47 106.952385),(48 106.979164),(49 108.33799),(50 109.20558),(51 109.67644),(52 108.857765),(53 108.70383),(54 109.078255),(55 108.804535),(56 108.073814),(57 106.98756),(58 105.88377),(59 105.244484),(60 103.23609),(61 103.1863),(62 102.340485),(63 101.42403),(64 101.82543),(65 102.183846),(66 101.6908),(67 100.750885),(68 100.094185),(69 101.77849),(70 100.46322),(71 101.251526),(72 100.22666),(73 101.30347),(74 101.362785),(75 100.85281),(76 100.78668),(77 101.16073),(78 102.279655),(79 103.07029),
(1 42.454617),(2 51.26694),(3 57.3404),(4 63.37905),(5 69.82447),(6 74.84422),(7 79.95218),(8 83.68482),(9 87.176414),(10 91.20235),(11 94.74949),(12 97.01806),(13 100.020134),(14 102.486984),(15 104.27154),(16 106.13903),(17 107.15665),(18 108.24487),(19 107.89311),(20 108.04897),(21 108.594666),(22 109.64131),(23 109.396385),(24 109.28469),(25 109.78141),(26 111.069786),(27 109.36256),(28 110.034744),(29 110.21435),(30 109.92409),(31 110.011086),(32 108.961586),(33 108.14068),(34 107.93908),(35 107.71516),(36 107.75429),(37 107.41657),(38 107.58168),(39 106.97377),(40 106.51205),(41 105.47046),(42 105.44358),(43 105.17694),(44 105.543564),(45 105.489204),(46 105.315384),(47 105.45931),(48 106.525375),(49 107.07851),(50 109.04178),(51 108.92449),(52 108.44515),(53 108.539),(54 108.69876),(55 108.99147),(56 108.05296),(57 106.5545),(58 105.23162),(59 104.535614),(60 103.27499),(61 103.21858),(62 102.79143),(63 101.68005),(64 102.42344),(65 102.12597),(66 102.43841),(67 102.101395),(68 101.905846),(69 101.25058),(70 101.9582),(71 101.6884),(72 101.34682),(73 100.925766),(74 101.89249),(75 102.08306),(76 103.342865),(77 103.66249),(78 104.472305),(79 104.52924),
(1 42.227764),(2 51.047153),(3 56.858704),(4 62.687843),(5 68.81238),(6 74.23838),(7 78.2667),(8 82.37095),(9 85.63691),(10 88.75076),(11 91.45379),(12 94.34049),(13 96.34464),(14 99.50044),(15 100.02648),(16 100.52265),(17 102.46354),(18 103.161835),(19 102.78096),(20 102.99677),(21 103.066216),(22 103.48168),(23 104.21418),(24 105.3969),(25 105.2312),(26 105.39281),(27 104.29342),(28 104.56673),(29 104.49701),(30 103.24035),(31 103.65877),(32 102.87021),(33 102.74223),(34 102.77102),(35 102.9839),(36 102.16184),(37 101.61638),(38 102.053085),(39 101.710526),(40 102.319214),(41 102.01636),(42 102.86836),(43 103.06227),(44 102.77189),(45 102.873985),(46 102.35161),(47 103.08069),(48 102.80404),(49 104.446304),(50 104.64848),(51 105.653755),(52 104.77249),(53 105.81727),(54 105.74594),(55 105.26714),(56 103.45244),(57 102.57983),(58 102.21619),(59 101.28804),(60 99.894745),(61 98.4997),(62 98.26492),(63 97.675316),(64 97.01059),(65 97.83083),(66 98.31588),(67 97.430466),(68 97.12021),(69 97.550606),(70 97.59808),(71 96.68152),(72 97.69665),(73 97.38253),(74 98.45525),(75 98.48227),(76 99.314186),(77 100.45372),(78 101.29307),(79 101.94581),
(1 42.43086),(2 51.517292),(3 57.4926),(4 63.82898),(5 68.4586),(6 74.29192),(7 79.0139),(8 82.39024),(9 86.33954),(10 89.47143),(11 91.946106),(12 94.47922),(13 96.31314),(14 98.19954),(15 100.21506),(16 101.42575),(17 102.402565),(18 102.58335),(19 102.26274),(20 102.77859),(21 102.432365),(22 103.85368),(23 104.5881),(24 104.92861),(25 105.36719),(26 105.67314),(27 104.58985),(28 104.361496),(29 104.539505),(30 104.461754),(31 104.07214),(32 103.09886),(33 103.0715),(34 103.587456),(35 102.77643),(36 102.78873),(37 102.95111),(38 103.59022),(39 102.9463),(40 103.39379),(41 102.79046),(42 102.8216),(43 102.87972),(44 103.31461),(45 103.34395),(46 103.56),(47 104.11616),(48 105.59785),(49 107.53894),(50 107.4882),(51 105.89111),(52 105.37318),(53 106.91295),(54 106.21416),(55 105.41577),(56 103.95705),(57 102.21106),(58 101.76888),(59 100.33458),(60 99.249435),(61 98.80642),(62 97.912674),(63 98.043625),(64 97.54735),(65 98.490974),(66 98.13206),(67 96.80752),(68 96.43242),(69 97.06103),(70 96.631454),(71 96.87467),(72 96.69332),(73 97.02819),(74 97.50091),(75 96.900505),(76 98.133255),(77 98.35497),(78 100.32365),(79 100.99035),
(1 41.955624),(2 51.023396),(3 57.232597),(4 64.08813),(5 69.7594),(6 75.73502),(7 80.01941),(8 84.08614),(9 87.979225),(10 91.72705),(11 94.63678),(12 97.6135),(13 100.35342),(14 104.19427),(15 105.029),(16 107.07825),(17 109.55451),(18 110.09651),(19 110.12506),(20 109.134544),(21 109.327156),(22 109.700905),(23 111.22745),(24 110.41266),(25 110.64311),(26 110.71446),(27 109.835205),(28 110.230064),(29 111.24503),(30 111.13994),(31 111.171814),(32 110.015785),(33 108.88271),(34 108.83246),(35 108.165665),(36 107.563),(37 107.43961),(38 107.60973),(39 106.61232),(40 107.04779),(41 105.932396),(42 105.31517),(43 105.825905),(44 105.96159),(45 105.856285),(46 106.22721),(47 105.84194),(48 106.64402),(49 106.06723),(50 106.70841),(51 106.747055),(52 107.13984),(53 107.377716),(54 108.003944),(55 107.10123),(56 106.28434),(57 105.38848),(58 104.62698),(59 102.83241),(60 101.74818),(61 102.07008),(62 101.00549),(63 100.723015),(64 100.0463),(65 101.03695),(66 100.617424),(67 100.15568),(68 98.85046),(69 99.45393),(70 99.253716),(71 98.65644),(72 98.86515),(73 100.00954),(74 99.90528),(75 99.0716),(76 100.87931),(77 101.36787),(78 103.58565),(79 103.164764),
(1 42.97674),(2 51.608063),(3 58.203125),(4 65.480415),(5 71.238014),(6 76.4662),(7 81.09249),(8 85.827225),(9 88.146385),(10 91.61736),(11 94.758095),(12 96.998344),(13 99.02933),(14 101.12723),(15 102.20295),(16 103.8758),(17 105.07447),(18 105.852135),(19 105.8452),(20 106.74484),(21 105.81323),(22 105.457954),(23 107.20485),(24 107.168076),(25 107.29532),(26 107.56937),(27 106.56248),(28 107.027176),(29 106.93229),(30 105.61153),(31 105.539856),(32 104.50046),(33 104.44536),(34 103.85955),(35 103.4084),(36 103.47827),(37 102.09259),(38 102.59352),(39 101.2786),(40 101.58611),(41 101.34398),(42 101.562874),(43 101.26192),(44 101.96893),(45 101.5612),(46 102.92015),(47 103.315926),(48 104.69784),(49 105.63142),(50 106.32091),(51 106.85364),(52 106.14529),(53 106.422005),(54 105.33093),(55 105.52042),(56 104.55221),(57 103.716965),(58 102.33679),(59 101.48032),(60 100.77236),(61 99.19048),(62 98.75499),(63 98.593994),(64 98.723656),(65 99.57608),(66 99.785934),(67 98.722885),(68 98.51725),(69 98.98535),(70 98.912254),(71 98.74585),(72 98.98905),(73 99.47796),(74 99.5472),(75 99.35767),(76 101.08558),(77 101.683525),(78 102.61462),(79 103.75595),
(1 41.34902),(2 50.413),(3 56.64436),(4 62.514435),(5 67.53943),(6 72.62913),(7 76.0376),(8 79.38741),(9 83.4525),(10 86.030075),(11 88.86562),(12 90.89862),(13 93.801575),(14 95.76735),(15 97.35716),(16 98.97927),(17 101.06264),(18 101.237404),(19 101.0225),(20 101.253),(21 101.09332),(22 102.1436),(23 103.036545),(24 101.658875),(25 102.81328),(26 103.53587),(27 101.95557),(28 102.475365),(29 101.390274),(30 101.81295),(31 100.759926),(32 99.773056),(33 99.97161),(34 100.21397),(35 99.579025),(36 99.659515),(37 99.731186),(38 99.9252),(39 99.73652),(40 100.502686),(41 99.92399),(42 100.04141),(43 100.63281),(44 100.995026),(45 101.294876),(46 101.97976),(47 102.417274),(48 102.99814),(49 104.35283),(50 104.69809),(51 104.614624),(52 104.89184),(53 105.07824),(54 104.872154),(55 104.18188),(56 102.22205),(57 100.413666),(58 99.267006),(59 98.09866),(60 96.50898),(61 95.60627),(62 95.345695),(63 94.057846),(64 94.14),(65 94.5087),(66 95.13408),(67 94.24348),(68 93.70283),(69 94.26722),(70 93.35184),(71 93.97124),(72 94.430824),(73 94.627975),(74 94.9179),(75 94.68258),(76 96.0556),(77 97.3209),(78 96.77027),(79 97.23667),
(1 42.9672),(2 50.82877),(3 58.089672),(4 65.41968),(5 70.92762),(6 76.087944),(7 81.47574),(8 85.10708),(9 89.64083),(10 93.35734),(11 96.55892),(12 99.631805),(13 102.67507),(14 105.354195),(15 107.30503),(16 108.68822),(17 109.986725),(18 111.05183),(19 110.55423),(20 109.87283),(21 109.95751),(22 110.20831),(23 111.23285),(24 111.33142),(25 111.98403),(26 111.87975),(27 111.653854),(28 111.4151),(29 111.46693),(30 111.078415),(31 110.5195),(32 109.547165),(33 109.18889),(34 110.09767),(35 109.19485),(36 108.55707),(37 108.22341),(38 108.60716),(39 106.84411),(40 107.10901),(41 106.92002),(42 106.46311),(43 106.51031),(44 106.12245),(45 105.62951),(46 104.95366),(47 105.42737),(48 106.97976),(49 107.151886),(50 106.9201),(51 108.503654),(52 108.83004),(53 109.18196),(54 109.46551),(55 108.33273),(56 106.94511),(57 104.81859),(58 103.72001),(59 102.85764),(60 101.76126),(61 100.450806),(62 100.32823),(63 98.81929),(64 98.92575),(65 100.07024),(66 99.76508),(67 98.49603),(68 98.479706),(69 98.304565),(70 98.160255),(71 98.38005),(72 98.41876),(73 98.35698),(74 99.04027),(75 100.018105),(76 99.66832),(77 101.29112),(78 102.49444),(79 103.899315),
(1 42.449368),(2 50.10351),(3 56.461487),(4 63.154285),(5 68.13752),(6 73.644),(7 77.42524),(8 81.49022),(9 86.3247),(10 89.83004),(11 91.62985),(12 94.420525),(13 96.867004),(14 99.3929),(15 100.33851),(16 102.37408),(17 102.202805),(18 102.64063),(19 102.27256),(20 102.657875),(21 103.086876),(22 103.432396),(23 103.89679),(24 103.531204),(25 104.61752),(26 105.35457),(27 104.71759),(28 104.21652),(29 104.00077),(30 102.77582),(31 102.40435),(32 101.61551),(33 100.6867),(34 101.48956),(35 101.564995),(36 101.82584),(37 101.158226),(38 102.199585),(39 101.878265),(40 102.150185),(41 101.649345),(42 101.098854),(43 100.80754),(44 100.515205),(45 100.445404),(46 100.331985),(47 99.88885),(48 101.359245),(49 101.88731),(50 102.50719),(51 102.68863),(52 103.36672),(53 103.43024),(54 103.09394),(55 102.66462),(56 101.62432),(57 100.57965),(58 100.04773),(59 98.77522),(60 97.88574),(61 97.443665),(62 96.932175),(63 96.02758),(64 95.58892),(65 96.626236),(66 96.22757),(67 95.87927),(68 95.48412),(69 95.31143),(70 95.399185),(71 95.45723),(72 95.90643),(73 96.031296),(74 96.699005),(75 96.52866),(76 97.24947),(77 98.085655),(78 100.25827),(79 101.03074),
(1 41.97548),(2 50.236393),(3 56.435337),(4 62.35865),(5 68.263695),(6 73.38278),(7 77.91202),(8 81.47155),(9 86.005875),(10 88.771194),(11 91.35281),(12 93.84246),(13 96.05215),(14 98.0682),(15 99.71528),(16 101.04016),(17 101.8371),(18 102.10965),(19 101.68415),(20 101.71647),(21 101.956505),(22 102.15181),(23 102.939766),(24 102.8217),(25 103.46627),(26 102.84108),(27 102.86826),(28 102.51061),(29 103.09163),(30 102.24013),(31 102.725365),(32 100.778435),(33 100.64534),(34 99.667465),(35 99.80631),(36 100.007324),(37 100.49392),(38 100.40013),(39 99.72009),(40 99.62431),(41 99.5199),(42 99.80091),(43 100.880646),(44 100.90055),(45 100.75465),(46 101.02256),(47 102.11606),(48 102.73812),(49 103.02293),(50 103.39371),(51 103.00569),(52 102.83743),(53 102.52085),(54 102.30742),(55 100.65122),(56 99.05523),(57 97.92219),(58 97.522156),(59 96.173836),(60 95.18686),(61 94.55276),(62 94.6874),(63 94.07612),(64 94.17672),(65 94.86184),(66 95.38247),(67 94.34999),(68 94.54513),(69 94.48092),(70 94.589096),(71 94.39975),(72 94.59843),(73 94.713524),(74 96.89215),(75 96.57522),(76 96.49044),(77 97.06894),(78 98.61026),(79 98.24804),
(1 41.78622),(2 50.023705),(3 56.661797),(4 63.082928),(5 68.75591),(6 74.029945),(7 78.62991),(8 82.59746),(9 86.73817),(10 90.66674),(11 93.395836),(12 96.29743),(13 98.62615),(14 101.35459),(15 103.49842),(16 106.10355),(17 107.53278),(18 108.46404),(19 108.350975),(20 108.71583),(21 109.23203),(22 109.210205),(23 110.1439),(24 111.34341),(25 111.17388),(26 111.12087),(27 110.6051),(28 110.70564),(29 111.00563),(30 110.18557),(31 108.372444),(32 108.17816),(33 107.772934),(34 107.90372),(35 107.75878),(36 107.14106),(37 106.56836),(38 106.340805),(39 105.049),(40 105.485214),(41 104.24974),(42 103.508484),(43 104.38416),(44 105.20514),(45 104.06432),(46 104.09401),(47 104.99111),(48 106.15764),(49 106.79564),(50 106.99906),(51 106.82388),(52 106.498474),(53 106.24976),(54 106.60889),(55 106.83357),(56 105.78686),(57 104.5371),(58 102.84525),(59 102.47855),(60 100.87839),(61 99.96617),(62 99.350784),(63 99.03633),(64 97.92021),(65 99.05928),(66 99.40211),(67 98.10817),(68 97.73508),(69 97.6205),(70 97.670456),(71 98.296036),(72 98.45608),(73 98.558655),(74 100.55228),(75 99.686005),(76 100.35215),(77 100.5607),(78 102.09796),(79 103.03568),
(1 40.348835),(2 48.04366),(3 54.983765),(4 61.46921),(5 67.40585),(6 71.78144),(7 76.896126),(8 80.73669),(9 84.3965),(10 88.06044),(11 91.381004),(12 92.93369),(13 94.521904),(14 96.56242),(15 98.28124),(16 99.32045),(17 100.98145),(18 101.2503),(19 101.0574),(20 100.7009),(21 101.28903),(22 101.521355),(23 101.373535),(24 100.779976),(25 101.37769),(26 102.7069),(27 101.7188),(28 101.803375),(29 101.31854),(30 100.86878),(31 100.69801),(32 99.06175),(33 98.44251),(34 98.72052),(35 98.99388),(36 98.835236),(37 98.90628),(38 98.75311),(39 98.10487),(40 98.9124),(41 99.363625),(42 99.09959),(43 99.062645),(44 98.589615),(45 98.56406),(46 98.26),(47 99.21152),(48 99.152),(49 100.36706),(50 100.65864),(51 99.9252),(52 99.64608),(53 100.976),(54 100.625496),(55 100.3592),(56 98.89425),(57 97.89207),(58 97.22364),(59 95.86682),(60 95.4343),(61 94.28258),(62 94.17463),(63 93.976944),(64 93.41154),(65 93.77994),(66 94.75333),(67 93.664314),(68 93.629745),(69 94.25836),(70 94.12413),(71 94.05981),(72 94.42302),(73 94.763115),(74 94.789734),(75 94.65092),(76 95.6645),(77 96.444374),(78 97.84312),(79 97.92913),
(1 42.461346),(2 50.813114),(3 57.725246),(4 64.52059),(5 70.567),(6 75.67745),(7 78.97088),(8 82.04621),(9 86.65831),(10 88.96903),(11 92.29513),(12 94.92433),(13 96.63546),(14 99.39198),(15 100.51461),(16 101.81566),(17 102.84846),(18 103.497345),(19 103.200516),(20 102.87159),(21 102.8231),(22 103.720215),(23 104.927895),(24 104.69156),(25 105.27959),(26 106.55677),(27 105.106674),(28 105.64831),(29 106.07495),(30 104.80183),(31 104.27003),(32 103.59011),(33 103.2731),(34 103.024536),(35 103.20914),(36 103.554214),(37 103.447014),(38 102.91602),(39 102.726715),(40 102.61145),(41 102.84907),(42 102.59955),(43 102.56122),(44 103.09523),(45 103.488365),(46 103.45722),(47 103.887),(48 104.47205),(49 105.65705),(50 105.88956),(51 106.00537),(52 105.95388),(53 105.97559),(54 105.865395),(55 104.94335),(56 103.847595),(57 101.40795),(58 100.18963),(59 99.3764),(60 97.81985),(61 97.64233),(62 97.582),(63 96.97993),(64 96.89712),(65 97.685524),(66 96.9135),(67 96.76657),(68 95.749435),(69 96.77169),(70 96.542656),(71 96.91744),(72 97.27402),(73 97.66188),(74 97.923904),(75 97.63904),(76 98.057945),(77 100.20977),(78 101.75506),(79 101.94044),
(1 41.22121),(2 49.602985),(3 56.294193),(4 62.58743),(5 68.6771),(6 73.805435),(7 78.05531),(8 81.69147),(9 84.98961),(10 88.878456),(11 90.57358),(12 94.872444),(13 97.58972),(14 99.6105),(15 100.85597),(16 103.88772),(17 104.82024),(18 104.53327),(19 105.17289),(20 105.16734),(21 105.49347),(22 106.48893),(23 107.43476),(24 106.99843),(25 107.74542),(26 108.07574),(27 107.904655),(28 108.46113),(29 108.49756),(30 108.741806),(31 107.951614),(32 107.39701),(33 106.439026),(34 106.70285),(35 105.87662),(36 106.78413),(37 106.17946),(38 105.49255),(39 104.326454),(40 105.64335),(41 105.18727),(42 104.97374),(43 104.31726),(44 104.59964),(45 103.944244),(46 103.401665),(47 102.89904),(48 102.81996),(49 103.47133),(50 104.386),(51 104.8736),(52 105.26374),(53 104.288605),(54 104.42044),(55 103.3017),(56 103.3236),(57 102.26102),(58 100.711075),(59 100.138405),(60 98.97258),(61 98.41),(62 98.423294),(63 97.25899),(64 98.22546),(65 97.473816),(66 98.31618),(67 97.51121),(68 97.07091),(69 97.14165),(70 97.70055),(71 97.46186),(72 96.959206),(73 97.410904),(74 97.86499),(75 97.658005),(76 97.821846),(77 98.85164),(78 100.54482),(79 100.47044),
(1 40.713825),(2 49.19257),(3 55.832386),(4 62.164337),(5 67.89976),(6 73.773125),(7 77.84362),(8 81.29038),(9 85.4537),(10 88.61336),(11 90.66719),(12 93.234215),(13 94.499016),(14 97.56317),(15 99.043785),(16 99.27037),(17 100.7185),(18 101.16511),(19 100.38605),(20 100.70475),(21 100.793205),(22 101.11818),(23 102.07124),(24 102.05924),(25 102.49313),(26 103.650986),(27 102.87102),(28 102.54597),(29 102.7125),(30 102.69666),(31 101.42076),(32 100.66924),(33 99.32442),(34 98.70553),(35 98.806946),(36 98.269455),(37 98.37531),(38 99.29056),(39 98.669556),(40 98.8686),(41 99.43535),(42 98.13726),(43 98.34353),(44 99.156654),(45 99.069786),(46 99.35578),(47 99.32617),(48 100.33629),(49 100.817276),(50 101.48206),(51 101.79182),(52 101.4975),(53 102.13856),(54 101.96311),(55 101.40551),(56 99.91901),(57 98.98452),(58 98.51228),(59 97.64559),(60 96.70829),(61 95.87679),(62 95.731),(63 95.30419),(64 95.758224),(65 95.59286),(66 95.7921),(67 94.601585),(68 94.667595),(69 95.51623),(70 94.31788),(71 95.53805),(72 95.61258),(73 95.59466),(74 96.68096),(75 96.670586),(76 97.96082),(77 98.51297),(78 99.25839),(79 98.030495),
(1 40.487118),(2 49.164307),(3 55.141666),(4 61.93075),(5 67.15541),(6 72.522736),(7 76.10361),(8 79.423355),(9 82.13885),(10 85.991104),(11 88.53796),(12 90.17562),(13 92.04367),(14 95.20031),(15 96.39549),(16 98.64053),(17 99.05685),(18 99.34997),(19 98.60307),(20 99.24739),(21 99.276184),(22 98.7964),(23 99.78276),(24 100.12017),(25 99.81732),(26 100.07858),(27 98.969315),(28 98.77617),(29 99.94178),(30 99.716896),(31 99.73242),(32 98.6012),(33 98.1361),(34 98.6735),(35 98.31355),(36 98.27111),(37 98.54845),(38 98.94461),(39 98.23559),(40 97.88392),(41 98.300995),(42 98.23616),(43 99.54546),(44 99.497536),(45 100.60566),(46 101.21877),(47 100.861755),(48 102.0698),(49 103.05029),(50 103.094345),(51 103.70582),(52 104.29659),(53 103.65307),(54 103.10785),(55 101.864716),(56 101.26865),(57 99.638626),(58 97.39585),(59 96.35683),(60 94.33647),(61 94.927246),(62 94.15503),(63 93.461815),(64 94.01191),(65 94.71975),(66 93.786156),(67 93.05122),(68 92.796165),(69 92.7398),(70 92.785904),(71 93.24773),(72 92.76646),(73 93.83072),(74 93.81131),(75 93.79894),(76 93.98435),(77 94.12424),(78 94.95284),(79 95.502846),
(1 40.263096),(2 48.450813),(3 55.11613),(4 61.88588),(5 67.383896),(6 72.56202),(7 76.924225),(8 80.754395),(9 85.444695),(10 89.919106),(11 91.98391),(12 94.951126),(13 97.32134),(14 100.23632),(15 101.97868),(16 102.51855),(17 103.82422),(18 105.311195),(19 105.19548),(20 105.7686),(21 105.43321),(22 106.15572),(23 106.44133),(24 107.02365),(25 107.27469),(26 107.57553),(27 106.68995),(28 106.60776),(29 107.54141),(30 106.95717),(31 106.7644),(32 105.56214),(33 105.19109),(34 104.713875),(35 104.691185),(36 104.29253),(37 104.21541),(38 103.59386),(39 103.017876),(40 102.606476),(41 102.70867),(42 101.57508),(43 101.047775),(44 100.755585),(45 100.276146),(46 100.441574),(47 100.47216),(48 101.49416),(49 102.31127),(50 102.63208),(51 102.85108),(52 104.01464),(53 103.73755),(54 103.96219),(55 103.50093),(56 101.36822),(57 100.1447),(58 99.31184),(59 98.64623),(60 97.64554),(61 96.04419),(62 95.565254),(63 94.917404),(64 94.8117),(65 96.0146),(66 95.82537),(67 94.94783),(68 94.535835),(69 94.63926),(70 94.61247),(71 93.44598),(72 94.76128),(73 95.40439),(74 95.831184),(75 96.58956),(76 97.1166),(77 97.04638),(78 98.5707),(79 98.66523),
