1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80680.02),(2 265613.1),(3 559391.7),(4 934469.8),(5 1363246.6),(6 1809229),(7 2326638.3),(8 2906831),(9 3529492.8),(10 4262826.5),(11 5058085.5),(12 5869247.5),(13 6731688.5),(14 7633114.5),(15 8377838.5),(16 9209313),(17 10085229),(18 10970784),(19 11864137),(20 12781965),(21 13636429),(22 14487453),(23 15313467),(24 16021315),(25 16768757),(26 17550296),(27 18231382),(28 18911842),(29 19577758),(30 20119554),(31 20565690),(32 20986218),(33 21352976),(34 21750172),(35 22188162),(36 22702464),(37 23298962),(38 23973454),(39 24616542),(40 25236736),(41 25883230),(42 26492376),(43 27137986),(44 27857568),(45 28681472),(46 29575734),(47 30396304),(48 31210730),(49 31895128),(50 32404330),(51 32894294),(52 33421666),(53 33964932),(54 34504944),(55 35024732),(56 35488216),(57 36114340),(58 36916148),(59 37719460),(60 38556984),(61 39498970),(62 40478670),(63 41568170),(64 42684340),(65 43819836),(66 44973588),(67 46140692),(68 47346124),(69 48530836),(70 49883572),(71 51203612),(72 52598336),(73 54012110),(74 55450720),(75 56882988),(76 58390944),(77 60098196),(78 61861250),(79 63384110),
(1 1103.2366),(2 1431.4296),(3 1606.1548),(4 1729.7444),(5 1779.1273),(6 1866.4188),(7 1942.9718),(8 1983.8136),(9 2032.7174),(10 2088.2583),(11 2138.2705),(12 2163.3752),(13 2180.2593),(14 2230.5447),(15 2270.5107),(16 2284.291),(17 2310.2239),(18 2348.719),(19 2384.1592),(20 2392.9736),(21 2407.756),(22 2443.7522),(23 2426.8354),(24 2447.5652),(25 2452.7468),(26 2478.1282),(27 2500.5527),(28 2494.5002),(29 2483.9124),(30 2487.0457),(31 2501.081),(32 2502.4072),(33 2515.5022),(34 2488.1064),(35 2486.1665),(36 2476.384),(37 2465.7368),(38 2465.6655),(39 2445.5337),(40 2438.7478),(41 2446.2324),(42 2449.62),(43 2481.029),(44 2486.7554),(45 2492.82),(46 2465.1125),(47 2478.699),(48 2470.8362),(49 2457.4517),(50 2430.7056),(51 2433.0798),(52 2466.8708),(53 2459.5825),(54 2442.9553),(55 2437.8188),(56 2440.0127),(57 2450.2104),(58 2451.56),(59 2462.7065),(60 2454.1575),(61 2451.2444),(62 2443.7715),(63 2429.7432),(64 2421.5193),(65 2411.496),(66 2381.236),(67 2349.1396),(68 2340.3179),(69 2339.8726),(70 2322.2935),(71 2319.489),(72 2306.8818),(73 2330.39),(74 2334.6309),(75 2353.0374),(76 2356.8823),(77 2386.5955),(78 2400.6133),(79 2424.1328),
(1 1109.0887),(2 1411.4166),(3 1608.9355),(4 1721.6497),(5 1765.722),(6 1849.5978),(7 1901.8407),(8 1944.0991),(9 2003.9655),(10 2047.3953),(11 2092.0154),(12 2134.6196),(13 2153.4412),(14 2195.9941),(15 2265.0398),(16 2283.9788),(17 2330.1277),(18 2359.4814),(19 2369.9165),(20 2361.2256),(21 2416.0989),(22 2446.7205),(23 2446.793),(24 2484.3782),(25 2486.0667),(26 2452.441),(27 2467.5586),(28 2470.978),(29 2490.9202),(30 2482.772),(31 2510.5447),(32 2497.5046),(33 2488.9321),(34 2469.2725),(35 2456.8838),(36 2436.578),(37 2444.1733),(38 2446.763),(39 2457.7761),(40 2448.9133),(41 2423.286),(42 2408.5225),(43 2406.5352),(44 2406.5452),(45 2390.266),(46 2382.2617),(47 2387.1191),(48 2378.249),(49 2381.5896),(50 2385.811),(51 2383.7712),(52 2424.6638),(53 2415.062),(54 2392.6462),(55 2407.7603),(56 2370.9858),(57 2384.929),(58 2362.5647),(59 2361.2522),(60 2350.447),(61 2369.9006),(62 2368.2227),(63 2357.9165),(64 2330.2014),(65 2311.606),(66 2268.87),(67 2258.897),(68 2245.7844),(69 2269.8135),(70 2263.6216),(71 2225.8916),(72 2233.437),(73 2240.2405),(74 2249.0364),(75 2279.8323),(76 2251.9114),(77 2308.3223),(78 2310.633),(79 2336.1116),
(1 1102.677),(2 1415.1602),(3 1600.1089),(4 1725.4702),(5 1797.5688),(6 1868.7891),(7 1916.467),(8 1957.7267),(9 2007.5114),(10 2069.728),(11 2131.2664),(12 2169.589),(13 2180.8193),(14 2209.786),(15 2266.2837),(16 2276.77),(17 2335.8433),(18 2368.0857),(19 2373.805),(20 2361.8643),(21 2397.1096),(22 2410.1099),(23 2408.0042),(24 2443.518),(25 2405.5457),(26 2389.0713),(27 2386.1052),(28 2395.5925),(29 2438.8098),(30 2469.4036),(31 2471.4097),(32 2454.7854),(33 2483.6843),(34 2452.4304),(35 2438.953),(36 2445.4443),(37 2441.0134),(38 2452.09),(39 2429.0522),(40 2454.0283),(41 2461.8525),(42 2424.5615),(43 2432.7334),(44 2414.1729),(45 2407.8425),(46 2423.792),(47 2416.815),(48 2418.4805),(49 2445.48),(50 2426.7224),(51 2411.6213),(52 2451.0347),(53 2436.7302),(54 2441.0337),(55 2427.567),(56 2432.3894),(57 2476.8044),(58 2476.9585),(59 2469.6199),(60 2464.7942),(61 2437.6135),(62 2406.015),(63 2418.7935),(64 2382.2915),(65 2378.596),(66 2362.7656),(67 2343.5767),(68 2320.835),(69 2309.067),(70 2328.7642),(71 2304.805),(72 2323.4531),(73 2297.349),(74 2282.3298),(75 2322.8303),(76 2309.2258),(77 2343.2737),(78 2372.6143),(79 2393.0217),
(1 1090.3356),(2 1400.4586),(3 1594.0029),(4 1722.7574),(5 1796.6057),(6 1861.6305),(7 1894.4836),(8 1909.5837),(9 1957.1305),(10 2013.2876),(11 2049.8787),(12 2100.0212),(13 2092.9138),(14 2155.6855),(15 2212.7056),(16 2208.5298),(17 2229.612),(18 2236.3308),(19 2242.4973),(20 2255.6372),(21 2288.6719),(22 2307.6765),(23 2313.4568),(24 2318.6504),(25 2325.6885),(26 2338.5579),(27 2341.3984),(28 2332.5422),(29 2336.1167),(30 2343.8682),(31 2333.5361),(32 2320.7869),(33 2325.487),(34 2305.2446),(35 2309.3745),(36 2340.1738),(37 2346.136),(38 2368.2078),(39 2360.984),(40 2352.0654),(41 2317.344),(42 2334.5562),(43 2341.7542),(44 2329.8516),(45 2345.2993),(46 2338.7966),(47 2302.989),(48 2313.28),(49 2315.5444),(50 2272.4443),(51 2271.4712),(52 2311.569),(53 2317.2783),(54 2301.852),(55 2318.088),(56 2285.1064),(57 2286.8733),(58 2309.952),(59 2321.2388),(60 2314.5298),(61 2317.6555),(62 2277.7158),(63 2304.0276),(64 2294.1694),(65 2255.181),(66 2277.8708),(67 2250.8616),(68 2222.8936),(69 2221.1003),(70 2209.3499),(71 2210.1873),(72 2235.56),(73 2224.1099),(74 2200.8218),(75 2221.9497),(76 2270.4365),(77 2260.5122),(78 2278.5015),(79 2310.0598),
(1 1062.4148),(2 1390.9495),(3 1559.759),(4 1658.139),(5 1729.1686),(6 1784.6488),(7 1848.3995),(8 1873.426),(9 1907.6738),(10 1947.1742),(11 1972.7932),(12 2013.6318),(13 2045.6514),(14 2064.6274),(15 2106.558),(16 2135.4697),(17 2134.395),(18 2178.817),(19 2176.5427),(20 2218.6572),(21 2239.3638),(22 2253.864),(23 2289.4546),(24 2275.8584),(25 2305.896),(26 2327.5583),(27 2332.1477),(28 2302.9353),(29 2320.5364),(30 2322.258),(31 2313.2747),(32 2316.8794),(33 2361.0566),(34 2349.7952),(35 2366.8254),(36 2375.3955),(37 2352.222),(38 2374.7864),(39 2349.6318),(40 2373.5012),(41 2390.1152),(42 2405.332),(43 2443.5334),(44 2431.8613),(45 2417.346),(46 2415.0022),(47 2381.987),(48 2380.0557),(49 2381.817),(50 2371.2966),(51 2356.351),(52 2420.8477),(53 2401.2053),(54 2394.6428),(55 2378.6956),(56 2362.2732),(57 2331.4949),(58 2304.0234),(59 2322.7651),(60 2307.578),(61 2266.3198),(62 2250.936),(63 2237.9475),(64 2237.25),(65 2242.0479),(66 2237.2012),(67 2234.061),(68 2191.5427),(69 2162.7844),(70 2170.0095),(71 2181.5522),(72 2192.831),(73 2175.4287),(74 2157.347),(75 2157.834),(76 2179.1619),(77 2170.7568),(78 2186.695),(79 2201.7896),
(1 1007.72003),(2 1331.5369),(3 1516.2838),(4 1582.6953),(5 1645.0416),(6 1722.1647),(7 1779.3276),(8 1825.7238),(9 1832.7134),(10 1880.0583),(11 1895.5098),(12 1913.0173),(13 1955.266),(14 1975.9904),(15 2015.9246),(16 2029.6344),(17 2057.3103),(18 2107.382),(19 2124.4253),(20 2125.028),(21 2160.8396),(22 2155.5156),(23 2170.7122),(24 2205.912),(25 2179.3792),(26 2190.284),(27 2198.4006),(28 2196.3218),(29 2231.3062),(30 2246.8784),(31 2242.1343),(32 2232.0667),(33 2263.012),(34 2261.9377),(35 2258.494),(36 2229.8271),(37 2219.7927),(38 2214.6206),(39 2216.7646),(40 2230.8574),(41 2224.7334),(42 2207.4585),(43 2209.852),(44 2222.9883),(45 2228.2703),(46 2201.0784),(47 2196.1157),(48 2217.1772),(49 2188.3923),(50 2181.1343),(51 2139.1738),(52 2146.7405),(53 2138.4438),(54 2169.9058),(55 2148.9878),(56 2153.9685),(57 2159.4663),(58 2145.87),(59 2123.2979),(60 2123.2866),(61 2108.3843),(62 2093.3706),(63 2119.4324),(64 2113.765),(65 2120.6096),(66 2126.1404),(67 2116.291),(68 2101.3025),(69 2075.1396),(70 2069.9187),(71 2124.7449),(72 2115.9324),(73 2105.747),(74 2105.1262),(75 2137.015),(76 2165.6602),(77 2154.5686),(78 2132.7273),(79 2176.3562),
(1 1002.8806),(2 1308.8286),(3 1482.9977),(4 1561.9),(5 1628.2424),(6 1667.7506),(7 1745.0103),(8 1787.4518),(9 1792.0438),(10 1844.5697),(11 1864.1998),(12 1919.8328),(13 1938.756),(14 1954.7728),(15 1997.1385),(16 2030.1627),(17 2043.0486),(18 2076.154),(19 2068.0083),(20 2079.1458),(21 2119.7446),(22 2130.6277),(23 2167.3296),(24 2140.3076),(25 2152.0833),(26 2158.283),(27 2197.4788),(28 2206.2566),(29 2223.0876),(30 2239.7002),(31 2227.271),(32 2224.175),(33 2241.523),(34 2248.5037),(35 2215.4875),(36 2198.07),(37 2181.8567),(38 2187.397),(39 2171.5042),(40 2183.4856),(41 2160.4856),(42 2121.0928),(43 2129.4436),(44 2133.247),(45 2142.2397),(46 2149.1848),(47 2138.3445),(48 2119.2185),(49 2127.6743),(50 2138.4866),(51 2116.745),(52 2118.419),(53 2098.6138),(54 2102.3718),(55 2088.6829),(56 2092.1404),(57 2098.7385),(58 2086.7358),(59 2096.0117),(60 2107.0376),(61 2078.7095),(62 2075.719),(63 2097.597),(64 2088.476),(65 2062.6418),(66 2069.4207),(67 2064.5725),(68 2029.7026),(69 2002.8202),(70 1999.4972),(71 2016.2406),(72 2035.7755),(73 2045.3821),(74 2041.3297),(75 2061.3594),(76 2085.0964),(77 2077.4397),(78 2122.3186),(79 2140.3567),
(1 992.06445),(2 1274.0863),(3 1462.3895),(4 1575.671),(5 1616.0126),(6 1685.4198),(7 1732.0302),(8 1753.7672),(9 1755.7855),(10 1806.8176),(11 1839.9794),(12 1875.1434),(13 1888.4962),(14 1903.3385),(15 1939.9045),(16 1987.177),(17 2014.0328),(18 2024.0219),(19 2064.1062),(20 2095.7507),(21 2131.8938),(22 2139.1218),(23 2144.5894),(24 2160.7805),(25 2147.0994),(26 2124.7703),(27 2145.9128),(28 2173.5146),(29 2209.9873),(30 2238.7454),(31 2211.2107),(32 2245.8818),(33 2246.325),(34 2228.1687),(35 2201.1692),(36 2184.5945),(37 2187.5103),(38 2158.7195),(39 2136.841),(40 2144.253),(41 2142.244),(42 2130.5679),(43 2125.753),(44 2144.2212),(45 2132.412),(46 2143.0168),(47 2155.7346),(48 2173.2146),(49 2169.1028),(50 2181.6892),(51 2148.5024),(52 2098.966),(53 2090.9783),(54 2092.298),(55 2114.6392),(56 2120.293),(57 2129.6208),(58 2091.152),(59 2146.9058),(60 2127.5654),(61 2096.1187),(62 2088.6382),(63 2087.851),(64 2070.5261),(65 2069.5264),(66 2056.5583),(67 2059.2427),(68 2075.4329),(69 2053.0488),(70 2040.0562),(71 2033.1268),(72 2039.128),(73 2043.3748),(74 2037.3677),(75 2071.234),(76 2094.0552),(77 2077.7056),(78 2133.6702),(79 2169.1309),
(1 977.7206),(2 1269.7749),(3 1435.1833),(4 1547.3464),(5 1633.7479),(6 1706.433),(7 1723.0408),(8 1757.5688),(9 1791.6473),(10 1830.1849),(11 1840.8151),(12 1880.137),(13 1917.9132),(14 1929.2606),(15 1975.0027),(16 1967.8962),(17 1996.8638),(18 2020.1245),(19 2032.2085),(20 2044.2141),(21 2086.8396),(22 2092.9731),(23 2094.378),(24 2116.9607),(25 2099.3103),(26 2085.3318),(27 2102.8352),(28 2094.7861),(29 2152.717),(30 2170.516),(31 2148.5747),(32 2157.8547),(33 2180.5288),(34 2165.4104),(35 2159.9817),(36 2158.788),(37 2135.878),(38 2149.2637),(39 2146.5542),(40 2143.1892),(41 2135.3455),(42 2136.1655),(43 2133.5784),(44 2138.5044),(45 2128.0735),(46 2102.4685),(47 2125.0737),(48 2163.0913),(49 2173.3115),(50 2177.253),(51 2174.1724),(52 2144.7664),(53 2135.3547),(54 2144.9346),(55 2145.7288),(56 2134.723),(57 2116.4585),(58 2131.3699),(59 2163.4626),(60 2137.2954),(61 2127.766),(62 2141.3171),(63 2142.668),(64 2114.2498),(65 2106.055),(66 2089.9985),(67 2086.9607),(68 2092.3142),(69 2073.847),(70 2087.664),(71 2098.811),(72 2127.0796),(73 2146.0342),(74 2133.2222),(75 2143.4453),(76 2140.5227),(77 2157.7236),(78 2197.1157),(79 2206.5088),
(1 953.22363),(2 1234.6399),(3 1397.9664),(4 1489.1912),(5 1557.858),(6 1608.4735),(7 1652.281),(8 1691.8724),(9 1736.5171),(10 1756.647),(11 1790.4402),(12 1843.7559),(13 1848.1342),(14 1876.5538),(15 1907.7379),(16 1922.1666),(17 1934.4625),(18 1964.125),(19 1985.061),(20 2008.113),(21 2039.2802),(22 2047.054),(23 2071.4617),(24 2056.461),(25 2047.3127),(26 2029.5682),(27 2053.6248),(28 2054.713),(29 2079.8372),(30 2077.9587),(31 2077.5723),(32 2090.3137),(33 2078.7346),(34 2074.3547),(35 2078.5095),(36 2077.8713),(37 2069.3047),(38 2075.9714),(39 2078.6042),(40 2076.7908),(41 2047.209),(42 2066.9324),(43 2078.1897),(44 2073.848),(45 2046.5643),(46 2060.5405),(47 2071.4878),(48 2091.9946),(49 2077.2632),(50 2085.3127),(51 2074.0059),(52 2032.26),(53 2033.1761),(54 2038.5857),(55 2048.1733),(56 2050.421),(57 2039.3951),(58 2022.7798),(59 2046.5619),(60 2041.8105),(61 2010.3044),(62 2045.2662),(63 2053.416),(64 2029.1876),(65 1990.9021),(66 1985.627),(67 1974.8281),(68 1973.7305),(69 1947.7507),(70 1962.1157),(71 1945.9031),(72 1976.1573),(73 1989.2544),(74 2008.406),(75 1996.985),(76 2003.9475),(77 1993.7944),(78 2027.9662),(79 2040.9629),
(1 941.71643),(2 1205.1884),(3 1373.8765),(4 1433.0839),(5 1500.0441),(6 1531.817),(7 1589.712),(8 1620.9304),(9 1667.2726),(10 1700.0175),(11 1715.6506),(12 1764.4027),(13 1795.755),(14 1847.9491),(15 1887.3639),(16 1880.9692),(17 1886.3287),(18 1931.5673),(19 1965.2338),(20 1992.7161),(21 2016.8427),(22 2030.7926),(23 2064.7354),(24 2049.1895),(25 2048.3572),(26 2040.1145),(27 2058.205),(28 2052.1968),(29 2056.7708),(30 2031.843),(31 2000.567),(32 1998.3209),(33 1989.9852),(34 1998.163),(35 1992.9058),(36 1956.9476),(37 1941.8368),(38 1964.4055),(39 1981.8049),(40 1960.1554),(41 1958.9807),(42 1949.9525),(43 1964.4341),(44 1954.0956),(45 1939.1381),(46 1942.6083),(47 1940.196),(48 1949.9318),(49 1956.9376),(50 1987.0768),(51 1988.2856),(52 1971.8975),(53 1988.2485),(54 2003.9099),(55 2006.8951),(56 1974.6371),(57 1993.2211),(58 1981.841),(59 1962.4315),(60 1945.032),(61 1977.6),(62 1978.2853),(63 1986.5098),(64 1948.2843),(65 1913.7566),(66 1907.7295),(67 1911.4956),(68 1911.4154),(69 1881.3586),(70 1915.2057),(71 1902.1274),(72 1927.6786),(73 1928.1057),(74 1945.2003),(75 1962.6675),(76 1953.9562),(77 1975.7267),(78 1973.5292),(79 1981.6082),
(1 956.69934),(2 1230.276),(3 1368.44),(4 1470.1362),(5 1548.9614),(6 1585.7952),(7 1634.5698),(8 1662.7649),(9 1694.4247),(10 1708.7917),(11 1763.4424),(12 1785.7802),(13 1828.4791),(14 1869.0133),(15 1879.1309),(16 1893.7079),(17 1895.6628),(18 1918.448),(19 1961.6279),(20 1961.8245),(21 1980.824),(22 1983.6788),(23 2007.2347),(24 2001.1611),(25 1996.9785),(26 1972.912),(27 1981.9797),(28 1988.4303),(29 1997.0994),(30 1999.1617),(31 1967.5955),(32 1970.278),(33 1990.6815),(34 1978.1682),(35 1970.1118),(36 1958.4935),(37 1957.6189),(38 1965.9951),(39 1979.4589),(40 1971.9442),(41 1981.3446),(42 1977.824),(43 1992.842),(44 1985.3544),(45 1992.4854),(46 1974.9149),(47 1953.5323),(48 1964.5802),(49 1975.4165),(50 1972.076),(51 1975.5853),(52 1976.7412),(53 1965.3601),(54 1991.5215),(55 1965.7183),(56 1970.0835),(57 1973.9043),(58 1982.713),(59 2009.4357),(60 1996.7479),(61 2010.0789),(62 2008.5725),(63 2008.6924),(64 1991.7155),(65 1937.8584),(66 1926.5153),(67 1906.7681),(68 1908.3298),(69 1928.5914),(70 1946.8116),(71 1921.563),(72 1933.0585),(73 1949.7163),(74 1953.6552),(75 1991.6519),(76 1993.9651),(77 2016.5657),(78 2048.8586),(79 2051.9478),
(1 921.7779),(2 1196.8964),(3 1361.2953),(4 1448.1193),(5 1511.9053),(6 1577.903),(7 1630.9613),(8 1660.013),(9 1673.4719),(10 1704.808),(11 1718.8767),(12 1737.2029),(13 1790.2411),(14 1817.5502),(15 1848.5392),(16 1849.2096),(17 1857.1984),(18 1923.3431),(19 1934.3822),(20 1930.4318),(21 1961.3247),(22 1954.7689),(23 1977.9948),(24 1955.117),(25 1975.4397),(26 1970.8348),(27 1959.4707),(28 1974.0308),(29 1976.8823),(30 1990.7561),(31 1954.7781),(32 1950.7487),(33 1989.837),(34 1958.8292),(35 1953.23),(36 1937.9088),(37 1951.6982),(38 1980.3385),(39 1981.8668),(40 1962.3331),(41 1948.885),(42 1964.4104),(43 1964.6407),(44 1976.6227),(45 1963.9418),(46 1975.5522),(47 1969.4574),(48 1972.5955),(49 1970.5151),(50 1979.0712),(51 1983.0374),(52 1957.2108),(53 1957.786),(54 1957.3196),(55 1963.3579),(56 1961.556),(57 1947.5046),(58 1960.8032),(59 1996.0164),(60 1993.6124),(61 2016.9663),(62 2020.359),(63 2003.6884),(64 1979.3065),(65 1952.68),(66 1944.1619),(67 1950.8375),(68 1928.641),(69 1931.9852),(70 1924.7999),(71 1903.7247),(72 1903.9183),(73 1906.8722),(74 1929.9514),(75 1923.2782),(76 1936.1865),(77 1940.7784),(78 1967.5027),(79 1956.1068),
(1 899.88586),(2 1163.8512),(3 1343.5841),(4 1422.0155),(5 1488.7295),(6 1568.3037),(7 1613.189),(8 1639.434),(9 1654.884),(10 1677.095),(11 1697.0074),(12 1732.6327),(13 1766.7201),(14 1807.0327),(15 1816.3191),(16 1801.1522),(17 1803.8878),(18 1839.1001),(19 1866.336),(20 1867.0493),(21 1894.1014),(22 1916.9076),(23 1944.0087),(24 1937.0597),(25 1947.9945),(26 1943.3303),(27 1952.8907),(28 1941.987),(29 1947.2317),(30 1954.2356),(31 1934.2332),(32 1928.0792),(33 1955.961),(34 1945.3824),(35 1927.2743),(36 1891.1053),(37 1893.769),(38 1928.423),(39 1942.9219),(40 1905.6346),(41 1902.6125),(42 1909.9397),(43 1925.7549),(44 1927.2771),(45 1916.344),(46 1915.367),(47 1902.042),(48 1911.6083),(49 1920.9744),(50 1941.8926),(51 1941.8253),(52 1945.4077),(53 1963.7542),(54 1969.6222),(55 1972.1018),(56 1988.8396),(57 1991.9401),(58 1988.0969),(59 1978.5422),(60 1989.4464),(61 1986.9747),(62 1964.8273),(63 1963.0569),(64 1941.1782),(65 1927.7781),(66 1924.5745),(67 1914.6929),(68 1898.1962),(69 1915.0276),(70 1890.3431),(71 1892.334),(72 1907.9061),(73 1874.4995),(74 1879.8378),(75 1902.3043),(76 1903.9048),(77 1884.6143),(78 1915.0964),(79 1914.5822),
(1 903.00287),(2 1161.8735),(3 1321.7216),(4 1413.6007),(5 1494.106),(6 1552.1493),(7 1592.0626),(8 1646.6426),(9 1672.754),(10 1704.3888),(11 1719.3544),(12 1723.0527),(13 1753.4783),(14 1779.0487),(15 1807.0125),(16 1814.9894),(17 1804.729),(18 1830.518),(19 1856.0822),(20 1865.3549),(21 1870.9904),(22 1879.0276),(23 1872.212),(24 1886.4844),(25 1889.2596),(26 1891.8291),(27 1879.0529),(28 1891.0887),(29 1892.423),(30 1854.2394),(31 1876.7771),(32 1892.7217),(33 1896.3914),(34 1896.9587),(35 1890.3594),(36 1913.4281),(37 1911.1532),(38 1924.785),(39 1920.1301),(40 1902.9678),(41 1886.7278),(42 1920.3383),(43 1945.9486),(44 1948.2728),(45 1949.2222),(46 1938.7222),(47 1946.2086),(48 1958.488),(49 1948.7697),(50 1941.1719),(51 1942.2427),(52 1944.8767),(53 1936.0974),(54 1924.0775),(55 1913.698),(56 1936.4778),(57 1927.7893),(58 1936.4633),(59 1925.3778),(60 1917.7407),(61 1920.1027),(62 1904.536),(63 1910.0958),(64 1888.8468),(65 1877.908),(66 1855.3942),(67 1831.586),(68 1819.464),(69 1789.5669),(70 1798.5186),(71 1827.383),(72 1842.5038),(73 1824.6481),(74 1839.7914),(75 1860.2657),(76 1870.2205),(77 1860.4783),(78 1861.8862),(79 1871.221),
(1 873.97363),(2 1146.9224),(3 1310.089),(4 1358.6383),(5 1418.1584),(6 1500.4995),(7 1545.9219),(8 1586.1051),(9 1617.5258),(10 1655.0167),(11 1688.8743),(12 1700.7848),(13 1691.5831),(14 1693.0676),(15 1714.7476),(16 1745.7827),(17 1756.7103),(18 1802.8212),(19 1823.4021),(20 1838.2355),(21 1881.0562),(22 1874.8037),(23 1852.832),(24 1857.285),(25 1879.9014),(26 1885.3302),(27 1890.8818),(28 1899.2986),(29 1896.1646),(30 1889.844),(31 1870.5905),(32 1881.0463),(33 1875.9313),(34 1873.2567),(35 1878.8533),(36 1898.269),(37 1888.2574),(38 1894.7767),(39 1895.4719),(40 1893.7902),(41 1890.9199),(42 1895.4233),(43 1892.4498),(44 1906.9028),(45 1900.3787),(46 1883.3396),(47 1884.5107),(48 1904.5703),(49 1908.7144),(50 1897.9149),(51 1923.7494),(52 1925.0381),(53 1925.4724),(54 1932.6476),(55 1916.2871),(56 1919.3115),(57 1923.9445),(58 1919.4315),(59 1894.3915),(60 1916.9406),(61 1927.3547),(62 1907.7194),(63 1909.194),(64 1867.1875),(65 1850.8226),(66 1853.9849),(67 1849.6868),(68 1826.1758),(69 1830.2036),(70 1819.5046),(71 1814.1078),(72 1808.9436),(73 1796.9556),(74 1792.125),(75 1810.0275),(76 1820.4597),(77 1811.4504),(78 1819.195),(79 1822.787),
