1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15143.343),(2 42023.664),(3 65977.26),(4 82944.766),(5 94683.52),(6 102760.76),(7 108669.04),(8 113520),(9 117241.33),(10 119166.85),(11 119754.945),(12 120567.54),(13 122925.914),(14 125239.81),(15 126501.4),(16 128287.17),(17 129600.086),(18 131092.55),(19 131881.14),(20 131433.95),(21 130635.766),(22 129557.49),(23 128985.5),(24 129984.9),(25 132446.06),(26 135157.55),(27 135555),(28 135964.95),(29 136801.61),(30 137531),(31 136891.39),(32 137685.61),(33 139166.92),(34 140450.86),(35 141801.13),(36 143166.25),(37 143708.45),(38 144706.08),(39 144266.58),(40 143455.75),(41 142584.9),(42 141838.63),(43 141140.47),(44 140939.97),(45 140865.83),(46 140748.36),(47 139734.7),(48 138337.6),(49 136834.81),(50 135847.08),(51 134682.47),(52 133627.63),(53 133392),(54 133440.31),(55 133962.61),(56 134805.9),(57 136066.27),(58 137892.1),(59 138891.69),(60 138498.38),(61 137418.97),(62 135731.1),(63 133213.69),(64 130524.28),(65 128912.53),(66 128436.83),(67 128075.836),(68 128116.97),(69 128396.76),(70 129803.74),(71 131542.05),(72 132605.89),(73 132532.97),(74 132923.78),(75 133477.3),(76 134335.58),(77 134376.73),(78 134983),(79 134719.94),
(1 14706.57),(2 40634.1),(3 62769.023),(4 78252.85),(5 89681.49),(6 98077.91),(7 103715.19),(8 107716.555),(9 111093.36),(10 113593.7),(11 116102.36),(12 118393.93),(13 120396.63),(14 121056.38),(15 121689.42),(16 122229.055),(17 124180.09),(18 127394.484),(19 130871.64),(20 133468.84),(21 134952.17),(22 136192.69),(23 137389.97),(24 138050.84),(25 139175.4),(26 140424.11),(27 139632.72),(28 139452.97),(29 138927.42),(30 138664.88),(31 137737.47),(32 136594.8),(33 135566.6),(34 134301.52),(35 132861.13),(36 133240.2),(37 134147.73),(38 134988.14),(39 135356.52),(40 135929.5),(41 137271.08),(42 139282.05),(43 141556.19),(44 142958.69),(45 142575.11),(46 140645.5),(47 139029.28),(48 138615.33),(49 137735.33),(50 137858.55),(51 139562.1),(52 141404.6),(53 142487),(54 141527.11),(55 140553.63),(56 139778.31),(57 138972.72),(58 139097.31),(59 139633.72),(60 140625.53),(61 140963.86),(62 140453.2),(63 139322.94),(64 137708.8),(65 135460.25),(66 133809.33),(67 133171.06),(68 133183.77),(69 132697.6),(70 132635.22),(71 132862.22),(72 132866.05),(73 132866.56),(74 133331.38),(75 133709.58),(76 133404.36),(77 133950.69),(78 134766.97),(79 134750.08),
(1 14354.5),(2 39510.72),(3 60388.875),(4 74422.43),(5 84603.22),(6 92118.92),(7 97485.53),(8 102210.54),(9 106198.03),(10 109822.22),(11 113159.23),(12 115898.625),(13 118205.016),(14 119285.95),(15 119533.58),(16 119356.96),(17 119749.85),(18 120284.32),(19 121251.35),(20 122550.2),(21 123522.695),(22 124633.18),(23 124979.2),(24 125042.945),(25 125252.37),(26 126128.86),(27 126403.21),(28 126191.945),(29 125488.34),(30 125583.63),(31 125863.71),(32 126261.09),(33 126127.67),(34 125993.97),(35 126292.89),(36 127867.98),(37 130026.266),(38 131888.95),(39 132340.31),(40 131334.27),(41 130960.945),(42 130975.61),(43 130495.45),(44 129750.99),(45 129489.16),(46 129187.91),(47 128456.984),(48 128489.04),(49 129263.48),(50 130067.84),(51 130824.46),(52 131439.89),(53 131929.88),(54 130931.68),(55 129079.7),(56 127255.63),(57 126802.55),(58 127084.67),(59 126951.8),(60 126784.52),(61 126572.18),(62 126838.734),(63 127130.914),(64 127379.91),(65 127576.84),(66 128603.58),(67 129835.805),(68 131080.88),(69 132132.17),(70 132933.88),(71 133555.95),(72 133239.27),(73 132556.58),(74 132860.88),(75 133832),(76 133709.47),(77 132872.31),(78 131695.69),(79 130929.33),
(1 14232.136),(2 38815.27),(3 60000.918),(4 75682.45),(5 86592.42),(6 93858.01),(7 99063.25),(8 102983.18),(9 105531.805),(10 107911.71),(11 110733.57),(12 113079.25),(13 116179.5),(14 118671.47),(15 120319.66),(16 120763.52),(17 121145.5),(18 120968.516),(19 121574.95),(20 122279.625),(21 122959.79),(22 122904.95),(23 123938.484),(24 125160.53),(25 124957.516),(26 123967.89),(27 122746.14),(28 123684.586),(29 123627.625),(30 123410.75),(31 122612.836),(32 121610.94),(33 121636.85),(34 121074.14),(35 120403.914),(36 120074.33),(37 120527.23),(38 121625.234),(39 122789.41),(40 123566.836),(41 124951.33),(42 126286.125),(43 126877.555),(44 126152.03),(45 124036.3),(46 122943.625),(47 122589.17),(48 122716.74),(49 122658.5),(50 123498.695),(51 124281.734),(52 124945.336),(53 126040.914),(54 126453.61),(55 126446.64),(56 126896.31),(57 126448.78),(58 125633.82),(59 125515.67),(60 125646.875),(61 126418.766),(62 127222.88),(63 126957.18),(64 127006.78),(65 127074.3),(66 127163.07),(67 128053.805),(68 129368.22),(69 131107.03),(70 133093.45),(71 134914.13),(72 135603.89),(73 135447.23),(74 135166.64),(75 134817.03),(76 133866.72),(77 133294.77),(78 132840.36),(79 133421.63),
(1 13723.238),(2 37766.727),(3 58403.676),(4 73538.91),(5 84773.914),(6 92297.625),(7 96939.97),(8 100340.25),(9 103150.83),(10 105457.95),(11 108174.05),(12 110245.59),(13 113321.336),(14 117033.84),(15 119217.45),(16 120661.16),(17 121027.1),(18 121061.82),(19 121563.61),(20 122608.99),(21 123768.516),(22 124812.51),(23 126019.57),(24 126849.1),(25 127925.23),(26 128486.62),(27 127307.484),(28 125953.84),(29 125111.055),(30 124514.13),(31 124254.945),(32 124138.84),(33 124145.25),(34 124720.83),(35 125035),(36 124725.99),(37 124439.62),(38 125332.54),(39 125834.37),(40 125528.55),(41 125506.54),(42 126145.62),(43 125968.07),(44 125275.64),(45 124454.47),(46 124630.97),(47 125281.08),(48 125973.43),(49 126217.97),(50 126279.414),(51 127027.28),(52 128449.664),(53 129953.79),(54 130326.38),(55 129468.97),(56 128460.43),(57 128545.35),(58 128802.81),(59 128371.74),(60 127978.43),(61 128027.73),(62 129085.414),(63 129180.89),(64 130447.35),(65 131141.61),(66 130999.945),(67 130594.35),(68 129875.87),(69 128913.09),(70 127719.74),(71 127750.36),(72 128098.62),(73 127559.95),(74 126975.13),(75 127074.74),(76 126976.336),(77 126585.65),(78 126462.97),(79 126720.74),
(1 13758.79),(2 37599.754),(3 58036.664),(4 71894.07),(5 81797.19),(6 88179.77),(7 92930.38),(8 97874.1),(9 101239.9),(10 104773.28),(11 108184.49),(12 110920.13),(13 113513.97),(14 116234.164),(15 117470.336),(16 117521.38),(17 117489.03),(18 117439.52),(19 116441.51),(20 115442.67),(21 115312.52),(22 115703.945),(23 116591.14),(24 117403.3),(25 118794.08),(26 120083.84),(27 120761.71),(28 120744.55),(29 119844.516),(30 120068.03),(31 120713.23),(32 120808.65),(33 120935.06),(34 121472.62),(35 122176.34),(36 123371.36),(37 124492.305),(38 125557.51),(39 125740.15),(40 125755.35),(41 126553.69),(42 128055.99),(43 128739.164),(44 128481.3),(45 127861.28),(46 127480.5),(47 126754.85),(48 126187.36),(49 126538.11),(50 127583.19),(51 128651.92),(52 129542.96),(53 130316.625),(54 130859.2),(55 130660.266),(56 129246.96),(57 127456.914),(58 126302.055),(59 125756.6),(60 125327.555),(61 124481.07),(62 124023.2),(63 123159.24),(64 122844.984),(65 122098.02),(66 121521.695),(67 121014.64),(68 120848.64),(69 121701.61),(70 123231.95),(71 124519.914),(72 124486.28),(73 124033.74),(74 124727.875),(75 125688.234),(76 127126.67),(77 128141.25),(78 128145.84),(79 128035.34),
(1 13792.868),(2 37559.953),(3 58209.29),(4 72432.09),(5 82102.53),(6 88716.07),(7 92982.92),(8 96297.34),(9 99115.78),(10 101380.69),(11 103116.336),(12 104131.555),(13 104954.29),(14 106098.695),(15 107049.98),(16 107510.27),(17 108325.43),(18 109922.62),(19 111363.63),(20 112103.14),(21 112432.62),(22 113080.04),(23 114061.25),(24 114933.86),(25 116187.14),(26 117040.89),(27 117617.55),(28 118201.46),(29 118465.16),(30 119430.56),(31 120104.055),(32 120097.586),(33 120339.74),(34 120512.84),(35 120972.81),(36 121377.97),(37 121065.016),(38 120521.61),(39 118991.93),(40 117119.38),(41 116710.01),(42 117249.6),(43 117829.98),(44 118106.18),(45 118504.8),(46 118620.65),(47 118509.695),(48 118609.68),(49 119120.36),(50 119214.38),(51 118276.63),(52 117558.69),(53 118213.555),(54 119258.055),(55 119484.45),(56 119114.01),(57 118826.26),(58 118677.44),(59 118904.3),(60 119172.45),(61 120248.06),(62 120836.24),(63 120996.53),(64 121506.086),(65 120954.984),(66 119796.055),(67 118859.63),(68 118302.65),(69 118124.4),(70 118648.69),(71 118743.09),(72 118730.78),(73 119091.14),(74 120330.35),(75 121886.484),(76 123929.29),(77 125088.086),(78 125244.63),(79 125382.38),
(1 12726.405),(2 34904.65),(3 53580.78),(4 66204.625),(5 74964.37),(6 80986.4),(7 85453.2),(8 88819.13),(9 92277.07),(10 94931.06),(11 97052.8),(12 99000.9),(13 100981.17),(14 102993.4),(15 103207.89),(16 102445.53),(17 101948.375),(18 101830.02),(19 102658.36),(20 103325.016),(21 103377.37),(22 102392.305),(23 101709.21),(24 102400.25),(25 103818.22),(26 105889.3),(27 107345.45),(28 108141.445),(29 108222.88),(30 108225.13),(31 108553.625),(32 109120.7),(33 110013.2),(34 110727.59),(35 111014.25),(36 112180.7),(37 113426.305),(38 114371.41),(39 114250.58),(40 113341.84),(41 112706.36),(42 111034.9),(43 109847.48),(44 109565.32),(45 110235.39),(46 111025.87),(47 111023.3),(48 110988.27),(49 110868.664),(50 111689.61),(51 111704.69),(52 110922.3),(53 109832.59),(54 109689.31),(55 109148.43),(56 108448.14),(57 108306.35),(58 108638.85),(59 108596.28),(60 108343.234),(61 109315.15),(62 109840.875),(63 110585.336),(64 110569.94),(65 109826.52),(66 109342.164),(67 109193.72),(68 110376.94),(69 111386.91),(70 113269.3),(71 114858),(72 115912.36),(73 116087.695),(74 116050.32),(75 115945.84),(76 115609.21),(77 114712.164),(78 113418.81),(79 112051.92),
(1 12831.666),(2 34890.5),(3 53402.164),(4 65728.53),(5 73220.72),(6 77605.67),(7 80607.71),(8 84425.45),(9 88377.914),(10 91631.84),(11 93940.195),(12 95503.49),(13 97407.27),(14 98166.81),(15 98432.47),(16 99005.586),(17 99122.59),(18 98828.16),(19 98690.86),(20 98901.44),(21 99355.67),(22 100360.18),(23 100999),(24 101637.66),(25 102153.64),(26 103615.13),(27 105695.89),(28 107868.98),(29 109409.914),(30 109933.49),(31 109652.945),(32 109851.914),(33 109934.89),(34 110360.92),(35 111115.6),(36 112646.586),(37 113685.12),(38 114399.21),(39 114928.29),(40 114877.16),(41 114498.44),(42 113651.53),(43 112549.01),(44 110922.164),(45 109374.484),(46 108958.12),(47 108824.57),(48 108593.44),(49 108573.53),(50 109413.9),(51 110837.914),(52 110974.19),(53 109834.99),(54 108957.18),(55 108301.414),(56 108528.78),(57 109265.92),(58 109364.68),(59 109217.06),(60 109346.79),(61 110151.914),(62 110313.08),(63 110642.12),(64 110486.12),(65 109579.34),(66 108956.56),(67 108587.805),(68 108971.68),(69 109882.44),(70 111743.57),(71 112911.32),(72 113778.78),(73 114496.805),(74 114642.46),(75 114850.195),(76 115370.34),(77 115041.375),(78 114257.46),(79 113260.88),
(1 12446.582),(2 32944.88),(3 49634),(4 61898.52),(5 70923.97),(6 76820.87),(7 81118.836),(8 84737.71),(9 87937.97),(10 90674.32),(11 92865.41),(12 94914.836),(13 96657.64),(14 98192.45),(15 98864.34),(16 98859.72),(17 99311.57),(18 100673.29),(19 101446.08),(20 101472.91),(21 101954.93),(22 102694.19),(23 103007.33),(24 103265.73),(25 103873.98),(26 104869.945),(27 105998.37),(28 107498.87),(29 109819.8),(30 111942.08),(31 112622.95),(32 112456.625),(33 111915.4),(34 110919.02),(35 110361.664),(36 110806.62),(37 111518.875),(38 112187.44),(39 113140.84),(40 114032.234),(41 114913.07),(42 114764.26),(43 113698.23),(44 111750.09),(45 110784.82),(46 109922.78),(47 108282.33),(48 106744.92),(49 105680.05),(50 105826.195),(51 106152.14),(52 106647.5),(53 106501.85),(54 106695.83),(55 106556.79),(56 105574.875),(57 104052.82),(58 102622.85),(59 102419.484),(60 103497.41),(61 104917.53),(62 105290.64),(63 105588.71),(64 105504.84),(65 104367.52),(66 102971.49),(67 101821.3),(68 102027.47),(69 102854.13),(70 104046.81),(71 104102.375),(72 103428.11),(73 102496.99),(74 102040.98),(75 102119.63),(76 102851.664),(77 103699.664),(78 104052.555),(79 104482.64),
(1 12269.746),(2 32510.275),(3 48686.527),(4 59751.555),(5 67711.25),(6 73921.09),(7 78950.5),(8 82943.55),(9 86042.67),(10 87876.12),(11 89187.91),(12 90802.555),(13 92590.99),(14 93646.71),(15 93930.39),(16 94561.23),(17 95328.86),(18 95456.56),(19 95386.01),(20 95520.43),(21 95692.06),(22 95703.76),(23 95513.2),(24 96305.695),(25 97592.41),(26 99627.07),(27 101361.75),(28 102873.14),(29 103666.44),(30 103423.28),(31 103034.164),(32 102048.586),(33 101167.34),(34 100352.7),(35 100575.51),(36 101028.34),(37 100548.92),(38 99993.26),(39 100023.2),(40 99917.164),(41 100090.914),(42 100599.086),(43 100931.99),(44 101432.43),(45 101593.98),(46 101346.77),(47 100480.56),(48 99855.69),(49 99458.69),(50 99589.99),(51 100409.29),(52 100975.97),(53 101438.02),(54 101868.98),(55 102620.92),(56 103192.44),(57 102991.94),(58 102823.516),(59 102820.12),(60 102790.805),(61 103211.45),(62 103604.945),(63 104470.16),(64 105260.984),(65 104926.83),(66 104655.32),(67 103725.445),(68 103121.3),(69 103515.14),(70 103533.51),(71 103438.93),(72 102882.266),(73 102823.96),(74 102239.086),(75 101479.04),(76 100718.125),(77 100075.35),(78 99723.75),(79 100001.07),
(1 12438.052),(2 33314.23),(3 50309.168),(4 61437.97),(5 68815.4),(6 73696.87),(7 77327.125),(8 80748.445),(9 83609.45),(10 85838.05),(11 87716.74),(12 89435.27),(13 91632.15),(14 92903.875),(15 92972.84),(16 93528.914),(17 94113.24),(18 94955.88),(19 95984.32),(20 97557.31),(21 99308.21),(22 99953.54),(23 99899.84),(24 99936.71),(25 100205.12),(26 100833.164),(27 100654.63),(28 101438.02),(29 101824.445),(30 102997.94),(31 103140.44),(32 101702.85),(33 100233.62),(34 99274.25),(35 98937.695),(36 99432.07),(37 100303.414),(38 100250.87),(39 99590.96),(40 99174.93),(41 98928.164),(42 98464.375),(43 98535.51),(44 99315.9),(45 99881.62),(46 99075.1),(47 97526.6),(48 97062.586),(49 96989.414),(50 97079.15),(51 96660.12),(52 96495.086),(53 97196.35),(54 98156.54),(55 99093.44),(56 99889.63),(57 99928.21),(58 99824.4),(59 100049.97),(60 100348.336),(61 100736.77),(62 101009.4),(63 100396.305),(64 99771.18),(65 99390.68),(66 99552.47),(67 100474.12),(68 101572.76),(69 102497.85),(70 102889.16),(71 102504.35),(72 101946.836),(73 101609.29),(74 101283.44),(75 100288.28),(76 99097.46),(77 98587.91),(78 98376.13),(79 98379.96),
(1 12011.84),(2 31781.592),(3 46730.03),(4 56322.66),(5 63286.855),(6 68104.83),(7 71813.16),(8 75072.93),(9 78373.12),(10 81336.18),(11 83474.35),(12 84997.055),(13 86256.96),(14 87264.69),(15 87759.34),(16 87659.62),(17 87975.73),(18 88326.78),(19 88684.44),(20 88897.96),(21 89003.195),(22 89389.41),(23 89849.61),(24 90628.63),(25 91628.93),(26 92568.86),(27 92858.39),(28 93487.37),(29 93229.79),(30 93368.33),(31 94374.36),(32 95628.9),(33 96499.53),(34 97075.38),(35 97360.06),(36 97298.234),(37 96927.81),(38 97239.89),(39 97534.664),(40 97790.836),(41 98473.67),(42 99372.16),(43 99775.22),(44 99747.96),(45 99293.555),(46 99040.73),(47 99085.25),(48 98847.91),(49 98766.3),(50 99607.125),(51 100266.22),(52 100372.16),(53 99991.25),(54 99955.58),(55 99941.32),(56 99713.82),(57 99584.3),(58 100095.2),(59 100431.79),(60 101137.79),(61 101489.85),(62 101119.97),(63 99988.2),(64 98963.766),(65 98092.87),(66 97345.44),(67 97047.52),(68 96579.31),(69 96524.16),(70 96501.336),(71 96783.94),(72 96968.93),(73 96915.23),(74 96796.77),(75 96417.484),(76 96016.27),(77 96139.08),(78 95947.22),(79 96321.02),
(1 11649.489),(2 31216.621),(3 46967.594),(4 57587.71),(5 64468.098),(6 68597.805),(7 71243.336),(8 73869.555),(9 76250.76),(10 78226.836),(11 79364.43),(12 80162.445),(13 80852.055),(14 81806.3),(15 82202.6),(16 82820.35),(17 84025.21),(18 84584.14),(19 85426.234),(20 86518.766),(21 87277.59),(22 88169.37),(23 88566.516),(24 89277.516),(25 90051.305),(26 90249.86),(27 90172.31),(28 90915.99),(29 91922.93),(30 93161.21),(31 93832.125),(32 94322.18),(33 94927.05),(34 95695.53),(35 96346.37),(36 96620.38),(37 96796.11),(38 96769.69),(39 96719.08),(40 97404.02),(41 98039.125),(42 98980.414),(43 99102.46),(44 98182.46),(45 97666.46),(46 97149.69),(47 97493.11),(48 97873.01),(49 98482.055),(50 99393.69),(51 99852.04),(52 99241.8),(53 98216.38),(54 96446.03),(55 95029.08),(56 94741.77),(57 94677.28),(58 94278.53),(59 93849.45),(60 93554.64),(61 93100.77),(62 92892.81),(63 91930.41),(64 90940.26),(65 90478.67),(66 90941.96),(67 91992.55),(68 92870.49),(69 93295.7),(70 93944.516),(71 94120.2),(72 94468.37),(73 94252.28),(74 93245.7),(75 92607.37),(76 92237.43),(77 91914.96),(78 91723.91),(79 91807.47),
(1 11769.804),(2 30990.525),(3 45986.57),(4 56183.754),(5 62877.938),(6 66711.76),(7 69532.35),(8 72220.23),(9 74439.91),(10 76610.555),(11 77931.44),(12 79623.69),(13 80952.8),(14 81542.664),(15 80677.31),(16 80133.5),(17 80041.49),(18 80470.5),(19 81217.164),(20 82304.04),(21 83826.56),(22 85403.41),(23 86605.336),(24 87286.2),(25 87795.42),(26 87958.97),(27 88186.19),(28 89044.48),(29 89798.74),(30 90440.67),(31 91337.33),(32 91801.03),(33 92113.74),(34 92328.266),(35 92995.69),(36 93852.59),(37 94630.77),(38 95371.67),(39 94827.29),(40 94991.17),(41 95597.23),(42 96170.16),(43 96236.53),(44 95558.53),(45 95264.4),(46 95327.23),(47 95140.51),(48 94749.266),(49 94841.74),(50 95716.07),(51 96626.125),(52 96875.195),(53 96136.93),(54 95193.21),(55 93538.01),(56 92264.86),(57 92018.766),(58 91759.76),(59 91282.84),(60 91247.96),(61 92019.48),(62 92643.39),(63 92838.04),(64 93271.57),(65 93778.66),(66 94732.44),(67 95519.3),(68 95686.234),(69 95115.766),(70 94574.695),(71 94262.74),(72 94293.19),(73 94238.734),(74 94094.08),(75 93745.09),(76 93225.7),(77 92412.555),(78 92705.93),(79 93570.766),
(1 11603.326),(2 31063.225),(3 46506.875),(4 56411.492),(5 63142.453),(6 67266.85),(7 69809.01),(8 72180.11),(9 73605.85),(10 74438.02),(11 74553.35),(12 74793.234),(13 75861.02),(14 77469),(15 77933.35),(16 78532.63),(17 79005.484),(18 79367.17),(19 80203.26),(20 81259.96),(21 82477.07),(22 83653.5),(23 84183.73),(24 84788.29),(25 85739.055),(26 87264.79),(27 88321.266),(28 88884.85),(29 88900.445),(30 89451.15),(31 91254.055),(32 92566.21),(33 93118.805),(34 93046.15),(35 92430.055),(36 92002.52),(37 92335.05),(38 93296.65),(39 93547.14),(40 93249.6),(41 92506.125),(42 92192.83),(43 92469.45),(44 92689.52),(45 93119.75),(46 93358.91),(47 93470.22),(48 92757.78),(49 92577.76),(50 92587.45),(51 92427.664),(52 92016.4),(53 91903.62),(54 91726.81),(55 91155.72),(56 90474.79),(57 90092.72),(58 89802.55),(59 89915.89),(60 90217.516),(61 90078.35),(62 89951.74),(63 89851.02),(64 90087.43),(65 89576.56),(66 89338.04),(67 89266.91),(68 89191.3),(69 88913.72),(70 88536.16),(71 88230.26),(72 88289.16),(73 88742.31),(74 88472.72),(75 88056.445),(76 88215.36),(77 88238.86),(78 88926.375),(79 90519.79),
(1 11019.783),(2 28875.885),(3 43109.02),(4 52263.227),(5 58272.504),(6 62282.84),(7 64635.945),(8 66271.53),(9 68113.22),(10 69680.09),(11 70636.73),(12 71815.945),(13 73271.945),(14 74437.805),(15 74839.41),(16 75256.75),(17 75710.195),(18 76634.27),(19 78435.914),(20 80321.09),(21 81455.15),(22 82418.13),(23 83378.945),(24 84577.94),(25 86121.51),(26 86586.555),(27 86741.07),(28 87071.125),(29 87681.09),(30 88278.03),(31 88233.32),(32 88517.99),(33 88946.38),(34 89262.23),(35 88922.38),(36 88553.484),(37 89055.484),(38 90634.85),(39 91007.78),(40 90587.484),(41 89698.91),(42 89670.27),(43 90014.875),(44 90430.13),(45 90442.58),(46 90519.74),(47 90829.78),(48 90701.09),(49 90599.04),(50 90810.52),(51 90880.36),(52 90998.414),(53 91552.43),(54 91303.22),(55 90905.27),(56 90600.65),(57 90531.26),(58 90037.01),(59 88871.81),(60 87125.58),(61 85218.74),(62 83997.484),(63 83189.664),(64 82662.88),(65 81479.37),(66 80988.45),(67 80570.164),(68 79975.22),(69 80147.95),(70 81052.69),(71 82052.07),(72 82369.84),(73 82645.625),(74 83364.92),(75 83971.73),(76 84767.945),(77 85434.35),(78 85868.086),(79 85760.01),
(1 10898.801),(2 28349.668),(3 41970.47),(4 50811.715),(5 56603.906),(6 60392.055),(7 62857.28),(8 64915.113),(9 66456.59),(10 68404.086),(11 69697.625),(12 70687.9),(13 71930.46),(14 73034.12),(15 73888.11),(16 75104.79),(17 76181.46),(18 76748.86),(19 77326.51),(20 77400.45),(21 77289.1),(22 77676.31),(23 78227.586),(24 79115.875),(25 79984.82),(26 80345.484),(27 80365.57),(28 80909.125),(29 81483.84),(30 82189.04),(31 82641.805),(32 82951.01),(33 83086.445),(34 83074.555),(35 83476.69),(36 84042.19),(37 84536.67),(38 85337.47),(39 84800.48),(40 84318.98),(41 83815.016),(42 83470.63),(43 83622.914),(44 84184.45),(45 84485.8),(46 84664.49),(47 84405.16),(48 83138.75),(49 82331.27),(50 82492.4),(51 82959.35),(52 83116.6),(53 83793.67),(54 83964.22),(55 83906.375),(56 83654.88),(57 83599.875),(58 83708.984),(59 83848.33),(60 83283.51),(61 82879.69),(62 82713.59),(63 82266.125),(64 82611.85),(65 82718.42),(66 82377.28),(67 81339.11),(68 80546.79),(69 80490.93),(70 81429.86),(71 82887.18),(72 84101.24),(73 85342.984),(74 86195.16),(75 86433.92),(76 86889.78),(77 87743.33),(78 88369.51),(79 88545.55),
(1 11003.198),(2 28583.123),(3 42308.508),(4 51167.85),(5 57280.03),(6 61453.42),(7 64550.2),(8 66792.83),(9 68564.51),(10 69681.21),(11 70957.28),(12 72320.086),(13 73916.69),(14 74280.53),(15 73854.86),(16 73632.086),(17 73533.25),(18 74063),(19 74714.91),(20 75376.99),(21 76158.555),(22 77045.016),(23 78533.25),(24 79848.49),(25 80615.234),(26 81215.82),(27 81054.38),(28 81013.78),(29 80381.41),(30 80155.17),(31 80385.96),(32 80913.484),(33 81457.07),(34 81846.664),(35 82027.414),(36 81987.945),(37 82144.27),(38 82431.555),(39 82165.8),(40 81488.61),(41 81541.75),(42 82227.445),(43 82983.31),(44 83223.73),(45 83253.88),(46 83773.875),(47 84449.47),(48 85294.234),(49 85835.484),(50 86435.25),(51 87185.9),(52 87616.836),(53 87662.984),(54 86925.81),(55 85672.04),(56 84874.69),(57 84259.93),(58 84073.99),(59 83533.79),(60 83120.45),(61 82803.586),(62 83637.51),(63 83837.55),(64 83996.52),(65 84066.516),(66 84270.83),(67 84460.945),(68 84608.695),(69 84286.01),(70 84764.875),(71 84975.28),(72 84748.266),(73 84271.83),(74 84122.83),(75 84126.164),(76 84835.664),(77 85403.91),(78 85496.93),(79 84835.625),
