1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 949.1539),(2 1213.8398),(3 1421.8899),(4 1515.4073),(5 1602.3687),(6 1682.1007),(7 1726.5168),(8 1783.1796),(9 1822.7983),(10 1848.2395),(11 1908.0675),(12 1925.9352),(13 1924.198),(14 1984.5857),(15 1979.4252),(16 1966.623),(17 1976.1012),(18 1953.7257),(19 1933.8381),(20 1941.393),(21 1936.325),(22 1966.8372),(23 1959.5249),(24 1965.8995),(25 1982.3655),(26 1984.1465),(27 1979.5375),(28 1990.4792),(29 1992.9856),(30 1985.1274),(31 2020.4473),(32 2015.5347),(33 2021.5839),(34 2053.2095),(35 2038.301),(36 2056.5505),(37 2059.6938),(38 2027.8368),(39 2043.0277),(40 2024.7772),(41 2004.5927),(42 2018.7513),(43 2001.7274),(44 1999.2965),(45 1991.9645),(46 1983.942),(47 1978.1628),(48 1961.7994),(49 1939.4154),(50 1929.4491),(51 1917.2648),(52 1933.4786),(53 1946.5981),(54 1955.6882),(55 1952.0288),(56 1974.8093),(57 1974.3131),(58 1993.0345),(59 1960.1038),(60 1955.5266),(61 1942.6884),(62 1922.2733),(63 1951.7217),(64 1963.7759),(65 1960.8904),(66 1972.2482),(67 1961.4116),(68 1998.6615),(69 1973.6263),(70 1967.255),(71 2020.4099),(72 2031.5309),(73 2048.0051),(74 2092.2458),(75 2097.7114),(76 2126.6035),(77 2086.9028),(78 2078.806),(79 2074.3901),
(1 962.0981),(2 1232.0493),(3 1443.1923),(4 1545.8757),(5 1645.4636),(6 1715.5422),(7 1759.0916),(8 1799.0605),(9 1847.3751),(10 1882.1951),(11 1934.1185),(12 1971.7782),(13 1962.498),(14 2012.7133),(15 2033.0449),(16 2011.0701),(17 2004.3281),(18 1994.278),(19 1963.0029),(20 1981.4104),(21 1971.4401),(22 1991.8896),(23 1974.1404),(24 1970.4535),(25 1970.1466),(26 1985.5826),(27 1994.9202),(28 2006.9047),(29 2037.2753),(30 2021.4149),(31 2029.1433),(32 2032.7587),(33 1986.0631),(34 2010.895),(35 2019.7681),(36 2025.2158),(37 2018.8461),(38 2008.2944),(39 2039.9407),(40 2012.5222),(41 2011.2314),(42 2011.4377),(43 1968.3214),(44 1963.683),(45 1960.4026),(46 1979.6251),(47 1987.3267),(48 1995.5585),(49 1994.4125),(50 1975.8763),(51 1993.364),(52 1986.0994),(53 2006.377),(54 2024.912),(55 2016.3116),(56 2044.8442),(57 2041.4287),(58 2048.5425),(59 2011.0839),(60 2016.034),(61 2014.8164),(62 2007.5153),(63 2023.6393),(64 2013.8125),(65 2011.9631),(66 2017.5576),(67 2018.1069),(68 2047.9484),(69 2040.4099),(70 2027.7749),(71 2057.8994),(72 2084.5513),(73 2077.1892),(74 2132.466),(75 2116.154),(76 2125.0508),(77 2095.423),(78 2066.7698),(79 2062.409),
(1 951.1152),(2 1194.9656),(3 1429.2131),(4 1532.2861),(5 1614.5322),(6 1706.0995),(7 1749.2527),(8 1780.5023),(9 1840.2084),(10 1872.4304),(11 1913.6097),(12 1928.1862),(13 1926.9149),(14 1966.5581),(15 1990.6052),(16 1962.7882),(17 1966.6644),(18 1948.9268),(19 1947.9249),(20 1947.441),(21 1937.2216),(22 1950.1174),(23 1946.088),(24 1923.8894),(25 1940.7721),(26 1939.1837),(27 1969.6322),(28 1976.1594),(29 2004.3156),(30 1975.697),(31 2002.5604),(32 2005.8901),(33 1959.4385),(34 1994.1278),(35 1998.7216),(36 1989.1953),(37 2019.524),(38 2014.52),(39 2039.362),(40 2002.7638),(41 2002.2395),(42 2007.8912),(43 1966.9425),(44 1966.6316),(45 1995.5015),(46 1990.1361),(47 1982.99),(48 1982.8403),(49 1980.1622),(50 1997.6912),(51 2009.0299),(52 1990.8722),(53 1999.9628),(54 2010.6108),(55 1985.3792),(56 1999.6051),(57 2016.3193),(58 2025.9044),(59 1984.8263),(60 1982.5712),(61 1982.9977),(62 1975.6567),(63 1982.1473),(64 1971.4059),(65 1954.5049),(66 1951.5258),(67 1971.5719),(68 1992.5851),(69 1967.8374),(70 1991.0674),(71 2005.6982),(72 2019.427),(73 2008.5741),(74 2054.7126),(75 2030.3483),(76 2055.2598),(77 2057.0923),(78 2033.7872),(79 2053.7886),
(1 949.0031),(2 1189.8599),(3 1423.6888),(4 1505.272),(5 1584.3171),(6 1685.4437),(7 1742.3904),(8 1769.6882),(9 1834.9441),(10 1863.4576),(11 1885.1147),(12 1892.0707),(13 1899.5579),(14 1952.8837),(15 1941.1428),(16 1922.2421),(17 1953.0651),(18 1919.356),(19 1915.1204),(20 1921.7754),(21 1888.0034),(22 1918.9613),(23 1915.868),(24 1890.3279),(25 1903.5763),(26 1892.3445),(27 1914.4893),(28 1925.8318),(29 1959.8416),(30 1944.0203),(31 1980.4973),(32 1997.5876),(33 1971.9749),(34 1982.0414),(35 1967.3446),(36 1960.2067),(37 1992.6173),(38 1980.4601),(39 2018.5665),(40 1999.3813),(41 1992.0946),(42 2006.7345),(43 1989.9814),(44 1986.2739),(45 2020.5164),(46 1999.4858),(47 1963.5562),(48 1960.1289),(49 1947.905),(50 1971.883),(51 1968.636),(52 1935.5931),(53 1952.5394),(54 1947.095),(55 1937.7994),(56 1966.3939),(57 1991.1877),(58 1984.2013),(59 1966.542),(60 1956.4712),(61 1945.3048),(62 1943.7003),(63 1967.3076),(64 1957.0662),(65 1925.8229),(66 1952.6248),(67 1966.5052),(68 1984.153),(69 1949.9183),(70 1974.0645),(71 1982.531),(72 1978.701),(73 1983.1157),(74 2021.7024),(75 2011.3202),(76 2043.0958),(77 2032.0354),(78 2014.5043),(79 2057.1768),
(1 959.58105),(2 1178.7888),(3 1416.1776),(4 1508.4136),(5 1588.9071),(6 1682.912),(7 1745.7483),(8 1809.7485),(9 1869.5472),(10 1900.8302),(11 1914.8202),(12 1905.7479),(13 1924.4363),(14 1973.61),(15 1967.7682),(16 1938.1421),(17 1969.7725),(18 1953.9908),(19 1939.0624),(20 1960.2),(21 1899.4696),(22 1928.0143),(23 1937.1367),(24 1895.4612),(25 1912.1982),(26 1896.4073),(27 1908.106),(28 1906.0256),(29 1928.3302),(30 1919.5297),(31 1957.4789),(32 1954.4222),(33 1955.9966),(34 1950.082),(35 1941.1936),(36 1927.5481),(37 1958.6179),(38 1944.6743),(39 1978.8232),(40 1966.9567),(41 1963.7151),(42 1956.746),(43 1959.9442),(44 1960.2632),(45 1974.1515),(46 1962.7244),(47 1943.8026),(48 1942.0424),(49 1946.7986),(50 1956.1494),(51 1965.1127),(52 1924.4618),(53 1920.8877),(54 1917.1699),(55 1924.8918),(56 1947.0945),(57 1947.0857),(58 1956.4634),(59 1950.9005),(60 1939.8029),(61 1927.514),(62 1923.0327),(63 1960.6129),(64 1958.6827),(65 1923.5171),(66 1949.0532),(67 1953.4551),(68 1998.8998),(69 1988.6077),(70 2001.4028),(71 2014.2205),(72 1987.2566),(73 2000.8755),(74 2039.394),(75 2024.2043),(76 2060.1655),(77 2021.9415),(78 2009.5192),(79 2028.5677),
(1 938.65216),(2 1175.6185),(3 1391.3794),(4 1502.2872),(5 1574.0886),(6 1653.6484),(7 1717.6646),(8 1788.6669),(9 1860.9377),(10 1888.83),(11 1916.5226),(12 1897.2964),(13 1928.3151),(14 1975.5),(15 1975.4725),(16 1976.019),(17 1962.5776),(18 1943.5848),(19 1905.1166),(20 1962.1305),(21 1927.0322),(22 1954.5133),(23 1951.6674),(24 1922.7539),(25 1939.8959),(26 1922.9291),(27 1921.2262),(28 1910.7715),(29 1924.4918),(30 1919.9913),(31 1942.1355),(32 1938.8008),(33 1949.2413),(34 1952.3462),(35 1942.1726),(36 1954.3572),(37 1970.6831),(38 1968.2452),(39 1982.1063),(40 1963.4249),(41 1954.3163),(42 1938.9316),(43 1941.9071),(44 1945.7145),(45 1945.973),(46 1927.91),(47 1944.6927),(48 1929.7716),(49 1936.4823),(50 1932.6241),(51 1944.1854),(52 1912.4392),(53 1903.0499),(54 1881.3776),(55 1879.1248),(56 1880.6937),(57 1902.0276),(58 1884.588),(59 1878.195),(60 1885.8512),(61 1862.132),(62 1862.2571),(63 1876.8931),(64 1881.2059),(65 1860.058),(66 1901.2599),(67 1905.1761),(68 1925.5996),(69 1924.5165),(70 1918.717),(71 1943.4807),(72 1915.3496),(73 1939.0602),(74 1985.8666),(75 1996.3282),(76 2028.8633),(77 1993.4011),(78 1998.8092),(79 2004.4631),
(1 950.58887),(2 1195.1505),(3 1377.4856),(4 1474.8127),(5 1553.9796),(6 1612.406),(7 1694.3036),(8 1736.9347),(9 1817.3555),(10 1870.4368),(11 1888.6083),(12 1884.846),(13 1894.809),(14 1941.364),(15 1924.7291),(16 1939.6425),(17 1921.318),(18 1903.571),(19 1862.5426),(20 1890.9639),(21 1875.6465),(22 1883.6263),(23 1892.4325),(24 1876.4722),(25 1888.7692),(26 1887.4105),(27 1896.1168),(28 1884.9286),(29 1907.0707),(30 1917.634),(31 1927.0253),(32 1929.6053),(33 1915.0367),(34 1937.8186),(35 1929.0988),(36 1937.4679),(37 1949.1959),(38 1947.9636),(39 1940.6343),(40 1935.5522),(41 1925.7269),(42 1944.6667),(43 1922.3657),(44 1946.796),(45 1939.7134),(46 1914.0449),(47 1944.9517),(48 1927.8104),(49 1933.7689),(50 1926.389),(51 1945.5282),(52 1921.11),(53 1921.3525),(54 1922.7144),(55 1893.7568),(56 1895.834),(57 1910.5547),(58 1897.6146),(59 1872.4861),(60 1874.8528),(61 1872.6903),(62 1865.1721),(63 1890.4485),(64 1878.2603),(65 1865.6671),(66 1919.5635),(67 1880.5771),(68 1902.0138),(69 1894.841),(70 1908.209),(71 1951.3333),(72 1915.7601),(73 1942.082),(74 1989.727),(75 2009.1112),(76 2032.1548),(77 2005.6383),(78 1993.0923),(79 2006.488),
(1 940.92816),(2 1187.4003),(3 1380.3995),(4 1466.176),(5 1561.9012),(6 1636.3),(7 1707.154),(8 1734.4985),(9 1835.7882),(10 1865.2579),(11 1903.5465),(12 1906.7379),(13 1907.59),(14 1934.2141),(15 1917.3855),(16 1912.9578),(17 1930.2283),(18 1905.4017),(19 1865.0555),(20 1886.4775),(21 1877.2542),(22 1888.4685),(23 1881.0759),(24 1862.7618),(25 1871.1903),(26 1880.0529),(27 1882.4183),(28 1891.4296),(29 1911.358),(30 1925.257),(31 1943.1343),(32 1949.3931),(33 1940.8646),(34 1959.3329),(35 1951.3298),(36 1944.5697),(37 1936.9794),(38 1934.5752),(39 1943.3552),(40 1927.8784),(41 1925.3689),(42 1944.1735),(43 1916.0813),(44 1940.265),(45 1940.3994),(46 1921.9213),(47 1920.1681),(48 1905.525),(49 1904.2493),(50 1884.08),(51 1903.809),(52 1905.1006),(53 1914.5742),(54 1925.2612),(55 1919.5751),(56 1906.5118),(57 1916.1875),(58 1930.7583),(59 1888.63),(60 1886.4059),(61 1891.8822),(62 1872.5701),(63 1902.0507),(64 1911.6862),(65 1877.9486),(66 1930.8856),(67 1887.629),(68 1918.5435),(69 1912.4529),(70 1929.5691),(71 1980.5289),(72 1971.5131),(73 1971.9138),(74 2011.2819),(75 2036.4338),(76 2029.1077),(77 2022.374),(78 2009.7727),(79 2034.2574),
(1 961.6557),(2 1174.4156),(3 1376.961),(4 1482.6982),(5 1538.7762),(6 1634.0874),(7 1683.9269),(8 1717.4133),(9 1833.8668),(10 1834.3239),(11 1865.3375),(12 1867.6803),(13 1879.9093),(14 1900.1886),(15 1878.3492),(16 1872.2921),(17 1885.8739),(18 1885.9259),(19 1858.274),(20 1869.2676),(21 1855.4268),(22 1868.0344),(23 1846.4238),(24 1823.9594),(25 1832.2864),(26 1819.633),(27 1833.5348),(28 1843.7771),(29 1855.768),(30 1846.326),(31 1860.5752),(32 1866.6248),(33 1857.5592),(34 1857.5758),(35 1853.1456),(36 1841.5779),(37 1847.3993),(38 1851.4131),(39 1883.5886),(40 1860.6447),(41 1853.2556),(42 1862.8412),(43 1838.0001),(44 1857.9337),(45 1871.7866),(46 1842.3065),(47 1825.4619),(48 1805.064),(49 1815.3723),(50 1797.6083),(51 1806.9875),(52 1812.7906),(53 1818.7859),(54 1817.1471),(55 1832.413),(56 1830.7881),(57 1839.5383),(58 1837.4824),(59 1802.5332),(60 1803.2157),(61 1820.8457),(62 1811.4615),(63 1824.4106),(64 1843.1705),(65 1805.4601),(66 1857.8661),(67 1834.657),(68 1881.5494),(69 1875.609),(70 1896.1212),(71 1921.2397),(72 1918.5192),(73 1936.1077),(74 1974.2043),(75 1980.8524),(76 2002.3792),(77 1981.6318),(78 1956.4537),(79 1981.7843),
(1 927.49646),(2 1130.9373),(3 1328.0443),(4 1429.1385),(5 1473.879),(6 1560.0482),(7 1599.6677),(8 1639.3553),(9 1728.1625),(10 1761.0067),(11 1802.1406),(12 1801.3696),(13 1824.7609),(14 1864.4092),(15 1835.8684),(16 1838.9786),(17 1840.2529),(18 1822.2955),(19 1828.044),(20 1835.9576),(21 1800.272),(22 1803.4551),(23 1790.3197),(24 1781.6888),(25 1776.5104),(26 1770.5552),(27 1783.4954),(28 1807.6396),(29 1815.5465),(30 1803.2308),(31 1840.0391),(32 1842.1659),(33 1854.3003),(34 1837.1317),(35 1840.4779),(36 1849.0872),(37 1847.6539),(38 1848.0927),(39 1885.9072),(40 1888.4453),(41 1864.435),(42 1863.1256),(43 1838.4556),(44 1831.4929),(45 1862.8262),(46 1807.3766),(47 1793.9697),(48 1793.6045),(49 1799.484),(50 1781.9873),(51 1800.5957),(52 1815.164),(53 1825.8517),(54 1799.2814),(55 1787.9064),(56 1805.395),(57 1794.8667),(58 1783.3301),(59 1758.0226),(60 1761.5298),(61 1772.6207),(62 1773.9456),(63 1745.4681),(64 1775.2189),(65 1741.6731),(66 1795.5497),(67 1787.6621),(68 1835.6388),(69 1824.4409),(70 1864.1337),(71 1867.267),(72 1861.0464),(73 1852.3915),(74 1897.5842),(75 1888.4086),(76 1919.2456),(77 1895.7068),(78 1906.935),(79 1909.1506),
(1 936.94165),(2 1131.7795),(3 1341.6235),(4 1425.2578),(5 1490.384),(6 1575.574),(7 1627.6892),(8 1647.3248),(9 1702.2635),(10 1750.8329),(11 1804.5518),(12 1793.3115),(13 1791.5726),(14 1840.5555),(15 1820.1953),(16 1818.3005),(17 1817.1182),(18 1786.481),(19 1781.7021),(20 1796.2256),(21 1793.3873),(22 1784.9147),(23 1776.6333),(24 1763.7291),(25 1763.0829),(26 1777.5463),(27 1781.1486),(28 1800.9388),(29 1807.0426),(30 1796.6309),(31 1824.458),(32 1822.7974),(33 1821),(34 1813.0951),(35 1792.7726),(36 1808.8638),(37 1795.9962),(38 1794.8763),(39 1809.1145),(40 1831.1194),(41 1813.8232),(42 1788.8323),(43 1781.562),(44 1775.5282),(45 1808.159),(46 1757.3174),(47 1753.7316),(48 1763.7861),(49 1783.8986),(50 1775.9362),(51 1779.0344),(52 1789.4868),(53 1801.032),(54 1792.698),(55 1779.8094),(56 1785.0847),(57 1795.5145),(58 1784.6439),(59 1780.8643),(60 1784.7202),(61 1764.0718),(62 1765.5627),(63 1769.0112),(64 1773.5654),(65 1761.3889),(66 1792.4122),(67 1799.9039),(68 1851.155),(69 1869.2188),(70 1909.4419),(71 1913.6631),(72 1909.6401),(73 1908.42),(74 1930.5608),(75 1914.7909),(76 1945.9536),(77 1929.9628),(78 1951.3694),(79 1940.5486),
(1 929.4501),(2 1124.2347),(3 1329.2366),(4 1417.635),(5 1485.9181),(6 1578.8652),(7 1629.9015),(8 1643.8632),(9 1698.7091),(10 1735.3436),(11 1792.2466),(12 1776.0194),(13 1802.2638),(14 1830.0137),(15 1821.4137),(16 1799.7534),(17 1801.1046),(18 1776.0685),(19 1767.959),(20 1776.6938),(21 1785.9703),(22 1775.1549),(23 1779.0287),(24 1748.5374),(25 1757.087),(26 1760.0095),(27 1749.8403),(28 1777.533),(29 1783.4066),(30 1773.1315),(31 1788.9652),(32 1782.8402),(33 1782.8921),(34 1783.6085),(35 1787.5272),(36 1767.4487),(37 1766.7118),(38 1751.0964),(39 1776.8363),(40 1764.4149),(41 1743.9482),(42 1728.256),(43 1721.6829),(44 1702.6072),(45 1723.312),(46 1712.2623),(47 1703.2863),(48 1698.9863),(49 1709.0146),(50 1724.636),(51 1734.161),(52 1716.6321),(53 1749.113),(54 1751.4608),(55 1758.8286),(56 1749.9263),(57 1773.0038),(58 1769.8767),(59 1764.836),(60 1771.2887),(61 1753.1917),(62 1735.8608),(63 1754.2378),(64 1763.6608),(65 1771.8534),(66 1798.1804),(67 1778.603),(68 1810.2633),(69 1856.2836),(70 1859.5347),(71 1874.9692),(72 1885.0072),(73 1872.1427),(74 1893.9404),(75 1887.1954),(76 1912.4963),(77 1913.6963),(78 1903.8069),(79 1899.4757),
(1 900.5716),(2 1105.77),(3 1275.974),(4 1376.7383),(5 1412.9667),(6 1518.0869),(7 1553.8497),(8 1569.1351),(9 1621.3662),(10 1659.9895),(11 1711.4426),(12 1695.9355),(13 1717.2281),(14 1756.4078),(15 1760.6357),(16 1744.9207),(17 1763.0887),(18 1733.5092),(19 1712.9727),(20 1719.2413),(21 1740.4857),(22 1730.2125),(23 1752.8251),(24 1695.0364),(25 1695.8412),(26 1690.0963),(27 1690.2289),(28 1695.721),(29 1710.6112),(30 1701.5356),(31 1709.2816),(32 1711.7931),(33 1723.0142),(34 1726.3236),(35 1717.4574),(36 1697.5515),(37 1697.1725),(38 1682.5603),(39 1698.5563),(40 1689.9006),(41 1687.7421),(42 1696.1426),(43 1667.5308),(44 1665.7943),(45 1691.1215),(46 1676.0615),(47 1659.9467),(48 1669.548),(49 1668.5459),(50 1685.9653),(51 1691.0061),(52 1675.7711),(53 1677.3513),(54 1680.7164),(55 1687.7881),(56 1687.43),(57 1699.5988),(58 1704.0891),(59 1686.4701),(60 1703.6005),(61 1696.7711),(62 1663.9012),(63 1691.1298),(64 1703.2919),(65 1682.2261),(66 1692.8135),(67 1670.1353),(68 1707.3162),(69 1733.8022),(70 1735.5605),(71 1765.2139),(72 1764.9382),(73 1771.5996),(74 1788.9244),(75 1791.5133),(76 1829.1233),(77 1827.0317),(78 1801.2681),(79 1818.8314),
(1 907.03094),(2 1101.2139),(3 1265.5731),(4 1345.4678),(5 1387.1461),(6 1502.8124),(7 1530.7786),(8 1559.5897),(9 1602.2397),(10 1633.9718),(11 1680.7322),(12 1673.4719),(13 1680.3125),(14 1718.1077),(15 1705.3733),(16 1699.9132),(17 1708.2714),(18 1675.7651),(19 1649.9425),(20 1688.7108),(21 1675.8359),(22 1672.6233),(23 1698.6594),(24 1661.3419),(25 1674.4313),(26 1679.2094),(27 1687.5223),(28 1701.7073),(29 1735.8616),(30 1727.1172),(31 1753.1228),(32 1746.6079),(33 1730.3336),(34 1749.6864),(35 1726.254),(36 1715.5443),(37 1722.8159),(38 1719.6829),(39 1732.2823),(40 1730.368),(41 1729.6982),(42 1733.5138),(43 1696.1742),(44 1679.7269),(45 1708.1233),(46 1687.5809),(47 1688.9426),(48 1684.8549),(49 1674.2828),(50 1676.0537),(51 1698.3351),(52 1687.9839),(53 1667.828),(54 1673.4335),(55 1676.3633),(56 1696.1401),(57 1690.8723),(58 1683.8823),(59 1671.5908),(60 1669.9943),(61 1676.8843),(62 1637.7614),(63 1645.5488),(64 1671.2479),(65 1634.6881),(66 1672.6216),(67 1659.6407),(68 1700.6243),(69 1697.3977),(70 1716.3103),(71 1762.5812),(72 1740.359),(73 1767.0762),(74 1786.5087),(75 1792.4196),(76 1822.3927),(77 1834.2655),(78 1813.9095),(79 1841.0248),
(1 890.6139),(2 1085.2092),(3 1271.9324),(4 1337.3397),(5 1386.3214),(6 1485.2872),(7 1524.99),(8 1563.7657),(9 1588.7375),(10 1590.1042),(11 1641.6375),(12 1662.1296),(13 1643.13),(14 1686.2831),(15 1668.4009),(16 1672.0244),(17 1687.4208),(18 1670.8798),(19 1655.0758),(20 1681.3914),(21 1670.5428),(22 1671.2834),(23 1671.9479),(24 1662.4832),(25 1653.6414),(26 1657.2421),(27 1689.6586),(28 1702.0939),(29 1736.858),(30 1725.7457),(31 1736.7657),(32 1738.0632),(33 1692.5117),(34 1729.1458),(35 1702.6042),(36 1683.8022),(37 1698.0658),(38 1707.0448),(39 1714.0769),(40 1700.6077),(41 1697.3615),(42 1688.458),(43 1669.884),(44 1665.576),(45 1690.5952),(46 1658.6414),(47 1666.0635),(48 1645.0164),(49 1639.1996),(50 1623.7113),(51 1667.8639),(52 1656.4957),(53 1637.8928),(54 1661.3932),(55 1658.135),(56 1676.469),(57 1674.9341),(58 1676.7169),(59 1672.9296),(60 1673.626),(61 1653.0662),(62 1632.7739),(63 1649.0441),(64 1660.0376),(65 1644.227),(66 1654.3927),(67 1666.3717),(68 1715.7719),(69 1685.6177),(70 1695.7888),(71 1725.9469),(72 1725.1879),(73 1726.6884),(74 1751.1652),(75 1761.8066),(76 1794.2352),(77 1777.4525),(78 1776.2548),(79 1798.1018),
(1 909.0723),(2 1105.4325),(3 1291.1267),(4 1368.4207),(5 1398.4426),(6 1479.0314),(7 1517.853),(8 1579.3287),(9 1612.8907),(10 1626.8014),(11 1671.6298),(12 1672.5343),(13 1684.3816),(14 1722.26),(15 1721.1846),(16 1723.0326),(17 1727.9595),(18 1717.4011),(19 1725.2101),(20 1721.247),(21 1710.814),(22 1716.2799),(23 1709.1775),(24 1714.0449),(25 1701.6006),(26 1707.2201),(27 1700.9017),(28 1720.8317),(29 1728.6025),(30 1731.1641),(31 1743.1415),(32 1729.4285),(33 1703.2175),(34 1726.3016),(35 1697.7844),(36 1704.174),(37 1717.1796),(38 1720.2567),(39 1727.059),(40 1716.109),(41 1685.375),(42 1669.9716),(43 1676.4467),(44 1669.4318),(45 1686.5658),(46 1679.2738),(47 1679.3757),(48 1675.8193),(49 1674.1884),(50 1667.5673),(51 1685.2014),(52 1673.4219),(53 1674.3307),(54 1694.907),(55 1679.6545),(56 1682.4929),(57 1690.9376),(58 1693.2546),(59 1680.5571),(60 1701.6625),(61 1701.9884),(62 1678.2026),(63 1708.5148),(64 1705.8767),(65 1698.9297),(66 1702.425),(67 1690.7443),(68 1725.8014),(69 1703.7329),(70 1721.9584),(71 1729.0717),(72 1744.0546),(73 1747.5331),(74 1772.2543),(75 1775.2167),(76 1813.0903),(77 1802.2969),(78 1801.5654),(79 1801.2798),
(1 901.6645),(2 1109.3331),(3 1293.5366),(4 1352.1569),(5 1418.7126),(6 1483.1935),(7 1512.1505),(8 1545.9161),(9 1598.8037),(10 1609.119),(11 1649.474),(12 1618.6915),(13 1635.6467),(14 1676.3188),(15 1676.9147),(16 1667.4148),(17 1699.9045),(18 1677.0149),(19 1686.009),(20 1693.3326),(21 1677.8158),(22 1683.8542),(23 1691.2549),(24 1709.9728),(25 1686.7615),(26 1678.3857),(27 1677.8575),(28 1686.2219),(29 1702.474),(30 1685.826),(31 1696.1869),(32 1684.3425),(33 1681.8282),(34 1692.4581),(35 1674.2776),(36 1693.6863),(37 1690.6722),(38 1683.9673),(39 1696.1495),(40 1690.4072),(41 1647.0914),(42 1658.3948),(43 1660.7832),(44 1650.7136),(45 1633.1946),(46 1635.8226),(47 1638.594),(48 1632.9056),(49 1624.31),(50 1614.5493),(51 1623.5748),(52 1597.6735),(53 1603.7742),(54 1605.1582),(55 1617.6909),(56 1635.3273),(57 1658.5006),(58 1650.2068),(59 1646.3369),(60 1658.3076),(61 1649.1643),(62 1639.0992),(63 1660.9652),(64 1669.7957),(65 1657.547),(66 1665.9247),(67 1663.7239),(68 1680.2113),(69 1660.902),(70 1666.5146),(71 1676.6201),(72 1680.5323),(73 1706.888),(74 1725.5706),(75 1707.9651),(76 1762.6305),(77 1759.8738),(78 1767.0862),(79 1783.9685),
