1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 227122.64),(2 619736.94),(3 1191533.9),(4 1963317.6),(5 2805551.3),(6 3590965.8),(7 4427659.5),(8 5271096.5),(9 6056567.5),(10 6864248.5),(11 7799810),(12 8643026),(13 9634541),(14 10743433),(15 11886117),(16 13140669),(17 14544432),(18 15996008),(19 17682094),(20 19360334),(21 21041500),(22 22847210),(23 24809930),(24 26664818),(25 28776890),(26 30999762),(27 33243654),(28 35698996),(29 38259108),(30 40514292),(31 43081024),(32 45605716),(33 48064460),(34 50652240),(35 53295840),(36 55571804),(37 58006420),(38 60349788),(39 62297010),(40 64172236),(41 66163700),(42 67644610),(43 69218760),(44 70741800),(45 71989080),(46 73059990),(47 74217240),(48 74894856),(49 75776540),(50 76676080),(51 77493160),(52 78352760),(53 79500470),(54 80287890),(55 81215190),(56 82166776),(57 82988536),(58 83763864),(59 84722970),(60 85310664),(61 86025430),(62 86862940),(63 87625540),(64 88321976),(65 89574070),(66 90555960),(67 91803000),(68 93247750),(69 94673090),(70 95883710),(71 97711560),(72 99247510),(73 100784936),(74 102542570),(75 104278184),(76 105661720),(77 107368184),(78 108797416),(79 110111850),
(1 9050.794),(2 14691.126),(3 17120.568),(4 18938.084),(5 20379.543),(6 21747.164),(7 22415.35),(8 23035.008),(9 23528.586),(10 23859.941),(11 24736.87),(12 25215.313),(13 25255.35),(14 25712.988),(15 26398.852),(16 27024.045),(17 27483.064),(18 27296.322),(19 27361.047),(20 27110.035),(21 27333.65),(22 27572.404),(23 27592.47),(24 27774.191),(25 27809.85),(26 27519.271),(27 27081.818),(28 26653.291),(29 26122.375),(30 25854.678),(31 25715.252),(32 25890.248),(33 25744.518),(34 25598.781),(35 25316.459),(36 25387.586),(37 25198.055),(38 25137.658),(39 25028.188),(40 24728.623),(41 24813.809),(42 25344.918),(43 25734.164),(44 25959.662),(45 25964.701),(46 26271.13),(47 26532.113),(48 26638.842),(49 27081.557),(50 27759.18),(51 28198.408),(52 28170.936),(53 28180.021),(54 28355.377),(55 28650.104),(56 28303.275),(57 28242.324),(58 27881.896),(59 27729.557),(60 27411.35),(61 26895.15),(62 26449.549),(63 26456.428),(64 26235.848),(65 26064.602),(66 25758.3),(67 25369.205),(68 24915.658),(69 24655.05),(70 24474.705),(71 24271.158),(72 23946.55),(73 24004.355),(74 23993.768),(75 24016.822),(76 23748.629),(77 23490.871),(78 23399.82),(79 23554.012),
(1 9166.104),(2 14365.429),(3 16270.121),(4 17559.383),(5 18754.402),(6 20266.7),(7 21234.71),(8 21209.154),(9 21311.947),(10 21980.965),(11 22932.205),(12 23711.805),(13 23796.215),(14 24049.191),(15 24577.4),(16 25221.35),(17 25733.242),(18 26199.938),(19 26808.682),(20 26557.037),(21 26203.492),(22 25845.5),(23 25549.998),(24 25835.758),(25 26148.32),(26 25635.846),(27 25208.773),(28 24994.748),(29 24957.984),(30 24472.729),(31 23689.29),(32 23096.613),(33 22858.926),(34 23098.377),(35 23009.234),(36 22675.705),(37 22253.121),(38 22273.076),(39 22276.79),(40 22372),(41 22510.734),(42 22385.396),(43 22545.576),(44 22913.502),(45 22876.1),(46 22891.44),(47 23107.639),(48 23393.18),(49 23647.076),(50 23545.197),(51 23346.082),(52 23562.195),(53 23599.691),(54 23789.105),(55 24066.76),(56 24121.15),(57 24045.598),(58 24523.35),(59 24524.525),(60 24144.672),(61 23911.816),(62 23689.861),(63 23527.846),(64 23541.74),(65 23427.627),(66 23249.475),(67 23255.354),(68 22979.926),(69 23007.373),(70 23015.256),(71 23032.865),(72 22758.123),(73 22315.926),(74 22701.59),(75 23180.596),(76 22992.1),(77 22878.918),(78 22765.842),(79 22999.447),
(1 9029.877),(2 14539.954),(3 16743.713),(4 18103.238),(5 19342.188),(6 20224.635),(7 20903.592),(8 21630.295),(9 22223.943),(10 22912.105),(11 23834.092),(12 24165.469),(13 24124.703),(14 24680.418),(15 25110.768),(16 25391.572),(17 25658.62),(18 25794.432),(19 25897.719),(20 25962.02),(21 25993.186),(22 25751.559),(23 25333.879),(24 25238.86),(25 25293.732),(26 25310.379),(27 25111.2),(28 24694.705),(29 24478.637),(30 24157.693),(31 23810.898),(32 23484.9),(33 23584.258),(34 23565.977),(35 23165.215),(36 23057.576),(37 22810.05),(38 22780.443),(39 22990.514),(40 23029.709),(41 23343.168),(42 23540.365),(43 23590.482),(44 23707.438),(45 23912.287),(46 23905.86),(47 23951.656),(48 24248.102),(49 24549.021),(50 24385.953),(51 24308.723),(52 24624.213),(53 25093.635),(54 25034.488),(55 25017.164),(56 24902.66),(57 25088.803),(58 25325.5),(59 25172.996),(60 24873.635),(61 24812.518),(62 24682.352),(63 24850.6),(64 24839.498),(65 24615.154),(66 24276.088),(67 24001.969),(68 23780.932),(69 23293.639),(70 22835.223),(71 22890.89),(72 22652.771),(73 22542.62),(74 22528.021),(75 22900.414),(76 22738.424),(77 22652.459),(78 22636.205),(79 22397.467),
(1 9077.145),(2 14587.959),(3 16648.713),(4 18181.941),(5 19151.64),(6 19937.797),(7 20793.152),(8 21254.738),(9 21614.87),(10 22237.395),(11 23083.367),(12 23240.043),(13 23389.518),(14 23931.889),(15 24594.111),(16 24843.559),(17 24726.855),(18 25117.951),(19 25461.85),(20 25806.793),(21 25790.479),(22 25577.996),(23 25271.43),(24 25094.78),(25 24874.5),(26 24686.527),(27 24599.855),(28 24475.459),(29 23983.584),(30 23287.313),(31 23120.977),(32 23185.541),(33 23347.729),(34 23007.97),(35 22547.059),(36 22807.746),(37 22776.008),(38 22713.666),(39 22848.193),(40 22694.426),(41 22568.44),(42 22574.295),(43 22939.563),(44 23571.771),(45 23982.938),(46 24117.41),(47 23970.145),(48 24075.836),(49 24258.102),(50 24586.64),(51 24779.574),(52 24630.18),(53 24608.174),(54 24584.563),(55 24638.629),(56 24753.229),(57 24777.229),(58 24520.318),(59 24390.72),(60 24161.16),(61 23847.467),(62 23883.096),(63 23599.469),(64 23411.682),(65 23289.28),(66 23247.307),(67 23139.285),(68 23015.803),(69 22806.316),(70 22944.969),(71 23041.379),(72 22986.268),(73 23073.459),(74 23244.684),(75 22906.396),(76 22647.744),(77 22322.252),(78 22503.432),(79 22592.406),
(1 8885.544),(2 14193.726),(3 15835.427),(4 16870.217),(5 17746.729),(6 18754.963),(7 19663.082),(8 20214.26),(9 20531.957),(10 20947.408),(11 21700.477),(12 22062.887),(13 22132.834),(14 22609.293),(15 23177.559),(16 23655.43),(17 23531.352),(18 23732.787),(19 24148.137),(20 24350.137),(21 24614.27),(22 24641.621),(23 24696.27),(24 24433.377),(25 24472.64),(26 24221.041),(27 23973.787),(28 23732.092),(29 23205.063),(30 22372.953),(31 22109.893),(32 22057.52),(33 22174.748),(34 22020.793),(35 21667.09),(36 21683.787),(37 21603.209),(38 21617.781),(39 21836.838),(40 21721.076),(41 22084.678),(42 22207.97),(43 22087.467),(44 22295.451),(45 22931.541),(46 23518.674),(47 23469.602),(48 23934.146),(49 24094.514),(50 24270.908),(51 24406.77),(52 24613.02),(53 24913.977),(54 25022.057),(55 25165.727),(56 25283.146),(57 25104.533),(58 25166.627),(59 25177.572),(60 24638.826),(61 24487.957),(62 24433.072),(63 24244.43),(64 24266.518),(65 24122.97),(66 24050.623),(67 23566.918),(68 23247.344),(69 23041.826),(70 22702.627),(71 22659.309),(72 22141.281),(73 22323.281),(74 22390.41),(75 22147.182),(76 21841.252),(77 21924.639),(78 22038.879),(79 21981.422),
(1 8400.799),(2 13416.91),(3 15104.817),(4 16065.929),(5 17130.03),(6 17839.469),(7 18058.97),(8 18341.574),(9 19061.273),(10 19757.99),(11 20655.563),(12 21264.758),(13 21700.834),(14 22381.488),(15 23151.326),(16 23523.354),(17 23275.402),(18 23520.174),(19 23865.318),(20 23909.564),(21 23727.402),(22 23618.24),(23 23713.379),(24 23637.002),(25 23728.842),(26 23506.348),(27 23457.7),(28 22709.697),(29 22045.857),(30 21916.248),(31 21584.826),(32 21374.357),(33 21493.26),(34 21320.467),(35 21199.871),(36 21087.207),(37 21060.174),(38 21402.986),(39 21369.22),(40 21322.123),(41 21634.145),(42 21899.549),(43 22001.6),(44 21964.432),(45 21895.898),(46 21702.266),(47 21989.73),(48 22108.104),(49 22080.365),(50 21724.252),(51 21840.484),(52 22155.92),(53 22450.719),(54 22799.645),(55 22792.988),(56 22853.74),(57 22581.719),(58 22565.258),(59 22185.686),(60 22133.766),(61 22080.3),(62 22033.389),(63 21937.746),(64 22032.492),(65 21962.93),(66 21758.3),(67 21502.74),(68 21313.877),(69 21176.379),(70 20771.176),(71 20537.008),(72 20694.734),(73 20764.682),(74 20527.176),(75 20456.875),(76 20472.598),(77 20429.176),(78 20763.889),(79 20884.363),
(1 8455.029),(2 13310.123),(3 14863.734),(4 15883.023),(5 16923.096),(6 17753.275),(7 18291.066),(8 18713.758),(9 19214.492),(10 19866.865),(11 20641.555),(12 21061.535),(13 21616.576),(14 22412.068),(15 23044.05),(16 23590.055),(17 23572.271),(18 24170.13),(19 24224.705),(20 24145.283),(21 23972.225),(22 24083.725),(23 23985.36),(24 23731.45),(25 23742.355),(26 23302.115),(27 22874.365),(28 22288.959),(29 21884.578),(30 21601.248),(31 21244.428),(32 21200.541),(33 20912.82),(34 20766.227),(35 20770.727),(36 20579.053),(37 20460.912),(38 20557.578),(39 20883.322),(40 21152.252),(41 21212.53),(42 21363.314),(43 21815.904),(44 22260.62),(45 22549.242),(46 22322.51),(47 22521.04),(48 23062.303),(49 23219.314),(50 23134.896),(51 23548.473),(52 23791.426),(53 23893.309),(54 24009.34),(55 23858.31),(56 23655.55),(57 23347.49),(58 23107.754),(59 22686.291),(60 22448.387),(61 22003.734),(62 22057.771),(63 21850.268),(64 21632.197),(65 21440.871),(66 21194.215),(67 20854.613),(68 20625.346),(69 20556.617),(70 20352.924),(71 20338.605),(72 20567.502),(73 20676.205),(74 20739.867),(75 20304.914),(76 20386.932),(77 20641.547),(78 20804.643),(79 21281.885),
(1 8207.082),(2 12793.929),(3 14490.41),(4 15692.1045),(5 16408.088),(6 17163.445),(7 17741.166),(8 18161.342),(9 18547.197),(10 19344.377),(11 20281.732),(12 20651.564),(13 21039.799),(14 21821.309),(15 22492.166),(16 22933.195),(17 23439.328),(18 23819.234),(19 23710.492),(20 23498.408),(21 23464.014),(22 23420.668),(23 23606.467),(24 23352.654),(25 22992.377),(26 22792.477),(27 22601.486),(28 22289.053),(29 22039.367),(30 21553.887),(31 21005.164),(32 20825.719),(33 20761.717),(34 20408.6),(35 20287.932),(36 20094.111),(37 20039.959),(38 20495.188),(39 20725.14),(40 20722.352),(41 20677.74),(42 20722.945),(43 20837.998),(44 21062.902),(45 21156.793),(46 20933.88),(47 21037.912),(48 21267.729),(49 21569.945),(50 21756.465),(51 21803.72),(52 21810.418),(53 22023.797),(54 22075.143),(55 21836.838),(56 21353.023),(57 21317.979),(58 21258.72),(59 20858.115),(60 20637.068),(61 20751.066),(62 20596.074),(63 20550.889),(64 20133.148),(65 20094.129),(66 19957.965),(67 19569.523),(68 19522.125),(69 19185.553),(70 19365.527),(71 19645.063),(72 19680.148),(73 19464.623),(74 19524.893),(75 19645.578),(76 19854.23),(77 19799.672),(78 19399.639),(79 19339.88),
(1 7967.0767),(2 12863.367),(3 14533.568),(4 15664.017),(5 16476.094),(6 17036.053),(7 17658.762),(8 18106.102),(9 18496.943),(10 19137.883),(11 20020.637),(12 20102.254),(13 20247.504),(14 20846.637),(15 21450.383),(16 21783.684),(17 22143.805),(18 22906.934),(19 23402.293),(20 23373.078),(21 23176.674),(22 23114.666),(23 23031.496),(24 22770.629),(25 21907.809),(26 21534.148),(27 21306.541),(28 20668.963),(29 20427.727),(30 20151.584),(31 20089.41),(32 20119.059),(33 20099.748),(34 19526.117),(35 19040.135),(36 18961.654),(37 18754.355),(38 18904.344),(39 19028.418),(40 19100.23),(41 19247.553),(42 19599.316),(43 19862.887),(44 19832.111),(45 19892.652),(46 19832.615),(47 19945.39),(48 20489.434),(49 20953.701),(50 21264.02),(51 20763.385),(52 20407.875),(53 20587.027),(54 20975.988),(55 20844.139),(56 20724.635),(57 20553.592),(58 20897.908),(59 20970.453),(60 20982.293),(61 20613.424),(62 20182.92),(63 20099.52),(64 19659.684),(65 19550.723),(66 20082.162),(67 20229.064),(68 20179.584),(69 19923.895),(70 19639.383),(71 19678.873),(72 19746.377),(73 19800.479),(74 20013.848),(75 20033.832),(76 20045.277),(77 19901.082),(78 19510.205),(79 19505.695),
(1 7639.8325),(2 12452.351),(3 14176.178),(4 14881.65),(5 15503.06),(6 16177.734),(7 16841.883),(8 17207.736),(9 17630.66),(10 18320.088),(11 19267.809),(12 19806.535),(13 19693.088),(14 20020.764),(15 20788.16),(16 21200.531),(17 21400.133),(18 22073.932),(19 22399.076),(20 22476.785),(21 22574.54),(22 22823.367),(23 22432.51),(24 22143.465),(25 22073.025),(26 21818.734),(27 21562.445),(28 21049.018),(29 20565.783),(30 19959.549),(31 19724.043),(32 19701.682),(33 19390.768),(34 18891.615),(35 18845.494),(36 18888.17),(37 19060.547),(38 19212.662),(39 19361.125),(40 19317.982),(41 19634.389),(42 19779.049),(43 19890.793),(44 19744.313),(45 19575.164),(46 19677.8),(47 19565.984),(48 20017.836),(49 20293.781),(50 20579.584),(51 20482.8),(52 20159.625),(53 20200.342),(54 20216.723),(55 20100.29),(56 20195.549),(57 20025.691),(58 20097.611),(59 20079.498),(60 19878.184),(61 19475.412),(62 19353.547),(63 19457.123),(64 19472.008),(65 19280.64),(66 19109.783),(67 19246.186),(68 19448.803),(69 19260.785),(70 19427.27),(71 19443.195),(72 19043.572),(73 19095.54),(74 19149.525),(75 19349.143),(76 19472.28),(77 19761.21),(78 19741.285),(79 19329.598),
(1 7383.236),(2 11471.192),(3 12894.384),(4 13825.91),(5 14667.001),(6 15647.258),(7 16295.102),(8 16563.998),(9 17118.094),(10 17689.97),(11 18234.582),(12 18941.758),(13 19347.828),(14 19835.12),(15 20426.904),(16 20684.863),(17 21180.965),(18 21583.684),(19 21647.879),(20 21532.65),(21 21304.516),(22 21237.941),(23 21144.62),(24 20877.764),(25 20601.314),(26 20243.623),(27 19956.799),(28 19801.252),(29 19538.627),(30 19198.215),(31 19277.543),(32 18800.861),(33 18333.52),(34 18192.697),(35 18199.45),(36 18341.1),(37 18617.643),(38 18569.828),(39 18502.13),(40 18741.256),(41 19077.13),(42 19182.816),(43 19290.283),(44 19486.398),(45 19811.225),(46 19850.104),(47 19883.73),(48 19765.135),(49 19954.764),(50 20279.934),(51 20573.047),(52 20457.95),(53 20008.924),(54 19563.93),(55 19590.926),(56 19629.035),(57 19691.309),(58 19710.617),(59 19610.701),(60 19448.7),(61 19302.756),(62 19142.379),(63 18782.16),(64 18798.682),(65 18456.31),(66 18286.393),(67 18187.686),(68 17989.4),(69 18142.252),(70 18088.39),(71 17926.393),(72 17584.445),(73 17428.395),(74 17753.658),(75 18012.28),(76 18506.746),(77 18657.639),(78 18308.215),(79 18222.398),
(1 7581.9697),(2 12109.438),(3 13158.033),(4 13998.051),(5 14642.563),(6 15517.307),(7 16421.104),(8 16858.063),(9 17131.34),(10 17833.111),(11 18382.998),(12 18619.5),(13 18869.795),(14 19529.33),(15 20368.398),(16 21036.912),(17 21290.16),(18 21483.6),(19 21467.963),(20 21415.537),(21 21346.434),(22 21494.78),(23 21314.945),(24 21251.576),(25 20943.037),(26 20457.137),(27 19867.666),(28 19610.492),(29 19457.842),(30 18969.373),(31 18679.055),(32 18249.209),(33 18145.832),(34 18099.902),(35 18012.902),(36 17882.035),(37 18051.29),(38 18270.39),(39 18531.049),(40 18984.857),(41 19423.686),(42 19346.51),(43 19211.352),(44 19445.723),(45 19927.863),(46 20326.814),(47 20513.604),(48 20218.334),(49 20039.47),(50 19939.43),(51 20334.947),(52 20268.342),(53 20024.287),(54 19969.484),(55 20055.303),(56 19899.201),(57 19610.916),(58 19314.494),(59 19172.625),(60 19153.428),(61 18761.389),(62 18293.93),(63 17840.77),(64 18256.602),(65 18547.889),(66 18426.484),(67 18270.754),(68 18390.53),(69 18286.055),(70 17931.227),(71 17972.156),(72 17870.99),(73 18070.375),(74 18252.71),(75 18122.723),(76 18145.62),(77 18246.393),(78 18258.65),(79 18379.023),
(1 7290.2627),(2 11405.467),(3 12853.661),(4 13708.055),(5 14368.164),(6 15293.943),(7 16317.647),(8 16587.4),(9 17112.78),(10 17932.723),(11 18645.451),(12 19410.87),(13 19977.406),(14 20529.246),(15 21110.674),(16 21613.148),(17 21988.424),(18 22061.146),(19 21961.479),(20 22044.324),(21 22090.246),(22 22241),(23 22098.064),(24 21578.383),(25 21175.873),(26 20695.89),(27 20424.078),(28 20186.4),(29 19868.965),(30 19154.03),(31 18773.56),(32 18544.947),(33 18476.49),(34 18578.252),(35 18511.291),(36 18355.88),(37 18526.627),(38 18812.6),(39 19029.219),(40 19293.092),(41 19418.105),(42 19577.557),(43 19772.258),(44 19941.418),(45 20163.68),(46 20228.598),(47 20129.863),(48 20136.24),(49 19840.064),(50 19830.92),(51 20011.635),(52 19913.463),(53 19791.82),(54 19730.465),(55 19543.424),(56 19486.072),(57 19231.914),(58 19000.797),(59 18985.242),(60 18960.607),(61 18915.248),(62 18621.729),(63 18637.012),(64 18345.508),(65 18533.492),(66 18716.035),(67 18650.121),(68 18709.25),(69 18456.492),(70 18538.738),(71 18625.766),(72 18467.395),(73 18407.428),(74 18665.36),(75 18883.809),(76 18646.719),(77 18728.215),(78 18892.58),(79 19113.41),
(1 7101.5537),(2 11270.303),(3 12514.844),(4 13489.27),(5 14129.764),(6 15073.453),(7 15606.539),(8 16073.917),(9 16398.88),(10 16921.148),(11 17626.9),(12 18035.521),(13 18313.97),(14 18928.115),(15 19519.27),(16 20110.893),(17 20638.223),(18 20806.238),(19 20755.12),(20 20481.668),(21 20610.012),(22 20602.59),(23 20604.773),(24 20343.361),(25 20042.262),(26 19665.818),(27 19442.951),(28 19240.871),(29 18825.414),(30 18636.818),(31 18544.234),(32 18059.416),(33 17850.857),(34 17599.148),(35 17447.223),(36 17417.45),(37 17666.766),(38 17887.277),(39 18100.457),(40 18536.318),(41 18819.924),(42 18730.799),(43 18868.992),(44 19193.492),(45 19334.752),(46 19477.164),(47 19443.791),(48 19469.928),(49 19354.24),(50 19577.092),(51 19474.56),(52 19473.574),(53 19249.63),(54 18633.14),(55 18407.182),(56 18410.682),(57 18393.316),(58 18276.145),(59 18060.8),(60 17752.887),(61 17660.236),(62 17737.217),(63 17835.592),(64 17877.508),(65 17906.197),(66 17854.84),(67 17877.484),(68 18008.633),(69 18110.07),(70 17942.85),(71 17674.908),(72 17500.447),(73 17823.445),(74 17985.613),(75 18183.85),(76 18433.443),(77 18396.87),(78 18618.125),(79 18730.967),
(1 7026.3394),(2 11027.4795),(3 12672.444),(4 13769.022),(5 14243.456),(6 14891.895),(7 15431.218),(8 16214.958),(9 16505.422),(10 17183.512),(11 17979.955),(12 18621.225),(13 19084.639),(14 19765.334),(15 20127.246),(16 20582.348),(17 21031.516),(18 21267.365),(19 21379.133),(20 21272.063),(21 21350.129),(22 21293.896),(23 21254.553),(24 21006.336),(25 20540.086),(26 20133.537),(27 20058.738),(28 20015.6),(29 19643.496),(30 19241.473),(31 18961.18),(32 18807.47),(33 18617.045),(34 18181.992),(35 17775.104),(36 17900.402),(37 18279.352),(38 18226.654),(39 18576.041),(40 18831.484),(41 19026.25),(42 19206.291),(43 19128.162),(44 19268.61),(45 19355.727),(46 19410.166),(47 19437.424),(48 19378.197),(49 19367.086),(50 19365.678),(51 19255.37),(52 19238.344),(53 19124.803),(54 18993.354),(55 18897.846),(56 18728.008),(57 18428.424),(58 18069.285),(59 17937.656),(60 17827.303),(61 17485.973),(62 17336.223),(63 17362.387),(64 17223.016),(65 17225.193),(66 17417.41),(67 17511.367),(68 17876.46),(69 17660.947),(70 17714.26),(71 17871.93),(72 17830.555),(73 18066.99),(74 18222.516),(75 18464.463),(76 18322.826),(77 18357.951),(78 18442.758),(79 18758.264),
(1 6992.885),(2 10716.927),(3 12258.417),(4 13275.387),(5 13931.66),(6 14610.548),(7 15311.436),(8 15655.2705),(9 15777.195),(10 16540.393),(11 17261.258),(12 17597.809),(13 18022.854),(14 18682.373),(15 19137.854),(16 19942.852),(17 20467.64),(18 20746.8),(19 20587.445),(20 20584.115),(21 20950.81),(22 20898.525),(23 20935.303),(24 20550.41),(25 19979.86),(26 19251.83),(27 18816.357),(28 18615.205),(29 18146.037),(30 17802.947),(31 17560.578),(32 17090.969),(33 16882.594),(34 16574.94),(35 16388.387),(36 16520.383),(37 16843.402),(38 17063.65),(39 17231.566),(40 17568.76),(41 17854.273),(42 18254.117),(43 18642.096),(44 18872.053),(45 19099.549),(46 19197.66),(47 19147.432),(48 19187.664),(49 19060.205),(50 18775.963),(51 18520.479),(52 18477.252),(53 18428.64),(54 18173.012),(55 17934.607),(56 17723.83),(57 17662.355),(58 17494.105),(59 17393.203),(60 17242.607),(61 17028.309),(62 16844.178),(63 16715.605),(64 16737.674),(65 16747.68),(66 16578.87),(67 16824.338),(68 16858.73),(69 16965.926),(70 16962.875),(71 16747.813),(72 16935.836),(73 16731.773),(74 16734.28),(75 16589.266),(76 16797.932),(77 16979.229),(78 17080.271),(79 17034.662),
(1 6873.0044),(2 10618.77),(3 11834.462),(4 12808.539),(5 13481.484),(6 14211.912),(7 14753.007),(8 15176.509),(9 15433.295),(10 16208.292),(11 16808.547),(12 17037.39),(13 17448.508),(14 18182.55),(15 18730.465),(16 19265.498),(17 19581.82),(18 19853.998),(19 19680.463),(20 19613.73),(21 19654.113),(22 19571.6),(23 19330.438),(24 18978.178),(25 18660.936),(26 18250.074),(27 17860.889),(28 17319.797),(29 16677.74),(30 16179.535),(31 16172.77),(32 16019.731),(33 16022.629),(34 16444.016),(35 16390.822),(36 16450.988),(37 16626.355),(38 16778.605),(39 16834.504),(40 16837.031),(41 17251.396),(42 17582.217),(43 17865.504),(44 17889.057),(45 17982.559),(46 17770.61),(47 17814.623),(48 17651.559),(49 17568.043),(50 17279.395),(51 17489.104),(52 17334.428),(53 17260.73),(54 17246.54),(55 17099.563),(56 17003.09),(57 17132.46),(58 16902.166),(59 16616.354),(60 16470.535),(61 16317.461),(62 16213.196),(63 16151.937),(64 16287.16),(65 16140.746),(66 15952.653),(67 16221.653),(68 16552.488),(69 16803.416),(70 16815.729),(71 16652.928),(72 16889.627),(73 17330.7),(74 17675.87),(75 18117.205),(76 18232.914),(77 18219.902),(78 17996.469),(79 17845.326),
(1 6577.286),(2 10348.765),(3 11903.894),(4 12828.3545),(5 13407.628),(6 14280.067),(7 14932.356),(8 15392.714),(9 15636.5625),(10 16240.727),(11 16599.598),(12 16917.885),(13 17412.537),(14 18089.473),(15 18700.723),(16 19149.98),(17 19534.264),(18 19783.9),(19 19593.996),(20 19486.467),(21 19705.084),(22 19740.105),(23 19504.52),(24 18907.506),(25 18749.184),(26 18278.76),(27 17942.559),(28 17695.045),(29 17347.76),(30 17100.47),(31 16859.139),(32 16753.25),(33 16630.559),(34 16844.51),(35 16986.281),(36 16818.803),(37 16766.98),(38 16901.576),(39 17051.594),(40 16949.592),(41 17214.193),(42 17501.908),(43 17637.018),(44 17877.723),(45 18020.805),(46 17917.041),(47 17742.543),(48 17552.496),(49 17519.797),(50 17593.633),(51 17921.344),(52 17768.553),(53 17274.982),(54 17085.533),(55 16840.03),(56 16713.244),(57 16457.07),(58 16518.975),(59 16510.916),(60 16219.818),(61 16130.286),(62 16434.203),(63 16453.744),(64 16260.572),(65 16115.414),(66 15757.185),(67 15665.233),(68 15804.734),(69 15999.6455),(70 16145.17),(71 16311.051),(72 16462.408),(73 16807.084),(74 17110.61),(75 17114.03),(76 17468.266),(77 17461.281),(78 17512.268),(79 17531.842),
