1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 227122.64),(2 619736.94),(3 1191533.9),(4 1963317.6),(5 2805551.3),(6 3590965.8),(7 4427659.5),(8 5271096.5),(9 6056567.5),(10 6864248.5),(11 7799810),(12 8643026),(13 9634541),(14 10743433),(15 11886117),(16 13140669),(17 14544432),(18 15996008),(19 17682094),(20 19360334),(21 21041500),(22 22847210),(23 24809930),(24 26664818),(25 28776890),(26 30999762),(27 33243654),(28 35698996),(29 38259108),(30 40514292),(31 43081024),(32 45605716),(33 48064460),(34 50652240),(35 53295840),(36 55571804),(37 58006420),(38 60349788),(39 62297010),(40 64172236),(41 66163700),(42 67644610),(43 69218760),(44 70741800),(45 71989080),(46 73059990),(47 74217240),(48 74894856),(49 75776540),(50 76676080),(51 77493160),(52 78352760),(53 79500470),(54 80287890),(55 81215190),(56 82166776),(57 82988536),(58 83763864),(59 84722970),(60 85310664),(61 86025430),(62 86862940),(63 87625540),(64 88321976),(65 89574070),(66 90555960),(67 91803000),(68 93247750),(69 94673090),(70 95883710),(71 97711560),(72 99247510),(73 100784936),(74 102542570),(75 104278184),(76 105661720),(77 107368184),(78 108797416),(79 110111850),
(1 58.915306),(2 70.590164),(3 78.26579),(4 84.46264),(5 88.670204),(6 92.112946),(7 96.30792),(8 97.99046),(9 99.44147),(10 100.932724),(11 103.358864),(12 104.54455),(13 106.011955),(14 107.69098),(15 108.35502),(16 110.66312),(17 110.6004),(18 112.03725),(19 111.791176),(20 112.92312),(21 112.47403),(22 114.07856),(23 114.633736),(24 115.08477),(25 114.740814),(26 115.917854),(27 114.9401),(28 114.18078),(29 115.089264),(30 114.12651),(31 113.683334),(32 113.404366),(33 113.81668),(34 114.59519),(35 115.0626),(36 116.10678),(37 115.24164),(38 115.813805),(39 117.03944),(40 117.275894),(41 117.12529),(42 119.16642),(43 119.62944),(44 120.49613),(45 123.141136),(46 123.33994),(47 123.958885),(48 124.15043),(49 124.18092),(50 124.73597),(51 123.51435),(52 123.172874),(53 124.81032),(54 124.203445),(55 124.148735),(56 124.13512),(57 124.30321),(58 124.73594),(59 125.40262),(60 124.801445),(61 124.4429),(62 124.7687),(63 124.175064),(64 123.64693),(65 123.816956),(66 121.88698),(67 121.17233),(68 119.18274),(69 119.8291),(70 120.61976),(71 119.20867),(72 119.04698),(73 119.39109),(74 120.35399),(75 119.83006),(76 120.303604),(77 119.63925),(78 119.93961),(79 118.95732),
(1 60.024456),(2 71.70818),(3 79.81413),(4 83.90251),(5 88.09472),(6 92.11931),(7 96.03499),(8 96.82331),(9 98.443245),(10 99.98104),(11 102.46607),(12 103.337814),(13 104.24405),(14 105.4976),(15 107.48154),(16 108.83566),(17 110.64497),(18 111.54121),(19 113.47443),(20 113.35865),(21 113.59261),(22 114.146614),(23 115.4209),(24 116.12296),(25 117.06212),(26 117.1365),(27 116.75137),(28 116.58649),(29 115.82372),(30 115.52248),(31 114.21641),(32 113.97132),(33 114.84651),(34 115.561386),(35 116.125725),(36 117.442635),(37 118.139435),(38 118.900444),(39 119.25426),(40 118.26993),(41 118.74954),(42 119.7801),(43 119.82888),(44 120.185135),(45 121.87208),(46 122.26418),(47 121.40391),(48 122.25542),(49 121.821884),(50 122.31746),(51 122.432755),(52 123.9761),(53 122.985275),(54 123.926704),(55 125.67112),(56 126.68152),(57 128.77412),(58 129.68935),(59 129.68344),(60 130.04926),(61 129.65428),(62 129.08568),(63 128.08861),(64 126.53635),(65 126.209526),(66 123.89576),(67 123.532776),(68 123.789215),(69 123.095856),(70 122.62605),(71 121.70224),(72 120.79757),(73 121.87252),(74 120.31748),(75 122.016685),(76 121.293274),(77 120.470474),(78 118.32492),(79 117.400894),
(1 59.458813),(2 70.03141),(3 77.4604),(4 82.06603),(5 86.73829),(6 89.78421),(7 92.99769),(8 95.26532),(9 96.91466),(10 98.48038),(11 100.36809),(12 100.91266),(13 102.03064),(14 102.75732),(15 104.48299),(16 104.27348),(17 105.981415),(18 105.88316),(19 106.131546),(20 106.31581),(21 106.32394),(22 106.886375),(23 106.61102),(24 108.07818),(25 107.44878),(26 107.47974),(27 107.28912),(28 107.635),(29 107.63564),(30 106.64903),(31 106.68367),(32 107.494965),(33 106.69274),(34 106.71655),(35 107.33824),(36 107.942184),(37 107.694595),(38 108.15003),(39 108.805725),(40 109.4125),(41 110.42419),(42 110.91837),(43 112.75831),(44 114.41714),(45 115.46652),(46 115.33659),(47 115.9446),(48 116.821976),(49 117.62851),(50 116.90556),(51 117.38887),(52 117.159836),(53 118.23187),(54 118.45633),(55 119.54043),(56 119.517815),(57 120.04625),(58 120.27799),(59 120.135254),(60 120.37237),(61 120.28035),(62 120.390205),(63 119.69214),(64 119.57261),(65 119.33591),(66 117.97251),(67 116.708),(68 116.88064),(69 115.283424),(70 115.84047),(71 115.094925),(72 115.31123),(73 115.65306),(74 114.813194),(75 115.79698),(76 114.780174),(77 114.885254),(78 114.46936),(79 114.275444),
(1 58.819862),(2 70.40325),(3 78.58733),(4 83.79551),(5 87.7097),(6 91.596214),(7 95.58364),(8 96.84297),(9 99.10038),(10 100.592255),(11 102.19815),(12 103.90967),(13 104.37074),(14 106.39071),(15 110.082245),(16 110.744064),(17 110.735664),(18 112.20482),(19 112.89057),(20 112.19215),(21 112.481674),(22 111.79535),(23 111.842926),(24 112.33335),(25 112.39561),(26 111.50773),(27 111.39739),(28 111.114746),(29 111.514824),(30 111.65861),(31 111.50343),(32 112.62011),(33 111.39041),(34 111.744),(35 112.47236),(36 112.36798),(37 114.22306),(38 115.83799),(39 117.021996),(40 117.85976),(41 120.32788),(42 121.21876),(43 122.67749),(44 123.39241),(45 124.74647),(46 126.06036),(47 127.86866),(48 129.01085),(49 127.969666),(50 126.77857),(51 126.876686),(52 126.32374),(53 125.26015),(54 125.539375),(55 125.02638),(56 125.51539),(57 125.76185),(58 126.89277),(59 125.65922),(60 126.25021),(61 125.63685),(62 125.30061),(63 125.177734),(64 123.71795),(65 124.04364),(66 123.38183),(67 122.352264),(68 122.72241),(69 121.42104),(70 120.395065),(71 121.23573),(72 120.5237),(73 120.69717),(74 120.10651),(75 119.20926),(76 118.66846),(77 119.22156),(78 117.86842),(79 117.90215),
(1 59.323574),(2 70.33463),(3 78.01647),(4 83.38998),(5 88.74449),(6 92.079704),(7 95.31967),(8 97.21485),(9 100.08156),(10 100.86496),(11 102.78191),(12 104.64371),(13 105.26429),(14 106.92277),(15 108.16226),(16 110.01022),(17 109.81397),(18 111.58439),(19 111.50418),(20 113.348015),(21 114.803444),(22 114.244255),(23 114.212036),(24 115.590904),(25 116.77728),(26 115.11957),(27 115.07896),(28 114.593834),(29 114.19325),(30 115.335754),(31 114.735565),(32 114.4658),(33 115.2329),(34 115.68656),(35 115.886086),(36 115.999084),(37 117.05883),(38 117.42917),(39 118.02459),(40 117.96689),(41 118.23464),(42 117.30359),(43 117.91494),(44 118.85129),(45 118.437096),(46 118.476295),(47 120.143745),(48 121.6004),(49 122.35777),(50 122.18639),(51 123.13001),(52 123.867134),(53 124.24782),(54 125.294235),(55 126.155045),(56 128.22043),(57 128.29562),(58 128.88306),(59 128.79745),(60 129.29692),(61 128.89105),(62 128.39784),(63 127.31519),(64 125.49273),(65 123.856735),(66 123.184166),(67 120.59157),(68 120.94799),(69 121.01765),(70 120.37962),(71 118.53125),(72 119.37108),(73 118.882545),(74 118.31481),(75 118.36237),(76 117.82734),(77 116.04746),(78 115.666534),(79 115.789276),
(1 57.701042),(2 68.476234),(3 75.652626),(4 79.805016),(5 85.24324),(6 88.9662),(7 91.705795),(8 93.13785),(9 95.74503),(10 97.411026),(11 98.52989),(12 100.98505),(13 101.70472),(14 104.29648),(15 107.30357),(16 107.788376),(17 108.712875),(18 108.911064),(19 108.434135),(20 109.49705),(21 109.60465),(22 110.222115),(23 109.82128),(24 110.69846),(25 110.62853),(26 109.78634),(27 110.21502),(28 109.70636),(29 110.078384),(30 110.39891),(31 109.01394),(32 109.557236),(33 108.88384),(34 107.93228),(35 108.61162),(36 109.27641),(37 109.541695),(38 111.39461),(39 112.70302),(40 112.76532),(41 114.285484),(42 116.63136),(43 116.65604),(44 117.44814),(45 118.48886),(46 119.04962),(47 119.265625),(48 119.80975),(49 119.84045),(50 119.09548),(51 119.16782),(52 120.19747),(53 119.635864),(54 119.65706),(55 121.09231),(56 122.287636),(57 121.62989),(58 121.42176),(59 120.592575),(60 122.114876),(61 122.152115),(62 122.52666),(63 121.714745),(64 122.15778),(65 121.59352),(66 121.15567),(67 119.65349),(68 119.82003),(69 120.40906),(70 120.65353),(71 120.04209),(72 117.73516),(73 118.02147),(74 117.268074),(75 117.96534),(76 115.848724),(77 116.78639),(78 115.867294),(79 115.36591),
(1 59.16359),(2 69.38397),(3 76.9402),(4 82.216705),(5 87.075294),(6 91.51636),(7 94.067604),(8 96.45028),(9 98.14557),(10 98.79816),(11 101.305916),(12 101.72217),(13 102.73579),(14 104.30734),(15 106.879814),(16 108.23101),(17 108.74752),(18 110.14333),(19 110.09032),(20 111.172104),(21 111.51401),(22 111.960396),(23 111.135254),(24 113.05818),(25 112.19341),(26 111.62361),(27 111.031075),(28 112.62553),(29 111.66643),(30 112.06231),(31 112.17975),(32 112.80255),(33 113.03232),(34 114.88062),(35 115.40357),(36 115.71295),(37 117.949265),(38 117.60399),(39 119.257866),(40 120.45899),(41 120.02164),(42 122.90584),(43 122.9753),(44 124.145256),(45 126.54766),(46 127.39667),(47 126.72862),(48 128.39548),(49 128.81345),(50 130.41751),(51 129.9795),(52 128.93018),(53 128.35844),(54 127.58932),(55 127.02685),(56 127.50562),(57 126.98103),(58 127.61026),(59 127.53175),(60 126.25561),(61 124.76797),(62 124.79688),(63 125.55198),(64 125.791504),(65 125.1931),(66 123.673904),(67 122.59302),(68 121.238174),(69 121.81495),(70 120.624245),(71 120.09721),(72 120.14339),(73 120.50667),(74 120.03911),(75 121.73455),(76 119.85631),(77 118.02482),(78 119.39101),(79 118.130684),
(1 58.33957),(2 69.22925),(3 76.891785),(4 81.19792),(5 84.64354),(6 88.37649),(7 91.143456),(8 92.71415),(9 93.66532),(10 94.18808),(11 95.72248),(12 96.970116),(13 98.34047),(14 100.19389),(15 101.44345),(16 102.22582),(17 102.082565),(18 103.43389),(19 104.727905),(20 105.18361),(21 105.199234),(22 106.1485),(23 105.054825),(24 105.10844),(25 106.092705),(26 106.90943),(27 106.15941),(28 106.091835),(29 103.88248),(30 104.607544),(31 105.031395),(32 105.204056),(33 106.48059),(34 108.20062),(35 108.20761),(36 108.82602),(37 108.511185),(38 109.34966),(39 109.43509),(40 109.8662),(41 110.396736),(42 111.49484),(43 111.16069),(44 110.99136),(45 112.86414),(46 112.00147),(47 113.37418),(48 113.825325),(49 114.39199),(50 115.27728),(51 114.54479),(52 115.963135),(53 114.89421),(54 115.62667),(55 116.559105),(56 117.54821),(57 118.63886),(58 118.99731),(59 118.68896),(60 119.2829),(61 119.4142),(62 120.81929),(63 119.76598),(64 118.52467),(65 118.04646),(66 117.31089),(67 115.44416),(68 115.49625),(69 115.057365),(70 114.95814),(71 113.605156),(72 112.34384),(73 114.09142),(74 113.780815),(75 114.2916),(76 111.19063),(77 112.70327),(78 110.23459),(79 109.2833),
(1 56.973522),(2 67.526474),(3 74.690834),(4 79.3218),(5 83.82708),(6 87.30459),(7 89.701904),(8 91.60986),(9 94.40027),(10 94.38877),(11 96.19233),(12 97.203575),(13 97.48142),(14 98.17045),(15 101.80962),(16 101.85116),(17 102.28172),(18 102.87411),(19 103.45218),(20 104.13067),(21 102.715775),(22 103.01447),(23 103.06242),(24 104.05875),(25 104.423416),(26 104.94423),(27 105.64549),(28 105.43781),(29 105.32355),(30 106.24508),(31 105.000336),(32 105.41465),(33 104.90435),(34 105.58492),(35 106.669464),(36 106.00886),(37 106.76725),(38 108.29826),(39 108.17139),(40 107.56736),(41 108.31677),(42 110.37463),(43 111.740234),(44 112.758415),(45 114.39326),(46 113.98107),(47 113.77582),(48 114.321526),(49 114.18882),(50 114.93236),(51 114.95271),(52 115.857285),(53 115.31976),(54 115.95801),(55 115.4404),(56 116.210335),(57 116.06609),(58 115.61534),(59 114.76339),(60 116.61854),(61 116.70192),(62 115.775375),(63 116.50503),(64 116.44508),(65 115.76879),(66 116.023735),(67 115.38206),(68 114.91506),(69 114.850975),(70 114.59173),(71 114.13438),(72 115.07097),(73 116.64826),(74 116.11286),(75 114.993484),(76 114.37519),(77 114.06538),(78 114.14335),(79 113.72348),
(1 57.076885),(2 65.755066),(3 73.39772),(4 78.8361),(5 82.96702),(6 86.69911),(7 89.011795),(8 89.68677),(9 92.587296),(10 93.75042),(11 95.30096),(12 96.18715),(13 97.815285),(14 100.31312),(15 103.14248),(16 104.22126),(17 105.078514),(18 105.09984),(19 106.84971),(20 108.20764),(21 107.98009),(22 107.06895),(23 107.47191),(24 108.72367),(25 110.11704),(26 109.77404),(27 109.445404),(28 108.864716),(29 107.73329),(30 108.89609),(31 109.65869),(32 110.20596),(33 110.818344),(34 111.68664),(35 111.92503),(36 112.940094),(37 114.203094),(38 115.32242),(39 116.21398),(40 116.065346),(41 116.8456),(42 118.3671),(43 119.33967),(44 120.05196),(45 121.59701),(46 122.526344),(47 124.22077),(48 124.874596),(49 124.82602),(50 125.317184),(51 125.34909),(52 123.29322),(53 122.382195),(54 121.89391),(55 121.479065),(56 121.9427),(57 121.31417),(58 122.79409),(59 121.47766),(60 122.04278),(61 120.33701),(62 119.36023),(63 119.22342),(64 117.68829),(65 115.965294),(66 114.90029),(67 113.65601),(68 113.06812),(69 112.715675),(70 111.5204),(71 111.253044),(72 112.059265),(73 112.9492),(74 113.39076),(75 113.206116),(76 113.285736),(77 112.410736),(78 112.26736),(79 111.872444),
(1 57.91884),(2 68.13499),(3 74.94875),(4 81.520805),(5 86.448265),(6 88.104774),(7 90.87718),(8 93.471954),(9 94.67193),(10 94.7796),(11 96.229996),(12 97.57064),(13 97.26035),(14 99.62838),(15 102.218506),(16 102.66562),(17 104.27879),(18 104.86859),(19 105.286606),(20 105.03293),(21 105.14375),(22 105.90355),(23 106.128426),(24 105.906166),(25 106.10039),(26 106.05069),(27 106.226204),(28 106.511826),(29 106.84355),(30 106.4247),(31 104.73218),(32 106.141884),(33 105.41267),(34 106.94899),(35 106.85787),(36 107.576904),(37 108.16817),(38 109.04459),(39 110.32935),(40 109.22859),(41 109.92431),(42 111.39599),(43 111.632614),(44 112.84171),(45 113.36608),(46 113.288895),(47 113.52917),(48 113.99698),(49 114.12929),(50 114.40952),(51 114.34069),(52 114.894745),(53 113.80485),(54 115.685875),(55 116.581856),(56 117.16872),(57 118.376175),(58 119.06731),(59 119.439545),(60 119.03162),(61 118.88047),(62 119.461334),(63 118.98906),(64 117.33719),(65 116.14461),(66 115.894455),(67 114.86411),(68 113.731476),(69 114.01262),(70 114.530106),(71 113.80532),(72 115.2937),(73 115.018814),(74 114.477684),(75 115.39009),(76 114.70383),(77 113.48995),(78 112.51074),(79 111.79154),
(1 57.10237),(2 67.15447),(3 74.008316),(4 79.49227),(5 85.10675),(6 88.577644),(7 91.66014),(8 92.74709),(9 94.67128),(10 95.87898),(11 94.985725),(12 96.9502),(13 98.33304),(14 101.329865),(15 102.63499),(16 103.30165),(17 103.46099),(18 104.39447),(19 104.7157),(20 104.42024),(21 103.475914),(22 103.797226),(23 104.028625),(24 105.562096),(25 105.76321),(26 106.09968),(27 105.70479),(28 104.913124),(29 105.66659),(30 105.40453),(31 104.132065),(32 105.41144),(33 105.52927),(34 105.749466),(35 107.18721),(36 107.1868),(37 107.42257),(38 108.585754),(39 109.96045),(40 110.650856),(41 113.17638),(42 114.242325),(43 115.82372),(44 116.11721),(45 117.79081),(46 118.17971),(47 119.895935),(48 118.54291),(49 118.9625),(50 119.637),(51 119.42652),(52 119.14655),(53 118.01977),(54 117.97275),(55 117.92617),(56 117.91321),(57 118.78898),(58 118.41889),(59 118.42591),(60 118.97413),(61 118.71662),(62 119.48822),(63 118.471565),(64 118.218834),(65 118.74297),(66 118.96093),(67 118.2875),(68 118.22751),(69 118.42552),(70 119.00673),(71 118.911835),(72 118.91949),(73 119.83966),(74 119.5995),(75 119.137115),(76 118.552),(77 118.40902),(78 117.54234),(79 115.656975),
(1 55.75453),(2 65.47152),(3 72.217545),(4 77.212296),(5 81.14946),(6 84.14318),(7 86.958084),(8 86.73561),(9 88.58656),(10 89.60656),(11 91.78286),(12 92.46969),(13 94.21117),(14 96.7537),(15 97.25093),(16 97.61586),(17 99.345245),(18 100.907234),(19 101.10052),(20 102.11686),(21 101.459305),(22 101.79803),(23 102.19406),(24 101.958084),(25 101.08019),(26 101.61005),(27 102.103),(28 101.79143),(29 102.73602),(30 103.000824),(31 101.56853),(32 102.91343),(33 103.100815),(34 103.7831),(35 105.456024),(36 106.90186),(37 108.403305),(38 111.064606),(39 112.49848),(40 114.50255),(41 116.10193),(42 118.357056),(43 118.24051),(44 119.90929),(45 121.04665),(46 121.95329),(47 122.60935),(48 121.609184),(49 121.17547),(50 121.56256),(51 121.77973),(52 122.18008),(53 121.05573),(54 120.59187),(55 120.37114),(56 119.43705),(57 119.63635),(58 118.778984),(59 117.78688),(60 119.016075),(61 116.55438),(62 115.16552),(63 115.91762),(64 115.48585),(65 115.281944),(66 113.91363),(67 112.587296),(68 112.61034),(69 112.05706),(70 111.947945),(71 112.08103),(72 111.75469),(73 111.7333),(74 112.81734),(75 112.80174),(76 111.88494),(77 111.90529),(78 111.47079),(79 111.125946),
(1 55.801506),(2 64.79398),(3 72.857086),(4 77.310646),(5 82.24758),(6 85.34726),(7 88.31362),(8 89.61953),(9 91.154175),(10 92.35409),(11 93.69045),(12 94.89254),(13 95.98265),(14 97.24155),(15 98.51232),(16 98.79909),(17 98.85065),(18 99.56087),(19 98.934975),(20 99.23938),(21 98.67466),(22 98.45283),(23 98.30724),(24 99.43157),(25 100.399124),(26 100.192),(27 99.497406),(28 99.903435),(29 98.91812),(30 99.21013),(31 99.07019),(32 100.77151),(33 101.37331),(34 101.73454),(35 103.27157),(36 104.32292),(37 104.79953),(38 105.1756),(39 106.06829),(40 106.495415),(41 106.23037),(42 108.03762),(43 108.98003),(44 109.77805),(45 112.19413),(46 111.01388),(47 110.08576),(48 110.873405),(49 111.58185),(50 112.99293),(51 112.515915),(52 112.29945),(53 111.806305),(54 111.23085),(55 112.11219),(56 112.918526),(57 112.63323),(58 112.3072),(59 113.25976),(60 116.26518),(61 114.27824),(62 113.64607),(63 113.124535),(64 114.14821),(65 114.08901),(66 114.85291),(67 113.93042),(68 114.57188),(69 114.08297),(70 113.80799),(71 112.84718),(72 113.944),(73 115.287025),(74 114.76956),(75 116.18227),(76 115.997536),(77 114.93538),(78 112.62967),(79 111.933624),
(1 55.527798),(2 64.66283),(3 72.2498),(4 76.24184),(5 80.84523),(6 83.14615),(7 86.188065),(8 87.81955),(9 90.05917),(10 91.42254),(11 94.851234),(12 96.38169),(13 97.61294),(14 99.96033),(15 101.13837),(16 101.36616),(17 101.18967),(18 102.48125),(19 101.92495),(20 103.04537),(21 101.60416),(22 101.47733),(23 102.5268),(24 102.19791),(25 102.80907),(26 104.14921),(27 104.77458),(28 104.398926),(29 105.60229),(30 104.890335),(31 105.01629),(32 107.52514),(33 107.13153),(34 107.829124),(35 109.010735),(36 109.9179),(37 112.4262),(38 112.74736),(39 112.91541),(40 113.794014),(41 114.08743),(42 115.15119),(43 115.46367),(44 116.945435),(45 117.499565),(46 117.57259),(47 116.701),(48 116.35953),(49 115.20977),(50 115.72689),(51 115.62501),(52 115.54562),(53 115.122154),(54 113.62919),(55 112.19891),(56 112.30661),(57 113.8575),(58 113.85116),(59 114.4124),(60 115.11971),(61 114.3753),(62 114.22199),(63 115.162544),(64 114.41145),(65 114.13814),(66 114.00858),(67 113.79035),(68 113.99784),(69 113.872505),(70 114.97236),(71 115.167076),(72 115.16675),(73 115.743866),(74 116.46641),(75 116.2907),(76 116.63062),(77 117.4749),(78 115.56452),(79 114.908554),
(1 55.69814),(2 65.17968),(3 71.38057),(4 76.18637),(5 82.18199),(6 84.159),(7 87.491035),(8 89.12947),(9 90.11059),(10 91.31854),(11 92.710556),(12 95.80315),(13 96.72933),(14 99.37923),(15 100.21692),(16 100.51499),(17 101.10461),(18 102.6152),(19 102.67239),(20 103.08045),(21 103.30494),(22 103.29909),(23 103.58031),(24 103.40024),(25 103.89655),(26 102.45536),(27 103.456474),(28 102.55287),(29 102.4463),(30 102.96847),(31 103.5803),(32 104.612854),(33 106.375534),(34 107.38609),(35 107.92976),(36 109.23918),(37 111.75288),(38 112.15399),(39 113.4346),(40 113.635605),(41 114.84057),(42 115.71996),(43 115.86092),(44 117.90191),(45 119.48793),(46 120.806656),(47 120.32627),(48 120.995895),(49 120.953575),(50 121.77159),(51 122.62467),(52 122.163795),(53 121.680405),(54 122.686966),(55 122.75213),(56 122.17966),(57 121.38825),(58 121.54071),(59 120.80315),(60 121.8077),(61 121.94902),(62 120.92659),(63 120.55134),(64 120.58085),(65 119.22813),(66 117.5979),(67 116.1735),(68 115.00059),(69 114.92294),(70 115.01763),(71 114.30124),(72 114.43297),(73 115.76643),(74 115.35647),(75 115.94625),(76 114.69006),(77 114.3903),(78 112.62403),(79 112.34802),
(1 54.9988),(2 64.90447),(3 72.23089),(4 76.672554),(5 81.71197),(6 84.356064),(7 87.24404),(8 87.246704),(9 88.685),(10 90.300995),(11 91.34921),(12 93.95181),(13 95.04785),(14 96.18253),(15 98.44244),(16 99.661545),(17 99.7741),(18 99.62553),(19 99.491035),(20 99.71798),(21 99.13257),(22 99.2428),(23 100.48757),(24 100.672775),(25 100.91575),(26 101.85003),(27 101.04706),(28 100.90134),(29 102.65038),(30 104.23934),(31 102.97707),(32 103.332794),(33 103.6221),(34 102.73112),(35 103.29283),(36 103.368996),(37 104.30673),(38 105.63148),(39 107.01698),(40 105.839165),(41 106.84141),(42 107.24494),(43 107.36309),(44 107.58721),(45 109.55544),(46 110.48574),(47 110.138985),(48 110.43294),(49 111.02521),(50 110.59478),(51 111.40913),(52 110.94305),(53 110.39868),(54 110.8971),(55 111.1062),(56 113.32075),(57 113.31067),(58 113.520325),(59 113.70862),(60 114.34861),(61 114.791595),(62 115.33327),(63 116.29873),(64 115.86562),(65 115.94979),(66 115.5504),(67 115.236694),(68 115.67794),(69 115.18493),(70 115.77104),(71 116.57226),(72 116.90949),(73 118.64141),(74 117.69529),(75 117.56536),(76 117.66226),(77 116.70998),(78 115.941795),(79 115.17051),
(1 53.83234),(2 62.065907),(3 70.12129),(4 73.98814),(5 78.65495),(6 81.07486),(7 84.32117),(8 85.209785),(9 86.15124),(10 88.1874),(11 89.42881),(12 91.64138),(13 93.53559),(14 95.22826),(15 97.55983),(16 97.82908),(17 98.04092),(18 98.45747),(19 99.16166),(20 98.76556),(21 99.43321),(22 98.85807),(23 98.45503),(24 99.58794),(25 99.01554),(26 99.08302),(27 99.11199),(28 99.59449),(29 99.77374),(30 99.957405),(31 100.28968),(32 101.46428),(33 101.88296),(34 100.61277),(35 101.43355),(36 102.08111),(37 103.9628),(38 104.03425),(39 105.7216),(40 107.553734),(41 109.09803),(42 109.91747),(43 111.28016),(44 112.44154),(45 113.19702),(46 113.461266),(47 113.16042),(48 112.5583),(49 112.27149),(50 110.57834),(51 111.355545),(52 110.24599),(53 109.73694),(54 109.32686),(55 110.1851),(56 109.65563),(57 111.205444),(58 112.23611),(59 111.74327),(60 113.80843),(61 112.90588),(62 113.01942),(63 113.065025),(64 114.07278),(65 114.53286),(66 115.18974),(67 115.71437),(68 116.14606),(69 115.033264),(70 115.58788),(71 116.06255),(72 116.64506),(73 117.58971),(74 117.79213),(75 117.73307),(76 116.571266),(77 116.38561),(78 116.74283),(79 115.24805),
