1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 6859.155),(2 7692.1685),(3 9006.535),(4 8246.295),(5 10473.859),(6 9520.704),(7 11609.544),(8 11679.84),(9 12574.242),(10 9658.056),(11 13363.03),(12 12984.419),(13 13499.733),(14 12129.117),(15 13743.505),(16 12235.147),(17 13778.961),(18 13341.267),(19 13713.086),(20 10312.2295),(21 13945.075),(22 13784.8545),(23 14455.29),(24 13267.653),(25 14993.368),(26 13592.362),(27 15152.852),(28 14921.802),(29 15386.362),(30 12028.961),(31 15515.753),(32 15209.169),(33 15650.648),(34 14210.77),(35 15623.341),(36 13975.829),(37 15435.133),(38 14948.403),(39 15103.97),(40 11712.481),(41 15568.024),(42 15436.672),(43 16300.602),(44 15160.677),(45 16945.6),(46 15656),(47 17430.756),(48 17043.852),(49 17741.646),(50 14495.198),(51 17977.826),(52 17603.178),(53 18155.35),(54 16618.295),(55 18215.41),(56 16690.467),(57 18005.012),(58 17493.283),(59 17939.615),(60 14256.958),(61 17927.725),(62 17719.85),(63 18409.416),(64 17301.281),(65 19036.547),(66 17689.244),(67 19374.404),(68 19091.746),(69 19742.744),(70 16469.79),(71 20036.768),(72 19828.02),(73 20393.064),(74 18992.818),(75 20583.709),(76 19097.756),(77 20560.6),(78 20033.62),(79 20388.973),
(1 145.28165),(2 171.81708),(3 182.77205),(4 187.06696),(5 190.21341),(6 192.21849),(7 194.8954),(8 196.41324),(9 200.32153),(10 187.54538),(11 202.23045),(12 200.33946),(13 200.9537),(14 200.58665),(15 200.82703),(16 200.7412),(17 201.00677),(18 200.29913),(19 202.13878),(20 187.966),(21 202.39963),(22 200.69524),(23 201.63402),(24 201.6541),(25 202.12419),(26 202.11858),(27 202.60442),(28 202.35062),(29 204.129),(30 190.30386),(31 204.5184),(32 203.01425),(33 203.52962),(34 203.53485),(35 203.8985),(36 204.00229),(37 204.34091),(38 203.91026),(39 205.81068),(40 192.59471),(41 206.16943),(42 204.67955),(43 205.20724),(44 205.4241),(45 205.52916),(46 205.6011),(47 205.93384),(48 205.37727),(49 207.42943),(50 194.22447),(51 207.89195),(52 206.17207),(53 206.73509),(54 206.744),(55 206.83432),(56 206.89595),(57 207.36351),(58 207.23122),(59 209.02522),(60 196.02231),(61 209.36453),(62 207.77687),(63 208.3966),(64 208.39656),(65 208.47954),(66 208.70062),(67 209.18231),(68 208.75853),(69 210.5861),(70 197.98969),(71 210.98848),(72 209.53593),(73 210.07288),(74 210.01614),(75 210.22154),(76 209.96419),(77 210.4206),(78 209.87662),(79 211.66844),
(1 144.53645),(2 170.92342),(3 181.94096),(4 186.24371),(5 189.29674),(6 191.21358),(7 193.82718),(8 195.21794),(9 198.76787),(10 186.6834),(11 200.7383),(12 198.91852),(13 199.51096),(14 199.31097),(15 199.28697),(16 199.30542),(17 199.80002),(18 199.13734),(19 200.85506),(20 187.5635),(21 201.14026),(22 199.5686),(23 200.35443),(24 200.16663),(25 200.4452),(26 200.83582),(27 201.1086),(28 200.94102),(29 202.74738),(30 189.81255),(31 203.17188),(32 201.65158),(33 202.38223),(34 202.12225),(35 202.36363),(36 202.75175),(37 202.98466),(38 202.70364),(39 204.44615),(40 191.65646),(41 204.82703),(42 203.2987),(43 203.9687),(44 203.77614),(45 203.89764),(46 203.8417),(47 204.2791),(48 204.06425),(49 205.84612),(50 193.36584),(51 206.09422),(52 204.81902),(53 205.42839),(54 205.32938),(55 205.38475),(56 205.44498),(57 205.87764),(58 205.6197),(59 207.30826),(60 195.23045),(61 207.91023),(62 206.38936),(63 207.21445),(64 207.28207),(65 207.2462),(66 207.33858),(67 207.54793),(68 207.35106),(69 208.9913),(70 197.49672),(71 209.58629),(72 207.96407),(73 208.65),(74 208.21889),(75 208.30411),(76 208.36458),(77 208.84982),(78 208.33417),(79 209.889),
(1 144.05026),(2 170.58907),(3 181.56502),(4 185.68515),(5 188.92761),(6 190.85332),(7 193.53827),(8 194.48842),(9 198.17508),(10 186.28728),(11 200.02484),(12 198.23427),(13 198.88206),(14 198.78915),(15 198.7512),(16 198.89053),(17 199.42744),(18 198.81499),(19 200.14513),(20 186.96034),(21 200.77858),(22 199.20932),(23 199.87193),(24 199.4945),(25 199.79205),(26 199.87024),(27 200.70132),(28 200.34587),(29 202.13351),(30 189.2756),(31 202.27882),(32 200.85095),(33 201.79889),(34 201.43675),(35 201.7244),(36 201.84354),(37 202.44867),(38 201.7599),(39 203.44131),(40 190.88034),(41 203.82048),(42 202.46262),(43 203.297),(44 203.01126),(45 203.15692),(46 203.40477),(47 204.07343),(48 203.74194),(49 205.31044),(50 192.87143),(51 205.52736),(52 204.06342),(53 204.587),(54 204.4759),(55 204.37776),(56 204.62428),(57 205.20425),(58 204.74084),(59 206.22455),(60 194.12825),(61 206.68947),(62 205.41338),(63 206.23346),(64 206.21962),(65 206.50883),(66 206.66023),(67 207.09924),(68 206.82178),(69 208.42465),(70 196.70891),(71 208.61333),(72 207.17313),(73 207.87592),(74 207.65268),(75 207.76953),(76 207.89291),(77 208.40341),(78 207.85042),(79 209.39775),
(1 143.14548),(2 169.87083),(3 180.80417),(4 184.61833),(5 187.70813),(6 189.80159),(7 192.14583),(8 193.08598),(9 196.57297),(10 185.14816),(11 198.7518),(12 197.09894),(13 197.54442),(14 197.25891),(15 197.49908),(16 197.60411),(17 198.26994),(18 197.59062),(19 198.94539),(20 185.98308),(21 199.54237),(22 198.07315),(23 198.90794),(24 198.36465),(25 198.64645),(26 198.7332),(27 199.41994),(28 199.19048),(29 201.0418),(30 188.4222),(31 201.06194),(32 199.66011),(33 200.28488),(34 200.00206),(35 200.33934),(36 200.4331),(37 200.80331),(38 200.24901),(39 202.02798),(40 189.856),(41 202.12221),(42 201.05994),(43 201.73273),(44 201.55699),(45 201.77878),(46 201.78674),(47 202.27603),(48 202.28497),(49 203.76747),(50 191.84212),(51 203.8908),(52 202.5505),(53 203.24203),(54 202.97487),(55 203.22787),(56 203.25468),(57 203.72195),(58 203.38141),(59 204.64772),(60 193.11012),(61 204.83868),(62 203.86859),(63 204.55779),(64 204.17387),(65 204.54663),(66 204.72604),(67 205.24368),(68 205.09418),(69 206.66411),(70 195.5047),(71 206.96527),(72 205.95238),(73 206.39337),(74 205.93079),(75 205.99606),(76 205.94669),(77 206.62407),(78 206.2263),(79 207.54926),
(1 142.93034),(2 169.59615),(3 180.50018),(4 184.14944),(5 187.51268),(6 189.03178),(7 191.46883),(8 192.69232),(9 195.88548),(10 184.88689),(11 197.68272),(12 196.32967),(13 196.98318),(14 196.44026),(15 196.76323),(16 196.35403),(17 197.14713),(18 196.68115),(19 198.19145),(20 185.86395),(21 198.49141),(22 197.25131),(23 197.90054),(24 197.67076),(25 198.05373),(26 198.17825),(27 198.90915),(28 198.60208),(29 199.95886),(30 188.023),(31 200.38588),(32 199.30205),(33 199.78043),(34 199.38817),(35 199.66805),(36 199.50813),(37 200.11523),(38 199.69452),(39 201.01982),(40 189.30815),(41 201.42525),(42 200.09898),(43 200.70451),(44 200.3899),(45 200.66808),(46 200.57056),(47 201.54256),(48 201.40152),(49 202.66013),(50 191.19275),(51 202.83183),(52 201.76729),(53 202.45067),(54 201.90933),(55 202.06812),(56 202.22993),(57 202.76317),(58 202.46886),(59 203.67699),(60 192.73738),(61 204.27788),(62 203.29453),(63 203.63533),(64 203.12093),(65 203.64447),(66 203.72533),(67 204.471),(68 204.2852),(69 205.79251),(70 195.29395),(71 205.96077),(72 204.89044),(73 205.39265),(74 204.9224),(75 205.14917),(76 204.94258),(77 205.66174),(78 205.53738),(79 206.68672),
(1 141.86403),(2 168.75693),(3 178.89142),(4 182.65787),(5 185.70645),(6 187.75362),(7 190.44424),(8 191.63718),(9 194.45532),(10 183.87743),(11 195.81361),(12 194.77571),(13 195.38672),(14 195.01859),(15 195.08438),(16 194.97304),(17 195.6777),(18 195.23143),(19 196.42561),(20 184.70361),(21 196.7623),(22 195.91106),(23 196.48843),(24 195.99336),(25 196.04271),(26 196.29192),(27 196.90305),(28 196.71712),(29 198.086),(30 186.76038),(31 198.22932),(32 197.374),(33 197.83998),(34 197.36572),(35 197.46553),(36 197.36937),(37 198.30238),(38 197.91693),(39 199.35474),(40 187.91548),(41 199.2183),(42 198.34265),(43 199.01834),(44 198.72696),(45 199.07799),(46 199.0281),(47 199.70523),(48 199.42636),(49 200.5361),(50 189.96643),(51 200.66861),(52 199.89996),(53 200.54518),(54 199.96768),(55 200.34624),(56 200.41396),(57 201.05891),(58 200.80939),(59 201.99138),(60 191.58366),(61 202.17981),(62 201.45155),(63 202.08237),(64 201.54823),(65 202.01411),(66 201.89989),(67 202.49701),(68 202.50452),(69 203.59366),(70 193.62857),(71 203.72198),(72 202.82202),(73 203.34499),(74 202.77919),(75 203.1295),(76 203.09016),(77 203.93222),(78 203.5905),(79 204.86923),
(1 141.17691),(2 168.09433),(3 178.57256),(4 182.11534),(5 185.15247),(6 186.7582),(7 189.21478),(8 190.25562),(9 193.15277),(10 182.79144),(11 194.607),(12 193.70181),(13 194.17393),(14 193.47292),(15 193.58318),(16 193.88222),(17 194.86461),(18 194.48964),(19 195.35677),(20 184.10486),(21 195.67456),(22 194.77002),(23 195.52145),(24 194.69447),(25 194.93875),(26 194.83318),(27 195.91447),(28 195.71245),(29 196.65005),(30 185.7056),(31 196.9871),(32 196.22403),(33 196.73376),(34 196.03601),(35 196.08508),(36 196.30338),(37 196.98793),(38 196.65652),(39 197.69016),(40 187.00339),(41 198.0176),(42 197.13454),(43 197.60959),(44 197.03519),(45 197.34929),(46 197.51),(47 198.26373),(48 198.00517),(49 199.08524),(50 188.66222),(51 199.45163),(52 198.50554),(53 199.0882),(54 198.4946),(55 198.44684),(56 198.64487),(57 199.47011),(58 199.08057),(59 200.07033),(60 190.01306),(61 200.71913),(62 200.0244),(63 200.4674),(64 200.01071),(65 200.12302),(66 200.10709),(67 200.87411),(68 200.65765),(69 201.83192),(70 192.10349),(71 201.92513),(72 201.19199),(73 201.69759),(74 201.27571),(75 201.19054),(76 201.39622),(77 202.21535),(78 201.7214),(79 202.71634),
(1 140.6193),(2 167.74213),(3 177.84415),(4 181.50456),(5 184.16536),(6 185.70503),(7 188.34865),(8 189.6238),(9 192.0106),(10 182.15385),(11 193.50702),(12 192.93613),(13 193.45952),(14 193.01027),(15 192.63786),(16 192.94217),(17 193.72914),(18 193.48715),(19 194.17804),(20 183.28503),(21 194.39404),(22 194.29378),(23 194.62454),(24 194.07372),(25 194.04517),(26 194.28476),(27 194.79385),(28 194.89609),(29 195.6859),(30 184.99577),(31 195.84114),(32 195.44368),(33 195.52382),(34 195.14584),(35 194.86343),(36 195.18315),(37 195.75085),(38 195.79146),(39 196.7017),(40 186.33519),(41 196.89758),(42 196.40889),(43 196.6404),(44 196.2824),(45 196.36328),(46 196.60062),(47 197.307),(48 197.06557),(49 197.89465),(50 187.94443),(51 198.08801),(52 197.42493),(53 197.68947),(54 197.34003),(55 197.49088),(56 197.63123),(57 198.26933),(58 198.11633),(59 199.11436),(60 189.51093),(61 199.4657),(62 198.85327),(63 199.3498),(64 198.76952),(65 199.01848),(66 199.0569),(67 199.61807),(68 199.51546),(69 200.40588),(70 191.1414),(71 200.81107),(72 200.42345),(73 200.56932),(74 200.2255),(75 200.35553),(76 200.58127),(77 201.26212),(78 201.17569),(79 202.01886),
(1 139.79143),(2 166.76517),(3 177.04422),(4 180.73584),(5 183.15784),(6 185.00175),(7 187.19164),(8 188.3144),(9 191.00465),(10 181.47427),(11 192.2162),(12 191.58623),(13 192.2059),(14 191.59293),(15 191.54834),(16 191.81752),(17 192.43198),(18 192.2197),(19 192.99948),(20 182.65277),(21 193.2196),(22 192.7212),(23 193.02415),(24 192.52605),(25 192.72789),(26 193.06017),(27 193.64334),(28 193.48868),(29 194.40033),(30 184.20166),(31 194.55298),(32 193.60379),(33 194.20508),(34 193.93423),(35 193.79799),(36 194.08319),(37 194.58104),(38 194.54709),(39 195.34875),(40 185.50883),(41 195.40874),(42 195.02054),(43 195.15523),(44 194.97108),(45 194.85133),(46 195.04207),(47 195.55998),(48 195.35417),(49 196.11055),(50 186.59634),(51 196.5287),(52 195.9835),(53 196.29938),(54 195.78366),(55 195.77315),(56 196.27861),(57 196.8747),(58 196.67538),(59 197.68198),(60 188.25334),(61 197.95013),(62 197.61478),(63 197.81174),(64 197.41937),(65 197.51595),(66 197.7548),(67 198.56303),(68 198.39893),(69 199.11333),(70 190.1606),(71 199.13098),(72 198.46935),(73 199.06958),(74 198.43379),(75 198.55002),(76 198.76003),(77 199.64241),(78 199.48096),(79 200.12206),
(1 138.98938),(2 166.0215),(3 176.23907),(4 179.82991),(5 182.23744),(6 184.23131),(7 186.34297),(8 187.54037),(9 189.67906),(10 180.67699),(11 190.88332),(12 190.41179),(13 190.6987),(14 190.6468),(15 190.4999),(16 190.9106),(17 191.31432),(18 190.90874),(19 191.7065),(20 181.8473),(21 192.10867),(22 191.57458),(23 192.01431),(24 191.83841),(25 191.73161),(26 192.02489),(27 192.44502),(28 192.24516),(29 193.20905),(30 183.72258),(31 193.23058),(32 192.97258),(33 193.03825),(34 193.08722),(35 192.75667),(36 192.93172),(37 193.28293),(38 193.29297),(39 194.06514),(40 184.40694),(41 193.83896),(42 193.40901),(43 193.83789),(44 193.58307),(45 193.73381),(46 193.93625),(47 194.13191),(48 194.03442),(49 194.81516),(50 185.6754),(51 194.77092),(52 194.49126),(53 194.95016),(54 194.78563),(55 194.51234),(56 194.90219),(57 195.46031),(58 195.51962),(59 196.4047),(60 187.35437),(61 196.49667),(62 196.13908),(63 196.42378),(64 196.13014),(65 196.00793),(66 196.34021),(67 196.83038),(68 196.99887),(69 197.75746),(70 189.094),(71 197.61885),(72 197.22322),(73 197.78214),(74 197.2384),(75 197.14067),(76 197.5842),(77 197.99667),(78 197.80698),(79 198.40196),
(1 138.28592),(2 165.14261),(3 175.18285),(4 178.9161),(5 181.39677),(6 183.22281),(7 185.13135),(8 186.17998),(9 188.24635),(10 179.89601),(11 189.35144),(12 188.973),(13 189.38414),(14 189.42769),(15 189.03166),(16 189.31215),(17 189.71199),(18 189.87312),(19 190.49669),(20 181.03865),(21 190.75381),(22 190.40845),(23 190.63753),(24 190.50864),(25 190.39825),(26 190.80353),(27 191.11519),(28 190.87567),(29 191.68074),(30 182.43057),(31 191.79802),(32 191.52165),(33 191.89644),(34 191.73491),(35 191.30663),(36 191.34837),(37 191.81607),(38 191.8978),(39 192.46298),(40 183.67569),(41 192.72044),(42 192.62521),(43 192.68372),(44 192.31487),(45 192.32793),(46 192.62459),(47 193.0383),(48 193.21304),(49 193.83127),(50 184.94783),(51 193.70067),(52 193.45782),(53 193.68364),(54 193.44733),(55 193.13249),(56 193.62756),(57 194.182),(58 194.19537),(59 194.71011),(60 186.50047),(61 194.96556),(62 194.8096),(63 195.07408),(64 194.91576),(65 194.99443),(66 195.27959),(67 195.70566),(68 195.57721),(69 196.11504),(70 187.68956),(71 195.96045),(72 195.894),(73 196.1001),(74 195.69348),(75 195.6186),(76 196.01556),(77 196.52519),(78 196.49648),(79 197.20839),
(1 137.55019),(2 164.45981),(3 174.47183),(4 178.11037),(5 180.31085),(6 182.39697),(7 184.15749),(8 185.36617),(9 187.18785),(10 179.10434),(11 188.68326),(12 188.00375),(13 188.34355),(14 188.34595),(15 188.15025),(16 188.40063),(17 188.89801),(18 189.04222),(19 189.54573),(20 180.53592),(21 189.7038),(22 189.40475),(23 189.5919),(24 189.54115),(25 189.46124),(26 189.82776),(27 190.10213),(28 190.21927),(29 190.62906),(30 181.9022),(31 190.77832),(32 190.4332),(33 190.63231),(34 190.6156),(35 190.44472),(36 190.675),(37 191.11084),(38 191.15105),(39 191.7406),(40 183.01115),(41 191.62587),(42 191.43663),(43 191.32094),(44 191.25177),(45 191.17389),(46 191.8683),(47 191.71013),(48 191.62254),(49 192.38068),(50 183.60667),(51 192.03317),(52 191.82576),(53 192.24294),(54 192.09537),(55 191.97652),(56 192.40408),(57 192.8671),(58 193.194),(59 193.75652),(60 185.43239),(61 193.76498),(62 193.52492),(63 193.56927),(64 193.45264),(65 193.44261),(66 193.83948),(67 194.14029),(68 194.35999),(69 194.84096),(70 186.79364),(71 194.72484),(72 194.56024),(73 194.77565),(74 194.56712),(75 194.31978),(76 194.76305),(77 195.27109),(78 195.09499),(79 195.74881),
(1 136.94986),(2 164.04437),(3 173.7084),(4 177.5879),(5 179.63683),(6 181.66264),(7 183.37091),(8 184.61674),(9 186.32951),(10 178.7958),(11 187.68442),(12 187.38571),(13 187.43477),(14 187.47487),(15 187.03947),(16 187.74852),(17 187.94073),(18 187.92078),(19 188.6169),(20 179.99783),(21 188.61389),(22 188.3144),(23 188.42432),(24 188.6491),(25 188.07622),(26 188.7846),(27 188.90466),(28 188.9984),(29 189.5523),(30 181.01904),(31 189.50911),(32 189.12624),(33 189.31023),(34 189.56465),(35 189.17453),(36 189.84404),(37 190.03052),(38 190.04425),(39 190.34798),(40 181.97878),(41 190.5566),(42 190.22406),(43 190.24606),(44 190.0843),(45 189.68703),(46 190.307),(47 190.37906),(48 190.36409),(49 190.78323),(50 182.75435),(51 190.80832),(52 190.53522),(53 190.80998),(54 190.74867),(55 190.30803),(56 191.2572),(57 191.43524),(58 191.74576),(59 192.2274),(60 184.53171),(61 192.54823),(62 192.42499),(63 192.36159),(64 192.32896),(65 191.8945),(66 192.88928),(67 192.78938),(68 192.78842),(69 193.22021),(70 185.63638),(71 193.13237),(72 193.02632),(73 193.15027),(74 193.22894),(75 192.73149),(76 193.45662),(77 193.28928),(78 193.71681),(79 194.1764),
(1 136.22998),(2 163.45096),(3 173.22322),(4 176.96117),(5 178.87437),(6 180.91582),(7 182.44618),(8 183.52837),(9 185.08052),(10 177.83316),(11 186.32793),(12 186.0039),(13 186.504),(14 186.63538),(15 186.21213),(16 186.8014),(17 186.8858),(18 187.12892),(19 187.46623),(20 179.08167),(21 187.41603),(22 187.39252),(23 187.6044),(24 187.50682),(25 186.88895),(26 187.66606),(27 187.68129),(28 187.91653),(29 188.43132),(30 180.44106),(31 188.25124),(32 188.16882),(33 188.35434),(34 188.57738),(35 188.09807),(36 188.69238),(37 188.95993),(38 188.91531),(39 189.30434),(40 181.5148),(41 189.45601),(42 189.31105),(43 189.36485),(44 189.26636),(45 188.67589),(46 189.43166),(47 189.17639),(48 189.18004),(49 189.6941),(50 182.06052),(51 189.75377),(52 189.63428),(53 189.81358),(54 189.90668),(55 189.64604),(56 190.31673),(57 190.50539),(58 190.7159),(59 191.13826),(60 183.58514),(61 190.98094),(62 191.01653),(63 191.1777),(64 191.2922),(65 190.8621),(66 191.55746),(67 191.639),(68 191.73093),(69 192.04701),(70 184.72618),(71 192.0292),(72 192.0659),(73 192.32411),(74 192.16061),(75 191.71585),(76 192.30278),(77 192.5735),(78 192.68056),(79 192.96883),
(1 135.79044),(2 162.99954),(3 172.55006),(4 176.72638),(5 178.14738),(6 180.36816),(7 181.52272),(8 182.9185),(9 184.17554),(10 177.15805),(11 185.40477),(12 185.4405),(13 185.55435),(14 185.92705),(15 185.02393),(16 185.86641),(17 185.9471),(18 186.23898),(19 186.57782),(20 178.73415),(21 186.80045),(22 186.7736),(23 186.88591),(24 187.22948),(25 186.53769),(26 187.08452),(27 187.00383),(28 187.06596),(29 187.57378),(30 179.80383),(31 187.58893),(32 187.61801),(33 187.43007),(34 187.91704),(35 187.28206),(36 188.2724),(37 188.07806),(38 188.29807),(39 188.88667),(40 181.06198),(41 188.5606),(42 188.3613),(43 188.44347),(44 188.8084),(45 187.77448),(46 188.79477),(47 188.33868),(48 188.39198),(49 188.79318),(50 181.44342),(51 188.86832),(52 188.8679),(53 188.9404),(54 189.22183),(55 188.6351),(56 189.52913),(57 189.45493),(58 189.82782),(59 190.1941),(60 182.83331),(61 190.18787),(62 190.16006),(63 190.42072),(64 190.62688),(65 189.93283),(66 190.52145),(67 190.44963),(68 190.8096),(69 191.02898),(70 184.024),(71 191.16562),(72 191.10306),(73 191.2497),(74 191.50287),(75 190.60167),(76 191.66064),(77 191.47212),(78 191.60481),(79 191.99968),
(1 135.1504),(2 162.27594),(3 171.84207),(4 175.66176),(5 177.25983),(6 179.47125),(7 180.59914),(8 181.94536),(9 183.19063),(10 176.46147),(11 184.3876),(12 184.29297),(13 184.70187),(14 184.78232),(15 184.38287),(16 185.12828),(17 184.94849),(18 185.1911),(19 185.48819),(20 178.00343),(21 185.63393),(22 185.5379),(23 185.55841),(24 185.9363),(25 185.20041),(26 185.93068),(27 185.69402),(28 185.99232),(29 186.24522),(30 178.89737),(31 186.239),(32 186.46161),(33 186.56186),(34 186.76802),(35 186.31113),(36 187.03732),(37 187.01099),(38 187.151),(39 187.48041),(40 180.51219),(41 187.78569),(42 187.78416),(43 187.40794),(44 187.94377),(45 187.37013),(46 188.02249),(47 187.76263),(48 187.88753),(49 187.92789),(50 180.90665),(51 188.16673),(52 188.01614),(53 188.20709),(54 188.43564),(55 187.84435),(56 188.56393),(57 188.52116),(58 188.89487),(59 189.08252),(60 182.37941),(61 189.35121),(62 189.29147),(63 189.12178),(64 189.50099),(65 188.86278),(66 189.58014),(67 189.36496),(68 189.63145),(69 189.84428),(70 182.93658),(71 189.76094),(72 189.71149),(73 189.76695),(74 190.41959),(75 189.73218),(76 190.41713),(77 190.28113),(78 190.5631),(79 191.01839),
(1 134.70967),(2 161.61145),(3 171.03131),(4 175.0289),(5 176.84003),(6 178.72282),(7 179.39415),(8 180.36415),(9 181.80621),(10 175.47292),(11 183.15388),(12 183.2306),(13 183.22876),(14 183.62958),(15 183.14284),(16 184.0004),(17 183.81601),(18 183.779),(19 184.04167),(20 176.96811),(21 184.52414),(22 184.3251),(23 184.30385),(24 184.64996),(25 184.40071),(26 185.04054),(27 184.55556),(28 184.71596),(29 184.99187),(30 177.94308),(31 185.04114),(32 185.0381),(33 184.99207),(34 185.43428),(35 185.22331),(36 185.72823),(37 185.45384),(38 185.85103),(39 186.23541),(40 179.3165),(41 186.50586),(42 186.30995),(43 186.2657),(44 186.68709),(45 186.11699),(46 186.71425),(47 186.27551),(48 186.3841),(49 186.55223),(50 179.82156),(51 186.66864),(52 186.57925),(53 186.78127),(54 187.32999),(55 186.76112),(56 187.67892),(57 187.22046),(58 187.5686),(59 187.8508),(60 181.31915),(61 187.76941),(62 187.84256),(63 187.92714),(64 188.30574),(65 187.66025),(66 188.1294),(67 187.7869),(68 187.8042),(69 188.21315),(70 181.59064),(71 188.23933),(72 188.21207),(73 188.4189),(74 188.92204),(75 188.51895),(76 189.16725),(77 188.86905),(78 189.1219),(79 189.47018),
