1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46923.785),(2 120002.445),(3 228615.2),(4 354052.16),(5 492098.84),(6 659831.8),(7 818681.94),(8 1001360.3),(9 1343350.3),(10 1548902.1),(11 1755852.4),(12 2031369.1),(13 2245230.3),(14 2474821.8),(15 2702882.5),(16 2977923.3),(17 3230476),(18 3514612),(19 3744251.3),(20 3990944.3),(21 4254235.5),(22 4477639.5),(23 4709871.5),(24 4958456),(25 5162673.5),(26 5389143.5),(27 5589849.5),(28 5760838),(29 5934964.5),(30 6046950),(31 6120592.5),(32 6232088),(33 6375606.5),(34 6533177.5),(35 6706216.5),(36 6914054),(37 7091493.5),(38 7271792),(39 7486092),(40 7790464.5),(41 8051112),(42 8288782),(43 8525697),(44 8772478),(45 9024197),(46 9298242),(47 9593951),(48 9902485),(49 10237347),(50 10547779),(51 10883897),(52 11461325),(53 11942875),(54 12353089),(55 12773040),(56 13168301),(57 13583393),(58 14004464),(59 14372293),(60 14728892),(61 15086607),(62 15417725),(63 15807325),(64 16173421),(65 16514509),(66 16863008),(67 17179974),(68 17482284),(69 17729214),(70 17955000),(71 18278166),(72 18574986),(73 18927790),(74 19591182),(75 20078000),(76 20549852),(77 21083558),(78 21723890),(79 22231030),
(1 773.3511),(2 1024.4559),(3 1176.9475),(4 1249.0922),(5 1308.0155),(6 1402.503),(7 1444.3219),(8 1474.87),(9 1509.0552),(10 1526.8416),(11 1566.425),(12 1597.4106),(13 1607.9583),(14 1607.7152),(15 1640.1876),(16 1620.7533),(17 1634.7982),(18 1647.8511),(19 1601.4777),(20 1598.4329),(21 1612.6876),(22 1581.0573),(23 1587.6473),(24 1592.4215),(25 1583.7545),(26 1579.4591),(27 1611.2306),(28 1581.4503),(29 1589.7773),(30 1601.831),(31 1601.3497),(32 1584.5723),(33 1610.2338),(34 1612.9022),(35 1627.2954),(36 1614.3429),(37 1614.6018),(38 1625.9064),(39 1633.6732),(40 1622.1729),(41 1645.1249),(42 1643.478),(43 1617.9117),(44 1626.0063),(45 1630.1855),(46 1613.4951),(47 1631.9924),(48 1605.3645),(49 1586.275),(50 1604.9128),(51 1611.8496),(52 1618.6455),(53 1607.6129),(54 1612.8522),(55 1599.0769),(56 1604.2484),(57 1622.0023),(58 1631.4147),(59 1607.772),(60 1631.2292),(61 1648.3422),(62 1647.9164),(63 1685.6409),(64 1690.4564),(65 1685.0647),(66 1692.3352),(67 1696.3713),(68 1697.0814),(69 1713.3395),(70 1719.2031),(71 1698.9514),(72 1711.9272),(73 1709.9318),(74 1708.2235),(75 1720.9357),(76 1712.2583),(77 1711.9738),(78 1727.7128),(79 1730.6804),
(1 748.0281),(2 992.03253),(3 1162.5182),(4 1231.7793),(5 1287.9364),(6 1366.1774),(7 1422.5358),(8 1446.8861),(9 1507.1155),(10 1529.6306),(11 1566.6644),(12 1610.0939),(13 1611.0916),(14 1627.5753),(15 1668.6365),(16 1644.7599),(17 1651.4868),(18 1639.1095),(19 1608.0511),(20 1606.232),(21 1591.4714),(22 1570.9058),(23 1562.9287),(24 1574.7023),(25 1570.4828),(26 1576.6194),(27 1585.0486),(28 1545.7727),(29 1560.5703),(30 1578.498),(31 1556.1367),(32 1567.0599),(33 1558.2305),(34 1556.021),(35 1565.0354),(36 1563.961),(37 1566.143),(38 1582.7588),(39 1586.0375),(40 1594.0045),(41 1601.9324),(42 1604.6014),(43 1599.5308),(44 1616.5468),(45 1611.9797),(46 1585.147),(47 1602.5457),(48 1606.4729),(49 1609.4183),(50 1630.5051),(51 1631.9015),(52 1606.6724),(53 1606.6045),(54 1599.8062),(55 1608.914),(56 1599.1768),(57 1607.788),(58 1621.1497),(59 1614.5957),(60 1609.7622),(61 1610.3474),(62 1600.9316),(63 1631.1338),(64 1613.511),(65 1619.1044),(66 1629.8538),(67 1635.3496),(68 1641.864),(69 1690.1151),(70 1714.1162),(71 1703.3962),(72 1701.4468),(73 1698.3706),(74 1682.5422),(75 1708.4003),(76 1675.9718),(77 1672.2095),(78 1686.7416),(79 1670.2639),
(1 733.58496),(2 941.35657),(3 1109.8259),(4 1184.9034),(5 1234.7898),(6 1304.0912),(7 1329.452),(8 1361.6652),(9 1406.6655),(10 1438.3788),(11 1449.317),(12 1481.2947),(13 1480.7301),(14 1481.4727),(15 1497.6621),(16 1471.1417),(17 1467.724),(18 1457.1813),(19 1442.7754),(20 1463.8594),(21 1450.512),(22 1453.6632),(23 1449.0663),(24 1440.4852),(25 1427.888),(26 1433.0619),(27 1441.3539),(28 1437.2124),(29 1464.3009),(30 1473.7277),(31 1474.0597),(32 1477.3386),(33 1475.4089),(34 1465.7911),(35 1482.0579),(36 1479.3531),(37 1489.9038),(38 1504.0516),(39 1500.4772),(40 1501.8302),(41 1527.4436),(42 1516.5697),(43 1493.5979),(44 1498.6227),(45 1484.2025),(46 1482.0419),(47 1479.4669),(48 1466.4915),(49 1459.4408),(50 1481.7075),(51 1473.0267),(52 1483.8138),(53 1475.4481),(54 1493.5698),(55 1487.0842),(56 1486.4237),(57 1492.6338),(58 1510.8655),(59 1508.7744),(60 1534.3859),(61 1537.772),(62 1534.212),(63 1548.5408),(64 1555.8228),(65 1564.9608),(66 1582.3732),(67 1585.6964),(68 1596.1093),(69 1596.0912),(70 1606.1193),(71 1603.3832),(72 1597.3873),(73 1587.3129),(74 1581.3558),(75 1601.2056),(76 1582.4954),(77 1575.5549),(78 1596.796),(79 1587.5936),
(1 728.9555),(2 947.5201),(3 1087.1925),(4 1173.0991),(5 1228.4257),(6 1313.2261),(7 1334.2213),(8 1378.6097),(9 1451.1334),(10 1455.6262),(11 1489.2169),(12 1498.1779),(13 1478.3523),(14 1482.9698),(15 1514.3535),(16 1498.5415),(17 1495.1874),(18 1501.2822),(19 1490.4702),(20 1497.562),(21 1480.7599),(22 1480.5725),(23 1484.9832),(24 1479.7688),(25 1453.0345),(26 1477.1417),(27 1497.1548),(28 1498.7),(29 1526.2672),(30 1536.2548),(31 1525.8903),(32 1511.192),(33 1514.1709),(34 1506.0382),(35 1511.7448),(36 1513.2375),(37 1514.9885),(38 1507.9177),(39 1500.765),(40 1493.9167),(41 1523.634),(42 1518.8885),(43 1513.0952),(44 1530.5901),(45 1517.6816),(46 1522.8439),(47 1534.7139),(48 1523.2134),(49 1505.8945),(50 1516.205),(51 1512.7457),(52 1510.9705),(53 1500.9143),(54 1487.9211),(55 1497.3019),(56 1495.9694),(57 1479.9497),(58 1499.6278),(59 1499.168),(60 1517.014),(61 1526.7426),(62 1534.0411),(63 1563.604),(64 1543.3339),(65 1539.9681),(66 1555.1381),(67 1558.1858),(68 1558.2429),(69 1570.7214),(70 1589.3938),(71 1578.3671),(72 1588.2946),(73 1576.2129),(74 1574.7151),(75 1594.4363),(76 1569.7507),(77 1559.1633),(78 1592.3019),(79 1578.628),
(1 724.9738),(2 931.61115),(3 1079.5214),(4 1168.1471),(5 1229.3367),(6 1302.6416),(7 1328.0964),(8 1354.518),(9 1410.8995),(10 1421.9135),(11 1450.7052),(12 1470.7211),(13 1471.0435),(14 1486.9608),(15 1533.9418),(16 1509.2827),(17 1505.5035),(18 1527.2645),(19 1515.8156),(20 1508.2013),(21 1486.8495),(22 1465.8591),(23 1457.6173),(24 1458.2782),(25 1454.0125),(26 1453.7919),(27 1454.0321),(28 1459.5457),(29 1482.1898),(30 1488.9039),(31 1489.5957),(32 1486.0844),(33 1478.1597),(34 1466.8157),(35 1479.9131),(36 1479.3265),(37 1474.9348),(38 1485.0221),(39 1483.8232),(40 1497.3586),(41 1506.1296),(42 1502.7896),(43 1490.9203),(44 1503.8273),(45 1507.4343),(46 1507.9832),(47 1528.7672),(48 1516.4169),(49 1505.5586),(50 1530.929),(51 1522.4263),(52 1515.1349),(53 1494.5242),(54 1490.3184),(55 1497.3693),(56 1490.3475),(57 1479.5762),(58 1487.4105),(59 1475.8641),(60 1489.7495),(61 1496.4393),(62 1496.9059),(63 1523.7535),(64 1513.145),(65 1520.8715),(66 1538.423),(67 1549.473),(68 1547.5762),(69 1547.2374),(70 1553.204),(71 1538.1683),(72 1544.511),(73 1541.0402),(74 1522.7042),(75 1541.1328),(76 1536.3712),(77 1526.953),(78 1547.1309),(79 1552.995),
(1 722.5436),(2 930.81934),(3 1067.3195),(4 1144.5463),(5 1198.8147),(6 1269.1537),(7 1306.9474),(8 1332.8969),(9 1398.929),(10 1414.912),(11 1442.0529),(12 1466.8175),(13 1464.4197),(14 1474.6952),(15 1498.0625),(16 1475.2677),(17 1459.7185),(18 1466.051),(19 1444.5044),(20 1447.8779),(21 1446.5413),(22 1428.6628),(23 1438.1594),(24 1451.6085),(25 1438.5388),(26 1435.0579),(27 1440.3052),(28 1443.5936),(29 1461.35),(30 1460.9785),(31 1462.0426),(32 1461.3937),(33 1453.5614),(34 1428.8334),(35 1428.6425),(36 1433.9734),(37 1438.2582),(38 1459.386),(39 1452.5988),(40 1454.3755),(41 1468.0846),(42 1475.6217),(43 1480.8167),(44 1489.5096),(45 1491.6255),(46 1476.771),(47 1482.6602),(48 1482.6543),(49 1463.5776),(50 1486.0197),(51 1469.4943),(52 1482.2052),(53 1489.0322),(54 1489.5583),(55 1498.9177),(56 1500.4362),(57 1495.8702),(58 1521.3949),(59 1535.5021),(60 1537.829),(61 1543.5145),(62 1563.0146),(63 1605.5645),(64 1611.696),(65 1616.6201),(66 1613.4884),(67 1604.8645),(68 1609.9622),(69 1633.4281),(70 1625.8197),(71 1625.2656),(72 1633.7),(73 1624.7838),(74 1614.6532),(75 1615.7858),(76 1591.493),(77 1574.6208),(78 1594.6584),(79 1569.4259),
(1 703.7989),(2 909.87805),(3 1040.388),(4 1139.5875),(5 1190.2635),(6 1253.4789),(7 1285.8174),(8 1319.4995),(9 1359.7587),(10 1413.0242),(11 1434.6475),(12 1456.5795),(13 1469.274),(14 1467.8148),(15 1482.577),(16 1461.432),(17 1461.5568),(18 1476.011),(19 1456.0144),(20 1437.9337),(21 1436.0186),(22 1420.6978),(23 1413.87),(24 1415.5775),(25 1405.7607),(26 1417.4998),(27 1427.7399),(28 1441.2301),(29 1447.7098),(30 1453.7128),(31 1458.5624),(32 1444.0637),(33 1431.9534),(34 1415.7161),(35 1407.6447),(36 1406.21),(37 1423.9988),(38 1421.7124),(39 1423.6989),(40 1419.0605),(41 1431.0131),(42 1433.3892),(43 1435.8184),(44 1446.2496),(45 1450.9011),(46 1456.5009),(47 1464.7339),(48 1458.1482),(49 1454.4487),(50 1458.701),(51 1465.2336),(52 1470.0967),(53 1466.4558),(54 1476.0894),(55 1475.8706),(56 1461.9587),(57 1459.405),(58 1478.3755),(59 1478.7172),(60 1492.858),(61 1510.3595),(62 1506.9019),(63 1545.0131),(64 1534.1698),(65 1542.7567),(66 1560.582),(67 1574.5996),(68 1580.0424),(69 1593.9364),(70 1592.2695),(71 1598.1504),(72 1616.2557),(73 1622.003),(74 1615.3773),(75 1638.3671),(76 1616.2319),(77 1620.5796),(78 1641.2141),(79 1604.4824),
(1 690.20605),(2 899.40326),(3 1013.3798),(4 1094.7361),(5 1133.5026),(6 1200.671),(7 1234.3468),(8 1270.1409),(9 1323.2684),(10 1343.6141),(11 1366.3223),(12 1384.0981),(13 1387.7001),(14 1403.3267),(15 1431.192),(16 1416.6991),(17 1407.3218),(18 1397.8151),(19 1377.106),(20 1379.2548),(21 1373.7987),(22 1365.3524),(23 1368.4963),(24 1384.2278),(25 1387.5818),(26 1382.1736),(27 1391.8749),(28 1404.4647),(29 1412.1263),(30 1406.1321),(31 1417.7518),(32 1396.2955),(33 1376.9922),(34 1380.1005),(35 1370.7299),(36 1377.4105),(37 1379.2018),(38 1379.5037),(39 1375.8112),(40 1380.6907),(41 1386.8135),(42 1399.0684),(43 1404.4231),(44 1416.4529),(45 1403.7994),(46 1396.5615),(47 1418.2587),(48 1417.9865),(49 1411.5349),(50 1408.813),(51 1402.5009),(52 1400.3274),(53 1384.421),(54 1401.3899),(55 1407.374),(56 1404.3434),(57 1414.6161),(58 1422.3663),(59 1440.0831),(60 1439.6332),(61 1451.984),(62 1442.7115),(63 1481.844),(64 1479.5856),(65 1472.4438),(66 1476.3192),(67 1478.0571),(68 1477.4677),(69 1478.6515),(70 1487.4022),(71 1482.7241),(72 1496.5326),(73 1468.0183),(74 1467.0927),(75 1483.1213),(76 1466.8304),(77 1457.6749),(78 1479.4783),(79 1449.063),
(1 687.3271),(2 894.99396),(3 1036.9277),(4 1109.7245),(5 1168.4124),(6 1241.4164),(7 1285.6603),(8 1312.5746),(9 1367.3267),(10 1374.3671),(11 1392.6813),(12 1425.4745),(13 1422.7147),(14 1425.8628),(15 1454.6816),(16 1434.8816),(17 1441.4537),(18 1462.8124),(19 1448.1481),(20 1430.0935),(21 1438.7937),(22 1412.0112),(23 1409.31),(24 1420.3282),(25 1411.068),(26 1417.7257),(27 1454.2739),(28 1441.1533),(29 1442.9474),(30 1442.9554),(31 1415.7235),(32 1405.7467),(33 1396.5253),(34 1379.1682),(35 1365.3207),(36 1372.7065),(37 1369.5398),(38 1358.7567),(39 1370.8977),(40 1366.5809),(41 1386.899),(42 1387.6628),(43 1399.3689),(44 1418.4403),(45 1414.9917),(46 1405.5315),(47 1411.9845),(48 1407.2825),(49 1414.8418),(50 1418.461),(51 1422.7333),(52 1408.8877),(53 1395.785),(54 1402.3048),(55 1410.2882),(56 1408.2122),(57 1435.721),(58 1455.6443),(59 1465.3469),(60 1468.929),(61 1486.0754),(62 1487.8309),(63 1510.3976),(64 1495.1813),(65 1502.6106),(66 1507.2782),(67 1495.6364),(68 1500.9022),(69 1513.6993),(70 1523.5161),(71 1511.5554),(72 1499.1222),(73 1507.5078),(74 1502.0758),(75 1541.093),(76 1494.6307),(77 1495.2749),(78 1524.7773),(79 1491.8104),
(1 686.91473),(2 903.1212),(3 1028.6436),(4 1094.9762),(5 1147.1323),(6 1223.51),(7 1245.2662),(8 1272.7196),(9 1314.5995),(10 1325.5045),(11 1352.5421),(12 1384.243),(13 1392.801),(14 1403.9022),(15 1424.5146),(16 1409.2944),(17 1413.7291),(18 1422.6475),(19 1420.9716),(20 1400.5856),(21 1395.4932),(22 1367.58),(23 1373.5045),(24 1381.5875),(25 1364.5059),(26 1364.9464),(27 1373.5852),(28 1381.459),(29 1384.5852),(30 1386.9597),(31 1380.9229),(32 1367.1771),(33 1368.2427),(34 1367.3668),(35 1367.873),(36 1359.1567),(37 1370.1796),(38 1386.074),(39 1397.7277),(40 1393.2576),(41 1411.2662),(42 1404.7843),(43 1399.1096),(44 1435.8286),(45 1424.4921),(46 1406.8628),(47 1409.574),(48 1396.6097),(49 1397.2773),(50 1390.661),(51 1375.6506),(52 1356.3468),(53 1352.8838),(54 1349.8206),(55 1353.6383),(56 1355.1349),(57 1357.8777),(58 1369.0188),(59 1365.9664),(60 1395.846),(61 1401.3268),(62 1388.206),(63 1435.0465),(64 1428.0029),(65 1436.1395),(66 1448.2577),(67 1445.0076),(68 1446.7288),(69 1482.9246),(70 1483.9779),(71 1484.6273),(72 1492.6783),(73 1477.7487),(74 1495.504),(75 1515.863),(76 1490.6134),(77 1487.1439),(78 1500.8251),(79 1480.7545),
(1 698.2748),(2 906.9909),(3 1037.4028),(4 1084.8792),(5 1124.1495),(6 1178.4269),(7 1224.1953),(8 1249.1237),(9 1295.4358),(10 1311.5801),(11 1318.9865),(12 1365.3125),(13 1352.5593),(14 1358.1584),(15 1382.8707),(16 1385.4412),(17 1379.3755),(18 1373.9677),(19 1349.3717),(20 1333.2521),(21 1322.8427),(22 1313.1185),(23 1319.4219),(24 1324.7897),(25 1319.3043),(26 1328.8461),(27 1343.0194),(28 1337.6289),(29 1359.0409),(30 1383.4849),(31 1385.3314),(32 1390.7897),(33 1388.3776),(34 1369.3146),(35 1364.117),(36 1362.1914),(37 1375.983),(38 1359.5211),(39 1347.2489),(40 1347.5387),(41 1348.6099),(42 1339.5883),(43 1327.7909),(44 1343.4061),(45 1339.5435),(46 1317.5215),(47 1326.6979),(48 1332.2661),(49 1324.1475),(50 1323.8882),(51 1319.4716),(52 1306.3611),(53 1308.2158),(54 1307.043),(55 1323.443),(56 1335.3055),(57 1358.1051),(58 1364.8527),(59 1369.6127),(60 1384.347),(61 1379.8954),(62 1391.3527),(63 1414.055),(64 1407.5939),(65 1386.7877),(66 1392.7776),(67 1404.9944),(68 1403.9434),(69 1422.9393),(70 1414.9941),(71 1412.2899),(72 1412.5316),(73 1423.6487),(74 1406.5736),(75 1437.9894),(76 1423.4242),(77 1411.1943),(78 1450.4181),(79 1434.7593),
(1 692.9723),(2 899.6626),(3 1027.8777),(4 1091.3495),(5 1124.0294),(6 1196.4412),(7 1221.4181),(8 1252.4338),(9 1305.3031),(10 1322.0313),(11 1324.1843),(12 1345.9192),(13 1344.4487),(14 1349.4896),(15 1378.7119),(16 1362.7292),(17 1360.6577),(18 1381.5006),(19 1360.9869),(20 1350.2172),(21 1337.8999),(22 1336.891),(23 1332.9395),(24 1329.7208),(25 1316.9249),(26 1334.4519),(27 1354.02),(28 1353.8049),(29 1370.2294),(30 1372.5913),(31 1382.1799),(32 1381.9835),(33 1358.956),(34 1360.8098),(35 1352.0562),(36 1335.8834),(37 1332.1953),(38 1336.7307),(39 1334.3938),(40 1310.0607),(41 1315.1959),(42 1334.6527),(43 1330.45),(44 1345.4514),(45 1340.2675),(46 1338.6478),(47 1364.3108),(48 1370.8434),(49 1368.5514),(50 1360.6431),(51 1363.9218),(52 1350.068),(53 1345.1284),(54 1353.0771),(55 1367.484),(56 1371.0188),(57 1373.418),(58 1387.3365),(59 1387.3701),(60 1404.1533),(61 1402.2434),(62 1400.6533),(63 1422.512),(64 1413.6992),(65 1417.7539),(66 1415.8318),(67 1416.1774),(68 1416.9434),(69 1441.576),(70 1430.8473),(71 1423.4155),(72 1434.7644),(73 1433.6605),(74 1416.3243),(75 1453.1776),(76 1437.4537),(77 1421.5697),(78 1432.6776),(79 1428.6416),
(1 676.98676),(2 881.5734),(3 1000.10364),(4 1055.298),(5 1101.973),(6 1183.8698),(7 1203.7743),(8 1244.5465),(9 1291.963),(10 1296.455),(11 1309.2047),(12 1337.3317),(13 1325.2202),(14 1348.1216),(15 1367.5956),(16 1356.508),(17 1351.2274),(18 1361.5194),(19 1329.0745),(20 1311.9448),(21 1320.6992),(22 1310.053),(23 1299.7991),(24 1297.6776),(25 1294.966),(26 1314.1793),(27 1336.2722),(28 1314.3745),(29 1321.2592),(30 1329.4742),(31 1326.8906),(32 1325.3113),(33 1319.093),(34 1314.4487),(35 1324.4658),(36 1317.735),(37 1330.8313),(38 1336.0068),(39 1350.4855),(40 1333.4154),(41 1350.1772),(42 1354.4872),(43 1342.8453),(44 1352.9753),(45 1344.8876),(46 1342.302),(47 1350.2986),(48 1330.2905),(49 1326.6613),(50 1333.2899),(51 1327.7919),(52 1310.4321),(53 1298.1624),(54 1304.56),(55 1308.6821),(56 1314.142),(57 1329.1783),(58 1341.4612),(59 1355.0316),(60 1368.844),(61 1367.7169),(62 1369.5812),(63 1407.9937),(64 1397.1583),(65 1394.0244),(66 1400.7399),(67 1390.3043),(68 1388.8258),(69 1422.3606),(70 1418.2689),(71 1405.1425),(72 1414.6661),(73 1419.3597),(74 1407.9105),(75 1434.0365),(76 1414.4125),(77 1421.4614),(78 1434.7653),(79 1416.8372),
(1 685.5593),(2 891.5609),(3 1031.1929),(4 1070.3805),(5 1116.5308),(6 1183.2115),(7 1196.2246),(8 1235.1458),(9 1299.0295),(10 1296.8536),(11 1308.0466),(12 1316.8923),(13 1313.4291),(14 1326.6943),(15 1354.276),(16 1355.1077),(17 1348.6517),(18 1368.4263),(19 1343.9958),(20 1325.4899),(21 1329.5498),(22 1329.5463),(23 1328.1531),(24 1322.7722),(25 1312.1542),(26 1329.4258),(27 1348.4028),(28 1354.7008),(29 1356.8865),(30 1379.2264),(31 1354.3384),(32 1349.3668),(33 1371.9489),(34 1367.5497),(35 1375.0319),(36 1366.1962),(37 1361.421),(38 1353.4348),(39 1352.4232),(40 1342.2051),(41 1351.4817),(42 1328.9863),(43 1313.4886),(44 1320.2813),(45 1309.2617),(46 1308.2146),(47 1323.0051),(48 1314.759),(49 1317.8013),(50 1321.1085),(51 1303.4246),(52 1316.0134),(53 1308.3275),(54 1311.5664),(55 1322.1058),(56 1330.7255),(57 1342.9751),(58 1349.6693),(59 1360.5411),(60 1365.9788),(61 1383.1045),(62 1389.8422),(63 1423.5038),(64 1429.9116),(65 1438.4797),(66 1452.33),(67 1455.1196),(68 1461.9834),(69 1479.3029),(70 1476.9491),(71 1457.3999),(72 1469.2631),(73 1484.7528),(74 1469.3392),(75 1468.9863),(76 1461.041),(77 1458.916),(78 1477.2352),(79 1468.9828),
(1 658.7661),(2 877.95056),(3 1007.91736),(4 1055.451),(5 1092.6666),(6 1151.3907),(7 1165.239),(8 1191.1888),(9 1232.735),(10 1236.1146),(11 1244.765),(12 1280.7306),(13 1281.1678),(14 1284.8314),(15 1311.0488),(16 1295.8381),(17 1291.9492),(18 1308.1686),(19 1283.0735),(20 1259.2924),(21 1264.6411),(22 1241.2233),(23 1241.5724),(24 1236.056),(25 1224.9042),(26 1235.7457),(27 1251.4149),(28 1249.7506),(29 1265.9169),(30 1279.1365),(31 1279.0704),(32 1274.584),(33 1270.6117),(34 1285.7609),(35 1295.2533),(36 1296.9873),(37 1288.4406),(38 1291.7902),(39 1293.3523),(40 1279.4238),(41 1295.9026),(42 1289.044),(43 1286.165),(44 1302.7012),(45 1297.5322),(46 1287.8383),(47 1296.4456),(48 1280.0972),(49 1271.1632),(50 1280.6825),(51 1298.1389),(52 1258.5797),(53 1250.5459),(54 1253.5997),(55 1271.1952),(56 1268.05),(57 1279.3936),(58 1296.6232),(59 1296.7192),(60 1302.2084),(61 1313.3607),(62 1321.7153),(63 1342.29),(64 1340.1289),(65 1344.4926),(66 1355.271),(67 1349.5271),(68 1331.744),(69 1366.335),(70 1354.7568),(71 1357.9777),(72 1364.8169),(73 1356.8948),(74 1356.8743),(75 1377.8412),(76 1353.8711),(77 1357.2235),(78 1371.2268),(79 1377.0789),
(1 656.5163),(2 864.9872),(3 1002.5316),(4 1054.9742),(5 1099.1648),(6 1151.0286),(7 1162.2495),(8 1190.6116),(9 1237.9019),(10 1253.8043),(11 1248.9624),(12 1279.0248),(13 1280.0479),(14 1282.5112),(15 1320.4618),(16 1278.3445),(17 1280.3947),(18 1287.6754),(19 1253.1383),(20 1248.1102),(21 1259.2064),(22 1245.1134),(23 1239.6166),(24 1225.0585),(25 1225.5536),(26 1248.6354),(27 1281.8715),(28 1259.7568),(29 1287.0222),(30 1300.9911),(31 1296.1204),(32 1298.5537),(33 1302.8707),(34 1290.6831),(35 1287.1974),(36 1276.9742),(37 1290.0773),(38 1286.7029),(39 1289.8501),(40 1276.024),(41 1280.6805),(42 1276.1592),(43 1267.3213),(44 1274.0018),(45 1260.8291),(46 1260.8356),(47 1259.5356),(48 1244.7535),(49 1238.5383),(50 1244.848),(51 1243.1674),(52 1237.7732),(53 1227.1312),(54 1221.1099),(55 1233.228),(56 1242.9186),(57 1243.6763),(58 1249.1371),(59 1263.3196),(60 1269.2594),(61 1282.3546),(62 1286.637),(63 1318.4832),(64 1321.7402),(65 1304.548),(66 1318.1276),(67 1310.5607),(68 1301.5007),(69 1327.3994),(70 1319.8984),(71 1317.8518),(72 1327.6736),(73 1334.283),(74 1327.0656),(75 1346.9637),(76 1339.7968),(77 1341.13),(78 1371.8917),(79 1387.904),
