1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 114255.46),(2 221001.23),(3 331838.2),(4 387908.34),(5 523272.6),(6 701961.5),(7 876763.5),(8 841722.8),(9 882427.7),(10 951233.06),(11 984074.3),(12 922474.8),(13 918091.7),(14 976569.2),(15 981302.2),(16 991517.3),(17 986909.25),(18 1076241),(19 1128285.1),(20 1180304.9),(21 1202184),(22 1255953.9),(23 1318091),(24 1382296.9),(25 1399808),(26 1436873),(27 1508901),(28 1565401.6),(29 1637799.6),(30 1657420.5),(31 1714800.6),(32 1811369.4),(33 1970134.6),(34 1958990),(35 1980926),(36 1991465.4),(37 2073880.6),(38 1992827),(39 1925245.4),(40 1853256.1),(41 1812138.6),(42 1766508.9),(43 1706106.4),(44 1651991.4),(45 1606194.5),(46 1535402.1),(47 1485478.1),(48 1456857),(49 1519614.6),(50 1504579),(51 1443202.4),(52 1457630.4),(53 1504423.4),(54 1547216.6),(55 1550621.6),(56 1535003.6),(57 1631723.6),(58 1630272),(59 1638542.4),(60 1577478.6),(61 1582361),(62 1630271),(63 1630434.9),(64 1579126),(65 1538209),(66 1599158),(67 1680504.6),(68 1634296.4),(69 1661047),(70 1689385.1),(71 1754982.4),(72 1787021.6),(73 1849323),(74 1928653),(75 2020078.4),(76 2036019.6),(77 2087212.5),(78 2116014.8),(79 2176664.3),
(1 52.803535),(2 62.230045),(3 66.763794),(4 70.18782),(5 74.39606),(6 76.134415),(7 77.030655),(8 77.82082),(9 79.79073),(10 80.258064),(11 80.00937),(12 81.05141),(13 81.925285),(14 82.416725),(15 81.805626),(16 81.584915),(17 81.93837),(18 81.24369),(19 81.55988),(20 81.69857),(21 82.06975),(22 81.44403),(23 82.46407),(24 82.4244),(25 82.101555),(26 81.102715),(27 81.86576),(28 82.29212),(29 81.30352),(30 81.01803),(31 81.16811),(32 81.102745),(33 81.72353),(34 80.88779),(35 81.323395),(36 80.89718),(37 80.981384),(38 80.650444),(39 81.45305),(40 81.75758),(41 81.82811),(42 80.80038),(43 80.909195),(44 80.75812),(45 80.80863),(46 81.54356),(47 81.39809),(48 82.53795),(49 82.66205),(50 82.63109),(51 82.86242),(52 82.72583),(53 82.85304),(54 82.547935),(55 82.08556),(56 81.09878),(57 82.39467),(58 82.82894),(59 82.7297),(60 83.07445),(61 84.33253),(62 83.15811),(63 83.735634),(64 83.89987),(65 84.540886),(66 84.41108),(67 85.66548),(68 85.043495),(69 85.89904),(70 85.42714),(71 86.253075),(72 85.97652),(73 86.203735),(74 86.75907),(75 86.593),(76 86.03895),(77 86.3691),(78 85.774445),(79 86.59025),
(1 52.0167),(2 61.02414),(3 66.43132),(4 69.90396),(5 73.61889),(6 74.67267),(7 76.374245),(8 77.77494),(9 79.2325),(10 80.11042),(11 80.88417),(12 80.90513),(13 81.8497),(14 81.30915),(15 81.7237),(16 81.8451),(17 81.67084),(18 81.65711),(19 81.321304),(20 81.68313),(21 82.10855),(22 81.76375),(23 82.087456),(24 81.74811),(25 81.354324),(26 80.2614),(27 81.09763),(28 80.040764),(29 80.17017),(30 79.81997),(31 79.893745),(32 80.20079),(33 80.58279),(34 80.35699),(35 80.75971),(36 80.29606),(37 81.913086),(38 80.94131),(39 82.23472),(40 81.77201),(41 82.90389),(42 81.44656),(43 82.10855),(44 81.070854),(45 81.11913),(46 80.51168),(47 80.174065),(48 81.438156),(49 82.08663),(50 81.30967),(51 82.570496),(52 82.12552),(53 83.04149),(54 83.2351),(55 84.56554),(56 83.83334),(57 84.63965),(58 84.80702),(59 85.04096),(60 84.88797),(61 85.679955),(62 85.24609),(63 85.73794),(64 85.204544),(65 86.31999),(66 86.71166),(67 86.86705),(68 86.787056),(69 86.82826),(70 86.470825),(71 87.33082),(72 86.68746),(73 87.053185),(74 87.31823),(75 87.359795),(76 86.169266),(77 86.35471),(78 85.08235),(79 85.94162),
(1 52.2243),(2 61.51163),(3 67.50228),(4 70.95677),(5 74.42758),(6 76.33382),(7 78.43856),(8 79.673965),(9 80.34911),(10 81.13425),(11 82.40916),(12 81.55988),(13 82.97806),(14 82.62887),(15 82.49571),(16 82.51051),(17 83.97524),(18 84.088),(19 83.7064),(20 83.425964),(21 83.4676),(22 83.324776),(23 83.58572),(24 82.753525),(25 82.929405),(26 82.435646),(27 82.65904),(28 82.566124),(29 81.939835),(30 82.29779),(31 83.16259),(32 81.959145),(33 81.94135),(34 81.79599),(35 82.34009),(36 82.19076),(37 81.81949),(38 83.182976),(39 84.50669),(40 84.08225),(41 85.227356),(42 84.14591),(43 83.739555),(44 82.307655),(45 82.398636),(46 81.64234),(47 81.554184),(48 81.80692),(49 81.618965),(50 81.80501),(51 82.17119),(52 81.98108),(53 83.116806),(54 82.49448),(55 83.22185),(56 82.4697),(57 83.35664),(58 83.255165),(59 83.280304),(60 83.41601),(61 84.25464),(62 84.24875),(63 84.86688),(64 84.56534),(65 84.933014),(66 84.57664),(67 84.43371),(68 85.055916),(69 85.807846),(70 85.79503),(71 86.33445),(72 85.99838),(73 86.879616),(74 86.073654),(75 86.81704),(76 86.280876),(77 86.42213),(78 85.633484),(79 85.97095),
(1 52.37512),(2 61.23529),(3 66.6223),(4 70.05623),(5 73.765976),(6 75.25626),(7 76.694786),(8 77.81238),(9 78.78405),(10 79.93325),(11 80.21446),(12 80.31333),(13 81.01812),(14 81.1802),(15 82.168015),(16 81.709656),(17 82.59762),(18 81.92331),(19 81.85471),(20 81.74153),(21 81.92543),(22 81.368546),(23 81.94129),(24 81.707466),(25 82.3018),(26 81.033745),(27 81.42898),(28 81.43368),(29 81.3708),(30 81.39853),(31 81.54342),(32 81.86191),(33 81.618935),(34 81.07325),(35 81.12),(36 81.25117),(37 82.41855),(38 81.62222),(39 83.14435),(40 82.88825),(41 83.07771),(42 82.92917),(43 82.90396),(44 82.16278),(45 82.360954),(46 81.95093),(47 83.048805),(48 83.20537),(49 83.55598),(50 83.16887),(51 83.4195),(52 83.35176),(53 84.04918),(54 82.1522),(55 82.684044),(56 81.97159),(57 82.79058),(58 82.92144),(59 83.86428),(60 83.824524),(61 83.8998),(62 84.36245),(63 84.91129),(64 83.96556),(65 84.43534),(66 83.96734),(67 84.94469),(68 84.85951),(69 84.62108),(70 84.51164),(71 85.14877),(72 85.28334),(73 86.649254),(74 85.82704),(75 87.09968),(76 86.681305),(77 85.56945),(78 85.78863),(79 86.00665),
(1 52.764313),(2 61.23634),(3 66.86396),(4 70.2178),(5 72.558266),(6 75.191345),(7 76.89549),(8 77.07603),(9 78.54628),(10 79.400566),(11 79.83238),(12 79.80587),(13 80.81815),(14 81.53867),(15 81.01293),(16 81.618),(17 81.86084),(18 81.25442),(19 82.099594),(20 81.747505),(21 81.47724),(22 81.85101),(23 82.00815),(24 81.68628),(25 81.74672),(26 81.69404),(27 81.546326),(28 80.863495),(29 81.69204),(30 81.11021),(31 80.53391),(32 80.846596),(33 80.45971),(34 80.216156),(35 80.96335),(36 81.62211),(37 81.776955),(38 81.45769),(39 82.66591),(40 81.875984),(41 82.10926),(42 81.689186),(43 82.86133),(44 81.110306),(45 81.77564),(46 81.109924),(47 80.945656),(48 81.5804),(49 81.8129),(50 81.52509),(51 81.85173),(52 81.54971),(53 82.72307),(54 82.406494),(55 82.438545),(56 81.996765),(57 82.24258),(58 82.854576),(59 84.325905),(60 83.97393),(61 84.76014),(62 84.686),(63 85.537544),(64 85.35677),(65 85.25672),(66 85.0345),(67 85.57888),(68 85.89285),(69 86.51215),(70 86.67973),(71 87.29401),(72 86.58089),(73 86.90718),(74 86.30375),(75 86.61795),(76 86.8264),(77 86.2549),(78 86.192),(79 86.48241),
(1 51.93941),(2 60.938385),(3 66.10502),(4 69.538086),(5 72.77658),(6 73.90425),(7 76.17724),(8 76.42487),(9 77.34605),(10 78.06539),(11 78.95901),(12 78.82046),(13 79.47027),(14 80.152626),(15 80.58934),(16 80.167656),(17 80.00133),(18 79.61806),(19 81.13677),(20 81.1428),(21 81.43716),(22 80.64692),(23 80.81659),(24 79.93449),(25 81.05527),(26 79.97374),(27 80.485275),(28 79.36986),(29 79.42182),(30 79.14046),(31 79.56902),(32 79.49461),(33 80.50802),(34 80.21659),(35 80.07725),(36 80.65049),(37 81.52898),(38 81.62207),(39 82.69779),(40 81.26602),(41 81.59297),(42 80.54968),(43 81.02083),(44 79.98254),(45 81.52208),(46 81.187164),(47 80.751434),(48 81.60906),(49 81.915726),(50 80.39077),(51 81.529724),(52 81.37779),(53 81.40837),(54 81.07545),(55 81.99196),(56 81.81741),(57 81.34909),(58 82.267136),(59 81.69948),(60 81.3201),(61 82.266525),(62 81.94873),(63 82.71239),(64 81.92127),(65 83.25395),(66 82.4642),(67 83.209305),(68 82.83026),(69 83.17487),(70 82.527),(71 82.84715),(72 83.36385),(73 84.50037),(74 83.504715),(75 84.51006),(76 84.61983),(77 84.40599),(78 84.30977),(79 84.665184),
(1 51.327076),(2 59.660213),(3 64.57643),(4 68.87589),(5 72.98803),(6 74.41276),(7 76.092155),(8 76.5423),(9 78.150826),(10 78.2683),(11 79.08847),(12 78.63544),(13 78.83227),(14 79.89508),(15 80.09825),(16 79.59931),(17 79.549904),(18 80.23065),(19 79.65777),(20 80.369865),(21 80.82918),(22 79.844925),(23 80.143974),(24 79.53303),(25 79.570564),(26 79.20447),(27 80.10541),(28 78.92272),(29 80.22607),(30 78.592064),(31 78.60761),(32 78.21922),(33 78.52511),(34 78.6842),(35 78.6167),(36 78.84493),(37 80.033875),(38 80.36152),(39 80.10611),(40 80.23458),(41 80.13417),(42 79.79199),(43 80.067955),(44 80.12831),(45 80.81655),(46 79.10563),(47 79.00901),(48 79.3307),(49 79.52192),(50 79.0926),(51 80.087555),(52 80.239174),(53 80.26424),(54 78.8166),(55 79.11482),(56 79.436714),(57 79.48504),(58 79.825134),(59 81.5415),(60 81.52242),(61 82.059204),(62 82.215324),(63 83.296524),(64 82.79611),(65 83.27461),(66 83.295),(67 83.562706),(68 83.57035),(69 83.94469),(70 83.216606),(71 83.86225),(72 82.9783),(73 83.73111),(74 83.69751),(75 84.12428),(76 83.67075),(77 83.58804),(78 83.51159),(79 84.000206),
(1 51.21684),(2 60.270123),(3 66.18522),(4 69.80085),(5 72.668175),(6 74.21059),(7 76.27116),(8 76.754715),(9 76.85981),(10 77.28132),(11 78.6311),(12 78.2213),(13 79.292984),(14 80.483955),(15 79.86504),(16 79.423676),(17 78.54615),(18 79.299675),(19 78.895996),(20 79.50868),(21 79.834),(22 79.22145),(23 78.81428),(24 79.24657),(25 79.26884),(26 78.23341),(27 78.40558),(28 77.739716),(29 79.06339),(30 77.97641),(31 78.278175),(32 77.378235),(33 77.81418),(34 78.35399),(35 78.437996),(36 78.141205),(37 78.31784),(38 78.69175),(39 78.31538),(40 79.28606),(41 79.92559),(42 80.327354),(43 80.46336),(44 79.760056),(45 80.047005),(46 79.20048),(47 79.4535),(48 79.06218),(49 79.22163),(50 79.19731),(51 79.93994),(52 80.0606),(53 80.09674),(54 79.81363),(55 80.672195),(56 80.30295),(57 80.220695),(58 81.24215),(59 81.119675),(60 80.90263),(61 82.1633),(62 81.60385),(63 82.3448),(64 81.979546),(65 82.46591),(66 81.949005),(67 82.68262),(68 82.9904),(69 83.69034),(70 84.08696),(71 84.72044),(72 84.54618),(73 85.46399),(74 84.31612),(75 84.77488),(76 83.58575),(77 84.25351),(78 83.78093),(79 83.57006),
(1 50.626408),(2 59.42579),(3 64.56402),(4 67.81572),(5 70.494095),(6 71.61798),(7 73.79058),(8 74.87631),(9 76.30732),(10 77.372215),(11 77.69411),(12 77.29249),(13 77.23145),(14 77.728165),(15 78.461395),(16 78.72703),(17 78.13021),(18 78.77618),(19 78.63634),(20 78.415016),(21 78.828255),(22 78.313095),(23 77.61457),(24 77.81343),(25 77.4998),(26 76.888),(27 78.29481),(28 77.601715),(29 79.010895),(30 78.73334),(31 78.3203),(32 78.73747),(33 78.31602),(34 78.606834),(35 78.6181),(36 77.77686),(37 78.396866),(38 78.24928),(39 78.22173),(40 78.262436),(41 79.047356),(42 78.44856),(43 78.95032),(44 78.58091),(45 78.79909),(46 77.865906),(47 78.50641),(48 77.96981),(49 78.40182),(50 78.61781),(51 79.0238),(52 78.6901),(53 78.93171),(54 78.71794),(55 78.98308),(56 78.650795),(57 79.45978),(58 79.650406),(59 80.503),(60 79.692986),(61 79.74758),(62 79.30653),(63 80.77967),(64 80.276276),(65 80.706154),(66 80.177124),(67 80.54846),(68 80.2892),(69 81.017715),(70 80.485596),(71 82.05914),(72 81.506615),(73 81.91003),(74 82.33872),(75 82.63114),(76 82.24266),(77 81.9453),(78 80.87171),(79 82.113914),
(1 50.162926),(2 58.37994),(3 64.27261),(4 67.4728),(5 70.99827),(6 72.33995),(7 74.3645),(8 74.40639),(9 76.41524),(10 76.89914),(11 77.277596),(12 77.2681),(13 77.985214),(14 78.80826),(15 79.40002),(16 78.34136),(17 78.478065),(18 78.49727),(19 78.72755),(20 79.606544),(21 79.614944),(22 78.61275),(23 79.03172),(24 78.962814),(25 78.93622),(26 78.25579),(27 78.82426),(28 78.54962),(29 78.775536),(30 79.11992),(31 78.39056),(32 78.36871),(33 78.0652),(34 77.493034),(35 77.76754),(36 77.31896),(37 78.18247),(38 78.03848),(39 78.616905),(40 77.540306),(41 78.65607),(42 78.03321),(43 78.321335),(44 77.369125),(45 78.49592),(46 76.7746),(47 77.251274),(48 78.549644),(49 78.844894),(50 78.813446),(51 78.32419),(52 77.99246),(53 78.94646),(54 78.50056),(55 78.32014),(56 78.21656),(57 78.992065),(58 78.807884),(59 79.30821),(60 78.37118),(61 79.6044),(62 78.89647),(63 79.62585),(64 80.28526),(65 80.51171),(66 80.1281),(67 80.60101),(68 81.13346),(69 81.72268),(70 81.31695),(71 81.537926),(72 80.91748),(73 80.95269),(74 80.650986),(75 80.6741),(76 79.74764),(77 80.40906),(78 79.7239),(79 79.88852),
(1 50.906517),(2 58.847267),(3 64.944725),(4 67.63273),(5 70.770874),(6 72.75863),(7 74.187386),(8 75.801575),(9 75.536385),(10 76.63674),(11 76.734535),(12 77.16199),(13 77.756744),(14 77.69998),(15 77.44123),(16 77.330025),(17 78.45391),(18 78.05429),(19 78.30186),(20 77.7358),(21 77.55668),(22 76.90494),(23 77.37936),(24 76.999306),(25 77.13513),(26 76.726875),(27 76.90542),(28 76.3374),(29 76.39412),(30 76.915245),(31 76.82666),(32 76.76205),(33 77.23393),(34 76.22896),(35 77.32243),(36 76.78053),(37 77.532776),(38 77.37996),(39 78.35632),(40 77.82443),(41 77.82113),(42 77.83758),(43 77.44165),(44 76.85209),(45 78.15856),(46 77.76092),(47 78.39844),(48 78.110435),(49 79.70805),(50 78.279495),(51 78.895515),(52 78.91221),(53 79.50984),(54 79.33145),(55 79.99797),(56 79.12235),(57 79.9923),(58 79.49069),(59 79.58372),(60 79.60424),(61 80.412834),(62 80.90077),(63 81.80512),(64 81.15444),(65 81.48103),(66 81.26534),(67 82.02123),(68 82.053474),(69 82.20257),(70 82.09021),(71 82.34551),(72 81.590706),(73 81.81766),(74 81.21218),(75 82.39486),(76 80.86884),(77 81.74957),(78 81.30731),(79 81.480705),
(1 50.653786),(2 59.073807),(3 64.61575),(4 67.815315),(5 70.84063),(6 72.711006),(7 74.30383),(8 75.48577),(9 76.249435),(10 77.29665),(11 77.58013),(12 77.81877),(13 79.23514),(14 78.51077),(15 79.661896),(16 79.361496),(17 79.56689),(18 79.785645),(19 80.68718),(20 79.648605),(21 80.34776),(22 79.096924),(23 79.90357),(24 79.59062),(25 79.26069),(26 79.01857),(27 79.46929),(28 77.93098),(29 78.914955),(30 78.49121),(31 78.643776),(32 78.006714),(33 79.078735),(34 78.72202),(35 79.150635),(36 78.56338),(37 78.85638),(38 79.58603),(39 79.70756),(40 79.58378),(41 81.279434),(42 79.3463),(43 78.99053),(44 78.3893),(45 78.87752),(46 78.91902),(47 79.569),(48 78.891426),(49 79.48708),(50 79.47853),(51 80.02194),(52 79.41873),(53 80.08243),(54 79.5553),(55 79.90711),(56 78.79497),(57 79.50032),(58 78.53816),(59 80.006836),(60 79.999176),(61 79.691734),(62 79.60703),(63 80.526115),(64 80.55479),(65 81.42532),(66 80.32167),(67 80.6884),(68 80.75962),(69 80.75478),(70 80.222466),(71 81.19998),(72 80.24619),(73 81.08777),(74 80.8588),(75 81.4189),(76 81.00745),(77 80.35562),(78 80.164276),(79 81.51098),
(1 50.25653),(2 58.974304),(3 64.19407),(4 67.493805),(5 70.8844),(6 72.45319),(7 74.18852),(8 75.176605),(9 76.379555),(10 77.05581),(11 77.40871),(12 78.21981),(13 78.64151),(14 78.19855),(15 78.73265),(16 78.812195),(17 77.59996),(18 78.596825),(19 78.267944),(20 77.6053),(21 78.512764),(22 78.390205),(23 78.255295),(24 78.58831),(25 78.33168),(26 78.29532),(27 79.30131),(28 78.7495),(29 78.79414),(30 78.177216),(31 78.6582),(32 79.04883),(33 79.25477),(34 78.835014),(35 79.239716),(36 78.160706),(37 78.884796),(38 79.441124),(39 80.0122),(40 80.03139),(41 79.6999),(42 78.78089),(43 79.010826),(44 78.54851),(45 79.24928),(46 79.22031),(47 80.50746),(48 79.99259),(49 79.82202),(50 79.687935),(51 80.32738),(52 80.0048),(53 80.627396),(54 80.0225),(55 80.50907),(56 80.785164),(57 81.222046),(58 81.11795),(59 81.29121),(60 81.758514),(61 81.51917),(62 81.57504),(63 82.73251),(64 82.22845),(65 82.53608),(66 81.83104),(67 82.50458),(68 82.67723),(69 82.303055),(70 81.69943),(71 82.44507),(72 82.19522),(73 82.94412),(74 81.31876),(75 82.190094),(76 81.59397),(77 81.59256),(78 80.28768),(79 81.144554),
(1 47.939682),(2 56.737125),(3 61.586327),(4 64.974785),(5 67.59742),(6 69.16243),(7 70.9984),(8 71.49599),(9 72.40402),(10 72.85509),(11 73.36282),(12 73.88957),(13 74.63432),(14 75.77582),(15 75.63767),(16 75.55992),(17 75.49432),(18 75.57395),(19 75.29841),(20 75.48102),(21 75.09051),(22 75.70303),(23 76.457596),(24 74.97964),(25 75.097885),(26 74.854904),(27 76.20402),(28 74.370735),(29 74.23966),(30 73.381584),(31 74.72259),(32 73.89247),(33 73.43522),(34 74.1616),(35 74.26735),(36 74.04577),(37 75.02638),(38 75.73363),(39 76.26499),(40 76.66921),(41 76.11253),(42 76.2619),(43 76.02062),(44 75.57551),(45 76.00976),(46 75.27277),(47 75.984184),(48 75.65381),(49 76.24937),(50 75.829834),(51 76.37192),(52 76.38089),(53 77.045364),(54 76.43029),(55 76.97795),(56 76.57311),(57 76.66243),(58 76.72677),(59 76.57549),(60 76.742485),(61 78.56927),(62 77.917),(63 79.02769),(64 78.45908),(65 78.87256),(66 78.02811),(67 79.01673),(68 79.00575),(69 79.62869),(70 78.68663),(71 79.01896),(72 78.92647),(73 79.7044),(74 79.04552),(75 79.552216),(76 78.29431),(77 78.44876),(78 77.521736),(79 78.281395),
(1 49.558647),(2 57.586388),(3 62.63774),(4 66.45259),(5 68.54483),(6 70.271484),(7 72.09637),(8 72.714775),(9 72.8474),(10 73.504654),(11 74.10822),(12 74.59757),(13 75.33833),(14 75.474236),(15 76.08629),(16 75.499344),(17 76.28934),(18 76.11917),(19 76.28967),(20 76.70261),(21 76.88106),(22 75.95071),(23 75.96832),(24 75.43968),(25 75.776474),(26 75.71942),(27 76.23272),(28 75.40934),(29 75.62558),(30 74.503845),(31 75.386696),(32 75.08377),(33 75.50337),(34 75.7235),(35 76.25699),(36 75.439156),(37 76.14551),(38 76.96102),(39 76.73451),(40 77.53204),(41 77.13302),(42 76.381714),(43 76.199326),(44 76.09361),(45 76.79753),(46 75.87329),(47 77.1023),(48 76.66711),(49 76.61334),(50 76.46036),(51 77.49387),(52 77.1612),(53 78.52634),(54 77.84545),(55 77.796074),(56 77.69807),(57 78.11327),(58 78.27681),(59 78.352585),(60 78.26004),(61 78.60311),(62 77.68289),(63 78.124565),(64 78.251625),(65 78.84855),(66 78.28538),(67 78.92287),(68 79.34452),(69 79.817696),(70 79.04903),(71 79.5224),(72 77.55798),(73 79.50973),(74 78.17067),(75 79.789505),(76 78.81893),(77 79.27524),(78 78.96988),(79 79.8974),
(1 49.214954),(2 57.001144),(3 63.210934),(4 66.07118),(5 69.06174),(6 70.60957),(7 72.27284),(8 72.479416),(9 72.98973),(10 73.95944),(11 74.72727),(12 74.96913),(13 75.57961),(14 75.86367),(15 75.57271),(16 75.96938),(17 76.25882),(18 76.043),(19 76.23038),(20 76.421906),(21 76.99642),(22 76.31953),(23 76.81058),(24 76.14116),(25 74.88583),(26 75.50382),(27 76.25385),(28 75.59234),(29 75.921326),(30 75.07723),(31 75.35487),(32 75.289154),(33 76.6832),(34 76.30426),(35 76.54937),(36 75.87537),(37 75.91915),(38 76.21525),(39 76.85013),(40 76.06219),(41 76.44862),(42 75.594406),(43 76.3658),(44 76.05069),(45 76.418144),(46 76.09081),(47 76.64469),(48 76.83596),(49 76.841255),(50 76.08476),(51 76.59252),(52 76.8883),(53 77.215454),(54 76.46958),(55 77.26209),(56 76.57672),(57 76.964935),(58 76.779816),(59 77.26032),(60 77.39496),(61 78.19188),(62 77.965416),(63 79.361885),(64 78.8214),(65 79.935005),(66 79.409836),(67 79.30819),(68 79.88263),(69 79.47493),(70 79.882095),(71 80.62699),(72 79.873184),(73 80.57571),(74 79.56487),(75 79.71053),(76 78.50176),(77 79.31065),(78 78.66558),(79 79.6441),
(1 49.606358),(2 58.165188),(3 64.063545),(4 67.68984),(5 70.83957),(6 71.79473),(7 73.89974),(8 73.573784),(9 74.49822),(10 75.35088),(11 75.64295),(12 75.236946),(13 76.557304),(14 76.44164),(15 77.36193),(16 77.620964),(17 78.676056),(18 76.97568),(19 77.15456),(20 77.85638),(21 77.84831),(22 77.90861),(23 77.54149),(24 77.497314),(25 77.91098),(26 76.97295),(27 76.74984),(28 76.100914),(29 75.961334),(30 74.70068),(31 74.41144),(32 74.92005),(33 74.40916),(34 74.90837),(35 75.58265),(36 74.747345),(37 75.78818),(38 76.45121),(39 78.001785),(40 77.71357),(41 77.48895),(42 77.81926),(43 77.28729),(44 77.65606),(45 76.76896),(46 76.93728),(47 78.31589),(48 77.92169),(49 78.179276),(50 78.64338),(51 78.92471),(52 78.64635),(53 79.25276),(54 79.11318),(55 79.56167),(56 79.15441),(57 79.26441),(58 78.93874),(59 79.79705),(60 79.45901),(61 80.38298),(62 80.43713),(63 81.980125),(64 81.31458),(65 81.35768),(66 81.1798),(67 81.64569),(68 82.14943),(69 82.1478),(70 81.28915),(71 82.198296),(72 81.85384),(73 82.666046),(74 81.70872),(75 82.21781),(76 80.94669),(77 81.21023),(78 80.85033),(79 81.20126),
