1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1186515.4),(2 3691993.3),(3 6654010),(4 10436055),(5 14463477),(6 18228424),(7 21687814),(8 24791824),(9 27240310),(10 29179302),(11 30349430),(12 30759442),(13 30357896),(14 29780214),(15 29013824),(16 28967614),(17 29878594),(18 31539830),(19 33798508),(20 36030204),(21 37884284),(22 39381156),(23 40747644),(24 40886020),(25 39847524),(26 38712812),(27 38291652),(28 37524764),(29 36984748),(30 36775890),(31 36625820),(32 36388496),(33 36179452),(34 35586508),(35 34726336),(36 33159098),(37 30933018),(38 28577114),(39 26247682),(40 24097200),(41 22311576),(42 21161436),(43 20782260),(44 21095052),(45 22176454),(46 23984448),(47 26552210),(48 29401912),(49 32405062),(50 35478900),(51 38203540),(52 41172380),(53 43392576),(54 44836324),(55 45616956),(56 45615556),(57 45108012),(58 44253124),(59 42560196),(60 40712084),(61 39781420),(62 40111212),(63 40763732),(64 42473490),(65 44748548),(66 46913410),(67 48735340),(68 50572340),(69 52499520),(70 53907730),(71 55381820),(72 56385092),(73 56529964),(74 56739870),(75 56843710),(76 56100916),(77 54915564),(78 53127044),(79 51212210),
(1 11056.379),(2 13052.797),(3 13156.374),(4 14907.974),(5 15528.588),(6 16333.828),(7 16651.361),(8 16483.648),(9 16652.61),(10 17749.037),(11 17873.537),(12 17906.162),(13 17582.842),(14 18794.633),(15 18588.848),(16 18116.242),(17 18321.979),(18 18400.846),(19 18332.7),(20 18209.818),(21 17928.842),(22 17886.686),(23 17586.809),(24 17295.68),(25 17196.28),(26 16963.578),(27 17310.861),(28 17682.305),(29 17157.658),(30 17890.928),(31 17791.473),(32 17836.348),(33 18234.291),(34 18702.494),(35 18791.78),(36 18827.434),(37 19063.355),(38 19314.951),(39 19124.498),(40 19057.496),(41 18993.803),(42 18950.053),(43 19176.428),(44 19113.563),(45 18901.848),(46 18903.602),(47 18868.398),(48 18416.408),(49 18336.672),(50 18355.576),(51 18199.328),(52 18228.904),(53 17951.027),(54 17980.129),(55 17877.742),(56 17932.436),(57 18024.781),(58 18328.164),(59 18526.406),(60 18681.006),(61 18564.352),(62 18702.371),(63 18541.605),(64 18619.215),(65 18548.158),(66 18656.523),(67 18579.285),(68 18411.479),(69 18168.887),(70 18101.94),(71 18185.639),(72 18182.787),(73 18258.166),(74 18191.688),(75 18206.197),(76 18281.543),(77 18300.072),(78 18515.516),(79 18422.146),
(1 10154.602),(2 12173.771),(3 12265.637),(4 13721.149),(5 14356.256),(6 15104.479),(7 15518.413),(8 15278.141),(9 15564.89),(10 16632.506),(11 16828.512),(12 16900.328),(13 16509.764),(14 17319.203),(15 17167.414),(16 16920.31),(17 17040.793),(18 16941.246),(19 16903.086),(20 16771.662),(21 16320.077),(22 16285.999),(23 16015.406),(24 15995.005),(25 16112.155),(26 15762.896),(27 16041.293),(28 16535.416),(29 16091.415),(30 16589.941),(31 16817.271),(32 16793.014),(33 16982.682),(34 17363.008),(35 17492.076),(36 17563.465),(37 17453.91),(38 17682.645),(39 17556.635),(40 17474.996),(41 17361.496),(42 17396.62),(43 17679.932),(44 17701.81),(45 17548.46),(46 17419.08),(47 17379.018),(48 17068.297),(49 16919.082),(50 16975.738),(51 16898.148),(52 16934.803),(53 16935.229),(54 16930.79),(55 17028.586),(56 17161.78),(57 17236.299),(58 17423.035),(59 17579.99),(60 17709.646),(61 17815.832),(62 17947.977),(63 18101.045),(64 18214.008),(65 17936.727),(66 18050.355),(67 18075.41),(68 18015.742),(69 17954.068),(70 17972.621),(71 17939.186),(72 17942.523),(73 17879.89),(74 17764.535),(75 17893.725),(76 17938.938),(77 17888.555),(78 18020.44),(79 18074.984),
(1 10352.573),(2 12322.81),(3 12080.953),(4 13956.621),(5 14528.423),(6 15198.293),(7 15621.017),(8 15309.122),(9 15547.012),(10 16690.654),(11 16838.738),(12 16714.926),(13 16540.861),(14 17766.822),(15 17482.494),(16 17226.4),(17 17562.049),(18 17385.875),(19 17341.895),(20 17125.818),(21 16665.207),(22 16747.295),(23 16577.59),(24 16414.807),(25 16407.078),(26 15917.942),(27 16183.317),(28 16357.729),(29 15827.264),(30 16668.154),(31 16622.59),(32 16719.941),(33 17165.205),(34 17630.537),(35 17701.434),(36 17829.115),(37 18042.826),(38 18157.143),(39 18111.67),(40 18009.17),(41 17788.402),(42 17663.512),(43 18008.52),(44 17929.049),(45 17833.268),(46 18123.88),(47 17968.752),(48 17636.193),(49 17445.938),(50 17507.525),(51 17338.693),(52 17201.443),(53 17098.746),(54 16981.877),(55 16939.984),(56 17036.639),(57 17067.953),(58 17225.723),(59 17420.7),(60 17549.37),(61 17474.666),(62 17598.193),(63 17698.238),(64 17907.604),(65 17680.281),(66 17695.96),(67 17717.38),(68 17638.707),(69 17472.299),(70 17440.924),(71 17458.97),(72 17444.729),(73 17369.14),(74 17387.814),(75 17538.975),(76 17550.027),(77 17554.53),(78 17584.113),(79 17671.016),
(1 10267.081),(2 12188.03),(3 12155.343),(4 13860.739),(5 14451.529),(6 15138.033),(7 15626.724),(8 15286.167),(9 15356.255),(10 16453.318),(11 16812.5),(12 16667.576),(13 16260.477),(14 17381.328),(15 17169.713),(16 16868.342),(17 17109.756),(18 16943.07),(19 16779.418),(20 16900.342),(21 16571.719),(22 16455.697),(23 16243.768),(24 16002.456),(25 16134.345),(26 15811.131),(27 16055.806),(28 16218.13),(29 15721.948),(30 16340.601),(31 16183.841),(32 16191.595),(33 16640.34),(34 17110.592),(35 17345.475),(36 17537.732),(37 17605.97),(38 17860.768),(39 17635.863),(40 17608.947),(41 17207.086),(42 17211.98),(43 17442.512),(44 17372.752),(45 17108.385),(46 17314.984),(47 17226.863),(48 16967.975),(49 16914.482),(50 16937.24),(51 16921.357),(52 16830.707),(53 16542.01),(54 16565.742),(55 16599.602),(56 16671.063),(57 16819.547),(58 16939.78),(59 17139.99),(60 17328.773),(61 17321.002),(62 17435.697),(63 17487.479),(64 17608.805),(65 17518.398),(66 17499.547),(67 17489.063),(68 17348.713),(69 17399.502),(70 17336.35),(71 17265.62),(72 17319.105),(73 17285.04),(74 17314.535),(75 17471.105),(76 17460.002),(77 17624.277),(78 17734.287),(79 17687.91),
(1 8929.137),(2 10670.576),(3 10565.442),(4 11999.838),(5 12444.308),(6 13054.426),(7 13557.539),(8 13495.179),(9 13719.147),(10 14528.299),(11 14787.872),(12 14705.761),(13 14632.851),(14 15454.863),(15 15186.057),(16 15049.4),(17 15150.939),(18 15076.814),(19 15044.453),(20 14898.594),(21 14816.709),(22 14649.313),(23 14509.89),(24 14282.963),(25 14326.292),(26 14242.342),(27 14428.018),(28 14520.964),(29 14094.146),(30 14697.897),(31 14555.911),(32 14615.078),(33 14931.987),(34 15135.02),(35 15367.708),(36 15634.914),(37 15801.22),(38 15961.232),(39 15947.981),(40 15872),(41 15574.296),(42 15695.809),(43 15850.699),(44 15948.1045),(45 15647.127),(46 15581.254),(47 15542.289),(48 15263.959),(49 15207.08),(50 15182.924),(51 15141.172),(52 15252.937),(53 15066.429),(54 15016.527),(55 14985.021),(56 15158.48),(57 15201.746),(58 15375.486),(59 15466.16),(60 15693.997),(61 15857.69),(62 15908.773),(63 15869.54),(64 15766.868),(65 15809.35),(66 15864.63),(67 15916.263),(68 15883.453),(69 15783.842),(70 15812.56),(71 15798.574),(72 15764.693),(73 15672.118),(74 15707.469),(75 15796.7),(76 15767.173),(77 15747.256),(78 15888.536),(79 16029.418),
(1 8431.4375),(2 10027.624),(3 10003.857),(4 11398.052),(5 11787.551),(6 12484.515),(7 12765.783),(8 12831.278),(9 13145.161),(10 13787.532),(11 14003.033),(12 14184.807),(13 13820.634),(14 14498.159),(15 14423.5),(16 14237.883),(17 14377.678),(18 14284.847),(19 14173.851),(20 14037.707),(21 13748.227),(22 13581.048),(23 13506.805),(24 13364.802),(25 13457.98),(26 13189.083),(27 13398.074),(28 13518.232),(29 13344.938),(30 13658.195),(31 13689.534),(32 13693.534),(33 14007.851),(34 14317.676),(35 14270.608),(36 14317.69),(37 14382.604),(38 14663.159),(39 14607.853),(40 14526.454),(41 14523.774),(42 14473.244),(43 14484.054),(44 14445.334),(45 14259.587),(46 14149.703),(47 14093.968),(48 13894.985),(49 13821.758),(50 13820.346),(51 13793.806),(52 13812.485),(53 13684.113),(54 13851.832),(55 13907.267),(56 14143.712),(57 14322.709),(58 14343.762),(59 14519.161),(60 14604.874),(61 14586.907),(62 14648.614),(63 14578.085),(64 14687.84),(65 14721.437),(66 14741.89),(67 14615.897),(68 14643.374),(69 14662.43),(70 14629.802),(71 14640.969),(72 14591.994),(73 14616.571),(74 14636.691),(75 14502.887),(76 14550.857),(77 14560.797),(78 14574.073),(79 14648.357),
(1 9232.866),(2 10994.983),(3 10866.714),(4 12285.447),(5 12712.848),(6 13558.078),(7 13888.905),(8 13529.613),(9 13705.694),(10 14674.004),(11 14698.149),(12 14724.607),(13 14599.644),(14 15636.953),(15 15320.428),(16 14966.171),(17 15318.615),(18 15186.621),(19 15020.015),(20 14981.311),(21 14829.464),(22 14671.807),(23 14520.749),(24 14254.139),(25 14267.055),(26 13938.861),(27 14149.359),(28 14196.867),(29 13709.725),(30 14251.935),(31 14144.848),(32 14058.246),(33 14564.005),(34 14917.658),(35 15068.521),(36 15191.573),(37 15274.028),(38 15611.789),(39 15440.672),(40 15364.683),(41 15246.019),(42 15319.287),(43 15456.144),(44 15463.097),(45 15355.925),(46 15371.541),(47 15440.902),(48 15104.261),(49 15173.283),(50 15161.511),(51 15140.983),(52 15082.379),(53 14732.145),(54 14847.227),(55 14823.915),(56 14884.434),(57 14845.714),(58 15047.654),(59 15234.431),(60 15251.533),(61 15205.843),(62 15190.188),(63 15200.858),(64 15208.126),(65 15120.709),(66 15123.241),(67 14898.95),(68 14766.419),(69 14654.682),(70 14697.073),(71 14654.806),(72 14700.92),(73 14768.29),(74 14833.985),(75 14787.928),(76 14917.792),(77 14980.863),(78 14949.765),(79 15070.265),
(1 7614.4497),(2 9084.583),(3 8996.641),(4 10243.446),(5 10578.559),(6 11199.065),(7 11504.971),(8 11412.67),(9 11700.597),(10 12314.144),(11 12360.299),(12 12484.778),(13 12376.892),(14 12979.589),(15 12862.482),(16 12581.321),(17 12989.874),(18 12842.23),(19 12840.733),(20 12780.531),(21 12617.122),(22 12562.742),(23 12569.272),(24 12355.499),(25 12526.415),(26 12327.968),(27 12519.394),(28 12519.696),(29 12300.739),(30 12680.863),(31 12556.784),(32 12530.2705),(33 12891.878),(34 13050.666),(35 13139.986),(36 13262.472),(37 13239.633),(38 13313.089),(39 13226.6),(40 13146.343),(41 13185.367),(42 13204.253),(43 13255.512),(44 13196.129),(45 13104.819),(46 13128.34),(47 13168.546),(48 12956.709),(49 13004.822),(50 12907.166),(51 12868.25),(52 12850.759),(53 12631.281),(54 12722.014),(55 12774.027),(56 12841.632),(57 12973.103),(58 13103.19),(59 13206.244),(60 13111.027),(61 13200.331),(62 13285.658),(63 13279.139),(64 13375.776),(65 13336.552),(66 13388.527),(67 13407.467),(68 13485.218),(69 13381.966),(70 13350.565),(71 13296.732),(72 13293.2705),(73 13315.689),(74 13397.961),(75 13394.322),(76 13344.945),(77 13424.052),(78 13488.845),(79 13485.065),
(1 7506.968),(2 8953.034),(3 8938.752),(4 10022.312),(5 10443.944),(6 11038.409),(7 11292.634),(8 11232.776),(9 11415.743),(10 12049.226),(11 12184.553),(12 12208.853),(13 12103.532),(14 12722.35),(15 12587.343),(16 12324.474),(17 12526.342),(18 12325.835),(19 12418.051),(20 12474.52),(21 12383.768),(22 12224.015),(23 12064.217),(24 12038.941),(25 12200.047),(26 11912.205),(27 12130.896),(28 12258.399),(29 12039.423),(30 12487.41),(31 12302.362),(32 12275.254),(33 12545.888),(34 12791.352),(35 12921.524),(36 12924.47),(37 12902.546),(38 12974.209),(39 12876.447),(40 12957.294),(41 12848.285),(42 12805.796),(43 12825.132),(44 12841.152),(45 12765.1045),(46 12780.677),(47 12640.685),(48 12423.994),(49 12483.714),(50 12623.488),(51 12566.226),(52 12514.832),(53 12326.881),(54 12434.607),(55 12407.193),(56 12500.339),(57 12588.36),(58 12749.371),(59 12786.8545),(60 12659.225),(61 12716.562),(62 12804.305),(63 12753.648),(64 12868.903),(65 12807.994),(66 12852.438),(67 12883.704),(68 12825.385),(69 12706.9795),(70 12665.314),(71 12673.906),(72 12766.735),(73 12702.64),(74 12752.666),(75 12741.422),(76 12847.107),(77 12843.675),(78 12831.657),(79 12959.936),
(1 7999.301),(2 9445.557),(3 9410.516),(4 10601.138),(5 10820.99),(6 11538.349),(7 11807.621),(8 11522.112),(9 11682.111),(10 12449.097),(11 12648.445),(12 12706.634),(13 12596.52),(14 13154.825),(15 13081.116),(16 12894.102),(17 12909.672),(18 12806.455),(19 12885.589),(20 12785.23),(21 12547.091),(22 12571.172),(23 12438.994),(24 12269.985),(25 12430.017),(26 12133.559),(27 12378.297),(28 12592.393),(29 12268.872),(30 12712.386),(31 12695.403),(32 12710.634),(33 12983.5),(34 13253.507),(35 13350.184),(36 13322.188),(37 13398.791),(38 13551.178),(39 13406.168),(40 13326.026),(41 13317.456),(42 13294.222),(43 13299.698),(44 13230.427),(45 13167.907),(46 13200.974),(47 13067.912),(48 12885.728),(49 12863.287),(50 12904.687),(51 12832.259),(52 12763.666),(53 12678.234),(54 12782.302),(55 12631.039),(56 12861.174),(57 12988.495),(58 13049.673),(59 13130.077),(60 13189.013),(61 13169.49),(62 13151.404),(63 13231.83),(64 13323.686),(65 13223.541),(66 13146.851),(67 13177.876),(68 13074.871),(69 12981.343),(70 12957.226),(71 12923.007),(72 12920.306),(73 12916.434),(74 13014.519),(75 12989.663),(76 13039.422),(77 13080.385),(78 13005.417),(79 13044.615),
(1 8509.968),(2 10012.956),(3 9831.936),(4 11085.852),(5 11411.856),(6 12223.758),(7 12338.973),(8 12144.911),(9 12371.96),(10 13308.008),(11 13436.889),(12 13329.311),(13 13161.945),(14 13970.982),(15 13764.28),(16 13338.231),(17 13681.881),(18 13527.936),(19 13437.679),(20 13444.854),(21 13203.801),(22 13113.938),(23 12756.872),(24 12825.477),(25 12835.837),(26 12387.754),(27 12678),(28 12729.853),(29 12233.52),(30 12761.586),(31 12537.195),(32 12603.809),(33 12979.837),(34 13134.022),(35 13334.962),(36 13407.241),(37 13527.4),(38 13762.249),(39 13578.885),(40 13574.551),(41 13461.851),(42 13370.084),(43 13533.778),(44 13537.581),(45 13484.385),(46 13596.596),(47 13477.076),(48 13251.753),(49 13176.068),(50 13186.5),(51 13088.029),(52 12935.384),(53 12851.809),(54 12849.3125),(55 12787.414),(56 12796.92),(57 12747.922),(58 12832.9),(59 12956.321),(60 13088.402),(61 12964.359),(62 13144.416),(63 13163.202),(64 13257.373),(65 13158.682),(66 13173.562),(67 13091.684),(68 12958.252),(69 12860.035),(70 12901.794),(71 12836.042),(72 12758.196),(73 12797.269),(74 12861.995),(75 12873.574),(76 12984.049),(77 13007.4375),(78 12976.448),(79 13029.055),
(1 7492.36),(2 8987.898),(3 8861.571),(4 9997.925),(5 10261.917),(6 10839.621),(7 11101.603),(8 10906.477),(9 11169.229),(10 11855.861),(11 11926.277),(12 11925.309),(13 11787.795),(14 12237.635),(15 12158.241),(16 11999.263),(17 12196.004),(18 12063.773),(19 12081.568),(20 12038.235),(21 11820.132),(22 11778.318),(23 11568.28),(24 11534.593),(25 11594.266),(26 11341.324),(27 11609.644),(28 11672.32),(29 11369.444),(30 11887.753),(31 11793.505),(32 11849.006),(33 12106.039),(34 12196.829),(35 12466.689),(36 12643.87),(37 12469.905),(38 12695.133),(39 12623.021),(40 12694.94),(41 12792.868),(42 12729.121),(43 12898.274),(44 12889.856),(45 12795.531),(46 12602.879),(47 12537.66),(48 12468.775),(49 12449.074),(50 12361.996),(51 12285.439),(52 12262.188),(53 12234.65),(54 12291.77),(55 12176.352),(56 12404.225),(57 12483.751),(58 12492.858),(59 12426.099),(60 12406.46),(61 12403.981),(62 12366.281),(63 12340.315),(64 12425.302),(65 12335.935),(66 12351.043),(67 12318.974),(68 12257.275),(69 12264.065),(70 12252.421),(71 12228.261),(72 12331.944),(73 12297.231),(74 12252.146),(75 12165.844),(76 12221.569),(77 12230.58),(78 12183.554),(79 12273.296),
(1 7131.3564),(2 8509.071),(3 8373.932),(4 9429.942),(5 9720.584),(6 10308.964),(7 10518.957),(8 10239.701),(9 10314.789),(10 10996.843),(11 11078.184),(12 11054.6455),(13 10812.201),(14 11373.507),(15 11337.312),(16 11328.317),(17 11391.555),(18 11303.516),(19 11390.17),(20 11405.3955),(21 11117.222),(22 10924.888),(23 10773.758),(24 10745.885),(25 10864.34),(26 10618.071),(27 10790.837),(28 10963.048),(29 10691.356),(30 11091.773),(31 11023.744),(32 10964.497),(33 11209.005),(34 11460.681),(35 11573.989),(36 11519.562),(37 11408.656),(38 11564.39),(39 11388.269),(40 11487.5625),(41 11469.265),(42 11447.353),(43 11502.534),(44 11513.805),(45 11435.046),(46 11382.678),(47 11231.816),(48 10932.669),(49 10956.606),(50 10984.649),(51 11017.743),(52 10984.826),(53 10891.965),(54 10967.068),(55 10907.909),(56 10992.475),(57 11084.964),(58 11240.462),(59 11251.964),(60 11225.354),(61 11230.9375),(62 11343.381),(63 11368.144),(64 11507.606),(65 11558.932),(66 11602.782),(67 11533.432),(68 11511.953),(69 11512.947),(70 11478.081),(71 11514.063),(72 11522.93),(73 11441.142),(74 11414.153),(75 11378.86),(76 11458.376),(77 11439.544),(78 11324.963),(79 11465.486),
(1 6592.6665),(2 7749.5947),(3 7811.746),(4 8726.448),(5 8920.526),(6 9421.295),(7 9581.876),(8 9428.232),(9 9620.545),(10 10205.143),(11 10191.202),(12 10323.754),(13 10195.473),(14 10593.64),(15 10522.388),(16 10360.398),(17 10424.139),(18 10326.004),(19 10384.598),(20 10364.833),(21 10121.447),(22 10031.29),(23 9848.541),(24 9812.546),(25 10016.135),(26 9736.964),(27 9941.728),(28 10051.124),(29 9847.411),(30 10119.837),(31 10098.958),(32 10125.361),(33 10374.016),(34 10601.788),(35 10659.491),(36 10695.437),(37 10631.946),(38 10718.893),(39 10662.595),(40 10706.574),(41 10733.471),(42 10745.816),(43 10792.57),(44 10754.835),(45 10639.019),(46 10648.57),(47 10593.508),(48 10448.123),(49 10463.603),(50 10547.599),(51 10473.396),(52 10502.732),(53 10432.224),(54 10522.556),(55 10499.362),(56 10654.417),(57 10716.53),(58 10806.603),(59 10828.095),(60 10854.486),(61 10864.248),(62 10885.461),(63 10834.714),(64 10848.946),(65 10867.865),(66 10844.484),(67 10901.925),(68 10890.867),(69 10881.976),(70 10888.632),(71 10831.389),(72 10923.648),(73 10925.127),(74 10937.927),(75 10853.035),(76 10953.211),(77 10942.641),(78 10955.274),(79 10888.34),
(1 6443.082),(2 7708.5244),(3 7690.3975),(4 8413.397),(5 8687.322),(6 9249.356),(7 9385.47),(8 9273.729),(9 9444.909),(10 9989.715),(11 10078.026),(12 10174.494),(13 9950.853),(14 10519.822),(15 10505.507),(16 10265.884),(17 10376.547),(18 10303.522),(19 10329.085),(20 10329.798),(21 10064.847),(22 9939.047),(23 9868.231),(24 9685.218),(25 9980.888),(26 9814.715),(27 9960.906),(28 10095.208),(29 9896.247),(30 10102.889),(31 10062.465),(32 10044.737),(33 10198.391),(34 10301.958),(35 10457.736),(36 10491.25),(37 10446.712),(38 10628.354),(39 10513.842),(40 10551.084),(41 10608.91),(42 10551.415),(43 10641.628),(44 10649.641),(45 10520.937),(46 10513.481),(47 10430.081),(48 10266.378),(49 10234.855),(50 10151.558),(51 10083.423),(52 10032.201),(53 10013.095),(54 10141.717),(55 10001.192),(56 10070.382),(57 10162.265),(58 10184.137),(59 10149.936),(60 10212.4375),(61 10221.23),(62 10211.2705),(63 10249.25),(64 10274.519),(65 10276.334),(66 10344.142),(67 10351.643),(68 10378.208),(69 10380.942),(70 10380.468),(71 10297.299),(72 10315.307),(73 10374.042),(74 10366.376),(75 10286.886),(76 10301.708),(77 10303.222),(78 10404.804),(79 10393.922),
(1 6453.667),(2 7621.459),(3 7553.1597),(4 8480.706),(5 8694.997),(6 9031.451),(7 9241.248),(8 9106.306),(9 9179.038),(10 9817.48),(11 9852.565),(12 9864.137),(13 9751.477),(14 10197.918),(15 10177.632),(16 10012.817),(17 10078.994),(18 10062.101),(19 10117.77),(20 10143.564),(21 9934.351),(22 9897.274),(23 9767.043),(24 9772.625),(25 9813.923),(26 9408.243),(27 9661.908),(28 9930.898),(29 9569.616),(30 9919.242),(31 9829.885),(32 9829.961),(33 10015.197),(34 10263.181),(35 10377.446),(36 10451.119),(37 10437.017),(38 10592.068),(39 10429.336),(40 10466.654),(41 10533.702),(42 10516.046),(43 10565.035),(44 10532.704),(45 10513.971),(46 10502.393),(47 10385.75),(48 10171.2705),(49 10132.585),(50 10120.741),(51 10173.856),(52 10064.065),(53 9930.805),(54 10027.12),(55 9939.427),(56 10006.248),(57 10049.59),(58 10162.728),(59 10198.035),(60 10225.75),(61 10246.606),(62 10257.482),(63 10227.532),(64 10233.757),(65 10160.352),(66 10137.899),(67 10191.409),(68 10179.313),(69 10166.141),(70 10180.093),(71 10214.891),(72 10179.18),(73 10135.467),(74 10138.718),(75 10163.437),(76 10225.264),(77 10210.732),(78 10311.481),(79 10229.842),
(1 6289.1943),(2 7429.5933),(3 7371.349),(4 8305.984),(5 8594.554),(6 9080.267),(7 9214.08),(8 9123.685),(9 9212.085),(10 9695.792),(11 9742.8),(12 9813.855),(13 9733.729),(14 10259),(15 10232.851),(16 10026.516),(17 10115.935),(18 10050.681),(19 10134.097),(20 10181.863),(21 10012.486),(22 9833.717),(23 9724.685),(24 9709.865),(25 9680.427),(26 9452.088),(27 9628.598),(28 9767.152),(29 9563.943),(30 9878.466),(31 9830.935),(32 9831.927),(33 10053.807),(34 10250.419),(35 10317.491),(36 10401.477),(37 10337.78),(38 10455.07),(39 10457.308),(40 10531.504),(41 10452.123),(42 10467.351),(43 10463.39),(44 10424.79),(45 10413.218),(46 10433.357),(47 10317.85),(48 10121.138),(49 10105.607),(50 10146.53),(51 10129.025),(52 10100.164),(53 9932.073),(54 9919.294),(55 9850.104),(56 9901.03),(57 9954.841),(58 10071.056),(59 10121.85),(60 10185.442),(61 10117.742),(62 10220.538),(63 10206.431),(64 10188.473),(65 10128.819),(66 10197.373),(67 10174.413),(68 10148.914),(69 10107.077),(70 10102.958),(71 10134.133),(72 10179.958),(73 10169.328),(74 10302.7705),(75 10350.075),(76 10343.326),(77 10320.228),(78 10280.685),(79 10358.458),
