1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37.9867),(2 42.911274),(3 44.69584),(4 46.106438),(5 47.02759),(6 48.913956),(7 49.45258),(8 49.655293),(9 50.44617),(10 51.032776),(11 52.027153),(12 52.777832),(13 52.415638),(14 53.26896),(15 53.666653),(16 53.842712),(17 53.886566),(18 53.805187),(19 53.859913),(20 54.16455),(21 53.659584),(22 53.72199),(23 54.35404),(24 54.511837),(25 54.10462),(26 54.690506),(27 54.88353),(28 55.406292),(29 55.086807),(30 54.851883),(31 55.0217),(32 54.919704),(33 55.174145),(34 55.518692),(35 55.177418),(36 54.897995),(37 55.38188),(38 55.96786),(39 55.47867),(40 55.7827),(41 55.455345),(42 55.065655),(43 54.952377),(44 55.865658),(45 54.647667),(46 55.22539),(47 54.3568),(48 54.43841),(49 54.994385),(50 54.560772),(51 53.879593),(52 54.127605),(53 53.8111),(54 53.54183),(55 53.52287),(56 53.734585),(57 54.679996),(58 54.09549),(59 54.37368),(60 54.738853),(61 54.681698),(62 54.938362),(63 55.378746),(64 55.39328),(65 55.16516),(66 55.106445),(67 54.845097),(68 55.493114),(69 55.56209),(70 56.411907),(71 56.16635),(72 56.057777),(73 56.650627),(74 57.414715),(75 56.889874),(76 57.01046),(77 57.023205),(78 56.40219),(79 57.334637),
(1 36.88365),(2 41.671097),(3 43.71485),(4 45.114784),(5 46.17871),(6 47.96644),(7 48.502125),(8 48.55439),(9 49.059513),(10 50.182175),(11 50.884136),(12 51.19626),(13 51.18012),(14 52.119274),(15 52.076443),(16 52.371475),(17 52.56054),(18 52.417664),(19 53.028713),(20 53.29127),(21 53.774025),(22 53.79717),(23 54.64785),(24 53.906555),(25 54.186836),(26 54.549644),(27 54.266182),(28 54.356617),(29 54.698986),(30 54.59363),(31 54.54561),(32 53.803406),(33 54.126316),(34 54.040108),(35 53.76535),(36 54.053516),(37 54.5732),(38 54.865242),(39 54.179527),(40 54.140057),(41 54.491158),(42 54.620945),(43 54.274826),(44 54.176624),(45 54.676647),(46 54.341076),(47 54.557636),(48 54.192963),(49 54.50199),(50 54.590446),(51 53.939804),(52 53.137184),(53 53.601833),(54 53.00359),(55 52.426632),(56 52.72467),(57 53.256454),(58 53.06116),(59 53.322395),(60 53.424004),(61 53.33028),(62 53.5671),(63 53.22807),(64 53.693226),(65 53.469368),(66 54.370358),(67 54.00952),(68 54.255726),(69 54.430386),(70 54.229984),(71 53.73663),(72 54.280106),(73 55.102787),(74 55.63969),(75 56.189835),(76 55.99488),(77 56.00858),(78 55.1931),(79 55.506283),
(1 37.052475),(2 41.795284),(3 43.556618),(4 45.014263),(5 46.554146),(6 47.875748),(7 48.48365),(8 48.961826),(9 49.413292),(10 49.953625),(11 51.128918),(12 52.14278),(13 52.443592),(14 53.402367),(15 53.131702),(16 53.54594),(17 53.626915),(18 54.444885),(19 54.407997),(20 54.52702),(21 54.954414),(22 55.04122),(23 54.656097),(24 54.344227),(25 54.918205),(26 54.89514),(27 55.219067),(28 55.01832),(29 55.001057),(30 54.951653),(31 55.437477),(32 55.065186),(33 54.665398),(34 53.992046),(35 54.513367),(36 54.412865),(37 54.50409),(38 54.669453),(39 53.63949),(40 53.727283),(41 54.086273),(42 54.16932),(43 54.31013),(44 54.311943),(45 53.782593),(46 54.35332),(47 54.679974),(48 54.530464),(49 54.33794),(50 54.95219),(51 54.02644),(52 53.67588),(53 54.26905),(54 54.001873),(55 54.233032),(56 54.06881),(57 54.110107),(58 53.93691),(59 54.456818),(60 54.775196),(61 54.359222),(62 54.917183),(63 54.06141),(64 54.67315),(65 53.951916),(66 55.321545),(67 54.761066),(68 54.74015),(69 54.89805),(70 54.648415),(71 54.984795),(72 55.016335),(73 55.05183),(74 55.392567),(75 54.867714),(76 55.160595),(77 55.59057),(78 55.523693),(79 55.0902),
(1 36.30622),(2 41.69702),(3 43.574505),(4 44.787247),(5 45.534077),(6 46.71146),(7 47.56386),(8 47.928513),(9 48.77503),(10 49.293015),(11 49.97435),(12 50.378643),(13 50.81714),(14 51.06828),(15 51.1076),(16 51.54944),(17 51.808647),(18 51.983593),(19 52.539),(20 52.4863),(21 52.808876),(22 53.30705),(23 53.335438),(24 52.854477),(25 53.668335),(26 53.20896),(27 53.333084),(28 52.904133),(29 53.401573),(30 53.501385),(31 53.150726),(32 53.40818),(33 53.674206),(34 53.171165),(35 53.421333),(36 53.200115),(37 53.277073),(38 53.74114),(39 53.31856),(40 53.770054),(41 53.33579),(42 53.31469),(43 53.640396),(44 53.84401),(45 53.474575),(46 53.177914),(47 53.50025),(48 53.74874),(49 54.135372),(50 54.29584),(51 54.031586),(52 53.484905),(53 53.18296),(54 53.13067),(55 53.02983),(56 52.651436),(57 52.98399),(58 52.721653),(59 52.93003),(60 52.70617),(61 52.785076),(62 53.03926),(63 52.334137),(64 52.606857),(65 52.938908),(66 53.853355),(67 53.61282),(68 53.593925),(69 54.082924),(70 53.37562),(71 53.767914),(72 54.447197),(73 54.58654),(74 54.717133),(75 55.13452),(76 54.818153),(77 55.27144),(78 55.072456),(79 55.892467),
(1 36.431995),(2 40.920036),(3 42.83838),(4 44.506172),(5 45.216076),(6 46.64844),(7 47.664436),(8 48.31198),(9 48.38786),(10 49.07088),(11 49.451366),(12 49.92642),(13 50.861958),(14 51.478256),(15 51.698425),(16 51.628857),(17 51.90571),(18 52.25039),(19 51.975613),(20 52.490856),(21 52.539494),(22 52.523724),(23 52.97846),(24 52.82315),(25 52.60476),(26 53.60322),(27 53.329765),(28 53.08052),(29 53.255947),(30 52.85662),(31 52.98605),(32 52.823997),(33 53.707188),(34 53.40764),(35 53.636467),(36 54.172024),(37 54.248867),(38 54.44719),(39 53.624905),(40 54.27011),(41 53.727493),(42 53.730045),(43 53.542595),(44 53.435986),(45 53.984238),(46 53.754776),(47 53.627583),(48 53.94924),(49 53.776287),(50 53.581448),(51 53.07678),(52 52.20062),(53 52.60444),(54 52.769947),(55 52.91127),(56 52.173138),(57 51.81664),(58 51.97225),(59 52.136433),(60 52.298885),(61 52.541977),(62 52.413414),(63 51.604465),(64 51.528023),(65 51.55659),(66 52.537334),(67 52.29837),(68 52.38364),(69 52.787704),(70 52.346584),(71 52.605556),(72 53.158512),(73 53.2337),(74 54.007275),(75 53.580673),(76 53.554325),(77 53.510223),(78 53.298958),(79 53.711445),
(1 36.379147),(2 40.70013),(3 43.276028),(4 44.792816),(5 45.751095),(6 46.702568),(7 47.73922),(8 48.095787),(9 49.017685),(10 49.54187),(11 49.928516),(12 50.168396),(13 50.63107),(14 51.39816),(15 51.56336),(16 51.755306),(17 52.262722),(18 53.049942),(19 52.931522),(20 53.323067),(21 53.47964),(22 54.327244),(23 54.265244),(24 54.35917),(25 54.468914),(26 55.4539),(27 54.550514),(28 54.118885),(29 54.5252),(30 54.088093),(31 53.96585),(32 54.273727),(33 53.859882),(34 53.24536),(35 53.339893),(36 53.585106),(37 53.657963),(38 53.753254),(39 53.333286),(40 53.067432),(41 53.52958),(42 53.218437),(43 53.02234),(44 53.514534),(45 53.0746),(46 52.726013),(47 52.429535),(48 52.21008),(49 53.309597),(50 53.05499),(51 52.369324),(52 51.907284),(53 52.65259),(54 52.330486),(55 52.105564),(56 52.02691),(57 52.06975),(58 52.13047),(59 52.04302),(60 52.637535),(61 52.26293),(62 52.360764),(63 52.167793),(64 52.06297),(65 52.220116),(66 52.5021),(67 52.756104),(68 52.827335),(69 53.25403),(70 53.35091),(71 53.15564),(72 53.5424),(73 53.822914),(74 53.79821),(75 54.35178),(76 54.35868),(77 53.6631),(78 53.300274),(79 53.36927),
(1 36.386375),(2 40.727276),(3 42.754803),(4 44.42821),(5 44.899586),(6 45.89563),(7 47.028942),(8 47.38004),(9 47.46696),(10 48.226437),(11 49.093456),(12 49.41295),(13 50.38559),(14 50.721252),(15 50.565567),(16 50.86137),(17 52.034428),(18 51.839252),(19 51.684258),(20 51.85032),(21 52.55632),(22 52.30109),(23 52.273563),(24 52.397377),(25 52.864883),(26 53.198223),(27 52.917545),(28 51.849567),(29 52.324055),(30 52.1773),(31 52.648083),(32 52.24069),(33 52.582237),(34 51.911182),(35 51.882504),(36 52.251404),(37 52.210648),(38 52.264782),(39 51.57637),(40 51.482),(41 52.148304),(42 51.821278),(43 51.939217),(44 52.326324),(45 52.435764),(46 52.48323),(47 51.885567),(48 51.938557),(49 52.88371),(50 52.155888),(51 51.661797),(52 51.92806),(53 52.03956),(54 51.494537),(55 52.08742),(56 51.553432),(57 51.82188),(58 52.255882),(59 52.0302),(60 51.56555),(61 51.762474),(62 51.658897),(63 51.51177),(64 51.55028),(65 51.57772),(66 51.99547),(67 52.02218),(68 52.245712),(69 52.277355),(70 52.052402),(71 52.59559),(72 53.259434),(73 53.54855),(74 53.70389),(75 53.46874),(76 53.002422),(77 53.244434),(78 53.223404),(79 53.299713),
(1 36.14605),(2 40.766216),(3 42.37412),(4 43.971695),(5 44.707596),(6 46.297176),(7 47.631123),(8 48.02636),(9 48.54696),(10 48.807346),(11 49.406918),(12 50.183376),(13 51.048),(14 51.996147),(15 51.984665),(16 51.892647),(17 52.301407),(18 52.682888),(19 53.01465),(20 52.95102),(21 53.318085),(22 54.08345),(23 53.71175),(24 54.08004),(25 53.626762),(26 53.712708),(27 53.711334),(28 53.253258),(29 54.01169),(30 53.675613),(31 53.75626),(32 53.92058),(33 53.43768),(34 53.64799),(35 53.43554),(36 53.040653),(37 54.059742),(38 54.211166),(39 53.232174),(40 53.74392),(41 53.1159),(42 52.58256),(43 52.46742),(44 52.56549),(45 52.783386),(46 53.173622),(47 53.10344),(48 53.00172),(49 53.212883),(50 53.817825),(51 53.133003),(52 52.676403),(53 52.539043),(54 52.223812),(55 52.59469),(56 52.387207),(57 52.029503),(58 52.127857),(59 51.41895),(60 51.59673),(61 51.867958),(62 51.742073),(63 51.47654),(64 51.29247),(65 51.36375),(66 51.54547),(67 51.907177),(68 52.023144),(69 52.43706),(70 52.661533),(71 52.683926),(72 52.930405),(73 52.835873),(74 53.361282),(75 53.265602),(76 53.007072),(77 53.79419),(78 53.275894),(79 53.422592),
(1 35.888092),(2 40.489353),(3 42.421825),(4 43.484848),(5 44.54337),(6 45.925903),(7 46.65564),(8 46.662907),(9 47.228085),(10 47.703663),(11 47.629486),(12 48.595802),(13 49.051323),(14 49.71638),(15 50.138947),(16 49.870426),(17 50.298122),(18 50.55786),(19 50.576458),(20 51.569954),(21 51.442856),(22 51.410416),(23 51.46519),(24 52.082855),(25 51.36274),(26 51.675335),(27 51.376804),(28 51.302216),(29 51.316628),(30 51.554),(31 51.16452),(32 51.274094),(33 51.542057),(34 52.074596),(35 52.46895),(36 52.472626),(37 52.587837),(38 52.60305),(39 52.54634),(40 52.063812),(41 51.617397),(42 52.02101),(43 52.092926),(44 51.857895),(45 52.42932),(46 52.096386),(47 52.05483),(48 51.915524),(49 51.933563),(50 52.159397),(51 51.44747),(52 51.1528),(53 50.79021),(54 50.98628),(55 51.559128),(56 51.498066),(57 51.214207),(58 51.543736),(59 51.139057),(60 51.428417),(61 51.28984),(62 51.20228),(63 50.65745),(64 50.517464),(65 51.242596),(66 51.06539),(67 50.466736),(68 50.692295),(69 50.848877),(70 50.528683),(71 50.62355),(72 51.70023),(73 52.044575),(74 51.559406),(75 51.67293),(76 50.825844),(77 51.439846),(78 51.03087),(79 51.854492),
(1 35.29022),(2 39.893013),(3 42.3811),(4 43.331524),(5 45.200974),(6 45.951977),(7 46.50059),(8 47.53957),(9 48.095856),(10 48.634945),(11 48.88078),(12 49.29856),(13 49.68479),(14 50.096687),(15 50.086395),(16 50.121075),(17 50.154003),(18 50.826653),(19 51.402107),(20 51.429638),(21 51.896175),(22 52.27642),(23 52.0535),(24 52.12929),(25 51.84712),(26 51.728638),(27 52.018803),(28 51.662605),(29 51.658974),(30 51.874107),(31 51.700317),(32 51.250965),(33 51.329872),(34 52.02354),(35 52.090714),(36 51.806606),(37 52.034397),(38 52.126392),(39 51.852505),(40 51.61131),(41 51.93861),(42 52.143074),(43 51.98136),(44 51.3852),(45 52.308002),(46 52.107887),(47 52.498554),(48 52.223602),(49 52.38693),(50 52.75006),(51 51.583977),(52 51.016247),(53 50.91054),(54 50.9495),(55 50.831264),(56 50.74994),(57 50.607796),(58 50.43403),(59 50.5539),(60 50.779224),(61 51.43063),(62 51.669495),(63 51.76066),(64 51.426468),(65 51.764896),(66 52.635006),(67 52.230076),(68 52.688683),(69 52.335503),(70 52.832912),(71 52.366432),(72 52.323895),(73 52.03583),(74 52.453487),(75 52.322445),(76 51.89924),(77 52.59193),(78 52.552578),(79 52.9682),
(1 35.026096),(2 39.4756),(3 41.972927),(4 43.330704),(5 44.38036),(6 46.41174),(7 46.86267),(8 47.542),(9 48.11101),(10 49.14705),(11 49.303032),(12 49.481724),(13 49.415222),(14 50.33037),(15 50.636402),(16 50.81484),(17 50.78605),(18 50.847176),(19 50.92284),(20 51.10182),(21 51.70286),(22 51.674618),(23 51.38837),(24 52.166103),(25 51.80013),(26 51.725555),(27 51.46735),(28 52.28161),(29 52.227913),(30 52.036373),(31 52.125244),(32 50.93289),(33 51.73961),(34 51.38978),(35 52.580963),(36 51.88452),(37 52.134125),(38 52.327873),(39 51.855522),(40 51.61043),(41 51.66903),(42 51.763477),(43 51.259644),(44 50.78397),(45 51.111393),(46 51.303986),(47 50.896667),(48 50.670826),(49 51.085636),(50 51.184486),(51 50.476208),(52 49.904972),(53 50.2596),(54 50.354652),(55 50.10876),(56 50.314045),(57 50.358578),(58 50.73427),(59 50.45414),(60 50.286385),(61 50.33364),(62 50.491474),(63 50.680126),(64 50.21254),(65 49.87951),(66 50.070305),(67 50.002888),(68 50.78771),(69 51.161175),(70 51.586533),(71 51.699932),(72 51.731644),(73 52.17646),(74 51.836693),(75 51.596664),(76 52.3349),(77 52.466312),(78 52.92396),(79 53.49228),
(1 34.912575),(2 38.743855),(3 41.13315),(4 42.783108),(5 44.48807),(6 45.242054),(7 45.3238),(8 46.488846),(9 46.949936),(10 48.022945),(11 48.411083),(12 48.85224),(13 48.87946),(14 50.11431),(15 49.752426),(16 49.61986),(17 50.594883),(18 50.759937),(19 51.225967),(20 50.953762),(21 51.8735),(22 51.533836),(23 51.775093),(24 51.81804),(25 51.168125),(26 51.52957),(27 51.482197),(28 52.037636),(29 51.978874),(30 51.479145),(31 51.275707),(32 51.21929),(33 51.20398),(34 51.50384),(35 51.563774),(36 51.51267),(37 51.515606),(38 52.079533),(39 52.026375),(40 51.388092),(41 51.491573),(42 52.23878),(43 52.032154),(44 51.90323),(45 51.998585),(46 52.025867),(47 51.896347),(48 51.76218),(49 52.06131),(50 52.17858),(51 51.211998),(52 51.66529),(53 51.594612),(54 51.4537),(55 52.022835),(56 51.627144),(57 51.036396),(58 51.669262),(59 51.55857),(60 51.512966),(61 52.193447),(62 52.041794),(63 52.177437),(64 51.801563),(65 51.69636),(66 52.16783),(67 51.979134),(68 52.598835),(69 53.440388),(70 53.19556),(71 53.446697),(72 53.04969),(73 52.959103),(74 52.8301),(75 52.989655),(76 52.91698),(77 53.745686),(78 53.201138),(79 53.251377),
(1 34.73808),(2 39.071297),(3 40.903023),(4 42.058445),(5 42.964653),(6 44.582806),(7 44.96151),(8 45.97394),(9 45.98062),(10 47.00882),(11 46.97697),(12 47.706814),(13 48.085114),(14 48.886284),(15 48.160717),(16 48.69623),(17 48.987206),(18 48.99041),(19 49.73187),(20 49.835003),(21 49.87958),(22 50.48409),(23 50.0503),(24 50.04265),(25 50.45694),(26 50.377277),(27 50.05966),(28 49.551544),(29 50.01669),(30 49.718452),(31 49.511383),(32 49.977528),(33 50.244827),(34 50.554234),(35 50.50568),(36 50.332787),(37 49.911934),(38 50.427025),(39 50.39535),(40 49.962425),(41 50.49356),(42 50.403034),(43 50.605904),(44 49.819244),(45 50.035652),(46 50.15737),(47 50.2805),(48 50.155903),(49 50.374977),(50 50.406216),(51 49.68368),(52 49.826107),(53 49.64126),(54 49.724907),(55 49.53714),(56 49.221123),(57 48.638138),(58 49.103725),(59 49.268433),(60 49.56889),(61 49.80685),(62 50.143387),(63 49.48044),(64 49.182407),(65 49.351585),(66 49.61993),(67 49.80432),(68 49.74555),(69 49.756783),(70 49.84594),(71 49.85044),(72 50.47258),(73 49.856144),(74 50.350708),(75 50.898926),(76 50.63148),(77 51.208153),(78 51.247295),(79 51.782158),
(1 34.723476),(2 39.765316),(3 41.282223),(4 41.96534),(5 43.502804),(6 44.58745),(7 45.02974),(8 46.27383),(9 46.78129),(10 47.504013),(11 48.249737),(12 48.773594),(13 48.591537),(14 49.27023),(15 48.803307),(16 49.35756),(17 49.421097),(18 49.702564),(19 49.458817),(20 50.408348),(21 50.319195),(22 50.729668),(23 50.5506),(24 50.852993),(25 50.576157),(26 50.043888),(27 50.417324),(28 50.271084),(29 49.686855),(30 50.179874),(31 50.150036),(32 50.25581),(33 50.1837),(34 50.77673),(35 50.44911),(36 50.382736),(37 50.774094),(38 50.91844),(39 50.66879),(40 50.338337),(41 50.541424),(42 50.760265),(43 50.821224),(44 50.07262),(45 50.20762),(46 49.889687),(47 49.97074),(48 49.89093),(49 50.200737),(50 50.257263),(51 49.11759),(52 49.20918),(53 49.241325),(54 49.086323),(55 49.29626),(56 49.226467),(57 49.161827),(58 49.499855),(59 50.22513),(60 49.452698),(61 49.918934),(62 49.62931),(63 49.262707),(64 49.500164),(65 49.63695),(66 50.0026),(67 50.384396),(68 50.32899),(69 50.360844),(70 50.990875),(71 51.055737),(72 50.344723),(73 51.144924),(74 51.24255),(75 51.262703),(76 51.263138),(77 52.100838),(78 51.266937),(79 51.585453),
(1 35.271736),(2 39.265755),(3 41.582634),(4 42.90916),(5 43.6293),(6 44.8858),(7 46.169422),(8 47.14288),(9 46.993023),(10 47.366795),(11 47.574146),(12 48.341545),(13 48.508907),(14 48.937298),(15 48.79686),(16 49.260777),(17 49.196083),(18 49.25761),(19 49.76184),(20 50.31393),(21 50.371105),(22 50.80428),(23 50.880367),(24 50.52744),(25 50.77296),(26 51.01988),(27 50.89847),(28 51.05724),(29 50.280663),(30 50.232403),(31 50.5415),(32 50.673252),(33 49.92563),(34 50.53405),(35 50.07251),(36 50.193027),(37 50.596466),(38 50.627262),(39 51.024857),(40 50.5814),(41 50.904106),(42 50.952602),(43 51.24405),(44 50.846672),(45 50.762337),(46 51.069675),(47 50.794464),(48 50.882015),(49 51.196766),(50 50.953762),(51 50.484432),(52 50.483204),(53 50.502792),(54 50.900864),(55 50.854626),(56 50.818226),(57 50.664627),(58 50.54785),(59 50.545937),(60 50.716564),(61 51.008667),(62 50.466717),(63 50.35598),(64 50.57367),(65 50.410492),(66 50.394855),(67 51.179485),(68 50.8751),(69 51.86316),(70 50.923725),(71 51.41561),(72 51.58196),(73 51.914223),(74 51.951675),(75 51.642193),(76 51.893436),(77 51.773743),(78 51.898716),(79 52.04952),
(1 34.02487),(2 38.28132),(3 40.32706),(4 41.171654),(5 42.67866),(6 44.26365),(7 44.49281),(8 45.384228),(9 45.42302),(10 46.19553),(11 46.491535),(12 47.0002),(13 47.46592),(14 48.14462),(15 47.92887),(16 48.32706),(17 48.87324),(18 49.235992),(19 49.22223),(20 49.9177),(21 50.152103),(22 50.43507),(23 50.30262),(24 50.560146),(25 50.605293),(26 50.224594),(27 50.03342),(28 50.170345),(29 49.7045),(30 49.399937),(31 49.34725),(32 49.717297),(33 48.899452),(34 48.688103),(35 48.772934),(36 48.217785),(37 48.724926),(38 49.337093),(39 48.87084),(40 49.621952),(41 49.25988),(42 49.12246),(43 49.245655),(44 49.607086),(45 49.54767),(46 48.926727),(47 49.143124),(48 49.225883),(49 49.00483),(50 49.273617),(51 48.867416),(52 48.677418),(53 48.460403),(54 48.505295),(55 48.453068),(56 48.818565),(57 48.842968),(58 49.548073),(59 49.300823),(60 48.707027),(61 48.879887),(62 49.0225),(63 48.597126),(64 48.84145),(65 48.91196),(66 48.83883),(67 49.40338),(68 49.38276),(69 49.61206),(70 49.709637),(71 50.169632),(72 50.13962),(73 50.82237),(74 50.13704),(75 50.340534),(76 50.15272),(77 50.806835),(78 50.355778),(79 50.82502),
(1 34.117672),(2 38.755024),(3 41.04251),(4 42.13431),(5 42.84838),(6 43.79171),(7 44.259983),(8 45.764782),(9 46.52795),(10 46.57776),(11 46.590267),(12 47.47816),(13 47.82514),(14 47.77528),(15 48.628063),(16 48.21186),(17 48.785366),(18 48.72257),(19 49.391495),(20 49.429016),(21 49.856728),(22 49.595066),(23 49.45915),(24 50.746723),(25 50.284027),(26 49.778038),(27 49.878937),(28 50.127907),(29 49.751183),(30 49.715843),(31 49.782375),(32 50.394474),(33 49.910625),(34 50.23867),(35 49.794186),(36 50.156887),(37 50.01169),(38 50.711525),(39 50.06929),(40 50.23863),(41 49.577602),(42 49.528538),(43 48.866383),(44 49.001022),(45 49.017822),(46 48.918316),(47 49.253773),(48 49.372128),(49 49.41608),(50 48.777184),(51 48.347095),(52 48.441483),(53 48.411533),(54 48.645523),(55 49.02821),(56 48.331467),(57 48.469322),(58 48.79825),(59 48.79819),(60 49.27085),(61 48.836277),(62 49.382767),(63 49.014786),(64 49.382435),(65 49.031544),(66 49.259007),(67 49.369877),(68 49.623558),(69 49.82972),(70 49.5649),(71 51.242817),(72 51.039585),(73 51.342392),(74 51.268784),(75 51.42491),(76 51.40704),(77 51.271194),(78 51.382313),(79 51.46865),
(1 33.035313),(2 37.243385),(3 39.158768),(4 40.608727),(5 42.10774),(6 42.779858),(7 42.84096),(8 44.172245),(9 44.51571),(10 45.130867),(11 46.0656),(12 45.99518),(13 46.459496),(14 46.84459),(15 47.025833),(16 46.982307),(17 47.32029),(18 47.357853),(19 48.05917),(20 48.103577),(21 48.529945),(22 48.864265),(23 48.56776),(24 49.381664),(25 48.839325),(26 48.87101),(27 48.70095),(28 49.077587),(29 49.22999),(30 49.277527),(31 48.887005),(32 49.118195),(33 48.99434),(34 48.854916),(35 49.052395),(36 49.202194),(37 48.939434),(38 49.227997),(39 49.0378),(40 48.969254),(41 48.820396),(42 49.119328),(43 48.663685),(44 48.946503),(45 49.05685),(46 48.82211),(47 48.875153),(48 49.309753),(49 49.358105),(50 48.805088),(51 48.532772),(52 48.12793),(53 47.822044),(54 48.096462),(55 48.01204),(56 47.955082),(57 48.186344),(58 47.956837),(59 47.672157),(60 48.25703),(61 48.003803),(62 48.03363),(63 47.707214),(64 47.555065),(65 47.227993),(66 48.139397),(67 48.392673),(68 48.33242),(69 48.856853),(70 48.534546),(71 48.979263),(72 49.006435),(73 49.686893),(74 50.17624),(75 49.64216),(76 49.72805),(77 50.020565),(78 50.40753),(79 50.38899),
