1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 506001.72),(2 1981244),(3 4415576.5),(4 7843569.5),(5 12029848),(6 17030354),(7 22740774),(8 28968968),(9 35608990),(10 42552732),(11 49552108),(12 56704332),(13 63954908),(14 71091870),(15 78189560),(16 84669620),(17 90695810),(18 95896450),(19 100495010),(20 104151450),(21 106871170),(22 108798750),(23 110058820),(24 110426340),(25 109688600),(26 108038970),(27 105705280),(28 103129960),(29 98528616),(30 92452030),(31 87906810),(32 83636650),(33 79683544),(34 76220650),(35 73517416),(36 71453336),(37 70126904),(38 69728856),(39 70098376),(40 71281256),(41 73168190),(42 75935610),(43 79334664),(44 83133544),(45 87714696),(46 92643864),(47 97888040),(48 103392200),(49 108743000),(50 113045350),(51 116337624),(52 119699010),(53 122341400),(54 124142840),(55 125667240),(56 126740730),(57 127403224),(58 127802720),(59 127609064),(60 126981920),(61 126129430),(62 124913240),(63 123502776),(64 121886664),(65 120254730),(66 118399320),(67 116372904),(68 114139620),(69 111626856),(70 108883510),(71 106141256),(72 103496320),(73 100877720),(74 98580960),(75 96784160),(76 95420600),(77 94559576),(78 93786020),(79 93829800),
(1 84458.945),(2 112286.62),(3 107499.72),(4 109629.69),(5 132920.13),(6 134869.92),(7 128474.25),(8 133731.69),(9 134246.64),(10 122083.484),(11 123266.39),(12 132210.66),(13 140204.63),(14 141080.08),(15 144032.3),(16 154525.78),(17 152531.1),(18 152935.89),(19 155106.14),(20 158255.34),(21 155187.27),(22 154235.28),(23 156831.72),(24 158645.05),(25 160957.83),(26 162723.64),(27 164097.17),(28 160457.34),(29 163855.11),(30 166178.23),(31 166635.64),(32 171201.95),(33 174890.83),(34 171360.28),(35 166820.3),(36 177294.3),(37 177439.38),(38 171293.94),(39 167508.22),(40 178618.4),(41 172362.52),(42 165364.88),(43 171218.27),(44 176875.69),(45 175269.06),(46 172262.92),(47 173478.77),(48 175718.45),(49 177349.1),(50 176142.44),(51 172328.66),(52 169402.38),(53 173301.9),(54 175645.8),(55 177691.03),(56 177207.44),(57 179109.86),(58 175107.27),(59 176475.56),(60 175655.52),(61 176742.3),(62 172441.83),(63 169317.39),(64 169704.02),(65 169550.05),(66 168377.11),(67 168306.08),(68 169402.27),(69 171114.6),(70 173783.53),(71 170433.38),(72 168633.67),(73 168425.31),(74 164603.14),(75 162562.97),(76 162928.8),(77 162555.38),(78 160651.72),(79 162710.89),
(1 74182.914),(2 96820.44),(3 103174.68),(4 107399.15),(5 122388.85),(6 119059.414),(7 121768.04),(8 126434.16),(9 122479.17),(10 113742.97),(11 113069.29),(12 125400.95),(13 133446.72),(14 139064.81),(15 134701.8),(16 141389.25),(17 140285.6),(18 144508.73),(19 143885.55),(20 144605.17),(21 145574.47),(22 145765.55),(23 147581.58),(24 148834.8),(25 151240.42),(26 151264.66),(27 148127.88),(28 146360.1),(29 148259.27),(30 148858.25),(31 153556.55),(32 156460.78),(33 158765.58),(34 155776.69),(35 151102.38),(36 155408.17),(37 156392.75),(38 157038.58),(39 150797.72),(40 154424.31),(41 147954.45),(42 142354.6),(43 143605.64),(44 147204.1),(45 146697.1),(46 149021.05),(47 149541.72),(48 151697.83),(49 154850.39),(50 149958.52),(51 149736.8),(52 144921.53),(53 151235.94),(54 150745.33),(55 155118.25),(56 151947.5),(57 152220.34),(58 147498.36),(59 148746.53),(60 150105.16),(61 150780.23),(62 150041.5),(63 147937.39),(64 148750.9),(65 148165.33),(66 147255.36),(67 147056.73),(68 147984.23),(69 148979.92),(70 152444.36),(71 151101.02),(72 151579.58),(73 152140.61),(74 148728.33),(75 146963.02),(76 145789.73),(77 143405.16),(78 142956.05),(79 144606.84),
(1 62129.563),(2 84636.64),(3 91807.375),(4 103681.06),(5 118034.48),(6 115606.37),(7 119492.2),(8 120679.92),(9 117179.33),(10 109647.96),(11 111075.04),(12 119781.8),(13 127163.766),(14 129880.56),(15 130604.33),(16 135228.69),(17 132733.61),(18 135189.39),(19 134670.81),(20 135492.4),(21 135008.17),(22 135576.56),(23 134906.39),(24 137468.25),(25 138318.63),(26 138451.48),(27 137517.66),(28 134524.06),(29 137535.38),(30 143395.39),(31 143201.69),(32 142789.45),(33 142837.47),(34 139458.95),(35 138446.56),(36 142868.9),(37 142235.67),(38 144001.92),(39 137738.61),(40 138639.08),(41 135548.63),(42 132542.25),(43 138374.22),(44 138739.38),(45 137584.84),(46 138821.61),(47 138223.52),(48 143717.11),(49 146092.98),(50 145988.13),(51 142682.27),(52 145426.98),(53 153250.11),(54 153669.44),(55 156445.58),(56 153639.02),(57 153554.55),(58 149465.55),(59 149424.05),(60 148917.48),(61 148284.02),(62 147414.53),(63 146671.75),(64 146358.81),(65 145556.47),(66 144401.98),(67 144880.05),(68 147083.13),(69 146225.28),(70 150015.97),(71 148580.84),(72 148084.86),(73 145971.52),(74 142668.9),(75 139741.06),(76 138182.19),(77 135920.14),(78 135822.94),(79 139241.23),
(1 61036.375),(2 81470.3),(3 89693.34),(4 101909.42),(5 113551.266),(6 113372.97),(7 116884.69),(8 119019.03),(9 114413.234),(10 108150),(11 106224.32),(12 115539.91),(13 119945),(14 122890.05),(15 120243.63),(16 126368.15),(17 121043.02),(18 121714.72),(19 122313.21),(20 123644.91),(21 124656.164),(22 124164.38),(23 123997.29),(24 125489.27),(25 125178.91),(26 124729.695),(27 126257.32),(28 123878.07),(29 123907.734),(30 128147.65),(31 131403.8),(32 133066.42),(33 136389.19),(34 136200.84),(35 133397.61),(36 136715.36),(37 138232.08),(38 141967.88),(39 136048.5),(40 137743.61),(41 135428.13),(42 131303.3),(43 135611.28),(44 137232.3),(45 133465.28),(46 136563.27),(47 135380.25),(48 138937.02),(49 142639.81),(50 138191.42),(51 136855.84),(52 136645.44),(53 142256.69),(54 142076.06),(55 146579.5),(56 143442.61),(57 142265.66),(58 140039.73),(59 138979.22),(60 140311.1),(61 142353.27),(62 144364.33),(63 145083.84),(64 147548.77),(65 147635.5),(66 149173.77),(67 151035.22),(68 152899.5),(69 152987.64),(70 155407.55),(71 154547.33),(72 154474.34),(73 152477.17),(74 148737.61),(75 145488.16),(76 141575.98),(77 137085.4),(78 135570.03),(79 136248.78),
(1 58153.07),(2 79455.06),(3 85501.9),(4 96229.22),(5 102936.42),(6 106718.04),(7 110793.305),(8 111773.6),(9 109576.51),(10 103679.86),(11 100839.4),(12 110149.98),(13 116093.86),(14 115980.75),(15 114024.21),(16 119362.26),(17 114156.586),(18 116950.07),(19 118232.79),(20 119172.914),(21 121685.875),(22 123331.74),(23 125689.56),(24 128131.44),(25 129238.375),(26 129814.734),(27 131693.02),(28 130476.37),(29 132316.7),(30 133986.02),(31 135521.75),(32 135246.45),(33 140101.6),(34 137040.39),(35 137562.81),(36 138012.23),(37 136865.8),(38 138703.98),(39 133201.06),(40 134796.55),(41 133438.86),(42 127969.6),(43 131757.06),(44 132382.98),(45 128361.71),(46 125083.37),(47 121456.58),(48 122338.195),(49 124403.38),(50 121893.66),(51 120166.94),(52 121434.16),(53 128469.195),(54 124638.68),(55 126522.62),(56 122800.95),(57 121694.67),(58 120492.47),(59 117631.42),(60 118797.64),(61 121630.21),(62 122700.766),(63 123230.03),(64 122893.14),(65 123314.99),(66 123725.734),(67 123050.92),(68 123693.9),(69 124168.92),(70 127680.336),(71 129558.555),(72 129431.58),(73 128617.56),(74 125938.805),(75 123519.86),(76 120160.08),(77 117379.96),(78 116268.64),(79 115845.34),
(1 55134.25),(2 78612.04),(3 87105.445),(4 93619.5),(5 95350.31),(6 101253.35),(7 110638.04),(8 113544.95),(9 112700.74),(10 106816.484),(11 104803.45),(12 113533.58),(13 117642.79),(14 121281.58),(15 118816.375),(16 124827.11),(17 123915.125),(18 123225.32),(19 125215.195),(20 125399.69),(21 125298.08),(22 126736.94),(23 129154.266),(24 131595.28),(25 131993.47),(26 134418.16),(27 135946.06),(28 133219.67),(29 134245.4),(30 135343.98),(31 137264.31),(32 137670.53),(33 137162.45),(34 134862.4),(35 136124.89),(36 135285.39),(37 133067.88),(38 136756.52),(39 131209.83),(40 133365.84),(41 134178.67),(42 127980.055),(43 128231.78),(44 128857.64),(45 127385.01),(46 125242.65),(47 122429.59),(48 120525.58),(49 123037.63),(50 119901.875),(51 120531.1),(52 122222.36),(53 125625.64),(54 123970.586),(55 123941.99),(56 123305.15),(57 126331.47),(58 127127.49),(59 125713.875),(60 126407.81),(61 127414.31),(62 128290.08),(63 128842.4),(64 126331.61),(65 122921.94),(66 121310.42),(67 121084.64),(68 122529.15),(69 122879.82),(70 124918.305),(71 128244.086),(72 130507),(73 131905.36),(74 131505.34),(75 130284.97),(76 126482.23),(77 124610.9),(78 122874.055),(79 123831.77),
(1 56338.08),(2 82210.266),(3 92961.18),(4 97102.99),(5 94510.125),(6 100665.266),(7 110101.984),(8 119677.46),(9 120375.516),(10 114150.984),(11 111328.914),(12 117492.22),(13 123319.47),(14 128326.76),(15 125250.78),(16 131824.25),(17 130115.16),(18 130637.95),(19 132474.61),(20 132534.73),(21 132057.92),(22 129209.484),(23 128968.7),(24 130462.695),(25 130611.336),(26 131900.98),(27 132469.56),(28 133761.56),(29 133093.83),(30 135169.72),(31 136956.97),(32 137925.5),(33 138624.19),(34 138210.27),(35 141401.78),(36 138838.63),(37 134467.08),(38 137331.39),(39 133286.94),(40 137872.33),(41 139828.36),(42 136145.78),(43 130772.016),(44 130036.086),(45 132031.22),(46 130495.83),(47 130602.516),(48 128305.73),(49 126237.28),(50 121258.31),(51 121661.56),(52 127181.06),(53 132885.14),(54 131657.19),(55 133289.02),(56 130629.97),(57 128795.35),(58 129736.055),(59 128872.93),(60 130572.91),(61 130653.01),(62 128844.47),(63 129256.914),(64 129509),(65 128716.35),(66 126878.68),(67 125519.25),(68 125943.58),(69 126936.65),(70 127775.58),(71 129692.24),(72 132463.34),(73 134897.9),(74 134893.16),(75 132238.17),(76 130398.79),(77 128966.16),(78 128584.51),(79 129180.95),
(1 50714.797),(2 78910.96),(3 94973.305),(4 97050.74),(5 94125.086),(6 94483.19),(7 105097.7),(8 114319.45),(9 117702.7),(10 116534.93),(11 113763.664),(12 119353.58),(13 121439.99),(14 122575.1),(15 124387.06),(16 129903.49),(17 130915.266),(18 132242.02),(19 132266.45),(20 132285.9),(21 132097.17),(22 132597.72),(23 134715.33),(24 138798.83),(25 139081.45),(26 138996.25),(27 139141.3),(28 140589.1),(29 142804.53),(30 149880.73),(31 152093.77),(32 154090.05),(33 155123.7),(34 156714.22),(35 158240.58),(36 156827.34),(37 155448.67),(38 158848.1),(39 154452.47),(40 156984.39),(41 157592.84),(42 153421.16),(43 145517.39),(44 141860.52),(45 141543.8),(46 137527.25),(47 136791),(48 133257.53),(49 130007.9),(50 121769.11),(51 117358),(52 119675.75),(53 122008.555),(54 123629.83),(55 124759.99),(56 120801.484),(57 117687.51),(58 114847.84),(59 110786.88),(60 111144.664),(61 112584.99),(62 111896.26),(63 111079.41),(64 111699.84),(65 111934.14),(66 109864.62),(67 108393.21),(68 108033.06),(69 107976.195),(70 109857.92),(71 111504.516),(72 113056.4),(73 114172.266),(74 114004.51),(75 111702.45),(76 111690.32),(77 111533.66),(78 111717.1),(79 111698.95),
(1 49033.758),(2 76138.65),(3 92143.99),(4 95342.2),(5 92395.57),(6 92511.94),(7 99915.03),(8 107267.04),(9 112721.39),(10 110396.42),(11 110144.195),(12 111612.49),(13 113096.44),(14 116353.95),(15 118437.086),(16 120568.56),(17 118562.125),(18 119085.49),(19 120868.53),(20 120706.11),(21 122272.12),(22 122222.44),(23 124772.72),(24 125876.57),(25 126658.7),(26 126197.484),(27 127323.914),(28 129413.85),(29 132493.89),(30 133740.16),(31 135034.56),(32 135262.78),(33 135086.83),(34 136273.16),(35 140792.1),(36 140817.56),(37 141178.56),(38 145096),(39 140466.6),(40 139412.19),(41 140731.67),(42 139877.1),(43 133247.98),(44 130533.56),(45 127547.04),(46 125225.63),(47 124771.77),(48 123852.45),(49 123618.37),(50 118135.195),(51 114783.57),(52 117426.49),(53 117420.35),(54 117104.78),(55 119712.88),(56 118371.16),(57 115242.32),(58 114149.68),(59 111769.25),(60 113033.39),(61 115625.78),(62 116193.06),(63 116884.97),(64 116715.805),(65 115653.28),(66 113744.945),(67 113399.56),(68 114621.93),(69 115733.48),(70 117300.266),(71 117570.94),(72 117275.89),(73 117881.16),(74 117736.11),(75 116528.43),(76 116463.7),(77 116405.805),(78 117266.35),(79 119906.51),
(1 45723.78),(2 71055.8),(3 87669.195),(4 90159),(5 90733.49),(6 90591.05),(7 96439.14),(8 98447.42),(9 100466.305),(10 98514.33),(11 99223.88),(12 101371.57),(13 101951.48),(14 103647.28),(15 106593.3),(16 108447.71),(17 108701.875),(18 107758.45),(19 107941.016),(20 108406.945),(21 109088.16),(22 107494.516),(23 107309.26),(24 106554.34),(25 105804.9),(26 105901.195),(27 107524.484),(28 109787.836),(29 107871.76),(30 108397.41),(31 109990.59),(32 112887.73),(33 117970.93),(34 123308.85),(35 126971.49),(36 128946.836),(37 128915.67),(38 132140.42),(39 127329.1),(40 127758.23),(41 128763.21),(42 128985.49),(43 123292.125),(44 122346.21),(45 121575.24),(46 121544.77),(47 121411.98),(48 118869.375),(49 121037.09),(50 116727.36),(51 113308.55),(52 112586.336),(53 109879.05),(54 109258.97),(55 110552.58),(56 108443.97),(57 108123.13),(58 107464.37),(59 105553.95),(60 105790.28),(61 106495.49),(62 106480.36),(63 104113.49),(64 103557.77),(65 101644.945),(66 99662.72),(67 99961.62),(68 101576.67),(69 102845.84),(70 103446.805),(71 103352.234),(72 103355.1),(73 104164.24),(74 102590.42),(75 101980.58),(76 102247.81),(77 101940.2),(78 103588.58),(79 105515.055),
(1 42211.313),(2 66192.25),(3 83393.86),(4 86155.82),(5 86969.29),(6 87267.16),(7 93500.43),(8 94465.586),(9 95853.87),(10 94340.1),(11 98416.945),(12 99307.1),(13 99879.84),(14 99574.336),(15 100802.125),(16 100670.09),(17 102730.39),(18 104268.95),(19 105682.37),(20 105361.33),(21 106040.37),(22 106467.37),(23 107263.984),(24 106791.73),(25 105243.04),(26 104015.13),(27 105399),(28 104982.984),(29 103877.2),(30 106083.83),(31 108390.27),(32 111178.766),(33 114413.94),(34 119406.68),(35 121467.945),(36 122878.984),(37 123398.72),(38 124664.52),(39 121137.086),(40 121769.414),(41 123608.516),(42 124874.055),(43 120703.82),(44 123105.305),(45 121848.38),(46 123205.8),(47 122384.84),(48 119860.305),(49 121788.11),(50 120146.695),(51 115730.2),(52 115481.8),(53 112287.95),(54 112546.54),(55 114433.23),(56 113930.49),(57 111489.68),(58 109377.336),(59 106354.53),(60 105549.94),(61 105203.95),(62 104264.766),(63 104238.32),(64 103816.94),(65 102965.875),(66 103319.24),(67 104946.2),(68 105917.945),(69 106285.39),(70 107537.33),(71 106280.945),(72 107056.29),(73 106880.29),(74 105009.086),(75 102615.25),(76 101111.99),(77 100130.18),(78 101791.62),(79 102967.87),
(1 41175.473),(2 66064),(3 78776.36),(4 85965.45),(5 86242.24),(6 86966.24),(7 90550.48),(8 89753.95),(9 91086.17),(10 90100.11),(11 92196.055),(12 91633.46),(13 91990.31),(14 93912.336),(15 98546.8),(16 98765.46),(17 98252.414),(18 98641.59),(19 100598),(20 101087.414),(21 101930.48),(22 101572.07),(23 101894.67),(24 102538.86),(25 103539.79),(26 103526.125),(27 103007.72),(28 101673.05),(29 101716.195),(30 103640.56),(31 106546.15),(32 108327.82),(33 112936.19),(34 114649.6),(35 113702.06),(36 112962.98),(37 112920.36),(38 114413.55),(39 110176.55),(40 109218.586),(41 111641.27),(42 114122.79),(43 112111.16),(44 114024.586),(45 112119.695),(46 114803.625),(47 116297.914),(48 113019.72),(49 114118.11),(50 111550.89),(51 108270.69),(52 109059.85),(53 107846.25),(54 107491.27),(55 107131.73),(56 107364.83),(57 104876.18),(58 104819.8),(59 102788.05),(60 101916.29),(61 102361.23),(62 101135.91),(63 98425.305),(64 97544.555),(65 96635.734),(66 97225.86),(67 98569.72),(68 98603.21),(69 99356.79),(70 99706.695),(71 99521.88),(72 100055.39),(73 99719.17),(74 96995.87),(75 93607.18),(76 92411.945),(77 91969.36),(78 92743.484),(79 94546.93),
(1 38902.35),(2 63974.02),(3 79336),(4 85202.36),(5 89336.51),(6 88186.164),(7 89249.96),(8 87943.62),(9 86257.164),(10 87069.47),(11 90716.47),(12 90566.59),(13 90524.555),(14 92878.45),(15 96855.61),(16 95746.695),(17 96147.57),(18 93205.945),(19 90938.336),(20 90142.75),(21 90862.62),(22 92225.37),(23 93384.734),(24 92346.38),(25 91363.71),(26 92152.54),(27 92353.56),(28 92985.82),(29 94074.945),(30 94268.64),(31 96126.95),(32 96510.086),(33 97561.56),(34 99447.32),(35 98196.57),(36 98671.47),(37 98767.16),(38 99752.39),(39 96170.664),(40 98058.664),(41 101220.62),(42 105986.445),(43 104478.555),(44 105764.54),(45 105986.64),(46 108497.016),(47 111077.984),(48 108791.11),(49 109183.836),(50 108016.86),(51 107016.414),(52 108754.59),(53 111311.766),(54 112718.34),(55 113822.93),(56 113734.78),(57 110701.13),(58 111974.805),(59 110569.88),(60 109274.25),(61 110031.28),(62 109707.5),(63 109078.64),(64 109328.484),(65 109741.62),(66 110534.12),(67 111537.46),(68 110828.734),(69 109158.7),(70 107604.01),(71 106081.664),(72 105864.945),(73 105564.87),(74 103097.14),(75 101490.484),(76 100198.06),(77 99556.836),(78 100371.76),(79 103089.34),
(1 39631.8),(2 64352.01),(3 78086.766),(4 84144.47),(5 88990.55),(6 88521.45),(7 89949.94),(8 89301.77),(9 87361.52),(10 88005.49),(11 91479.97),(12 92127.51),(13 90158.43),(14 91980.84),(15 97680.79),(16 97029.04),(17 98300.11),(18 96944.445),(19 96539.33),(20 94736.47),(21 94850.51),(22 94068.195),(23 92729.375),(24 92280.695),(25 93532.69),(26 94530.87),(27 93964.77),(28 93455.52),(29 92283.56),(30 91224.41),(31 90665.02),(32 89189.55),(33 89807.375),(34 91750.38),(35 90897.92),(36 92602.21),(37 92099.375),(38 91963.38),(39 86256.734),(40 88244.19),(41 91406.695),(42 95388.586),(43 97711.445),(44 99422.93),(45 98136.72),(46 99027.6),(47 100405.805),(48 97456.055),(49 97039.06),(50 96519.35),(51 94712.16),(52 96647.266),(53 99483.72),(54 101909.516),(55 101708.99),(56 103760.68),(57 102090.17),(58 102646.95),(59 102732.414),(60 103300.234),(61 106786.484),(62 108145.55),(63 108082.56),(64 107983.34),(65 108504.56),(66 109093.97),(67 109569.88),(68 108387.65),(69 107986.86),(70 108181.195),(71 107671),(72 107629.84),(73 106383.945),(74 103057.72),(75 100793.87),(76 100005.71),(77 99098.65),(78 99930.34),(79 101467.305),
(1 38192.29),(2 64123.723),(3 76958.9),(4 81385.99),(5 86262.234),(6 86271.016),(7 87438.69),(8 90385.65),(9 89676.13),(10 92541.19),(11 96240.21),(12 97739.35),(13 95661.82),(14 98418.21),(15 102275.695),(16 99001.11),(17 99742.46),(18 99564.516),(19 100903.27),(20 99055.85),(21 97200.45),(22 97165.82),(23 96123.88),(24 95413.74),(25 95781.664),(26 96212.73),(27 94832.05),(28 94635.086),(29 96349.17),(30 96136.17),(31 95748.75),(32 95141.55),(33 98665.92),(34 101222.125),(35 99995.71),(36 99657.31),(37 98676.35),(38 100264.73),(39 93384.586),(40 94710),(41 96356.51),(42 100776.88),(43 102069.484),(44 101966.63),(45 99179.07),(46 99248.07),(47 99007.44),(48 97614.51),(49 97535.88),(50 95779.6),(51 94341.6),(52 94987.44),(53 97285.016),(54 97977.46),(55 96194.57),(56 97164.67),(57 94367.62),(58 96789.766),(59 98555.234),(60 101360.22),(61 104934.26),(62 106586.82),(63 106719.445),(64 106540.664),(65 106445.445),(66 106129.445),(67 105663.54),(68 105704.01),(69 105107.47),(70 104906.76),(71 104818.47),(72 105291.41),(73 105385.95),(74 103960.59),(75 102256.47),(76 100431.6),(77 99408.266),(78 100029.42),(79 101660.3),
(1 36060.945),(2 59424.13),(3 72070.336),(4 76755.66),(5 82287.73),(6 82614.81),(7 84350.72),(8 85829.3),(9 85706.76),(10 90247.875),(11 93675.63),(12 94665.414),(13 92163.71),(14 94744.83),(15 99664.97),(16 98352.77),(17 97804.19),(18 95743.54),(19 96517.4),(20 96810.68),(21 96706.34),(22 96169.04),(23 96433.56),(24 95666.484),(25 95666.555),(26 96206.39),(27 94697.875),(28 95551.99),(29 96727.65),(30 95449.016),(31 94889.71),(32 96104.71),(33 99357.52),(34 101492.58),(35 98704.88),(36 98169.375),(37 98651.055),(38 101198.72),(39 95297),(40 95829.11),(41 97578.65),(42 101699.08),(43 104125.13),(44 104761.96),(45 102923.234),(46 104181.04),(47 106174.836),(48 107507.54),(49 107085.68),(50 107239.195),(51 108270.78),(52 109831.91),(53 112036.84),(54 113400.33),(55 112667.44),(56 114798.62),(57 113602.82),(58 114744.91),(59 116892.55),(60 118135.94),(61 120951.055),(62 121610.33),(63 119987.67),(64 118355.09),(65 118402.81),(66 118536.41),(67 118826.086),(68 118859.69),(69 118187.11),(70 118517.04),(71 117923.84),(72 117955.97),(73 118230.68),(74 116040.19),(75 113973.41),(76 112568.54),(77 111985.445),(78 112892.99),(79 113182.77),
(1 34781.6),(2 58240.863),(3 69563.61),(4 74119.01),(5 80455.59),(6 83878.76),(7 87436.305),(8 89299.734),(9 92005.11),(10 95868.55),(11 99213.41),(12 101959.05),(13 98645.64),(14 98990.016),(15 101485.28),(16 101143.875),(17 102191.766),(18 101110.445),(19 101164.01),(20 100890.63),(21 101640.375),(22 103221.336),(23 104414.42),(24 106222.97),(25 109123.67),(26 111201.586),(27 112337.82),(28 114840.49),(29 115302.07),(30 113971.83),(31 112968.016),(32 115024.6),(33 118048.93),(34 118302.836),(35 115326.984),(36 114034.445),(37 113413.02),(38 115519.76),(39 107656.28),(40 107368.84),(41 106242.97),(42 108385.95),(43 108994.15),(44 108111.2),(45 105526.984),(46 105653.14),(47 104410.37),(48 103688.336),(49 101784.1),(50 99445.48),(51 99920.03),(52 100641.914),(53 102083.37),(54 103164.664),(55 102439.68),(56 104039.96),(57 104190.445),(58 105352.84),(59 106498.82),(60 108586.27),(61 112414.86),(62 114331.08),(63 114922.55),(64 116252.336),(65 117910.18),(66 119143.15),(67 120317.33),(68 121097.93),(69 120363.22),(70 119392.75),(71 119183.49),(72 119832.445),(73 118899.86),(74 117153.35),(75 114789.01),(76 113890.67),(77 113823.04),(78 113890.53),(79 114507.695),
(1 31777.727),(2 52035.414),(3 65314.27),(4 68024.734),(5 73503.9),(6 77852.34),(7 82398.77),(8 83371.83),(9 87626.086),(10 91065.27),(11 94321.42),(12 96158.81),(13 96685.28),(14 100435.555),(15 103764.02),(16 104298.125),(17 106294.74),(18 106382.945),(19 108014.39),(20 107525.305),(21 107075.61),(22 107493.81),(23 106325.41),(24 105783.46),(25 105265),(26 106499.48),(27 105328.46),(28 103927.94),(29 102677.125),(30 100453.96),(31 100557.76),(32 101892.56),(33 103493.39),(34 103476.29),(35 101013.65),(36 99845.61),(37 101248.92),(38 102583.7),(39 95345.414),(40 94466.48),(41 92944.44),(42 95435.1),(43 96703.97),(44 97908.73),(45 95199.35),(46 96165.72),(47 96746.53),(48 97943.44),(49 101010.15),(50 101959.195),(51 105611.39),(52 107152.99),(53 110633.04),(54 113739.11),(55 114789.96),(56 118982.266),(57 120434.56),(58 121464.04),(59 122568.805),(60 125971.164),(61 129921.38),(62 130407.47),(63 130232.63),(64 130556.16),(65 130815.28),(66 129748.67),(67 128720.63),(68 127526.125),(69 124827.66),(70 122658.766),(71 121137.22),(72 119836.336),(73 117000.38),(74 113533.195),(75 109847.92),(76 107755.625),(77 106373.62),(78 105663.23),(79 106215.89),
