1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1305624),(2 4778769.5),(3 10103526),(4 16857928),(5 24841968),(6 33763364),(7 43747256),(8 54369580),(9 65167660),(10 75995990),(11 86559970),(12 96953896),(13 106595330),(14 115260696),(15 122785816),(16 129500420),(17 134763380),(18 138972060),(19 142114990),(20 144501460),(21 146183260),(22 147275660),(23 148049220),(24 148418180),(25 148444910),(26 148136460),(27 147791020),(28 147164050),(29 146703090),(30 146353940),(31 145628740),(32 145303860),(33 144992340),(34 144874220),(35 144103020),(36 142968560),(37 141870930),(38 141417780),(39 140597500),(40 140022050),(41 139517580),(42 139164500),(43 138601980),(44 138053440),(45 137654610),(46 136954580),(47 135866770),(48 133980990),(49 130514270),(50 126426880),(51 122455550),(52 118688260),(53 114909500),(54 111250500),(55 107439770),(56 102583040),(57 97460510),(58 94192570),(59 90758210),(60 88400930),(61 87266950),(62 87300030),(63 88740600),(64 91932230),(65 96536856),(66 102584320),(67 109951400),(68 118624260),(69 128491370),(70 138832420),(71 150145810),(72 161786540),(73 173972370),(74 186784020),(75 199889200),(76 213398860),(77 226516880),(78 238965040),(79 249725010),
(1 2072.3044),(2 2093.9558),(3 2364.1753),(4 2551.0454),(5 2643.7368),(6 2711.7742),(7 2703.1968),(8 2857.3403),(9 2844.154),(10 2871.4475),(11 2830.5107),(12 2878.669),(13 2886.5593),(14 2897.971),(15 2948.5515),(16 2954.2937),(17 2983.3477),(18 3023.357),(19 3110.7083),(20 3047.2322),(21 2995.7056),(22 2978.5354),(23 3026.3127),(24 2988.607),(25 3093.5635),(26 3024.66),(27 3052.3494),(28 3054.019),(29 3062.064),(30 3047.185),(31 3182.9583),(32 3139.549),(33 3194.1797),(34 3255.3125),(35 3263.16),(36 3393.3396),(37 3290.0713),(38 3395.5906),(39 3365.9297),(40 3408.84),(41 3476.224),(42 3499.7065),(43 3426.1),(44 3462.275),(45 3526.0583),(46 3571.5986),(47 3579.8867),(48 3640.4348),(49 3610.3633),(50 3596.6833),(51 3778.2327),(52 3774.233),(53 3758.181),(54 3822.1052),(55 3767.4814),(56 3792.1284),(57 3810.2036),(58 3839.793),(59 3894.875),(60 3926.3992),(61 3935.6401),(62 3954.2737),(63 4073.5),(64 4048.564),(65 4184.5625),(66 4170.896),(67 4185.085),(68 4183.0537),(69 4196.682),(70 4228.7246),(71 4218.336),(72 4236.564),(73 4235.7617),(74 4267.829),(75 4290.1245),(76 4360.313),(77 4349.919),(78 4407.035),(79 4358.722),
(1 2074.7332),(2 2081.4604),(3 2342.6165),(4 2513.6719),(5 2553.9285),(6 2655.3582),(7 2677.4614),(8 2842.6035),(9 2831.1553),(10 2848.0974),(11 2773.0442),(12 2866.9275),(13 2827.1355),(14 2807.9731),(15 2868.7336),(16 2814.1936),(17 2913.364),(18 2928.4834),(19 2919.7932),(20 2925.7197),(21 2790.8315),(22 2854.399),(23 2926.0493),(24 2858.811),(25 2924.126),(26 2886.055),(27 2888.0017),(28 2948.8713),(29 2903.8706),(30 2897.6038),(31 2950.804),(32 2936.6733),(33 2987.4712),(34 2993.0618),(35 3105.0583),(36 3224.4521),(37 3243.987),(38 3265.701),(39 3262.538),(40 3316.0693),(41 3242.8035),(42 3353.3176),(43 3295.3174),(44 3330.528),(45 3392.354),(46 3388.2703),(47 3442.3345),(48 3536.442),(49 3497.7354),(50 3430.512),(51 3540.8267),(52 3639.2214),(53 3561.478),(54 3592.6443),(55 3669.659),(56 3635.1099),(57 3650.4363),(58 3640.5852),(59 3703.9485),(60 3707.0146),(61 3734.4124),(62 3711.2437),(63 3753.262),(64 3745.1243),(65 3883.6897),(66 3872.287),(67 3939.0527),(68 3881.65),(69 3955.6),(70 3997.5361),(71 4027.2917),(72 4118.759),(73 4054.8257),(74 4109.546),(75 4081.133),(76 4178.5796),(77 4090.6433),(78 4169.7207),(79 4079.6086),
(1 2011.1259),(2 2052.822),(3 2368.806),(4 2491.6147),(5 2535.4807),(6 2645.9146),(7 2600.13),(8 2874.515),(9 2748.7742),(10 2885.5254),(11 2712.8174),(12 2910.7231),(13 2877.9521),(14 2831.2175),(15 2911.423),(16 2792.7517),(17 2944.2832),(18 2917.4915),(19 2965.9136),(20 2900.1555),(21 2781.0293),(22 2914.3904),(23 2938.4128),(24 2936.7417),(25 2943.371),(26 2934.273),(27 2877.1826),(28 2938.5715),(29 2941.5916),(30 2975.544),(31 3022.48),(32 2964.8757),(33 2982.3848),(34 3027.1338),(35 3133.3318),(36 3163.136),(37 3291.57),(38 3358.6897),(39 3253.4163),(40 3253.052),(41 3239.7385),(42 3358.7166),(43 3327.647),(44 3392.9736),(45 3533.2703),(46 3513.767),(47 3523.4573),(48 3568.6157),(49 3650.2065),(50 3643.4695),(51 3655.8096),(52 3757.7998),(53 3734.8813),(54 3698.1543),(55 3753.2778),(56 3761.662),(57 3772.0962),(58 3833.729),(59 3808.1392),(60 3880.3457),(61 3879.0273),(62 3839.4358),(63 3923.2688),(64 3902.5647),(65 4012.3735),(66 4009.0413),(67 4156.756),(68 3999.9736),(69 4147.0015),(70 4066.888),(71 4143.4805),(72 4101.0317),(73 4097.219),(74 4148.331),(75 4170.328),(76 4235.304),(77 4155.152),(78 4223.6914),(79 4082.26),
(1 1863.9099),(2 1967.0211),(3 2193.6672),(4 2332.957),(5 2314.5393),(6 2442.7397),(7 2447.807),(8 2589.2212),(9 2544.5352),(10 2626.7285),(11 2513.9187),(12 2633.6543),(13 2601.7964),(14 2595.4658),(15 2661.9822),(16 2637.5112),(17 2722.096),(18 2734.1072),(19 2750.8833),(20 2745.4663),(21 2660.0173),(22 2711.311),(23 2732.7239),(24 2711.0417),(25 2753.3765),(26 2741.9016),(27 2696.6194),(28 2732.191),(29 2762.995),(30 2723.7927),(31 2847.7415),(32 2818.8057),(33 2854.9578),(34 2910.4192),(35 2898.3022),(36 2910.1387),(37 3037.2148),(38 3040.0405),(39 3060.2825),(40 3120.6895),(41 3144.4846),(42 3136.0107),(43 3137.0652),(44 3206.7634),(45 3258.4338),(46 3307.9631),(47 3307.828),(48 3338.4197),(49 3386.3782),(50 3374.0947),(51 3467.7678),(52 3546.6511),(53 3535.7268),(54 3512.579),(55 3503.1594),(56 3567.7893),(57 3596.9824),(58 3615.752),(59 3598.9448),(60 3614.447),(61 3628.1663),(62 3611.0076),(63 3675.0518),(64 3672.8481),(65 3768.2014),(66 3759.0068),(67 3837.9932),(68 3751.7485),(69 3768.204),(70 3785.5562),(71 3836.083),(72 3836.213),(73 3866.0127),(74 3890.3525),(75 3983.6848),(76 3992.7795),(77 3979.8994),(78 4005.0493),(79 3887.8484),
(1 1952.9481),(2 1919.8959),(3 2138.8933),(4 2348.915),(5 2324.8884),(6 2485.6565),(7 2418.728),(8 2578.5083),(9 2553.3928),(10 2630.7446),(11 2541.09),(12 2694.4658),(13 2610.9812),(14 2641.1567),(15 2679.0242),(16 2614.05),(17 2721.7783),(18 2695.1804),(19 2721.9417),(20 2800.158),(21 2725.2832),(22 2786.0486),(23 2717.0212),(24 2727.0576),(25 2769.65),(26 2731.2712),(27 2795.7236),(28 2768.5837),(29 2724.8013),(30 2684.9395),(31 2819.349),(32 2781.1824),(33 2839.4385),(34 2885.3716),(35 2877.62),(36 2926.335),(37 2962.3042),(38 2932.8118),(39 3035.9685),(40 3014.806),(41 3129.3594),(42 3155.8213),(43 3048.4119),(44 3153.9211),(45 3178.0437),(46 3178.5256),(47 3252.3594),(48 3297.418),(49 3339.718),(50 3283.3425),(51 3385.0557),(52 3470.524),(53 3406.448),(54 3468.637),(55 3519.041),(56 3502.0288),(57 3495.8757),(58 3501.5974),(59 3563.6946),(60 3547.8826),(61 3528.0786),(62 3607.614),(63 3636.537),(64 3653.957),(65 3749.6047),(66 3749.4612),(67 3815.1094),(68 3730.4788),(69 3800.899),(70 3770.4744),(71 3843.4004),(72 3759.3037),(73 3765.0583),(74 3783.6707),(75 3877.849),(76 3906.5984),(77 3866.1309),(78 3949.7502),(79 3836.444),
(1 1933.2023),(2 1918.7355),(3 2175.2412),(4 2341.514),(5 2332.565),(6 2486.2136),(7 2408.2542),(8 2631.1956),(9 2515.9177),(10 2647.6545),(11 2578.0938),(12 2711.0266),(13 2624.9568),(14 2703.061),(15 2694.4277),(16 2651.8699),(17 2712.2383),(18 2665.6396),(19 2766.005),(20 2780.294),(21 2705.6423),(22 2716.2007),(23 2660.6313),(24 2691.2512),(25 2731.542),(26 2703.8008),(27 2777.6484),(28 2768.3306),(29 2752.918),(30 2759.0063),(31 2797.1448),(32 2750.8862),(33 2805.4531),(34 2871.992),(35 2860.4187),(36 2940.853),(37 3000.5508),(38 2957.5618),(39 2975.9045),(40 2958.409),(41 3113.3335),(42 3085.3398),(43 3049.5237),(44 3117.42),(45 3165.0498),(46 3150.6782),(47 3211.564),(48 3244.0667),(49 3290.4148),(50 3263.884),(51 3254.6682),(52 3364.7607),(53 3333.7864),(54 3339.6248),(55 3345.499),(56 3418.4895),(57 3432.861),(58 3478.07),(59 3487.68),(60 3496.6382),(61 3459.7036),(62 3545.5632),(63 3553.2998),(64 3570.954),(65 3642.43),(66 3642.9817),(67 3692.1367),(68 3619.3342),(69 3653.8633),(70 3579.8105),(71 3676.3557),(72 3613.1038),(73 3738.3394),(74 3708.521),(75 3857.1108),(76 3820.079),(77 3844.0703),(78 3873.0205),(79 3768.8982),
(1 1779.8068),(2 1856.7247),(3 2080.7502),(4 2171.6636),(5 2217.4329),(6 2321.9272),(7 2372.4697),(8 2490.903),(9 2435.848),(10 2470.792),(11 2464.9119),(12 2546.2004),(13 2475.0264),(14 2529.1255),(15 2474.1177),(16 2459.6414),(17 2499.4167),(18 2538.6543),(19 2611.8047),(20 2599.1204),(21 2542.3503),(22 2541.1375),(23 2531.2988),(24 2528.8591),(25 2600.4714),(26 2521.5007),(27 2633.041),(28 2623.3223),(29 2596.356),(30 2626.288),(31 2629.0261),(32 2560.2554),(33 2609.1116),(34 2645.9905),(35 2598.3662),(36 2698.7039),(37 2699.0105),(38 2708.2834),(39 2769.2446),(40 2776.2673),(41 2843.2395),(42 2816.356),(43 2855.1663),(44 2843.004),(45 2923.7063),(46 2996.0093),(47 3038.4246),(48 3058.0918),(49 3033.8757),(50 3080.2222),(51 3131.2307),(52 3167.766),(53 3181.7202),(54 3185.3203),(55 3142.273),(56 3215.8088),(57 3212.4348),(58 3262.58),(59 3268.0183),(60 3217.0496),(61 3224.2273),(62 3283.4348),(63 3314.7148),(64 3290.5305),(65 3386.3694),(66 3386.6587),(67 3436.2998),(68 3357.5117),(69 3420.5237),(70 3393.0117),(71 3429.064),(72 3392.6248),(73 3437.7751),(74 3448.416),(75 3496.6829),(76 3465.9407),(77 3516.4102),(78 3489.774),(79 3479.936),
(1 1835.0684),(2 1858.9675),(3 2108.758),(4 2204.2356),(5 2250.62),(6 2284.4036),(7 2318.0361),(8 2456.551),(9 2436.0085),(10 2455.1252),(11 2427.7815),(12 2500.2036),(13 2511.2878),(14 2488.0715),(15 2493.6106),(16 2482.7627),(17 2566.0579),(18 2540.7458),(19 2592.2913),(20 2596.106),(21 2500.373),(22 2569.0674),(23 2549.3965),(24 2587.1848),(25 2628.0017),(26 2597.9407),(27 2601.4185),(28 2608.8032),(29 2570.0464),(30 2597.3235),(31 2618.3997),(32 2587.6106),(33 2636.624),(34 2707.5063),(35 2626.9824),(36 2684.2078),(37 2651.8977),(38 2735.7813),(39 2814.1567),(40 2806.3423),(41 2825.0835),(42 2851.0044),(43 2877.3748),(44 2842.9148),(45 2881.0068),(46 2974.29),(47 2953.726),(48 2961.1833),(49 2973.0442),(50 3016.591),(51 3075.7898),(52 3092.2808),(53 3095.5198),(54 3125.3374),(55 3174.296),(56 3171.286),(57 3251.1343),(58 3240.0764),(59 3245.0298),(60 3219.373),(61 3216.845),(62 3329.6536),(63 3308.2964),(64 3305.8574),(65 3356.3098),(66 3348.5286),(67 3464.1458),(68 3394.959),(69 3410.4065),(70 3381.5747),(71 3405.3916),(72 3386.5408),(73 3403.0847),(74 3461.877),(75 3525.5327),(76 3516.2944),(77 3543.3823),(78 3492.57),(79 3486.4106),
(1 1751.1912),(2 1778.39),(3 1993.1471),(4 2107.641),(5 2142.2236),(6 2251.5754),(7 2252.508),(8 2375.1248),(9 2416.8975),(10 2414.3816),(11 2429.6375),(12 2411.5667),(13 2409.046),(14 2426.2866),(15 2459.4944),(16 2453.4727),(17 2507.7263),(18 2446.8394),(19 2502.7747),(20 2497.134),(21 2425.8708),(22 2523.2432),(23 2471.908),(24 2510.6711),(25 2502.554),(26 2529.0422),(27 2502.3867),(28 2551.1094),(29 2549.8752),(30 2531.5674),(31 2545.4348),(32 2531.402),(33 2554.289),(34 2601.7668),(35 2526.0742),(36 2596.2976),(37 2607.8694),(38 2646.3748),(39 2699.205),(40 2802.0317),(41 2754.6448),(42 2729.9656),(43 2783.8862),(44 2784.165),(45 2801.6797),(46 2849.4905),(47 2871.2285),(48 2923.052),(49 2897.3413),(50 2909.5737),(51 2969.3743),(52 3075.1926),(53 3007.373),(54 3068.978),(55 3108.8477),(56 3096.781),(57 3154.0193),(58 3218.8796),(59 3183.3386),(60 3204.9626),(61 3162.655),(62 3307.053),(63 3255.6829),(64 3333.3596),(65 3343.01),(66 3372.8118),(67 3418.0374),(68 3370.6685),(69 3375.8677),(70 3367.5056),(71 3417.795),(72 3381.2627),(73 3465.2861),(74 3419.2153),(75 3486.4019),(76 3434.3235),(77 3482.452),(78 3431.3867),(79 3471.126),
(1 1652.3425),(2 1716.2588),(3 1877.676),(4 2064.885),(5 2082.291),(6 2146.7615),(7 2202.6062),(8 2247.804),(9 2275.0867),(10 2296.7832),(11 2326.6926),(12 2353.962),(13 2291.2698),(14 2304.8467),(15 2301.517),(16 2342.3645),(17 2375.0608),(18 2364.0347),(19 2410.7668),(20 2356.3918),(21 2333.4565),(22 2426.4087),(23 2375.396),(24 2420.126),(25 2359.4597),(26 2383.2266),(27 2425.713),(28 2439.5232),(29 2430.887),(30 2460.4216),(31 2450.0435),(32 2446.831),(33 2453.335),(34 2476.7502),(35 2442.5854),(36 2512.1523),(37 2491.0344),(38 2550.6946),(39 2573.3533),(40 2682.6667),(41 2645.8113),(42 2706.5938),(43 2705.1023),(44 2720.6587),(45 2730.3328),(46 2781.435),(47 2814.1755),(48 2857.61),(49 2834.0232),(50 2846.6655),(51 2895.4478),(52 2961.6387),(53 2940.2454),(54 2998.2114),(55 2978.9846),(56 2987.0085),(57 3036.063),(58 3076.9585),(59 3093.7158),(60 3052.438),(61 3050.4407),(62 3174.068),(63 3119.3103),(64 3141.926),(65 3222.9978),(66 3205.0894),(67 3251.702),(68 3225.3389),(69 3274.296),(70 3241.416),(71 3309.5776),(72 3273.8208),(73 3346.1501),(74 3333.4922),(75 3380.745),(76 3403.2813),(77 3478.8489),(78 3441.3472),(79 3430.605),
(1 1741.2112),(2 1767.9492),(3 1965.209),(4 2053.6184),(5 2113.415),(6 2144.3076),(7 2242.5913),(8 2293.4153),(9 2304.0303),(10 2345.0232),(11 2295.308),(12 2416.8267),(13 2331.5474),(14 2352.5408),(15 2351.4287),(16 2416.3804),(17 2394.4434),(18 2408.0586),(19 2457.6443),(20 2402.1216),(21 2389.6277),(22 2378.0054),(23 2394.0193),(24 2417.5525),(25 2386.4146),(26 2402.5483),(27 2477.4695),(28 2440.2083),(29 2439.0764),(30 2457.5554),(31 2459.2832),(32 2489.775),(33 2507.4163),(34 2489.535),(35 2507.2034),(36 2521.2515),(37 2529.3687),(38 2681.383),(39 2629.5908),(40 2714.9346),(41 2687.92),(42 2764.5273),(43 2748.3032),(44 2880.2363),(45 2826.3105),(46 2835.0203),(47 2862.4607),(48 2928.8457),(49 2941.3052),(50 2912.5107),(51 2965.4668),(52 3002.6497),(53 3040.8523),(54 3130.3193),(55 3112.8145),(56 3136.5564),(57 3196.8145),(58 3151.5447),(59 3183.9302),(60 3159.2903),(61 3118.0396),(62 3257.3352),(63 3176.9153),(64 3233.7957),(65 3245.6267),(66 3267.7449),(67 3346.344),(68 3315.7988),(69 3305.7463),(70 3314.4373),(71 3324.9417),(72 3325.076),(73 3406.7908),(74 3382.903),(75 3420.0044),(76 3421.038),(77 3459.8647),(78 3418.317),(79 3450.3184),
(1 1641.9655),(2 1631.835),(3 1863.2689),(4 1906.3209),(5 2013.2494),(6 2079.3281),(7 2133.5042),(8 2181.2932),(9 2186.705),(10 2271.3303),(11 2220.649),(12 2320.6738),(13 2217.9417),(14 2271.3545),(15 2242.0264),(16 2305.7842),(17 2275.4568),(18 2258.7947),(19 2371.855),(20 2333.0088),(21 2313.3066),(22 2334.018),(23 2275.2634),(24 2320.635),(25 2368.0752),(26 2308.4248),(27 2420.5977),(28 2367.7683),(29 2322.4998),(30 2329.766),(31 2398.1152),(32 2351.2678),(33 2426.7852),(34 2416.6416),(35 2407.2146),(36 2460.7715),(37 2459.1118),(38 2512.8972),(39 2562.2551),(40 2602.7336),(41 2560.1929),(42 2591.0664),(43 2580.6108),(44 2649.7341),(45 2633.5713),(46 2699.4963),(47 2682.8938),(48 2745.3462),(49 2750.6907),(50 2730.4377),(51 2796.6692),(52 2866.2258),(53 2803.0173),(54 2838.483),(55 2899.3093),(56 2892.436),(57 2900.7656),(58 2982.263),(59 2990.1497),(60 3001.8486),(61 2974.5078),(62 3080.9177),(63 2997.4258),(64 3108.919),(65 3060.415),(66 3088.661),(67 3142.641),(68 3150.443),(69 3124.3547),(70 3122.9434),(71 3124.6912),(72 3126.0603),(73 3206.1343),(74 3156.191),(75 3254.0159),(76 3197.615),(77 3258.3862),(78 3250.8813),(79 3300.89),
(1 1636.3926),(2 1650.2263),(3 1892.3591),(4 1923.9625),(5 2014.8356),(6 2054.4827),(7 2151.4067),(8 2162.2683),(9 2190.7725),(10 2285.138),(11 2229.6042),(12 2344.436),(13 2245.0806),(14 2266.1956),(15 2285.4949),(16 2304.0488),(17 2310.0164),(18 2287.2056),(19 2353.736),(20 2286.5632),(21 2309.7397),(22 2322.1875),(23 2275.995),(24 2359.1636),(25 2341.6685),(26 2325.3027),(27 2427.2139),(28 2343.3333),(29 2364.1597),(30 2344.044),(31 2402.2778),(32 2341.3564),(33 2462.317),(34 2461.2285),(35 2467.536),(36 2513.0344),(37 2483.714),(38 2470.2131),(39 2598.2644),(40 2557.729),(41 2624.6213),(42 2715.7231),(43 2651.9907),(44 2611.8555),(45 2678.993),(46 2779.5046),(47 2682.3723),(48 2787.0156),(49 2795.2444),(50 2736.989),(51 2772.6606),(52 2850.0183),(53 2877.0063),(54 2870.8918),(55 2937.9233),(56 2894.6504),(57 2855.0085),(58 2992.6924),(59 2926.7405),(60 2899.4429),(61 2885.0938),(62 3030.9905),(63 2949.2117),(64 3060.1724),(65 2998.0417),(66 3008.3062),(67 3106.2017),(68 3103.696),(69 3105.8313),(70 3064.7297),(71 3082.3486),(72 3097.3462),(73 3099.1392),(74 3092.7786),(75 3166.7913),(76 3166.583),(77 3209.3062),(78 3159.5386),(79 3201.7524),
(1 1566.2869),(2 1523.8362),(3 1749.4281),(4 1810.8057),(5 1909.926),(6 1912.1997),(7 1969.383),(8 2037.2568),(9 2083.298),(10 2090.4546),(11 2095.488),(12 2153.6992),(13 2144.3115),(14 2107.9946),(15 2131.11),(16 2105.0422),(17 2148.604),(18 2129.5283),(19 2173.4282),(20 2148.661),(21 2190.761),(22 2203.5781),(23 2212.0063),(24 2283.7595),(25 2216.726),(26 2261.0122),(27 2271.1997),(28 2241.1355),(29 2259.626),(30 2227.329),(31 2303.8948),(32 2268.6646),(33 2291.8528),(34 2291.2122),(35 2271.0527),(36 2299.4656),(37 2326.3203),(38 2327.4858),(39 2361.5576),(40 2378.0295),(41 2447.157),(42 2487.8213),(43 2523.431),(44 2527.8127),(45 2525.143),(46 2587.384),(47 2533.1084),(48 2592.015),(49 2616.5571),(50 2582.5903),(51 2646.234),(52 2678.8743),(53 2656.1074),(54 2698.0432),(55 2746.5886),(56 2731.6206),(57 2780.6614),(58 2837.717),(59 2785.192),(60 2814.233),(61 2800.2153),(62 2895.535),(63 2830.2542),(64 2927.9265),(65 2866.9346),(66 2925.3623),(67 2971.8896),(68 2984.8855),(69 2936.9426),(70 2967.4404),(71 2956.1584),(72 2996.257),(73 3021.367),(74 3057.2256),(75 3077.381),(76 3044.333),(77 3061.536),(78 3057.5464),(79 3085.0645),
(1 1594.4165),(2 1572.5826),(3 1766.7007),(4 1862.5948),(5 1893.2339),(6 1902.6805),(7 1985.6334),(8 2090.9814),(9 2055.0273),(10 2102.9065),(11 2104.146),(12 2143.27),(13 2155.71),(14 2143.5334),(15 2130.8618),(16 2151.7605),(17 2185.7976),(18 2109.6172),(19 2187.6812),(20 2174.5032),(21 2142.433),(22 2180.7805),(23 2160.5906),(24 2230.6943),(25 2156.602),(26 2202.2505),(27 2228.3945),(28 2245.6172),(29 2263.6218),(30 2273.4395),(31 2297.8154),(32 2322.2964),(33 2308.1606),(34 2323.6328),(35 2305.6243),(36 2319.7708),(37 2358.8853),(38 2391.4521),(39 2474.1177),(40 2444.204),(41 2428.6697),(42 2444.2544),(43 2574.9583),(44 2570.9766),(45 2618.2544),(46 2656.4226),(47 2565.287),(48 2536.5464),(49 2605.942),(50 2644.166),(51 2722.513),(52 2734.1162),(53 2724.0374),(54 2762.8853),(55 2820.9365),(56 2739.4358),(57 2854.1108),(58 2922.7463),(59 2900.5322),(60 2881.012),(61 2908.0955),(62 2985.1047),(63 2925.8894),(64 3047.2864),(65 2937.0847),(66 2967.658),(67 2999.2332),(68 3036.7427),(69 3021.379),(70 3067.2312),(71 3039.6604),(72 3025.3687),(73 3026.7705),(74 3090.1208),(75 3084.5383),(76 3107.881),(77 3093.9836),(78 3122.7886),(79 3113.26),
(1 1508.5342),(2 1519.2041),(3 1702.1112),(4 1754.4503),(5 1812.509),(6 1843.5531),(7 1934.7),(8 2014.5884),(9 2014.5381),(10 2109.531),(11 2045.2076),(12 2117.959),(13 2091.5383),(14 2073.9355),(15 2103.6758),(16 2127.5752),(17 2112.227),(18 2089.9995),(19 2116.345),(20 2126.8108),(21 2084.1182),(22 2116.7285),(23 2151.0562),(24 2209.558),(25 2125.1455),(26 2185.4922),(27 2209.3403),(28 2186.2673),(29 2250.5784),(30 2259.7368),(31 2185.8176),(32 2326.8376),(33 2265.8362),(34 2256.8667),(35 2277.9224),(36 2298.657),(37 2314.9348),(38 2382.5244),(39 2366.1099),(40 2393.4753),(41 2424.9097),(42 2449.196),(43 2464.6433),(44 2464.39),(45 2547.747),(46 2548.2231),(47 2511.9092),(48 2549.8303),(49 2604.351),(50 2561.82),(51 2615.2297),(52 2666.8408),(53 2705.3953),(54 2713.3767),(55 2736.4468),(56 2719.4631),(57 2778.9744),(58 2887.5078),(59 2831.8962),(60 2825.1145),(61 2875.7908),(62 2915.418),(63 2897.3848),(64 2950.7468),(65 2914.1282),(66 2951.6335),(67 2979.395),(68 3021.1643),(69 3023.891),(70 3032.1401),(71 3016.8367),(72 3055.1587),(73 3047.0115),(74 3149.6157),(75 3114.7573),(76 3133.6433),(77 3097.8813),(78 3154.0427),(79 3127.623),
