1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53.55297),(2 62.879456),(3 68.12391),(4 72.582825),(5 73.98871),(6 75.416695),(7 77.95872),(8 79.65565),(9 80.593544),(10 82.29791),(11 83.66557),(12 83.81621),(13 85.89566),(14 85.65956),(15 88.484695),(16 89.338745),(17 90.27221),(18 91.252884),(19 92.25392),(20 91.92635),(21 93.20078),(22 94.04311),(23 93.72723),(24 94.7301),(25 95.00051),(26 95.616005),(27 95.47931),(28 95.365166),(29 96.45041),(30 98.30994),(31 98.452415),(32 98.71444),(33 99.60828),(34 100.22461),(35 100.50519),(36 100.8633),(37 100.867065),(38 101.910484),(39 102.659424),(40 101.72696),(41 101.583885),(42 104.17855),(43 103.77932),(44 104.87099),(45 104.390854),(46 104.76138),(47 104.90816),(48 106.12631),(49 105.58705),(50 106.00671),(51 106.7881),(52 107.38457),(53 106.87456),(54 107.29059),(55 106.41141),(56 106.99567),(57 107.5283),(58 106.80849),(59 107.00565),(60 106.43591),(61 106.569214),(62 105.74196),(63 106.9211),(64 106.02129),(65 106.15016),(66 107.17459),(67 107.65283),(68 107.97315),(69 107.57819),(70 108.98263),(71 108.150665),(72 107.28726),(73 106.68521),(74 106.75364),(75 106.3776),(76 106.93254),(77 107.16128),(78 106.89881),(79 106.96623),
(1 52.222862),(2 61.1935),(3 66.27481),(4 70.49493),(5 71.664154),(6 73.7893),(7 76.785736),(8 78.90122),(9 79.703415),(10 81.04518),(11 82.56259),(12 83.04906),(13 83.79869),(14 84.527794),(15 86.47124),(16 87.216515),(17 88.08332),(18 89.7486),(19 89.528824),(20 90.8231),(21 91.33567),(22 91.79643),(23 92.85497),(24 93.50886),(25 93.21676),(26 95.221436),(27 94.37908),(28 94.62962),(29 95.1099),(30 94.84766),(31 94.8571),(32 95.729744),(33 95.83311),(34 96.41255),(35 96.42436),(36 96.52862),(37 97.385254),(38 98.43487),(39 98.57439),(40 98.50704),(41 98.89801),(42 99.86367),(43 100.21789),(44 99.8964),(45 100.58838),(46 100.504295),(47 101.276245),(48 101.76883),(49 101.434525),(50 102.20427),(51 103.122),(52 102.55953),(53 101.73521),(54 102.20719),(55 101.810875),(56 102.67784),(57 101.57896),(58 101.45976),(59 101.783485),(60 100.93005),(61 101.635185),(62 101.360855),(63 101.90472),(64 100.96089),(65 101.42078),(66 101.369225),(67 101.6089),(68 101.56803),(69 100.76205),(70 100.39978),(71 99.36867),(72 98.6019),(73 97.99087),(74 98.62325),(75 100.062065),(76 100.40263),(77 100.62979),(78 99.70528),(79 98.08775),
(1 51.74549),(2 61.450138),(3 66.47523),(4 70.718895),(5 71.80169),(6 74.13336),(7 77.09565),(8 78.8724),(9 79.59338),(10 80.571106),(11 81.659676),(12 82.34881),(13 84.02508),(14 84.570045),(15 86.892845),(16 86.63984),(17 88.47999),(18 89.861046),(19 91.43581),(20 91.62001),(21 92.17587),(22 90.90394),(23 91.90271),(24 92.58668),(25 92.96864),(26 94.144554),(27 93.59854),(28 93.27907),(29 94.26899),(30 94.59862),(31 95.62906),(32 95.89433),(33 95.74745),(34 96.973015),(35 97.8242),(36 98.22155),(37 98.39134),(38 99.864876),(39 100.16743),(40 100.00584),(41 100.7583),(42 102.64338),(43 102.41479),(44 103.288345),(45 102.89809),(46 104.2606),(47 103.862915),(48 105.003525),(49 104.86733),(50 105.29963),(51 106.15639),(52 106.61399),(53 106.097084),(54 105.96318),(55 106.89473),(56 106.93646),(57 107.33416),(58 106.858376),(59 107.590294),(60 107.03434),(61 107.07173),(62 107.89381),(63 107.03523),(64 106.540794),(65 106.97016),(66 107.04492),(67 106.28441),(68 105.23914),(69 103.96425),(70 103.42356),(71 103.13745),(72 103.127846),(73 102.849434),(74 103.347115),(75 102.88796),(76 101.81757),(77 102.268456),(78 102.149315),(79 100.725266),
(1 51.40788),(2 60.09964),(3 65.07092),(4 68.46892),(5 70.220795),(6 72.368484),(7 74.82347),(8 76.579094),(9 76.8842),(10 78.017426),(11 79.59995),(12 80.9606),(13 82.41548),(14 83.21912),(15 85.35872),(16 85.38153),(17 86.65366),(18 87.02639),(19 88.30358),(20 88.472664),(21 89.44972),(22 88.73144),(23 88.65861),(24 89.20038),(25 89.85777),(26 91.01434),(27 91.61284),(28 91.2962),(29 92.41507),(30 93.31651),(31 93.998955),(32 95.226776),(33 95.45205),(34 96.098885),(35 96.06119),(36 95.779915),(37 95.830505),(38 96.82169),(39 97.319725),(40 97.55761),(41 97.93747),(42 100.065346),(43 100.8356),(44 101.064674),(45 101.26586),(46 101.70361),(47 101.651474),(48 102.332985),(49 102.99745),(50 102.70288),(51 103.81319),(52 103.09147),(53 102.98773),(54 102.9034),(55 102.86726),(56 102.52668),(57 101.90605),(58 102.59582),(59 102.68213),(60 102.81364),(61 101.83133),(62 102.27587),(63 102.53369),(64 101.19412),(65 101.02028),(66 100.19735),(67 100.448265),(68 100.447525),(69 99.45279),(70 100.21107),(71 100.20193),(72 99.818344),(73 98.91941),(74 98.80359),(75 100.51336),(76 100.30332),(77 99.270424),(78 99.209915),(79 99.11413),
(1 51.375973),(2 60.02453),(3 65.74717),(4 69.15841),(5 70.16265),(6 72.76249),(7 74.54437),(8 76.032234),(9 76.816574),(10 78.69602),(11 80.42221),(12 80.853134),(13 82.28264),(14 83.84059),(15 84.94464),(16 85.17236),(17 86.111336),(18 87.309),(19 88.39349),(20 88.95245),(21 89.623146),(22 89.521095),(23 90.55896),(24 91.76057),(25 92.38089),(26 93.46541),(27 94.74929),(28 93.76845),(29 94.12162),(30 93.603264),(31 93.68003),(32 94.981544),(33 95.12675),(34 95.59176),(35 95.57843),(36 95.696396),(37 97.01839),(38 97.05197),(39 96.93784),(40 97.29144),(41 98.116714),(42 99.556305),(43 100.85725),(44 100.20463),(45 99.74016),(46 100.52154),(47 101.88501),(48 100.88234),(49 101.74443),(50 102.17223),(51 102.02339),(52 101.74469),(53 101.07634),(54 100.891464),(55 100.93783),(56 100.61094),(57 101.139015),(58 101.25964),(59 101.14547),(60 100.98014),(61 101.42559),(62 101.20546),(63 101.07214),(64 101.01642),(65 100.923706),(66 100.30756),(67 100.22198),(68 100.98585),(69 101.19548),(70 100.16337),(71 99.91028),(72 100.0304),(73 100.19596),(74 100.59497),(75 100.86419),(76 100.13239),(77 99.344795),(78 100.34431),(79 100.15393),
(1 50.41745),(2 58.775913),(3 63.971237),(4 68.32823),(5 69.833435),(6 71.27475),(7 73.42197),(8 75.22494),(9 76.528915),(10 77.839035),(11 78.7812),(12 79.723335),(13 80.75937),(14 81.79449),(15 83.41864),(16 83.646774),(17 84.94447),(18 84.859245),(19 85.7918),(20 86.67918),(21 87.01091),(22 87.71377),(23 88.16613),(24 88.765656),(25 89.31829),(26 90.50879),(27 89.69239),(28 90.248085),(29 91.08582),(30 91.26149),(31 91.66336),(32 92.02757),(33 91.74845),(34 91.74347),(35 92.29953),(36 92.19453),(37 92.95125),(38 93.778305),(39 95.08272),(40 94.374596),(41 95.176186),(42 97.52777),(43 97.72742),(44 98.067215),(45 98.88049),(46 99.19375),(47 100.44919),(48 100.27013),(49 100.82319),(50 101.095375),(51 101.2901),(52 101.110054),(53 100.75542),(54 101.983246),(55 101.65884),(56 101.14669),(57 102.03672),(58 101.699974),(59 101.347916),(60 101.85649),(61 101.46892),(62 101.28768),(63 101.52631),(64 100.79482),(65 101.13791),(66 100.8452),(67 101.050835),(68 100.94857),(69 100.36406),(70 100.2652),(71 100.03246),(72 100.11914),(73 99.8455),(74 99.12497),(75 99.39936),(76 99.63588),(77 99.189224),(78 98.41124),(79 97.80178),
(1 50.274113),(2 59.515877),(3 64.06504),(4 68.472885),(5 70.08015),(6 71.64587),(7 74.54464),(8 76.34743),(9 76.9638),(10 77.99787),(11 79.26542),(12 79.75292),(13 81.368355),(14 81.53162),(15 82.78294),(16 84.37455),(17 85.04066),(18 85.36877),(19 87.04898),(20 87.62324),(21 89.24127),(22 89.01106),(23 88.84021),(24 89.89224),(25 90.654205),(26 90.54393),(27 90.92884),(28 92.25589),(29 92.28904),(30 91.43439),(31 91.84935),(32 92.87348),(33 92.88377),(34 92.8058),(35 93.30526),(36 92.36173),(37 93.5013),(38 94.50011),(39 95.460106),(40 95.51683),(41 94.88789),(42 96.15523),(43 96.59534),(44 97.060394),(45 97.94711),(46 98.856705),(47 98.089554),(48 99.2246),(49 98.66331),(50 98.44201),(51 99.32205),(52 98.41781),(53 99.05936),(54 99.098274),(55 98.94109),(56 99.24753),(57 99.03555),(58 99.72625),(59 99.633995),(60 99.510155),(61 100.11765),(62 100.467445),(63 101.22609),(64 100.33884),(65 100.83578),(66 100.49075),(67 99.90922),(68 100.57919),(69 100.03942),(70 100.14165),(71 100.32668),(72 100.66573),(73 101.18261),(74 101.15354),(75 101.87889),(76 100.89136),(77 100.67877),(78 100.34471),(79 99.647865),
(1 49.225704),(2 58.878628),(3 63.284504),(4 67.16455),(5 68.167755),(6 69.51948),(7 72.1869),(8 73.67064),(9 74.37453),(10 75.690445),(11 77.03466),(12 77.12726),(13 77.96673),(14 79.92135),(15 81.124954),(16 81.037704),(17 82.17062),(18 83.14538),(19 83.639496),(20 84.98477),(21 85.03679),(22 84.71556),(23 86.015015),(24 86.26078),(25 87.472916),(26 87.39309),(27 89.56827),(28 88.65578),(29 89.11318),(30 88.93547),(31 88.92332),(32 89.78454),(33 90.0428),(34 89.93379),(35 90.63132),(36 90.23441),(37 91.22312),(38 91.52755),(39 91.249725),(40 92.10954),(41 92.592674),(42 93.50414),(43 94.56241),(44 95.38691),(45 95.556145),(46 96.28828),(47 95.996445),(48 96.18113),(49 96.76841),(50 97.417946),(51 98.28036),(52 98.11345),(53 98.34568),(54 98.508934),(55 97.77567),(56 98.86284),(57 99.32045),(58 99.05359),(59 99.06708),(60 99.771454),(61 99.089195),(62 99.2113),(63 99.266426),(64 99.26868),(65 98.17142),(66 99.18748),(67 99.41607),(68 99.9705),(69 98.31641),(70 98.81596),(71 98.07672),(72 97.674126),(73 97.57976),(74 97.41599),(75 98.56822),(76 97.905785),(77 98.33386),(78 98.68798),(79 98.25643),
(1 49.236454),(2 57.754635),(3 62.4569),(4 66.06709),(5 67.02343),(6 69.37455),(7 71.502304),(8 72.8912),(9 73.50764),(10 74.58356),(11 75.00258),(12 76.23758),(13 78.25577),(14 78.30533),(15 79.276024),(16 79.49671),(17 80.68646),(18 82.0614),(19 81.898026),(20 82.67259),(21 84.24085),(22 84.26268),(23 84.57639),(24 84.842026),(25 84.72303),(26 84.99533),(27 86.33268),(28 86.26481),(29 86.79752),(30 87.1899),(31 87.30233),(32 87.571655),(33 88.48024),(34 88.98098),(35 89.087875),(36 88.46157),(37 89.33495),(38 88.96926),(39 89.9052),(40 91.10123),(41 90.9243),(42 92.99818),(43 93.11018),(44 92.913414),(45 93.63062),(46 95.11522),(47 94.96537),(48 95.42557),(49 95.36896),(50 95.98455),(51 96.57094),(52 96.0017),(53 96.764206),(54 97.40274),(55 97.43089),(56 97.17021),(57 97.37505),(58 97.54129),(59 97.77216),(60 97.4639),(61 95.83099),(62 95.33448),(63 96.00282),(64 96.27688),(65 96.32911),(66 96.92025),(67 96.047035),(68 95.781906),(69 96.339645),(70 96.903175),(71 96.429634),(72 95.38707),(73 95.76427),(74 95.414116),(75 95.764915),(76 95.22212),(77 95.49994),(78 95.68389),(79 94.53389),
(1 48.173534),(2 57.427036),(3 62.639683),(4 65.92197),(5 67.60935),(6 69.39154),(7 71.366714),(8 72.89338),(9 73.91989),(10 75.06329),(11 76.37081),(12 77.76801),(13 79.21078),(14 80.088165),(15 81.898445),(16 81.14964),(17 82.29322),(18 82.66674),(19 82.97026),(20 83.70263),(21 85.00662),(22 85.15592),(23 85.51361),(24 86.0032),(25 87.20375),(26 86.828384),(27 87.19408),(28 86.98683),(29 87.700615),(30 88.136955),(31 87.24443),(32 87.74148),(33 89.03846),(34 89.369095),(35 88.79553),(36 89.109406),(37 89.7532),(38 90.65494),(39 89.9343),(40 90.538864),(41 91.475586),(42 92.440384),(43 92.92612),(44 93.61203),(45 93.06563),(46 93.23254),(47 94.29009),(48 94.34162),(49 94.13337),(50 94.16443),(51 94.24824),(52 94.251366),(53 94.94849),(54 94.87681),(55 94.74811),(56 94.84834),(57 94.45262),(58 94.69672),(59 94.78901),(60 95.6263),(61 95.49824),(62 95.159454),(63 94.81203),(64 94.81883),(65 94.60441),(66 95.45831),(67 94.95284),(68 95.42087),(69 95.13805),(70 95.3078),(71 95.66339),(72 95.66585),(73 95.34317),(74 95.043655),(75 96.33369),(76 94.44314),(77 94.721756),(78 94.084694),(79 93.09579),
(1 48.15603),(2 56.528755),(3 61.247814),(4 64.44794),(5 66.23262),(6 66.96314),(7 69.89845),(8 71.88691),(9 71.98995),(10 73.205925),(11 73.66872),(12 74.69966),(13 76.37373),(14 77.266464),(15 77.85359),(16 79.29145),(17 80.154724),(18 80.812225),(19 81.83111),(20 83.33759),(21 83.95032),(22 84.43884),(23 84.514366),(24 85.03457),(25 86.33093),(26 86.235504),(27 87.3047),(28 87.41102),(29 87.99736),(30 87.53321),(31 88.49838),(32 90.19571),(33 90.716385),(34 90.94009),(35 90.63683),(36 90.491684),(37 90.732056),(38 91.50876),(39 91.08092),(40 90.94415),(41 90.670296),(42 90.515625),(43 91.61682),(44 93.07308),(45 92.727264),(46 93.2033),(47 93.72687),(48 95.284546),(49 95.44669),(50 95.829025),(51 95.67724),(52 95.44901),(53 94.60044),(54 95.51382),(55 94.23268),(56 94.35995),(57 94.861885),(58 94.63013),(59 94.81163),(60 95.550545),(61 96.2525),(62 95.779816),(63 95.96392),(64 96.38602),(65 95.62306),(66 96.16034),(67 95.13173),(68 96.32093),(69 95.41753),(70 95.326035),(71 95.399),(72 95.56064),(73 94.77168),(74 95.25455),(75 95.715576),(76 94.9439),(77 94.26276),(78 94.10164),(79 93.9271),
(1 47.774567),(2 56.751167),(3 61.410725),(4 65.42779),(5 66.49968),(6 68.33176),(7 70.86254),(8 72.672134),(9 73.00937),(10 74.318825),(11 74.21304),(12 75.82638),(13 77.34405),(14 78.17979),(15 78.495895),(16 78.80415),(17 80.25591),(18 81.62216),(19 82.237015),(20 82.8702),(21 82.79082),(22 83.68091),(23 83.89359),(24 84.384964),(25 85.80087),(26 85.46399),(27 86.830795),(28 86.52022),(29 86.59601),(30 86.98575),(31 87.91635),(32 89.21923),(33 90.42602),(34 90.451164),(35 90.745),(36 90.59029),(37 91.34382),(38 91.85933),(39 92.176674),(40 93.13725),(41 93.42824),(42 94.56606),(43 95.17695),(44 95.94589),(45 96.136475),(46 97.958626),(47 98.17049),(48 98.696304),(49 99.382965),(50 99.61595),(51 100.44721),(52 100.25936),(53 99.614426),(54 100.179924),(55 99.978714),(56 99.76578),(57 100.06832),(58 99.99474),(59 99.605354),(60 99.8205),(61 99.56576),(62 98.78521),(63 98.8459),(64 98.998634),(65 98.18048),(66 98.43837),(67 98.2407),(68 99.28543),(69 98.2697),(70 97.57287),(71 97.88456),(72 97.90554),(73 97.07563),(74 97.118126),(75 97.6249),(76 97.04465),(77 96.2681),(78 96.08518),(79 95.02072),
(1 47.631477),(2 56.35788),(3 60.670643),(4 64.151024),(5 66.82906),(6 67.48779),(7 69.41291),(8 71.8344),(9 72.14289),(10 73.15414),(11 74.323555),(12 75.74186),(13 76.36143),(14 77.21305),(15 78.16669),(16 78.21766),(17 80.53469),(18 81.07609),(19 81.50354),(20 83.25416),(21 83.11543),(22 83.513214),(23 84.817635),(24 85.38561),(25 86.23409),(26 87.50437),(27 88.038666),(28 88.23887),(29 89.20778),(30 89.32478),(31 89.75151),(32 90.41784),(33 91.65673),(34 90.91144),(35 90.51954),(36 90.75012),(37 91.35993),(38 91.45592),(39 91.92283),(40 92.93303),(41 93.17111),(42 93.68095),(43 94.4867),(44 94.54181),(45 94.9395),(46 95.580414),(47 95.60916),(48 96.750786),(49 95.77977),(50 96.22183),(51 96.67176),(52 96.59873),(53 96.42865),(54 97.798325),(55 96.31561),(56 96.44522),(57 97.07556),(58 97.6888),(59 97.18692),(60 96.75604),(61 96.473335),(62 97.09133),(63 97.943726),(64 97.47246),(65 96.81845),(66 97.44199),(67 97.30093),(68 97.597084),(69 96.89601),(70 97.60818),(71 97.10043),(72 97.74516),(73 97.58239),(74 96.61656),(75 97.35264),(76 96.32478),(77 96.84131),(78 96.846214),(79 96.03628),
(1 46.00944),(2 54.017357),(3 57.983883),(4 61.38347),(5 63.35224),(6 65.2663),(7 67.59082),(8 69.62906),(9 69.32949),(10 70.79674),(11 71.49323),(12 72.41684),(13 73.48809),(14 73.5907),(15 75.03132),(16 75.789925),(17 76.88754),(18 77.01888),(19 77.84076),(20 78.42266),(21 79.72797),(22 79.56333),(23 80.29264),(24 80.68409),(25 80.7709),(26 81.5439),(27 82.30813),(28 81.5538),(29 81.944534),(30 82.62455),(31 82.61606),(32 83.5471),(33 84.38426),(34 84.92643),(35 85.17268),(36 85.88505),(37 85.90973),(38 86.424835),(39 85.981636),(40 87.43746),(41 87.78176),(42 88.051544),(43 88.66359),(44 88.679825),(45 88.23273),(46 89.64272),(47 90.23077),(48 91.08599),(49 90.58061),(50 90.718475),(51 92.331055),(52 91.76376),(53 91.69884),(54 92.10175),(55 91.25707),(56 91.7305),(57 91.668106),(58 91.17068),(59 91.30484),(60 92.29897),(61 91.451385),(62 91.16097),(63 91.31016),(64 91.310814),(65 90.5946),(66 91.0995),(67 91.45133),(68 91.499565),(69 91.10513),(70 90.76929),(71 90.4961),(72 90.387924),(73 89.50888),(74 90.14571),(75 90.754395),(76 89.99635),(77 90.32774),(78 91.248634),(79 90.07717),
(1 46.41808),(2 54.79072),(3 58.93816),(4 63.495663),(5 65.734856),(6 66.64783),(7 68.75381),(8 70.99311),(9 71.46633),(10 71.9776),(11 73.343796),(12 74.640396),(13 75.48577),(14 76.08862),(15 78.53076),(16 78.60255),(17 79.6773),(18 80.12564),(19 80.35213),(20 81.16008),(21 82.09194),(22 82.99066),(23 82.274765),(24 83.59453),(25 84.549774),(26 84.49279),(27 85.48334),(28 86.02658),(29 86.676865),(30 86.74727),(31 87.35554),(32 87.948105),(33 87.85262),(34 88.404175),(35 88.72343),(36 87.68349),(37 89.053535),(38 89.73654),(39 90.536285),(40 90.42552),(41 91.46629),(42 91.95061),(43 92.8632),(44 92.73055),(45 93.677704),(46 93.48708),(47 94.08175),(48 94.86987),(49 94.87365),(50 95.3158),(51 95.38),(52 93.850266),(53 94.038),(54 94.25845),(55 94.21229),(56 93.83774),(57 94.73883),(58 94.75121),(59 95.45695),(60 95.36049),(61 96.48632),(62 96.67571),(63 96.9566),(64 96.27415),(65 96.11637),(66 95.63353),(67 95.48806),(68 95.41599),(69 95.44856),(70 95.15637),(71 94.41064),(72 94.651276),(73 94.812355),(74 94.21129),(75 94.98883),(76 94.88617),(77 93.905914),(78 94.102875),(79 94.19318),
(1 46.218487),(2 54.617184),(3 59.424366),(4 63.68842),(5 66.156586),(6 66.663475),(7 69.222046),(8 70.835815),(9 71.04017),(10 71.79878),(11 73.48924),(12 74.169846),(13 74.86631),(14 75.16326),(15 76.08894),(16 76.71506),(17 77.90832),(18 78.82638),(19 79.222725),(20 80.02417),(21 81.17032),(22 80.73687),(23 80.81611),(24 81.977264),(25 82.142265),(26 82.669525),(27 83.84894),(28 83.34041),(29 83.69376),(30 84.416794),(31 84.98317),(32 85.633484),(33 86.72344),(34 87.08789),(35 87.59986),(36 86.50649),(37 87.844986),(38 89.138626),(39 90.11298),(40 90.706635),(41 90.66084),(42 92.22135),(43 91.83239),(44 92.40278),(45 92.534164),(46 93.83559),(47 93.33379),(48 94.75703),(49 94.23716),(50 94.08362),(51 94.94996),(52 94.53014),(53 93.58215),(54 93.70108),(55 92.9896),(56 93.08652),(57 94.20795),(58 93.69468),(59 93.940994),(60 93.468544),(61 93.636955),(62 93.84549),(63 94.598206),(64 93.79294),(65 93.668365),(66 93.74166),(67 94.542984),(68 95.31378),(69 94.66188),(70 95.01115),(71 95.26818),(72 95.91292),(73 95.42038),(74 95.602646),(75 95.886505),(76 95.11992),(77 94.56033),(78 94.98263),(79 95.297676),
(1 45.635166),(2 54.58506),(3 58.794876),(4 62.258686),(5 64.78792),(6 65.63366),(7 68.86473),(8 70.904434),(9 71.41831),(10 72.48443),(11 73.914734),(12 74.753494),(13 75.18797),(14 75.56036),(15 76.54914),(16 77.556786),(17 78.17382),(18 79.32026),(19 79.80875),(20 79.79418),(21 81.10456),(22 81.122284),(23 81.19354),(24 82.47268),(25 82.817856),(26 83.05959),(27 84.493225),(28 83.56914),(29 84.02964),(30 84.87921),(31 84.720024),(32 85.35466),(33 85.55016),(34 85.74365),(35 85.67081),(36 85.550186),(37 86.02776),(38 86.242386),(39 86.98902),(40 87.48354),(41 87.63557),(42 89.2654),(43 88.740295),(44 90.08892),(45 90.855576),(46 91.13706),(47 91.617676),(48 92.43695),(49 92.33178),(50 92.616005),(51 93.30971),(52 92.50702),(53 92.754585),(54 93.001335),(55 92.607285),(56 92.36149),(57 92.29725),(58 92.68862),(59 92.92151),(60 92.43783),(61 93.18575),(62 92.79929),(63 92.644554),(64 92.50548),(65 92.371216),(66 92.87315),(67 93.448616),(68 93.0261),(69 92.480675),(70 93.35498),(71 92.439316),(72 92.53329),(73 92.36068),(74 92.65834),(75 93.399475),(76 92.00061),(77 92.61707),(78 91.85188),(79 92.16887),
(1 45.62042),(2 54.08943),(3 59.006668),(4 62.756706),(5 64.37478),(6 65.70038),(7 67.84094),(8 69.34992),(9 70.2221),(10 70.65792),(11 72.177086),(12 73.46386),(13 74.0364),(14 74.90727),(15 76.0175),(16 76.92875),(17 77.52182),(18 79.40416),(19 79.68812),(20 79.52267),(21 80.05852),(22 80.12611),(23 80.59374),(24 81.38024),(25 81.92662),(26 82.50955),(27 83.37515),(28 83.51249),(29 83.38645),(30 84.43736),(31 84.47874),(32 84.69415),(33 85.4773),(34 85.79925),(35 85.19905),(36 85.58395),(37 85.65912),(38 86.72445),(39 86.58657),(40 87.404816),(41 88.39447),(42 89.751335),(43 90.10603),(44 90.242584),(45 91.73475),(46 92.21304),(47 93.36559),(48 94.03284),(49 94.0917),(50 93.29467),(51 94.26746),(52 93.22188),(53 93.87342),(54 93.77798),(55 93.28874),(56 93.584724),(57 93.93122),(58 94.25218),(59 93.51294),(60 93.52307),(61 93.51305),(62 93.76504),(63 94.41673),(64 94.252106),(65 93.69177),(66 93.131454),(67 93.28201),(68 93.45704),(69 93.26538),(70 92.79518),(71 92.64799),(72 92.34063),(73 91.94729),(74 92.300995),(75 92.666046),(76 91.665474),(77 91.36248),(78 91.922745),(79 90.61143),
