1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18523.568),(2 42512.586),(3 62977.145),(4 106227.75),(5 136960.86),(6 168024.98),(7 196027.38),(8 221660.83),(9 251718.67),(10 283548.38),(11 311289.72),(12 334793.34),(13 369914.16),(14 399529.6),(15 428988.5),(16 456713.88),(17 490498.25),(18 520883.72),(19 556225.7),(20 588132.75),(21 624022.44),(22 677595.2),(23 727766.2),(24 768286.7),(25 857054.7),(26 916244),(27 969661.75),(28 1046093.3),(29 1120675.6),(30 1217008.5),(31 1335604),(32 1427992.9),(33 1500207.6),(34 1570289.6),(35 1624148),(36 1667196.1),(37 1711026.5),(38 1762098.6),(39 1803420.6),(40 1841187.5),(41 1841621.5),(42 1857196.4),(43 1861919.6),(44 1853774),(45 1844677.1),(46 1858994.5),(47 1854062),(48 1854667.9),(49 1861259.1),(50 1858583),(51 1839819),(52 1830258.1),(53 1796196),(54 1761803.1),(55 1726275.4),(56 1685652.4),(57 1650132),(58 1614926.5),(59 1578746),(60 1566241.5),(61 1559834.1),(62 1564459),(63 1549167.9),(64 1538498.9),(65 1532260.5),(66 1513203.4),(67 1519624.6),(68 1523360.9),(69 1605427.1),(70 1632149.1),(71 1667560.4),(72 1647562.1),(73 1669018.6),(74 1668677.9),(75 1675639),(76 1716176.6),(77 1743385.5),(78 1757084.6),(79 1824954.4),
(1 74.38502),(2 87.825836),(3 94.46032),(4 101.79859),(5 104.45477),(6 108.20762),(7 110.04961),(8 111.940796),(9 111.80282),(10 113.141716),(11 113.27967),(12 115.78653),(13 118.68623),(14 117.75639),(15 117.635956),(16 118.02691),(17 117.62939),(18 117.98253),(19 120.429535),(20 120.289154),(21 120.34469),(22 120.633125),(23 119.83619),(24 119.1159),(25 122.2506),(26 120.985115),(27 119.893936),(28 121.13333),(29 119.64586),(30 121.49096),(31 123.63408),(32 122.30438),(33 123.544495),(34 125.101875),(35 124.24807),(36 124.7757),(37 125.511246),(38 125.204666),(39 124.27677),(40 124.39241),(41 123.562836),(42 124.028786),(43 124.84088),(44 123.561676),(45 124.446396),(46 126.20602),(47 124.15797),(48 125.08941),(49 125.42728),(50 126.86528),(51 129.24992),(52 127.61158),(53 126.96917),(54 128.20024),(55 126.913734),(56 126.67637),(57 128.8938),(58 127.196556),(59 128.3158),(60 128.54428),(61 129.28131),(62 129.27702),(63 131.73079),(64 129.82199),(65 131.31648),(66 132.87228),(67 131.66722),(68 131.87518),(69 131.74478),(70 129.48587),(71 129.11081),(72 130.966),(73 129.95699),(74 130.47076),(75 130.20819),(76 128.73624),(77 128.58228),(78 129.60574),(79 128.70737),
(1 73.909355),(2 86.01731),(3 92.96726),(4 100.695335),(5 103.43962),(6 108.52713),(7 110.797226),(8 112.238754),(9 112.01512),(10 114.98424),(11 115.50915),(12 117.0213),(13 119.34098),(14 118.37686),(15 118.590034),(16 118.60518),(17 118.1883),(18 119.84122),(19 120.688416),(20 120.53623),(21 120.29666),(22 121.0888),(23 119.29502),(24 118.54653),(25 121.596016),(26 119.58947),(27 119.90929),(28 120.49629),(29 120.08598),(30 120.49981),(31 124.32601),(32 122.136826),(33 123.35933),(34 124.60122),(35 123.240776),(36 122.4097),(37 124.65826),(38 122.77435),(39 122.4212),(40 122.66378),(41 121.08843),(42 121.64176),(43 123.04303),(44 122.91017),(45 123.53431),(46 124.869255),(47 125.2509),(48 128.36589),(49 127.77846),(50 128.41498),(51 130.58209),(52 129.2006),(53 128.84404),(54 132.22943),(55 129.23944),(56 130.24957),(57 130.82297),(58 129.17067),(59 130.87039),(60 132.07426),(61 129.72525),(62 131.356),(63 134.52275),(64 133.44843),(65 134.21799),(66 136.31052),(67 135.17497),(68 136.01247),(69 135.68001),(70 132.67796),(71 132.33667),(72 132.1498),(73 131.23222),(74 131.28366),(75 132.35025),(76 129.73482),(77 131.07892),(78 132.03893),(79 131.51433),
(1 73.12747),(2 85.05951),(3 92.41766),(4 99.16345),(5 101.6846),(6 104.65),(7 108.761986),(8 109.36372),(9 109.14165),(10 112.600334),(11 112.68485),(12 113.28032),(13 115.446304),(14 115.05462),(15 114.484604),(16 115.15046),(17 113.775314),(18 114.51762),(19 116.93847),(20 116.23521),(21 116.13861),(22 117.92796),(23 115.55486),(24 115.20224),(25 117.89984),(26 116.309166),(27 116.25527),(28 117.17398),(29 117.22507),(30 117.09851),(31 118.3377),(32 117.94378),(33 118.6565),(34 121.44592),(35 120.38268),(36 121.77656),(37 122.56091),(38 121.68768),(39 121.022354),(40 122.25491),(41 121.102104),(42 120.96055),(43 123.18178),(44 121.79864),(45 123.757065),(46 124.04072),(47 124.21334),(48 125.982),(49 126.00483),(50 125.62357),(51 127.28419),(52 126.26304),(53 126.72795),(54 127.645515),(55 126.367775),(56 126.97466),(57 126.56019),(58 125.8069),(59 126.307045),(60 127.87369),(61 128.48245),(62 129.15749),(63 129.70729),(64 128.09766),(65 129.2828),(66 131.99553),(67 131.76396),(68 130.61066),(69 132.3062),(70 129.52513),(71 129.25415),(72 130.2616),(73 129.20456),(74 130.45348),(75 130.16603),(76 127.90238),(77 129.40787),(78 129.63438),(79 127.26314),
(1 71.96456),(2 84.02111),(3 91.81908),(4 98.03533),(5 100.41091),(6 104.79089),(7 108.01597),(8 109.29473),(9 109.19313),(10 111.04706),(11 112.32991),(12 114.376785),(13 116.42752),(14 115.64882),(15 115.513466),(16 117.25968),(17 115.984314),(18 115.34279),(19 116.37041),(20 115.2923),(21 115.47638),(22 117.30351),(23 115.95018),(24 115.09636),(25 116.59078),(26 116.17883),(27 115.24506),(28 117.13705),(29 115.76085),(30 117.610344),(31 118.12701),(32 118.34925),(33 118.87404),(34 120.35491),(35 120.661354),(36 120.53245),(37 120.62281),(38 120.30086),(39 121.05538),(40 120.90384),(41 119.91078),(42 119.94907),(43 120.89456),(44 120.415215),(45 121.91688),(46 121.80854),(47 123.6148),(48 124.34346),(49 123.3042),(50 124.247856),(51 125.998116),(52 125.3102),(53 126.39427),(54 128.52737),(55 124.95693),(56 125.757515),(57 125.295204),(58 124.00652),(59 126.31207),(60 127.01905),(61 126.33266),(62 126.3624),(63 128.22475),(64 127.33467),(65 128.09766),(66 131.01563),(67 129.39806),(68 130.89456),(69 129.67625),(70 128.22975),(71 127.0344),(72 129.92389),(73 129.18692),(74 128.80583),(75 128.35477),(76 127.22206),(77 128.04855),(78 128.32927),(79 126.69313),
(1 72.13331),(2 84.04452),(3 91.49565),(4 98.53767),(5 100.53039),(6 102.64071),(7 105.9067),(8 107.97735),(9 108.00735),(10 108.89478),(11 109.813286),(12 110.611595),(13 112.90493),(14 113.86741),(15 114.39269),(16 116.31479),(17 115.09944),(18 115.461845),(19 115.47434),(20 115.28848),(21 114.83336),(22 116.29999),(23 115.16288),(24 113.89202),(25 115.59126),(26 114.35536),(27 114.412415),(28 115.60187),(29 114.73778),(30 116.28241),(31 117.35891),(32 117.64913),(33 117.16237),(34 119.485535),(35 119.164215),(36 119.96573),(37 119.51357),(38 119.63422),(39 118.384995),(40 120.059715),(41 119.687546),(42 118.885704),(43 119.48242),(44 119.30275),(45 120.13265),(46 120.67452),(47 122.12193),(48 122.86565),(49 121.916916),(50 122.215195),(51 125.26264),(52 122.54281),(53 122.55903),(54 123.92846),(55 122.417885),(56 122.4933),(57 123.168755),(58 120.872345),(59 122.77255),(60 122.50356),(61 122.446915),(62 123.03003),(63 124.9528),(64 123.98361),(65 126.13315),(66 127.797035),(67 126.62218),(68 127.096176),(69 127.290794),(70 125.41735),(71 124.39944),(72 126.27634),(73 126.84302),(74 126.22598),(75 126.353096),(76 125.841896),(77 124.861824),(78 127.08516),(79 126.028625),
(1 71.08567),(2 82.001175),(3 89.12288),(4 97.61256),(5 100.85449),(6 103.7146),(7 106.26591),(8 107.92028),(9 108.877525),(10 109.9091),(11 109.8429),(12 110.31013),(13 112.369354),(14 112.41858),(15 112.19583),(16 114.5831),(17 112.833145),(18 113.50795),(19 115.24683),(20 114.41983),(21 113.85208),(22 116.58181),(23 113.97063),(24 112.37358),(25 114.177155),(26 114.52737),(27 113.04321),(28 114.13001),(29 113.85481),(30 114.80392),(31 116.24832),(32 117.19726),(33 116.7855),(34 118.46426),(35 118.389114),(36 118.4123),(37 119.24819),(38 118.89371),(39 117.767586),(40 120.014404),(41 118.53165),(42 118.18379),(43 117.15878),(44 116.67319),(45 116.74537),(46 118.428276),(47 118.88331),(48 118.26145),(49 117.34346),(50 119.089165),(51 122.45845),(52 119.73204),(53 119.87846),(54 121.95994),(55 121.42448),(56 122.06792),(57 123.083336),(58 120.843376),(59 121.91831),(60 121.731926),(61 120.82502),(62 121.33301),(63 123.368645),(64 122.72228),(65 123.300545),(66 125.97711),(67 126.05231),(68 126.2211),(69 126.26145),(70 125.33196),(71 125.67346),(72 126.134125),(73 124.87631),(74 124.17184),(75 123.76074),(76 122.29819),(77 122.391975),(78 123.517235),(79 123.92761),
(1 69.569176),(2 81.0797),(3 88.61154),(4 95.27006),(5 98.21279),(6 102.7093),(7 105.45947),(8 106.68259),(9 107.846),(10 110.537384),(11 110.40169),(12 110.4244),(13 112.344284),(14 111.61509),(15 111.63306),(16 113.28835),(17 112.18531),(18 113.09327),(19 114.306496),(20 112.56854),(21 112.63226),(22 114.965546),(23 113.44907),(24 113.76348),(25 114.78267),(26 114.20518),(27 114.25432),(28 116.12883),(29 116.442795),(30 116.22981),(31 116.42261),(32 117.17346),(33 116.39965),(34 118.197044),(35 118.10511),(36 118.848755),(37 119.467865),(38 118.6179),(39 117.94608),(40 120.53165),(41 119.37474),(42 119.137634),(43 119.01436),(44 118.38405),(45 119.632385),(46 120.10683),(47 120.88117),(48 120.89506),(49 120.63059),(50 121.55163),(51 123.81158),(52 121.90205),(53 121.743965),(54 124.164986),(55 121.65711),(56 120.94449),(57 121.257965),(58 119.7722),(59 120.77297),(60 121.37598),(61 121.41382),(62 121.71762),(63 123.25618),(64 123.5102),(65 123.132774),(66 125.51797),(67 126.3828),(68 125.05061),(69 127.45288),(70 126.243805),(71 124.8957),(72 125.16508),(73 123.10223),(74 123.18849),(75 124.44151),(76 122.89147),(77 124.32855),(78 124.48726),(79 122.60568),
(1 67.78177),(2 78.92186),(3 85.87936),(4 92.83562),(5 96.812325),(6 99.55269),(7 102.69083),(8 103.67309),(9 105.484955),(10 106.54841),(11 105.5812),(12 106.72573),(13 108.18181),(14 107.30922),(15 107.07112),(16 108.59942),(17 107.36368),(18 109.50635),(19 111.48864),(20 109.06464),(21 109.58871),(22 112.10129),(23 110.41205),(24 109.8082),(25 110.327),(26 109.5322),(27 109.286194),(28 109.91416),(29 109.31877),(30 110.02137),(31 111.524734),(32 111.506424),(33 110.709885),(34 112.06043),(35 113.18848),(36 112.62875),(37 113.90942),(38 111.715706),(39 112.156685),(40 114.09302),(41 112.985344),(42 113.24783),(43 114.579094),(44 112.60734),(45 113.17522),(46 114.01758),(47 113.48943),(48 114.09198),(49 114.57372),(50 115.49105),(51 117.44118),(52 117.30686),(53 116.21407),(54 118.07649),(55 116.28834),(56 117.71123),(57 117.18007),(58 116.97043),(59 118.18121),(60 118.91121),(61 118.67081),(62 118.14378),(63 120.60132),(64 118.59283),(65 119.79315),(66 122.09354),(67 121.928535),(68 122.55313),(69 123.29174),(70 122.46651),(71 122.46747),(72 123.44488),(73 122.37758),(74 122.083046),(75 122.43759),(76 121.09769),(77 120.91605),(78 122.07431),(79 121.32034),
(1 67.34046),(2 78.81375),(3 85.454636),(4 92.99887),(5 95.88823),(6 98.68366),(7 101.696655),(8 102.121796),(9 104.11956),(10 106.236374),(11 106.314926),(12 107.70268),(13 109.49801),(14 110.01864),(15 109.49026),(16 110.01299),(17 109.80201),(18 110.3328),(19 111.97277),(20 110.72641),(21 110.729034),(22 111.78644),(23 109.56613),(24 108.85029),(25 110.26064),(26 110.14651),(27 108.93461),(28 109.82222),(29 109.36065),(30 109.11066),(31 113.25775),(32 112.51478),(33 111.799706),(34 113.15836),(35 114.40158),(36 114.56268),(37 115.43687),(38 114.33594),(39 115.131),(40 116.669334),(41 117.17473),(42 117.82103),(43 118.59743),(44 116.04508),(45 115.67665),(46 115.66124),(47 116.2927),(48 116.948135),(49 118.09139),(50 118.35855),(51 119.92689),(52 117.58031),(53 116.70315),(54 118.54836),(55 116.301674),(56 116.39785),(57 117.56234),(58 116.55545),(59 117.47217),(60 118.60088),(61 118.77486),(62 117.33628),(63 119.9666),(64 118.609055),(65 119.402145),(66 123.14781),(67 122.231865),(68 123.333496),(69 123.2275),(70 122.861534),(71 122.51166),(72 122.74317),(73 122.964424),(74 122.949356),(75 124.564255),(76 123.38391),(77 123.428055),(78 124.31759),(79 123.70611),
(1 66.44861),(2 77.87099),(3 84.07609),(4 89.77025),(5 92.87372),(6 96.08586),(7 99.52209),(8 100.21524),(9 101.00064),(10 103.0377),(11 102.98065),(12 103.54159),(13 105.45613),(14 105.43008),(15 104.68701),(16 105.996376),(17 106.14485),(18 106.11839),(19 106.43106),(20 106.085915),(21 105.96486),(22 106.773636),(23 105.35476),(24 105.172195),(25 106.87587),(26 107.2103),(27 104.87158),(28 107.30755),(29 106.90327),(30 106.282425),(31 108.44776),(32 107.67822),(33 107.82803),(34 109.48964),(35 108.669426),(36 110.20117),(37 111.63295),(38 109.64625),(39 109.615),(40 110.811806),(41 109.86027),(42 110.37096),(43 111.42435),(44 109.93351),(45 110.215),(46 110.70735),(47 111.12257),(48 112.036606),(49 111.100845),(50 111.86628),(51 114.962814),(52 113.72418),(53 112.85303),(54 113.82325),(55 112.621),(56 112.49642),(57 112.747086),(58 111.98461),(59 112.712234),(60 113.97945),(61 113.65091),(62 113.16161),(63 115.94547),(64 114.75082),(65 115.14571),(66 116.76444),(67 117.40336),(68 117.011375),(69 117.67022),(70 117.09591),(71 117.14728),(72 117.886185),(73 117.151474),(74 118.01586),(75 118.87187),(76 119.37034),(77 117.89615),(78 119.18093),(79 118.59926),
(1 65.8533),(2 76.24787),(3 83.86618),(4 90.46575),(5 92.69097),(6 96.2318),(7 98.65067),(8 99.46327),(9 100.85181),(10 102.522),(11 103.57913),(12 103.96931),(13 105.580734),(14 105.66795),(15 104.639275),(16 107.13123),(17 107.040504),(18 107.64426),(19 107.72449),(20 107.58038),(21 107.09571),(22 109.11368),(23 107.60978),(24 105.82494),(25 107.99861),(26 107.09384),(27 107.05946),(28 108.34594),(29 107.95638),(30 108.47248),(31 109.63709),(32 109.663155),(33 109.78176),(34 111.24998),(35 111.04947),(36 110.68437),(37 112.906296),(38 112.64),(39 113.04082),(40 114.006905),(41 113.88193),(42 113.96224),(43 114.4898),(44 113.75797),(45 114.46402),(46 114.57772),(47 114.75202),(48 115.05714),(49 113.518074),(50 115.08605),(51 116.859215),(52 115.79521),(53 115.0116),(54 116.92977),(55 115.08756),(56 114.82624),(57 116.58422),(58 115.6896),(59 115.098114),(60 116.37291),(61 115.1646),(62 115.367485),(63 117.39546),(64 116.470955),(65 116.94023),(66 117.59695),(67 118.56611),(68 118.85744),(69 119.56351),(70 119.16361),(71 118.50794),(72 119.46628),(73 118.81334),(74 119.31655),(75 119.589836),(76 119.72087),(77 118.669846),(78 120.92724),(79 119.645676),
(1 65.895805),(2 75.24987),(3 82.55062),(4 88.0638),(5 90.463524),(6 93.67399),(7 95.86707),(8 96.970406),(9 98.63027),(10 99.549706),(11 100.27584),(12 101.02461),(13 102.975716),(14 102.93335),(15 103.59078),(16 105.33856),(17 105.14784),(18 105.19139),(19 106.18443),(20 105.30861),(21 104.74587),(22 106.00502),(23 106.54156),(24 104.6078),(25 106.31771),(26 104.67727),(27 104.25829),(28 106.20269),(29 105.622925),(30 106.10445),(31 108.24649),(32 107.60106),(33 107.600555),(34 109.03395),(35 108.710846),(36 108.21179),(37 110.81674),(38 109.67974),(39 109.20481),(40 108.53063),(41 109.15521),(42 110.44804),(43 111.468704),(44 110.739586),(45 111.70898),(46 112.82248),(47 112.29833),(48 113.74148),(49 112.230316),(50 112.65773),(51 113.61244),(52 113.27208),(53 113.07527),(54 114.66452),(55 112.94456),(56 112.3104),(57 112.80621),(58 111.648506),(59 112.277954),(60 113.134056),(61 113.86799),(62 113.55438),(63 115.39594),(64 115.30616),(65 115.61193),(66 117.18223),(67 117.22949),(68 117.49767),(69 117.90628),(70 116.82541),(71 116.87502),(72 117.23138),(73 117.38556),(74 116.57661),(75 117.36162),(76 116.757835),(77 116.03326),(78 116.37919),(79 116.061386),
(1 65.8692),(2 74.92338),(3 82.44554),(4 88.48948),(5 91.27751),(6 94.17943),(7 96.55294),(8 97.59251),(9 98.668304),(10 100.116425),(11 99.92916),(12 101.27924),(13 102.33513),(14 102.34359),(15 102.94404),(16 104.53374),(17 103.11268),(18 103.2755),(19 104.19198),(20 103.06794),(21 102.284096),(22 103.68522),(23 103.723045),(24 102.79958),(25 104.32944),(26 103.30444),(27 104.25075),(28 106.01659),(29 105.6788),(30 104.95665),(31 107.22844),(32 107.45427),(33 107.82913),(34 108.71139),(35 108.37988),(36 109.00508),(37 109.7037),(38 108.69347),(39 110.0447),(40 110.20909),(41 110.01278),(42 109.64602),(43 109.56521),(44 109.88217),(45 111.42409),(46 111.900276),(47 112.08349),(48 112.87527),(49 112.13408),(50 112.73095),(51 113.740685),(52 113.07539),(53 112.29006),(54 114.11858),(55 111.20471),(56 112.01665),(57 113.19933),(58 111.70557),(59 111.83728),(60 113.65177),(61 113.138855),(62 112.66346),(63 114.878075),(64 112.68256),(65 112.214836),(66 113.50927),(67 113.301926),(68 113.61129),(69 115.67924),(70 113.97446),(71 113.78237),(72 113.91943),(73 113.52066),(74 114.53142),(75 114.01718),(76 113.463005),(77 113.75678),(78 115.66622),(79 114.52778),
(1 65.20298),(2 74.99101),(3 82.1053),(4 88.33904),(5 91.97269),(6 94.78085),(7 96.8285),(8 97.646),(9 99.05042),(10 100.12251),(11 99.34268),(12 100.7599),(13 103.05895),(14 102.39334),(15 102.857086),(16 103.80336),(17 103.8341),(18 104.06236),(19 104.81974),(20 104.36705),(21 104.21576),(22 106.48372),(23 104.68247),(24 102.96376),(25 104.13828),(26 103.317894),(27 104.23192),(28 104.692856),(29 103.832436),(30 103.27472),(31 106.07474),(32 105.85228),(33 107.02249),(34 108.52903),(35 108.27588),(36 109.38052),(37 109.75083),(38 109.90085),(39 110.398674),(40 110.132416),(41 110.41198),(42 110.660164),(43 110.51606),(44 110.397865),(45 112.02172),(46 113.43402),(47 112.2147),(48 112.415245),(49 112.29824),(50 112.78201),(51 114.23029),(52 112.27967),(53 112.56153),(54 113.39062),(55 112.08812),(56 111.933136),(57 113.96022),(58 112.93544),(59 113.23762),(60 114.5401),(61 114.78764),(62 115.373055),(63 116.61726),(64 114.14619),(65 114.06132),(66 115.02039),(67 114.87534),(68 114.95308),(69 116.476036),(70 114.20266),(71 114.45809),(72 114.504845),(73 114.09475),(74 113.981155),(75 114.08709),(76 112.54725),(77 115.00899),(78 115.62908),(79 115.08636),
(1 63.633286),(2 73.67011),(3 80.500626),(4 88.059074),(5 90.21838),(6 93.496735),(7 94.98038),(8 95.16917),(9 96.00635),(10 96.68017),(11 97.743965),(12 98.62936),(13 101.155174),(14 101.2544),(15 101.73102),(16 103.25872),(17 103.18742),(18 103.87021),(19 104.45095),(20 105.20647),(21 104.25641),(22 107.002365),(23 105.04514),(24 103.7479),(25 103.94275),(26 103.62256),(27 103.66915),(28 103.661385),(29 103.638535),(30 103.25679),(31 105.42711),(32 104.603096),(33 106.05621),(34 107.381714),(35 107.246185),(36 107.42632),(37 108.190834),(38 108.09095),(39 108.14523),(40 107.4286),(41 108.20378),(42 109.31676),(43 108.77551),(44 109.156685),(45 108.55055),(46 109.37884),(47 108.99275),(48 110.02278),(49 110.03712),(50 110.894516),(51 111.51112),(52 110.085236),(53 110.29775),(54 111.82188),(55 110.80843),(56 110.78164),(57 111.852715),(58 111.37926),(59 111.81252),(60 111.84127),(61 112.27293),(62 112.680534),(63 113.638794),(64 112.95876),(65 113.99974),(66 115.96183),(67 114.576744),(68 114.64667),(69 113.838005),(70 113.32031),(71 113.32695),(72 113.28566),(73 112.77551),(74 112.88072),(75 112.88736),(76 111.83341),(77 112.27106),(78 113.13673),(79 112.5339),
(1 62.355865),(2 72.25851),(3 79.376945),(4 86.31828),(5 89.192726),(6 91.98063),(7 93.38614),(8 94.57203),(9 95.2838),(10 96.82511),(11 97.54678),(12 98.23468),(13 100.97056),(14 100.4322),(15 100.28132),(16 102.22106),(17 100.884056),(18 101.26516),(19 101.90069),(20 101.74271),(21 102.17774),(22 103.78862),(23 102.149796),(24 100.52482),(25 101.423676),(26 100.82034),(27 99.34468),(28 100.5437),(29 100.27173),(30 99.83386),(31 102.15906),(32 102.348755),(33 102.9051),(34 105.19326),(35 105.20616),(36 105.35561),(37 106.63477),(38 106.42662),(39 106.40988),(40 107.16616),(41 106.22046),(42 105.97313),(43 107.15097),(44 106.982475),(45 106.40815),(46 108.23465),(47 108.16738),(48 109.00307),(49 109.1642),(50 109.80469),(51 110.72736),(52 109.12938),(53 109.12884),(54 110.2874),(55 108.366325),(56 108.51163),(57 109.058586),(58 108.39333),(59 108.241066),(60 109.529076),(61 108.97846),(62 109.61946),(63 111.326645),(64 110.000755),(65 110.95282),(66 111.27632),(67 110.59876),(68 111.28198),(69 112.08084),(70 110.986404),(71 111.19636),(72 110.922),(73 110.97216),(74 111.34515),(75 111.28654),(76 110.35376),(77 109.16572),(78 110.85423),(79 110.02343),
(1 62.803867),(2 72.68271),(3 79.0919),(4 85.08549),(5 88.28348),(6 91.45351),(7 93.643524),(8 95.774284),(9 95.91554),(10 98.42541),(11 98.81668),(12 99.910355),(13 102.106514),(14 101.73058),(15 101.68838),(16 103.53064),(17 102.348564),(18 102.25979),(19 102.08485),(20 100.99228),(21 101.88988),(22 103.00187),(23 101.590775),(24 99.67412),(25 102.10048),(26 100.6073),(27 99.671974),(28 100.31574),(29 100.02297),(30 99.9656),(31 101.947876),(32 102.38276),(33 101.82545),(34 103.23067),(35 104.06035),(36 104.00854),(37 104.42124),(38 103.91735),(39 104.2818),(40 104.62226),(41 103.56117),(42 103.16287),(43 104.7144),(44 104.128944),(45 104.461235),(46 106.46991),(47 106.359116),(48 107.32865),(49 106.29994),(50 108.02348),(51 109.321014),(52 106.824005),(53 107.55087),(54 108.93697),(55 108.96923),(56 108.547134),(57 109.672455),(58 108.2306),(59 108.752686),(60 109.05323),(61 109.07173),(62 110.02475),(63 110.84316),(64 110.20873),(65 111.91629),(66 112.33809),(67 111.79864),(68 111.820526),(69 111.37669),(70 110.996544),(71 111.17915),(72 110.54211),(73 110.222565),(74 110.829956),(75 109.72678),(76 109.69307),(77 109.807686),(78 111.263855),(79 111.212166),
