1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1306386.6),(2 5049089.5),(3 10915511),(4 18755298),(5 28415296),(6 39672132),(7 52085584),(8 65021804),(9 78349590),(10 91766456),(11 105001220),(12 118114330),(13 130866470),(14 142863180),(15 154168880),(16 164140690),(17 172559150),(18 179663280),(19 185959540),(20 191470900),(21 196615380),(22 200769390),(23 203483200),(24 205344210),(25 206371920),(26 207232910),(27 207567230),(28 208125760),(29 209801360),(30 212742740),(31 217633800),(32 224126130),(33 232593840),(34 242624300),(35 253866580),(36 266103980),(37 280142240),(38 295483360),(39 312582180),(40 331245300),(41 351621600),(42 373300480),(43 395562980),(44 418511000),(45 441426080),(46 463030800),(47 483317980),(48 503121820),(49 521675420),(50 539294700),(51 556124500),(52 571370000),(53 585157500),(54 599178050),(55 613417100),(56 625465100),(57 636627700),(58 647760830),(59 659668100),(60 670816000),(61 682307650),(62 693661600),(63 704688800),(64 716836900),(65 729156700),(66 741724400),(67 755087550),(68 768519200),(69 780708540),(70 791155800),(71 800616640),(72 808709400),(73 816372030),(74 821957440),(75 824529600),(76 825061200),(77 823128640),(78 819535940),(79 814686500),
(1 1076530.3),(2 4132932.8),(3 9076627),(4 15759082),(5 24093980),(6 33836636),(7 44735188),(8 56324736),(9 68536184),(10 81154930),(11 93924696),(12 106973760),(13 120561896),(14 134305970),(15 148560940),(16 162621260),(17 176350900),(18 189804930),(19 203078880),(20 216322860),(21 229922260),(22 243498110),(23 256894030),(24 270031600),(25 283293860),(26 296853440),(27 309357730),(28 321313630),(29 333367200),(30 345301660),(31 357208220),(32 369397060),(33 382898500),(34 397810780),(35 413455200),(36 430053200),(37 446955330),(38 464048540),(39 480740300),(40 496364200),(41 511545500),(42 526169000),(43 540217100),(44 553089400),(45 565347200),(46 576181800),(47 586144640),(48 596439230),(49 606165300),(50 615594900),(51 624734000),(52 632662460),(53 639455550),(54 645168800),(55 649357800),(56 650602050),(57 649808960),(58 647163970),(59 644151000),(60 640644400),(61 637432800),(62 634795400),(63 632581600),(64 631475100),(65 631112500),(66 631605950),(67 633143000),(68 635166340),(69 636571840),(70 637366140),(71 637409150),(72 636818300),(73 635479360),(74 632572000),(75 628013950),(76 622253250),(77 614782800),(78 605809300),(79 596136960),
(1 729163.06),(2 2829985.8),(3 6194525.5),(4 10681154),(5 16100855),(6 22286844),(7 29303704),(8 36674410),(9 44372190),(10 52249056),(11 60156148),(12 67978760),(13 75795830),(14 83377624),(15 90770584),(16 98112730),(17 105327850),(18 112183016),(19 118713000),(20 125252250),(21 131586820),(22 137508200),(23 142813940),(24 147766100),(25 152481070),(26 156892480),(27 160572780),(28 163614990),(29 166526770),(30 169595890),(31 173122420),(32 176765660),(33 181017580),(34 186282770),(35 192592780),(36 199696700),(37 207126910),(38 214634700),(39 220926700),(40 225960200),(41 229490320),(42 231656530),(43 233226940),(44 234531330),(45 235570900),(46 236315180),(47 237467060),(48 239229440),(49 241147400),(50 243314610),(51 245607740),(52 247335380),(53 248644860),(54 249963000),(55 250695120),(56 249595540),(57 247803700),(58 245838460),(59 243830100),(60 241853740),(61 240046600),(62 238382130),(63 237210500),(64 237031800),(65 237195650),(66 237987520),(67 239048980),(68 240687360),(69 242721660),(70 244996270),(71 247859630),(72 251443180),(73 255929420),(74 261116590),(75 267470720),(76 274681340),(77 282026400),(78 289908770),(79 298088670),
(1 1104709.6),(2 4220640),(3 9117819),(4 15594631),(5 23555008),(6 32937110),(7 43676080),(8 55524196),(9 68196640),(10 81335110),(11 94517816),(12 107617500),(13 120546230),(14 132994270),(15 145276960),(16 157027790),(17 168633660),(18 179366380),(19 189166670),(20 198615100),(21 207710800),(22 216115940),(23 223879540),(24 230927360),(25 237337020),(26 243251170),(27 248487360),(28 253147060),(29 257181810),(30 260693390),(31 264124500),(32 267118080),(33 269815740),(34 272240130),(35 275500200),(36 278924740),(37 282468800),(38 286154940),(39 289426980),(40 292329630),(41 294574080),(42 295983070),(43 297064160),(44 297631300),(45 297576830),(46 297195300),(47 296638140),(48 295389600),(49 293149470),(50 290400320),(51 287186750),(52 283898750),(53 280486460),(54 276846430),(55 272695800),(56 267794180),(57 262445540),(58 257156100),(59 251671840),(60 246012200),(61 240017630),(62 233623900),(63 227096540),(64 220565120),(65 213861180),(66 207185810),(67 200801300),(68 195250480),(69 190261860),(70 185973840),(71 182135100),(72 178581310),(73 175594640),(74 173368640),(75 172148220),(76 171665980),(77 171737120),(78 172147710),(79 172513170),
(1 1116988.5),(2 4161955.3),(3 8760987),(4 14663633),(5 21650654),(6 29561346),(7 38397456),(8 48101176),(9 58563856),(10 69526530),(11 80878080),(12 92430570),(13 103788616),(14 115012936),(15 125995336),(16 136362240),(17 146196240),(18 155316180),(19 163795820),(20 171889250),(21 179316340),(22 186089100),(23 192111200),(24 197379120),(25 201960980),(26 206054000),(27 209399090),(28 212206340),(29 214455790),(30 215827520),(31 216370340),(32 215779820),(33 214434770),(34 212385740),(35 209558290),(36 206183330),(37 203033300),(38 200405660),(39 197685760),(40 194405000),(41 190467980),(42 186073870),(43 181497550),(44 176772180),(45 171895600),(46 167119870),(47 162471790),(48 157477440),(49 152461730),(50 147703090),(51 143154450),(52 139182830),(53 135764640),(54 132851870),(55 130390220),(56 128440680),(57 127074250),(58 126071670),(59 125084750),(60 124257720),(61 123588536),(62 122808400),(63 122057520),(64 121399990),(65 120906984),(66 120648010),(67 120736490),(68 121376160),(69 122488240),(70 124033280),(71 126064900),(72 128594504),(73 131788800),(74 135174030),(75 138973200),(76 143124670),(77 147200940),(78 150822580),(79 153841780),
(1 1044640.8),(2 4017702),(3 8607081),(4 14489192),(5 21350344),(6 28867430),(7 36928656),(8 45146264),(9 53220860),(10 60997964),(11 68312900),(12 74953550),(13 80504700),(14 84970770),(15 88494480),(16 91501620),(17 93918890),(18 95761400),(19 97295030),(20 98717170),(21 100036220),(22 101183784),(23 101853390),(24 102214550),(25 102483850),(26 102841160),(27 103383610),(28 104082050),(29 104934320),(30 105734030),(31 106559700),(32 107221980),(33 107689730),(34 107883780),(35 107984590),(36 108249550),(37 108564340),(38 109429590),(39 110805910),(40 112410450),(41 114041970),(42 115876350),(43 117631896),(44 119490024),(45 121439590),(46 123193200),(47 124928560),(48 126583180),(49 128126056),(50 129457540),(51 130524184),(52 131315050),(53 131607300),(54 131361770),(55 130878230),(56 130322070),(57 130072110),(58 130029224),(59 129962024),(60 130298776),(61 130681384),(62 131000470),(63 131160984),(64 131213976),(65 131029210),(66 130490240),(67 129275624),(68 127389976),(69 125129170),(70 122628696),(71 120046270),(72 117394664),(73 114885170),(74 112496536),(75 110416616),(76 108635200),(77 106944690),(78 105228376),(79 103581290),
(1 800254.9),(2 2957589.5),(3 6153131.5),(4 10192580),(5 14886348),(6 20116550),(7 25810908),(8 31800040),(9 37958304),(10 44301668),(11 50870840),(12 57754052),(13 64570052),(14 71304840),(15 77941200),(16 84293840),(17 90207870),(18 95671800),(19 100580500),(20 104749816),(21 108090760),(22 110835040),(23 112818380),(24 114194260),(25 115362570),(26 115999390),(27 116587850),(28 116849144),(29 116679350),(30 116263170),(31 115360170),(32 114319220),(33 112595670),(34 110569430),(35 108083496),(36 105447800),(37 103114380),(38 100945720),(39 98499270),(40 95965040),(41 93597870),(42 91331670),(43 89205370),(44 87377864),(45 85933400),(46 84971656),(47 84596690),(48 84513800),(49 84769780),(50 85375620),(51 86168904),(52 87074080),(53 88448170),(54 90141230),(55 92012200),(56 94098136),(57 96422290),(58 98890740),(59 101053680),(60 102898900),(61 104161440),(62 105034320),(63 105520424),(64 105507570),(65 105238050),(66 104644230),(67 103581170),(68 102072720),(69 100020050),(70 97440090),(71 94309420),(72 91096504),(73 87814500),(74 84615200),(75 81303090),(76 78035360),(77 74973390),(78 72427256),(79 70506740),
(1 709794.4),(2 2648717.8),(3 5543047),(4 9145935),(5 13249600),(6 17661694),(7 22247050),(8 26876682),(9 31427070),(10 35835320),(11 40168316),(12 44477780),(13 48735104),(14 52712804),(15 56562500),(16 60130920),(17 63399296),(18 66228504),(19 68520344),(20 69905000),(21 70794340),(22 71225170),(23 71188456),(24 70950660),(25 70172456),(26 69328880),(27 68467160),(28 67479030),(29 66287204),(30 65002230),(31 63868664),(32 62766216),(33 61809624),(34 60967468),(35 60356290),(36 60004812),(37 59659080),(38 59169916),(39 58519244),(40 57936060),(41 57432320),(42 56950464),(43 56515644),(44 56156150),(45 55996416),(46 56053890),(47 56264772),(48 56521332),(49 56670292),(50 56679170),(51 56390100),(52 55996040),(53 55542570),(54 55050500),(55 54519184),(56 54038444),(57 53678970),(58 53573016),(59 53668796),(60 53852680),(61 54220500),(62 55083596),(63 56584036),(64 58776530),(65 61403776),(66 64225396),(67 67222984),(68 70419896),(69 73656390),(70 76734900),(71 79339450),(72 81541290),(73 83271170),(74 84766870),(75 85908460),(76 86832056),(77 87544090),(78 88458570),(79 89627544),
(1 770400.94),(2 2812339.5),(3 5696020.5),(4 9212493),(5 13139618),(6 17276412),(7 21492454),(8 25631782),(9 29450896),(10 32973232),(11 36374492),(12 39529744),(13 42178228),(14 44303988),(15 45911804),(16 47311308),(17 48535450),(18 49665616),(19 50686868),(20 51532496),(21 52208148),(22 52755260),(23 53206220),(24 53562010),(25 53988148),(26 54281490),(27 54269190),(28 53802390),(29 52915336),(30 51730212),(31 50406068),(32 48886010),(33 47438984),(34 46146176),(35 44977030),(36 43998788),(37 43338030),(38 42863188),(39 42343464),(40 41605464),(41 40812956),(42 40141440),(43 39734180),(44 39523668),(45 39591810),(46 39663316),(47 39665064),(48 39627730),(49 39577900),(50 39533664),(51 39455870),(52 39344372),(53 39194456),(54 38953904),(55 38605900),(56 38349644),(57 38204028),(58 38086920),(59 37924400),(60 37654210),(61 37441630),(62 37094092),(63 36727544),(64 36509560),(65 36252150),(66 36008430),(67 35717564),(68 35459870),(69 35183496),(70 34953772),(71 34803700),(72 34748150),(73 34899508),(74 35255332),(75 35826636),(76 36537868),(77 37377676),(78 38307916),(79 39343990),
(1 682664.06),(2 2406829.8),(3 4749065),(4 7494597.5),(5 10514131),(6 13549415),(7 16466222),(8 19088922),(9 21324630),(10 23088060),(11 24489184),(12 25585172),(13 26392872),(14 27061216),(15 27606840),(16 28114440),(17 28657872),(18 29103708),(19 29360650),(20 29532412),(21 29600430),(22 29728064),(23 29865916),(24 30167730),(25 30599688),(26 31384952),(27 32301230),(28 33263324),(29 34347570),(30 35534264),(31 36820880),(32 37904932),(33 39064510),(34 40223716),(35 41213476),(36 41992430),(37 42480720),(38 42803200),(39 43147770),(40 43189760),(41 42857784),(42 42366904),(43 41880576),(44 41441984),(45 41055884),(46 40608972),(47 40135084),(48 39725530),(49 39510356),(50 39519404),(51 39600170),(52 39457730),(53 39066664),(54 38494452),(55 37918536),(56 37370236),(57 36783376),(58 36148164),(59 35644236),(60 35225468),(61 35015944),(62 34893810),(63 34837804),(64 34963064),(65 35159984),(66 35411804),(67 35777040),(68 36264124),(69 36791516),(70 37367744),(71 37816840),(72 38175340),(73 38513290),(74 38835236),(75 39096660),(76 39133784),(77 38973630),(78 38669588),(79 38096304),
(1 655592.56),(2 2292245.5),(3 4486740),(4 6966149.5),(5 9593719),(6 12328841),(7 15150020),(8 17870366),(9 20363012),(10 22707472),(11 24919728),(12 26982768),(13 28734226),(14 30146252),(15 31223582),(16 32171012),(17 33003942),(18 33696292),(19 34150284),(20 34348296),(21 34385932),(22 34348932),(23 34301036),(24 34239188),(25 34128400),(26 34120870),(27 34068788),(28 33958264),(29 33738520),(30 33475986),(31 33256072),(32 33252284),(33 33569188),(34 34177196),(35 35110024),(36 35963136),(37 36444704),(38 36791860),(39 37146460),(40 37441176),(41 37647476),(42 37786204),(43 37853816),(44 37788064),(45 37505332),(46 36996976),(47 36217908),(48 35191920),(49 34115490),(50 33027320),(51 31906064),(52 30796648),(53 29723648),(54 28716592),(55 27770716),(56 26827234),(57 25918002),(58 25120700),(59 24537130),(60 24043504),(61 23654614),(62 23467216),(63 23631926),(64 24206836),(65 25047996),(66 26074864),(67 27237196),(68 28535484),(69 29854834),(70 31129648),(71 32175352),(72 32965402),(73 33652588),(74 34202550),(75 34456724),(76 34460932),(77 34314530),(78 33921004),(79 33379660),
