1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 163047.39),(2 555505.6),(3 1111277.9),(4 1748039.9),(5 2431500.5),(6 3166634.8),(7 3928789.3),(8 4726218.5),(9 5546374.5),(10 6393225.5),(11 7255646.5),(12 8181403.5),(13 9107907),(14 10025417),(15 11172259),(16 12476199),(17 13755648),(18 15189288),(19 16725772),(20 18428184),(21 20318320),(22 22127586),(23 24090928),(24 26153878),(25 28431808),(26 30846136),(27 33408638),(28 36402900),(29 39372188),(30 42529364),(31 45761076),(32 49162676),(33 52531904),(34 56045716),(35 59867056),(36 63870740),(37 67910020),(38 71910590),(39 76319030),(40 80587670),(41 85200020),(42 90031300),(43 95601864),(44 100926920),(45 106806780),(46 112780220),(47 118880904),(48 125005976),(49 131383870),(50 137633340),(51 144101010),(52 150675000),(53 157329520),(54 163694530),(55 170493940),(56 176842080),(57 183512910),(58 190525250),(59 197107630),(60 203755780),(61 210825330),(62 217924880),(63 225567060),(64 232808450),(65 240057300),(66 246955260),(67 253804270),(68 260587570),(69 268043950),(70 274993630),(71 282658850),(72 290148450),(73 297964400),(74 305212000),(75 312771800),(76 320269920),(77 327937800),(78 335042720),(79 342379230),
(1 515.5665),(2 609.9535),(3 653.1252),(4 686.8586),(5 693.2695),(6 702.1808),(7 709.2704),(8 720.8846),(9 730.8807),(10 729.1866),(11 731.6721),(12 756.9741),(13 768.3085),(14 774.0465),(15 792.7465),(16 793.92206),(17 807.24365),(18 804.6796),(19 794.5102),(20 803.06445),(21 812.9512),(22 812.1916),(23 809.6168),(24 822.79865),(25 827.7455),(26 841.2075),(27 836.74866),(28 860.1718),(29 850.82477),(30 863.6507),(31 860.8336),(32 865.9134),(33 861.7619),(34 862.82477),(35 854.8701),(36 854.96484),(37 857.2364),(38 848.9259),(39 845.9694),(40 850.6368),(41 845.5496),(42 856.00195),(43 873.3829),(44 871.33826),(45 869.4681),(46 874.83234),(47 878.059),(48 883.4925),(49 876.06213),(50 881.1184),(51 886.5675),(52 891.78687),(53 896.63983),(54 879.29047),(55 902.06335),(56 890.50323),(57 896.04614),(58 908.2173),(59 903.6892),(60 918.4606),(61 914.88367),(62 913.7161),(63 909.17444),(64 910.3374),(65 905.49817),(66 894.1897),(67 892.3757),(68 891.19946),(69 895.3155),(70 891.1356),(71 890.0083),(72 893.53595),(73 907.43744),(74 902.47327),(75 910.6975),(76 911.8704),(77 914.8155),(78 917.9467),(79 904.727),
(1 509.37354),(2 600.4668),(3 646.7526),(4 677.2926),(5 683.81464),(6 698.3962),(7 704.07886),(8 716.07166),(9 732.0326),(10 737.5838),(11 737.7348),(12 753.1528),(13 766.9031),(14 767.58496),(15 779.3732),(16 788.22235),(17 797.27826),(18 798.7807),(19 799.3777),(20 803.98425),(21 802.2196),(22 798.9561),(23 812.6947),(24 816.72516),(25 819.5093),(26 822.1609),(27 825.68823),(28 845.4645),(29 848.2267),(30 851.0888),(31 840.9047),(32 845.3483),(33 844.9497),(34 846.51056),(35 845.9695),(36 838.9785),(37 837.21265),(38 846.3411),(39 852.96747),(40 850.2871),(41 848.6286),(42 853.0491),(43 864.72375),(44 859.5139),(45 872.8669),(46 877.40576),(47 883.9496),(48 872.3768),(49 876.34155),(50 875.48944),(51 878.5165),(52 887.0674),(53 891.1717),(54 887.8544),(55 899.6975),(56 893.3542),(57 898.8188),(58 909.4502),(59 904.2403),(60 909.37616),(61 914.479),(62 911.9536),(63 922.4033),(64 911.81),(65 920.7026),(66 916.9061),(67 915.81256),(68 908.11194),(69 906.8196),(70 898.8589),(71 900.73126),(72 899.7011),(73 917.52466),(74 910.00775),(75 918.97894),(76 917.9234),(77 916.31903),(78 916.32526),(79 905.06903),
(1 504.6617),(2 590.35394),(3 637.4924),(4 664.89185),(5 674.1414),(6 679.49915),(7 692.8444),(8 697.86127),(9 707.9578),(10 705.4498),(11 711.5799),(12 724.6024),(13 739.14624),(14 747.2515),(15 757.6112),(16 769.1309),(17 769.1417),(18 782.89734),(19 781.36206),(20 783.6129),(21 787.11176),(22 784.0436),(23 792.55096),(24 800.1983),(25 795.6659),(26 798.0937),(27 808.88434),(28 829.02026),(29 822.3874),(30 808.93616),(31 814.66626),(32 816.12396),(33 813.75586),(34 817.8272),(35 805.8506),(36 807.3855),(37 808.2247),(38 805.49133),(39 820.7488),(40 818.1553),(41 814.94904),(42 818.3986),(43 830.0834),(44 828.2691),(45 840.3875),(46 837.80475),(47 847.0837),(48 847.056),(49 860.3642),(50 852.118),(51 854.5793),(52 858.22754),(53 857.9211),(54 860.4196),(55 867.6076),(56 870.5608),(57 877.5947),(58 891.4885),(59 887.1446),(60 897.74756),(61 897.6188),(62 898.8293),(63 904.4855),(64 897.7798),(65 902.07086),(66 897.76465),(67 899.016),(68 896.9725),(69 892.25305),(70 882.2958),(71 883.0062),(72 882.7189),(73 894.013),(74 887.02936),(75 880.21063),(76 874.98444),(77 888.331),(78 876.5747),(79 870.55853),
(1 502.20706),(2 587.8358),(3 632.219),(4 661.8323),(5 678.73334),(6 685.73505),(7 694.09094),(8 700.0031),(9 702.0012),(10 701.29944),(11 713.3678),(12 721.4248),(13 730.49493),(14 753.88605),(15 758.75256),(16 764.2765),(17 769.55884),(18 771.9759),(19 770.5622),(20 774.6403),(21 786.533),(22 786.3664),(23 777.01685),(24 786.24414),(25 779.6212),(26 782.96875),(27 786.14813),(28 798.32574),(29 788.64374),(30 793.78125),(31 792.3965),(32 797.2116),(33 805.2523),(34 805.87695),(35 801.6926),(36 804.2244),(37 799.3164),(38 795.0837),(39 806.19354),(40 810.9589),(41 808.8628),(42 803.54767),(43 827.98206),(44 823.20154),(45 825.4753),(46 828.097),(47 834.0711),(48 843.1657),(49 851.8449),(50 841.3876),(51 842.75055),(52 842.18524),(53 841.8793),(54 843.8303),(55 847.86993),(56 850.1108),(57 848.42),(58 873.9268),(59 861.13385),(60 867.9658),(61 865.8555),(62 872.64166),(63 869.58185),(64 877.3053),(65 872.46686),(66 861.5898),(67 854.959),(68 859.74194),(69 864.0008),(70 849.14105),(71 852.6094),(72 858.4401),(73 860.5528),(74 864.1654),(75 852.9825),(76 856.0738),(77 853.6226),(78 849.8861),(79 839.5275),
(1 492.88074),(2 581.7993),(3 626.5524),(4 653.88464),(5 661.9352),(6 665.6409),(7 675.4688),(8 681.7633),(9 689.24384),(10 696.2981),(11 707.5321),(12 721.3559),(13 730.6788),(14 740.8518),(15 749.67126),(16 748.0751),(17 749.00665),(18 749.1966),(19 744.21),(20 749.45105),(21 755.0882),(22 758.6563),(23 756.0809),(24 759.50616),(25 758.0604),(26 762.24695),(27 760.43677),(28 770.33923),(29 771.1758),(30 782.0919),(31 781.2008),(32 786.0772),(33 786.66797),(34 794.07446),(35 797.1155),(36 791.12994),(37 783.6658),(38 790.3734),(39 808.0318),(40 795.58936),(41 793.7603),(42 801.2288),(43 808.96893),(44 808.55493),(45 812.8333),(46 822.4966),(47 834.528),(48 820.1416),(49 822.8764),(50 818.7517),(51 817.8177),(52 823.50323),(53 829.2112),(54 824.3287),(55 842.0096),(56 842.81067),(57 839.49866),(58 844.2587),(59 850.1881),(60 848.4426),(61 850.32025),(62 860.4555),(63 859.7799),(64 860.6716),(65 864.0255),(66 867.81866),(67 858.8179),(68 853.99774),(69 865.1215),(70 848.2412),(71 834.5975),(72 843.4518),(73 846.1589),(74 848.07196),(75 844.8833),(76 842.20807),(77 836.8968),(78 826.81274),(79 821.8683),
(1 479.27832),(2 565.4975),(3 615.9847),(4 636.6407),(5 638.6192),(6 651.1882),(7 657.2547),(8 668.68024),(9 666.7443),(10 675.48035),(11 678.1896),(12 688.7212),(13 698.0306),(14 706.89874),(15 712.0466),(16 721.8433),(17 720.165),(18 732.1606),(19 719.7142),(20 718.0197),(21 724.71576),(22 727.96643),(23 724.45276),(24 727.0419),(25 731.39685),(26 732.5894),(27 736.9113),(28 741.0933),(29 742.4477),(30 750.7739),(31 752.6338),(32 757.33435),(33 767.4497),(34 759.34406),(35 762.12634),(36 761.1861),(37 751.43085),(38 752.24536),(39 763.8901),(40 759.20044),(41 764.6888),(42 755.95996),(43 774.7079),(44 776.8271),(45 776.1897),(46 779.4439),(47 788.81055),(48 784.42084),(49 787.574),(50 787.3401),(51 788.8652),(52 801.5063),(53 803.492),(54 795.30334),(55 794.0023),(56 796.6194),(57 793.9693),(58 799.11304),(59 803.31085),(60 805.0631),(61 799.4283),(62 800.70105),(63 808.52466),(64 797.69196),(65 803.08295),(66 794.25214),(67 802.5352),(68 788.12946),(69 789.7155),(70 786.2354),(71 780.7271),(72 786.3374),(73 791.0719),(74 786.0666),(75 788.56177),(76 783.41974),(77 786.13055),(78 785.82404),(79 782.4647),
(1 470.73688),(2 559.8417),(3 603.3052),(4 625.53186),(5 630.77826),(6 647.4938),(7 653.7116),(8 670.4277),(9 671.62274),(10 667.52496),(11 674.3749),(12 676.77893),(13 698.8986),(14 703.5885),(15 718.6323),(16 718.97516),(17 729.5634),(18 737.2065),(19 720.90344),(20 721.6872),(21 723.26154),(22 725.72797),(23 737.3232),(24 733.4525),(25 743.33936),(26 753.2057),(27 742.4378),(28 748.7165),(29 739.5416),(30 746.6348),(31 748.0149),(32 748.5869),(33 749.93115),(34 753.2598),(35 750.02264),(36 744.96387),(37 746.4734),(38 746.59467),(39 751.7975),(40 741.2748),(41 743.64075),(42 751.66693),(43 774.9589),(44 776.25543),(45 774.51447),(46 775.8707),(47 775.2394),(48 772.92535),(49 783.0221),(50 786.8745),(51 778.58246),(52 785.1857),(53 773.04675),(54 778.0806),(55 778.3295),(56 789.78937),(57 793.0953),(58 799.9419),(59 805.15924),(60 805.0627),(61 811.11194),(62 808.57367),(63 813.7878),(64 811.9936),(65 804.60846),(66 805.05566),(67 806.76544),(68 805.85095),(69 793.71594),(70 789.2954),(71 794.3056),(72 795.04333),(73 797.1195),(74 801.71246),(75 805.92),(76 807.7112),(77 804.5336),(78 801.517),(79 790.0168),
(1 462.75436),(2 549.1647),(3 600.0453),(4 621.14923),(5 628.96106),(6 641.3299),(7 638.51544),(8 643.9431),(9 651.2583),(10 650.95703),(11 660.0332),(12 666.6561),(13 681.0983),(14 690.7145),(15 697.2761),(16 689.6835),(17 694.7003),(18 695.4171),(19 690.8334),(20 692.1968),(21 699.5191),(22 700.6873),(23 711.73206),(24 718.46765),(25 711.61255),(26 715.6853),(27 715.34607),(28 726.90186),(29 728.27106),(30 729.326),(31 728.2792),(32 726.55133),(33 728.617),(34 725.7638),(35 721.8992),(36 723.5127),(37 720.82043),(38 718.4544),(39 727.31995),(40 718.34204),(41 718.7924),(42 724.14966),(43 735.543),(44 738.8674),(45 736.7957),(46 741.471),(47 745.7382),(48 750.11206),(49 746.33746),(50 750.17017),(51 751.55066),(52 744.6747),(53 747.70856),(54 755.9737),(55 761.59485),(56 756.46576),(57 759.7154),(58 762.83044),(59 766.5185),(60 766.01355),(61 774.0378),(62 770.6593),(63 782.52234),(64 771.2291),(65 766.26996),(66 757.92267),(67 761.72186),(68 762.7406),(69 766.098),(70 751.00305),(71 757.21204),(72 756.5341),(73 764.86304),(74 763.6552),(75 767.27856),(76 768.34314),(77 772.3384),(78 766.4447),(79 764.22833),
(1 463.52893),(2 541.20544),(3 583.41736),(4 619.934),(5 627.6043),(6 636.83496),(7 636.7663),(8 646.77423),(9 657.8791),(10 661.1207),(11 661.7232),(12 666.1117),(13 690.2822),(14 695.8841),(15 703.02795),(16 709.46826),(17 708.97833),(18 713.47797),(19 710.4703),(20 711.60236),(21 714.0261),(22 718.1273),(23 716.21594),(24 714.0456),(25 717.20184),(26 722.6761),(27 712.9588),(28 727.15424),(29 727.05835),(30 729.5003),(31 729.08075),(32 721.9385),(33 723.9492),(34 723.25555),(35 723.8627),(36 730.5486),(37 729.98627),(38 730.4388),(39 733.50665),(40 733.8164),(41 736.4816),(42 737.5),(43 744.2495),(44 753.13184),(45 759.07336),(46 756.1804),(47 758.10614),(48 760.07263),(49 763.38306),(50 759.1555),(51 765.6749),(52 763.8568),(53 773.79144),(54 786.98267),(55 783.57245),(56 780.2865),(57 776.6038),(58 788.3164),(59 795.6026),(60 797.1336),(61 796.1886),(62 803.7907),(63 809.3332),(64 805.5244),(65 793.1138),(66 795.31885),(67 799.7693),(68 795.9852),(69 802.8592),(70 788.4116),(71 790.35345),(72 792.0321),(73 805.3278),(74 807.1594),(75 799.9241),(76 804.7634),(77 810.1387),(78 800.6623),(79 792.9317),
(1 453.2924),(2 539.7444),(3 579.28784),(4 604.69696),(5 620.66736),(6 623.58905),(7 631.2065),(8 640.7775),(9 647.3625),(10 647.7923),(11 659.9212),(12 664.49194),(13 669.6435),(14 679.6256),(15 673.7532),(16 678.6914),(17 689.5703),(18 694.56946),(19 689.2421),(20 686.2582),(21 691.9631),(22 690.6201),(23 695.7779),(24 694.46155),(25 693.9488),(26 707.2239),(27 691.78937),(28 706.94836),(29 701.4783),(30 707.595),(31 709.93634),(32 708.79596),(33 710.13635),(34 716.9001),(35 716.79675),(36 707.3862),(37 709.9419),(38 704.067),(39 707.9726),(40 711.79),(41 716.14954),(42 716.042),(43 731.1805),(44 733.9124),(45 738.54895),(46 749.0585),(47 749.6001),(48 741.7715),(49 744.84827),(50 746.44037),(51 742.6909),(52 746.8247),(53 752.45215),(54 761.60596),(55 761.43884),(56 771.6619),(57 770.8985),(58 782.0055),(59 777.15106),(60 777.05927),(61 779.91693),(62 781.1089),(63 778.3823),(64 779.5025),(65 780.4597),(66 774.8514),(67 771.4491),(68 775.4),(69 781.68463),(70 776.89014),(71 767.27734),(72 778.93414),(73 773.0706),(74 772.83435),(75 776.07574),(76 782.48376),(77 775.53784),(78 762.5886),(79 764.91315),
(1 445.31866),(2 522.65546),(3 557.84607),(4 581.7326),(5 599.3127),(6 613.6442),(7 609.18115),(8 618.5455),(9 622.7643),(10 634.5279),(11 643.2995),(12 650.7005),(13 655.2826),(14 670.49976),(15 679.90125),(16 680.20746),(17 669.963),(18 680.1703),(19 684.8929),(20 693.55304),(21 705.2494),(22 704.06116),(23 703.358),(24 701.1181),(25 707.438),(26 710.95605),(27 709.3391),(28 723.47485),(29 727.2256),(30 730.02277),(31 730.8165),(32 734.83167),(33 733.2795),(34 735.2814),(35 739.3073),(36 735.4191),(37 738.19336),(38 734.18713),(39 736.67035),(40 736.47003),(41 738.3969),(42 739.342),(43 751.74304),(44 747.6665),(45 750.19946),(46 750.14667),(47 755.5028),(48 762.08453),(49 765.1085),(50 767.9599),(51 758.0875),(52 761.2657),(53 766.45074),(54 769.2096),(55 765.519),(56 769.78485),(57 775.7664),(58 782.801),(59 786.97003),(60 791.2493),(61 790.0724),(62 784.65967),(63 791.6513),(64 791.7842),(65 793.65094),(66 798.4163),(67 793.90155),(68 791.13904),(69 800.2307),(70 792.88763),(71 784.3719),(72 785.1207),(73 794.7555),(74 788.17194),(75 786.2563),(76 793.40784),(77 783.63385),(78 775.0092),(79 769.95935),
(1 441.00574),(2 517.40125),(3 557.9364),(4 585.56085),(5 593.70087),(6 614.4643),(7 617.9167),(8 631.46954),(9 629.039),(10 631.24243),(11 646.1452),(12 649.20703),(13 656.18494),(14 656.778),(15 670.70575),(16 678.3765),(17 678.1926),(18 683.038),(19 681.7897),(20 681.48645),(21 686.67303),(22 685.80457),(23 700.2972),(24 691.27716),(25 698.2379),(26 710.71423),(27 705.09753),(28 717.3897),(29 717.5721),(30 716.38336),(31 714.79456),(32 718.75806),(33 713.3059),(34 709.098),(35 711.0202),(36 709.16534),(37 714.592),(38 713.13684),(39 710.5942),(40 712.5088),(41 717.2485),(42 718.2353),(43 730.80255),(44 725.07196),(45 725.8365),(46 723.36993),(47 724.01715),(48 719.8241),(49 731.25757),(50 730.4721),(51 736.7149),(52 738.5966),(53 746.77325),(54 746.9577),(55 747.9394),(56 749.30585),(57 757.65),(58 760.5829),(59 762.12695),(60 773.9033),(61 770.9145),(62 768.4019),(63 786.328),(64 790.8355),(65 783.19086),(66 784.7827),(67 781.0505),(68 785.05286),(69 789.6651),(70 777.8599),(71 769.0576),(72 781.84674),(73 785.73474),(74 773.762),(75 776.8162),(76 786.35065),(77 778.07196),(78 761.86835),(79 759.93976),
(1 443.17194),(2 511.8394),(3 550.71063),(4 575.88965),(5 581.5899),(6 599.6294),(7 601.15283),(8 615.01324),(9 614.8953),(10 621.5153),(11 631.56),(12 647.8153),(13 661.63367),(14 667.5551),(15 677.19434),(16 673.9925),(17 682.31964),(18 683.20734),(19 675.026),(20 677.7399),(21 687.33575),(22 693.51465),(23 692.1834),(24 703.686),(25 710.5536),(26 716.3049),(27 714.1354),(28 716.87036),(29 719.81213),(30 727.4654),(31 718.7293),(32 724.33386),(33 731.5502),(34 722.73236),(35 728.2321),(36 722.28705),(37 725.11163),(38 715.9953),(39 723.3374),(40 715.90283),(41 723.86865),(42 722.77094),(43 736.13763),(44 739.00415),(45 742.42816),(46 731.1971),(47 734.16437),(48 738.9175),(49 746.6498),(50 742.97675),(51 749.2995),(52 748.4251),(53 754.85046),(54 750.75995),(55 754.70374),(56 752.87115),(57 744.86945),(58 759.5332),(59 761.5839),(60 764.4783),(61 765.7169),(62 768.39),(63 775.8956),(64 770.1116),(65 771.2331),(66 771.94824),(67 779.50775),(68 778.23004),(69 774.5543),(70 767.63495),(71 768.5503),(72 770.3834),(73 775.60126),(74 771.56213),(75 770.14813),(76 769.4894),(77 766.21765),(78 757.14484),(79 750.28107),
(1 424.60056),(2 498.9311),(3 533.5131),(4 552.23254),(5 572.6555),(6 576.2884),(7 584.4781),(8 596.24615),(9 599.48816),(10 612.51715),(11 610.5794),(12 620.9095),(13 630.5473),(14 642.6333),(15 656.9974),(16 658.72015),(17 652.3665),(18 651.09503),(19 651.26276),(20 645.3002),(21 647.8981),(22 646.3716),(23 645.47833),(24 647.4216),(25 645.04706),(26 656.8679),(27 657.892),(28 660.7099),(29 664.9184),(30 676.7984),(31 671.9807),(32 679.33014),(33 677.9267),(34 671.14606),(35 677.6678),(36 671.57697),(37 669.4832),(38 669.1067),(39 667.1921),(40 672.5198),(41 670.4701),(42 671.57684),(43 682.9196),(44 689.88055),(45 688.65814),(46 694.1687),(47 695.2734),(48 691.9713),(49 705.1382),(50 704.2715),(51 706.62616),(52 704.6992),(53 704.8944),(54 708.7787),(55 704.9794),(56 709.9053),(57 713.065),(58 723.68134),(59 720.17236),(60 730.29004),(61 733.4864),(62 731.544),(63 743.1347),(64 726.4669),(65 730.6906),(66 727.34973),(67 729.21857),(68 734.27435),(69 735.1218),(70 723.0409),(71 721.1909),(72 720.1964),(73 734.15967),(74 722.53296),(75 725.3518),(76 723.21326),(77 722.5803),(78 711.50635),(79 709.77527),
(1 416.20102),(2 480.73462),(3 520.5135),(4 544.4881),(5 550.9644),(6 570.8058),(7 569.5688),(8 577.77924),(9 586.0191),(10 594.9105),(11 600.63354),(12 610.238),(13 620.4959),(14 632.37415),(15 631.1249),(16 630.2745),(17 631.9577),(18 630.7734),(19 631.1989),(20 636.01105),(21 646.23627),(22 642.6208),(23 646.98065),(24 648.58905),(25 650.9575),(26 654.39417),(27 652.7743),(28 664.39374),(29 664.1495),(30 662.69196),(31 663.5194),(32 666.88025),(33 660.56946),(34 663.8646),(35 660.6674),(36 659.9417),(37 662.7689),(38 658.56775),(39 660.771),(40 660.66064),(41 665.4487),(42 665.6816),(43 684.24005),(44 678.37427),(45 678.8809),(46 680.3217),(47 677.0743),(48 680.47284),(49 684.96454),(50 683.7862),(51 683.10406),(52 686.53424),(53 685.35114),(54 694.69366),(55 701.6346),(56 699.59314),(57 696.35834),(58 713.98254),(59 708.6185),(60 710.4179),(61 720.6643),(62 720.608),(63 718.72003),(64 719.0254),(65 715.96124),(66 718.7343),(67 716.55334),(68 713.5722),(69 707.7548),(70 705.59784),(71 699.1287),(72 703.0115),(73 707.7857),(74 710.15076),(75 705.18976),(76 703.234),(77 704.3633),(78 701.4117),(79 692.4839),
(1 412.4093),(2 477.47375),(3 517.845),(4 541.3927),(5 548.7971),(6 560.8466),(7 574.6115),(8 578.3579),(9 577.0276),(10 580.9241),(11 587.32043),(12 592.88135),(13 609.0755),(14 617.18365),(15 615.9829),(16 626.70746),(17 624.769),(18 635.3851),(19 630.7849),(20 636.4632),(21 643.07306),(22 636.30133),(23 636.92035),(24 641.7688),(25 647.3635),(26 650.9883),(27 651.61816),(28 656.3847),(29 654.66876),(30 660.40576),(31 657.0221),(32 659.7304),(33 654.2467),(34 656.63556),(35 654.74365),(36 658.369),(37 660.3295),(38 658.0205),(39 659.842),(40 657.53937),(41 659.5576),(42 667.028),(43 672.6142),(44 677.94946),(45 680.1588),(46 680.4883),(47 683.9669),(48 693.8734),(49 690.9124),(50 690.63904),(51 697.464),(52 694.5206),(53 694.2851),(54 700.4449),(55 701.99176),(56 714.84393),(57 710.3535),(58 718.96783),(59 721.711),(60 717.7302),(61 720.3701),(62 720.7816),(63 720.8907),(64 718.6318),(65 721.93396),(66 719.3569),(67 716.8861),(68 714.27625),(69 721.431),(70 709.1669),(71 707.0291),(72 700.83185),(73 706.1224),(74 703.4342),(75 711.2177),(76 711.86206),(77 711.0779),(78 711.8128),(79 698.68036),
(1 402.81152),(2 479.50787),(3 509.66397),(4 531.1484),(5 551.351),(6 554.1653),(7 567.27844),(8 567.55554),(9 568.6329),(10 570.89276),(11 579.8891),(12 591.3546),(13 596.9972),(14 605.5143),(15 612.03076),(16 613.33374),(17 615.27783),(18 627.3623),(19 616.5092),(20 625.1409),(21 626.5178),(22 624.7514),(23 623.7669),(24 623.5029),(25 630.54285),(26 635.8489),(27 633.20593),(28 644.7754),(29 642.0793),(30 649.99396),(31 647.77997),(32 648.08856),(33 641.4252),(34 637.7234),(35 645.4676),(36 636.10876),(37 632.17975),(38 630.09674),(39 634.80634),(40 628.6807),(41 631.96173),(42 635.98285),(43 655.5977),(44 664.4312),(45 668.127),(46 665.22925),(47 667.9005),(48 664.3318),(49 658.66864),(50 663.7009),(51 662.69727),(52 661.1828),(53 675.2013),(54 678.3356),(55 677.57135),(56 684.1499),(57 688.4367),(58 696.5577),(59 693.08295),(60 699.8034),(61 702.2611),(62 700.8413),(63 712.12445),(64 715.4248),(65 720.99414),(66 714.68896),(67 706.76807),(68 714.15356),(69 710.6015),(70 708.95856),(71 694.9356),(72 695.05194),(73 697.29224),(74 704.8488),(75 702.1877),(76 706.9331),(77 702.49023),(78 699.21515),(79 690.94385),
(1 397.38538),(2 469.87103),(3 502.70493),(4 527.44507),(5 533.01447),(6 554.73804),(7 557.3802),(8 564.7685),(9 562.04114),(10 559.57733),(11 572.2961),(12 583.46936),(13 603.2263),(14 603.95544),(15 615.02167),(16 616.67346),(17 613.57794),(18 615.08136),(19 619.2288),(20 615.1794),(21 628.0524),(22 624.5196),(23 617.87805),(24 623.79816),(25 635.25916),(26 635.8459),(27 637.75885),(28 648.07007),(29 643.103),(30 650.0605),(31 653.2443),(32 652.14557),(33 648.2178),(34 651.7187),(35 652.54156),(36 653.38904),(37 647.76337),(38 649.89264),(39 649.7667),(40 653.3892),(41 646.5137),(42 657.0551),(43 669.47736),(44 676.7454),(45 671.5622),(46 678.3392),(47 686.73505),(48 685.4756),(49 683.9023),(50 684.33484),(51 687.0635),(52 695.9941),(53 699.72736),(54 693.8681),(55 703.0448),(56 706.2447),(57 701.78973),(58 701.3972),(59 698.94366),(60 696.05505),(61 704.6004),(62 704.5091),(63 704.38074),(64 701.36615),(65 707.0524),(66 696.2574),(67 700.46155),(68 700.64935),(69 706.85144),(70 698.5164),(71 692.4046),(72 682.89606),(73 687.15344),(74 683.5974),(75 688.23676),(76 688.99756),(77 693.4659),(78 684.6348),(79 683.6882),
