1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53057.11),(2 188875.88),(3 363440.16),(4 536917.9),(5 687400.6),(6 807770.1),(7 895013.94),(8 954388.94),(9 1001789.2),(10 1044570.75),(11 1075362.3),(12 1092064.4),(13 1094600.5),(14 1086755.3),(15 1075956.8),(16 1069859.9),(17 1073182.4),(18 1083220.3),(19 1096729.8),(20 1105883.4),(21 1109227.6),(22 1102210),(23 1087445.4),(24 1068938.9),(25 1051973.8),(26 1034983.44),(27 1017640.6),(28 1002543.94),(29 991454.7),(30 986452),(31 990744.6),(32 1003688.8),(33 1021068.5),(34 1032629),(35 1030372.06),(36 1015701.94),(37 998439.4),(38 988273.75),(39 987613.94),(40 991471.06),(41 994384.9),(42 992405.5),(43 989966.25),(44 998154.4),(45 1027147.3),(46 1075449.6),(47 1129995.8),(48 1178647.3),(49 1209861.1),(50 1221525.8),(51 1217719.9),(52 1204322.6),(53 1184471.8),(54 1161454.9),(55 1138855.3),(56 1133417),(57 1149061.8),(58 1178002.9),(59 1205436.6),(60 1220204.3),(61 1214958.8),(62 1191446.6),(63 1163992.8),(64 1150339.4),(65 1154573.4),(66 1166084.9),(67 1176629.8),(68 1182688.4),(69 1190380.5),(70 1201713.8),(71 1213679.8),(72 1220706),(73 1220185.8),(74 1217757.1),(75 1217392.9),(76 1225577.3),(77 1236148.5),(78 1241454.3),(79 1231310.1),
(1 56290.094),(2 197682.2),(3 370154.16),(4 532469.44),(5 667677.5),(6 777630),(7 861815.3),(8 921491),(9 956183.2),(10 972945.3),(11 970033.44),(12 953084),(13 934075.94),(14 920876.06),(15 916756),(16 918577.06),(17 920688.7),(18 917733.5),(19 907556.75),(20 888917.25),(21 869668.06),(22 854176),(23 848704.44),(24 855665.44),(25 871910.2),(26 889050.8),(27 898231.56),(28 898137),(29 889935),(30 881391.94),(31 877927.75),(32 885232.56),(33 904825.7),(34 930881.75),(35 956327.8),(36 978024.06),(37 988921.2),(38 988798.5),(39 982959.06),(40 976742.94),(41 971158),(42 964757.94),(43 961596.5),(44 967319.5),(45 991184.7),(46 1031618.44),(47 1079180.6),(48 1120867.6),(49 1143335),(50 1137645.9),(51 1111276.3),(52 1081143.8),(53 1067546.1),(54 1078059.1),(55 1112179.6),(56 1156937.4),(57 1193463),(58 1209459.4),(59 1199659.6),(60 1177703.1),(61 1156989.8),(62 1148384.5),(63 1155560.9),(64 1175323.9),(65 1211529.4),(66 1256339.4),(67 1302997.5),(68 1334835.8),(69 1342547),(70 1329159),(71 1307212),(72 1292155.9),(73 1293187.3),(74 1312497.5),(75 1344958.4),(76 1380541.1),(77 1405499.9),(78 1407542),(79 1384773.9),
(1 49224.754),(2 169042.53),(3 310231.97),(4 439894.78),(5 548619.56),(6 637167.3),(7 707936.75),(8 766255.2),(9 814038.06),(10 854951.7),(11 879377),(12 887129.94),(13 887401.2),(14 882788.6),(15 873154.06),(16 857337.8),(17 839563.9),(18 821075.1),(19 799975.4),(20 773123.7),(21 743437.1),(22 719456.5),(23 701968.25),(24 697101.56),(25 706286.7),(26 727893.5),(27 759157.7),(28 791203.9),(29 817165.7),(30 835657.94),(31 848857.94),(32 866607.94),(33 892155.25),(34 923584.06),(35 958707.5),(36 991714.44),(37 1019810.5),(38 1037296.9),(39 1042890.7),(40 1039578.7),(41 1028221.75),(42 1015560.9),(43 1009368.5),(44 1014787.4),(45 1037873),(46 1071103.1),(47 1103036.1),(48 1119853.9),(49 1123140.6),(50 1121395.8),(51 1125219.4),(52 1134447.9),(53 1148520.5),(54 1166188.3),(55 1187667.6),(56 1206064.6),(57 1215598.8),(58 1210398.6),(59 1190887),(60 1167526),(61 1149772.6),(62 1141916),(63 1144650.6),(64 1155374.8),(65 1174098.9),(66 1194695.9),(67 1207046.6),(68 1208274.1),(69 1192806.9),(70 1166572),(71 1141786.3),(72 1129389),(73 1132786.3),(74 1151839.4),(75 1181589.9),(76 1210688.9),(77 1228892.1),(78 1229905),(79 1215848),
(1 45150.656),(2 149877.47),(3 266167.72),(4 369774.56),(5 457134.03),(6 529655.1),(7 588532.7),(8 640614.8),(9 683454.1),(10 715913.5),(11 737440.5),(12 749115.4),(13 760204.06),(14 771197.44),(15 777681.5),(16 769504.94),(17 750452.8),(18 727743.75),(19 708652.25),(20 697924.3),(21 703739.4),(22 728170.2),(23 768161.56),(24 808874.9),(25 838484.3),(26 855137.6),(27 861562.8),(28 867144),(29 874343.8),(30 887491.3),(31 903593.56),(32 920636.94),(33 937678.44),(34 951795.44),(35 969393.5),(36 987899.3),(37 1004147.44),(38 1010074.7),(39 997623.1),(40 973571.3),(41 952317.94),(42 947545.25),(43 965663),(44 996918.2),(45 1024423.4),(46 1025475.06),(47 999888),(48 964479.5),(49 937535.2),(50 932271.8),(51 945707.1),(52 965966.25),(53 989765.6),(54 1017054.8),(55 1038437.2),(56 1042579.2),(57 1024310.8),(58 986427.6),(59 945879.7),(60 921089.8),(61 920918.06),(62 941358.4),(63 966372.8),(64 979475.4),(65 973518.4),(66 955758.25),(67 939683.44),(68 940745.3),(69 954910.2),(70 976304),(71 1001461.94),(72 1034217.9),(73 1074719.5),(74 1119793.1),(75 1166061),(76 1203014.3),(77 1221064.6),(78 1216961.1),(79 1193153.1),
(1 42705.082),(2 140750.81),(3 252521.45),(4 355379.94),(5 443153.1),(6 516270),(7 579604.6),(8 642490.2),(9 691455.06),(10 719199.56),(11 724569.2),(12 712159.9),(13 698162.7),(14 694134.8),(15 701562.5),(16 713088.9),(17 722662.2),(18 726456.94),(19 721197.94),(20 712534.8),(21 706948.1),(22 711914.5),(23 728369.6),(24 747356.06),(25 753898.3),(26 744933.5),(27 726646.8),(28 711176.94),(29 709226.2),(30 727256.56),(31 762578.8),(32 807339.56),(33 849222.8),(34 875521.2),(35 891253.25),(36 899205.25),(37 901820.6),(38 898220.4),(39 884740.1),(40 864015.25),(41 844699.94),(42 842084.5),(43 863639.7),(44 900604.06),(45 936747.1),(46 956215),(47 958322.94),(48 959425.2),(49 972826.56),(50 1000760.2),(51 1026897.9),(52 1033512.44),(53 1019747.44),(54 990287.06),(55 959113.3),(56 937370.2),(57 928285.25),(58 928631.94),(59 929537.4),(60 931889.44),(61 935889.7),(62 944759.06),(63 946385),(64 931520.1),(65 904294.8),(66 879611.94),(67 868882.1),(68 872411.06),(69 881016),(70 893437.3),(71 908087.94),(72 919637.2),(73 926664.56),(74 934617.9),(75 952393.25),(76 980060.9),(77 1007399.44),(78 1021211.8),(79 1017308.44),
(1 40988.88),(2 136531.92),(3 245911.23),(4 343513.03),(5 420416.2),(6 479069),(7 523626.66),(8 567561.75),(9 609051.8),(10 635166.75),(11 640959.3),(12 626969.8),(13 609310.1),(14 599129.9),(15 596277.75),(16 595357.1),(17 591793.25),(18 583359.6),(19 576693.8),(20 579067.2),(21 594155.94),(22 622877.2),(23 655760.9),(24 677741.2),(25 687320.94),(26 688000.75),(27 690712.4),(28 704387.44),(29 729857.1),(30 760704.4),(31 788135.2),(32 811941.2),(33 831382.7),(34 840700.6),(35 837177.2),(36 823515.56),(37 810087.56),(38 804257.6),(39 803755.44),(40 806759.9),(41 807661.94),(42 808419.56),(43 805362.94),(44 796808.25),(45 793014.6),(46 801531.44),(47 822673.6),(48 844667.3),(49 862321.75),(50 870262.1),(51 867335.75),(52 852259.2),(53 832072.1),(54 812216.56),(55 801522.4),(56 808267.8),(57 839088.56),(58 886393.1),(59 931884.4),(60 961638.44),(61 968491.44),(62 957868.75),(63 935689.1),(64 905585.6),(65 876865.7),(66 857251.9),(67 846734.1),(68 844753.56),(69 852648.75),(70 871288.25),(71 901013.25),(72 931360.4),(73 948054),(74 947657.6),(75 940951.06),(76 938125.6),(77 947498.8),(78 962895.6),(79 972006.25),
(1 44339.28),(2 147255.6),(3 258930.55),(4 349174.97),(5 415258.25),(6 466550.13),(7 509222.13),(8 546658.56),(9 567936.44),(10 563971.4),(11 544772.44),(12 526511.94),(13 529641.1),(14 553566.9),(15 580666.06),(16 587992.5),(17 573375),(18 553843.56),(19 543065.1),(20 547458.9),(21 565595.75),(22 592657.4),(23 625830.94),(24 659864.3),(25 689719.9),(26 716109.1),(27 740291.9),(28 763750.2),(29 788499.75),(30 810117.56),(31 825036.4),(32 829546.44),(33 827247.5),(34 821489),(35 811068.1),(36 792205.4),(37 766785.94),(38 743480.1),(39 734089.06),(40 747332.5),(41 772223),(42 789553.8),(43 788146.9),(44 769019.2),(45 752940.75),(46 753980.4),(47 763080.6),(48 764463.4),(49 754064.5),(50 741500.5),(51 738134.25),(52 740361.8),(53 743362.9),(54 736182.5),(55 718108.1),(56 708820.1),(57 724467.9),(58 762406.3),(59 802809.5),(60 828838.7),(61 836120.06),(62 830629.94),(63 822248.06),(64 807308.75),(65 792799.9),(66 786188.9),(67 795468.06),(68 815996.06),(69 832881.06),(70 835975.1),(71 831073.1),(72 832315.94),(73 833668.9),(74 833042.25),(75 831839.5),(76 835350.25),(77 851002.56),(78 874328.6),(79 895484.25),
(1 45642.56),(2 150924.45),(3 263330.72),(4 350752.25),(5 410279.97),(6 454763.75),(7 493986.47),(8 537530.56),(9 580501.25),(10 603863.6),(11 603503.75),(12 595392.6),(13 599776.5),(14 618221.7),(15 634962.9),(16 633228.9),(17 617805.4),(18 602877),(19 599968.8),(20 612305.7),(21 635870.75),(22 661803.4),(23 681979.94),(24 696387.7),(25 710419.44),(26 728222.5),(27 749110.6),(28 770338.6),(29 781178.3),(30 777373.75),(31 763402.75),(32 748221.1),(33 730730.44),(34 708191.75),(35 683617.56),(36 665707.6),(37 664261.75),(38 677415.2),(39 696172.44),(40 711862.94),(41 717638.06),(42 713825.56),(43 710352),(44 713037.9),(45 729392.5),(46 756817),(47 785442.6),(48 806603.8),(49 816941.75),(50 818511.5),(51 817627),(52 817357.6),(53 819451.44),(54 822914.1),(55 828417.3),(56 839675.5),(57 853980.4),(58 869456.56),(59 877209.5),(60 878719.94),(61 877729.2),(62 880701.25),(63 889256.5),(64 889719.94),(65 887551.75),(66 884288),(67 886753.6),(68 889633.2),(69 881982.3),(70 858121.56),(71 826888.4),(72 804599.6),(73 799236.1),(74 805925.8),(75 820074.4),(76 830405),(77 835874.2),(78 839492.44),(79 838074.4),
(1 42293.766),(2 137888.02),(3 241405.55),(4 329592.7),(5 401462),(6 460795.72),(7 507784.28),(8 546587.1),(9 572075.25),(10 574315.44),(11 561125.4),(12 553873.6),(13 564642.3),(14 587286.7),(15 607461.25),(16 616187.44),(17 615383.9),(18 613956),(19 616454.06),(20 623544.06),(21 633420.8),(22 645322.6),(23 658128.8),(24 672435.5),(25 694702.9),(26 720601.94),(27 746694.75),(28 767252),(29 775896.1),(30 769031.5),(31 755070),(32 744295.3),(33 734122.44),(34 721601.2),(35 710084.1),(36 708390.06),(37 723491.1),(38 745394.8),(39 765712.1),(40 780320.25),(41 786581.25),(42 788212.7),(43 785944),(44 781951.75),(45 778321.94),(46 774659.56),(47 772214.2),(48 772117.1),(49 775786.94),(50 780032.25),(51 782299.5),(52 783033.4),(53 787037.3),(54 795419.44),(55 803982.56),(56 811904.1),(57 819582.2),(58 828073.5),(59 835025.44),(60 839720.25),(61 844018.4),(62 849598.1),(63 854294.9),(64 850556),(65 843727.06),(66 839904.6),(67 843258.75),(68 853758.9),(69 858852.44),(70 850285.94),(71 837800.75),(72 832308.2),(73 837665.1),(74 846940.5),(75 856322.25),(76 859212.8),(77 858916.7),(78 860570.94),(79 864533.75),
(1 42227.605),(2 139721.5),(3 248356.22),(4 342856.34),(5 411776.25),(6 458735.4),(7 494040.84),(8 520934.8),(9 529512.7),(10 522680.4),(11 508894.63),(12 501855.03),(13 506028.25),(14 516525.25),(15 522322.8),(16 516237.63),(17 506810.38),(18 502734.8),(19 508331.03),(20 523085.06),(21 539272.1),(22 548983.6),(23 550240.75),(24 546976.8),(25 545084.06),(26 550488.9),(27 564010.3),(28 575552.6),(29 576849.06),(30 572028.8),(31 565238.06),(32 560211.3),(33 558511.2),(34 558248.9),(35 562201.06),(36 572288.5),(37 591876.4),(38 617512.9),(39 636433.25),(40 641125.94),(41 635676.9),(42 633850.44),(43 644001.56),(44 657016.7),(45 663887.25),(46 658503.4),(47 646456.6),(48 639577.1),(49 641096.44),(50 643942.75),(51 643805.94),(52 638709),(53 635279.5),(54 634967.25),(55 636891.75),(56 636394.75),(57 632063.9),(58 630469.94),(59 636713.2),(60 650729.6),(61 662063.06),(62 667875.1),(63 672056.56),(64 678874),(65 688804.75),(66 692506.3),(67 690555.3),(68 687051.2),(69 683576.8),(70 680973),(71 680483.1),(72 685534.5),(73 697429.25),(74 711074.5),(75 726127.8),(76 739255.6),(77 750769.7),(78 760300),(79 766373.94),
(1 40296.484),(2 129746.83),(3 223993.42),(4 300526.84),(5 356785.53),(6 400647.94),(7 437940.78),(8 461021.53),(9 463149.03),(10 448114.16),(11 431062.53),(12 428306.97),(13 439299.6),(14 452773.78),(15 456484.16),(16 448984.97),(17 442230.5),(18 442776.2),(19 449489.63),(20 457211),(21 465096.6),(22 475519.78),(23 490037.28),(24 507934.6),(25 525310.9),(26 536855.94),(27 541885.3),(28 539399),(29 528684.94),(30 517622.28),(31 511726.28),(32 512889.63),(33 520156.3),(34 530989.94),(35 547875.06),(36 566431.7),(37 580462.25),(38 589679.94),(39 594123.9),(40 591689),(41 586483.9),(42 588482.2),(43 599890),(44 607494.5),(45 601861.6),(46 585940.7),(47 575150.1),(48 575676.25),(49 579314),(50 578112.5),(51 580994.6),(52 589760.25),(53 598105.25),(54 598337.6),(55 589726),(56 581374.5),(57 578868.8),(58 583527.75),(59 589742.9),(60 590195.3),(61 586468.06),(62 589592.1),(63 607406.25),(64 626226.5),(65 630766.25),(66 618319.5),(67 606528.1),(68 604706.44),(69 608003.3),(70 609881.56),(71 607914.94),(72 603224.6),(73 596093.44),(74 585749.5),(75 577731.56),(76 579506.8),(77 595037.44),(78 620887),(79 637010.6),
(1 40036.793),(2 126957.1),(3 216137.64),(4 285601.03),(5 333948.9),(6 371777.78),(7 406276.53),(8 425552.8),(9 418406.47),(10 402628.03),(11 391846.7),(12 388645.25),(13 391772.34),(14 394136.63),(15 390983.2),(16 386605),(17 388375.06),(18 393220.94),(19 398774.66),(20 403383.75),(21 409191.88),(22 418806.34),(23 435682),(24 457377.75),(25 474061.38),(26 479802.84),(27 478089.7),(28 473320),(29 466396.28),(30 462353.2),(31 463451.72),(32 468138.06),(33 476862.8),(34 488580.7),(35 505163.3),(36 522738.4),(37 533296.56),(38 532500.56),(39 526334.94),(40 527813.75),(41 539798.6),(42 551454.5),(43 554035.06),(44 549435.6),(45 549531.3),(46 558295.2),(47 567943.5),(48 570101.06),(49 565240.06),(50 559212.5),(51 555837.5),(52 550261.25),(53 540763.75),(54 524618.5),(55 511711.66),(56 509855.56),(57 515574.3),(58 519567.63),(59 518885.53),(60 517542.88),(61 519213.63),(62 527408.2),(63 544738),(64 568392.06),(65 588683.9),(66 593994.56),(67 586980.1),(68 579634.6),(69 574965.94),(70 574867.75),(71 577382.25),(72 579171.5),(73 581258),(74 581610.8),(75 585877.3),(76 592934),(77 603736.1),(78 620187.6),(79 634433.1),
(1 40925.8),(2 131017.9),(3 226192.45),(4 302539.78),(5 354476.72),(6 387619.22),(7 410619.66),(8 418910.34),(9 405601.22),(10 389585.6),(11 380967.84),(12 381462.34),(13 389057.2),(14 397049.1),(15 397712.34),(16 393165.9),(17 391881.2),(18 396965.22),(19 403465.8),(20 405617.97),(21 409080.6),(22 425416.94),(23 457309.44),(24 493839.53),(25 521382.44),(26 530257.9),(27 523443.25),(28 506213.28),(29 486673.84),(30 472403.03),(31 467410.97),(32 474040.6),(33 494434.84),(34 518188.63),(35 538277.75),(36 546257.4),(37 543887.6),(38 539505.5),(39 535275.75),(40 536858),(41 547303.94),(42 564009.94),(43 577910.4),(44 582561.94),(45 582984.4),(46 580920.25),(47 576810.9),(48 572398.56),(49 571973.4),(50 580303.06),(51 595201.94),(52 606604.7),(53 608178.5),(54 601021.1),(55 594115.56),(56 591845.06),(57 591466.7),(58 589386.94),(59 586984.7),(60 583782.6),(61 579112.6),(62 573135.06),(63 571105.6),(64 578028.56),(65 594334.6),(66 608662.75),(67 613533.25),(68 610079.9),(69 602071.1),(70 596305.44),(71 598639.7),(72 607210.8),(73 615757.7),(74 617325.1),(75 613551.1),(76 608052.4),(77 609480),(78 620121.3),(79 635328.56),
(1 38993.324),(2 121305),(3 199676.72),(4 255523.73),(5 293042.97),(6 323553.7),(7 349528.47),(8 359553.78),(9 346049.44),(10 331985.66),(11 333068.84),(12 346570.66),(13 362585.47),(14 369491.9),(15 369981.3),(16 372512.06),(17 386122.28),(18 407747.84),(19 426437.97),(20 431345.66),(21 427805.7),(22 430683),(23 448763.75),(24 471759.4),(25 485389.78),(26 485123.63),(27 478922.44),(28 472079.1),(29 464089.06),(30 452839),(31 439946.94),(32 437820.2),(33 451152.28),(34 470892.84),(35 486601.06),(36 492757.16),(37 498079.66),(38 508957.2),(39 516292.53),(40 515682.88),(41 506734.28),(42 498953.28),(43 501987.16),(44 511942.5),(45 523893.78),(46 532339.25),(47 535335.6),(48 532192.06),(49 527999.6),(50 526985.7),(51 530210),(52 536906.4),(53 549868.44),(54 558702.1),(55 556410.75),(56 545335.06),(57 535060.3),(58 527806.8),(59 522289.56),(60 514512.06),(61 505813.5),(62 501348.72),(63 502543.1),(64 508054.44),(65 513468.4),(66 512002.03),(67 505720.3),(68 499606.3),(69 494294.9),(70 494494.63),(71 501735.8),(72 512887.6),(73 519237.66),(74 512808.06),(75 501319.28),(76 492691.25),(77 493361.78),(78 503837.06),(79 516316.53),
(1 37042.69),(2 116395.64),(3 193707.05),(4 249862.55),(5 284476.53),(6 303729.2),(7 314485.22),(8 316640.7),(9 308611),(10 304968.13),(11 316265.75),(12 334735.66),(13 348004.78),(14 349890.13),(15 346426.1),(16 349630.1),(17 365683),(18 387032.56),(19 403820.22),(20 412836.28),(21 418359.84),(22 426945.44),(23 439237.47),(24 450679.66),(25 458238.66),(26 459574.03),(27 453850.03),(28 441276.5),(29 427126.8),(30 417480.3),(31 417994.03),(32 426732.78),(33 440777.7),(34 454722.84),(35 463286.03),(36 462704.8),(37 458987.44),(38 459530.34),(39 464663.28),(40 473140.28),(41 480200.38),(42 486554.97),(43 496165.3),(44 503429.6),(45 501809.44),(46 493074.53),(47 488172.22),(48 491623.44),(49 501036.6),(50 507628.56),(51 506235.5),(52 498069.6),(53 487143.56),(54 473454.34),(55 455323.84),(56 438310.84),(57 432376.94),(58 438947.22),(59 446510.34),(60 444927.06),(61 437437.56),(62 433501.22),(63 436725.03),(64 442266.6),(65 444173.28),(66 441500.56),(67 440408.8),(68 441441.9),(69 438022.13),(70 433441.44),(71 432873.66),(72 436067.88),(73 439473.97),(74 440138.63),(75 438467.63),(76 434355.13),(77 434943.72),(78 445427.72),(79 457468.44),
(1 43037.297),(2 134502.69),(3 219017.13),(4 273863.66),(5 303921.25),(6 323518.1),(7 341496.06),(8 348745.44),(9 332734.84),(10 312975),(11 311116.72),(12 323393.94),(13 336904.84),(14 343511.06),(15 342775.78),(16 343490.28),(17 350156.47),(18 358694.88),(19 366279.13),(20 375117.47),(21 384344.38),(22 394108.06),(23 403678),(24 408853.88),(25 410244.78),(26 411421.6),(27 412913.3),(28 407544),(29 393223.4),(30 378816.75),(31 377143.38),(32 392280.25),(33 415418.75),(34 432989.03),(35 441039.13),(36 445971.28),(37 458064.28),(38 477687.06),(39 490118.38),(40 489079.84),(41 482085.28),(42 484591.13),(43 499850.22),(44 513778.34),(45 517059.34),(46 515571.22),(47 517462.5),(48 524907.1),(49 529902.3),(50 526128.25),(51 516775.56),(52 507648.66),(53 503110.5),(54 496727.88),(55 487420.16),(56 482020.44),(57 481724.28),(58 483978),(59 481875.84),(60 473398.5),(61 464401.78),(62 459980.22),(63 461022.6),(64 463053.38),(65 464636.06),(66 464173.1),(67 466627.66),(68 470478.13),(69 467186),(70 453920),(71 438685.63),(72 433729.16),(73 442803.78),(74 456489.66),(75 463889.63),(76 463067.66),(77 465188.9),(78 474693),(79 484008.34),
(1 38192.48),(2 119095.234),(3 195276.38),(4 247681.8),(5 280389.72),(6 304508.4),(7 322350.5),(8 326858.25),(9 316300.97),(10 308450.72),(11 312858.7),(12 322011.5),(13 326729.16),(14 326243.47),(15 329648.6),(16 340666.56),(17 352973.34),(18 360523.2),(19 365488.44),(20 375091.34),(21 390912.06),(22 405760.47),(23 412908),(24 412011.84),(25 407961.63),(26 408349.53),(27 413960.3),(28 418333.56),(29 416051.94),(30 413578.2),(31 418434.47),(32 430602.47),(33 440999.9),(34 443072.2),(35 442130.8),(36 444735.06),(37 453557.44),(38 463942.66),(39 469292.3),(40 473070.1),(41 476937.38),(42 478943.78),(43 479973.75),(44 479041.8),(45 481337.56),(46 491329.4),(47 505690.2),(48 516055.47),(49 518374.38),(50 520598.03),(51 521133),(52 512124.63),(53 504767.06),(54 502460.06),(55 506183.4),(56 510329.63),(57 508894.5),(58 504604.2),(59 500151.53),(60 493054.5),(61 475321.22),(62 452637.3),(63 438758.5),(64 438684.25),(65 450622.94),(66 465359.72),(67 473279.63),(68 472970.84),(69 466975.78),(70 461758.38),(71 462331.03),(72 468814.25),(73 480887),(74 488982.03),(75 493808.94),(76 489650.6),(77 483318),(78 488415.88),(79 506466.44),
(1 36225.92),(2 110315.77),(3 177680.2),(4 223692.69),(5 253107.17),(6 272831.9),(7 281265.53),(8 276759.53),(9 267805.63),(10 265199),(11 273067.66),(12 281484.16),(13 284044.97),(14 283853.38),(15 287739.38),(16 293936.8),(17 297473.22),(18 294955.4),(19 291641),(20 293917.8),(21 305373.4),(22 319793.63),(23 330119.9),(24 334637.2),(25 338724.28),(26 344217.06),(27 345819.1),(28 342336.84),(29 340391.4),(30 347518.8),(31 361800.97),(32 371981.2),(33 373807.4),(34 373180.72),(35 375289.56),(36 378363.97),(37 380082.28),(38 380451.1),(39 383660.1),(40 397740.06),(41 411220.8),(42 411837.53),(43 403389.4),(44 400129.72),(45 412087.53),(46 427115.9),(47 429566.03),(48 426391.2),(49 425774.8),(50 427427.56),(51 426437.78),(52 420727.94),(53 417236.38),(54 417596.8),(55 418175.47),(56 417472.75),(57 414339),(58 407358.8),(59 398161.94),(60 391452.9),(61 385667.06),(62 381078.34),(63 377847.9),(64 382025.28),(65 388750.2),(66 385090.4),(67 373055.56),(68 361798.72),(69 355538),(70 356275.4),(71 360405.4),(72 364852.3),(73 366824.13),(74 367577.75),(75 373248.63),(76 379417.8),(77 380345.9),(78 380281.53),(79 384263.22),
(1 36196.297),(2 110079.93),(3 172526.33),(4 207758.63),(5 229406.6),(6 249540.86),(7 260402.44),(8 254691.52),(9 246244.84),(10 249354.08),(11 264407.25),(12 279766.4),(13 284692.13),(14 282287.2),(15 284065.63),(16 290691.13),(17 295924.75),(18 295132.13),(19 293882.7),(20 300816.3),(21 317080.25),(22 334787.84),(23 345161.66),(24 345928.88),(25 344215.9),(26 343512.2),(27 339443.3),(28 334327.3),(29 334879.25),(30 343476.1),(31 357239.03),(32 365557.22),(33 362689.8),(34 354330),(35 352514.22),(36 357610.44),(37 362063.1),(38 358027.6),(39 352433.16),(40 359516.44),(41 373691.38),(42 382419.47),(43 382264.56),(44 379786.1),(45 382986.6),(46 387164.66),(47 387301.63),(48 387787.5),(49 391659.5),(50 396589.5),(51 398293.2),(52 396712.97),(53 398499.06),(54 400132.22),(55 398092.7),(56 396486.75),(57 398220.38),(58 402346.3),(59 403610.7),(60 398289.66),(61 387269.13),(62 377021.94),(63 371055.47),(64 368161.8),(65 367811.84),(66 367333.88),(67 366052.97),(68 367385),(69 366322),(70 364270.9),(71 362627.47),(72 364840.03),(73 369536.97),(74 373951.13),(75 377580.38),(76 380278.97),(77 386286.22),(78 396138.25),(79 405985.9),
